,HPSE,HPSE2,GLB1,GUSB,HYAL3,GNS,HYAL4,HYAL1,HYAL2,SPAM1,HGSNAT,GALNS,IDUA,HS3ST3B1,SGSH,HEXB,NAGLU,IDS,ARSB
SIDM00098,-0.11467199445707552,-0.5113152865251493,2.015664790972788,2.1653612037530734,-0.8628132629385775,1.36110111592033,-0.8603112496243955,-0.7519864262421286,0.6233555477953356,-0.8748477033671356,-0.19165211708795168,0.513964433640807,-0.8373922034050351,-0.7304634111606272,-0.6119381534922785,2.7826945251250796,0.7412026908265852,0.17305708933477074,-0.6456344762846901
SIDM00225,-0.3479744447140347,-0.6722227011803343,1.5843883858823948,2.3886076711604267,-0.829685188753142,0.9003185427738134,-0.7065681839179694,-0.7417640673259773,1.054518929100314,-0.851972850870074,-0.2943080028880744,0.48934817370838124,-0.8392360678111372,-0.8120862826322572,-0.5874753377729904,2.3632054885870404,0.5870076749012212,0.1689680851576607,-0.45703889415148136
SIDM00846,0.5072608897035769,-0.5471446677671558,2.027104596637837,2.258560623568958,-0.4243441156723951,1.1152133396751636,-0.7061542530973425,0.37735709579858445,1.3309617747648912,-0.9097838068451285,-0.2705649357257828,0.4191027130978608,-0.8095680126718154,-0.020286885799827077,-0.5996265460908906,2.7032567818681654,0.9835319963199711,-0.43991874458071645,-0.4545687658946862
SIDM00291,0.1235128413802565,-0.7160540017802305,2.3324716968642236,2.2190662787965545,-0.7406936738034798,1.275971029622221,-0.8689461987922793,-0.5053661893776635,1.1109275834608523,-0.8938782541768624,-0.4318411914952302,0.7407382887598993,-0.8009170885011521,-0.7255068330978627,-0.4848909343333442,2.536105502280719,1.268231889191767,0.9608112775070691,-0.3251397636736943
SIDM00520,-0.719929600254649,-0.6451634570448533,2.092231358887218,2.0767773766885274,-0.6635767368246008,1.743533312989662,-0.8041761112571795,-0.710328001212736,0.8700922610984975,-0.899759156696126,-0.11280181870388706,0.9510524945415154,-0.8779346819863147,-0.5526622323866869,-0.5565043478611446,2.5391994029367475,1.2419382775600416,0.7783328753228508,-0.6118380487322672
SIDM00003,0.2975034425818369,-0.6635243826525892,1.6833037297993103,2.029703242430621,-0.7866124023784633,1.2806892429397958,-0.8389194060632812,-0.6634077750994816,0.9022642355517928,-0.8609180866757087,-0.37918704969683176,0.3265513890477198,-0.849407572246724,-0.5724028558553106,-0.5957218454359621,2.6375378808328827,0.8771163903387468,0.19290288444690223,-0.22983005071355994
SIDM00136,-0.559830717141322,-0.6475695440405691,1.8055324984589711,2.196124782454679,-0.8027873781277768,1.3239989944349004,-0.7071199821072702,-0.6306288665965307,0.8495314798187262,-0.9051057236466671,-0.5644944067039144,0.5048675000255327,-0.8876172426757649,-0.7407688265538435,-0.747447418146041,2.477417680876237,0.5582152193121334,0.7606541577353598,-0.8770104931234786
SIDM01155,-0.25463449234765895,-0.6271448839411606,1.707782388435072,2.3213598964902773,-0.6950182853025558,1.3569962956817558,-0.8149392942971011,-0.6906236474321787,1.01450108913427,-0.955349710961095,-0.2678674852903394,0.32944217999744574,-0.9112931748039661,-0.3811400581929582,-0.5551675957697745,2.706426079217674,0.5090490215764857,0.9941209766901139,-0.6371687158984785
SIDM00224,-0.32694705005886116,-0.8123045840967834,2.0967656853658068,1.8608371612091912,-0.7537429191888171,1.5662368486425031,-0.7279843944370205,-0.7530749871409252,0.3108839634920561,-0.9085651017318178,0.053544275784232626,1.1511429080625162,-0.8614149767495981,-0.6939591881839653,-0.7242099831700884,2.4322102078358583,1.6502506385863476,0.4345393021708174,-0.6748464833385642
SIDM00783,0.652709939714993,-0.6807802896272137,1.6616085555963305,1.7659904388971224,-0.6290878081286532,0.97697074554611,-0.8672645157094536,-0.6692119770080884,1.0832706264474126,-0.928145443537627,-0.40695796014947555,0.41178802828034294,-0.7708324544484226,-0.477337173471161,-0.7656086950448959,2.4382826462456806,-0.16328937576585612,0.6389726020552507,-0.8387372394966948
SIDM00490,-0.19210329094553635,-0.650751962180222,1.8409202492583352,2.5198985286230404,-0.8118933137806409,0.9385771744422825,-0.8329403143096368,-0.7293581585785315,0.7346193967429068,-0.9195801264245183,-0.0024230465035663573,0.9395349348179232,-0.8479690302074848,-0.38021240320453026,-0.626204581262036,2.4423401950749435,0.3844318551033346,1.5421128013395704,-0.4598171179956222
SIDM01090,0.3491306980986017,-0.6252159107444043,1.8405876990509864,1.9802791176635803,-0.6704337958273999,1.2179827591160681,-0.8481996409285696,-0.6602635836223658,0.9619418224476141,-0.9839100481737114,-0.03925723506298562,0.38174654316906204,-0.8733971940698884,-0.5382684889072504,-0.5013151331257448,2.690686527832665,0.12167485234082373,0.6541098966084344,-0.509097798453735
SIDM00394,0.14420663212302748,-0.6528155818043012,2.186231875764561,2.561641780692538,-0.46502181144012894,1.0339168076843563,-0.7716063858929932,1.3556009317138618,0.9701551789799006,-0.9021949314226146,0.5519555257136436,0.4467954910702174,-0.8804907166558241,-0.6176533967686441,-0.6817464554800251,2.8877331183070125,0.638820641722078,-0.4288018570997962,-0.6496010904991946
SIDM00538,-0.2779117140887863,-0.5424513356755796,1.9183975260959476,1.7423127241185834,-0.8808398298037079,1.127496500475234,-0.7672431980071084,-0.6506243369451172,0.7060465325178109,-0.8954531538526395,-0.36031061895319183,0.30682797503096354,-0.8622693994679365,-0.711471066255288,-0.6996197116918115,2.0354531518398953,0.24914786294444488,0.7504221619132666,-0.7730892108716572
SIDM01140,-0.3794350473020094,-0.6900420164354234,1.7075296434066896,1.8326611307038447,-0.8553045131018824,0.7659997118583567,-0.767841319572068,-0.512038480570054,1.2773662982501812,-0.9652487770297178,-0.5140635048551273,0.13738568840344725,-0.8381069162997793,-0.553668004754447,-0.7572717509301546,2.1274072313241135,0.4468683810599769,0.3040459199760289,-0.6806893445517626
SIDM00101,-0.29380196445579926,-0.8172297063151326,2.2039173958803246,2.4484808110551493,-0.560267981544064,1.822615671552394,-0.7616646595693017,-0.7634493794830917,0.6244826934955623,-0.8701978287687249,-0.0579808236971599,0.2526722687546007,-0.7223371883706611,-0.6140738232836409,-0.6190124308895942,2.9335490460269646,1.1713719666625961,0.6805758430641092,-0.6433320227918784
SIDM00114,0.8580851535334297,-0.7682458413610411,1.8315788654197462,2.041682458375211,-0.7617102352764322,0.9455841333020286,-0.7462879521609725,-0.7607532755155382,0.5189035380930903,-0.9364321074378863,-0.46583299441487197,0.897774467422886,-0.8947866969887782,-0.6960723991276326,-0.7417665304727786,2.1072806971180134,0.37542974596624956,0.5086961489709296,-0.7192450432637085
SIDM00102,-0.2387078673495181,-0.6739238636142463,1.5437400227713338,1.963214547591632,-0.9367291581491082,2.0827037152892105,-0.8271165325091783,-0.6565510231706909,0.5501607878027404,-0.8882595161127724,0.033988822503985654,0.6130665529608945,-0.9013267278214387,-0.4610994932737881,-0.6042051558328643,2.5131546330280745,1.392930512488426,0.19507842943798848,-0.7093839222909749
SIDM01122,0.47762841360080255,-0.6621156998610422,1.649299710125159,2.3722759736867256,-0.7384746358748668,1.4983939270498872,0.2629152207352826,-0.735560148043495,0.5730224041973377,-0.8328040854936354,-0.1480200749396163,0.9392296918990353,-0.8446674054043608,-0.7167086039169278,-0.7368308836932305,2.532732633515445,1.314402863042582,0.5086097811109522,-0.6010684464874859
SIDM00261,-0.4471184952331574,-0.772768332387023,1.8819658712502223,2.238379861035243,-0.8301644071685488,1.074977422239582,-0.8228821249532976,-0.7989742073476067,0.9637073177204262,-0.8736282847496384,-0.38586256127750684,-0.1282699737852158,-0.860662526224611,-0.8027604448351998,-0.4794699259268637,1.5314571128540377,0.17887152753028623,0.20795983091990342,-0.5671337264204497
SIDM00154,0.7753819827958445,-0.5880964138244562,1.9425052726829022,2.0570221985658357,-0.712930651397155,1.0202520045004297,-0.8072854567461514,-0.20559680292936192,0.7969695968009202,-0.8863749691559983,0.29528303638060416,0.5212588449009301,-0.9420446217560283,-0.5096915400825868,-0.6655011836051566,2.414962099451502,1.3595442905007014,0.12342301516278627,-0.7564183417516259
SIDM00104,-0.042116545680011296,-0.749973819913521,1.7491020305617315,1.9977627656347643,-0.7308982941965976,1.6231562412340785,-0.8461055739135287,-0.6614951284314302,0.3563920205439014,-0.9275359463672058,-0.1332255383645196,0.27424785252040473,-0.9800523989008322,-0.62484437522235,-0.6791607201192335,2.9001949409181584,1.0811893063311684,0.7476438820879691,-0.818784998700872
SIDM00267,-0.20652595220355735,-0.5962942565358343,1.3390615592782067,2.2297552481660743,-0.7064073884221382,1.0514528835222388,-0.7756315551901342,-0.44128119873937044,0.8472307681240195,-0.902685882732353,-0.5034428804728346,0.27531239365770444,-0.9066899399252355,-0.591217108171076,-0.6355339445274114,2.2136840080623865,0.339056943164348,0.162831952095125,-0.7866856784915813
SIDM00100,0.10528838900561048,-0.7841864912744145,1.719571712765596,1.877161318925719,-0.8047296416142636,1.3271480769421455,-0.8373270451314282,-0.6982142046026203,0.5609222570955722,-0.883424684589707,-0.2608954726124747,0.7793730609407019,-0.8760519321084137,-0.6209064814268788,-0.6430103167395732,2.220845701391757,0.626466943041998,0.5778470118833856,-0.720727996075259
SIDM00826,0.05027279273809187,-0.6433788783428961,1.418678556803117,1.8072149599063307,-0.7338753432603266,1.1699736185714005,-0.704176400896537,-0.5584869121449352,0.15114197916926816,-0.8735827530210384,-0.3791560331007691,0.3554322292290044,-0.7517809851274387,-0.5092903967596738,-0.7717377494780552,2.7732038484891195,0.9492024328446808,0.5640686216559119,-0.7550548991547907
SIDM00310,-0.3296218114422834,-0.7165712572477981,1.8121526329863624,1.7738934111712543,-0.7283552532446183,1.600847699544687,-0.6966372072661561,-0.7250113394932627,0.7014554316665681,-0.8841558094749801,0.14420165873948362,0.7292268552929073,-0.8129775802174313,-0.11681388526351183,-0.6069773772426164,2.8748102384364436,0.6733364384859031,0.7599940777855425,-0.5396797199153462
SIDM00482,-0.6550349654912122,-0.6296194888586547,1.1348456741580737,2.013240205143961,-0.7347397388902724,0.15145151934376258,-0.3628151218740608,-0.7100275146185243,0.07743960347318839,-0.9272864627403479,-0.3951975016510676,-0.20770049740280616,-0.7957096921435386,-0.7141182124436628,-0.6583932658969777,2.1030678071300897,0.7054407015599935,0.3772665909733222,-0.6035774047515824
SIDM01247,-0.20496326203300255,-0.5809879068783252,1.0481943682366517,1.850356994249417,-0.6634311143499247,0.6958870451429217,-0.7051944134253516,-0.6990948745910994,0.005525597443776749,-0.8699638975057615,-0.4686390409524212,0.3284796833576625,-0.9989546985026995,-0.6790768192298063,-0.7338648198664814,-0.6448264542251787,0.13428814708300155,0.6746253920655109,-0.6537249480799181
SIDM00817,-0.5959572025951086,-0.7225794530523423,1.2831770254976167,2.592703776005525,-0.771111027313377,1.3475385774933197,-0.751712382000436,-0.34731808267694403,0.6960455849177151,-0.9195300964871359,-0.43657907585772376,-0.02565474240205979,-0.7295651424647854,-0.7257143768523925,-0.6639195108608209,2.84163530060794,0.5583280087005059,0.16936303467609418,-0.5582098321419464
SIDM00448,-0.6981614973996949,-0.5363951470847259,1.3641790906975226,2.5704783176345827,-0.6126841399192725,0.6375927811700873,-0.4909387060930907,-0.6527925622611087,0.016432148261596766,-0.9347531714508646,-0.579978457169529,-0.13244418719421533,-0.7743665734210492,-0.5333087233341097,-0.5676105181834887,1.9248833959634697,-0.5393182513896637,0.21572154352249187,-0.705715988460342
SIDM00086,-0.49737489262214374,-0.6203168221495058,1.675774814014208,2.3403786937326845,-0.5793284116334866,1.6762154063824317,-0.7279047178701887,-0.7567994760362295,0.46088514523676205,-0.8131212838185545,-0.3974706152326847,0.8746679066801311,-0.8489690965017341,-0.26773496391057305,-0.7307531192657292,2.8072698846417463,0.23919244486549135,0.7303291937579517,-0.6200270708856822
SIDM00466,0.8322438229320027,-0.6877827442577233,1.1998118141875,2.1048740520165197,-0.5423984849555066,1.8068603521256659,-0.8233526449789588,-0.7361318504659825,0.5361049618681772,-0.9228365157502059,-0.33840778336965466,0.2505486790282699,-0.9845017792149162,-0.6561409342230983,-0.701054002001706,2.37592478767619,-0.21610995977629166,0.8209837492584703,-0.8328166872333524
SIDM01132,-0.5235865734002815,-0.6091747342129642,1.963965666503883,2.8312623804785084,-0.8600571865010262,1.4563158218262644,-0.7580905348405347,-0.662397323917051,1.0141885860083713,-0.901652863177926,-0.19677583907899593,0.15011558094750335,-0.8848201015872266,-0.511564530681063,-0.5234782226997158,2.547640447894066,0.5707115552585772,-0.02633836701741713,-0.661190831365696
SIDM00465,-0.29210508701646565,-0.6063114750013885,1.8591890307864616,1.5477663887655189,-0.7508091443532117,1.4917012448108251,-0.7976706082198366,-0.5554969190531919,1.2824574996292633,-0.8739869204177265,-0.3373656440569221,0.6021167518829259,-0.8509724097159987,-0.6641349338159414,-0.5926702457059475,2.7847772992100155,1.0267525618058684,0.08618835272431737,-0.7173178845108814
SIDM00565,0.25879812602283203,-0.6947668079371495,1.3709867225053782,1.599578458025383,-0.7151879387488057,1.0841354488231112,-0.6968089144481471,-0.7303548123366085,0.4705650196460502,-0.9282677080315552,-0.4030516510312055,0.07952929666189774,-0.8694432579999104,-0.6779403528102312,-0.6550835376102451,2.7470710302579313,0.2077038824145432,0.7411011732996662,-0.8536625760634584
SIDM01092,-0.700515961287354,-0.6263822742760393,1.4725469274819531,2.0851903990644023,-0.7285524479791784,0.8520749850527627,-0.5077411310710055,-0.7251484760080484,0.6191304582923219,-0.974608658284113,-0.3233717723836942,0.16889479492847057,-0.870105323012144,-0.587015928102182,-0.6368376184376191,1.8868928365170887,0.6766882881105175,0.5089532628303559,-0.6552488361892094
SIDM00218,-0.5069156786687835,-0.7007989391950241,2.049830383974875,2.020519680298352,-0.6075284352380823,1.7241943489120175,-0.7831393564105202,-0.6710321973080774,0.3867919690086709,-0.9163285817177594,-0.4495201455225672,0.2733615331576227,-0.882973694887039,0.09422014931043682,-0.6708395168223357,2.4759024722393237,-0.11923560798604287,1.200921983218908,-0.6597390338214942
SIDM00044,0.2236225094827185,-0.7063956479887731,1.9995197267343632,1.8752313809724468,-0.6516525036507257,2.0145725703204294,-0.6907522369510838,-0.6819306005293231,1.1468055943780977,-0.8746963308911997,-0.43260130103056577,0.735180118932731,-0.6376372714178145,-0.47575503679327774,-0.6801050869414492,2.8361318278780314,0.07713786332691948,1.0474061370878625,-0.7922665745244621
SIDM00362,-0.36449238678767193,-0.6106824233527118,0.9192907319314172,2.216776217843222,-0.6007684053255125,0.2565797703083334,-0.7137334985999694,-0.6924865256270574,0.49280714295120004,-0.8905986549403399,-0.3964295577427859,0.4889416495589437,-0.8896727720238174,-0.5755576877336191,-0.7413482104262529,1.4850666530733019,0.17344835017951735,0.31772016875358716,-0.6415266331721535
SIDM00813,-0.5871445510831449,-0.680179565757899,1.7264215386518122,2.3583217747215577,-0.6841543079141731,1.2803148511709181,0.8998741191238651,-0.7336339502625076,-0.09181808465902402,-0.9123676314948809,-0.45300884966967075,-0.21280775866713245,-0.8423513296973794,-0.29549418026652224,-0.6294275203758933,2.1080362405193402,0.6693011917687564,1.1359908904220906,-0.5461421438418953
SIDM00364,-0.31778834517694654,-0.6892381839217356,1.3101954471587995,2.5269062399492723,-0.65783630623055,0.7208829833000611,-0.5587072739109015,-0.6996214897548492,0.46166217931310355,-0.9750233409767776,-0.44799066684785305,0.3575395118014841,-0.7378397074653461,-0.022460674842334116,-0.7342191263278058,2.4253143647172792,-0.29130575827242167,-0.2456210141078198,-0.8969049926467911
SIDM00792,0.6120837378865136,-0.5898364860358651,1.735110909932463,2.379526313391183,-0.7266008259450644,1.8002372980856314,-0.8453160240586926,-0.030608851797916198,1.2452601267779086,-0.9524583784970483,-0.43456848486512295,0.3945585970751618,-0.8545161733975388,-0.2322950772105288,-0.7003843392537935,2.1084843980395673,0.7252650036059238,-0.001850294783169798,-0.8711336808378191
SIDM00241,-0.5316714990538746,-0.6883563849006372,1.4855096809865143,2.6341117394766904,-0.7285395309379749,1.3755763660871547,-0.6830094666913796,-0.7670275806859639,0.6222348237176143,-0.8431530607529302,-0.1975293673884462,0.0724194911263651,-0.939817698519835,-0.636783934345664,-0.6041699379147749,2.248597048249676,0.9072548853761775,0.050087178179200845,-0.717001187411588
SIDM00091,0.009511709361994379,-0.6433401946961971,1.7368576778520555,2.4127937508271544,-0.7366620991232586,1.391140795128947,-0.6800661859164987,0.7910173434277392,1.1636523439647088,-0.9213224188679769,-0.30712034926299675,0.7802244016169293,-0.9550462212614547,-0.6017069202053923,-0.6253302121369869,2.4848826176772705,0.42132385336169703,0.2699424420578206,-0.7447376506180682
SIDM00427,0.22185626279966,-0.67617681379326,1.3831649726345843,2.230760046177651,-0.7373708568470798,0.9577876042460307,-0.7491177691647981,-0.7507716880961459,0.22215321414898037,-0.9243652119441785,-0.45646280557218555,0.23428989127453007,-0.901320167944186,-0.49687394615174374,-0.7247555363925829,2.504447561587192,0.5192055885411329,0.18480819093210143,-0.6106298132271579
SIDM00758,-0.6210857437337802,-0.6948134977393601,1.9593772634660334,2.2807309174139507,-0.7288527204030267,1.7915845352329463,0.25147796916461324,-0.3937705895267326,1.0991117674990014,-0.8686708332251413,-0.4322725667863061,-0.04145682949156672,-0.9964668304436992,-0.475799789845343,-0.6671965450004943,2.4215519749679166,0.5740359054558278,0.5246650907155089,-0.7587826734047934
SIDM00612,-0.10672609778447498,-0.6901247475615454,2.125651346913781,2.2180364697849804,-0.723126442461896,1.5280265505493413,-0.8133890858949806,-0.7312271328485265,1.2058030902620804,-0.9687902978206495,-0.23415559091730445,0.8457772005416843,-0.8291090636989447,0.134909251170866,-0.6281086977382807,2.6742902238456114,1.0051922417442614,1.2998782313910193,-0.5657472658104334
SIDM00553,-0.5425813365398172,-0.42552959837788323,1.9884985596295561,2.813240105221464,-0.2822806059594665,0.6672719170097792,-0.7024630503832597,-0.6839357854475393,0.6439994214614723,-0.8748709300981162,-0.45147599917209774,1.130313631998742,-0.8903273125205274,-0.3488690270250525,-0.6707405006161187,1.9408780090277684,0.4195871607249233,-0.3877047620436037,0.7926453038945112
SIDM00343,2.067546365962243,-0.7095490959521517,1.8285149926332132,2.5148661284821,-0.7088988672859398,1.2625355808431238,-0.8203489039772575,-0.7855004148182357,0.7441769801190429,-0.9314621029072191,-0.09164104687839338,0.6895577337697177,-0.877392557097951,-0.24356014531845302,-0.6624734243762209,2.9244417928729898,0.7104185812286986,0.887370029476925,-0.5721197606174262
SIDM00543,-0.5396837984462826,-0.7291279079089528,2.3813770408252632,2.901323161527373,-0.7525333071546192,1.9829241250156786,-0.8683222316258737,0.3124984756869377,1.5139966236301214,-0.9075144108910572,-0.10233082934735907,0.3958691610236716,-0.8945336572870981,-0.6663513218775662,-0.5623024563244274,3.2334435137144393,1.6717876229123714,0.41512436330372326,-0.3258188367703042
SIDM00537,-0.6023081197874893,-0.710601969853772,2.152279817478483,2.056030295622343,-0.7084154790823814,1.3643890902667195,-0.7914345268761205,-0.757879206941894,0.9889265153075196,-0.8322959601943953,-0.12856503822946527,0.3048055843059257,-0.8200796446752187,-0.6456244029942854,-0.7013143586022244,2.842761218855764,0.05087212298229513,-0.5406404903762655,-0.867554718769539
SIDM00332,-0.5485899318164802,-0.6889616624719863,2.305939145736632,1.77124150177492,-0.7366132488413532,0.7856149915506037,-0.6833259303467109,-0.5827480684164227,0.8072610670058182,-0.8431237504388213,0.1363001012529528,-0.03910405361038099,-0.8365585078648038,-0.5268633535276422,-0.6922119035066493,2.252485460501244,0.7140169302905994,0.18420416999409764,-0.7897761065469553
SIDM00299,-0.45351993646825545,-0.5723003010226265,1.8261131997977988,1.9143223476534632,-0.755857225255944,1.527706592380475,-0.771957770704576,-0.743458529635,0.7383353871062811,-0.845111038291095,-0.02730458458656203,0.33457822958049566,-0.7723643989470613,-0.5624837351376307,-0.7074434144882068,2.5074499210463133,0.8209287327681742,0.7169233344721332,-0.6963175249534199
SIDM00308,-0.35450213178913537,-0.32334283826462584,1.4906727013406644,2.1324239626782666,-0.2623236876277421,1.5893475988202472,-0.701427012940654,-0.7614377625102582,0.29275863286258247,-0.8829138441070014,-0.31018874978987016,-0.13488792997029467,-0.8804226833839557,-0.7244055736819982,-0.7484422928295189,2.1447875655602497,0.45067466140561446,-0.14157113564266774,-0.534410601236082
SIDM00227,-0.43578115781919535,-0.6882716885369204,1.9029912505974809,1.6380171153272374,-0.7938599885204511,1.528668098247993,-0.6533039258113416,-0.6997986129643502,1.1560512129182108,-0.8949050438986171,-0.020524446510302444,0.39124799129595444,-0.8856358565753203,-0.6718332376532791,-0.6990125620841303,2.168950447910172,0.7237799482231057,1.2929777807310248,-0.6400812062475841
SIDM00294,0.4323725456418831,-0.6380862969483321,0.44050140116196623,2.392869516319091,-0.7746955835478813,0.8982960592270929,-0.730748623252701,-0.7233964237180345,-0.2584664682414034,-0.9620847166727697,-0.5135440567418876,0.5648782919623275,-0.9337591181966907,-0.6393710301552451,-0.7469889576855429,1.318403489133288,0.03821662384890979,0.7248666375008237,-0.7102614135525732
SIDM00677,0.07160263768536718,-0.7514123150083656,2.0217706079045485,2.124988227489899,-0.6003183302007448,1.30936157472454,-0.7717262508501211,-0.6336790476033768,1.2619352370554102,-0.9075889128292438,-0.34804859737023464,0.10928615190372808,-0.7958525347676597,-0.6118393712929655,-0.6953389128485186,2.856882807090512,0.9260561339448998,0.07870899054755595,-0.7591680996942847
SIDM01220,-0.4305512532346995,-0.7287377886964082,1.6759863901730327,2.5104972936293355,-0.6406084974526048,1.3857306615126306,-0.8223283058165701,-0.7453361251611146,0.7770218869467982,-0.8818763229860683,-0.35532722569546016,0.5479860892023796,-0.8891149143747187,0.3066767833068944,-0.6529554211722807,2.479331875691562,0.9616700903766461,0.5885283630570132,-0.6416550385185351
SIDM01259,-0.726177426250879,-0.5683022201509031,0.9597177002169894,2.6113689798498596,-0.8510171235584447,0.5018388252880838,-0.6901724883955342,-0.7777750828960345,-0.022705353587826684,-0.8449292150472104,-0.46548860365064054,0.156727366627504,-0.7862250049970425,-0.7222904442831523,-0.7748451862928271,1.7521214937916347,1.0759854828789686,0.17171481047372492,-0.8192241443097388
SIDM00680,0.49291942864189303,-0.6816896755636963,1.83197012090831,2.2435780222064894,-0.7104204211832487,0.9280530697981788,-0.7951639104186993,-0.7647240465894214,1.0496712952254326,-0.9430528664879521,-0.4481276354293852,0.11161773976693644,-0.834463955270321,-0.6475249413163734,-0.6278324325542022,2.6833562291794353,0.05840375490812366,0.10494212060502608,-0.7944516455555568
SIDM00346,-0.135599002537699,-0.28039073720589025,1.716843833895622,1.972194988893852,-0.6278979535189785,0.7941146849094788,-0.6439271001163573,-0.7393561596911297,0.46606158248172974,-0.909728673471098,-0.2738684944594932,0.09604931463246824,-0.9359922811826094,-0.3815885965044333,-0.7446527436409192,2.4365283859574274,0.38030656672169716,-0.11396288870634869,-0.6112076605319453
SIDM00129,-0.5989996246339896,-0.6383058103226797,2.69257543998265,2.5551209606856777,-0.8710403847009177,1.5293895791940888,-0.5981597683224198,-0.6801284107782468,1.4738282330110575,-0.7924409686954482,0.05299126617700431,0.620880706854955,-0.7164087841428927,-0.682955970798116,-0.3663809555252962,2.584490629620132,1.7997917045850118,0.1685929906945185,-0.5942433293974143
SIDM00627,1.0836600993801426,-0.7218175875444707,1.4158055096577957,2.2876039421037695,-0.7068267128321427,0.8526239469237017,-0.7865082598227381,-0.6133795294723914,0.5134312795250461,-0.8476107041285081,-0.2752378641996415,0.27067817055771887,-0.8385561467556892,-0.20441253133581525,-0.7230129601506933,2.6555648539570234,0.4831555152801755,0.20278088687457282,-0.7900852122407053
SIDM00293,0.23316491269304784,-0.7288278167719189,1.5174645581763142,2.3910453047861338,-0.6580362497260691,0.8618874275778332,-0.569250838322398,-0.7222927986624303,1.1358408874219028,-0.9147633094299553,-0.5060819207296492,0.4137879675610041,-0.8368845241350735,-0.5870751210355531,-0.7145969060018809,1.5127886414108174,0.6226134720220292,0.29844273367381213,-0.850438368212107
