,STX12,STX2,VAMP5,SNAP29,STX7,STX6,STX1A,STX11,VAMP1,VAMP3,BNIP1,STX3,STX10,VAMP7,SNAP47,SEC22B,VAMP4,VAMP8,YKT6,SNAP23,BET1L,STX18,GOSR1,SNAP25,USE1,STX5,STX4,STX19,VTI1B,BET1,VTI1A,TSNARE1,STX8,STX1B,STX17
SIDM00098,0.7343973650069228,2.033902323167754,-0.7269386270390483,0.3334370853152264,1.3153015753164379,0.8592760123404185,-0.4987486306713583,-0.16623471891816688,-0.7285799047210892,1.6970092197949669,0.6405873279759878,0.6297003704446072,1.5627879988560252,2.328186385710743,1.1612580932882424,1.4143421977092372,-0.005426139578222765,0.8196036858192075,1.4329218676051414,0.7359735572237094,-0.4376691018992904,1.0066060699254173,0.4431233616830039,-0.8740750800810125,1.1844444186111351,0.11598646391160929,2.000747885032452,-0.8201585537046905,0.4211215461422496,1.4473545528551806,-0.5157576675915546,-0.9232590155019618,1.8319358684795395,-0.8346936501204072,0.11888840741050963
SIDM00225,0.9228980041614983,1.5316192147518262,0.7175095941083569,0.3599674159622499,0.4560952954798357,0.8486558842266947,-0.413221961916776,-0.7079795375132786,-0.7360743388085942,1.6429338009159886,0.051812030811375205,-0.19232341360392086,1.4457196826743783,2.202809604716805,0.8358148633522253,1.439345765429958,0.025328538159525862,-0.6202526988801171,1.1328353062696728,0.8506573843147683,-0.1855434803016396,0.46510493501354117,0.16701010270384023,-0.6297055278788422,0.9180501448740078,0.020477041453257145,0.8180422748518308,-0.889267047394283,0.3464823577861187,1.6790651571591688,-0.5472097666653764,-0.9910708182092385,1.381767830592572,-0.8182280114586998,-0.20268791325885685
SIDM00846,0.7622515971732436,1.6629818599149786,-0.3801325557102479,0.34272423001641195,0.7152001440269369,0.625634066960493,-0.6846128420340447,-0.41533179666462944,-0.5542081851928128,1.4609160924160622,0.32675437437044236,0.009106778552688027,1.6179472017983105,2.330462535839611,0.9051475817003354,1.7946446208825984,-0.1796444495137041,2.1824964303373307,0.8366325766597816,0.4585192206906102,-0.5423729379392772,0.5297106903526552,0.3086591602377058,0.16065111641905677,1.231579794569195,0.08376409092678154,0.8576657713739746,-0.7296205715816289,0.3376210671744962,1.3102766474106504,-0.5500583747663059,-0.852454560486662,1.5265415321433986,-0.8070109342304492,0.13877368157911776
SIDM00291,1.0109956724516256,1.2885700733650525,-0.6447202081018095,0.3046546023491812,2.158198956536761,0.8778880299383266,-0.6938027864955568,-0.6735389289228877,-0.8138861443308427,1.6650578226258388,0.660401412955839,1.395507837786523,1.5807946347095772,2.2471467206242823,0.8512091196899175,1.4866127947223666,0.08005153829143227,-0.3057818070191177,1.0835488027526359,0.5667568150490293,0.13650320546363093,0.41515146789058394,0.3889511841903709,-0.7336825172633552,1.2608780558154302,0.15031929411748007,1.2511416214199012,-0.7631787218848706,0.34586584997686515,1.2509003019218654,-0.5828276092282249,-0.803541049743083,1.7974488959986055,-0.8579263755873049,0.004367608115070696
SIDM00520,1.1984440282016497,2.1415074629662856,0.3265364905040149,0.2761497126775024,1.4412965039703074,0.7252855240404066,-0.6921241106019871,0.15724405706279115,-0.7888188334036242,1.5958171093868638,0.3286348835176151,1.0621011435136924,1.6474134754661722,2.5737523705067358,0.853068937365317,2.21087080741019,0.008763399709184301,2.2405285072722,1.2189884190565619,0.7499609855343259,-0.055964184485404196,0.33312661975172864,0.25721101825575915,-0.5031199815827239,0.9841222002621,0.18155591850615926,1.4117591042911772,-0.8251471713220523,0.3240969728023705,1.4431565396048596,-0.35299980299376155,-0.8831526351678862,2.11646788549491,-0.7401263283646956,0.21014866541054925
SIDM00003,0.9594457184132489,1.5276208857853995,1.8049441246513633,0.5922894838287868,2.0526065006411502,0.7321159741801101,-0.6408760490775325,-0.7645581392935046,-0.7714917027620922,1.8356378272488425,0.5197817883177349,1.3076465986131394,1.4612636868083626,2.44008804721776,0.7164580810451407,1.4444463448336924,-0.17414595341754094,-0.4982879069252756,1.000211997485013,0.6576815194636249,-0.586635517597087,0.4314144842302986,0.13578537739219368,-0.9033280856068453,1.2448660378139143,-0.09997563272848621,1.1752038786256211,-0.7670308436956609,0.3357476570478802,1.3905014829926545,-0.5660698394295216,-0.7684549957200016,1.6564867899637523,-0.7946848827437163,-0.02305516450199133
SIDM00136,1.0038592434231497,0.7673577167680316,0.9366871483682133,0.527505441457508,1.3349818479409619,0.8248443716515425,-0.25030935576494634,-0.6869322044323609,-0.8087751544800434,1.640343847270819,0.3472677734887245,1.2054633179127872,1.102592029523665,2.326777340407299,0.7338156771595585,1.0793432104327227,-0.2970055883497037,2.785760374520749,0.8633417220858657,0.6835613994800067,0.021364365477740573,0.602710529866173,0.47590335136824957,-0.9958741135619064,1.1484060440196244,0.29965703814040545,1.0054610975203837,-0.30120997003292915,0.4262863386941385,1.2567459811057233,-0.35144402359302274,-0.8489808937692535,1.3817874509661323,-0.6688480400902195,0.2652371953053747
SIDM01155,1.205635450910401,1.7788456655341518,2.093303061547772,0.7015634733417466,1.2130683881169735,0.7168354268085818,-0.43880378871734993,-0.7769742053718522,-0.805163750484756,1.9050654445685344,0.5635669505450395,0.10044984270093804,1.3959942828571958,2.4510176754209234,0.8709743487426397,1.5709487371414927,0.06779200736147717,-0.3473381769013444,1.4282795981170044,0.2287107443877933,-0.19189413239472142,0.6311465278030252,0.28266413835143406,0.1794627325765741,1.0417658308472542,-0.038589043911407585,1.453535307479022,-0.6901178960993044,0.5894741907138963,1.6714117135094577,-0.4568237526861561,-0.8588889598572698,1.9741520068490888,-0.8371186951105819,0.13901232044393338
SIDM00224,0.7358145511556125,2.034749291343014,0.4634182990785127,0.012116276494041933,1.509223780576817,0.4571380492993845,-0.6881472828010325,-0.4146029518887381,-0.7306391770075302,1.313758861240126,0.4645715172572951,1.0302653175574183,1.2250265919844714,2.3777175277144593,0.9041202153480518,1.2304910532124431,-0.3968971840186786,1.2218980540774573,0.8186493894105289,0.11227245792448146,-0.2275852532198584,0.8825093047196243,0.4288172578276027,-0.9028424123831811,1.2208545224331357,-0.07759220906738513,1.3311623834368025,-0.730310809057546,0.9022944281638617,1.216535347210992,-0.4453641697039183,-0.7250897925831804,2.061888220993882,-0.735503107891036,0.12203956104518668
SIDM00783,0.9707440180709428,1.3990656009929634,-0.344281293785714,0.31373368053559175,1.2863530213207026,1.0777035289616839,-0.5482109899648773,-0.744707149317344,-0.8207350951765249,1.375342494511111,0.5285326982724358,0.4255404411320676,1.7572951967126798,2.265074631640506,0.8285059889436579,1.2679067740640058,-0.21335190090133324,2.04596520144868,0.6282509694518806,0.36370383864655476,-0.2429275367532691,0.6323719203495437,0.3363416058773739,-0.8670825849992764,1.1557792855301043,0.08277150622341128,0.6654019162466162,-0.6851881453941427,0.6049371278939486,1.2358266624874643,-0.0593064562215425,-0.7565546157694696,1.748339508010791,-0.7411621173925755,0.2881162545562043
SIDM00490,0.9521964518000265,1.6267399316459892,1.951266634317138,0.6490362218645367,1.291012585859505,0.7704349100618035,-0.4757861034496187,-0.6978785043133264,-0.7440558987418661,1.620264844331361,0.524198375216189,0.14426767822161435,1.9424115342425075,2.3838528293668837,0.941218330666413,1.3442211403819597,0.2038844207156577,-0.2050073286983405,1.3239786054108684,0.5868347211096409,0.2123672014468322,0.4515811131179883,0.7788446269589502,-0.8809280665835741,1.3978029912371661,0.08600688737896287,1.5916876431840425,-0.8496171751176388,0.6785790124294402,1.6802005345133173,-0.46090737639453677,-0.9491080919526148,2.0590236424323702,-0.8155520410820836,0.36689544515068906
SIDM01090,1.0799022081290495,1.4387653849533915,-0.7663385652849152,0.27952255916877,1.1089562866284852,0.82125850276786,0.04929623503974514,-0.5840445443255925,-0.8270117048257712,1.4525838240812237,0.5581698119119212,1.0848220027466586,1.5503706091989884,1.813939476814457,0.756392314367508,1.09383972686389,-0.057838951814567045,0.940811294256945,0.834737850555152,0.9891247774712276,-0.1378735339917976,0.8175333313367737,0.29496864463636524,-0.791499223372878,1.4468525645006076,0.040831711037885514,1.5995495751597752,-0.851822194974369,0.8345659333165056,1.6784928295241759,-0.32639519109252896,-0.7423235220890411,1.6183538962355124,-0.788522023248112,0.24398193271018703
SIDM00394,0.46091435067371134,1.0543041325038371,-0.27306529868383883,0.350492991163766,1.1086950206561315,0.48890285509733283,-0.6156156379407636,0.18303611421864024,-0.7408555601190716,1.6397721391820583,0.2987095015843506,0.12492962383744743,1.5464893361369147,2.5259385034295123,0.9023460291416794,1.3994291647378994,-0.13277636695179307,2.240554981273306,0.6927766486278591,0.382212823817476,-0.2785632512313584,0.07547613048276786,0.3132121882842716,-0.5141491258429549,0.9590240227692945,0.32261983462203925,1.1425854507329891,-0.6649823989053345,0.5094941541076718,1.551811440098843,-0.38372685906124104,-0.7849548507710072,1.611919493334918,-0.7365547872602596,0.303920688040428
SIDM00538,1.2922670439273545,1.7803994868537016,1.4063412941112619,0.5640044582560279,1.302705321772295,0.5367151329512243,-0.27729492496521385,-0.3051108566876337,-0.5273576056380919,2.0304602924120663,0.6919909842681684,0.2487405339567152,1.431267439128174,2.3696338150577443,1.042641481485139,1.3704416754732764,0.15309907621564553,2.3514284785547237,0.8649035019756872,0.818593910164448,-0.2887290937267637,0.5216118114678874,0.38325685545872307,-0.8414702700530333,1.248963351059999,0.1711798783347916,1.707952268941477,-0.7490508130252849,0.48419524291974664,0.8407917722184295,-0.4361274357553449,-0.775669978853738,1.8396597937351393,-0.782376813268505,-0.39762263743894455
SIDM01140,0.7576187612935654,1.4020575167410307,-0.7178611758224801,0.15602660148453032,1.5557181998710006,0.7938604880388379,-0.6974975076859818,-0.7770283520830734,-0.7506863787262987,1.2755447878328825,0.5337631488444435,0.8571685290880887,0.9491080586573103,2.214559436270023,1.2273226246223095,1.1331132537419673,0.05695714821522588,2.0471868604820025,0.9600871193004259,0.7575574064080911,-0.2803294106280869,0.34740721752909115,0.1858990406065386,-0.9265619671618451,0.5795794230442538,-0.006523171725310406,0.8000213124769102,-0.7636322595813809,0.8849105547126713,1.5554670218974789,-0.5604590465983424,-0.7751734741141124,2.3083936783357335,-0.7844334124353561,0.3730455183765519
SIDM00101,0.9261592318116142,1.6045887167344508,2.0661069075643685,0.17134524856672406,1.0478969400259293,0.8398584851229353,-0.7865235211567372,-0.3037500962759625,-0.7684313911850084,1.4699482096261105,0.33727959929794726,1.39957083318843,1.2511436262290803,2.5779215155746593,1.066741128205245,1.8187815966704672,-0.1677303808214575,2.1465054590802293,1.2876412472391463,0.4663436745198246,-0.17249632617520141,0.7960201352635121,0.34318293956011336,-0.7933996216277389,0.4812612531463087,-0.01031497210206941,1.3384494427749465,-0.7096801919592391,0.5309618908123713,1.5365261478784866,-0.3055986728886442,-0.803358226525348,1.648476031382238,-0.8644989574923035,0.3203255831748689
SIDM00114,1.1679096917819045,0.33998277622880174,0.3236658837953422,0.3881221329287022,1.1984700550060108,0.9860427672015539,-0.6172078146693181,-0.8054214653235174,-0.797952648373321,1.2107207727847018,0.9620154714579914,0.6656675286631638,1.167524457384217,2.2415216065065278,0.9994427536280103,0.8781807921429508,0.006772788187017474,2.2465579277639094,1.0539693779493826,0.16504640646327257,-0.18056083631742512,0.9144124118444136,0.9632068219975743,-0.896057143357872,0.6851618677885586,0.035328597672425015,1.6389106202562034,-0.7014773885653836,0.9537880172012331,1.6764138839130067,-0.3234452267550686,-0.806992431848445,1.7979218467543505,-0.7079077955721461,0.66176488237162
SIDM00102,0.8740765292436982,2.028552159812322,0.5627006763189369,0.2258558276872474,1.5415308306368083,1.1516009692396996,-0.627598254692708,0.1844256689997598,-0.877260094931384,1.8387214186344047,0.636176353499705,0.6263862840710493,1.5287237496853505,2.2839727019799163,1.0626507104964493,1.9669560218010225,-0.13324182229349135,2.3851017956076785,1.442898442265905,0.8925678516832037,-0.34630227145582715,0.5635506341455883,0.30898171111531664,-0.7958250416847968,0.7898538840589643,-0.1332624196598348,1.8048326573654712,-0.5899902699539306,0.4198419607791257,1.5899439028933156,-0.17355594313480524,-0.5988500450138139,2.130916476360074,-0.7623525366832177,0.17165179468719075
SIDM01122,0.7744620357449925,1.5670907085286518,-0.8080338361931052,0.5688627700072592,1.27296152171061,0.7799645064071745,-0.697303762230287,0.11850096668727444,-0.8378224093577551,1.3930325154426708,0.6778521191872383,0.5119502591295501,1.3662535937156524,2.905652420416814,1.0255681118498365,1.109324314261702,-0.06321651995114805,-0.2440822109553664,1.142174947640717,0.5263490394189637,-0.35251863880070183,0.2850657422555074,0.27791640239107546,-0.9201299706964821,0.5648269655324667,0.060781387873921705,1.3756398964272616,-0.8194850201031183,0.6147931763865856,1.3137289835203871,-0.4931353512033603,-0.8881379429833824,1.6145256871465141,-0.8330508073858734,0.007313792759624027
SIDM00261,0.5780284604057488,1.2736121789078798,-0.6102822934448431,0.538366880972029,1.0075417983528376,1.0728767487885664,-0.4937317888195372,-0.7987481932178854,-0.821945722991865,1.0958842753499307,1.0926322669104924,-0.1495790318490443,1.3896897432007618,2.105209032235999,0.9305790980742443,1.2310545905096575,0.30754682332298217,-0.43792480183351173,1.0966477635162688,0.22965340381148558,-0.1454387384086788,0.7118347448700498,0.5364339683399332,-0.7951132237591509,1.3273160354918867,-0.2809448634865299,0.8529445062061192,-0.7282728756686873,0.4944081354761179,1.8702321042169647,-0.32323847987463483,-0.7459305133304541,1.7425405962689058,-0.7251526996884304,0.1712659909424133
SIDM00154,0.47236142033488543,1.6570427025768464,-0.3857637462377849,0.39587603387202447,0.8960954395721104,0.42236857624495483,-0.6046010763585488,-0.602720245758621,-0.7769954121063642,1.36792735062005,0.43085321786314024,0.1671813782423508,1.4778122478058677,2.041513562542294,0.8492377927337401,1.2513720868305342,-0.21344946634882833,2.766547900460291,0.6648539989165951,0.5892616511685375,-0.12155111651625099,0.515897552622407,0.35812109307313955,0.482563253031329,0.47599905503833706,0.01370162719337789,1.5987184385374065,-0.7280533140214263,0.8023224531894122,1.2298964553176313,-0.44412947175708867,-0.7347391866829578,1.8537768637680176,-0.7440435519171287,0.475840277819962
SIDM00104,1.1212540718282094,2.2274315565844143,1.4334046264651454,0.3651659409331734,1.2230362734931997,0.8237606685874872,-0.5896882763891469,0.40336291646898537,-0.7950084906903812,2.050274351116509,0.26037289728949,0.6932416372937403,1.5898493520950006,2.491297459566781,0.9614149713836757,1.584927867757834,0.24931567801185542,1.474283831929192,1.0117383112618645,0.826717303794776,-0.299440835572195,0.5850524742816515,0.031796174361875984,-0.7786533044017389,1.4586215524498347,0.1748750561371814,1.4801843049681926,-0.5545190479479906,0.49654547816480676,1.8582092947910815,-0.6340837510752001,-0.750168881174396,1.752794770883105,-0.6970532094829658,0.2738006946419213
SIDM00267,0.9643989579558543,1.4974375538146665,-0.24734662719098682,0.2986094940107986,1.4731666878659373,0.4486556017258493,-0.5832730450745155,-0.6635405543336559,-0.6782113364000534,1.5143367366490934,0.6195692386115819,0.6528021811172419,1.4524585626455673,1.9057723248471066,0.8333900261792716,0.9056088458187536,-0.2596290350274193,2.2498961152057912,0.8692599311075432,0.8916666755861482,-0.37651357847068495,0.6276996307335486,0.5607789775183609,-0.8810012059530109,1.2497080771539713,0.14466011981545698,0.8588277277621359,-0.25813366687026007,0.4143613921331762,1.1055475536014827,-0.5342039871971296,-0.8218110889164038,1.6020184060136549,-0.7454947958281877,0.0008326652836313434
SIDM00100,1.128687892291413,1.7722519414922848,-0.417972369011742,0.141951236739956,1.1722926902673159,0.6010690891106486,-0.6563230386476698,-0.33623922496441994,-0.6405897896881353,1.6248156555412177,0.5525786454357923,0.36160403781592443,1.2137708022793376,2.1142507991464097,1.167175539115973,1.1574815241182537,-0.08630041654381775,2.1747427074816645,1.1213091918945377,0.7506124238574888,-0.02902417790348547,0.8197268942684645,0.6133954287021119,-0.8638345447854541,0.689083149108513,0.023004185044065862,1.4016371282384161,-0.7897780172288713,0.6784995891587783,1.5888317101573568,-0.668295090732397,-0.8311400464345846,1.9077217994068114,-0.8923205088074407,0.11623906026964226
SIDM00826,0.9379951239941344,-0.1444947198177048,1.2405728774502436,0.3955999030963997,1.2456670903103437,0.7207117377917504,-0.5547315634802766,-0.7699602574866345,-0.8264708774582707,1.4182725874649476,0.8121575775878059,1.17884760932614,1.1557703056221065,2.434336397434296,1.0507420206657816,1.2308161986957862,-0.07128479783752412,2.6552781261812832,1.0474840486951271,0.8399581303525756,0.052693635527105,0.880616087596594,0.9103001817768575,-0.8570923259201272,1.316405766342869,0.4618363653678633,1.2783534068168922,-0.3969536095212283,0.3927047306132396,1.350436741031443,-0.22338722746412698,-0.8821022329835289,1.8313947197417912,-0.8208177492020587,0.5014031922277108
SIDM00310,0.7287562092513691,1.6503672523505861,0.9754761826406919,0.24658556393267209,0.6725649150109915,1.3379094213828597,-0.6390766898414713,-0.3737990753071249,-0.6367992730406602,1.5220643188074965,0.6420043994826883,0.22793390197775187,1.3881848506297898,2.301097773902589,1.4937184763940623,1.7964626295867252,-0.09298239055816444,0.5345598644855948,1.049229694775835,0.18472995474391557,-0.04160230874553633,0.6654816323413635,0.39144510100384844,-0.9222936931540109,1.0841075234721673,0.03410281575558277,1.6819584135847139,-0.8474003649909095,0.1876174261939558,1.2416406152831752,-0.4713252097796246,-0.941449431546717,1.289420931475581,-0.7365795049179932,0.11875737191162931
SIDM00482,0.8844510293067326,0.947770257275093,-0.3180573523253267,0.22017572125226026,1.0995504383797994,0.8221911216494848,-0.6361691380936801,0.8545268494087205,-0.7291571254373862,0.3968685323878947,0.9472396253654342,0.37684872404472863,1.050012428201241,2.292712982477828,0.6704403489587067,1.3233494421668057,-0.01072651344259088,2.3276253747930644,0.8472303452762341,0.9548706748959259,-0.23703774151908624,1.0632508391514488,0.37967253427569947,-0.8637641383385648,1.0440839734590432,0.062276199689079687,1.0098886799477567,-0.7643448825749216,0.3161847571005096,1.297905653014975,-0.27940150570178385,-0.7539491113594489,1.6544495249011721,-0.7445637397687892,0.683115075727583
SIDM01247,1.2905354010066155,1.1721422835842923,0.5363994985191524,0.18466606261991542,1.3072376374918626,0.7204456542714458,-0.6182238792769239,-0.6349862591396963,-0.4763386723668642,0.9283258883815083,0.6722747814376704,0.2773346031944065,1.0257399634196007,2.325617351230245,0.7273648116938057,0.9773053324478681,0.0214461999241608,2.779355528052323,1.0809609262862871,0.948528577611558,-0.3789345445748686,0.8626049290472507,0.7215852071879966,-0.8750974918821026,1.0783634308014285,-0.16388435425696327,1.0009370997980684,-0.6623672720410061,-0.024128496920989354,1.7783875615515836,0.008235414358756766,-0.7607989813505034,1.3156322119696193,-0.695974600544029,0.37306810414029373
SIDM00817,0.6804815940912592,1.689405219999742,1.6905770159175695,0.47001358571961105,1.2072074095014285,0.7170670687956892,-0.6695624740086475,-0.4809109293085982,-0.8373492137560511,1.474706176751833,0.6451789619034073,1.0033760196556079,1.5369969773989935,2.4939712964648395,0.8613382741774845,1.6761244417478953,0.13087655684532512,2.285729082107602,1.0820000834569443,0.43153249683148104,-0.042442565747723746,0.3030028722238799,0.2577785665040255,-0.6293970139227694,1.4100854087960075,-0.09353225281993638,1.331556166685698,-0.7027341082133013,0.4779281929638906,1.9891350931010694,-0.5351049960906197,-0.8102727783826511,1.9691168586367267,-0.5964518078950811,-0.03223360699811589
SIDM00448,1.1299114241147532,0.7370966450261801,-0.7886513632712984,0.3660411866887356,1.0943205563168223,0.3759657475598295,-0.6082754723270003,-0.24922091445100975,-0.7245636360599983,0.27712121419784996,1.228431902180535,-0.10770220573851062,1.2006405261982769,2.354658264228142,0.8288018262939739,1.0328111417075418,-0.345758472018517,2.5914354733897507,0.9605127682257555,0.7356330783401726,0.061094109264387894,0.7224349210080786,0.36013410773451593,-0.6950392242207946,1.4056495861354001,0.38005024911166385,1.1025780543822945,-0.7142643470822118,0.45410498081004996,1.6320763455205924,-0.536216163863461,-0.5105772168717276,1.7757570631632218,-0.5525708968319184,0.37974857072382123
SIDM00086,1.0778854762016827,1.5678281725655947,1.633338454979335,0.40727227920490205,1.6996141188251586,0.32276783691795874,-0.6937266108381623,-0.22857866078934247,-0.8931955155582648,1.8997445714035637,0.4421844532019294,0.7340367708462671,1.645194324592927,2.1961151398313956,0.34270079792696784,1.5514930270382261,0.11115508120985503,2.185651736324531,1.3627383445785566,0.629976630107132,-0.0782362834708111,0.6519658026486093,0.13321331245612644,-0.4351455517425111,1.4293238463523292,-0.09144026099328333,1.457482160380057,-0.6754388512694269,0.7492356977222372,1.92905704774626,-0.4191512321813142,-0.7502228088316901,1.301351256314447,-0.6902907395249858,-0.2850536555235804
