,NMNAT1,NT5C2,ENPP3,ENPP1,BST1,NNT,AOX1,CD38,NT5M,NADSYN1,NUDT12,NMRK1,NT5C1A,QPRT,NAMPT,NT5C,NMNAT3,PNP,NMNAT2,NT5E,NADK,NNMT
SIDM01140,-0.18261022955199907,0.7553958495921685,-0.8500100928985311,1.4204320120193878,-0.8362786648686469,0.6251420911404321,-0.5339100723670579,-0.9586465754295982,0.5064078649024981,0.7943252804296104,-0.4671957451924374,0.0872438748481987,-0.8314321338768917,2.1664458225701786,-0.628870072663148,1.7949187980619945,-0.45716843075954267,1.8987673768075495,-0.29856135251199256,-0.0413172270592733,0.12419491200659832,-0.6641580918729129
SIDM00101,-0.3111878214619994,0.5921683823738308,-0.8781936911731887,-0.80740385022386,-0.9208586441761394,1.5157127880632948,1.560977621568648,-0.7082289027401811,0.3651351406931627,0.9598581892468913,-0.7264790803292823,1.352960664413688,-0.8480803099383218,1.6536074335684872,-0.27565272528181517,1.9237747439230461,-0.14750362526480476,0.8901817504552263,1.6073710903631646,1.2339661677810452,-0.23736153688366934,2.862538809800473
SIDM00114,-0.25955688145018657,0.3694210352045406,-0.9444391068808136,-0.7850635780433152,-0.7715739050986499,0.9401895749825245,-0.31592892296749453,-0.898820174120214,-0.5165404805999778,0.5443284073730942,-0.45447261596506117,1.342345786412603,-0.8373546055244716,1.252103508321945,-0.23162511955979168,1.309224891666028,-0.4674712304077608,1.6961297969055584,-0.5042230284187291,1.233759461431705,-0.05333464771067039,2.1878947469089014
SIDM00102,0.14319994887431814,0.5484182795852739,-0.8260959774173847,-0.0748294050339904,-0.6110930644795507,0.9036807440049412,1.7221643916078146,-0.9299428085154171,0.01631524554550997,0.5929033030801143,-0.9727856586402882,1.354479715667964,-0.77929487733499,2.3793969607988408,-0.3695946136467002,1.9351324037748816,0.45448938413684015,1.3199878538974124,0.23945325909862614,1.0296337091304402,-0.1509511995327715,2.8740091684862104
SIDM01122,0.051356930104574726,0.3228866637915721,-0.9482978636353505,-0.6173951186234055,-0.18014034436151952,1.479020540268424,-0.6221431863643481,-0.9934178800958743,-0.06008818465051272,0.18873065198235714,-0.49473228044918083,0.7521401207132109,-0.836654852984947,2.0815355770906567,-0.6380824718300818,1.668470287566709,0.20668995362749826,1.1077710283531386,-0.7647914169140413,0.8575105652919301,0.08342787557171753,-0.8146468383969594
SIDM00261,0.09135953789784275,0.07582956832672479,-0.6578015298040197,0.09440637082239636,-0.905502545653703,1.0480600968026486,-0.770727917932771,-0.9272956425026087,-0.46609827673167425,-0.3707316970799077,-0.002572968884061246,0.018576840358247103,-0.9683801406160482,1.4588531796478283,-0.6674983897756307,1.8099919274270129,-0.088544708945289,1.6184138782215378,-0.5773197111599191,-0.9528749777123731,0.9193785545321217,-0.7753924774121002
SIDM00154,-0.40799054774437915,0.16487102588658156,-0.9218173880315137,-0.8458435885185124,-0.8489723539280416,0.9934575184601406,0.6348410003412538,1.1578440506448469,0.42357853135497414,1.1587799560900147,-0.36949302814342067,0.7802551116541343,-0.8192642708106791,-0.7710399752136358,-0.7429245452998984,1.931182288487194,-0.8078964933415793,1.3795461909834277,-0.7510288953248733,0.6161373627289556,-0.0064359051981301065,2.843519443001032
SIDM00104,0.3078210176660815,0.3295661701743489,-0.8191449569260028,-0.485224115451,-0.15603774894559652,0.4417873517111407,1.6228032688406815,-0.8658996281458948,0.5942474727385345,0.36631616425306196,0.073661442219813,1.6930624771600047,-0.8449130506862563,1.6934641066390332,-0.1520227893976199,1.5215302994111075,-0.07787599606041942,0.41593783826555925,-0.524185620947747,1.828178047962085,0.14254141947130258,3.4063152651736424
SIDM00267,-0.13032315730555535,0.48450450894705965,-0.865039425255107,-0.24760459831743598,-0.9569532721035484,-0.8791197307441393,-0.6377040897607628,-0.7610636583944734,-0.1183253143910204,1.0025637497801734,-0.5842338663093235,0.9827655683319605,-0.811059241390332,-0.37268721074314426,-0.03124634543375952,1.6455810230534513,0.18531173523973943,1.6030954456916622,-0.7062706797168038,-0.5029465443002296,0.33785559438629,-0.3711825635693998
SIDM00100,0.1281864537802693,0.3628649571981311,-0.9605762448508035,-0.607923753006097,-0.9142553927522521,0.08685078947918703,-0.39769283019836715,-0.9906606054367157,-0.6186461608854585,0.3715110177745707,-0.4733583190946101,0.08500454856810687,-0.8317447778346673,0.13381514424875868,-0.42845473242702364,1.2075417166720435,-0.38408827063867823,1.32356048419037,-0.7507028740816787,0.1459283319976048,0.3843881585052618,2.810671755385372
SIDM00826,0.3414872924362476,0.2525803398276956,-0.8243592470664914,-0.7786521479760506,-0.8264599193045525,0.9064895699280071,-0.531100038109308,-0.8723490425588825,-0.48443432983204976,0.6989443564300986,-0.29227790844338053,0.6169375394355142,-0.7724733877660661,1.9005072203740967,-0.5904254040864217,2.1086354761477697,0.34949846383194344,1.8477251174450715,-0.6602175548268749,0.6705079228875438,0.5366056614987886,-0.36447039280789917
SIDM00310,-0.15964099953589153,0.19982563489975225,-0.8886586156908832,-0.7601205447730223,-0.8076265160078163,1.4593032429921504,-0.356158908051104,-0.9016601069858331,-0.2802047540941143,0.47666918857134977,-0.4317681589169403,0.8191443528370707,-0.9370625623730339,2.2934440915184386,-0.2077201390927662,1.763619927423247,-0.5620876482634931,1.4754611547637186,-0.59986124619605,0.7835157347865631,0.06659995811072754,3.138409005358112
SIDM00482,0.08654078512796338,0.24768908561082112,-0.8192590156252879,-0.8203065281837144,-0.9304486101521465,0.9124639432076592,-0.5228957722272899,0.3536710726178001,0.05247550085207067,0.6532081295562825,-0.7068887603236508,0.13078526638254845,-0.7906593431890794,1.665321210580825,0.1290192548761792,1.9054459561979094,-0.5949857748410939,2.0005032843809474,-0.6226010752718558,-0.8389714524667015,1.056319661550848,-0.7202536155620423
SIDM01247,0.7287745879459062,0.8157687989334731,-0.878030493238418,-0.7362872309633959,-0.6885756169393565,1.1583881328426944,-0.4795506873106799,2.669854712750447,-0.03541263325017753,0.3360764106472198,-0.8881171666689065,1.3176908327651504,-0.8354805331453231,0.30602446219419316,-0.3097800951996144,1.3111571673104871,-0.698558090403412,2.307414419512168,-0.7082867600429802,-0.7623535713483234,0.23063875473510692,-0.6623672720410061
SIDM00817,-0.5373858681128448,0.42843357676853494,-0.6959964069240528,-0.28908128094588964,-0.7632472683186308,1.225154597982171,1.8399232756138733,-0.8875727585269525,0.20723869961653196,0.7191619945073874,-0.5797248880708771,0.5959909147522604,-0.9143335129528096,2.525981739146878,-0.042375456599326004,1.844781062763927,0.568033051041928,1.779861195580823,-0.7906790838772817,0.9132495339885595,-0.22402348034372813,3.3115245462184393
SIDM00448,0.23684274409069872,0.21409842414868677,-0.8736093620160291,-0.8457822218649355,-0.8858081656409299,1.2864773386270072,-0.497723483273475,0.5325813990055748,-0.08651742696082247,1.2241353938165833,-0.8350502399390178,0.28003030759903685,-0.7632365267853941,1.3781675871551524,0.052534945952637184,1.8814207253983757,-0.3379481930254679,2.3165828756006075,-0.7228474968875725,-0.7841409446280116,0.21236314141018553,-0.46221929066707856
SIDM00086,0.3576527720100199,0.47616886432323113,-0.7181668876214901,-0.47531667801463157,-0.15859561583655465,0.9330809888011932,1.5525029529075502,-0.797711283138483,-0.13937752673313336,0.5098544547397832,-0.7077505887242448,0.9412474843317193,-0.8771233091911117,2.1713901946292387,-0.3111467953956591,1.083867923829654,-0.7978165920581448,1.4847791271426,-0.7434691384425377,1.3425126989339704,0.013950898908567183,3.0220360880398953
SIDM00466,-0.21221607608472864,0.18378224608945656,-0.8893644264035567,-0.8696818324604023,-0.9411137200116788,1.1500908918749158,-0.5348843677037596,-0.6330784294627542,0.20194595784792632,1.0273858285510495,-0.39050554222936323,1.508834199262529,-0.874136139081275,2.454459292099291,-0.6637801836784702,1.8380925976074178,0.09287975406653255,1.7804788808713612,-0.36161338352498174,1.4369953555546457,0.02157227460445424,-0.6911711564171199
SIDM01132,-0.015601927548787468,0.07468028431774791,-0.8091515278429633,-0.8141952408250055,-0.8548820564658874,0.9953930751733646,-0.5825481049342882,-0.8856725495060036,-0.12424530878580911,0.7373298728713419,-0.6189914795778108,-0.28330418835901927,-0.8446897978029224,1.6447649911124977,-0.5287117219144223,1.469363525567044,-0.5179487299829512,1.1161165473168155,-0.644548366111317,-0.866031573028669,0.13341948983617083,2.331933436517922
SIDM00465,-0.31222003324363373,1.0791196394790366,-0.8340539926749382,-0.8290916003427901,-0.8537935161936573,-0.7926926378744557,-0.5521791497795416,-0.8553030082740898,-0.08508481475868022,1.0906935178264954,-0.4691586344410387,1.0233155041546798,-0.8056866234586292,2.5931667619209793,-0.49205974761007865,0.10471623951857033,-0.256531129451692,3.053349505746401,-0.4378390058667315,-0.17893356362596743,0.1894226663635289,0.22428020912656685
SIDM00565,-0.34459099885623606,0.46824008449402904,-0.9134762762127179,-0.7903908744765977,-0.9447675691884481,1.014293891745122,-0.45851488473257035,-0.7920175968053106,-0.061014832599929,1.0147557101460611,-0.5997973317341563,0.2426598888787232,-0.7924825099392871,1.3368354281712636,-0.6375232177216427,1.7908286110331086,-0.4311649744440391,1.381202241848106,1.2312864574666744,1.1445561737536276,-0.04907487538345057,2.808422630312547
SIDM01092,-0.2348245219013591,0.30307662298167043,-0.8182892309140071,-0.8652462055837372,-0.8149447013678276,1.1051105725135517,-0.61840201452836,2.102160709895834,0.21566995348787704,1.2371164949190432,-0.8317382935039058,0.7803264006138964,-0.6301685729625125,2.17873487882017,-0.3789906996943829,1.9163537891573759,-0.2846853781743987,2.3405033337179315,-0.6389288484749462,-0.8074844917035714,0.40436075159907164,-0.7614017515780616
SIDM00218,-0.845266384224615,0.04267436068005886,-0.8366079047953496,-0.6146889131760642,-0.7880874707711304,0.6729323861334005,0.46270807349718074,-0.831716377967125,0.33386532730938,0.6653167074039557,-0.7063945853827095,0.1370478961188421,-0.8028582126367765,0.605408260749871,-0.46389457338979867,1.7852037200631055,-0.3339502090943667,1.4237726787189748,0.2595441970761173,-0.5185535858464358,-0.3537112014188778,2.7135775901096713
SIDM00044,-0.09797000394746716,0.3867305124023569,-0.9130337541090232,-0.6390961698245436,-0.7445919538530252,0.8686106642054794,2.2317760621636604,-0.7283158380074473,-0.13671104997898068,0.939216726110578,-0.4823524880592769,0.9472053559181186,-0.6245314538245498,2.5045087474702994,-0.6712670874619462,2.905976417457828,-0.17466595376138996,1.451554768196378,0.2427101834516751,0.23788047227205708,0.19533354599235583,2.4855084719187546
SIDM00362,-0.34554836964330404,0.7407225782919471,-0.8205011876581616,-0.8157345530471919,-0.8679385256673726,1.268344334835321,-0.4374521121340614,1.7843254352467026,-0.09995769449444528,0.8258350792855197,-0.9171714682264601,0.4400826787764683,-0.6709099591262598,0.21482686812487548,-0.5398413769341585,1.8947672356744978,-0.6124779663563055,2.2918091759694668,-0.7260664579282556,-0.7383199783502405,0.6054973445880802,-0.5871963132033562
SIDM00813,0.07624745902183327,0.1204171702295422,-0.8992402110152145,-0.7952216491480487,-0.9140479913329298,1.1092811123102544,-0.4412312739021773,0.7750850347683226,-0.031559996577060385,1.2483491712735852,-0.7652749650352699,1.247465973344812,-0.7280145820374664,1.0935997640558888,-0.20684591933796828,1.7707301721247597,-0.6241114150923756,1.6936599238821843,-0.6781648660505554,-0.3050045159259397,0.696473493764177,-0.8108248735467295
SIDM00364,-0.13866575866182845,0.36942438707758707,-0.8582285196275298,-0.711562171149927,-0.5623657948689195,1.3406214388049353,-0.4645850883870461,0.42696836323040915,0.329295294837062,0.7769471438928419,-0.7776608573962882,-0.41450834811246123,-0.6507124612932196,0.15032921391815804,-0.6631987708389393,1.6032499426162652,-0.2674049750771445,1.9367128385295702,-0.6892551579100653,-0.16739492332353667,0.1809179752478016,-0.571346345838957
SIDM00792,0.2869519262263733,-0.11272226285915868,-0.9074917413401423,-0.6592716125794902,-0.8068492140285691,1.9886092267706552,-0.5842386224795626,-0.7403692454492917,0.7853400695552372,0.5094230858394753,-0.7197165959068189,0.49538039857363797,-0.823579527150889,2.001304118924608,-0.47861416083597036,1.773582603967462,0.4844488444450076,2.4636405593274167,0.058399836114484405,-0.743719259352407,0.49359343487386953,-0.7226514324015085
SIDM00241,0.22392510518028158,-0.18671394471516337,-0.7553803927481726,0.7282105970237246,-0.9307689738297483,-0.8225963888332549,-0.6237571567412807,-0.7958646824954517,0.02976353773466388,0.593651223604945,-0.3758846311078551,1.2685123168844457,-0.8607453963034796,2.0931506711937318,-0.5622270364154316,1.6237274676736397,-0.6545050310984921,1.918405865686058,-0.7267544551240546,-0.9120685265518689,0.31730927261978453,-0.7615633088353977
SIDM00091,-0.18159142175296672,0.7747979136667509,-0.874520284770574,-0.5954165270228412,-0.9419797878501067,1.1219689141238685,-0.4688466568547981,-0.9551273798800478,-0.154637008128326,0.7087378074275777,-0.18978147353616345,0.319128277830345,-0.8386777479334329,2.0788167884802213,-0.4664684060819223,1.7065943524351879,0.10568628698692414,1.555238175221614,0.8766910940910767,1.6415196691868914,0.04632422570473526,3.0180115200063957
SIDM00427,-0.34402661443881183,0.05034970991169237,-0.7662739289118389,-0.09648349358710111,-0.8692954527107827,1.339298887321435,-0.5384543237494589,-0.8219211107357849,0.6287344953873071,0.43098048656868687,-0.33091847808258407,0.8565348205820369,-0.8275072339761461,1.5671918423169886,-0.10143942920828414,1.9195861324452994,-0.6137018371701826,1.6074948742467234,-0.4299794938867102,-0.7831357291048047,0.18454933877859292,-0.2862248852976038
SIDM00758,-0.24828265211882772,1.1189423361845996,-0.8531745438342369,-0.29785262999120327,-0.667563458395552,0.8627330801193803,-0.5598232546333529,-0.8072743011185406,-0.09013627933144715,1.134779799533333,-0.10346848079028112,1.3907195515174835,-0.8970171170173364,1.9121005732577854,0.5134866155140676,2.3674836653437845,-0.46959515980105104,1.7390095630773812,0.3949950764017721,0.7567440888460495,0.16463065359659837,1.9089196942161242
SIDM00612,-0.13546037897569863,-0.1288086198786969,-0.9053969966941918,-0.25151949112716937,0.42484083848795334,0.7658577120019041,-0.34350707758081195,-0.7975014811259866,-0.28573403598203045,0.3268203744937939,-0.739425831405169,0.8199409385645184,-0.843856796737544,0.5071015237211306,-0.5162896416727554,1.5028213821902225,-0.5157196392888962,1.126400245203495,-0.31365247549469233,1.4031407347252298,0.15397503824731132,2.3536380864425226
SIDM00553,-0.16955012591435625,0.5572209795129569,-0.8888331234206979,-0.8253925449393883,1.9891713278618004,1.521161751295566,-0.5706248354763528,-0.2792311114535118,-0.19093704051988378,1.3724129019560036,-0.6599780983231021,0.08975260271753754,-0.7950754430684647,1.2600009240596997,-0.5798223246457002,1.6185024355252897,-0.3268703535858989,2.111716785443471,-0.6851150993708373,-0.8598154758624468,0.353075319333481,-0.8287706864117065
SIDM00343,-0.3911828892128069,0.2101993688198581,-0.8770864080165766,-0.6774843329601584,0.9310520190695318,1.3356288399707088,0.16883098521363932,-0.8297816736608593,-0.6847984180222632,0.5176899672057845,-0.6300800506257688,0.37755503285692676,-0.9029948758999651,0.182201587599149,-0.477893917610405,0.9239760264349073,-0.5645620881029092,1.1921768828905435,-0.4224196130086845,1.5602143924743557,0.09766767656971642,2.9369675734365943
SIDM00543,-0.18377185769250012,0.10810539669427434,-0.8470270746417067,-0.4212881304928852,-0.9053020946985908,1.7393557450583386,-0.566099262618646,-0.841816974423876,0.5290259041463169,0.9845799078142361,-0.2163080897583681,1.0609869579896716,-0.901756831538061,1.754894480878083,-0.39693393526120363,1.6467881623141072,-0.6018370711071042,1.4406440039774497,-0.6975009678459174,-0.9015924308265403,0.08611742193248002,1.353309525885287
SIDM00537,0.3113954610448286,0.2290814586248709,-0.8412719478035707,-0.4167065932095424,0.9188670066113225,0.8825665762090108,-0.628787172495774,-0.7510614662916981,0.6607257792609473,0.9570644886850019,-0.19958931000232008,1.3958037633373652,-0.8728934812113797,2.290431396956447,-0.7407461711881259,1.4772193719019744,0.5453814097626518,1.9126822617769172,-0.7500286473919984,-0.5323253645485978,0.25307118929550404,-0.571042196920798
SIDM00332,-0.29064884515465783,-0.1485916281145441,-0.7244727122725912,-0.011879311977234333,-0.8954520975871073,1.7654796156334285,-0.6812524962216191,-0.7463249861612185,0.34621486587623845,0.5016297717919033,0.16621327038360179,1.1723724538238418,-0.893660911196341,2.1365552897745714,-0.307809032368565,1.5360552600619222,0.7298315188740938,1.2391034114987272,-0.6932253252124078,-0.7300266728778904,0.2979232139694822,-0.586901118735837
SIDM00299,-0.33454244782253495,0.5081118747614718,-0.8450832357302054,-0.5859109187796901,1.3740333431121792,1.3972976841542373,1.7190344119543979,-0.4375620943095223,-0.011278587664726204,0.9057997230601834,-0.6845454028015645,0.8951133118894639,-0.9052217779865618,2.2439206487150867,-0.44374674853663704,1.8206872856139804,-0.6718151583474055,1.6901036084964096,0.04922934294944278,1.4471162704773306,-0.1450008080346569,2.5487404263769493
SIDM00308,-0.6148631585970586,0.27484919867569096,0.3939328590059552,-0.8688191582105055,-0.28669975568834244,1.4545080467655855,-0.5651767404289704,0.9431505140419726,0.8023304769582168,1.3901265485242031,-0.4430680370416385,0.0664365302683338,-0.9197361835973483,0.5898886128129851,-0.7541088046524419,2.066321563764817,1.6319204611582352,2.176481973707493,-0.7531824915536937,-0.5853015802597931,0.3203698514169532,-0.598328017295212
