,CASP9,CASP8,SFN,TSC2,IGF1,CDK1,GADD45B,RCHY1,ZMAT3,IGFBP3,RRM2B,TP73,SERPINB5,PPM1D,BID,MDM4,BAX,MDM2,TP53AIP1,CASP3,TP53I3,PMAIP1,PERP,GADD45G,EI24,SESN2,ATM,ATR,SESN3,CHEK2,APAF1,CDKN2A,RRM2,BBC3,GADD45A,TNFRSF10B,DDB2,GTSE1,SIAH1,CCND1,CD82,PTEN,CDK2,CHEK1,SESN1,CDK4,SERPINE1,TP53,CCNE2,FAS,CDK6,STEAP3,CCND2,SHISA5,CCNB1,CCNG1,CCNE1,CCNB3,THBS1,CCNG2,CCND3
SIDM00098,0.11527483320994761,0.17507679356767034,-0.30786534492409595,-0.33332131015839955,-0.8384382074766696,1.4683677999181066,1.8416360716505882,0.4531739416853535,-0.1291056980361275,0.5930816111114283,-0.7465391699487569,-0.8186648590416009,-0.7174806513212929,0.233444718798066,1.8971055939388226,-0.1359177641900416,1.094608116771338,-0.4490339789181068,-0.8320973618944457,1.2873102301243946,1.0970689185409326,0.7069602836659836,1.6708114972856194,-0.15148733698061143,1.7702750397850824,0.536720984627033,0.09132593730829723,0.7603780443610683,-0.9242688778280108,-0.8872557589069358,-0.5366156139951306,-0.7611210294012334,2.5069800492319936,-0.25503641118596654,2.878949821598391,0.12409265052171005,0.2502067721064587,0.8843195536291865,0.7024234807468744,1.6140950636714726,1.321394358509803,1.092945900200549,0.7801980582225313,0.9134152016988509,-0.23566237640249701,2.3533346535005797,2.0355462638029453,-0.2857234055097085,0.7873075376578749,-0.41672124723452836,2.2852606993161864,-0.39074923284533425,-0.8823520777533809,-0.6261685343873873,2.61568549625362,1.7857080159530931,0.19519803291498572,-0.9611525638616114,0.6951805928767764,-0.5444149313372647,-0.27260652641068756
SIDM00225,0.1189453234354661,-0.1939611193293539,-0.824378899043042,-0.38364585346632885,-0.7828208073120027,1.980308896160259,0.40066833801603996,0.5882740679793036,-0.09418014406353857,2.413775600620801,-0.6844407196838055,-0.8376550164683525,-0.7609348282773145,0.19260497345167607,-0.13276692052545014,0.05952617397518998,1.2760003677787382,-0.5332282524417341,-0.8817343232517814,0.908925008297445,0.3916430054156663,1.5088171555957668,0.9946286924672212,-0.8771364620779653,1.8768713980523957,0.7268038129673781,0.7560292474704249,0.6015596159628037,-0.303634337539301,-0.5356121430766649,-0.4507614171221136,1.8201551078412437,2.313639671955786,-0.3882736544117215,2.002572725697475,0.264235574615424,0.5306144576297424,1.2872689070524193,0.6559304218468807,2.0388315196239675,0.1366589506051684,0.9874554920950515,0.8541185191051336,1.3991864577817126,-0.2166313522387822,1.9720925673450305,-0.24337185418506202,-0.6204080570580509,0.8726871087253505,-0.26146370820201226,2.075727382712955,-0.7459353040529829,-0.8907826486912566,-0.5490328282823579,2.4232353439258763,1.9362381294740902,0.6816380739064543,-0.8289332494274384,1.6807904946918355,-0.27412146095609635,-0.5226446394950763
SIDM00846,1.4427858245132252,0.016353409982355422,1.4144799728642548,-0.2782978854785831,-0.635799432944386,1.574676662842355,0.4042682276210416,0.5770810820442055,-0.10496405266783784,0.6735560004036468,-0.7304397973678606,-0.8311579999136616,1.3240300159651228,0.5444813229638914,1.1921988592594,0.050462950819608984,0.8123727993565176,-0.370563754381177,-0.9195366850082525,0.2655017971908828,0.6904585863488206,1.6511953669371038,1.724337625364063,-0.8869277081827585,1.4571602488354427,1.0172281156636047,0.039553396264267945,0.30880494159826927,0.3041062133868096,-0.4028266896630839,-0.6590140612081606,2.166953370595301,2.2770604602705706,-0.20151468852877127,1.5974849766534376,0.25043224766109323,1.459986066233843,1.0795920865973665,0.5890311075838436,0.07087854832076719,0.2906121779416014,1.4503902241069933,1.1877617199859651,0.9112880000716187,0.20896393489385265,2.0039845495432793,-0.31910349175133434,-0.5811015847484154,0.8952110825948857,0.8286243553035648,0.9516021797407215,-0.39969632050660614,-0.8932914389169102,-0.2127976989627347,2.3456527578617217,1.5724866328780263,0.6468927384033181,-0.7059055621529811,0.34864633151032565,-0.7645054745213166,-0.04073137976275688
SIDM00291,0.8389360576012556,-0.08587989722155805,-0.6583228074903419,-0.18215604129085816,-0.7619893543743832,0.9056579320036635,-0.4698740334602675,1.1470014031537452,0.8758165523620476,-0.6991687192823614,-0.10154099534677481,-0.823694142004531,-0.754124432627735,0.3989260643255914,1.2352709185763244,0.09670819838000541,1.181007216510523,0.4435949493862394,-0.9002312852946012,0.36282586866935107,0.2457151254301383,1.4266396247373234,1.4395136092653198,-0.8758772793099389,1.5841982304400444,1.982125848259008,0.29139135806526684,0.371762682398277,-0.7817370951299801,-0.7883894134149759,-0.6257922536478191,0.9420004143666958,1.721853551699065,0.6295864309314853,2.1225690654228804,-0.6564866314713512,1.3176961245235441,0.8034823905261618,1.0453488240308408,1.394041590551702,1.1848676493217345,0.9710513457407052,2.5674930935471134,0.43468947310353667,0.8137899475875722,2.6016268107613807,-0.6374521583959145,-0.5084398361676555,-0.48107591691124707,-0.4967366967231866,1.1710865981991583,-0.3100590346414879,-0.8760926290364237,-0.26362294442228024,1.8215192931021367,1.6104532037977835,0.6544019282227282,-0.7716489911975603,-0.7667439757749097,-0.529098221818205,-0.6540577418621187
SIDM00520,0.2067682953296997,0.030203094053509145,-0.0760872151710124,-0.43688397644021937,-0.8821517776709179,1.3516471158463557,1.0152131438560126,0.3423154180345888,-0.13913045992537837,3.2539894303271213,-0.4849985379845682,-0.891930573232272,-0.8396425493660448,0.7305884900244303,1.3514346079195794,-0.1602775331069363,1.3099130610050176,0.1876885445511217,-0.8154556611128135,1.050600502153707,1.074733130859101,0.40159323110983874,1.0467884371567706,-0.5920729300714395,1.8945460306843744,1.0923471753311524,0.5749399455852997,0.7445949787356277,-0.9169004765145712,-0.8215869205066711,-0.5697177024629559,-0.6084975171405642,1.9510333762836063,-0.0004253736269778663,3.2858718573824346,0.19421371756295544,1.162338153351891,0.09038614848545096,0.6044519182947551,1.9365871753526132,1.8643444089039174,1.587092145931502,0.6248621648849283,0.8267517658363455,0.07189515267928019,2.288477714351277,2.1403071921420715,-0.5243050792613837,-0.017635491448990945,1.1313298678572885,2.087452818987893,0.013427898471034708,-0.3590220761518974,-0.3423155812757315,1.4016921987239854,1.4358181733995699,0.39089347252377693,-0.8591060868755295,1.859599389739109,-0.8051688362578446,-0.6129689002421833
SIDM00003,0.07877017515724916,-0.1317212141072979,-0.468769877091144,-0.484557984192951,-0.8416571603575369,1.8242512267062205,-0.10408435940819373,0.914051659196727,-0.16180629992885903,-0.24359285709301517,-0.7177857556987812,-0.8116622343386897,-0.7942287317485925,0.15390761542899167,1.683800057345054,-0.2890336452020704,1.0517862584341275,-0.4439475464793733,-0.9078008575967211,1.0046169138033936,1.0466331115768246,1.5987656274223891,1.2148240302638191,-0.9278222700360882,1.827353997656356,0.26346980747643495,0.8020142238950149,0.8285497105900769,0.8093344686812095,-0.6665630826718764,-0.5475640192626006,1.0103184147073712,2.654983613710588,-0.5106374123070322,1.5656608632371676,0.011731685758409277,0.9931419486323142,1.343692139948754,0.5147512205201148,1.164899253512414,0.795608299890568,1.0961925606488712,1.1525269373811926,1.3856924967239315,-0.3980483318687068,2.3227833709466115,-0.7604969896964461,-0.5195021342956749,0.901189385983423,-0.568190955113868,1.4586144433365313,-0.5850402707956802,-0.9040511434446542,-0.4615877627523372,2.52902546792169,1.75581116059795,0.9907523892779484,-0.7826193550332758,-0.046598480563101195,-0.7448479897577353,-0.10290324264302216
SIDM00136,0.08217097587573322,0.04474829783818179,1.283353571482439,-0.3124650773508734,-0.8136384367829445,1.2914873069787562,0.11074097918930148,0.5808393357292008,-0.5021812489736391,-0.9052844688815828,-0.7555009953107076,-0.8792023182949894,-0.07837984892277976,0.03833630806744175,1.5072366173222387,0.20747476882375743,1.2683538820321245,-0.45279983097752174,-0.8640801987305807,0.3413503057878657,0.8987056447063504,0.6947636231501287,1.8671741880668653,-0.5923131034917776,1.9767200794108017,1.4776990683644131,0.07118651525033219,0.5813151990034747,-0.9886227578779949,-0.6244066226169731,-0.6091336816859915,1.2728588985259195,1.926667562444113,0.5868820083930777,2.012650437170071,-0.136382630346531,0.26911529343565016,0.2355464597654796,1.0037126013879036,0.6948512868562963,2.254600002436442,1.6771536686554938,0.2610524150448923,0.8124109134948342,0.703131421648103,1.9601746556829303,-0.5650393235808336,-0.6243602593595802,-0.2665115975674885,-0.6306704961687484,1.2582526761832278,-0.7407542903005465,-0.8974709132932632,-0.4643113433148419,1.735958346593206,1.922383408563882,0.3521241275211512,-1.0328092514981047,-0.608902311500724,-0.30379465678628964,-0.43083906009732176
SIDM01155,0.1357913844993496,-0.16137146911116942,-0.7265906112831305,-0.3309403835053109,-0.7923949773567066,1.6048215635966645,1.0660320016664804,0.3500936621704705,-0.3284961182606851,2.0347059651923987,-0.6320816636452012,-0.8809693592832027,-0.81090299212716,0.026047634529210956,1.7904204985804215,-0.2588066791313933,0.9717193983744865,-0.5651902850415044,-0.8963310239137433,0.9298297883286092,1.4915839989007937,-0.950506579357048,1.0494009777796391,-0.9001316207690618,1.6979264270244214,0.5352030770223363,0.09424960452322839,0.641712564597666,-0.9155243757138563,-0.5915724235152482,-0.5464375302538664,-0.58936616151768,2.516428768470211,-0.6090323220877976,2.296763772077635,0.33116985101452845,0.447562602426467,0.5990734577192112,0.6477634353764775,1.4068359428336112,1.6873120620840445,-0.8094843826810196,0.7431983723906936,0.9411337851202454,-0.4482186605859976,2.04681421946008,1.5669088592733276,-0.5711970869300372,0.6709871996949672,-1.0232244197292757,1.4286096671792716,0.41642438810315113,-0.8577934904857496,-0.4463332165757761,2.5447518554354964,1.3268934546898898,0.504551142284902,-0.6110556469496055,1.6367616254209094,-0.6657134233669658,-0.060438094832161955
SIDM00224,-0.21934465047413165,0.23961781560736717,-0.35662908080461436,-0.18726227735561132,-0.8278635106429837,1.5059184962999355,2.169205624550681,0.9386166243205757,0.6081768462042104,0.9274888482327429,-0.556310519596585,-0.8730353671163312,-0.8240940096789634,0.5559803624257567,1.4622669511322652,0.3355172871911793,1.497335062973667,-0.40720094169179755,-0.8032587901032722,1.0696174968640026,1.4099866999070054,0.4468713668056869,2.0175773282457237,-0.35908770991798544,1.916933380202362,0.5533121509782353,0.3896805535508084,0.9060508102742174,-0.8545145866424935,-0.8788959730860256,-0.5948585566872522,-0.7312152107855576,1.7008217035574906,-0.24114834688173192,2.5265757857830575,-0.07750699042496358,1.12447855881391,0.7949754856611339,0.7402998272612196,0.8803768223143186,2.0262973410434335,1.2630033492806663,0.10166138886526599,0.898538444815499,0.15732918834003007,2.0821114405291428,0.44136487822070697,-0.4210300737781478,0.7845272097440651,-0.15024640294877334,1.9990047717880493,0.36164190864272383,-0.8054164704596416,-0.41792279730809073,2.213198466716559,2.018989872712867,0.5248912775197786,-0.871830840068509,-0.7103595474041756,-0.4344457158892405,-0.5175065268891205
SIDM00783,0.27689665266586927,-0.1233501377389544,1.7947536328607019,-0.4478260952654432,-0.8328836021539132,1.4545044360712365,0.7405912582501857,1.0022190630856362,0.004547922758607001,-0.5727013366567378,-0.2281014166148352,-0.7972733094863809,0.44070829997623806,0.7878827712727201,1.4754817344937912,0.4575796454515363,0.9429836011195218,-0.23362873697182654,-0.9095528672884442,0.30862998387573115,0.975120096465627,2.3799135525265465,1.6323125211740406,-0.9928518486479193,1.8978343166626273,1.6062922357981113,0.21245582481553774,0.9076275576321282,-0.8373307360569168,-0.5637490487014467,-0.6749048552819809,1.0024670634092965,2.298738953867356,0.7368188552954522,2.981880453868981,0.966364257415938,1.1129710982927097,0.0965131041981101,0.9002385676070929,1.5157258169243817,0.34216492166301676,1.4451698049236457,0.6150915161140668,0.9397743486565622,0.5453034846465866,2.080535091795395,0.4790760617384,-0.5852476593539157,0.3152947052260527,0.6180038462216729,0.5770385322096355,-0.2661822063171607,-0.8342613373998817,-0.379401861148725,1.6914619516419003,1.8729444999966316,0.8029825198244404,-0.5702822786003565,-0.6882537307473652,-0.5473766065700035,-0.7420200172830277
SIDM00490,-0.021197048392591938,-0.14767523063603857,-0.49637516838025764,-0.2054955346936769,-0.8480654696769989,-0.1308020213405699,0.27577109565956187,0.4078292379711819,0.06037053329057459,2.441569157638362,-0.591570130857025,-0.8877340162583177,-0.8260270004366889,0.5281213005635318,1.4937547883566844,0.13657845842996544,0.6882079657377024,-0.5866563587138597,-0.8870259511739563,0.9081596734291318,0.7478786625117605,1.8095672587319631,1.1803888499299502,-0.633005074700725,1.5632877215640835,1.7770312015104364,0.3012561147969474,0.8497132192143532,-0.569648619611581,-0.7355865653747721,-0.6249731533600523,-0.40088116597914825,-0.17456086818017008,-0.04259136137209948,2.4769174880002294,0.5486258165842853,0.6661941063249455,-0.43322935870433393,1.3447104727806252,0.5028296861001972,0.7266646848645187,1.3085344985298997,-0.15404745557145422,-0.28286663829164205,0.01727926650636226,1.8124026863086533,0.06734469129960612,-0.24583013670927326,-0.5092225044208133,0.0075980564201246275,1.3337627532954728,1.2255391095159416,0.8505295427048334,-0.32895908426420983,0.28347016540933473,0.7053782191333529,-0.1620521721805186,-0.8869150986207306,1.399784064402782,-0.5743787717240543,-0.7949241269525772
SIDM01090,0.1718619910756335,0.004407363993102998,0.8362526231943874,-0.24845460907710754,-0.7388359627589123,1.0430249041416644,0.7606248006431063,1.070829118352883,-0.5325003512027027,-0.8126382621430949,0.035652513661859515,-0.7429588161791423,-0.7897992993932508,0.39593007809483605,1.8433537792205765,0.07567844758203437,1.6124328755564132,0.09779529211237258,-0.8966635347888153,0.6882886193443992,0.8873629063502673,1.2389406501374105,1.258640441530525,-0.9298419198411922,1.512277212958835,2.019286862853006,0.1662648610144924,0.6379502816877568,-0.9646642884554282,-0.6643001673246709,-0.6009776535395702,-0.5639739079886108,1.9629503768436372,0.7603223291329579,2.460980242351444,0.6987908212905429,0.8754595830049464,0.30274944678681265,0.88592781945386,1.058733995214343,-0.0718921451387987,0.8965468274363507,0.7798519680960206,0.8584255275841998,0.28683869817607366,2.4431497255146004,2.402976760312526,-0.7335655248116916,0.6864214475865833,0.9059549594248768,0.6466116858051643,-0.024887615997173432,0.9211261167361383,-0.36849720309284795,1.5927890798143676,1.7468928129300298,1.4411074100119343,-0.8731133296819467,-0.7910781853720148,-0.4729326461375713,-0.47933473559201384
SIDM00394,1.8270967073162723,-0.4189966704787467,1.6774731285263795,-0.6024780091752027,-0.7885294780706958,1.99389043027644,1.326617286099224,0.6877153802271695,0.01994178577773529,1.1501011366521938,-0.5139830647667825,-0.777394156901567,1.3802694514507958,0.39052616434087095,1.4760916569834672,0.10966315817229588,1.2097167954875114,-0.3896049459743619,-0.7990901943101346,0.9062622259008989,-0.06256063075623222,1.66594939838835,1.6572239535783997,-0.8967112429651732,1.4667910981097552,1.550554121630692,0.8099918455651964,0.6630288048800421,-1.0033896954532187,-0.3051552009601909,-0.6462033415669091,1.5610472143016394,2.3531679625295303,0.23410636188607375,1.7334224703567218,0.8469025520384404,1.2616221286262048,0.5177284151607691,0.4195068651149717,-0.47237204346891226,0.7667042958141983,1.3143115620934853,1.1228666624225652,1.4989335496081808,-0.21296119496704655,1.7815196362079202,0.05099491901004634,-0.7059087438497308,0.8664207283118749,0.9967983632731847,1.1969450243430317,-0.6150660527945908,-0.8799539395580598,-0.4996957363682265,2.116951035618535,1.3300575256138196,1.2214179255561939,-0.8107978583360608,2.007255946910981,-0.7782250837863656,-0.7323683419492535
