,MAOB,MAOA,HPD,AOX1,AOC2,TYR,HGD,METTL6,ALDH3A1,COMT,AOC3,IL4I1,GSTZ1,DDC,ADH7,DBH,ADH6,METTL2B,ADH1B,ALDH1A3,ADH1C,ALDH3B1,ADH4,ALDH3B2,ADH5,HEMK1,ADH1A,GOT2,LCMT2,GOT1,TYRP1,TAT,MIF,PNMT,DCT,LCMT1,TPO,TH,FAH
SIDM00846,-0.6150841357923788,-0.152941732656193,0.113478149706897,1.1840534855017524,-0.8568162169361713,-0.7861919074615491,-0.8458301127071277,0.7886395301089942,1.790838808285932,1.2331580697133027,-0.727276756385405,-0.6169641859982609,0.35548733301482704,-0.8073218667935735,-0.8526937192433356,-0.8244320722830232,-0.8233247505257757,0.9675756436975838,-0.8973039637114933,-0.42722660984685695,-0.8285259793459737,1.2956893475116567,-0.8758420504945524,-0.8215123685011081,1.600553950724637,-0.14705250624288616,-0.9274232468542732,1.7371093572686203,1.1737540902588361,1.5992330007333577,-0.8701868813951196,-0.8981657843136345,3.523525025607016,-0.40336477574778307,-0.9164137022786729,1.4054248055972518,-0.8506346839790295,-0.7073050510558203,0.35269656486320883
SIDM00291,-0.9518222892270383,-0.4662230772020471,-0.7872375678853194,-0.6766486783957085,-0.5665678998269503,3.1166038802512865,-0.9488977100771743,1.1432918719781253,-0.7121876062243206,1.527483889079726,-0.7325926254494937,-0.8129742702693622,0.9320110111994565,-0.8517258890557133,-0.8090720685429621,-0.8441708141187699,-0.7936916773582978,0.9679790046788282,-0.8504721284391673,1.5524334368719932,-0.7858280762629323,-0.4860698271123353,-0.7791651825036463,-0.8030274597924373,1.6631145393485447,0.0731706672195419,-0.8863089572583435,2.0123958869717606,0.6733776313657687,2.1631443016953993,2.0815225156073858,-0.9310238779528078,3.7293180298627884,-0.4114706494780972,3.2749874681766187,1.6057089985594117,-0.7444109654668667,-0.7699080822767188,1.0384861109593226
SIDM00520,-0.8921040789053951,-0.2718674544791947,-0.9258630467609259,1.5806295104704982,-0.7495554425653194,-0.7721301483368296,-0.9072871101480089,0.5703294584398381,-0.45621619118048756,0.852912762959413,-0.6739286819027142,-0.5319170715189134,-0.08383829035285686,-0.8457755815960827,-0.7414169092934858,-0.8967691571195036,-0.7748928816419254,0.49662953180179203,-0.8701651998873785,0.3151352164893899,-0.9082086014220597,0.5791124536929227,-0.9039015281636575,-0.8568880928712052,1.932502092689338,-0.08653010802709095,-0.9399309967522858,1.4786771900573876,0.5148333125490362,1.4517554239753616,-0.8115318696164208,-0.9129479367876867,3.0111442418540317,-0.47449284285147525,-0.830320799554197,1.466405627295969,-0.8536502038946486,-0.6546015633373984,0.7790174236808567
SIDM00003,-0.9181756939056945,0.06790909340341394,-0.7972287872338568,-0.4879520491994256,-0.6358609584303772,2.6869623639976834,-0.9077074569836547,0.6322001970805986,-0.6047392845411431,1.4238543945720232,-0.7782556816577889,-0.7736523846554046,0.7309954947336853,-0.8132682221694851,-0.8156803816715151,-0.7555959832323474,-0.7862133186122263,0.7972255838864459,-0.8174491535954759,1.288039822649684,-0.8331016759067459,-0.3505980184446444,-0.9357848896307153,-0.8248975388699362,1.8721373823114944,0.02526259485455058,-0.8488917106585642,1.7771972877728646,0.80127762773282,1.422833155283033,2.2502301960004725,-0.9514293597574026,3.5718709549727348,-0.48987258039835463,2.9173986336728004,1.457404560430156,-0.836556829324355,-0.7600594736074799,1.304925858692671
SIDM00136,-0.39770566847029915,1.0845380599441785,-0.9190363244803379,-0.5443969024336781,-0.6735563407342663,-0.865063526674776,1.4029017059306779,0.11628314522983382,-0.6625343577942999,2.033626517978367,-0.7010872518487627,-0.7092187649028102,0.4132973192620916,0.02491948461695209,-0.8803439726760685,-0.7054494219776954,-0.47130933878513664,0.6309120437499932,-0.917970048762364,-0.7747526530607057,-0.44577887493395907,0.9029850694860607,-0.9939270014932268,-0.7515268736901303,1.7131850917928326,-0.29359789061952873,-0.8713513824069611,1.4277825373572275,0.6091365084296062,1.5326804569551324,-0.9552855966036857,-0.8789792545395086,3.4890706751545433,-0.3836350927000341,-0.8917827994291353,1.4036849860650362,-0.3999951972248594,-0.6928211595682097,0.2534607466275012
SIDM01155,-0.7573349550568075,-0.09415870218885693,-0.9456607236191708,0.9581032643262201,-0.759539670996558,-0.8341277405809954,-0.9013224497479209,0.5590855880536685,-0.679268883209698,1.577041944285756,-0.8330460737671745,-0.5216575666786075,0.28473712234050863,-0.7430769001076742,-0.830735011407383,-0.7546122147870132,-0.8090695258237567,0.8450960028124992,-0.8768622419283485,-0.7994587597226256,-0.8993867672234077,0.10557062379158404,-0.9948746501008611,-0.8863279440683011,2.0192121063800905,-0.21802949933131682,-0.8943660699174341,1.6275520125994398,0.08137549525674491,1.4371055573518488,-0.7752842390635808,-0.8884504198318139,3.543833517863789,-0.5319879376452896,-0.9450949025152292,1.4477962938191409,-0.759695522762883,-0.7506550604734925,0.33447894328956324
SIDM00224,-0.9062600352460665,-0.6018239965456791,-0.9322123733189482,-0.26783491640823026,-0.6065120901223306,-0.8925287216487264,-0.8430853644329555,0.8010955233325158,-0.6962845242220864,1.0412419491802054,-0.7166915821194446,-0.800608305265882,0.6798943972791097,-0.7917901894911028,-0.8217348791090453,-0.8347986846925296,-0.7807138199767425,0.6277718399260709,-0.8316201671275583,2.661345653494394,-0.8796254943585886,1.0024043901959276,-1.0616610303320388,-0.8859351481915635,2.0527364567631783,-0.4312266713816422,-0.8667764464016822,1.577437229519173,0.20822804681850896,1.3036744272430076,-0.6996389419094156,-0.9489844498181473,3.5960916600610786,-0.37339132502425393,-0.8337440068711967,1.4721673008973002,-0.8096973218546205,-0.7106240287533493,0.13463376061154161
SIDM00783,0.5411556044282961,0.03686545719017337,-1.0010797347509843,-0.5959943358527707,-0.5061579188211525,-0.9442036638885033,-0.7996664556523286,0.5752514800193921,-0.6570605254357321,1.3682556092130553,-0.6343635140299478,-0.7732678759209539,0.8373938459440837,-0.9329599402035421,-0.9083903457092332,-0.8127977092454132,-0.7729401695689502,0.8461754212149695,-0.862960284676242,0.1966593446315858,-0.8349673193260108,-0.13741848412864593,-0.8898197500959422,-0.7982258770514004,1.6539193299964554,-0.18282098311495748,-0.912448376443621,1.5137646323020995,0.09159643970793718,2.693393088254453,-0.8097931152362846,-0.8881004069559095,3.4965701191358685,-0.41991175638273714,-0.8698160196244873,1.4016456587466763,-0.7851691381077591,-0.7952611712457243,-0.054790017768826124
SIDM00490,-0.45476920488045003,-0.561750088831354,-0.8794333859496634,-0.7039802589548338,-0.7911046031371257,-0.7472592138930457,-0.8394636693258974,0.458356041745838,2.2993041803860192,1.7805540979272219,-0.7380258611563876,-0.7839045968736625,0.7802403886712028,-0.8225805921807915,-0.9041479616218081,-0.9140638811473201,-0.7616799171281573,0.7003273856309726,-0.8599102772323773,-0.45737349130910054,-0.8944542099746863,0.32537104661235505,-0.9640950606411202,-0.8278314462710139,1.4207241295141932,-0.14036190487194775,-0.8251434480921103,1.3395966461506992,0.30856879468844123,1.5536144285002065,-0.5330292683169915,-0.9572220854054202,3.590765546419735,-0.4163759867220962,-0.8868676788928302,1.371370542977382,-0.8331105545825478,-0.7065429485074067,0.7417295533710485
SIDM01090,-0.9385276944743672,-0.6364931999615877,-0.8853831381234498,1.3676444799192942,-0.6376045696524448,-0.9120802822804592,-0.7537325400987407,0.5253784502328049,-0.7268965975308058,1.3519005342241137,-0.7649413651133081,-0.7274353655700623,-0.07737864931983747,-0.7327650064248982,-0.8037135108298988,-0.780140877367473,-0.7762333777137407,1.1093787068413214,-0.9006682910907697,-0.7462787366101343,-0.8652961505198942,-0.33880941342764553,-0.9628313340837358,-0.8140923584197854,1.595824389979972,0.1688243723162084,-0.7326329115435116,1.8107412477639329,-0.4789269933381059,1.6081549375207727,-0.6877620714100048,-0.8724085859541035,3.374788982101195,-0.5301239423394012,-0.8359246035143625,1.4680778624716595,-0.8258547059289872,-0.7429040734257104,0.714937180068126
SIDM00394,0.39466000085235475,-0.5817715489422385,-0.9283526787828308,-0.6247509882184797,-0.5920619803424475,-0.7751939052458878,-0.6679725757787613,0.2601108495151441,-0.047203767708575345,1.0866895841284956,-0.8110641942269522,-0.6250917539076675,0.9786023694000691,-0.7749495520107454,-0.7869145930740089,-0.6544102341926976,-0.7650043968578075,0.5718417300476797,-0.8816595662600846,-0.7289275027983214,-0.8660009874687267,1.0579593172252444,-0.8935909973648962,-0.8344720960402026,1.5976464871180776,-0.2541638991734507,-0.8258852696777224,1.307678316611256,0.6701760801334403,2.210001073215174,-0.8916116028500389,-0.8539100203199175,3.183743946891898,-0.48697794779966547,-0.8669273434906065,1.3412370729628704,-0.6287154873644948,1.5141771360322958,-0.24144815606149497
SIDM00538,-0.04791966526682513,0.31618932558265067,-0.9244718408367744,-0.5458250392815098,-0.031084026266488724,-0.8546127828155058,0.7560296201305529,0.303446464731391,1.2711797685042179,1.28113281815686,-0.04285858148054898,-0.6195753315770527,0.43237433130175407,-0.3801953510495085,-0.7419893813731585,-0.8286305038665199,-0.28293421084925324,0.2988855429859443,-0.812915409499167,-0.08589903075853694,2.617759642483257,0.4698529761651872,-0.7578543510393468,-0.8661828232733929,1.187542304634844,-0.4437703792721268,-0.7696343836263292,1.1913277039737455,-0.4461064281020667,1.5897430234173755,-0.7701446746122923,-0.8591093733023569,3.590807375732615,-0.14477152067901794,-0.8357841176591705,1.6134387768639984,-0.8071675977895073,-0.6823816685420858,0.07485384582323448
SIDM01140,-0.1762215432204957,-0.6233570611124357,0.5018684546226908,-0.5339100723670579,-0.7922299854467073,-0.7924528924578039,-0.345161337807929,0.5810846981670286,-0.6369209463162154,1.110851832394349,-0.7180693878637014,-0.6602422529942868,1.3941692124087037,-0.8688739791724526,-0.8274902001643692,-0.8475829904370911,-0.7885681750850968,0.8733494812405992,-0.8094508484406394,-0.8015241511909713,-0.9184794901640425,-0.3732228760023845,-1.0467155005731101,-0.7918969034484589,2.159082183392954,-0.2852716491734691,-0.8224369692638436,1.825581581279777,0.36824853969075744,1.7218439990954806,-0.86132913690823,-0.9292927851534936,3.475017541809692,-0.5397895148826296,-0.8418752855332996,1.868094357010587,-0.7531447675834765,-0.6231213773676167,0.4447739162666091
SIDM00101,-0.9334226528167618,-0.5422655091105094,-1.0002700795062098,1.560977621568648,-0.6669783692128629,-0.8047988047209282,-0.47976284194234975,1.0293603080150717,-0.5737314353572043,1.2474990299622037,-0.7252336589443573,-0.5891862630506792,-0.520715053700949,-0.7165759102244942,-0.9230380771420672,-0.8883014880537052,-0.8579054259970933,0.896440503845247,-0.8623079642057627,0.08877985457714531,-0.7938941977918617,0.5822043037148145,-0.9151418726290178,-0.8135667511941894,2.0146803803090814,-0.20862280437196112,-0.8899173598162725,1.5828045860665527,0.2701834884181437,1.6918937143278616,-0.751604526587332,-0.964407397834685,3.169542068143651,-0.3819757156518106,-0.8287043677355029,1.2417148944834258,-0.8085557804015522,-0.7826703361793322,0.7903344753976393
SIDM00114,-0.9641491965985919,-0.6046940889432947,-0.9260898724768081,-0.31592892296749453,-0.7099002177437761,-0.8640451676624348,-0.839568923525954,0.5208606821233706,-0.5519858578846026,1.5776514899661669,-0.7858410338196381,-0.7102267076452142,0.3537309822326366,-0.8584772852955203,-0.8363988467462538,-0.8005784587656066,-0.8024411396095451,0.9435000600145036,-0.89569520573483,0.38527084304010467,-0.7782143442997963,0.8247346263938494,-0.9158647443238649,-0.509491447236452,1.3236266628466293,-0.2577610741286783,-0.8830872118381154,1.5745753291210693,0.14821447610282854,1.144799217844152,-0.6822279104289788,-0.9143130666132078,3.308809054660805,-0.41028924188516325,-0.8057087509734984,1.2934246905769504,-0.7979957826852823,-0.7145408407764088,0.18881825931172525
SIDM00102,-0.9557318550582137,-0.4522672755796066,-0.897944737113018,1.7221643916078146,-0.6499328278064016,-0.856503926557177,-0.8560257553645111,0.585886906396131,-0.7259888769298887,1.4728353655559145,-0.7893043398408948,-0.4646516798728862,-0.03891310486980629,-0.8234604749605264,-0.8218381782425713,-0.8057904447231343,-0.8045239544878868,0.5127915350996243,-0.8635344861804296,0.6478801577467505,-0.8110636910131745,1.308641107846294,-0.8624313750338729,-0.8595471605310977,2.0924448919324354,-0.2573809909401722,-0.7960090270733524,1.6542102576558682,0.4511793567673274,1.5348570286541707,-0.6111239497689903,-0.8974983068301026,3.352567432634292,-0.36205806947371466,-0.926425472463107,1.4701683964324528,-0.8776570386523281,-0.7061855539464613,1.1862738552718246
SIDM01122,-0.9589525083570887,-0.7195144942781414,-1.0014448206800002,-0.6221431863643481,-0.7777158505799779,-0.9135959581988574,-0.9459700846943787,0.9909456245291013,-0.6624867456640144,1.0649167149192529,-0.7599640930509741,-0.602928565321128,1.417044546492714,-0.818447138728524,-0.8757725750973714,-0.8455222727954286,-0.816325697743487,0.782788623080182,-0.9256342360111952,-0.887406568556736,-0.9285411299242652,-0.3426970482589201,-1.0087499351397322,-0.8706119440607767,1.5179912450769497,-0.2926970257869453,-0.8566284364877496,-0.1684721418111874,0.40699055076758084,2.116306831977429,1.9550159764604922,-0.9100251326396827,3.1434544599394356,-0.4454059226681343,-0.8846994724414542,1.3610432378581514,-0.8389486369693457,-0.7889942633161127,-0.09760427941703219
SIDM00261,-0.9275543244847685,-0.2094913949660893,-0.9823171582605824,-0.770727917932771,-0.7478654718737519,-0.8863603436075066,-0.8674152211596827,0.4938850873016055,-0.8605925464392681,1.1040527265318458,-0.7489920636831675,-0.8588484738087704,-0.46643006068982806,-0.9301483520265065,-0.8503554636532797,-0.9076737813592857,-0.8522808282437979,0.7412252676797775,-0.8696902166334061,-0.7861960391162287,-0.8023646500280305,-0.4471243960450898,-0.950433574540997,-0.9056070962831636,1.3433464840109792,-0.32767045449557086,-0.9554878293060455,1.4545614597401049,0.8667156973482697,1.7449666017493337,-0.7740999422592063,-0.9226114591518356,3.404091249478883,-0.43414839054376525,-0.8620469860262002,1.2163771930383145,-0.9002513114604841,-0.7633860104242268,-0.2832889502565312
SIDM00154,-0.8605991322455726,-0.6592249876967933,-0.9252045721253519,0.6348410003412538,-0.5607958838347611,-0.8466026287341111,-0.937533545145338,0.9217633027079009,-0.09099428593914352,1.3357359094726458,-0.7899895329229466,-0.747126872496702,0.6535262316619562,-0.8443999982234826,-0.8702053127049709,-0.8219184057115028,-0.8287622719145405,-0.010323843133933938,-0.8758363133241777,1.9802919828827037,-0.7775789507059194,1.4605448610252403,-0.9616768563094681,-0.8545928264707323,1.8935772202556749,-0.4147762833897035,-0.8584889066743869,1.7367296864435107,0.5821266048023095,1.1318089739495707,-0.7910202077091332,-0.8810687250140844,3.590453552732456,-0.44786429504342473,-0.7992769265175117,1.2529720610469173,-0.7563358240537433,-0.7812429414683089,0.04600878127738607
SIDM00104,-0.9089655543828378,0.24438283998058363,-0.974783761947011,1.6228032688406815,0.029024019773812602,-0.8327491948486072,-0.9841639089748965,0.7694862831517937,-0.6504113969362946,1.612775863468363,-0.6247473730467044,-0.6349269722142508,0.1261906200721312,-0.8634165373232447,-0.8872776746019481,-0.88865345770287,-0.7673372755498131,0.577596783627355,-0.821646106269113,-0.2667139656359142,-0.830622102901791,1.2566200509002723,-0.9667467694264174,-0.8344515781596881,2.2661204777637822,-0.40833810018829525,-0.8606952174101075,1.5555664391865651,0.04259161210268866,1.7313047975838527,-0.5465308928870728,-0.9383513468312296,3.372485677846748,-0.46465410994580697,-0.45906590968616534,1.491657617307821,-0.8008084299996852,-0.7872341721429444,0.681124100099132
SIDM00267,-0.8909469913852149,-0.0376125270858552,-0.636244588083253,-0.6377040897607628,-0.3573559584049703,-0.8026413253948954,2.502232284241549,0.45494310485000783,2.396857355830303,1.2639524457432216,-0.7540850748097417,-0.6003742440590071,0.417045099037236,1.1401740470576374,-0.8633322671275545,-0.8284635631599371,-0.6738694130654374,0.8688861720859196,-0.8468293538802699,-0.7407466307374915,1.1918099894567764,1.5406871924917638,-0.958333294615548,-0.8085946871217616,1.3409385531426163,-0.3566345913765412,-0.809872266130555,1.7548276286849056,0.6975029198857063,1.6617279767707387,-0.8803024605492756,-0.9173578144249342,3.4240516131377148,-0.32418701646764597,-0.8741822682179327,1.3000112010787699,-0.6952476199582718,-0.6819427105745637,0.1346207861662581
SIDM00100,-0.7528754516787661,-0.4107896017530727,-0.7669237022530042,-0.39769283019836715,-0.06514156610640343,-0.8626088240898311,-0.7859912055001691,1.0596099319278813,-0.63974384428908,1.3474724824480921,-0.7715336781047105,-0.6698685207336141,0.5135041767485423,-0.8596749482531529,-0.829730894740726,-0.8382565720449137,-0.7552596129004887,0.8791967708636426,-0.8862670619698728,1.7387520194098747,0.05946977006981162,0.5717120995126893,-1.0667118800917765,-0.7901778609757367,2.000088548179195,-0.46051663293309336,-0.6946226455964423,1.7067229972563003,0.6059626628689262,1.1877023041543437,-0.6836942901949533,-0.9578260195300241,3.430459756869777,-0.521162117623404,-0.8922224194088989,1.4926092325257572,-0.7572282047933954,-0.7870970716227005,0.6181155568900623
SIDM00826,-0.8164599504673068,-0.0879255512586666,-0.977229297255347,-0.531100038109308,-0.18288389564971602,-0.5660561104807874,2.2076869723165906,0.2854929827042226,1.88398021762431,1.4304341089571397,-0.7547754112595066,-0.6995799859059386,1.3053194537290997,-0.07521008280545449,-0.8159386506650962,-0.7925744557170372,-0.7523821552767591,0.4536731096877628,-0.8448054775444461,-0.799720265634792,-0.9175438230962448,0.25400595350220984,-1.004125095759689,-0.7664972766759106,1.4272933672768278,-0.09265509885567559,-0.8338592269161301,1.555578271753992,0.7503437576902046,2.4090339224678883,-0.8037082763714692,-0.7747917599700184,3.0205508200561977,-0.3648688263370309,-0.7999826439116948,1.386870470413681,-0.84496162772122,-0.6847460735471176,-0.10391008854389228
