,POLR2G,NT5C2,ENPP3,POLR2E,POLR2F,ENPP1,XDH,POLR2I,POLR2J,POLE3,PRPS2,ADSL,NME6,POLR1D,PNPT1,POLR2K,PDE11A,POLD3,POLR2L,AK1,AK2,AK4,POLA2,CANT1,AMPD1,AMPD3,AMPD2,NME4,GUCY2D,ATIC,DGUOK,POLR3C,NME3,POLR3G,POLR3F,ADPRM,PDE4B,PDE4C,PDE3B,PDE4A,NUDT2,GMPR2,PDE6C,PDE6D,PDE4D,PDE6A,PRIM1,PRIM2,AK5,GMPR,NME5,PDE7B,PDE5A,GUCY1A2,FHIT,ADCY3,ADCY2,ADCY1,POLA1,PDE3A,PDE2A,PDE1C,ADA,ENTPD8,POLE2,PDE8A,PDE9A,PDE1B,NUDT9,POLD1,GDA,POLD2,POLE,PDE6B,PDE7A,PRPS1,PAICS,NT5C1A,POLR2B,POLR3A,PDE6H,POLR2A,PDE6G,POLR2D,DCK,POLR2C,ADCY8,ADCY9,ADCY6,AK7,ADCY7,ADCY5,ADCY10,POLR3K,POLR1B,PNP,RRM2B,PDE1A,HPRT1,GART,PAPSS1,PAPSS2,NT5M,ADCY4,IMPDH1,IMPDH2,POLR3H,POLR1A,POLR3B,PKLR,GUCY2C,ENTPD4,PKM,GUK1,GUCY2F,ADK,ITPA,POLR1C,POLE4,RRM1,POLR3D,RRM2,PDE8B,POLR3GL,NT5E,NPR2,NPR1,PDE10A,ENTPD6,ENTPD2,ENTPD5,ENTPD3,NUDT5,PFAS,APRT,PRPS1L1,PPAT,NME7,NT5C,ALLC
SIDM00538,1.841020207264541,0.4545931245569496,-0.8305273942189474,1.2575035588991914,0.007627627694729746,0.022754014158449284,-0.5352472199061966,2.8863080039994222,2.196028434774403,1.3572089029504604,1.1247403256710127,1.1939473838898143,0.36954158964749,1.5407902832201528,1.2205470938219691,2.2203199259795188,-0.8191180904187149,-0.38049836363403505,2.0620142939844395,0.6846627211352541,0.5896097865084553,2.3129870608928833,0.013482179909388289,-0.2002931047186895,-0.9142921397154646,-0.2391957117488772,-0.07613365952085714,1.3569175309820112,-0.7046897203963605,1.4513779036424042,2.434818464240997,0.8195041678213201,1.587653168074039,-0.7853598352431886,-0.054402527581006624,1.3876821038537377,-0.9023168402601268,-0.7467979238682205,-0.06556425116293418,-0.7715648587006747,0.45485185292640107,1.4475152280707344,-0.9642775232722594,1.1400436842029977,-0.6487871125387334,-0.7957191301215896,0.6256446876969153,-0.23607205649195884,-0.8387488761083112,-0.7099576705142226,-0.8914241563160414,-0.8166743091674346,-0.7344603381556878,-1.0600686227356821,-0.40577910288092445,1.0023886212760311,-0.8308976570137877,-0.6160633462023206,0.326686928329615,-0.8764108189057856,-0.800631953969333,-0.8622013162007844,0.2611410559097471,-0.610199752291245,0.496665522986683,1.4111180979798001,0.0586625540345087,-0.7514405979638071,1.6064533210437622,0.5361145973724155,-0.5120371759116843,1.5904853866284272,1.2584841246122291,-0.7861470116372575,-0.3858173428530492,1.9304975521155874,1.6175235623568176,-0.8618655585895056,2.5410653896422533,-0.5043231708242997,-0.9085026101326462,0.1053718383773836,-0.4032590782048826,0.3889627095731328,0.8368620338690567,1.6467333510170437,-0.6679810821716213,-0.24241170710500265,-0.09751552499472799,-0.8659654390496279,-0.20440267205041565,-0.8152594803534755,-0.8272977356069741,-0.20061148535809872,0.4902671037834147,1.973830349701097,-0.4300983210694051,-0.7943490421886258,2.1117941242055833,0.7896082430771858,1.4298891700018357,1.5764983979452434,-0.10177857731337626,-0.5317470159643647,0.37931300867163725,2.264348763891984,-0.09691470207322161,-0.7472388541500701,0.12992044699215707,-0.752035413608575,-0.9568020266844904,0.5945206641720645,1.6719416093706612,2.654284905109394,-0.5359675743593876,0.37209142003111484,1.3778472473882892,0.3197350835234508,1.7896618327901896,1.3628318781270103,0.43642904735995103,1.3452174165501103,-0.8226482830533565,1.4430608826364637,0.8307010892922969,-0.4045794105448899,-0.7805457848994694,-0.8454576871627968,-0.1778583210096302,-0.643907169713387,-0.8051765447211255,-0.6967534605650781,1.734821976083578,-0.4880079171691945,2.011258973147441,-0.9805114301453369,1.4484723241777868,1.476517364324621,1.880518219876358,-0.9227484593950377
SIDM01140,2.191850767842764,0.7553958495921685,-0.8500100928985311,1.5450822251704786,0.30322836920401675,1.4204320120193878,-0.7427716453505837,2.97820616134993,2.414647292674275,1.0980779269604874,0.9088589117622851,2.2302646617164843,0.4400887681775503,1.6484749587741232,1.4079888964189229,2.448239465207404,-0.9346408055356319,-0.04634764662112338,2.2348219651733823,-0.10174859240934057,0.3437174864211298,1.4812973551217725,0.746246553777612,-0.3790284227954694,-1.0192261051389402,-0.8220657793566869,-0.5600006036022748,2.335848016768686,-0.9430276591526097,2.2981358597202104,2.569152070747202,1.1787906774240642,-0.20975413264026793,1.1758861216265384,0.5264162791430504,0.9094280334329585,-0.6536368842134045,-0.8056912452253546,0.04753274417665151,-0.7893545164342145,0.6823469494675469,1.5787171982212989,-0.8968700986475583,1.816686683510995,-0.5572471518895322,-0.7105441500693025,1.4501544530794053,0.020293860713089324,-0.9881167973361124,-0.24541507430878826,-0.4882562607022193,-0.6342475932902919,-0.8009649922508706,-0.8964373909887758,0.18008331189621796,1.072301407420479,-0.5012544887448283,-0.48709273287703336,0.9841659509267521,-0.985598739674512,-0.8636385035153618,-0.8743708662517122,1.4813375048059325,-0.5302594881690379,1.779156606430255,0.36470052740637193,0.7791239304191633,-0.7988386260246977,1.9885367408446937,1.1471760638647486,-0.8740221670615976,2.0860686978034475,1.6825392732009723,-0.6772632282811802,0.008420857100352707,2.4756687086785867,2.5829125464147054,-0.8314321338768917,2.7088722256063362,-0.4841310122129468,-0.92760675389839,-0.3620807180443014,-0.13185463369426187,0.4607602194792483,0.7264335083996665,1.3479359984936141,-0.6983548163028728,-0.7049716481000027,-0.31906400586850875,-0.7024398563510009,-0.6403920078491288,-0.6190895203136036,-0.8275536814749295,0.5072514145651416,0.8127034803555,1.8987673768075495,-0.4965344623224072,-0.8374119306179159,2.2722112581377227,1.297555580311564,1.8314880154370736,0.6318915690911324,0.5064078649024981,-0.809673328256555,0.24907094178420253,2.505513120594206,0.06715771673606781,-0.5261481636823366,1.0485033108202237,-0.7683438552318995,-0.9604334994996007,0.042918029342599924,1.2139762668385627,2.211750648844182,-0.5662118060564416,0.6247055001083339,1.606547666498175,0.7528613024724391,1.5395206389642633,1.7317387873332701,0.4282011934612647,1.295719676706529,-0.6210616873810663,1.246032216048262,-0.0413172270592733,0.4265819019473222,-0.6032585538579128,-0.8667253406547466,-0.3270619642921029,-0.8492986518363249,-0.8141459007470115,-0.809678846578792,1.9017864381568375,-0.05779066271077545,2.3899395380727655,-0.9001018046692192,2.0589435901895343,1.864343074567322,1.7949187980619945,-0.8280146549992445
SIDM00101,2.3575925034773797,0.5921683823738308,-0.8781936911731887,0.897283778075048,-0.013212551370932754,-0.80740385022386,-0.18756425465712984,2.645531872507586,2.405479590176064,1.8410522800654303,1.9000364121725266,1.6774507509115482,0.8515647258668814,0.9443428703527397,1.286841692710687,2.0914201009852333,-0.9181331544409733,0.09900004907574779,2.5430559362481944,0.3504862789985802,0.7679008532805515,1.2008084852221508,0.6779690683865987,0.06365274645000404,-0.8997083834626081,-0.7247856251376764,-0.5235565206425016,2.127469044771465,-0.8234625758778171,2.055495796349778,2.2378319973515053,1.2626353411041382,1.9186265210041304,-0.9147825587197801,0.5593593678059021,0.49588268234550037,-0.88327576518246,-0.8740539003016226,-0.43987101151979596,-0.843179207562091,0.7824254526551034,0.9853047908636662,-0.8868439223562413,1.6542269793377802,-0.603389167136876,-0.6005702067683483,1.4676018509617574,0.04693122821679427,-0.43971242127964344,1.1032474713179043,-1.0118546868203078,-0.9457878298188378,-0.038529640940720485,-1.1097049893632005,-0.044282942477315866,1.7668288715483407,-0.8115398453931034,-0.6514243504454945,1.3347827762124396,-0.9509368651484276,-0.7781126788553098,-0.1967958825481936,0.8687250048000916,-0.5823579915504952,0.2883681422222873,1.055526983996077,-0.7969827551412004,-0.8517114124720381,1.8630356093550198,0.9462411464450746,-0.9811114336828697,2.3575473676862098,1.4387628804038628,-0.04751598822780037,-0.539208523047717,2.620997367425348,1.7926950881516825,-0.8480803099383218,2.6448148309816952,-0.5367138364729772,-0.9002804889270655,-0.5826796905797234,-0.38530332951534346,0.23953179449205142,0.7315563715898665,1.2190462418929484,-0.7919261946072381,-0.279156681408584,-0.10372411879154099,-0.818617718212135,-0.5978824332498732,-0.8715035783711738,-0.7662965063225564,-0.02789160232076729,0.5718010064166594,0.8901817504552263,-0.523007736992418,-0.8535067299427673,2.1513124027272488,1.2587333844490871,1.4105935199690338,1.929995844675459,0.3651351406931627,-0.8116988071790702,0.03549559977410277,2.671024392939478,0.11875667477021473,-0.5861493497899841,0.6928068659761453,-0.828463440700914,-1.017986344288931,0.012061631094682388,1.596504716311336,2.2025789842012764,-0.6111760576269435,0.5834501546339756,1.5824058372520409,0.6455621188618306,2.1162577446573825,1.845525156962516,-0.11027310509687151,1.9700787612436417,-0.724790629828929,1.281163443430302,1.2339661677810452,-0.5491661773611332,-0.908112357527088,-0.5809286770526382,-0.4640135989799213,-0.9008575848831948,-0.8706333266996226,-0.8219808031585724,1.3987073847258005,-0.5040814115825788,2.1620085368282846,-0.946186419485823,1.1352861041356022,2.3560644484215025,1.9237747439230461,-0.9254540561830047
SIDM00114,2.381012106463147,0.3694210352045406,-0.9444391068808136,1.0391017105957008,0.25472950061601096,-0.7850635780433152,0.8467009413281652,3.0020149135855423,2.618061218660787,1.6950140485660796,1.3269173201206637,1.5802627152179507,0.607369230201261,1.2476655114191966,1.4501584817281032,2.3063223290641583,-0.9388775100574718,0.38627175449064094,1.6663921084930908,0.07382801218110645,0.4196144318461413,1.9983362361787393,0.38601565098542207,0.47122637345998536,-0.7548084041399415,-0.4541498949907927,-0.46792040025006876,1.1444940359123705,-0.7364836385822624,1.8495698262614635,2.4198331853694057,1.1385740841846004,1.5365971310654187,-1.0430195620549174,0.8344465924351765,0.17216479851210803,-0.9509006198014225,-0.7717571602553916,-0.5298893794992956,-0.821926445194886,0.21706959446216761,0.7444306065065763,-0.9746702956096491,1.0704009121212643,-0.8891141002483048,-0.8252650686469268,1.010081039643374,-0.27345884470317416,-0.9166817622735021,-0.8694924562660661,-0.950977983251932,-0.9255959064474414,-0.6574799924407274,-0.9902631924834117,-0.6660405270423349,1.3544356471358001,-0.8818754456484793,-0.49854432035151447,0.6900331673925644,-0.8440839766688633,-0.8191802242995595,-0.902633680620462,0.44711489975968105,-0.5894753577381633,0.5306514784669479,0.25261140760953277,0.8169930217943221,-0.8455285652840377,2.0881576739538716,0.0846010800733653,-1.0181424237797014,1.5786778294507942,1.118816255358974,-0.7223341071098752,-0.23659667755785643,1.1579470474160156,1.6921289976683254,-0.8373546055244716,2.7361558916872624,-0.7115411493010048,-0.8514631662817593,-0.6849888270963592,-0.38005255891843154,0.2730164418056139,0.5122745898985558,1.798405179219737,-0.8629014917526966,-0.6794154207245279,0.06036219733357587,-0.8356285033512675,-0.565414475616345,-0.8136591902676648,-0.8309149237141663,-0.005679365936271982,0.5451386694558333,1.6961297969055584,-0.6154238229880649,-0.8324646659801592,1.7432841094151246,1.1113965918682964,0.9415154707482996,-0.15281666889293263,-0.5165404805999778,-0.6055488682881327,0.7526464381743562,1.5971784008639747,0.23814419971078563,-0.46822535043410735,0.676776814268116,-0.7934297769119278,-0.9635938454146,-0.05908237653042638,0.9893077406344508,2.5028536315140895,-0.5792588838632902,0.5250314510329988,1.6225348111582865,1.736457632249515,1.8576727976005154,1.0609278349359137,-0.11976765596170645,0.9122274461274842,-0.8716840233863815,0.9152376360245167,1.233759461431705,-0.009595759080770148,-0.8054308863979082,-0.8554920852842912,-0.38814413856871843,-0.7967580406535136,-0.7508253139270513,-0.7835435473315703,1.9626864734520275,-0.544940719283921,2.0953986613744027,-0.957500028815574,1.6451037568060733,0.6700003622498454,1.309224891666028,-0.9607545869567578
SIDM00102,2.0282730486965885,0.5484182795852739,-0.8260959774173847,1.422223346442184,0.04142251635971735,-0.0748294050339904,-0.7891169125569175,2.6279425737754702,2.4402755745371194,1.4834673667647675,0.9802485530248201,1.8355160568852738,0.22850131702865636,1.44020896741635,1.3271942179840535,2.404097299271185,-0.8319483001830374,-0.23035066315981295,2.3511870651724025,0.16359694580523848,0.5501586513899523,0.8134161274727736,0.15251451190457396,0.0710175904339498,-0.9434030436220248,-0.7821399895830768,-0.408977128279462,1.648965431920229,-0.7939148195143286,1.9287684599873949,2.287089241995059,1.34494521384674,1.683377572127291,-0.7851546116184573,0.6502560569159138,0.9677660850368451,-0.7466454186649917,-0.819954175867296,-0.5108123676382306,-0.7485927563293178,0.3877430829306698,0.8310721448893271,-0.8272574344493584,1.4821086898647382,-0.7894376501217593,-0.7307099411580386,0.8860728383678531,-0.0072382804394143215,-0.9178424688689281,0.31688190504543756,-0.43371090927125605,-0.41697401400195594,0.10226870892191889,-1.0147391624559219,-0.115916175502239,1.3677071891185144,-0.8818025369193331,-0.49574774872557364,0.5985768358871375,-0.9171996206113163,-0.7335737528139924,-0.17626027587644458,1.308301848389694,-0.5007421109765945,0.16888378472290075,0.5295427806032711,-0.6616313531458169,-0.7585561609593945,1.7929766361434392,0.2726461891297037,-0.981064794429934,2.499006960904594,1.224938773596755,-0.7332383226110527,-0.5831754361392564,1.7850931375701768,1.650903084580732,-0.77929487733499,2.5477169915457063,-0.5844728610310392,-0.7932116530167292,-0.5160929433172833,-0.3604735034421748,0.12031691207653537,0.31759366953612667,1.4594930724829998,-0.7559565986803455,-0.48450385273033597,-0.13682087725235723,-0.9303242295273615,-0.409037769862085,-0.8712793138933274,-0.7724582622601267,0.07063433878589137,0.5280892914336085,1.3199878538974124,-0.5834391759785617,-0.38536359655993513,1.9612840436441001,1.019049410649824,0.8316744007558614,2.390198752668462,0.01631524554550997,-0.7939148195143286,0.5967403878619658,2.1428841222853814,0.18554207069389966,-0.5037914272045453,1.3137453290852985,-0.7908680556178889,-1.0067414500344396,0.17562427870264075,1.1966007909512824,2.560456932167027,-0.529950985886694,0.37871265068502513,1.7218987519051105,0.8592705174156885,1.4143746052393362,1.6133235162154604,0.09723097757313906,1.427914682098286,-0.866975217824363,1.4905592052000307,1.0296337091304402,0.4439746150718917,-0.6030826716246821,-0.8220533430965142,-0.3198961926813575,-0.7945514961517495,-0.6744379000142434,-0.7250879592364787,1.7892225871517646,-0.24628126474979825,1.8761627055447456,-0.9683597519714869,1.0563775742019683,2.4939488515954085,1.9351324037748816,-0.888657233815283
SIDM01122,2.2818593118410377,0.3228866637915721,-0.9482978636353505,1.3700383189588659,0.06168666830651388,-0.6173951186234055,-0.8092549445030623,2.829128875212674,2.3608450219876835,1.3258682045881525,1.199005475937811,2.157708243971047,0.7766756682206818,0.9211515606553122,1.4063346961279868,1.8794150947693513,-0.8575305051327927,-0.04183402008278674,2.095732456640198,0.029157046815174566,0.3521469129801937,-0.5490204136914757,0.5771667038824974,-0.17063993235100164,-0.8976611800365902,-0.8511320491720252,-0.053182701568515206,2.4278300883634554,-0.8631427477668866,1.934262238504718,2.3794084814844574,1.1268190031082996,1.9262599446200928,-0.5807205752920986,0.5435787179605663,0.6472968903230535,-0.945061938447339,-0.8362308762638879,-0.44776928792739196,-0.7585486458365205,0.00066009570649068,1.6471350730836158,-0.9790333151248934,1.4974113072543007,-0.4247888762904942,-0.7039901164147815,2.2022264304507297,0.7999028923181707,-0.8894122055279475,-0.6099733837095792,-0.8875350440432611,-0.8960417230501909,-0.6400519343997146,-0.956757114392855,-0.6658232641563115,1.3550137778799602,-0.854587335859745,-0.3723039919767277,1.5311791188273967,-0.6864825241369353,-0.8900878787408145,-0.7586042574602301,1.7345680504822123,-0.5408643956978298,1.1227835807087323,0.7026741468103269,0.5473909207292436,-0.8072673259217835,1.5943012032903567,0.8848092068549875,-0.8762687501608336,2.3754954894187685,1.6794396177167201,-0.7963182754636343,-0.3823927465976316,2.2529111167486486,2.4284009975935135,-0.836654852984947,3.163519750038335,-0.6422935556267917,-0.8186206567991303,-0.19662105566868596,-0.4607169341440716,0.7125140806246251,1.0794032144724532,1.2600184993077388,-0.6932735388922506,-0.12558086971594334,-0.25254738564821827,-0.565787443502042,-0.5262453811864884,-0.5994060443793164,-0.872736518006887,0.25255936046133964,0.8953610665659407,1.1077710283531386,-0.5351745403018716,-0.8624925454508234,2.4394744814998117,1.255789409478634,0.9202287181342378,0.7405421080694714,-0.06008818465051272,-0.8715799077701537,0.8136337972682753,2.4689921852336747,0.6374450729503025,-0.6379939387653364,0.755444109734042,-0.8236296475049992,-0.9820005645853304,-0.12937858738230834,0.3824290037337846,2.2891655996452864,-0.6671036498414781,0.5577705074981725,1.5385568382605104,0.7727299761894048,1.816345254265679,1.7658006890039284,-0.05493801926419765,1.8202884698980708,-0.9161260273947593,1.4403639976793863,0.8575105652919301,0.06884149127712977,-0.894587859583864,-0.78961897039009,-0.30819812342594477,-0.8003014118279188,-0.8140847565387394,-0.8072835551176908,1.5566558780997384,-0.07659121158373075,2.0922576114414433,-0.8869455258621284,1.84117384627876,1.2589121788295243,1.668470287566709,-0.9673581093766636
SIDM00261,2.159297242595982,0.07582956832672479,-0.6578015298040197,1.1809166298310227,0.2500169218179765,0.09440637082239636,-0.463080967972365,3.2894440512166465,2.340596578880692,1.5060902758644317,0.494184262290968,1.8494125797776704,0.44047005192832794,1.1450835232882268,1.422252802641195,2.3277546707153705,-0.8586589703709259,0.27563290436478777,2.160509986263382,-0.16239114316171185,0.4943739046719079,1.1411751214364019,0.31690222502024584,0.049962815277618325,-0.7346891020365782,-0.8716552121384679,0.1618665511359314,2.310322591601525,-0.8591012056572457,2.0157698433809688,2.4575110422241826,1.4072991210756205,1.846352516509591,-0.8642871547837881,0.5044051504104748,1.0149363701059029,-0.7409428542563659,-0.8605937978305118,-0.32238229485993614,-0.7432560861967077,0.316185049039282,0.6946571170052391,-0.8486675439243773,1.0614900858634326,-0.7488711081381347,-0.1782112723736144,1.4304729289683416,-0.11451673651240564,-0.9177936020243009,0.30827748322679116,-0.4626098648007221,-0.8908502792845256,-0.5743171420367305,-1.0360942889169618,0.03402912876198045,0.35983168529421633,-0.895165376034291,0.38645923839395585,1.2051558895673007,-0.9562361346315214,-0.7269791945525623,-0.8872640894816426,0.5002485930204656,-0.7127250225587215,0.724161488558879,0.9195069830376551,-0.3959769081886807,-0.6067867684014979,2.0323337998496935,0.5039059831882523,-0.9613004019509079,1.9012242649529603,1.8402028996984603,-0.6017194136236103,-0.2688317389298664,1.5529213187894846,1.849134647159082,-0.9683801406160482,2.760264964236489,-0.40336948790732896,-0.9256554466392761,0.06754741639072119,-0.6176803594543429,0.694657555243729,0.9064447230516562,1.5186926182007636,-0.9049847596441708,-0.41249171899673687,0.1774701824932021,-0.8543495010804677,-0.6263825239182823,-0.6407324229104905,-0.7436663114723201,-0.0824590568087831,0.9995352878417372,1.6184138782215378,-0.7500569921508673,-0.2760310713325283,1.2860691595222171,1.1813416605972125,1.1677026633318894,0.3869952443745876,-0.46609827673167425,-0.9233302830064605,0.9538001525399139,1.5496960118504235,1.3201600071268387,-0.3898235607201953,0.9894544821049883,-0.757626939513186,-0.9756929711205938,0.17116745664006866,0.6229414613114941,2.333014807114174,-0.7537844275357749,0.09149235891295242,1.4467455637785989,1.0425470991847818,1.7719197881649884,1.5427842435285788,0.8858443007506882,1.623040610636731,-0.3883328510268885,1.854565675272888,-0.9528749777123731,-0.515045520604125,-0.8500155839734359,-0.6644559584351476,-0.4732264151179753,-0.9230226935476238,-0.5840847965729192,-0.5441863807707843,1.3802343334919427,-0.16313019257670658,1.8979287432260723,-0.7210202074596542,1.8693944043083743,1.474728633562256,1.8099919274270129,-0.8124247448169949
SIDM00154,2.1210236210176414,0.16487102588658156,-0.9218173880315137,0.505936131860425,0.07511982165631076,-0.8458435885185124,-0.8075829652044125,2.3610754660805773,2.1202996545479973,1.414565485041497,1.4784839744742968,1.8193473647917586,-0.027617648276140064,1.1935951745008493,1.91187304082859,2.4146678745082784,-0.8594571903970032,0.07369575969730566,2.2223807723069795,0.07634389610887611,0.5402475946544475,1.1285344356952294,0.22512128921680397,0.13385491182027415,-0.9563145152717626,-0.8910116221596176,-0.18117477695828357,1.3725427942373036,-0.592036039900663,1.9340131769494069,2.259729070075919,0.7278114626036429,1.694808873374114,-0.9306104361075727,0.41511257997854323,0.6578939772165266,-0.530853585814242,-0.827112399943334,-0.5445905026478641,-0.7576194328344387,0.08745522393268167,1.2876824619154885,-0.8801755654246957,1.34504459336805,0.691408375037946,-0.8189857595343284,0.9650944330469196,-0.06042802117863369,-0.8984203245776594,1.002651601989717,-0.9592577004569864,-0.8608003460883809,0.15052123737599485,-1.0336145240607324,-0.2956809732964908,0.856871351347971,-0.8277452861611512,-0.29080722602713266,1.0010668628705925,-0.8518962371566412,-0.7273527812929785,-0.902705691161135,1.0248125514144955,-0.6502492723278949,0.8437020183761493,1.231800075206995,0.38163646920739386,-0.7644423149338504,1.7635502272867167,0.5791641502754566,-0.4987549369176468,1.5695823562864404,1.4167978701392754,-0.001584111723898505,-0.4739986084536786,1.5137886256375304,2.0142923371090964,-0.8192642708106791,2.458513086492625,-0.5968246962897621,-0.8974087283244908,-0.23518776572209074,-0.456915259917064,0.26137129270363246,0.9680845289865821,1.1866045779147674,-0.9657978149866705,-0.46572565507174923,-0.37037185002156353,-0.8643026031622624,-0.426497338907348,-0.9280730134417075,-0.8435443988105719,-0.08424665234058876,0.6067352217166548,1.3795461909834277,-0.5769122391415809,-0.8761427698471803,1.6635779815554799,1.1614397331107709,0.8902309720718627,1.2772709564007436,0.42357853135497414,-0.7197427947109665,-0.3948201549680706,1.6518108818001787,0.1519313039205164,-0.6519342914119248,0.9869635715295085,-0.7715246117491993,-0.8567250622916036,0.011706632944379755,0.9579840537523949,2.444532695942756,-0.7469641459743213,-0.256373614912743,1.73114404545022,0.7442987667053436,1.226767663499114,1.7208092575786864,0.10262927292147556,1.8780236871894105,-0.4938756100618868,0.6164713537279812,0.6161373627289556,-0.09232007344628328,0.9682673386807563,-0.28487092441429007,-0.14761864610425915,-0.5259282752652807,-0.6814436561689508,-0.8044922917575903,1.486814917622159,-0.5374102871462305,2.025545682611929,-0.9294113545234781,1.329145256953255,0.8424610775135234,1.931182288487194,-0.8162549075623703
SIDM00104,2.1775477246865886,0.3295661701743489,-0.8191449569260028,0.8577144533412309,-0.10382636287124859,-0.485224115451,-0.8032894352178142,2.7267873034966583,2.357102019093315,1.3581537993205748,1.6620435914134075,1.7081895050259184,0.23753971235306262,1.0796262395295757,1.3144160663501825,2.262904947662833,-0.8678363658296255,-0.053629202839760554,2.046945820532458,0.17594253120117617,0.7385085914050205,1.3247851995065774,-0.11646005543445322,-0.03814382741621722,-0.9981443780291996,-0.5440023706254543,-0.48890690811142035,1.2537533578862863,-0.762941800075448,1.7865286085952128,2.4398731579133504,0.9026624738164122,1.6564763907406619,-0.777159607196073,0.4440893460561939,0.5117650758725286,-0.39154884325434364,-0.8644119657508654,-0.47326026971327756,-0.7096367164390142,0.6787647755205533,0.9626136043791068,-0.8718243929989554,1.2809653508808074,-0.3693636587748406,-0.819479971793695,0.6017607862448796,0.25889959127026735,-0.7390361556410208,-0.04087553308852219,-0.7991178907556316,0.8350341888155569,0.1112898963801267,-1.0652883228817274,-0.6940502694546845,1.6733670147182511,-0.8995428708754835,-0.0018343956061579064,0.6008107749260728,-0.9171822691274601,-0.699068535495198,-0.5824439327294231,1.350147075737253,-0.7278380576023048,-0.07113120382907402,0.9374004851620545,-0.43659061713743696,-0.7545036845821324,2.1038962055266768,0.14543216302598977,-0.961350964203871,2.1420959682870215,0.9618099913033171,-0.3879095594540002,-0.4955556286712414,2.009873794464833,1.9282638067184033,-0.8449130506862563,2.611679749360899,-0.6406831070914192,-1.0182996921457996,-0.6586374202791309,-0.4431281628054475,0.2283194055369973,0.6154725088733841,1.1897919159825467,-0.7327298639822333,-0.13317603524881683,-0.35203956298776673,-0.5025247069456118,-0.3723882428422718,-0.9365020082857105,-0.5783060733512865,-0.16233869152959454,0.5942539946722404,0.41593783826555925,-0.047420575356879976,-0.857752374635611,1.9225211952103816,1.3071492594585736,1.0389007664639565,2.5133859359530786,0.5942474727385345,-0.7301611412725577,0.5746257447023484,2.110244971208085,0.03722651781988581,-0.6195163995699425,0.7720626734107136,-0.8208124029524632,-0.9110264006085698,0.2990301195520514,0.6471111560892532,2.663438876450533,-0.834864374771287,0.3955911761365423,1.495631819439661,0.9568239416108701,2.0217525983877596,1.5703803936120964,-0.2629482834634027,0.4286635490416297,-0.8479669174318591,1.6316593757149898,1.828178047962085,-0.0264521738532119,-0.8639350485641885,-0.42609834507598143,-0.45702424834534605,-0.8156964405474922,-0.7384024061726421,-0.753445895266949,1.5574635305675417,-0.5360666123092759,1.8836630919584552,-0.9020771524822908,1.4698014363361518,1.7855859950491941,1.5215302994111075,-0.8300950569485529
SIDM00267,2.177632848007357,0.48450450894705965,-0.865039425255107,1.0773543972460393,0.2515320885528842,-0.24760459831743598,1.6513173351867643,2.8442518612348984,2.448461318685184,1.5649510502907165,1.6832128122115446,2.053736168450926,0.41075715833251236,1.337321069125847,1.646169129989078,2.103660768483865,-0.8953523630225022,0.5593786483875245,1.6467867538600587,-0.40217858339967455,0.5977585596941923,0.914609932322082,0.844338535824561,-0.12830935178740627,-0.8366719383052245,-0.797550654677514,-0.47156750049083745,1.2855141145475129,-0.8041764503832152,2.487345342888735,2.259230911349818,0.7787657767120705,1.7693285502513363,-0.66084500307706,0.1670782836612941,0.8036159383164351,-0.9238656263217156,-0.7855188293812403,-0.12891217236647082,-0.7464840227916677,0.6651941921155771,1.019764786988757,-0.9667630194462636,1.3502125534975926,-0.4937657607473207,-0.7632697505414431,2.0364536568432605,0.8179012676982137,-0.9131599339048077,-0.6705509254260025,-0.9502682861436272,-0.9444135983689826,-0.49205552834972655,-1.030916708749535,-0.5921981057691479,1.5770408089343488,-0.8253398185158047,-0.612112225596713,1.2659810197283887,-0.829694848603455,-0.8100628784260538,-0.8194515331585618,0.6237863849694355,-0.5875398285258896,1.4608878370128464,1.1173353061025528,-0.7790679399348077,-0.790051276635093,1.1571235607451489,1.236322929057551,-0.6292640061254499,2.327590660268905,1.710034480008104,-0.7642420898530818,-0.3525558791558119,1.8303731931675202,2.2256858968701594,-0.811059241390332,2.415340412799191,-0.43508821374910567,-0.9312690300044144,-0.5388164310327533,-0.397970521726265,0.3497104440336922,0.8901542430707017,1.5497234740643961,-0.7407059504329309,-0.6609333116986144,0.06398637896355865,-0.8493663316481461,-0.3037181470797672,-0.8826031069831545,-0.7245905862818134,0.29115427528565463,0.8166621420822207,1.6030954456916622,-0.5717065604690337,-0.8216087018048354,2.2787617512388487,1.419379841441854,1.0105925719687718,-0.5958239675037916,-0.1183253143910204,-0.6309050059196898,0.5895480684921576,2.720829225925757,0.19668771555298434,-0.38877220260337575,0.6127388588391635,-0.7483815389498935,-0.9757689635654605,-0.29020592659096456,1.1669149991379977,1.959244892349669,-0.5748790432168538,1.1082999615617966,1.4906881227108313,1.0367987280509654,1.9712773281684242,1.9313826051176628,0.011653450096556123,2.3700794347626193,-0.8897604958167976,1.0219785134961017,-0.5029465443002296,-0.29651806196514835,-0.8846220251919814,-0.8912692810436963,-0.5462880693604306,-0.6911439902569422,-0.9080080327300233,-0.7248946842626599,2.127701573951467,-0.1600171274420768,2.419958064929269,-0.9108086934941456,1.5424834067214168,0.9924312097381255,1.6455810230534513,-0.9238398902218198
