,DSE,B3GALT6,CHPF,XYLT1,CHSY3,XYLT2,CHST14,B3GAT1,CHSY1,CHST11,CHPF2,CHST15,B4GALT7,CHST7,UST,CHST13,CSGALNACT2,B3GAT2,CSGALNACT1,CHST3,CHST12,B3GAT3
SIDM00098,0.48936072069018577,1.0674101956115913,-0.1515811840426625,-0.8147184841849604,-0.787981621493215,-0.5293694590748671,1.0103170970449513,-0.6183242631520416,-0.5678027896693558,-0.6444223173673405,0.20059030569701333,-0.4308112557851965,0.13805540026396557,-0.3422228640254207,-0.641730484163398,-0.6701548656794114,1.3243624455309824,-0.7050028727845027,-0.851663933157263,-0.41578609265194644,0.939891737424251,0.1859524482780657
SIDM00225,-0.6256080101639018,1.395621015450203,-0.09281661148491704,-0.891038314965187,-0.8949097632853539,-0.7055684406634994,1.3863062882264918,-0.5202215837756803,0.6013990662736644,1.0636576856096382,0.5547607465133436,-0.7763209362404341,0.017889176489511733,-0.10425377081287893,-0.5507771336888649,-0.7830293372761595,1.300982519936204,-0.7856956783093543,1.0988337600236582,-0.350443963263821,1.3173721264875944,0.037935406361477055
SIDM00846,0.09547891302773917,1.1293154141644381,-0.25758940385001866,-0.8199911161788345,0.9989759573504794,-0.625185786948864,1.1934128607633439,-0.722892934138804,-0.1358126330501367,-0.1419744793825245,0.3601571784739458,-0.31038033561282485,-0.12715955486875952,-0.12970079801975365,-0.05116499549703202,-0.6724222903121555,1.1974482473862522,-0.8413055808094715,0.9223553896674952,-0.5294956474273209,1.1424148112739148,0.4480723800397235
SIDM00291,-0.6249940601804168,1.2842499292759366,0.46852763470093084,-0.07551872222947703,-0.5594081609127645,-0.3786346030809114,1.0984642038974104,-0.6477262691101415,-0.04465249595707466,1.257634892422869,0.30290650107013833,-0.7998965413070613,0.23571188597913406,-0.02377625732952518,-0.23431457415540283,-0.8755787550792131,1.4791283414492475,-0.7943883565244522,0.6354524444902472,-0.521174962908264,0.9659881662567347,0.8069052016012285
SIDM00520,0.5854044760934531,1.2107776128236603,0.7770646966253987,-0.9216279744637181,-0.4596471895598173,-0.4572803793934033,1.137313408549806,-0.8404855281559219,-0.46463345020239233,-0.8010719357540925,0.6789356870607921,-0.39380091331368133,-0.041978014345112814,0.6872297252971481,-0.6318918870479577,-0.8255544503973027,2.1396806327636684,-0.8530027653966626,-0.7462798338768252,-0.45918402401860836,0.811663800817891,0.44127928592491383
SIDM00003,-0.6658934597347597,1.1621591800580768,0.05400527307704777,0.4982269472265475,0.04414557218310443,-0.6343942308290649,1.0313315800221576,-0.6657846145922641,0.07913060545467697,1.4061948316585395,0.07002292745397048,-0.7496501220267475,-0.0936820459584005,-0.6527528130771467,-0.5804620135113282,-0.7655183068739198,1.218784627995348,-0.8257290243142887,0.09477526193430223,-0.5291719663470276,0.791201656387022,0.4275790039404507
SIDM00136,-0.5659090061984831,1.3746060245853753,-0.1865658213225791,-0.8377909618486158,-0.8897242325711355,-0.6564028076462981,0.4659581262015538,-0.6697606184658061,-0.5960635194827573,-0.7885033035451234,0.3748587655059539,-0.8742011701796452,-0.0633247421571346,-0.6307709124636209,-0.8844683749411726,-0.7377997414246408,0.9402701913614948,-0.7477092976946278,-0.8387016037391248,-0.7606803523480792,0.8183682456333804,0.21575448969680527
SIDM01155,0.3873048821335058,0.9629100073963506,0.05249680407236501,0.8291098299699902,-0.5396402971399744,-0.5311349600527755,0.8944443413829644,-0.7513909855179262,-0.36466677913997997,0.18353844039334638,0.6384356115458987,-0.359554502047955,0.09418387144812282,0.7602554891075172,-0.13748412723258224,-0.791467107912948,1.9302322391105105,-0.9048775139489916,-0.17191575993942648,-0.46190567189329895,1.1447797359472767,-0.025224863662993594
SIDM00224,0.17105965431697548,1.0307348835695336,0.2869255271753893,0.5548179071355164,-0.5440793260609856,-0.552951072480913,0.7903087199004973,-0.6183742937714917,-0.49847599300879813,-0.7392558736299718,0.13751133155115053,-0.683958826324445,0.11687948793004685,-0.07493184672658389,-0.4702713065214819,-0.7649673847875211,1.2669124340205151,-0.7083573604665484,-0.5813623030761786,-0.37471205833226245,0.5647499032181105,-0.04060760004616409
SIDM00783,0.4912132949581878,0.7367710800111879,0.6180120738327787,0.4119908537517131,-0.3207972054391642,-0.5277081376455394,0.37330447259576965,-0.6987656034463546,-0.5045493610592006,-0.012626040172384698,-0.20695010085684942,0.6431881247164928,-0.14682817344218604,0.4323802760130186,-0.35743299332462614,-0.8214819018078698,1.7188047240534472,-0.9557477250419341,-0.8023581350930337,-0.47780505787405336,0.8604347069557058,0.2012342535709259
SIDM00490,0.4883658278200403,1.1148965988621633,0.5475874521935623,1.3480425248992718,-0.5426600724558032,-0.2070232640739414,1.2218385969931793,-0.7250129543460698,-0.4033706579168501,-0.14799223150469548,0.24701353498986856,-0.09565683692619681,0.21043588114930104,0.6774761251688415,0.7446465964701571,-0.7823244502220393,1.932751099480169,-0.739871756778393,0.19146387918055735,-0.3853331376698157,0.984553993146435,0.4108796528255687
SIDM01090,0.17308837287079087,1.1410107347174554,-0.16138043823933848,-0.7949763103184726,-0.8517620500926458,-0.5351542453307394,0.8175465125231305,-0.36696999800244146,-0.4216857015291797,-0.8612608888404967,1.0646026837267946,-0.03410226766184333,0.20744241699532284,-0.3910752624150525,-0.29357394302899564,-0.7319915594415384,2.1565589065334594,-0.8394115999865847,-0.7569257347377706,-0.7180541330299284,0.8175788878698533,0.08534560677016922
SIDM00394,0.7571150088941717,0.7671113696222579,-0.31722313302224703,-0.967099683770146,-0.8611725270909459,-0.45862496875087005,0.7658015245881066,-0.6737403643793473,-0.3993298980325951,0.42486125979105266,0.10180853420599442,-0.254927775629078,-0.3947352133175801,0.6211592013456713,-0.8729904389866754,-0.8074587332213355,1.9894347285061964,-0.7651597542917347,2.0787320948953267,-0.558683312038641,0.9823213686647458,0.3335894935284185
SIDM00538,-0.6223324662247971,0.8378585167577913,-0.08043407912202168,-0.8673397223448961,-0.9125505395025415,-0.6396839493800823,-0.19723282952970697,-0.7919309095716981,-0.48869248180943714,-0.562001434072868,-0.09430061465467582,-0.6207687196889279,-0.0011161635518264611,0.17472483867571248,-0.8263706917573154,-0.7847127276484921,1.980663846017393,-0.7448172838552037,-0.7052420917104537,-0.6514448672676427,0.576870858606557,-0.19639904360360666
SIDM01140,0.6961411080063268,1.2254998058782367,-0.26523385367380053,-0.9048239869134663,-0.9587099977021222,-0.45880540971604955,1.291786468663154,-0.7232568815877615,-0.41113578489080704,0.2893007334782239,-0.2751930243465087,-0.7407867364478555,-0.12966762128029508,1.141309950769748,0.3455644421515946,-0.748506980064062,1.1300769178776517,-0.7591319306895473,-0.8842299081379389,-0.6652083448750105,1.5210238439293349,-0.0068353851710061305
SIDM00101,-0.019015241292741222,0.7066115083652932,0.22120665595953148,-0.8861706233630852,-0.651776102097858,-0.4479582610758616,0.986027006155669,-0.6744069291359542,-0.46773642255991554,0.7369720858856658,0.6924582542877006,-0.5233575984367373,0.013336734922899744,-0.3904274752000029,-0.8637458278422059,-0.8024049305577456,1.5582219157996309,-0.7624927344728941,-0.6913361602098096,-0.5086613417751108,0.4246555937249779,0.1395577463025134
SIDM00114,0.8742736660574477,0.8254857915102423,-0.09850486015054832,-0.8088000965598001,-0.9204401651473504,-0.6557632581380649,0.11283828260794469,-0.4633812351141211,-0.7126849488045303,1.042456220505346,0.300929715017845,-0.0058725155793366325,0.15350436280996657,0.42397013891293384,-0.8820190964949371,-0.7986633627657312,1.1000390794302342,-0.8031846986352199,0.7122961175768828,-0.8087847923911886,0.5709579477250197,-0.06710522242033722
SIDM00102,0.9092190449300703,0.8912528246812863,0.3007427933265793,-0.8975677635024182,-0.6534164815442288,-0.4410205170093373,1.0758651289706973,-0.7208909250973989,-0.5812502501756603,0.5950660261658031,0.7619064855266902,-0.6209729668235874,0.2769539085739199,-0.09222800712342479,-0.49143009421804085,-0.6971720082461625,1.5084960124612201,-0.7713683506020259,-0.8311442326945951,-0.40749783672454526,0.9405733061952246,-0.005017142907858431
SIDM01122,0.2920918568391034,0.9249787992492422,-0.4114928363528341,-0.9122604317451875,-0.9371159684471908,-0.6574164194106538,1.3260835511792137,-0.7555844912774113,-0.6770233701495144,0.24821621208493713,-0.051334214359040425,-0.8102656506468042,0.11936279888729864,0.8288946216655789,-1.0500819456507886,-0.6516444333817188,2.0791089695995955,-0.692513607444502,-0.8628580979146521,-0.6728641359886254,0.9655785222697895,0.12522340111258456
SIDM00261,0.10720574464389915,1.8369163819699317,-0.256952438550457,-0.08974396285479756,-0.6633148604335297,-0.5761063732738915,0.7722765259280362,-0.5971278650460213,-0.022167740378169418,0.17859878732095286,-0.09686264285756188,-0.8149571875710182,-0.15554039361118793,-0.14180449058308917,-0.31424394151856405,-0.7704213080237073,1.6913155720262487,-0.8541805979622245,-0.9991322367102728,-0.36837277196119955,1.1266813216598486,0.2896475733382008
SIDM00154,-0.6112621050567244,0.4046351614024312,-0.012596853165187721,-0.9909584489282273,-0.615564216449905,-0.49158959411370096,0.7616755870750829,-0.5109774291636318,-0.45586078827866877,-0.6410427892065642,-0.12040853738213993,-0.41137235507661624,-0.35669036404319054,-0.4255682832164999,-0.8662483608460381,-0.746077433546217,1.6698280800551306,-0.8132523731858813,0.11967746302037051,-0.4105103553509008,0.71545032463189,-0.23576295865903282
SIDM00104,1.0604031398169718,1.356879728568785,-0.13431519704357203,-0.910024720450862,-0.9119189707043354,-0.5422700787514976,0.7971716215950126,-0.7425028562423871,-0.07271081134541242,0.5477884318400161,-0.12619577788741912,-0.15456454862400987,-0.3331678218098765,0.9526034590592926,-0.5285222131791789,-0.7108302758442133,2.240381629066989,-0.8146637158803294,1.8629274242978868,-0.5513266608817947,1.0793062552639439,0.6295629225327735
SIDM00267,-0.5438709867443738,0.9516176610023784,-0.3506088204756126,-0.5666313918902727,-0.8329350791299891,-0.6318554865861438,0.42939403101431295,-0.6791126914264787,-0.587386194655846,0.2529560869869356,0.13700542118767628,0.43349588706463715,-0.1613442603056604,-0.7008845682087953,-0.7416495292910406,-0.6706203516473911,1.1042539917797154,-0.8062223848019844,0.7797470176676853,-0.6613758956583982,0.30925096992406154,0.1618435265910724
SIDM00100,1.027588842586892,1.1273588536471504,-0.018894723670627386,-0.9405615862074702,-0.25722869776184354,-0.39122497994908756,1.2799109471236363,-0.6377517527196169,-0.1436518296717394,0.38850117096212017,0.598356582208255,-0.24963527897321394,0.29964041401619207,-0.09699585596359926,-0.20524314777350436,-0.7430187139542616,1.4333892058591695,-0.7943607736657873,-0.458178106175083,-0.4690865773958514,1.1326038459366,0.46584148929163743
SIDM00826,-0.6588816998891331,1.0142130855884863,0.12814693445501882,1.1504220468222164,-0.9169443069025891,-0.5622119596979268,-0.03225797853424633,-0.7113446848999241,-0.7221836381111498,1.934882337653039,-0.14212308715549765,0.006054986329268996,0.15914814563454985,-0.45817617150494716,-0.9246627087905132,-0.7369370348819883,1.82870642094746,-0.8214441170593062,0.14713913045065766,-0.7765901922225132,-0.602597765385076,-0.10114237202520847
SIDM00310,0.3529015708680724,1.02661762595017,0.06570899719918774,-0.6326383846718735,-0.4164359627183068,-0.46248675686555946,1.1882551710766642,-0.6078413895327425,-0.5071889968185342,0.13438712242439646,0.8951165235097908,-0.38925449639403226,0.02004830892902083,0.5319904376914665,-1.0038440749000987,-0.6983605298307614,1.4691356685444916,-0.8870800243538245,-0.9074277854764513,-0.5519280839204388,1.0590475255045535,0.5672561832876553
SIDM00482,-0.6080170753245244,0.8810005639651795,-0.297073157352651,-0.7785804048384645,-0.8526823388678942,-0.6011178072521931,0.4379541060948674,-0.6680276903810322,-0.4685934934436844,0.07589043535308337,-0.08513790629548217,-0.6602498566676228,-0.22644060934911195,1.1389432884835544,0.535957582134392,-0.727244002107572,1.8767755146667429,-0.7432423138891248,0.2829736307700623,-0.6385431241736272,0.605430416511031,-0.03398768883805189
SIDM01247,-0.5092507404458627,0.8766977339186963,-0.3622610754470965,1.3546733337663899,-0.908775556564043,-0.6435021379487731,-0.7836622170890064,-0.5837862287832694,-0.6636610989556448,-0.1843129722465417,-0.008799527232520327,0.5613270799756259,-0.691120669633667,0.9540138102560487,-0.9062253701755957,-0.7860973935332645,2.4194625667021157,-0.7824174795802153,-0.47503827474597715,-0.6790567226162135,0.05585684814958502,0.13238093382256147
SIDM00817,0.3913604697136591,0.3125229287336232,-0.29921063182280677,-0.8423099157601913,-0.9117046932759562,-0.5606707403016413,0.6267810333555355,-0.6627105867888639,-0.7545360935248786,0.6477736592799206,0.07569955596789343,0.14892751337964333,-0.008412892236281517,0.17768912189084987,-0.9249400961158579,-0.6770259317455379,2.009487106243038,-0.8385495256893561,-0.8101812203102553,-0.26704575594499264,0.6084726137412237,-0.04181639873931382
SIDM00448,0.5824351135939047,0.5428637439629844,-0.21416779740118583,-0.8828826837728586,-0.8629906425234275,-0.7218950024676543,0.08748996194400305,-0.6412003860652371,-0.7394120131755872,-0.5075347801835726,0.6073800764411625,-0.7431395847247317,-0.42464295307422123,0.9979644327245663,0.10898948526076693,-0.7357472084539342,1.8433189208281964,-0.7336176941376494,-0.7314418233760335,-0.7239584224886251,0.36976349759514093,0.20853592882942343
SIDM00086,0.3545634886982544,0.9166787778489404,-0.2523639698554448,-0.8296115407632836,-0.8909980185834291,-0.6170227538315562,0.8071740684364331,-0.7001641561444121,0.028839079913271174,1.114666015960331,0.5326431812769731,0.873443000466476,-0.03678581025735721,0.8417069186212732,-0.6307034918147235,-0.85314596607244,2.019390603837422,-0.8579528818690734,-0.7785760482653359,-0.4714699142589451,0.9771727349156936,-0.1166012157173904
SIDM00466,-0.6194660054395483,1.0198043493603246,-0.1523241596574471,-0.9433014063947424,-0.9363613808765126,-0.3731177541412148,1.204132228249171,-0.6348296535424223,-0.6549944298162451,-0.3246704383526111,0.030660037923362516,0.5869165263079698,-0.40672695016387583,-0.14929315102158142,-0.9076745522440283,-0.9127943999858085,1.5972456845665857,-0.801485090223317,-0.8092937298282463,-0.823576315015652,0.7537602012904018,0.014358529409608762
SIDM01132,0.2267252400513338,1.016380202966233,-0.3611945985919431,0.43069092997730224,-0.9435463104348106,-0.49423687735813937,1.1201594642150712,-0.6576592333391273,0.7119982923580858,0.07336072266593421,0.3135902431187107,-0.5890249997051062,-0.03827180324831968,-0.44741715873630084,0.5095895988596187,-0.8114350654863264,1.442135347188976,-0.8390372118617337,-0.7557884761600764,-0.6134037906010725,1.397462111515553,0.2760408557294056
SIDM00465,-0.5452532401831423,1.2558266027784482,-0.09369588001122034,-0.8198467303244678,-0.9028193941944054,-0.5324193839950638,0.3389664112119453,-0.6677488843404712,-0.5717738362135633,-0.32420112370040244,-0.17730876338058266,0.2754995708630864,-0.039565928723896984,0.4893075683191022,-0.9158228295011996,-0.7956539256952103,1.1610376800434545,-0.7375168570932106,-0.7255491238757896,-0.6557384411299779,0.7821544008655714,-0.1388256422925199
SIDM00565,0.6788313833089312,1.1675372386949394,-0.29426999242565,-0.8951175048001253,-0.9415010047548434,-0.6168484434637185,0.9737158361761178,-0.7170350185941115,-0.662554447432114,0.17118010985833018,0.009943508252365396,0.007517565107079713,0.3124385917275496,0.41815036413079226,-0.7177915558657063,-0.8246572813917847,1.4370016779621493,-0.8342938098663201,-0.4181542149537182,-0.5258082958676976,0.9236188765021079,-0.13106149411490126
SIDM01092,0.8097056483757499,1.1720450207265045,-0.2582402558281051,-0.14862394530622838,-0.9904558257152123,-0.6284826534954618,0.6825334871097203,-0.7578625810360186,-0.4113105338022319,1.3111068777851926,-0.1251544592005095,-0.7253182940842844,-0.25226806416689596,1.1604509120776976,-0.39584192558032966,-0.7831728623509631,1.7057035343803726,-0.8336841939877958,-0.8390385701192083,-0.6727533446609745,1.4944086121192774,0.166911840254668
SIDM00218,0.5127098213567356,-0.10084730793884934,0.31686138007757536,-0.7688975746392039,-0.8505416360030504,-0.5088252671995046,0.2091052414322601,-0.6190766319974904,-0.11000565688125578,-0.0647468923309762,-0.09053966923144807,-0.2797805214688933,-0.34894319705013055,0.7400229849202589,-0.7975787944876387,-0.7949890188839942,1.803567598220804,-0.7273104128889312,-0.7213224944806803,-0.668599618087564,-0.03161587406858288,0.11693596169793788
SIDM00044,0.413441406169006,0.8882101343840241,-0.005992395445086052,-0.7398300455998705,-0.9483947270116583,-0.5604287461934162,0.4868866328345295,-0.6559348446958958,-0.30896312479387567,-0.7316259211304001,0.679101809848093,-0.723220895713051,0.05863355846546612,0.12090367051985966,-0.64649921364003,-0.7366361977658695,1.5631862000873598,-0.7645213957487981,-0.5094369133484627,-0.44575556525643184,0.7135435967400241,0.020756188183347207
SIDM00362,-0.6502601807468142,1.1912862015805885,-0.3415597616736972,1.482836795315613,-0.9172739996622826,-0.6323892331138257,0.23058033784986393,-0.6445478512440008,-0.5814236670862992,-0.7198701126379728,0.04975674251815025,0.6501384573286367,-0.18534920628698476,-0.41871901959219915,-0.8781508987648164,-0.8419617105746712,1.77837548140183,-0.7177263048854563,-0.7541114094356169,-0.6296504759664509,0.3710581812691965,0.1623371736713452
SIDM00813,0.17415741303263352,1.0360790042575219,-0.2966227012385187,-0.9208084792877437,-0.918656816720293,-0.7254971329329519,0.4124311588083321,-0.6441585051886389,-0.4622730288505622,1.3202626194400895,0.33717000886989845,-0.7939225684504276,-0.2887047858037425,1.1108394547905807,-0.832612664466514,-0.7885574569483954,1.9255278491336103,-0.7765906703019257,-0.7667096348625656,-0.756952480808691,0.4470952079888214,0.11410718156938397
SIDM00364,-0.246162409487021,1.0482958649045468,-0.268997703984452,2.464644861296121,-0.9266775724947648,-0.5578195762752226,0.7191990025998944,-0.573350578060592,0.03454162806096481,1.2751850140224459,0.3577752802300613,0.7629847672513005,-0.10168032321144647,-0.18365441459267776,-0.6095774737079571,-0.7821600220431976,2.469966195994033,-0.7038232919844568,-0.6057136139063449,-0.6144760755226759,-0.07882703151425263,-0.22379754216085532
SIDM00792,-0.624143736473995,1.2779678596052237,0.11446548656076334,-0.9431186396335011,-0.9180713328488689,-0.5831185128794953,0.12128451233406043,-0.6407906792338018,-0.7278289786054225,0.2808017663257385,-0.21343615660843554,-0.3881829507079199,-0.1826262323567945,0.6718953709364774,-0.7468238826039011,-0.8287232978292729,1.3732456512080105,-0.8316512904153688,-0.7101350054349952,-0.7656650780411143,0.4283320251819898,0.3536239217654574
SIDM00241,-0.29783228647177645,0.9703484254568213,-0.2391670854690632,-0.7738393810505333,-0.9515648663268433,-0.640245765322892,-0.36917724913115857,-0.6521386356757338,-0.4100881733403683,-0.5718854001666922,-0.1264840655903064,-0.4077951499671185,-0.10010983607017136,-0.2416827907625876,-0.6904512980901265,-0.8566510404137748,1.3687758638823548,-0.7879023804975921,-0.5861168101388197,-0.7548534711252799,0.9729600193891899,0.028507406614611312
SIDM00091,-0.44970711564623916,1.1224673378707275,-0.17091922220118688,-0.8127141892587142,-0.7394663096802929,-0.5248299735777545,1.2065128199279056,-0.7710061401739697,-0.3481791575589805,0.2644820457252688,0.05894776999555138,0.3660599611689619,0.05954249476709573,0.2335023304517228,-0.6878713585633152,-0.8150483024597818,1.6812209707464312,-0.8817009991163803,-0.7458449476049744,-0.49993122850191113,1.0869575434155803,0.16742434345021867
SIDM00427,-0.20100006900410267,1.1696486536200286,-0.3403983687433591,-0.9162408668755275,-0.9259239095645222,-0.5346998560660454,0.41923376094153725,-0.7318584456122457,-0.36531395535621014,-0.7166848480586558,-0.30676806908381404,-0.7763497775984908,-0.365698881812471,0.7182927846714723,-0.26700772082777063,-0.8445490061178181,1.5170749921731475,-0.8535851767597364,-0.793367789729238,-0.6035232471825932,0.6624966697292867,0.1467241605247653
SIDM00758,-0.39832235157026646,1.5999464736098814,-0.21169174124612625,-0.8535444040846304,-0.8739941719957666,-0.5081395861327168,-0.20113147603560055,-0.6728062177427406,-0.7242691705288818,-0.6035074613041206,-0.19577581657091608,-0.28949589787784263,-0.3994570363043461,-0.02067227767822712,-0.8805702871281138,-0.8870697920223399,1.7568658992549049,-0.8091233980292886,1.2503991032374515,-0.7402797945525997,0.5033879021041039,-0.26097896937818943
SIDM00612,0.48886784625719437,1.5240723200780815,0.5335155155763797,-1.0070673174291396,0.8299474237450586,-0.46192288867233605,1.4890989672054533,-0.8007793595019067,0.10151986895548056,0.9679340018089704,0.6425106772717223,-0.7390899375666832,0.21913289664642518,0.8659893225718439,-0.6427458494661817,-0.777286785430544,1.5725398678027918,-0.8494245986958455,0.6270731386282166,-0.4688173452706152,1.1977597759219099,0.7361186948135677
SIDM00553,-0.668014913532669,1.2348172661781462,-0.3216226699791169,1.3890187436809933,-0.9106495909200149,-0.6533909485530076,0.7156244309006053,-0.6406563312868262,0.2520455803591371,1.2581684110980076,0.4490642003494594,-0.6972485222944915,-0.18724221610776942,0.7076216537787645,-0.911917852619797,-0.8170553228430439,2.2582434122872193,-0.8349908878153481,-0.8192102941329413,-0.7398745901963352,1.241270029726064,0.291136810707613
SIDM00343,0.3623897607199918,1.0460632729529051,-0.12933215919880572,-0.6361621042185852,-0.5129513634646804,-0.513912497867994,0.7833580407945574,-0.7394936746630423,-0.39787285613362355,-0.03276275133445411,0.39467201230063126,-0.41077708175433897,0.12712183053897091,1.0755766832318712,0.4309248085018702,-0.8315671047095818,2.020287808208908,-0.8569470355936422,-0.5215870189151864,-0.5557075000874667,0.8151626281313947,0.23775107878712318
SIDM00543,-0.6242765712777961,0.8913013955803569,0.2573268622371335,-0.17803752713934995,-0.5345296802802295,-0.4386682544268216,0.2850917123263388,-0.5631644958108474,-0.42534103391685346,1.6494138018673454,0.3741200181587247,-0.7544089084886774,0.33394972826196523,0.07423591680659417,-0.7640903782116317,-0.7644267448061303,2.0617519217081957,-0.8240188605405446,-0.4594541174774824,-0.5511848274304962,1.2608430714361674,0.13227326712459256
SIDM00537,-0.6114180559779775,0.9261661898881953,-0.09291156445907418,-0.12247760239146957,-0.4480145966153167,-0.8094860950665701,0.13399387963475873,-0.6576251517664747,-0.5209877205368384,-0.7229003997340446,0.25241264590429185,-0.6969332613969541,0.15423707671470493,0.06169376460850041,-0.983814406207761,-0.8086935660396831,0.9869026242622585,-0.8029621883024401,-0.9164074668006768,-0.7277724647890896,0.6063630372985231,0.04582325563906966
SIDM00332,-0.5734129015025383,1.2082877148878846,-0.2205075403701355,-0.4008056565829002,-0.7393709756627709,-0.5264506694162141,1.300807067087438,-0.7074586130324078,-0.5895009046654234,-0.5322413965905433,-0.2711649905846922,-0.15700926631790088,-0.16835018637237922,0.4106977844082811,-0.5501864906179333,-0.8869620402460002,1.7787525405542413,-0.8211678000837561,-0.6102818028602564,-0.7514806626992878,0.6043712430597646,0.08249912938360361
SIDM00299,0.5253942712327406,0.516254032552842,-0.12135661990226149,-0.7433275585029321,-0.6504368086683834,-0.5983138564648828,0.6372107593304235,-0.7525217829850234,-0.11490408940299238,-0.5706910069673161,0.3245740965816595,0.4878128417650147,-0.27102499588197504,1.2746919509924688,-0.917025094445097,-0.7381087381616267,1.9126452736992,-0.7835276893750027,1.1155680377381616,-0.5350721562991748,0.7853052989908528,-0.265168622138496
