,QDPR,ALPP,GGH,GCH1,FPGS,SPR,ALPL,PTS,ALPI
SIDM00490,0.8865741338028246,-0.9048287878774888,0.4081480336960788,0.339538080184169,0.3896732059049372,0.9491810840578969,-0.8779029343968628,1.821233161514035,-0.8287717569343757
SIDM01090,1.5358105539858269,-0.7932163521812577,2.2787326753063812,0.43899057513626066,0.9507304117394074,1.5980354336223024,-0.899726386072119,1.3769434013204775,-0.7796649962507191
SIDM00394,0.7450470769648748,-0.8225855491720162,2.5816691951147615,1.4039035177034929,-0.14954658121779854,1.357809715484524,-0.7676720648239581,2.268040349444837,-0.7494291579336791
SIDM00538,0.41913834564732066,-0.811920992354429,1.7777818623556525,0.0038244121065481,-0.18739162994312486,1.6793514065268478,-0.819251136966368,1.6963239674937327,-0.7704922460008313
SIDM01140,1.6964828093945103,-0.9524128066169358,2.383436731460603,0.2633319659515859,0.1798610341884333,0.10990625602672831,0.20184788389475902,2.053714046756185,-0.9035621470193176
SIDM00101,1.727473462496138,0.1461321422286887,1.9960829125394366,0.18967799995631038,0.47847779224625886,1.41894920224284,-0.8955125031886961,1.525419382712683,-0.7895323385889025
SIDM00114,1.3086918146755286,1.145343629540165,1.9622248331080792,0.1413199603666659,-0.462214398770397,1.1428428440822647,-0.8119858269661132,1.9017233302018306,-0.863978702642436
SIDM00102,1.2958465294988668,-0.8693624114071388,1.9424518215117226,-0.4972530639208756,0.43596133915976687,1.0665383295995394,-0.8735447389094965,1.5557455042336175,-0.8767103752860604
SIDM01122,0.9808605148543764,-0.9697908243640856,2.3134440343076443,0.4766211443434297,0.15714218132824206,1.0855602031883262,-0.8266600841311771,1.7931896269002965,-0.882092394350993
SIDM00261,1.1182866771792759,-0.8635209155160832,2.297499772578656,0.1080384856562124,-0.3719948442855863,0.7332714178124341,-0.5271934474171792,1.9099104373828806,-0.8928406369789113
SIDM00154,1.0538017967498574,-0.9342641895340545,2.029877477673329,0.07184277270618089,-0.041741631413075526,1.2866526516182364,-0.8061316432483251,1.4594568995193258,-0.7351176806546006
SIDM00104,0.865016145836122,-0.7172733297895109,2.273149640459247,0.6970218547349264,-0.06783684703165063,0.6773517459831454,-0.9185324008893824,1.968662145594946,-0.8877044607270848
SIDM00267,1.23941685858211,-0.6715388150626597,2.7999145857672305,0.35122057920099814,-0.24668515944757224,1.7811024414436276,-0.8183963868552028,1.7867408506263989,-0.8335367669837662
SIDM00100,1.2320169501834264,-0.13018155916131915,1.761138867537638,0.2609196365589538,0.1601447712396442,1.3303729432953302,-0.801556124272076,1.954112315348418,-0.8683331029570813
SIDM00826,1.2294455144606464,-0.9510752236150682,1.8411141855600408,0.38036409109620983,-0.4480658357044927,1.192957364683492,-0.8610753283927578,1.77417426623257,-0.7958454864098875
SIDM00310,1.3609484431157381,-0.6299721492906154,1.6215842394658686,-0.007847820198471377,0.5855209304283251,1.628340300179745,-0.8509727781075871,1.6240020076533748,-0.8355406317171782
SIDM00482,-0.513303994001679,-0.7793238555832122,2.3829667391333476,1.1434344641414185,0.001383650828367091,-0.5741975685733449,-0.8344950348074955,1.525884452404609,-0.7982559376759217
SIDM01247,1.0605699468791756,-0.901712621962191,1.8008860990454787,1.5087094847223568,-0.5247702195492167,-0.5692770537411397,-0.7641202927726709,1.4237600461678872,-0.8687931244165547
SIDM00817,1.1647540201943334,-0.839040443143237,2.5631320066447825,-0.921289240383605,-0.27408568178127285,1.039535260571832,-0.8556559970236832,1.7531955213612087,-0.8275110885144574
SIDM00448,0.11018385714730006,-0.8489662848844074,2.103111634817851,1.1080929050739912,-0.06646515377241441,0.2535661031078987,-0.7563484485676008,1.5115191284508627,-0.8832245747174275
SIDM00086,1.3141128011704135,-0.9067731351945589,2.6245426998326313,-0.41572440384593634,-0.09917684928727487,0.8439044570630284,-0.8363849754550063,1.6533555402232154,-0.8311567081563541
SIDM00466,1.8291915611183758,-0.9239636742001931,2.2632201789014634,0.002313069657194735,-0.28762296944618454,1.197301143092257,-0.8689213629410951,1.036752306157803,-0.838299354341279
SIDM01132,1.6298817483680654,-0.917512201913261,2.169267308852125,-0.12550073731647865,-0.15709572309712616,0.05161104700368455,-0.8327335546737833,1.4582288322220294,-0.8243754657562345
SIDM00465,1.1212938646220931,-0.8347992584046144,2.3374188746725104,0.8880336463866086,-0.013722612119289001,0.4474157270302921,-0.8740397483574518,1.3605549983121819,-0.8355935524027845
SIDM00565,0.9443087876302135,1.0809565458428392,2.1923421697108134,0.14387690803735115,0.19564276031446368,0.6792031556099657,-0.8814034125398289,1.5043177555366287,-0.8880298127110829
SIDM01092,1.1844920963875036,-0.8814638661423001,1.8309739818410802,0.8137751531664216,-0.008728952299031352,-0.04517997106599659,-0.4802449737787701,1.0177718829323272,-0.819342029247161
SIDM00218,1.0616797867137706,-0.8630226324831689,2.917966706057525,-0.6109819346451769,-0.24242330495456693,0.7428960657347895,-0.7611401652254938,2.203206894730554,-0.8699412228756
SIDM00044,1.385913835175442,-0.9616073817256401,2.4280272497893756,-0.7397495417001757,0.5604113848811203,0.9232449718095651,-0.7894912528530208,1.6248898724345957,-0.7770533608343716
SIDM00362,1.3347384089121768,-0.853805405859945,2.118318986584581,0.3011519261103522,0.3363989181709363,-0.26672897313323585,-0.7194063222159238,1.3809727873859243,-0.8317282383228601
SIDM00813,1.2108255137485462,-0.8698079868757238,1.782221436847923,1.6211209877493873,-0.1934480624972536,1.3204080333977248,-0.7977707291234262,1.4851184758284988,-0.8734371457880494
SIDM00364,1.2969068111790731,-0.8718656339116184,2.2535224635867226,1.1276019918007605,0.3388822207415384,-0.00844374614119845,-0.7170532057809106,1.4974701335455163,-0.8216928757496565
SIDM00792,1.0968780073247713,-0.74320249823368,2.9038247018255943,1.3385656733555047,-0.3901353821842072,0.8871500690314953,-0.751076604933361,1.8484835720600918,-0.8328233578189919
SIDM00241,1.424158123964451,-0.968485913125471,2.811320922643017,0.6088613742362908,0.16170377499165003,1.6919645137101058,-0.8480751053606862,1.4984322766955418,-0.8821871786028794
SIDM00091,1.0485153780563197,-0.8151662687674827,2.3806376731679504,-0.2371691600530587,-0.37692936672311306,1.438043171854552,-0.8762083608608059,1.9243463156499325,-0.891302168291488
SIDM00427,1.476438315178574,-0.9665834279805889,1.7741507495629927,0.7165233718101,-0.2124426229062995,0.8200494341813263,-0.8075989186939694,1.8536426540120396,-0.8878064603960184
SIDM00758,1.2717140668502922,-0.8963256206586878,2.4831241765383045,0.3024787440807559,-0.0034577635166954572,1.7911363056744967,-0.8172361323259073,1.8197892741363937,-0.8387125491442072
SIDM00612,1.6250835785460436,-0.8650041395261155,2.655969791386707,-0.6797588014107233,0.098204742658067,0.6291918537335722,-0.8338681120595837,2.082600871056565,-0.845943574467484
SIDM00553,1.694629628288848,-0.8103477919336428,2.3978858909748078,-0.8482029606830314,-0.002653572789724481,0.09332195318176138,-0.7823497226942513,0.7804251587724408,-0.785559086022131
SIDM00343,1.1284142289650692,-0.9365928932010309,2.7377653620884455,-0.2450829911380524,-0.26611561665568556,0.2552686022690481,-0.5709246417431267,1.9254502623998957,-0.8110253740549728
SIDM00543,2.2028549042753363,-0.8948903621858758,2.6967191208325287,0.06895821456669,-0.3620264339545948,1.8069741008489868,-0.8696837572545844,1.6207897459168337,-0.8475277675008116
SIDM00537,1.1983099619495579,-0.9017406770025094,2.7840758482621335,0.9641567801527886,-0.20287686722069595,1.3679020000770072,-0.9136658449111589,1.4733550992717404,-0.7807554588372284
SIDM00332,1.2272276798291681,-0.8754218690176936,2.369798395785013,1.3059585834278336,-0.156326886995715,0.8009546032239624,-0.873764556500118,1.7687313648969665,-0.7832982692145976
SIDM00299,1.4425901639440486,-0.784709832949515,2.3183469856580357,-0.3812570087255415,0.030853690396178864,0.8776292052778212,-0.8797300916906033,1.7554630529298294,-0.7742123620874874
SIDM00308,1.1301399287924125,-0.8177322767285058,2.5955446337815506,0.35833950770617234,0.1833437365688137,0.09891473929813069,-0.9121778412840171,1.6210928021222655,-0.8025298522305783
SIDM00227,1.2348175555305234,-0.8148458273255486,1.1464380019012594,-0.7464455849378784,-0.1603181325995567,0.6315930968311488,-0.8608029761699361,1.3568682162131005,-0.7539196778683398
SIDM00294,1.3344297472976487,-0.949489869730065,3.0349160525232364,0.3620498053651491,-0.1849890352634505,0.9270723708817908,-0.5270549824931289,1.723725809447279,-0.8204424054652223
SIDM00677,1.236219916062388,-0.7286750097164743,3.058167715742467,0.625513033430877,0.46989900853185074,1.7625768744867452,-0.8645857696405381,1.689349092000038,-0.8357800796137702
SIDM01220,0.9916826954025083,-0.8782145247853027,2.5593884813524115,0.3876931721379273,-0.1650115133413426,1.1463995286073614,0.33104522118066637,2.088213513374377,-0.9165736800089705
SIDM01259,0.9927873994383904,-0.9189055854412091,2.059275842647379,0.6097501677786944,-0.18541728821630932,-0.6350456431435652,-0.7732442801871333,1.3856558599407658,-0.8415430291161045
SIDM00680,1.412809701865097,-0.9167683676982867,2.679091058419076,0.9901676102414775,0.14587378191813977,1.2714478140969379,-0.9094910111114023,1.6920157740127737,-0.8315094535379839
SIDM00346,0.995413317714031,-0.8625828092500162,2.4135308074137343,-0.029480976224844,0.04563989633785004,0.38966676584350884,-0.8041193728372827,1.3567828959468426,-0.8317001983902619
SIDM00129,1.9799464549887071,-0.8692881529815486,1.9966287473675353,0.2019547706821227,0.04892951755522023,1.4343690442051165,-0.8772245742129818,1.662710039239661,-0.7444545102229502
SIDM00627,1.085361433973781,-0.806674467011219,2.7912644699983407,1.077279361439646,0.10164487241881501,0.8779958118332094,-0.8439068365912749,1.630935156643691,-0.8168597578091541
SIDM00293,1.5072064959039457,-0.9015905105140506,-0.624414535008519,0.8590054782832937,-0.17804775385541513,1.3037630013335832,-0.8042057102704542,1.9008397617936166,-0.8316738686448567
SIDM00274,0.6490829797877365,-0.8050615791552862,2.1358514539818025,-0.4877883059509531,-0.08111335407931476,1.3040956853902852,-0.847937495328487,1.1743798660544624,-0.852062634296022
SIDM00544,1.5785929302428292,-0.8881992392788635,1.3504439965894353,-0.05508499114940247,-0.13293753998142294,0.2147172585953435,-0.7830540091953363,1.0792365682581464,-0.8066589611386377
SIDM01006,1.2699022943396965,-0.8653980807968666,3.0052042391083607,0.8280494949473823,-0.2577779140161786,0.05488650966433175,-0.8371117522970641,1.6208123537648114,-0.8357441152333288
SIDM00302,1.4791048426977287,-0.9264477494235661,2.250362278613235,-0.143948361773885,0.16722774425758852,0.9077251234657856,-0.8117005254498048,1.5906993353299461,-0.8685865023635837
SIDM00549,1.3473192932537101,-0.9109944060852768,-0.4116234908235293,0.7633827995475843,0.8941881146280087,-0.2396325326079007,-0.7810280857857664,1.039977871084969,-0.8560035339768116
SIDM00292,1.6750786411442122,-0.9775638978394015,2.265295464345442,1.477941923755016,-0.14381054618112243,1.1262664097040047,-0.8413326813810386,1.6892054383569186,-0.927882547132638
SIDM00623,1.1265498257001847,-0.5002222151158708,2.128367786014646,1.180881004247525,0.23639456422804198,0.07844929418037051,-0.8067847444920565,1.10011934628751,-0.9024529845344117
SIDM00638,1.0082807942075225,-0.2505385987437007,2.142767132443941,0.7214576947318092,0.02477433786622466,1.3692163681143978,-0.8442349657471938,1.7975188619308258,-0.8031059223791053
SIDM00527,1.78707121570014,-0.954882979662283,2.5219695852072834,-0.22271079356526005,0.04815392879856446,1.144228069670103,-0.8284852854115556,1.5826121273720768,-0.8582438754943762
SIDM00976,1.2272692364759485,-0.8891360941862662,2.308973632025389,-0.5863930057932925,0.056605924798742775,0.9414846311219093,-0.8010474133383376,1.3565726932040674,-0.8543821939646924
SIDM00316,1.1937109850500816,-0.9017652815965267,2.2866802759133016,-0.3682770745125852,0.02788187491258538,0.2278457837229445,-0.857146720193352,1.5076648725491208,-0.8961057520786417
SIDM00326,0.9229216973293273,-0.7950227103970715,2.244783403966687,-0.3921187284139759,0.29617468625404064,1.1777848549720407,-0.7847817713163525,1.592156989715778,-0.8973866362109202
SIDM01093,1.2848266648347655,0.9835489544993689,2.4730833144047213,0.843442848843119,0.4574872555792173,1.1507303702360852,-0.8409154505284926,1.9856763538163285,-0.8474818908572342
SIDM01098,1.6142452354701826,-0.8882249919751544,1.8777160924381089,1.575431811034468,-0.05255271040181034,1.0375606395008303,-0.8739603162770961,1.517659041867373,-0.8828703792252149
SIDM00424,1.7346034285862577,-0.9004883155104548,2.2324519551536355,0.8528104086955051,-0.20654034672642693,-0.5152601700698741,-0.7885366561384294,1.8544304780369967,-0.8925977818140726
SIDM00973,1.0510758510005636,-0.8968901802572133,0.8261356552756671,-0.19749567792084322,-0.29738521050165123,0.8547267685168016,-0.8721124261764478,2.0069084892341147,-0.908219548094511
SIDM00411,1.4531082197801535,-0.8584734239687556,2.338853333253555,0.19928901265937518,-0.013295630297100748,1.3514327956836245,-0.9495128936115863,1.8947329249592475,-0.7651086465352172
SIDM00374,1.2810045067367086,-0.8158135656779264,2.3200259953686544,-0.45841662830258556,-0.025525186201667317,1.2600169926125573,-0.8105072615041096,0.8830566709818929,-0.867438390709195
SIDM01160,0.7400157977053305,-0.8179956766210535,1.5109056584259026,0.8156123090677317,-0.1559446159359461,1.2725074064862196,-0.8560624721369154,1.4654207746267691,-0.7248682397751923
SIDM00145,1.5395237117003198,-0.8561795593403169,2.0778439108492406,1.0662057727105951,-0.008502708468971122,-0.12068399694106971,-0.854280281681252,1.4190513464635215,-0.8466406226122412
SIDM00975,1.3679264985951156,-0.8986418695732663,1.9867882356169329,-0.8085287713479736,-0.22305642427612055,1.078976215166244,-0.8743812727175843,1.6496193391925016,-0.8565577595800139
SIDM00971,0.8223105284672845,-0.8705843469849835,0.8244581261172973,0.05057710918402843,-0.22554537250430295,0.9475378555604839,-0.7896792754859547,1.0505647438063814,-0.8620145044586691
SIDM00251,1.3121244762503983,-0.5841036207345405,-0.4064020251641218,1.1557430062486131,0.06474263755522693,1.5334851655247501,-0.8530081193366689,2.049600438492937,-0.7629521046628998
SIDM00412,0.7418559989860127,-0.9065198784804298,2.159957888939719,1.2620782741102852,0.05842902455653924,0.10862540656243168,-0.7216541084574988,1.2936165487166476,-0.8488446097765764
SIDM00023,1.07746626281764,1.2975047239005397,2.274324425979404,0.5169949895089115,0.209496015622909,1.4491861387536893,-0.8116394577453884,1.6199291220425656,-0.7667214350997213
SIDM01198,1.4569377166694677,-0.8878635739807279,1.9574594577736764,1.193300935034287,-0.3385729294134787,-0.2149370975647731,-0.8097685548819656,1.4945517875384144,-0.85326649692084
SIDM00441,1.291274837216411,-0.9232315464906843,2.291918710200916,0.35440643399868166,0.5558370695094332,0.9666175051722473,-0.8062804429430218,1.2790055047164273,-0.8401249434772278
SIDM00388,1.1740789863088712,-0.7743727977586813,2.3885586336429614,1.0378275550671956,0.42630068900619317,0.08865926277841157,-0.8007705979284884,1.1829637498291148,-0.8205988249065863
SIDM00417,1.5455629883006006,-0.8220760693237525,2.375423152763072,0.39676016284723953,-0.15936345229321586,0.0066348994476125404,-0.7356944136881246,1.1893435683546596,-0.7869452544889021
SIDM00416,1.1903458967799496,-0.9675461355953799,1.8145268680356161,0.8993223559170793,-0.246575624156824,0.49866376135576884,-0.8037288378506381,1.4380556683064314,-0.8123844661053662
SIDM00974,2.2507552103571578,-0.8838349653237975,2.417875894410867,-0.7393148322988178,-0.36801617764976857,1.1438224023641752,-0.8172737726135479,1.6596954892434586,-0.8404704282150116
SIDM00833,1.5111105016109925,-0.7719927209382393,2.2646257338503646,0.2631593448015283,-0.1710967644509921,0.8289706847994711,-0.9291930329524242,1.5809037427759494,-0.870707207965123
SIDM00562,1.17371359353169,-0.7696515574951135,2.8094589727460795,0.8191618270584783,-0.11053234795688927,1.75716581441702,-0.8010119921694256,1.745143418126973,-0.8566569360173538
SIDM01102,0.6178571991135536,-0.658014333139954,2.235815653120439,1.034840019782339,-0.3764554566361115,0.12675746530965212,-0.7963290286251804,1.4022451174072093,-0.9432904120936962
SIDM00418,1.2970881293955197,-0.9406685924571073,1.4593019858267096,0.04651872265989602,0.13662805825557778,0.8296748247817092,-0.8328981636308495,1.3559756975796218,-0.8365459673066905
SIDM00841,1.2996718379808931,-0.6284972365515388,2.5884670435956556,0.39338935089316857,0.1330529578779429,1.401804744026327,-0.788534191037392,1.8902256884462905,-0.8069377247616963
SIDM00260,1.0149772368939705,-0.8233577165977813,2.9170610464129854,0.035440546698837914,-0.23804592182287096,1.0521618598423756,-0.8518420794481608,1.7698652215377007,-0.8669594908175828
SIDM00111,0.8414645340653719,-0.8943945050836765,3.1782527884860428,-0.36709051889340355,0.020004855900586167,0.42617171955081695,-0.8545343643512292,1.6608941523387593,-0.8597553534655178
SIDM01179,0.7860294526553957,-0.8335438879351477,1.856173551393052,-0.9193406958497014,-0.15191401584648756,1.2212901934018305,-0.7967468764652096,1.3637593358994073,-0.8848032653453686
SIDM00351,0.9491300183402019,-0.6248163258033866,1.9044269569220624,0.24550275028399562,-0.05923437974797378,0.9050699550935666,-0.796057069778592,1.4278268152880467,-0.9123820080071173
SIDM01205,0.7561896919836436,-0.854038773275294,-0.6864103912607071,-0.8042304953363794,-0.051934663209448374,-0.0014619661609083876,-0.8057367779579501,0.7622737706788248,-0.9073806739255605
SIDM01095,1.3819806161227446,-0.9076085310616238,2.2381476673979677,-0.10109161251111173,-0.21782385418042755,0.563588330748985,-0.767180334072783,0.9563981895677887,-0.8465856288118354
SIDM01159,1.325561274571279,-0.911839861604572,2.4806011359388203,0.21125071447169083,-0.2162841685668061,0.9110870300136364,-0.8772094979225066,1.5542611730205829,-0.8273186305325377
SIDM01183,0.8029912614459369,-0.9128038892888175,2.967706280034188,1.188765664768176,-0.3336995074305765,1.0495952096301209,-0.7580194600994532,2.0196737197070864,-0.869401727134401
SIDM00328,1.1303212445247872,-0.9194459542330423,2.3775826825058943,0.8804280053160104,-0.4281408887426716,1.3625041048678415,-0.7917351191615482,1.5703000717939997,-0.9000525512889749
SIDM00389,1.416647855531677,-0.8633467290617618,2.133118675057034,1.2257600961381068,0.16748025378451945,-0.06252533429617883,-0.8108248513130265,1.5635372774284024,-0.8279182555299788
SIDM00489,1.3287288982384147,-0.9066349057775777,1.9736132485306548,0.2672669293832326,0.0020447350606713024,1.210425090591209,-0.8205463676712976,1.817018181149464,-0.8471103732089655
SIDM00953,1.7815307704615286,-0.9405835404277367,2.3196050121914786,0.8086021238533899,-0.03134793405873855,1.3638005354876337,-0.8286048593053648,1.724365551028005,-0.814271152504585
SIDM01245,1.1677559327292752,-0.8650890504376654,2.5819728437846976,0.5703840648520987,-0.0847258516388144,-0.05561854565434242,-0.8224901592846151,1.081901688483937,-0.7926614015283623
SIDM00929,1.4884391865208035,-0.9369339598736094,2.7160242094254925,-0.44501009758255533,0.06357485512986634,0.23659861231278884,-0.7079733619841911,1.9625260164178422,-0.795927453711968
SIDM00732,0.9034332884402377,-0.9147945840535657,2.081743060412671,-0.3078488169060561,-0.0785892230692624,0.6335887201537689,-0.8409795317645051,1.2505217733205474,-0.8046060615418978
SIDM01047,1.2928577675989625,-0.8903512480273842,2.359990546140832,-0.041330180355846784,-0.1801980726069112,0.8733760443128675,-0.8227044037819017,0.9257026670649878,-0.8306016541343911
SIDM01229,1.9006964907428858,-0.87373412919615,1.9040576210963205,1.6349709550481035,-0.37331421805576215,0.8163193021432787,-0.837724438685732,1.7734860512548776,-0.756189609335259
SIDM00540,0.5081018253348651,-0.3032343487644004,2.4720668889175257,0.26934912063973665,0.24559304584896835,0.8478206857436169,-0.8624926514123756,1.664113761038608,-0.8846264565674934
SIDM00264,0.9082387959261997,-0.9473931196657202,2.112336204925148,0.10085032571901985,-0.0779388195209715,1.3039506844266169,-0.874743813042911,1.412152860358482,-0.913146023941439
SIDM00842,1.6745085032881735,-0.8280500571310024,2.4207923997982608,-0.4162172052486507,-0.03860039718990665,1.2374225773207528,-0.7568146301364972,1.4400899423676414,-0.8412535905620684
SIDM00923,1.2948987538733105,1.2354009379172055,2.2755480277923867,0.5216861797103666,0.3116833205459369,1.6121356254936459,-0.8118488844160624,1.2857204246099316,-0.824062019935266
SIDM00120,1.4461829441041205,-0.9308562743022921,2.589165631809002,0.6599489915141934,0.34786428308417955,1.3448030409423568,-0.8623899475431138,1.813479921181359,-0.8639085989865255
SIDM00900,1.1760024198813332,-0.8832225385457757,2.3168370150819513,1.321302892682089,0.30029431744407736,0.1821551503215012,-0.8118103842320479,1.2179327876218886,-0.8383020237644246
SIDM00962,0.9924864225825696,-0.9075721658206131,2.8881236114386115,-0.13565117031427895,0.41919433112917037,-0.3280422540798603,-0.820554319838892,0.6561400686502689,-0.807505711960275
SIDM00889,1.2688067752887975,-0.900690284965304,2.3631531906940273,0.4226629096797621,-0.20291978508476216,1.3114107309853733,-0.8002188068623827,1.3627081348399142,-0.8324659688770909
SIDM00864,0.8932551252169483,-0.7867508422712245,1.4569206725369603,1.7924745125790946,-0.1619701777556797,1.295388828194972,-0.8727095709892048,1.7992320377211402,-0.8865120854673929
SIDM00233,1.4125991915714855,-0.8840370475693158,2.1146166537007822,1.699898729190986,-0.1867149937349041,-0.27922124223103756,-0.848469763051447,1.1723948138930618,-0.805514374173765
SIDM01233,1.52902265428638,-0.552103626283428,2.846414495124416,0.5101625689173769,-0.36261692711107385,1.421471314439763,-0.8613400966732652,1.8998066001751304,-0.535324804375133
SIDM00964,0.6714903275217254,-0.641164166883758,2.105111699309723,0.9809254372045114,-0.024227287526792627,0.762725997702723,-0.8312209227014853,1.7614315867539236,-0.9178206080050577
SIDM00196,1.16028035255117,-0.8755486126066702,2.5080207946437527,-0.006881171320642263,-0.05473033653583162,0.23837764232207975,-0.7263289484192361,1.5979505650477521,-0.8746267543480641
SIDM00287,1.110028854403464,-0.8777781513862104,2.1615448844454703,-0.6366421968630729,0.07772096565923448,-0.002634297444391513,-0.7954456838381938,0.951830009807043,-0.810290844336723
SIDM00501,0.9905673452886066,-0.21721133258737593,2.0946729247698372,0.4600279602921077,0.35391172655251996,1.4077311472513527,-0.8023891441738132,1.7408780048447157,-0.8511943971511942
SIDM01237,1.8210455805074495,-0.8879051944708142,1.1259228504879584,1.0348145004385987,-0.20895778212910995,1.4393181371786292,-0.8060388576989034,1.42589727947265,-0.8218985146656149
SIDM01228,2.011351530228787,-0.9278418690817198,2.8832575041736592,0.09629781261800674,0.05748593084487574,2.0409336669751394,-0.9011718687534495,1.5976261306662403,-0.8926181623306579
SIDM00935,0.7941363960135015,1.4843107238045574,2.5818589945183743,0.40582154716416446,0.26669326713893,1.0989809400785198,-0.8720755824137694,1.3828169206194232,-0.840130908621663
SIDM00954,0.5673139023493603,-0.8847421318121019,2.8819904245256085,0.3561316879865338,-0.2056536877077474,1.4937640386456819,-0.8711423189583031,1.6840888820946154,-0.8346330780889771
SIDM00951,-0.4987324944137724,-0.8915833685307071,0.7356181081729125,1.2379589161082136,0.07752674587286225,0.7289495491971724,-0.793705870567164,0.9750683199098023,-0.8851487806959804
SIDM00948,1.1612519113690618,-0.8750570980316257,2.3169086593435497,0.9206604676432926,-0.29967141055290253,-0.45185287779394645,-0.784303833939474,1.6474305757809284,-0.8441569007002746
SIDM00203,1.4901903055577943,-0.8624373009285341,2.602123461351859,-0.2336004180513849,-0.06492566572476506,1.0194499808274446,-0.8156846739363146,1.828755791228761,-0.9233329960238956
SIDM00896,0.7794310350463965,-0.8683475351627774,1.8809499467700106,0.8115343060832809,-0.06538278703909205,0.22021662525259267,-0.8177710358851218,1.541048279015462,-0.8277513396603514
SIDM00285,1.7010139017401114,-0.9699347285998414,1.082189169592618,1.775114634992495,-0.26800975431034196,0.25126756741195316,-0.7287006171422616,1.586430402681214,-0.8792645033748587
SIDM00930,1.5700384110364105,-0.9441836963840112,2.9291907148839007,-0.8167710708879369,-0.26093359317034837,1.0883165696773016,-0.7835595273666472,2.0334079058357784,-0.8220119170865048
SIDM00205,1.3628472732676178,-0.9228577840023561,2.6061865224496796,0.7287944403374161,-0.13027926535509904,0.5462455646394183,-0.5996788534776869,1.4593443733385372,-0.791767901302091
