,HLA-DOA,HLA-DOB,KLRD1,KLRC1,RFXAP,RFX5,IFNA5,IFNA4,IFNA2,LGMN,PSME3,CTSS,HLA-C,HLA-B,HLA-DMB,HLA-A,HSPA1L,HSPA1B,HSPA2,HLA-G,KIR3DL1,HSPA1A,RFXANK,CREB1,HSPA5,CD74,HSPA4,IFNA21,IFNA6,IFI30,IFNA7,IFNA8,IFNA10,CIITA,IFNA14,IFNA16,HSPA6,CD4,HLA-DRB5,LTA,TAPBP,CD8A,CD8B,TAP1,HSPA8,CANX,NFYC,HSP90AA1,NFYA,NFYB,HLA-F,CTSB,HLA-E,CALR,HLA-DPA1,HLA-DPB1,HLA-DQA1,PDIA3,HLA-DQA2,HLA-DQB1,PSME1,HSP90AB1,B2M,HLA-DRB1,HLA-DRA
SIDM00098,-0.827024979593289,-0.8905966486861764,-0.8561702486803493,-0.9072019717785512,0.09838774377068889,0.11670650936106503,-0.884685515349246,-0.8245711665358659,-0.8942936289127853,0.35347824572262126,0.7565166446611228,-0.7421991172340249,-0.0035290898125284725,3.0715548086275395,-0.5865601925332562,0.5482084368787595,-0.5430367951406402,2.4810215651742085,1.3996611174634075,-0.7400177897951135,-0.9617314801940927,3.0381487024492557,1.2948982374024676,0.686901132732621,1.5995668488099017,-0.7730467118420938,1.3299555332602944,-0.8438585478718699,-0.9341239729996413,1.3944331936463086,-0.8054058148156887,-0.7143201744437794,-0.9570439206862753,-0.8761192602092553,-0.7334205565196956,-0.8165301679139949,-0.9493959064847541,-0.924963394264632,-0.9467289163968523,-0.7043996263533512,-0.055495406903007846,-0.8718782298141688,-0.8762286694893631,1.6998239886042101,-0.03331840201943967,2.6151789270365113,-0.0005929053339467609,2.154995863812637,0.5469659845988734,0.9494308172822511,-0.6072772798453436,2.335049163133379,1.9024966490062833,-0.26202429242404884,-0.6630284236791765,-0.7731565727264909,-0.6996106600512483,0.16809394730710658,-0.7867141125858624,-0.7659517783804939,2.4101405872305732,3.3054474386091566,3.3371713598377006,-0.3787225790915622,-0.7401867983396774
SIDM00225,-0.8573120958481689,-0.896975281051048,-0.8464282174602986,-0.9148612727249301,-0.2264294169007184,0.8156403892031396,-0.8276328291773467,-0.8620489137024312,-1.0142914176836204,1.3362265821985115,0.3897919998928862,-0.4889541197018979,-0.2347904215478472,1.2145539992937366,-0.5133053817272143,0.039611274974710446,-0.6178572010212511,1.9116260977154695,0.8100168420020031,-0.796926495475292,-0.9572250697940518,2.6419628856092374,1.2542880228659508,1.042381766286783,2.215330467498786,-0.7839518492372011,1.290259162755509,-0.7998790538831058,-0.9015255845286981,0.8649166316673459,-0.8372391720411018,-0.8222469894970167,-0.9789200934044687,-0.8950853027939807,-0.7827975209005772,-1.0117346618124126,-0.22566527845127898,-0.8680511940828763,-0.8878933160869023,-0.6906952027557989,-0.18206378295930817,-0.8554111522998454,-0.8554104050612914,0.6520781248015016,-0.14541152147381778,2.450873813860825,0.2216779743596544,1.597688898549539,0.374520526236376,0.3914344831845959,-0.8174796338351962,2.351241739876653,0.738850565717879,0.44381472066118355,-0.5605064293166352,-0.6437245519187396,-0.785122849708839,1.1556302581727993,-0.7963305575890531,-0.7700768941691026,2.220564978812795,2.911783003138201,3.1430825443325756,-0.4372289474218245,-0.7670464928725623
SIDM00846,-0.7723679237222216,-0.9177039104515265,-0.8554172459087039,-0.8019812641554788,0.8248078038095961,1.5223198244769995,-0.9425127606549263,-0.729386793182282,-0.9411776445981943,1.586471996038338,0.6407408982014657,-0.6749357063237738,0.1235384343976811,3.154307835196011,-0.5767724904081722,0.5514129268823107,-0.3352244332590704,1.9866718691283523,0.2559501667930565,-0.7042234495015386,-0.9244577982194717,2.904999596879947,1.0883554596841023,0.5128067786766503,2.168417556488704,-0.6350612322771286,1.0724540103994047,-0.787788607365234,-0.918566692133168,2.288107951730004,-0.874521836705181,-0.6724175551385622,-0.919258847083541,-0.9170099546565044,-0.7420748407482185,-0.9687515402281069,-0.7610751200281729,-0.8416875790762411,-1.0032218252754408,-0.6566900426776942,-0.3240403591491101,-0.8544526458174201,-0.9065766775058883,1.522587045407145,-0.2606373404310851,2.6318226229470847,0.04969500316773111,1.7139928279324435,-0.1057837542765474,0.3447062599378157,-0.07371642317621452,1.6911026895682983,1.222009346151226,0.2540895087728119,-0.49986848660483363,-0.7217268455895463,-0.8366690332538627,1.0734816879728306,-0.7970568493275144,-0.7919555073165746,2.1689417234879356,2.738813354213601,3.573761630689099,-0.30348135906085394,-0.5108336012509387
SIDM00291,-0.7555327635249518,-0.9651243155595305,-0.8896862261630666,-0.9262426657447709,-0.23525833983577515,1.5364503967684682,-0.9819718587856404,-0.7112506478745327,-0.8916270923437792,1.7050268838433518,1.0202808461729753,-0.727466225629922,0.5013601495436072,2.737720212347176,-0.1594614923930281,0.17564135563587555,-0.6077291852283008,2.1307314045988592,-0.5551952681769643,-0.7625961260012608,-0.8975626110843504,-0.8287177159448578,1.0323852932573514,0.6214280113536542,1.0785658518209125,-0.4715176844876791,0.6812310125908632,-0.8470644003986538,-0.7560565795420342,0.8576444398894012,-0.8224052147330729,-0.5692897035649223,-0.9959196976144084,-0.8313898153637813,-0.5800695907605001,-0.9942052360128946,-0.42599880556036956,-0.8791706630679467,-0.11726977893918603,-0.7423047844588427,-0.2889404993486903,-0.9678171566258363,-0.8193126159457724,1.432613599892216,-0.24170104417491425,2.1865906708193283,0.767946711994182,1.4959458562616204,0.2163145921665681,-0.22748351503463066,-0.15888105296910535,3.1283152971042623,1.7965397121519067,-0.456666854320929,0.9601841380469424,-0.5464811445517659,-0.803661787735858,0.13769863610678262,-0.8306296617521467,-0.702789826160302,1.9580499658728157,2.899506310235967,-0.4121732553776675,0.005634127767187163,-0.1161485191118744
SIDM00520,-0.798349768649226,-0.9721119229792833,-0.869456096271503,-0.8598436068946168,0.06452896096870821,0.5377889255238898,-0.9758824039944606,-0.9403501166404861,-0.9116850590509845,1.0577390307117427,0.46509380288153973,-0.7950235751723426,0.8671598119394239,3.473008264600067,-0.6358949567841463,0.4815296478723945,-0.6651975602077486,1.949490730174501,0.764443964769744,-0.6797558796961434,-0.9789459332451683,2.6578680947424176,0.9863697528841949,0.6378087109784609,1.8491311224245486,-0.6836441332640739,1.1968190896115662,-0.8146701888572244,-0.8536041365661048,2.018608060329549,-0.9112619830946528,-0.5409959953023685,-0.9607170690702698,-0.9256453960045685,-0.701116402953213,-1.0105086852405287,-0.7916510585013975,-0.8766055013147832,-0.8933978145011346,-0.750721239136087,0.2229190791624402,-0.9173278452923295,-0.831862846022579,1.915164365569713,-0.17267217686550757,2.4674304595019723,0.10196586274607321,1.4134793909148191,0.016004016410061727,1.0656597352278165,0.10290410376549926,2.2502965242601327,2.1496978481773112,0.06981399942350489,-0.6377297059213544,-0.8135510573477684,-0.8416518672682294,1.0440071118473344,-0.7459405138978616,-0.8736142341397525,2.3188333181704617,2.856129296100791,3.6196646117317073,-0.09622622792271796,-0.8985903628365964
SIDM00003,-0.8295533481060443,-0.9394863332426355,-0.8195370073392946,-0.9426957277835039,-0.4056191637214802,0.9287405581329474,-0.8778398459762115,-0.7741017080456127,-0.9862881231217997,0.8494661977090167,0.7597042607519843,-0.5579863685490871,0.24663619250614793,1.6001301138414346,-0.3517618065361384,0.2706593871737681,-0.19884670223885656,1.9010992748526387,1.139950484582052,-0.7144169631911058,-0.8805841343079817,2.4404908226157054,1.1298799475516075,0.62049754718021,1.505973459946476,-0.07647405594781574,1.498752952036731,-0.8331530720443475,-0.8057440157288667,1.0839776837761304,-0.8438948237410545,-0.7314209037655689,-0.9969465322170028,-0.9235995763594009,-0.6414758345702911,-1.1175973648806867,-0.5929200509740843,-0.8900483392087116,-0.9432442458561048,-0.7106460738963175,-0.3540141041668941,-0.9141397303406777,-0.8582109761272105,1.0752088766836327,0.08991227827061432,2.4089169486524082,0.5189121387775405,2.3707651969001247,0.37921880980868755,0.22750783971038838,-0.25642997378939014,2.9335049022697266,1.410714404507322,0.15337768246669553,0.654894453964464,-0.6790991248888133,-0.8174521485667815,0.9006662617990867,-0.7314647760685744,-0.7212728650662709,1.7464725895021869,3.1573892688401393,3.2924011886649875,-0.3425296798455898,0.6950036521100194
SIDM00136,-0.7452827747268369,-0.8744780990635425,-0.8972917693428624,-0.7750251965846429,0.25488008658868727,0.39123751087874714,-1.0500724080688584,-0.9053015534640853,-0.9889010120482079,1.6143524282872135,0.41706889346533754,-0.3656731552365766,0.08793189906406325,1.4388015150582185,-0.38937665334439236,0.4076261079768074,-0.4843720299007295,2.73861469477764,-0.210181194048832,-0.7961218294776364,-0.9449004863887662,3.002134997549641,0.9885968588733591,0.8006831223689803,1.726382913052457,-0.5332097564111129,0.9771661479846968,-0.8385537171468975,-0.9493185911692434,1.7863215040899285,-0.866355981601001,-0.6352013401166816,-0.9150702816813969,-0.9191810786780623,-0.6259390299294431,-0.9536016506969934,-0.7795141899449008,-0.9220439526529199,-0.8369627107394451,-0.7022063686370383,-0.08459173636013437,-0.8401532269851741,-0.7446546949351281,0.4599854083054619,-0.1356293458095189,2.481173143823084,-0.062388634813208596,1.276149015011666,0.13068541180823073,0.4136550614500025,-0.7083954101346079,1.716101549354818,1.6957197325887705,-0.4776634995504844,-0.6455122701432152,-0.7977165253571077,-0.8590979317718883,1.0031128244503746,-0.7411906746771916,-0.7988756576317981,2.4805904767255877,2.906502708021742,3.3225034191136196,-0.023434356593552787,-0.9556662774353608
SIDM01155,-0.8252098283458035,-0.8072151251466538,-0.8758045816630534,-0.963389538210935,-0.2858120111556693,0.34433545526861403,-1.0121883400980611,-0.7656881461566385,-0.9167289984228641,1.3636253820839443,0.5098022457676546,0.30194597471198165,2.1495018582236187,3.1642524099150964,-0.5390238418245424,0.6582420162796861,-0.6018989529778518,2.0103187766188624,0.4294426607099133,-0.74573903849803,-0.965038391387105,1.8223981047791589,1.039934978827423,0.7844178823017882,1.9689100132088073,-0.6044733813868354,1.4091365188103018,-0.7867874457842801,-0.8941393750636677,2.0872876550114925,-0.8799932600667147,-0.6990581253781165,-0.959699726952045,-0.8548674009273501,-0.7005492341744882,-1.0043437475386772,-0.791441967308838,-0.8417861258039171,-1.0272438679839013,-0.7302871113709309,-0.12817048343734794,-0.9111342597373245,-0.8250650265329726,1.6734294024456264,0.009766472496565638,2.4421538870117288,0.09600994440354142,2.040397813094467,-0.009233483711666466,0.5304037683937738,-0.36999718213553595,3.0704627846310726,0.6019245439462528,0.07523709135470419,1.0391660052574836,-0.4133020880682301,-0.8747703876296736,0.62291514612039,-0.8813487493596951,-0.8049126115943926,2.419132577434903,2.8779229265883273,3.4004511038621916,-0.22962218518521352,-0.046761039909577036
SIDM00224,-0.737652806830571,-0.8874325362808944,-0.8574013993548116,-0.9131981554899631,-0.09953454486997808,0.8724038759208406,-0.9266611652088087,-0.8573098674696185,-0.9597822649721626,1.5306713122212372,0.6010312167709818,-0.6597625283542703,2.086379869191447,3.415916192824434,-0.7021260873881315,0.6726763247934171,-0.41872463230054613,1.621830251226466,-0.3938914115101006,-0.7002755201253883,-0.9650346405463077,2.3467068248696417,1.1296889573546478,0.9586899664902966,1.7332902135177903,-0.7660538053301261,1.4776280977039093,-0.8642441398565199,-0.8280737234778847,0.4554089409783773,-0.8278471718988557,-0.765400522458386,-1.003138675246842,-0.9023739061818861,-0.5215653166655784,-1.0073070412999678,-0.739482028724106,-0.8793594209170774,-1.0230511734681489,-0.7402744636735086,0.1143088924741458,-0.9173502040643113,-0.7453574641261541,1.9650307771870872,-0.05670441399319277,2.5529755989765497,0.005528128218356058,2.3772230568455024,0.18144246116326204,1.0572934986620484,-0.14449494070970167,2.150000671442078,1.7762605022252713,-0.10004635347189886,-0.6582117462786343,-0.8191994350094725,-0.8981679399784823,0.706309913770563,-0.7268322595866971,-0.8298726597837133,2.6211097584571728,2.9977321284741656,3.4290372205241084,-0.5357880556281073,-0.8622581586003355
SIDM00783,-0.6860863383205477,-0.958619429745816,-0.8167968729472932,-0.8116952383891348,-0.14886699177853577,0.6401549921924744,-0.9387239885862151,-0.956507814251128,-1.0089899580331863,1.4204427924419998,0.4141235682342406,-0.7193362754234682,1.7451216886072525,2.9344490878424914,-0.39971613082875834,0.4614022597025142,-0.7151906187930327,2.5506372042902807,-0.5584088159452973,-0.6971688795786812,-0.8278829433558852,-0.8565986770056061,1.0669741353736009,0.7205406532106897,2.6025338437097614,-0.8556410565896173,1.290397197053001,-0.8373389815110182,-0.9428188069308524,2.28591653197297,-0.9391159924390949,-0.6486162136884059,-1.048693486486613,-0.9218184647760276,-0.7591186966376069,-0.8824122094610005,-0.7842666668785155,-0.916237075327817,-0.905461941412689,-0.7127750169373406,-0.4495890108907161,-0.7401719917709202,-0.883829741004158,1.208009758008439,0.021849506974730745,2.5501727628056967,0.09203481454434854,2.294745649540418,0.17432969606420867,0.3947602089582335,-0.345160648838529,2.3709764773712796,1.5772609475886787,-0.3104172543110454,0.04245657689177386,-0.6235715690423771,-0.8097473654936757,0.8483206828440448,-0.8470765516895329,-0.8319366779274338,2.355768207891427,3.11003946059566,3.25784034608762,-0.2808976289391754,-0.06015892864132424
SIDM00490,-0.7799083569174845,-0.8880336223801536,-0.5639351603945486,-0.7338912647529898,-0.031243497687675065,0.3516319009579915,-0.9074281451675107,-0.8185802207113513,-0.9122518159264676,1.6202611575576347,-0.21075729551752836,-0.3863207814385212,0.9230985882729639,3.616357831950202,-0.580655920505011,1.0998823250503516,-0.6744842140595884,1.5860426627361552,0.5109468090777453,-0.5696227772387858,-0.9683749425175722,2.3396400074442827,1.386685760169784,1.1466826208249385,2.5023735603048376,-0.541042182624098,1.0039341253062442,-0.8906899635439369,-0.8865314038974579,1.932189020669245,-0.9227068714358694,-0.519544633308541,-0.9578693402359668,-0.865239494292508,-0.5077034565423244,-0.9919771643333907,-0.36829045467386967,-0.8950362593569603,-0.8883702992440372,-0.6704048832756662,0.009417754200165171,-0.9530808773657646,-0.8409999778876411,2.085120299584838,-0.27515271079692105,2.702888696348601,0.22470609641876754,1.5609625554811235,-0.007613201032372224,0.37009559151949556,-0.32768123509292285,2.973544584614847,1.9454629402394694,0.18603577462817844,-0.1203386900023758,-0.7256430368540114,-0.8743520887738397,1.1478362866820366,-0.7180274129881768,-0.8256132296593228,2.570527829946616,2.6580596176380573,3.7703974265743763,-0.16433720034992338,0.4774081735455946
