,PIK3R5,SFN,NR3C2,PRKCB,PRKCA,FXYD4,KRAS,IGF1,SCNN1G,SCNN1B,SCNN1A,ATP1B2,KCNJ1,ATP1B3,ATP1A4,ATP1B1,NEDD4L,PRKCG,PIK3R3,HSD11B2,HSD11B1,SLC9A3R2,PDPK1,ATP1A1,IRS2,ATP1A3,ATP1A2,PIK3CA,PIK3CB,PIK3CD,MAPK3,IRS1,SGK1,ATP1B4,INSR,PIK3CG,IRS4,PIK3R1,PIK3R2,MAPK1
SIDM00490,-0.7566632422935685,-0.49637516838025764,-0.8163106815762314,-0.8638056373299798,-0.08137692766206456,-0.9512869039498941,0.4154799977497072,-0.8480654696769989,-0.9941045908448086,-0.623713290783057,-0.7771591135034833,-0.9420183426754797,-0.880612943182305,1.6525677751042687,-0.7090840103423388,1.4920772152933366,0.03852364521660679,-0.786215443505813,-0.5462480778570864,-0.6461517908679683,-0.8425156624308239,-0.4907509266200548,1.4288407348767305,2.4578000126375374,0.6060325912930635,-0.8973136082209957,-0.8081555403997767,1.1091486297041584,-0.10478455771130224,-0.6774761959834487,0.4983000834645974,0.11026677918405249,0.8408486526977503,-0.844376794887393,-0.32997052777603364,-0.8682006036542234,-0.786012153930151,0.1753226765983558,-0.14910083492106915,0.6606740881928407
SIDM01090,-0.8296607533294292,0.8362526231943874,-0.9368983850963758,-0.7716928741064618,-0.6307320495018366,-0.9129333601343513,0.8397798630567113,-0.7388359627589123,-0.8143573578785351,-0.8640632520853596,-0.5414890697811688,-0.7757774908436197,-0.8927720227735274,1.8507975889675579,-0.7566740784178237,0.45601843056102853,0.7822705709152236,-0.7584193400161419,-0.656531411953477,-0.5827642289753805,-0.8302874963071757,-0.7359185580586182,0.8100057155837221,2.053059136658155,0.8006507484349858,-0.7708534985886342,-0.8275621099195432,0.628206295058479,-0.16067479578449104,-0.5550954324505873,0.633215366254382,-0.5090158133324345,-0.3053334100797559,-0.8321952586717607,0.24109247077695542,-0.858959175715629,-0.6616069464858817,-0.17540863875171012,0.04209368944321474,0.5937105943187458
SIDM00394,-0.8170545561415208,1.6774731285263795,-0.9094301658539989,-0.8688221943715004,-0.15085542139355052,-0.6023456518767417,0.5820423472225442,-0.7885294780706958,-0.8820924834438338,-0.6419303654751322,-0.20664287544026938,-0.6516003151805635,-0.8085208522757716,1.7932691816075537,-0.6616024713947195,2.2490007437489656,0.5827387486351558,-0.7755182481699824,-0.6655861052384837,-0.6346797928599742,-0.8085903518836352,-0.37700049483378306,0.6170204717131612,2.0348028876695596,1.2530419145329315,-0.8857981824664012,-0.8408074808880301,0.6431555433575602,0.2472293741014987,-0.5866728027744895,-0.09583599172821719,-0.5283146680468221,2.8355358482528894,-0.8643255631299167,-0.013115781599933476,-0.9081759206004996,-0.6112548108475231,-0.4771609647878592,-0.2365232420983259,0.6029050484084734
SIDM00538,-0.7159097451314804,2.119674328272682,-0.9756994075782212,-0.8231801920399395,0.21717555008985684,-0.9322831764286297,0.5416380452842011,-0.6897014564773178,-0.9138692611895043,-0.9168606845024331,-0.1372860917184936,-0.7973961376736678,-0.8234454308244205,1.402731032560055,-0.6961342027997307,2.177536732019534,0.6752747520713503,-0.7728827534224284,-0.3414759718672879,-0.18288337063008342,-0.8946161664773632,-0.3794273756581858,0.9353052893065966,2.3134281872574403,-0.37946188243763035,-0.8510892519868909,-0.8634608902647638,1.0210085209000996,0.46412076621316517,-0.6878135542183365,1.0849253227592255,-0.2339192244420518,0.47282730163763204,-0.873853382991894,0.5439733560440191,-0.9286997424551207,-0.7830124775231555,-0.394748267442785,-0.20213289882395022,0.5218947297181094
SIDM01140,-0.8777972979970621,0.45049771222222273,-0.8470144522887282,-0.6524489214016346,-0.19050760404365477,-0.9529203440723456,0.8846941890565448,-0.8514197889723797,-0.9694377862168799,-0.843153794868157,-0.22587707254549183,-0.587384360897357,-0.8433119986195642,1.8814951317551338,-0.7325980477744106,1.4738583424346199,0.5271813577036035,-0.7556350288829126,-0.5848328535384936,-0.6594688819986281,-0.8298991609366942,-0.6764823653617407,0.7536686779186087,2.107400288576573,0.4077361097912993,-0.8956009325077696,-0.5832801444980289,0.5338677023283556,0.22226406589790446,-0.6388071316129379,0.7235975198110824,-0.08361285038742823,0.26337790427257846,-0.9121269005299288,0.27801775646828425,-0.864503831916058,-0.7787466097371716,-0.5708415085371915,-0.4347500169778208,0.5782279276601292
SIDM00101,-0.8628410029093586,0.8601962987864168,-0.4365215751392863,-0.7889147240641675,-0.19626916815775292,-0.9895030503287381,0.47424188333366274,-0.7752467792673978,-0.820546878857408,-0.7434136121631959,-0.1892654659889599,-0.8757992759845445,-0.8638797283554162,1.0469249932315234,-0.8371563658870487,1.9362188486459897,1.2821575537605807,-0.8607720716115739,-0.6704301924950056,-0.6177116153692186,-0.83335353572365,-0.6643136569270062,0.9008487162234566,1.4779182392075034,1.2174404810124124,-0.9094408619106922,-0.8377820107569746,0.11721314975574713,-0.3389266209898149,-0.51732085697471,0.34262190349756033,-0.48556485525294535,1.6885652842849015,-0.8915206766653299,-0.38672515386891815,-0.875418383962662,-0.6898248179784393,-0.1771303252072368,-0.3636941704163436,0.25287245376043205
SIDM00114,-0.692934206146981,1.1425913264645176,-0.8852918092375092,-0.853732041226554,-0.69863358002721,-0.9324398781599936,0.963734505865975,-0.8047016495987409,-0.740774812404734,-0.5560451171276888,1.2653782991189118,-0.8864191387001986,-0.8277307985998289,1.216096630439609,-0.836498346645064,0.708124511514615,-0.19629445177670446,-0.8352122316670199,0.05908532528663199,-0.5623657257652868,-0.8735652954386636,-0.8862869129587118,0.973013499986514,2.2076239209633868,0.9130378238410894,-0.8758336836285793,-0.8648046435940413,1.1708615325947356,0.6995674807938621,-0.694713209579172,0.7322735647928739,-0.5474109538953302,-0.39643093464900053,-0.8328248725857605,-0.1217713486763138,-0.944637337911312,-0.7001402081673224,-0.4937927302321074,-0.36521034659124485,0.6761117179057753
SIDM00102,-0.8253753111505013,0.45920177734823203,-0.577619043492797,-0.7779966771161118,-0.1321744087275082,-0.7799016461418852,0.17737389834373635,-0.8329277534988497,-0.9898289875276232,-0.8850569480415447,-0.48583295779903973,-0.8782198037941573,-0.8440300518124288,1.3523594965535792,-0.6989268935590665,1.9087703242170915,0.837352824795665,-0.7340413796557461,-0.6864977023479188,-0.7132145038136071,-0.8726810387602494,-0.7699504500372665,0.8682943813400594,1.687767772409604,1.097142077339739,-0.8435589906572579,-0.8251628335406844,0.7131237148331945,-0.19098248726827988,-0.5500089381720711,0.6645513594128664,-0.4087842049206197,2.6987760694440404,-0.9160842136444267,-0.27579158020539646,-0.8733925476269246,-0.468660227995796,-0.4751780982534186,-0.15656266540443825,0.26850586585154834
SIDM01122,-0.8400112755938607,-0.6381851950980552,-0.9766564249152174,-0.8488496403467828,-0.7953268052851094,-0.9234827382524402,1.1579710453004597,-0.8712107657139262,-0.5076377339545506,-0.07318107737051764,-0.6705242199081372,-0.458553090260349,-0.8557362101679824,1.6156614460217606,-0.8351245599965489,0.4249588413366118,-0.648896512277811,-0.73372806641346,-0.5770152861992411,-0.8090138390426814,-0.930895348569334,-0.7323350628701745,1.2660130005403931,1.7752048940207257,-0.5061912099363002,-0.8269094621044939,-0.869876863069845,0.7148248650152448,-0.010225915734680357,-0.515235865463313,0.4281160964594751,1.0258582423780482,-0.4265580080473622,-0.9347718561102403,-0.03628768561509789,-0.8424536181226043,-0.8127325482237164,-0.557350003536845,-0.44564821983109254,0.6668321295115641
SIDM00261,-0.7869605807273079,-0.900867838203093,-0.5272633925212488,1.5946658480672995,-0.7341837228592683,-0.9747007392004475,0.9809450990375077,-0.7521899601481614,-0.8908065406871302,-0.9779171486977591,-0.6556511916653346,-0.597734522767684,-0.8696657229771356,1.35420489831451,-0.8285734877791694,1.5932206038220003,0.04968002656311495,-0.8359561451563572,-0.4868842550121182,-0.1410501470986801,-0.9338953772486178,-0.7779118146960151,1.0698248092310885,2.8925562362381045,2.1654288375041357,-0.9858002921495297,-0.913730665524536,0.7191616883532095,-0.3367886656550469,-0.7592659276830058,0.007689611316032604,0.4488585620407265,1.5183863939185802,-0.883935223565811,0.05389262994398677,-0.7472628299930861,-0.8008837540274739,0.11988484330864434,-0.32284026842293295,0.6068781732208816
SIDM00154,-0.8585212336692144,0.21611076206241378,-0.7866579129914255,-0.286242663183098,-0.6178341224627785,-0.9436523824569492,1.3414667082501166,-0.7862603186368388,-0.9449016833865662,-0.8592862695239782,-0.2776515996108367,-0.8414593045617915,-0.8653558308233555,1.2103512751003944,-0.5752294691628959,1.9664876041092947,0.472241106593471,-0.8034334413232985,-0.6863564931115482,-0.558480496679082,-0.8507350239469755,-0.7635295374416834,0.9788182990932894,1.9090376020093633,0.9904602311878767,-0.8512003738195237,-0.7827814676504523,0.8937474790542002,-0.1318539385768953,-0.6774799382455801,0.34667114963441054,-0.16851013041091176,2.581524892847934,-0.9177923012550705,-0.5313826224850658,-0.8813627191351198,-0.7635469485210654,-0.08188170366773397,-0.44670475959756684,0.3633459324748118
SIDM00104,-0.7963605259101457,0.11074979905851294,-0.9724317572753572,-0.7826061225351966,-0.33526568397247775,-0.7997013600697687,0.8551083429345261,-0.8076747872007918,-0.970418733268479,-0.8909480818204052,-0.13669433455465085,-0.8750152663761567,-0.8314313304610764,1.3782875123860274,-0.7342793123868319,1.9041420195149212,1.113022670877277,-0.7732956922624266,-0.6977328561059671,-0.7035914037315651,-0.8620265378303621,-0.688475241886356,0.7305226999117191,1.601030096179709,0.8043189535034482,-0.932211222589159,-0.8106188339339894,0.777177265097798,-0.04065631824717853,-0.3770292179818483,0.2557634555983044,0.25520729088704086,2.921839101250677,-0.9491408291003068,-0.15960952678165458,-0.8003283384783919,-0.6655283161725428,-0.3800244858471662,-0.344607199598009,0.3477555433159035
SIDM00267,-0.7651726845061156,2.1402383535445764,-0.74957393280658,-0.7575253143123684,-0.2461546417721169,-0.9285644502445601,0.568770305448259,-0.7903606047891414,-0.9749106958993897,-0.835233277514159,0.6192295765067132,-0.8612769559509447,-0.8098114976267804,0.7634770163476593,-0.8162996006268125,2.5140916531223905,0.7363390351822738,-0.7656956850756834,-0.578414615304893,-0.3052364689420399,-0.8240659743024115,-0.6989341755334201,0.9892371676643832,1.8316400541881623,0.14372333219300557,-0.8159608030236377,-0.8059805380383882,0.2633099305061805,0.12423005640118817,-0.7537687508504943,0.20307675785838694,0.803333963099902,-0.40489118187228623,-0.8354050897890392,-0.34846344711228205,-0.8385187382391202,-0.8028693833243308,-0.30567821777031673,-0.21430984142540802,0.5494160832424906
SIDM00100,-0.8257987003101517,1.141324363585466,-0.7809698495748636,-0.05055803192838053,0.1764040972637599,-0.805119667115086,0.6717725275055665,-0.8264758469602426,-0.7644456698945122,-0.9106359756879265,0.3461267365858444,-0.751292309030018,-0.8412748552136651,1.8189516713219918,-0.8050102847779124,1.9076864135831728,0.6581864417777038,-0.7801156621015474,-0.6672453818496477,-0.6021110167228357,-0.8066654278787488,-0.773149445975572,1.3303826578614375,2.07996729805135,0.8977540629242188,-0.7941113639328496,-0.8619553449893234,0.6888437146452333,0.45002158474045056,-0.730966463370778,0.38866305987935745,-0.6317704527127895,1.4350398636013217,-0.8625910049788047,-0.05702293759682486,-0.9346492561462004,-0.764010311349732,-0.3696228243866325,-0.1210862121459311,0.3996411674339278
