,CDC16,ADCY8,ADCY9,ADCY6,RAF1,ADCY7,ADCY5,SPDYA,IGF1,RPS6KA6,CDK1,ANAPC10,IGF1R,ANAPC11,SPDYC,MAPK9,MAPK10,MAPK11,BRAF,MAPK13,MAP2K1,ADCY4,AKT1,AKT2,RPS6KA2,RPS6KA3,AKT3,MAPK3,ANAPC7,ANAPC5,ANAPC2,ANAPC4,MAD2L1,RPS6KA1,MAPK1,PIK3R5,PDE3B,MAPK8,CDC23,MAPK14,MAPK12,KRAS,PRKX,GNAI1,CCNA1,GNAI2,FZR1,ADCY3,HSP90AA1,ARAF,ADCY2,PLK1,ADCY1,PDE3A,ANAPC13,MOS,PIK3R3,PGR,CCNA2,BUB1,PKMYT1,PRKACA,CDK2,PRKACB,PRKACG,GNAI3,HSP90AB1,CDC27,PIK3CA,PIK3CB,CDC25B,CDC25C,PIK3CD,CDC25A,MAD2L2,CCNB1,PIK3CG,PIK3R1,CCNB3,PIK3R2
SIDM00826,1.1321694478900346,-0.8045823546153656,-0.5484856209357475,-0.28659472679972864,0.3130064473621633,-0.6889710100719817,-0.8621986662495479,-0.6182917339644571,-0.8567213437015273,-0.9074022732393568,0.6785646386208165,1.3955028290756708,0.30683182622406213,2.8583854696082978,-0.9304006103455468,0.37657412882145114,-0.8452709477844528,-0.8174390353678158,-0.7217530436977968,0.5650398881681816,1.9590651359280598,0.07792810833524563,-0.4124786902952521,-0.5319656753018117,-0.20488003744330352,1.346403627194899,-0.8800057637497062,0.4232527027104167,0.7193796006764785,2.3834542914168217,-0.23342059980186855,1.5232354673673474,0.8284319162776023,-0.26868555591323817,0.3223670243134948,-0.787009969995734,-0.10655052121948719,-0.15247092535423948,0.4269553630333485,0.2066428906617205,-0.6113178304561216,0.6635691099560952,-0.15453127340319456,-0.7289489251692018,-0.878101836735237,0.4192638682314878,-0.48987303498716134,-0.04776711845326555,1.5660009346712978,0.38314469861776074,-0.8106763698204139,-0.7212998631623239,-0.7743611312574276,-0.9366752070356447,2.530374907971189,-0.7135757873297884,-0.6393103990257559,-0.9552889505068491,0.444693872878266,-0.30948247549402835,-0.11999378576533928,-0.6780280187644822,-0.43786873684954775,-0.7473388574474091,-0.6126101300962967,1.4479789953951874,2.1330848071051633,1.103511518653678,0.7878615592626284,0.5809658782067711,0.39261558243864064,-0.38008642483818345,-0.6253786927946398,-0.5817744392634003,0.693156651155447,0.8661097877028234,-0.9182817269371946,0.08495764361839421,-0.8171736428551822,-0.43201310618195315
SIDM00310,1.3014142982414645,-0.7208126204183323,0.08415035581791937,-0.18077595758552417,0.9812903113281782,0.3008384602009595,-0.862678330586323,-0.6160423664230107,-0.8221202817173238,-0.8965887435301797,1.3579853551548229,1.2628778736847313,0.31780121334445577,2.434612580600918,-0.9708156302048128,0.9661757632884486,-0.87452954143025,-0.5819609991681646,-0.6606137434025365,-0.7617182985335325,1.5295221507794032,-0.7877049110495071,-0.07770286108127003,-0.6116584593294827,-0.12492415974510528,0.36732816154502784,0.18959611296830278,0.25548580253254904,0.8602919291477648,2.438934675593619,-0.46407420334375976,1.051050951272803,1.3735918512925196,-0.2440930774473653,0.12602829784831926,-0.7538829740910694,-0.5807174208120176,-0.5840254071573753,0.4010937971688111,0.06199222915046161,0.1357445430579844,0.7073886169863036,0.13381090118165145,0.7793434999334062,0.7919211473217547,1.2207231563176417,-0.47857176276483243,1.1806474817815753,1.5743044371006178,0.29145449089681086,-0.796290460890467,-0.1581353708139286,-0.408007117626502,-0.9255935909016931,2.1528220458100202,-0.7366090981326091,-0.4357784053323078,-0.90662908280548,1.4883880723233547,1.0865991319720547,0.44621862647595995,-0.6403293235090153,0.9717311965447153,0.030229011042833986,-0.7230955178547087,1.3800296219817634,3.249948440337418,1.202318351130181,0.3873475646651633,0.07478778692807408,1.3522553376766315,0.6789496299595876,-0.6921761453466075,0.20770570779424793,1.6328770795475764,2.4160136805725863,-0.8631121295700916,-0.43813855787913775,-0.8506438662050393,-0.28033575047979975
SIDM00482,1.5823057216761391,-0.661963536276774,-0.659478703317618,-0.34764937527959516,0.8978618943587467,-0.2325336474864505,-0.8567552618964948,-0.706588962011921,-0.6602771906389011,-0.5287075769817027,1.6760317424217566,1.7981096828164331,-0.6984122738509047,2.3720661178792146,-0.8530331782716912,0.43936863788165514,-0.4471956926084235,-0.3201005305447773,0.6535067947842121,-0.6583813286316745,2.0409396520818763,-0.6864603393258648,-0.20349770380167093,-0.5004083678898026,-0.7900135410948502,1.7005020961877775,-0.7927590850421693,0.020597086822492883,0.6369092611198804,2.3912755071473657,-0.47494020391493097,1.7971492482326832,1.9882084220560066,0.7279935459812872,0.7592497061185668,-0.2544648882446872,-0.2533486061481816,0.5109450213631771,0.49644797714723304,0.5306359825451694,0.312642472881145,0.0688344573746332,0.25445627116648767,-0.7105713571480116,-0.9165068576747558,1.1750431034708217,-0.4399311937229394,1.1665467350558385,1.8772816313370315,-0.025624802609494055,-0.7810533953483931,-0.059554086929636235,-0.5600736455314922,-0.8903059443869099,2.243630051527892,-0.7738623627318875,-0.5158183557851505,-0.9044428364331408,2.2668578965170734,1.996721633445439,0.5411877875423293,-0.6294713738158656,0.7820939073139916,-0.7768353907593732,-0.6624313040301169,1.9040720041230557,3.159398051354207,1.6412351383476826,1.7811167681443594,0.24870347203304394,0.3319164667151674,1.0518836124308688,0.02915113448052046,0.8182239602098011,1.4485334081049581,2.354219625956919,0.21714741495992487,0.8810889318175439,-0.8431878135582717,-0.5697231408367845
SIDM01247,1.6245097887112825,-0.7793159593550295,-0.6718790429182464,-0.5522271599197659,1.0817640933972779,-0.5027592251393269,-0.8756302799015312,-0.23890891393750696,-0.7147087561026478,-0.8771662022991803,1.845115577428034,1.57489623389119,-0.1947557403086767,2.4620838473179916,-0.8554485258602711,0.2749910296338902,-0.8969308837823258,-0.6951280616707899,0.12078177557373201,-0.5163021658081138,2.355932454270403,-0.5310101734921566,-0.47755080420188767,-0.6094215719112079,-0.33098937038546067,1.2259313444246247,-0.7750987989954524,0.03884744492527801,0.9545376991173379,2.368100602744257,-0.41652030062258094,1.80531593674873,1.7580625370189717,0.5404995463994935,0.6544711628801052,-0.6644824501594544,-0.6113533186110615,-0.38355512080136955,0.7379090883690862,0.5355370639129559,-0.3161679514892822,1.271780260827794,-0.3380226611796867,-0.7715741570148867,-0.9271303881842536,0.7289847289175768,-0.5255997411012565,1.3010156319277122,1.2418651078242202,-0.06024786749968011,-0.7432628778656362,-0.6282523243779429,-0.5530239049993096,-0.9277656296441622,2.1068879857811322,-0.8301774070474792,-0.2257534514760963,-0.9243789347104983,1.754558951837368,1.5063821137328262,0.06970075941917464,-0.5916876777901571,0.09365941852677956,0.709081590043097,-0.610696082037426,1.5259493596881903,2.7178086956885923,1.2213178691642232,1.3464639101335694,-0.2774778952105066,0.09786135691277185,0.24309444323937543,-0.4183956227497151,0.5350538971019209,0.8663861698396456,1.3702800585554191,0.1112983246909287,0.28260841045483875,-0.7816006950812948,-0.5312793538869147
SIDM00817,1.8740207362085826,-0.6989440997915146,-0.5963064607025909,-0.330096519730625,0.4364284824112165,-0.7451115279392371,-0.9056962968848327,-0.7610497905735005,-0.7495225443207275,-0.9377897616490318,1.9188834658556913,1.3611464176543115,-0.6383643595208496,2.5654289139727235,-0.8676258232515501,0.772805916764004,-0.6053535097000171,-0.41548843359782556,-0.5112373648996743,0.6836093113997522,1.4638098384543239,-0.7555438575727731,-0.2188700012007418,-0.5924964433293856,-0.7109891182105503,1.2526526755642793,-0.5695869077646616,0.31955188278981317,0.6070859349530311,2.507507444618936,-0.7083467830996002,1.53906640704232,1.5534722528482507,-0.46824764164624805,0.4390834529817389,-0.7145860695583779,-0.6184196836179757,-0.15860403734746992,0.5701306374644847,0.13205285380492301,0.14215512960820753,0.3697413180796345,-0.028051426945741458,0.3820346350056141,-0.8961472633188002,0.9936750545556007,-0.43963105535954244,1.073328146110233,1.9434830566574866,-0.007908505820464456,-0.8227283079253681,-0.49457633451040317,-0.606457174700609,-0.930667356881963,2.110080619903886,-0.717997530109938,-0.6800810771269066,-0.9076861476391161,1.8743220153601179,1.7804536409879232,0.5270873780375159,-0.6165613009948008,0.7762716666222192,0.09481902861301889,-0.7501436921960692,2.030002230104287,2.967080340679565,1.5720018289970683,0.9718949590334227,0.7550389152247471,-0.13084851511593562,1.2990860908324038,-0.6363754732635356,-0.1943511155873652,1.3937365060633127,2.6009028178204723,-0.8259811102520371,-0.25529306053008904,-0.8168461192294544,-0.48573431245357324
SIDM00448,1.8938170923072066,-0.659650093100664,-0.6183010078658746,-0.39736781877943333,1.0511366003722187,-0.34349214010855655,-0.7918580107503266,-0.7453211487856042,-0.6690638236744482,-0.8965591732375748,1.6820025573109902,1.7227566514654744,-0.7085586302265536,2.6995749810303553,-0.876811457704687,0.03633881558097403,-0.7824690190134064,-0.3634043167876189,0.05209896527594224,1.1060532274316734,1.733980187224856,-0.43590662834474325,-0.24368516093929146,-0.48358968306745553,-0.7864413927552071,1.3470501157492045,-0.6271527695290572,-0.00666606454153344,0.9131203589952985,2.7878533201707665,-0.46456826235840015,2.052212184613593,1.7833002312698514,0.6025159665007968,0.3704914839218036,0.5539356039554068,-0.25883624860757426,-0.15405696603894042,0.4232925220158954,0.20381376235166299,0.27113461532687017,0.4089174828435106,0.09107654719219163,-0.7123934376457448,-0.8294583860232629,1.0198315926811337,-0.5862227914979957,2.4909378862336458,2.018928440159297,0.3354862831624943,-0.8309346651157656,-0.4586129948983509,0.8863737674088895,-0.9603261255957676,2.12416737331249,-0.789673763364734,-0.5373119673149434,-0.7832917094890761,1.855046652229178,1.3717003077620489,0.32068986726427146,-0.6268323574715159,0.3036958319120065,-0.3261027153771131,-0.566070747907592,1.0688591236463123,3.361563256872243,1.3954964657618345,1.3053893062620265,-0.12148094384382549,-0.1742699077564039,0.5901277685365144,-0.44544165900057775,1.38693707511356,1.4266936350791461,2.196744946633828,0.481280340645391,0.5922459912495555,-0.7961271846603937,-0.49097216863600046
SIDM00086,1.455436486948202,-0.698816005182204,-0.3894009043786679,-0.31832943656733065,0.4655228538482506,-0.027174218713261974,-0.8361033163068781,-0.7713718952262363,-0.7587505562670884,-0.8124546135476755,1.5897327523150813,1.1202313791387102,-0.09550851639317232,2.2418126039417663,-0.8808924834523493,0.35217191000835535,-0.8364226448618834,-0.45311047963752416,-0.5976285570225993,0.0983832927154407,1.8143134370148402,-0.6991319110060227,-0.22507833591018228,-0.5874285321473871,-0.37612007432398986,1.6520165195038488,-0.3784532829643173,0.0671685067563657,0.5853460344638893,2.3209961735571327,-0.7054952203029126,1.474546370905425,1.455990105355038,-0.03810728580471229,0.8147899696782434,-0.7188134627341799,-0.3808822147116782,-0.2557806416071467,0.20660858904372342,0.20770782223820325,0.4046338099304397,0.2203400798255858,-0.21545826483102426,0.6872794897889339,0.08588121835930608,1.2817883950429219,-0.5211115173562527,1.710328287124719,2.136906100852939,-0.15283890406037937,-0.8510176761233643,-0.5278397025828577,-0.7666776768135506,-0.941622500580388,2.3210378397283478,-0.8226075273830648,-0.7030738845874301,-0.950006415337912,1.7314309769596434,2.1638826990624205,0.1731820058394284,-0.6054106343621137,0.1671113717656948,0.05037736982464812,-0.7706051009664661,2.1290165445283624,2.970677016503709,1.176032371966105,0.6750768340611812,0.44690918885331915,0.5970850650957543,0.43982103973334613,-0.4429239864056855,-0.024709030382639878,1.78394475208944,2.311099319556396,-0.7635415471543586,-0.05682675860367507,-0.8881020088022092,-0.6527060312197587
SIDM00466,1.0379379820717525,-0.7833397805190092,-0.29269631996710505,-0.0703286216464628,0.40024372350240195,-0.6491760407494522,-0.906634882561143,-0.8529347810484945,-0.7200128557951976,-0.7508331860876883,1.6739182846758203,1.3672869906396647,-0.7465768498172739,3.0527467201440244,-1.0320284095965393,0.4136732193748056,-0.8093186017578068,-0.614248589936925,-0.28053042869029254,-0.226646644387733,1.6690989545561075,-0.7736491699161698,-0.20081566789164382,-0.5766543487438994,-0.2891644503790029,0.7419136165840061,-0.20340503913099794,0.8811868919654443,0.5159510998122907,2.392137160005116,-0.647064603193624,1.8781480175834129,1.05191484727655,0.21089089023068885,0.255753918286753,-0.7117290641646432,-0.5057036150827802,-0.527473704302461,0.45173827251329024,-0.09890433755809803,-0.41208824770109176,0.7280919260079757,0.24968677020373048,1.242339542865683,1.031391347445355,0.8622653919998564,-0.4548979092764169,0.8305828345834407,2.4867723184013526,-0.1026126253894936,-0.8989464675707488,-0.66002412730952,-0.14623322879362602,-0.8772719274835046,2.200332696278735,-0.8148820471822522,-0.6607661602225058,-0.9670323837797772,1.4963398464236044,1.0260692149452022,0.056564303163564346,-0.6409398541595284,0.7032736007464382,-0.30441716982990574,-0.6243010256912667,1.5835338314701448,2.4416547505920674,1.3956074754430887,1.311997949844798,0.42210601422594707,-0.3095832415545375,0.1591598191224853,-0.5990083800734508,-0.8414069888242103,1.5488516943080533,1.9124790044462914,-0.7159732468961943,-0.2054137706004169,-0.7299569181720134,-0.5557252805761712
SIDM01132,1.3488261366916046,-0.6541531043318316,-0.15834448621517452,-0.021094229598773485,0.7501643024388676,-0.3600435257223791,-0.8958785219066707,-0.7347316256167111,-0.6953088910309201,-0.8466529705158738,1.7148300127110896,1.3341964206685553,0.18509810115814412,2.676972610932145,-0.9934642954641332,0.5465947663066258,-0.7975718147808796,-0.503654904813544,-0.34034258901198444,-0.6272001075660637,1.9883943118645477,-0.7190438541903568,-0.27920494414552227,-0.430019544991773,0.8179741502353586,1.207137663237571,-0.6298733058430959,0.633687987836097,0.6130946907421422,2.4866802863120405,-0.5703448792828709,1.5719005905328007,1.8393824955774134,-0.19113836366841896,0.49786272898134276,-0.5150300724459816,0.9860766014213783,-0.46361210993394064,0.60892558540919,0.1605390651809623,0.3348457025967439,0.8104278839850506,0.044932267358862965,0.17543975900558934,-0.8791198058414137,1.3118617509505368,-0.2802402628248053,1.893541624984664,1.439641542897967,0.07335382482508304,-0.7796832157758429,-0.17306768558435795,0.7843954570603182,-0.6259644528225496,1.6516328330887324,-0.7579126301651334,-0.5804349570109381,-0.9184936556125123,2.1161463589954534,1.6434587743888502,0.4806286795942916,-0.5441769052280895,0.5856778189385684,-0.12746110159949028,-0.739119118947865,1.6411513133939164,3.035014705366775,1.3732620178255732,0.6252736265999598,-0.2975365067724615,0.9753376787021303,1.439960647317476,-0.6558992984267049,0.47063841923653865,1.7116782332371365,2.4895203878752397,-0.7924152507539545,-0.14714500227789082,-0.9742069830236391,-0.4012412376460209
SIDM00465,1.4389251798083484,-0.7198838801835185,-0.41666823692489435,-0.04831493290069456,0.745626612220182,-0.48865200199338393,-0.8556053761372953,-0.7400561215885452,-0.726458579737459,-0.5821028292659072,1.355072990238959,1.2623539268581143,-0.6635996524464594,2.3162215850559567,-0.9012714160051354,0.47389317586899826,-0.7739647966228418,-0.565051018058923,0.16390386864522305,-0.601663184839142,1.562673358066503,-0.623741985329605,-0.19970753828301568,-0.49967674169535264,-0.7194886951356492,1.1275189436271225,-0.8975966533327397,0.2077789714576356,0.6517585187554202,2.2521782618256925,-0.5194363943568966,2.179468881161169,1.141598542687553,0.3896698713227713,0.7381814399259635,-0.8043715804899313,-0.48714359274208147,-0.09323484335402535,0.22545084964400744,0.23268291962018742,0.10555912608117941,0.7063670637556373,0.9838953471988586,1.5502326976877656,2.0049163305060977,0.5220299463089995,-0.5366555084240163,1.2707050756910387,2.5009945128779263,-0.24520274414929089,-0.8042137824246628,-0.5160867950847082,-0.7275069416284653,-0.9049652720007288,2.295343062671338,-0.8752555020966347,-0.6071569348477972,-0.9082201002296211,1.1540067155282667,1.3853311516223457,0.03474126039733463,-0.6516962628921754,0.30022731300752964,-0.7214084724029399,-0.6716601054703724,1.6737311721674157,3.016285755214824,1.2560947760651946,1.1063687168086611,0.43993290144628394,0.4266281635065291,0.007130594514391508,-0.6778531539546895,0.026164489100774714,1.177447642997288,2.0722665540134435,-0.7833451569394088,-0.024154323448884425,-0.8191441860285318,-0.5060398210786876
SIDM00565,0.7994094062329687,-0.7727200579752124,-0.4096250721836848,-0.2779865630300827,0.5265439379857375,-0.5294006568607892,-1.011118345110445,-0.8478788781901819,-0.7516949469634744,-0.901016506676354,1.8104779610771593,1.2191955403312082,-0.0972735069139464,2.667662937461125,-0.9369020345657649,1.3385782587450894,-0.7021211557643392,-0.6543757342378639,-0.31751396337475435,0.5383193102307999,1.864081501748184,-0.7308136281415438,-0.23207439002406643,-0.5465446479440158,-0.7454823091078768,1.2164608251982347,-0.5661409223747266,0.1587068158208,0.6534337676235004,2.4512687240576385,-0.5000644059229612,1.6313420884195908,1.3606267752271684,-0.11171278790509838,1.286109939521223,-0.7060974671727751,-0.4157061121187942,0.013488806952440705,0.4690509704740023,0.0304047522287707,-0.2412284191494338,0.6967340650845449,-0.3610753559073833,0.8332468791122541,-0.5316661250714241,0.8709272290044276,-0.6960763600867675,1.1710271963675425,2.4013092794665654,0.23475094525466772,-0.9099186383153719,-0.48411361219589283,-0.6892713380678113,-0.8939759797079136,2.2013680539913683,-0.7607248905932227,-0.5836476564967825,-0.9661024897899657,1.7748949941590086,1.3157014101596016,0.27640379698503653,-0.6769214890455841,0.6389434697571096,0.13867619703170816,-0.6751780422056245,1.922398203669577,2.781486260171534,1.4791969975490586,1.101274625914731,0.26890870012657814,0.45399297437732444,0.8540149288760887,-0.6810508696474571,0.34607223324641234,1.6525883375889854,2.176641510929376,-0.8014463310763289,-0.3451936410328517,-0.6995736649157558,-0.5563252165028606
SIDM01092,1.391859641777839,-0.694393529115329,-0.689832405121692,-0.24874167070759762,0.9719731422221032,-0.08056989889277641,-0.7054023728586057,-0.829394851823974,-0.1972236997006777,-0.9385667704785063,1.4788056542137173,1.527484291928048,-0.7679059428744881,2.3539740162338654,-0.9750203645630523,0.25085440404360393,-0.6832629650377856,-0.413212065770037,0.22921313204908542,0.874961801296136,1.96435626344451,-0.683629975712056,-0.3016347437190826,-0.4699331175726707,-0.8220087193663445,1.111484483961835,-0.8774821897934557,0.4228188890460646,0.9190577409345052,2.8328166134781507,-0.500948475670715,1.6913564776538585,1.4607869731170289,0.46709747620462533,0.7576645522461449,-0.32085319594775796,-0.24820062466414383,0.11954893351978896,0.1416382211270758,0.15298702032266534,0.23193692242875746,0.31063472212240373,0.07627428882141002,-0.6845764482667034,-0.9441081133946929,1.4215583358465957,-0.570008253845629,1.326461671954476,1.839191588270724,0.026061689351642887,-0.8187931835679081,-0.28302037411817843,-0.44800792061709876,-0.8763543107609412,2.274566830009382,-0.742349815299602,-0.2465314241597381,-0.9148623128130672,1.8711314166890216,1.987707931859705,0.1739021795437486,-0.7005595790822565,0.9550165163121986,-0.6804357323195661,-0.7715334465299105,1.6003110082808907,3.0216623819872135,1.407474164563276,1.6086145079400527,0.31082443876312044,0.16817381287140531,0.7170545342746752,-0.21136740577142366,0.5511751322900535,1.3545432879138557,1.9822500280412614,0.29639729862006264,0.3260952799772102,-0.40647653698033165,-0.5780061347776827
SIDM00218,1.4628963304960536,-0.511352438030631,-0.18522582804121634,-0.12359422680846599,1.2439381170920287,-0.6182005814210784,-0.787892224010206,-0.7874319149152303,-0.6676584085627376,-0.7764408923780426,0.9744714694355664,1.4506451045077837,-0.1928317106633683,2.87311872033627,-0.8195339668117373,0.10937935687219205,-0.784163660698325,-0.629529204734263,0.08810309878073923,-0.45336471492629804,2.0291248248110567,-0.724175247564294,-0.18368438488503488,-0.5974160166714927,0.12317163887626618,0.8675517183866278,-0.42188763781880073,0.8601951225603294,0.22553590628399361,1.871516333944494,-0.5875606530550366,1.0367033894000728,1.321255776476541,-0.5756239413774958,0.7937366417498395,-0.7766623372845094,-0.47879805237342615,0.48249638671589173,0.4925305244602535,0.30069464018742714,-0.05490629482779084,0.3912750891975747,-0.3859531575490325,1.6902206500669072,-0.8653906104817224,2.117343491059525,-0.3379696963143411,0.6295189578330845,1.5178504744033765,0.09527567202072268,-0.7245791020676418,-0.7100421308779176,-0.6060007056366777,-0.8941144829445187,1.9982311693107644,-0.753776644303401,-0.685936303662761,-0.8079804087373962,1.0307674004283693,1.1948341214280782,-0.09559312266550182,-0.5892541301746235,0.36587964169380083,-0.5560176799151366,-0.5680506818390278,2.411650692693621,3.1671210425109533,1.3941696308828444,1.175662713283541,0.10246147117145848,0.24922548834907304,-0.3829510495188763,-0.395774390471094,-0.520672546474204,1.8099346423601659,1.3704862342863247,-0.723216106934632,-0.2252767595843119,-0.575049725204789,-0.28615795553758505
SIDM00044,0.8572001321213919,-0.5649750578702883,-0.28841057664106046,-0.1623326990562181,1.1387821801230762,-0.5115054942801379,-0.661462336269049,-0.7770998488568936,-0.6660414302538515,-0.8449385649843,1.385726947862197,1.2993433968747738,-0.15133970260325988,2.707640299450613,-0.6899506494230834,0.14199901986485183,-0.8098478678934177,-0.43656176937328445,-0.18687758273887872,-0.6622434103251585,2.008700600962235,-0.5445925385477367,-0.09138556228851574,-0.5786545651082083,-0.004654364389299171,0.8957423243850553,-0.4738133564955379,0.9400224763297647,0.5464004062829788,2.508785368173983,-0.6207160476857708,1.6056653963892198,1.0494506555480394,-0.029418174059535715,0.5265010211400216,-0.6325173592820159,-0.3899535194729096,-0.18883498582559732,-0.04217086328321917,0.26585721829199305,0.22941366553779838,0.2938757223426699,-0.4808966130462097,0.9870006210905626,-0.8878741785040821,1.724249866819835,-0.48758488829430147,1.5942795195487667,2.2252547721360902,-0.07789805495826728,-0.8204344649635369,-0.43495962763322765,-0.5740972813442284,-0.8721243901791937,2.5088017096556756,-0.9084373481941732,-0.6008137817902712,-0.9634918942524939,1.6486951156209864,1.3466181598781188,0.3911368998784429,-0.5831982764333253,1.1037161654198389,0.08225927191009942,-0.6914643717615425,1.8804030542885894,3.028371725632139,1.2677575098618599,1.1691607176406704,-0.13985858049910635,0.48100345461989374,0.3703332241606603,-0.35732852733033,-0.1641523527312796,2.000915641260404,1.8982727416280658,-0.803345230496515,-0.5080822733057112,-1.0017908118414267,-0.37307218783294077
SIDM00362,1.8859919660159103,-0.6912024443977538,-0.6365810020505257,-0.4438927760688331,1.0855158686340596,-0.36408594033512404,-0.8014978060309874,-0.6529213783136916,-0.7368412114213448,-0.9028955185113964,1.7802717080819257,1.4705231023793917,-0.6093372221214536,2.485555659595137,-0.9666465988577696,0.5474583225438304,-0.38434820438177386,-0.6004730173955364,-0.11438003086062314,-0.5846493524575367,1.5670979115258095,-0.6506437184189996,-0.2108820305636933,-0.4560384960474175,-0.6206453173323389,1.2496705368625391,-0.7902702261960467,0.13322069535667613,1.1467731060631792,2.7127760950606863,-0.36444360809063997,2.0067418868313274,2.175545984508859,0.2279744300767908,0.9347209492725295,-0.7377348182052181,-0.10937809578798309,-0.34878715778075653,0.4773029048358735,0.32452684599320103,0.46409508888323603,0.9611399813550005,0.6040862781371281,-0.8474922350203178,-0.8158992654002938,1.063739916983684,-0.42539932441635364,1.3763384830098881,2.121088383686993,-0.19772123934341343,-0.8043924558189635,-0.2758794897910201,-0.6766076183982472,-0.8708820129494445,1.813327498649759,-0.7733519358577539,-0.4836175613487451,-0.9213168197072806,2.312516771058452,1.6853797050307602,0.5975325821928072,-0.6082281865683546,0.8910734865807995,0.11764304394992005,-0.7677679881170957,1.5635985972471766,2.998400309302045,1.539121008322158,1.2370456767925482,-0.1013897033915226,0.9691417746342645,0.7008789736162282,-0.193949359388733,1.1431255020144182,1.7044507389122603,2.449835322008618,0.13342824737986897,0.46997802093350427,-0.7878077478750902,-0.5654802079844956
SIDM00813,1.5205969539144675,-0.7057005560003516,-0.647054937111179,-0.2788306331008834,0.6324892031574635,0.20505495631091117,-0.8846677449264826,-0.6920382885367476,-0.3535168116244781,-0.6601813657127982,0.14479626551787902,1.7609393109475784,-0.7555834751945121,2.5314978536133204,-0.9829360297005154,0.5491261399376213,-0.6672047915508647,-0.5425898682491289,-0.11070910614991297,0.032734426342054486,2.203928376130519,-0.693886981317582,-0.2806136387832948,-0.4409660980264717,-0.39687988265789,1.1008377024113332,-0.6752330917422483,0.2993820826229422,0.4383902168614744,2.2197984752455984,-0.5935883644036746,1.785065751182448,0.32980714798424177,0.5430277543819028,0.4031886450793508,0.03516308224376139,-0.4372372570815951,0.44078866840501285,0.13264962258375335,0.5827781127630437,0.12515213385841842,1.0139050470075481,0.8436240572213046,-0.7573970447468161,-0.900038469454669,0.9616188840922754,-0.4943268990888075,1.8350467623685098,1.6543184373317716,0.13814646867634817,-0.8578035779136217,-0.6865900860436499,0.17322220658354878,-0.9034607469242878,2.175038321414376,-0.7956287969171721,-0.37522486139249045,-0.8369548611581781,0.05683391795396183,-0.06221082202230569,-0.33293879730885095,-0.722637545899835,-0.06589590416030733,-0.08423243666339021,-0.6959462125930905,1.7119057698606166,2.86278819375126,1.2421321102171927,1.4398525190555547,0.1165017046751057,-0.5165395971265193,-0.507973393202925,0.1830114798387055,-0.5822408275303416,1.5241887887726977,0.13594593047413242,-0.5883100380581813,0.5533303005868665,-0.7864392139327985,-0.5859635845313147
SIDM00364,1.3568267483065675,-0.6599880630197011,-0.032650083787968534,-0.028407026787605066,1.280076063911773,-0.4750714985288326,-0.8593313612673257,-0.7065751279329242,-0.7147922674307772,-0.8868003401654859,1.9904352948102606,1.6674056321187534,-0.2488010688837763,1.89306706404316,-0.919774546442745,0.5079289374355755,-0.833560739152734,-0.5556837873055122,-0.07002738688672969,-0.400410693028693,1.568167062855955,-0.4905820500953543,-0.10325260388151536,-0.7256853569854739,-0.7775372455638061,1.6197823042733448,-0.6994588689230835,0.31360637802163654,0.8986381482732302,2.766295725173477,-0.6468691633055605,1.838727528125985,1.560465287626889,0.2497003943296655,0.6520101665603241,-0.6024400057212141,0.13662390473946134,0.03424976891006045,0.752501904964008,0.6965029788597503,0.187382531524959,1.6317052243595376,1.045917322412235,1.31418791703192,-0.8613029011594765,1.1497228508178758,-0.44723427604998284,1.6110210630762607,1.9394846350880919,-0.22729074907506902,-0.8426062943536257,-0.5420132307146632,-0.7121532223841499,-0.9987831817783814,1.8387344571285877,-0.7952635222717722,0.04585330414621455,-0.8820069871266639,1.967315518301495,1.7965370095045896,0.6028684236138686,-0.6896382759542409,1.2068468381219704,0.07008239823039437,-0.6937627563404449,1.7533506350042323,2.8033890239488843,1.2225202958936314,1.4044650604255533,-0.04847394938364334,-0.09768819035189999,1.156393680636883,-0.3629032664572439,1.178609902440877,2.45322498290163,1.2528989003105637,0.43844953287853883,0.18583278979135173,-0.6279592815011242,-0.47705994815187963
