,CXCL10,CHUK,IFNA5,IFNA4,IFNA2,POLR1D,CCL5,CCL4,RIPK1,POLR3K,AIM2,IKBKB,CASP1,IFNA21,IFNA6,POLR3H,IFNA7,IFNA8,IFNA10,IFNA14,IFNA16,POLR3C,IKBKE,POLR3G,POLR3B,POLR3F,NFKB1,NFKBIB,NFKBIA,IRF3,IKBKG,TREX1,POLR1C,IL18,RELA,ZBP1,POLR3D,RIPK3,IFNB1,IL33,PYCARD,POLR3GL,IL1B,ADAR,MAVS,TBK1,POLR3A,IL6,IRF7
SIDM00291,-0.7345262373327962,0.6460189546010989,-0.9819718587856404,-0.7112506478745327,-0.8916270923437792,1.55490154496761,-0.7708790162818552,-0.9108010240893062,0.47755358918645385,0.3098305244815739,-0.9656025336740218,-0.3314391771224846,-0.8626645384587263,-0.8470644003986538,-0.7560565795420342,0.6128601104270731,-0.8224052147330729,-0.5692897035649223,-0.9959196976144084,-0.5800695907605001,-0.9942052360128946,1.0236205450357665,-0.6544882493355093,-0.3233018665080324,0.7018495439729165,0.2565943108726927,1.8822648341613561,-0.27656354822701645,1.3689638832873439,-0.05949432265601567,-0.4052012196633554,0.4134872780533166,0.7020732739674325,-0.7676352397541439,0.17297528456054478,-0.7517241383381437,1.0296436697995197,-0.9569483245189969,-0.4753941292869429,-0.9029284811742204,2.4630550306704975,1.303085222570107,-0.7749876670379315,1.3177686368912322,-0.1822091069466339,0.8565387152504957,-0.44470413164361733,-0.7446144231613362,1.073323567715396
SIDM00520,-0.8557133529957537,1.0137720138316715,-0.9758824039944606,-0.9403501166404861,-0.9116850590509845,0.9568972341479406,-0.3512349988648791,-0.9761156570302166,0.1273437742348449,0.020573960673571274,-0.8993491743624689,-0.16472028879345632,0.5827784174766663,-0.8146701888572244,-0.8536041365661048,0.485387125781956,-0.9112619830946528,-0.5409959953023685,-0.9607170690702698,-0.701116402953213,-1.0105086852405287,0.7099658122565742,0.09976554861021082,-0.5301151840290586,0.92345682650055,0.3430238049038634,1.8219857725962936,-0.2071590846690601,1.7106234963064104,-0.11787436454037757,-0.47337033470865625,1.2308106676934847,0.683701476284667,1.085930980658038,0.020710770194093835,-0.8522778833744794,-0.06841536509813637,-0.8360804594480603,-0.7163661211215993,1.2544644934521922,1.5506631510073214,1.2355307534067106,1.505269477698609,0.9375810570564885,-0.49717096973710717,1.6954862677624394,-0.615835578714539,1.6383091438570698,1.5214636153758865
SIDM00003,-0.7140113129540022,0.8080854029971448,-0.8778398459762115,-0.7741017080456127,-0.9862881231217997,1.4723172982118662,-0.7803642174526931,-0.9034273725615195,0.03519542361278915,0.4250316721482025,-0.8330884166117724,-0.2137803817119369,1.4286510451177228,-0.8331530720443475,-0.8057440157288667,1.110766822472612,-0.8438948237410545,-0.7314209037655689,-0.9969465322170028,-0.6414758345702911,-1.1175973648806867,1.0584735725293635,-0.2257451325581427,0.9752510780065264,1.128572832239837,0.5952527886680326,1.4941918448040206,-0.11790204081599631,0.7053669827308549,-0.03235444517976273,-0.3553554029495849,0.6696071142636623,0.8149459486633419,-0.8414810906366962,-0.11506771705588062,-0.8439169402688005,0.39485723026544983,-0.8581162511390624,-0.5570797455860518,-0.8671375832974519,0.8215104808765524,1.3627165910703614,-0.8506406803006985,0.502900322100281,-0.5482317366950452,1.6151186635888266,-0.5715629361708178,-0.7419534891926874,0.5170944358469685
SIDM00136,-0.626285248114979,0.6964068950644331,-1.0500724080688584,-0.9053015534640853,-0.9889010120482079,2.2343349096213387,-0.7625174136284352,-0.9354601118966747,0.11720007631489958,0.056216655871461525,-0.9633170761705454,-0.4420605162280064,-0.8538270356293524,-0.8385537171468975,-0.9493185911692434,0.019539416021655872,-0.866355981601001,-0.6352013401166816,-0.9150702816813969,-0.6259390299294431,-0.9536016506969934,0.8348242629691673,-0.47471711035546066,-0.9159489493003401,0.8538576927958001,0.2566339557035462,1.6768089872122192,0.0958007442839565,1.0878115886825703,0.011305283015369115,-0.5146167363202458,0.34011275912129035,0.8243315857577331,-0.655526488592039,0.07476438450400721,-0.8221034422534537,-0.32773005477869416,-0.7570678326652681,-0.8014351309953015,-0.5048438920337865,1.4488966148258537,1.1352003395598158,-0.6354961029993903,0.6723552997540273,-0.5648969367831457,1.3696430189147097,-0.538587558684294,-0.7724323728962658,1.7061136046109913
SIDM01155,-0.6983934846101153,0.8409332764721047,-1.0121883400980611,-0.7656881461566385,-0.9167289984228641,0.983244075128875,-0.7893870475523128,-0.9827196071237649,0.01965284466776555,0.16020638871635706,-0.8504984837622593,-0.2646906403400374,0.5618683800806479,-0.7867874457842801,-0.8941393750636677,0.8486646981015813,-0.8799932600667147,-0.6990581253781165,-0.959699726952045,-0.7005492341744882,-1.0043437475386772,0.9991269637517068,-0.24778631503746568,-0.3084260144113117,0.6968282800589845,0.5645215848134252,1.869589960045952,-0.22455927117607494,2.150255061914366,-0.3103424412089244,-0.39447985638265054,0.11280941258985538,0.5434890690856673,-0.6185626876793529,-0.11391729846640913,-0.8707301238059006,0.24622744523853116,-0.827685610245396,-0.6976204838419657,-0.8632787358345997,-0.4011031688802736,1.4462316196793084,1.2138947537890226,0.5809373819945419,-0.49341713922366026,1.5209175671833082,-0.5581329147876457,1.0881750670600947,-0.08643741673415109
SIDM00224,-0.47456408215319934,0.7905576940377153,-0.9266611652088087,-0.8573098674696185,-0.9597822649721626,1.2133557712556455,1.0851855357544322,-0.9241972575792611,0.46169944623641895,-0.1161759067239238,-0.8873523455328972,-0.19225343809167855,-0.7133513445806136,-0.8642441398565199,-0.8280737234778847,0.45582998429514576,-0.8278471718988557,-0.765400522458386,-1.003138675246842,-0.5215653166655784,-1.0073070412999678,1.1057601771856562,-0.5251714845231417,-0.947064414969065,1.1688887573612996,0.6191476552184071,1.561376941975169,-0.3232121663862264,1.3702779586551515,-0.36435351367100105,-0.5402735620986356,-0.14057504391190118,0.8919208677454579,1.135866685107113,-0.18381043591208895,-0.8002582726354491,0.31340581917069943,-0.9291147168993819,-0.7080646353534388,-0.9106370119614751,0.9689768707023179,1.0278148149847974,-0.7267459126047037,0.8639823097919379,-0.5480142916236854,1.3677967841395386,-0.5790366315170364,-0.796678776449863,-0.0528321871201732
SIDM00783,-0.5702258277856511,1.2716619765965596,-0.9387239885862151,-0.956507814251128,-1.0089899580331863,1.3129183766740788,-0.7984027514136065,-0.8227859101721144,0.15669749461942098,0.04195488329584245,-0.9206734191131679,-0.17482819864841553,-0.8619236156671343,-0.8373389815110182,-0.9428188069308524,0.28265901136994187,-0.9391159924390949,-0.6486162136884059,-1.048693486486613,-0.7591186966376069,-0.8824122094610005,0.9947636746092146,-0.5917810207692524,0.09470893940036614,0.9088625153062411,0.35588893232595936,1.6469718669470934,-0.10910122279981177,1.2972684090602682,-0.17818303998213683,-0.714344909636343,-0.18642546568247115,1.0782766292950923,0.9704707213586292,-0.07204019371244987,-0.8841103276298417,0.20915860415415868,-0.9158298102374935,-0.8469322186052072,-0.9566212511522472,-0.8739052120314418,1.657080441894398,-0.9247957711766946,0.8145901526807232,-0.656136415760675,1.5192970850358545,-0.40216557558497024,-0.8167020405470564,0.6517222543271124
SIDM00490,-0.5863568707765984,0.4425462701079077,-0.9074281451675107,-0.8185802207113513,-0.9122518159264676,1.1268226179826617,-0.7808229985168617,-0.9524743049615936,-0.033936546270215785,0.08286365893174248,-0.8604358776389147,-0.0174878016689622,0.6405788371934409,-0.8906899635439369,-0.8865314038974579,0.2704660970777664,-0.9227068714358694,-0.519544633308541,-0.9578693402359668,-0.5077034565423244,-0.9919771643333907,1.0563242482406232,-0.5520589031064391,-0.902424597779181,0.4401856746501713,0.3842796088359428,1.8202507413731612,-0.30307932780470975,2.092596754790833,-0.17495245859695754,-0.5283085993705472,0.7254913191006872,0.37044705410826057,-0.7275138701652625,0.2047787524487516,-0.8267186625027557,0.5415515149671671,-0.9228159202988456,-0.651794102191244,-0.7419281556926349,-0.6998238011204344,1.50519561173127,-0.2607894392583945,0.8739648495126001,-0.5716181053183045,1.2202322224881683,-0.7096451315126294,0.25623225001574845,1.0516378988641122
SIDM01090,-0.6078538175266509,0.8949709638327606,-1.0144688800179054,-0.6325372472960888,-0.9006710147022491,1.5300139117577543,-0.8469696325895488,-0.9355169507503085,0.366818124842643,0.27078250442352064,-0.9104777452232445,0.21842110157354724,-0.8233894595831249,-0.8491667893723731,-0.7489605858168916,0.7949849890915792,-0.9679813002688397,-0.7570551695091201,-0.9147312690559062,-0.414138197393491,-1.0310295215538423,1.0394196746662292,-0.3965971251388314,-0.140071776824979,0.7341224685884296,0.7268270674128346,2.001283949724983,-0.08234591937982712,1.7001345038891575,-0.07697876267039719,-0.48559385841280367,-0.41133282182605957,1.2721786868193947,-0.8260306383346262,0.21937825926408902,-0.9286005461922708,0.6914175206089876,-0.770043383391212,-0.6822549401008364,-0.8281845306029525,-0.9043004229504259,1.4489777208348429,-0.7868292318547102,0.8005311762167002,-0.4765644649690374,1.3538645937700096,-0.2571792653463254,-0.7472708354891022,0.0785182181172212
SIDM00394,-0.6283349100563882,1.0165748647292285,-0.9541721520623552,-0.9203625993561356,-0.8548703269580128,1.3857922181318134,-0.6984982474933668,-0.9755553799563916,-0.021148682989935035,0.11060261004649272,-0.8585548964791521,-0.19328952149500986,-0.02438694573707488,-0.9151645951159537,-0.8772430413984107,-0.26101491118644565,-0.854236206969616,-0.6653357727934721,-0.9279222328698724,-0.708650655304794,-0.9359666577434331,0.5749647778162785,-0.5100074772470188,-0.9089959176107627,0.1374005724451389,-0.09116143879337499,2.001580839455103,-0.015605383842408152,2.2830702654154122,0.016676815135255516,-0.6589938441863366,0.40760929893288445,0.45217969458051105,1.4805822580269146,0.180309607810832,-0.8778475135742232,0.3753993278370425,-0.8179883948966539,-0.8216385495190643,-0.7707071602562897,-0.8149050338279277,0.6710269213719047,2.6244002786871956,0.41364886934175,-0.7494755634504502,1.2111727777953798,-0.5546661746501853,2.515002174002402,0.8979520793094864
SIDM00538,-0.5546884271027527,0.6242726702289829,-0.955500625822336,-0.8396995262080869,-0.96671242865862,1.5407902832201528,0.9060614987602358,-1.055913803724506,0.03149844328211357,-0.20061148535809872,-0.9766162980712733,0.1291032110526416,-0.8675868094619946,-0.7013531651086252,-0.9126650297396096,-0.09691470207322161,-0.8402073725922145,-0.6458467924238478,-1.0475710717568738,-0.5258043480941745,-0.773627831668256,0.8195041678213201,-0.5719903593720943,-0.7853598352431886,0.12992044699215707,-0.054402527581006624,1.6434568316088805,0.025235677888863398,2.1701165509771587,0.3910529433842791,-0.4986650882632796,0.8984522089418707,0.3197350835234508,0.5384859085031577,0.18990054038431078,-0.8133264315018147,0.43642904735995103,-0.8520894412136049,-0.7046897203963605,-0.8831238723067557,0.06253574097871073,1.4430608826364637,1.425346137854104,0.7932759455763252,-0.6035605768242829,1.8532504774859522,-0.5043231708242997,-0.7284248073190327,1.3821568152359074
SIDM01140,-0.7364864640019855,0.6413875499786397,-1.0131421596242782,-1.02402558357914,-0.9166978317323233,1.6484749587741232,-0.7724331720204928,-0.9210772383661033,-0.20974662593226345,0.5072514145651416,-0.8565235146825816,-0.26686925728502464,-0.8415093157596084,-0.8423034067221629,-0.9781608940729261,0.06715771673606781,-0.873628984753857,-0.8290729668491277,-0.8595550746011534,-0.6940240555471112,-0.9570334059392617,1.1787906774240642,-0.44762715348983884,1.1758861216265384,1.0485033108202237,0.5264162791430504,1.0465294817216002,-0.2628492227061761,0.9569748400818179,-0.19194043380306905,-0.7625109547630885,-0.40773351593963103,0.7528613024724391,-0.7517067123659746,-0.4545088899294956,-0.923315341483353,0.4282011934612647,-0.8004170845865394,-0.7675303943647542,-0.8912135531832508,-0.8319412461499832,1.246032216048262,-0.8307487486019162,0.763397358043884,-0.7093360911365161,1.2730799362806122,-0.4841310122129468,-0.7932703007118455,0.2749308728740909
SIDM00101,-0.7488017846720623,0.6038061952278855,-0.9956740920791254,-0.9613966570011679,-0.9261568113412318,0.9443428703527397,1.3402580577886565,-0.9774187771384306,-0.04417197479788116,-0.02789160232076729,-0.8507684280910173,-0.15975590004547363,0.32383004130637716,-0.8112214215287953,-0.877150271598097,0.11875667477021473,-0.8937562350136617,-0.760649061064286,-0.9729445289674555,-0.820084080981038,-0.9968955179341858,1.2626353411041382,-0.1721770698542203,-0.9147825587197801,0.6928068659761453,0.5593593678059021,2.0693109795747087,-0.2558881799207555,1.5383218649702637,-0.286128274600255,-0.4026548503424437,0.9711004048628603,0.6455621188618306,0.43254513683770907,0.13720214657567767,-0.9011376563078028,-0.11027310509687151,-0.918482250401992,-0.7440773769360326,-0.9201382525738164,0.059203150238175045,1.281163443430302,-0.26966147215546,0.743897915823234,-0.45743779356020176,1.4661821202078074,-0.5367138364729772,-0.665340604276545,0.7302507725606324
SIDM00114,-0.7036901442634943,0.7380046804546916,-0.9461352376118786,-0.8646656312315482,-0.9672918993332846,1.2476655114191966,-0.8623266288617079,-0.9497806924488588,0.19821315965150904,-0.005679365936271982,1.4651946890553775,-0.03290878716744491,-0.7381741483190394,-0.910951155070456,-0.8257664084071638,0.23814419971078563,-0.9397282541219576,-0.707650337520116,-0.8559280829825286,-0.55902101757563,-0.9876351119075775,1.1385740841846004,-0.5740749203963829,-1.0430195620549174,0.676776814268116,0.8344465924351765,1.728374751392072,0.21617666438123162,2.150410972269691,0.049738582735069835,-0.33706696430253485,-0.1884219787700208,1.736457632249515,0.3425462212962189,0.13071520142414733,-0.8216143826843605,-0.11976765596170645,-0.8432879019225763,-0.8089469112233982,-0.8911756748037252,0.4976521653827073,0.9152376360245167,-0.863307021514831,1.0712800039192383,-0.5736484285513355,1.6921047457496692,-0.7115411493010048,-0.8188192230428865,0.4462720737072914
SIDM00102,-0.7386804878156187,0.5932178044981113,-0.9265163727262399,-0.841540729485861,-0.9316704341277696,1.44020896741635,-0.7547730179850303,-0.9502903439384731,-0.02560816691605233,0.07063433878589137,-0.962287920496081,-0.013585063226981131,0.04737203617887058,-0.879240641993381,-0.8993506268761151,0.18554207069389966,-0.9664491335411529,-0.4786145723692484,-0.8833227541165682,-0.6392916432900054,-0.9524284870365426,1.34494521384674,-0.21495438510107354,-0.7851546116184573,1.3137453290852985,0.6502560569159138,1.5651066503096498,-0.37872399694367853,1.1844705500213188,-0.35311068000913065,-0.5549886723023474,0.197096894593588,0.8592705174156885,0.2266683787625267,-0.0838213488401819,-0.8694122150257702,0.09723097757313906,-0.8749378952572717,-0.7626800669846526,-0.7970299974003523,1.3469282966407679,1.4905592052000307,-0.267865497580371,0.7814691216076151,-0.3329536504230388,1.614247661931859,-0.5844728610310392,-0.563539400504922,0.2991557450987034
