,CNDP1,MAOB,MAOA,ALDH1B1,ALDH2,METTL6,ALDH3A1,HAL,HNMT,DDC,ACY3,ALDH1A3,METTL2B,ALDH3B1,ALDH3B2,ALDH9A1,ALDH3A2,HEMK1,LCMT2,UROC1,ALDH7A1,FTCD,AMDHD1,ASPA,LCMT1,HDC
SIDM00291,-0.9727062366531477,-0.9518222892270383,-0.4662230772020471,-0.5544699149988913,-0.6241745926626697,1.1432918719781253,-0.7121876062243206,-0.826029159893848,-0.4327197892858266,-0.8517258890557133,-0.7599444959486188,1.5524334368719932,0.9679790046788282,-0.4860698271123353,-0.8030274597924373,1.4981781380878465,1.0927225743085471,0.0731706672195419,0.6733776313657687,-0.7210338651409219,-0.8931123829889631,-0.6853549135144985,-0.8665231259108296,0.20230679999575552,1.6057089985594117,-0.6478761733318283
SIDM00520,-0.8875494265901993,-0.8921040789053951,-0.2718674544791947,0.5023747738009452,0.07089782903247402,0.5703294584398381,-0.45621619118048756,-0.8301522632543741,0.4029085719879559,-0.8457755815960827,-0.7722636876251808,0.3151352164893899,0.49662953180179203,0.5791124536929227,-0.8568880928712052,1.5467747697618395,0.7462904789140488,-0.08653010802709095,0.5148333125490362,-0.8941992620465408,-0.10892524641018639,-0.75656132248953,-0.7600328317296727,-0.8663952660378165,1.466405627295969,-0.8988048257248287
SIDM00003,-0.8257079675696559,-0.9181756939056945,0.06790909340341394,0.11832669998126902,-0.5802939162625425,0.6322001970805986,-0.6047392845411431,-0.8225679259611511,-0.7144719012561952,-0.8132682221694851,-0.773523252089762,1.288039822649684,0.7972255838864459,-0.3505980184446444,-0.8248975388699362,1.6329414801558872,0.5184369272940491,0.02526259485455058,0.80127762773282,-0.8472364127923293,0.076245773004792,-0.7078358630812862,-0.642334738806954,-0.5724514617942439,1.457404560430156,-0.9302137350946721
SIDM00136,-0.8179898350670056,-0.39770566847029915,1.0845380599441785,-0.09067014027885144,2.091804710886594,0.11628314522983382,-0.6625343577942999,-0.8207161054447876,0.640547569322509,0.02491948461695209,-0.3282750716528674,-0.7747526530607057,0.6309120437499932,0.9029850694860607,-0.7515268736901303,1.270565541827003,1.0299903053124788,-0.29359789061952873,0.6091365084296062,-1.008792007420033,-0.13099561485533465,-0.729661867433564,-0.6999068920771031,-0.7227709789464162,1.4036849860650362,-0.9005343132640444
SIDM01155,-0.9096364131003924,-0.7573349550568075,-0.09415870218885693,0.3862317577085262,1.22532486885538,0.5590855880536685,-0.679268883209698,-0.8964271300860795,0.24906629462238125,-0.7430769001076742,-0.7534979110496483,-0.7994587597226256,0.8450960028124992,0.10557062379158404,-0.8863279440683011,1.4437894610824373,0.6540576746787307,-0.21802949933131682,0.08137549525674491,-0.896331023913748,0.03275265004302767,-0.7150414838647546,-0.8986546436936593,-0.7135951210204091,1.4477962938191409,-0.9621958757619643
SIDM00224,-0.8853635176136051,-0.9062600352460665,-0.6018239965456791,0.23703793295840178,1.1887490563019467,0.8010955233325158,-0.6962845242220864,-0.8516712704155077,-0.8519171738733397,-0.7917901894911028,-0.7983458044111105,2.661345653494394,0.6277718399260709,1.0024043901959276,-0.8859351481915635,1.119431220249174,1.1905462745550288,-0.4312266713816422,0.20822804681850896,-0.8953765326424717,0.11194085454775134,-0.788385269877997,-0.7935157807725158,-0.5934560913919991,1.4721673008973002,-0.8491484952006603
SIDM00783,-0.9283984003108937,0.5411556044282961,0.03686545719017337,0.38661856569196,1.3148256444323754,0.5752514800193921,-0.6570605254357321,-0.7350454579576661,-0.7988062349023117,-0.9329599402035421,-0.8614334781572217,0.1966593446315858,0.8461754212149695,-0.13741848412864593,-0.7982258770514004,1.432951384785273,1.2339173120992784,-0.18282098311495748,0.09159643970793718,-0.8867639541653758,0.07734890988346849,-0.7941626347457632,-0.026775106718175675,-0.7959845056111154,1.4016456587466763,-0.8621388441312954
SIDM00490,-0.9304432769899919,-0.45476920488045003,-0.561750088831354,0.1591477396533475,1.3568513696617832,0.458356041745838,2.2993041803860192,-0.8200635846470775,-0.17469671970344397,-0.8225805921807915,-0.7921463211487692,-0.45737349130910054,0.7003273856309726,0.32537104661235505,-0.8278314462710139,1.5154199800099963,2.43193631352906,-0.14036190487194775,0.30856879468844123,-0.8463681696492322,-0.1052216491724092,-0.8154610591354736,-0.8840988032875755,-0.8535890322161057,1.371370542977382,-0.6692891361307964
SIDM01090,-0.8438955480176042,-0.9385276944743672,-0.6364931999615877,0.6802870800932579,1.5764706660122638,0.5253784502328049,-0.7268965975308058,-0.7109966271959635,-0.888080661875011,-0.7327650064248982,-0.758127353222765,-0.7462787366101343,1.1093787068413214,-0.33880941342764553,-0.8140923584197854,1.3844022272129906,0.37259356332460114,0.1688243723162084,-0.4789269933381059,-0.8554048579236712,-0.283149644139446,-0.657965172609073,-0.6155984702745937,-0.6142398529202167,1.4680778624716595,-0.9595679596377977
SIDM00394,-0.9494691769483914,0.39466000085235475,-0.5817715489422385,-0.17673551723721506,0.8166556096108479,0.2601108495151441,-0.047203767708575345,-0.6235691627075306,-0.48381509007065726,-0.7749495520107454,-0.7752682381566444,-0.7289275027983214,0.5718417300476797,1.0579593172252444,-0.8344720960402026,1.1611121660365775,1.0614498693316332,-0.2541638991734507,0.6701760801334403,-0.924920446877608,0.3496047494437112,-0.6967366196876255,-0.036200275096433435,-0.5819132865148904,1.3412370729628704,-0.8599970238867908
SIDM00538,-0.9103339720788554,-0.04791966526682513,0.31618932558265067,-0.38753506820127814,2.113475949016514,0.303446464731391,1.2711797685042179,-0.7364666653836208,-0.224279159773316,-0.3801953510495085,-0.6935834698464572,-0.08589903075853694,0.2988855429859443,0.4698529761651872,-0.8661828232733929,1.2533845382928603,1.7418214331933886,-0.4437703792721268,-0.4461064281020667,-0.7950022425555746,-0.38158455755844334,-0.7428823574044017,-0.8501011701034052,-0.7542680252607163,1.6134387768639984,-0.8044881985712704
SIDM01140,-0.9119766928111771,-0.1762215432204957,-0.6233570611124357,0.5362616078317186,1.6280540186865768,0.5810846981670286,-0.6369209463162154,-0.7023974717917385,0.21185770217491356,-0.8688739791724526,-0.7999615154147809,-0.8015241511909713,0.8733494812405992,-0.3732228760023845,-0.7918969034484589,1.6261522822882362,0.6526124427842548,-0.2852716491734691,0.36824853969075744,-0.7245640087342904,0.7222588267945949,-0.8126498853907962,-0.9698694911870824,-0.6792521004599742,1.868094357010587,-0.8719970872032563
SIDM00101,-0.8953763254942682,-0.9334226528167618,-0.5422655091105094,0.15007413251923932,-0.5962912732147594,1.0293603080150717,-0.5737314353572043,-0.8718708287539515,-0.628066477758235,-0.7165759102244942,-0.7373514335407917,0.08877985457714531,0.896440503845247,0.5822043037148145,-0.8135667511941894,1.449720107139152,1.2120101496695226,-0.20862280437196112,0.2701834884181437,-0.843830940638595,0.09213513131307399,-0.7256454536604617,-0.21216955631302556,-0.8622100241074244,1.2417148944834258,-0.7722375324188084
SIDM00114,-0.9164054590897099,-0.9641491965985919,-0.6046940889432947,-0.49438077353804355,1.2673976299990197,0.5208606821233706,-0.5519858578846026,-0.8034624669674383,-0.7395487468502482,-0.8584772852955203,-0.7079489562124335,0.38527084304010467,0.9435000600145036,0.8247346263938494,-0.509491447236452,1.6143911661383072,1.3534642694012022,-0.2577610741286783,0.14821447610282854,-0.9231600910157381,-0.014789427804127224,-0.7911273988989083,-0.40951689875858427,-0.8264436992467327,1.2934246905769504,-0.896759685632781
SIDM00102,-0.81151768357259,-0.9557318550582137,-0.4522672755796066,-0.31961711139514265,1.5977911604116202,0.585886906396131,-0.7259888769298887,-0.8219203057627912,-0.530766837338798,-0.8234604749605264,-0.826009922825992,0.6478801577467505,0.5127915350996243,1.308641107846294,-0.8595471605310977,1.6303315558203477,0.6550701385078497,-0.2573809909401722,0.4511793567673274,-0.8650064376894838,-0.2750263123601098,-0.4361405170132384,-0.6404732090110209,-0.7492668321896859,1.4701683964324528,-0.722127586707203
SIDM01122,-0.8245695742075427,-0.9589525083570887,-0.7195144942781414,-0.06616866893230222,1.1506714375124372,0.9909456245291013,-0.6624867456640144,-0.8683821635605464,-0.8298531634268125,-0.818447138728524,-0.8209863236010736,-0.887406568556736,0.782788623080182,-0.3426970482589201,-0.8706119440607767,1.3725236063682813,0.7208061815381617,-0.2926970257869453,0.40699055076758084,-0.9912101572764802,0.13851623030141014,-0.7883344935175748,0.658756291286874,-0.8898335457062834,1.3610432378581514,-0.9300399184472324
SIDM00261,-0.8530380790703405,-0.9275543244847685,-0.2094913949660893,0.39152434996890967,0.40612716440264585,0.4938850873016055,-0.8605925464392681,-0.8309713601368668,-0.13592731064595204,-0.9301483520265065,-0.7842298061307258,-0.7861960391162287,0.7412252676797775,-0.4471243960450898,-0.9056070962831636,1.6936179724863465,0.687691829088779,-0.32767045449557086,0.8667156973482697,-0.8440294054756141,-0.2412862079480915,-0.8283245617670991,1.7672276666165108,-0.7728117068569881,1.2163771930383145,-0.8610559945713078
SIDM00154,-0.8566774052028686,-0.8605991322455726,-0.6592249876967933,-0.36093185492130736,2.2757846731849294,0.9217633027079009,-0.09099428593914352,-0.8019281699559456,-0.8460773855894458,-0.8443999982234826,-0.8211130457648264,1.9802919828827037,-0.010323843133933938,1.4605448610252403,-0.8545928264707323,0.9506460361818985,1.0505279047467928,-0.4147762833897035,0.5821266048023095,-0.8631799656312629,0.03634294371024918,-0.7802538700183671,-0.43695106137331985,-0.7516660071715181,1.2529720610469173,-0.751191586513382
SIDM00104,-0.859195624600821,-0.9089655543828378,0.24438283998058363,0.05610122241557753,1.1661969488161972,0.7694862831517937,-0.6504113969362946,-0.7729739803481979,-0.6466124276700501,-0.8634165373232447,-0.8725733455022793,-0.2667139656359142,0.577596783627355,1.2566200509002723,-0.8344515781596881,1.5778449849061547,0.8704766217621343,-0.40833810018829525,0.04259161210268866,-0.7412765913206297,-0.3742469435269302,0.040577954887677944,-0.7780911697881658,-0.8276432681086182,1.491657617307821,-0.7951427933911284
SIDM00267,-0.6960661973513574,-0.8909469913852149,-0.0376125270858552,-0.12553012791293966,2.521776545684648,0.45494310485000783,2.396857355830303,-0.7666667802378382,-0.6162137404323815,1.1401740470576374,-0.7493113036285373,-0.7407466307374915,0.8688861720859196,1.5406871924917638,-0.8085946871217616,1.2167608662445035,2.0638737051047293,-0.3566345913765412,0.6975029198857063,-0.8559283607625908,-0.08831886247090998,-0.6674042924776439,-0.5895578305751886,-0.7605242582437127,1.3000112010787699,-0.8269650760682629
SIDM00100,-0.9009541100220011,-0.7528754516787661,-0.4107896017530727,0.06490973614607656,1.4957950442548307,1.0596099319278813,-0.63974384428908,-0.8289485050362779,-0.5195408059357456,-0.8596749482531529,-0.8604111226450694,1.7387520194098747,0.8791967708636426,0.5717120995126893,-0.7901778609757367,1.1489213803777496,1.4338065471869006,-0.46051663293309336,0.6059626628689262,-0.8260135656482028,0.05270105275642841,-0.6951341410973746,-0.8146503194373205,-0.7494179568212959,1.4926092325257572,-0.9003965388285753
SIDM00826,-0.7853954523770006,-0.8164599504673068,-0.0879255512586666,0.1988194659942896,1.5604886562352482,0.2854929827042226,1.88398021762431,-0.8340062885215468,0.271496691163116,-0.07521008280545449,0.5914582012662521,-0.799720265634792,0.4536731096877628,0.25400595350220984,-0.7664972766759106,1.5639911786485865,1.3468432882846,-0.09265509885567559,0.7503437576902046,-0.7812915691053552,-0.33705813529393736,-0.7037469217574529,-0.6237676176908732,-0.7308933646659038,1.386870470413681,-0.8149299647782027
SIDM00310,-0.8816978086169718,-0.8053150524643892,-0.19374091442612307,0.1808850718538951,1.8751693327563608,0.6843456852565987,-0.2642618235886884,-0.7950216274811381,-0.7306233518806068,-0.8254004540645047,-0.8478036674025504,-0.5910889232327573,0.2862379908928203,0.7654527988078219,-0.8347893960505517,1.8669534548991638,0.7322724659616665,-0.4613118726674049,0.374474102092311,-0.7811228089104324,0.1141532438867805,-0.7515484208638459,-0.8002651096520225,-0.8155035725265127,1.2067705918512937,-0.82943542445154
SIDM00482,-0.8416231959063182,-0.8250500377445278,-0.5428923699768067,0.6998077274941569,-0.6476208338607227,0.7353585795177499,-0.641015332934755,-0.7916614329562459,-0.805529908451522,-0.7737774843117335,-0.5453800662744956,-0.7740643357522492,0.7939063726986206,-0.30448179130385605,-0.7533572637974482,1.7192109494499306,-0.49776375774054,-0.1376418459536349,0.5492576768264613,-0.7817071959048635,-0.5825859624343295,-0.6415870148586965,-0.7797250728622966,-0.029776130829941176,1.012613422331446,-0.7609354650032628
SIDM01247,-0.8735541698039418,-0.819033049719327,-0.5787467936623109,-0.48370885593676705,1.2442278408050935,0.7476480342207338,-0.7658244385022623,-0.6510480398382454,-0.8026556902208036,-0.7679010182004905,0.07978245620100229,-0.7274679333705687,1.2928695227508655,-0.37061595550831455,-0.7643898012225063,1.384028183128862,-0.5551613051800798,-0.4444811424260892,0.12754135102029096,-0.7557512299002695,-0.6966868076140545,-0.5801101219853689,-0.49493169482911825,-0.7021791936651698,1.3685098092750387,-0.752861172756616
SIDM00817,-0.8814165562418286,-0.7928899693471578,-0.5652962521368858,-0.12320753811525,-0.2837059825381333,0.311394160277046,-0.6928421742915656,-0.8775053940592986,0.09094004056993713,-0.7895972269367619,-0.7173206692305696,-0.47069739618651774,0.6619906596192906,0.47398835230210185,-0.7596601556515229,1.4333865416498632,0.21567715779930585,-0.3412452026880562,0.003815141380428138,-0.8750606481903986,0.43502291669130794,-0.7279166673358322,-0.8464720363693781,-0.7252574186909341,1.4596551696353848,-0.659387917738895
SIDM00448,-0.8025351642411608,-0.7070069088086917,-0.5127138396453789,0.8150194272066196,-0.6744561537263726,0.9591173392529987,-0.6316448681270529,-0.7270950736470884,-0.6728062134793815,-0.7495763039978126,0.804375896839176,-0.6048291022592708,1.0742039536563692,-0.16560406967806773,-0.725976659410014,1.5923974054497076,-0.3010555563539095,-0.3432578937690374,-0.2280237240044782,-0.8759570363865561,-0.7395426599341328,-0.5466163733965811,-0.6168047662464524,-0.674027449344811,1.8246086535715025,-0.8922453446707537
SIDM00086,-0.8465062940090262,-0.6260116032102978,-0.602795914270499,0.2534112962649906,0.6949170446012826,0.24493329704004002,-0.8610200461892443,-0.8559556152478759,0.2927113665608923,-0.8711541208643858,-0.6509040048102693,-0.5653810466254217,0.8269142808352858,-0.17307678078264677,-0.8319976774991713,1.3288183653003771,-0.023040854294867994,-0.20074041059475964,0.3879624513540909,-0.836510491522378,0.22186251582772923,-0.7954246180928491,-0.8020018065759731,-0.7478498099799235,1.0753965750416563,-0.7107890574906043
SIDM00466,-0.8791074367240498,-0.9200067478838309,-0.5814376190072956,-0.10143800995738915,0.7279355341917175,0.05132609698398609,-0.6030229211694315,-0.8220916143403592,-0.8240672968430159,-0.8821507237140525,-0.7520028353211125,0.40269390377440123,0.28794896010534576,1.656467174248372,-0.5550461436889963,1.4579783138736504,1.5822130096838838,-0.3483952436450285,0.7197289099782587,-0.8714669473788251,0.43533526849803805,-0.6721399929510626,-0.3676857490076342,-0.7754536221210877,1.344225243955525,-0.9366805933018649
SIDM01132,-0.9361749553017031,-0.8119300378239381,-0.6527478633911141,0.08936847277612235,-0.8328917349654296,0.39742710658849567,-0.7564356986830316,-0.8239618178945645,0.36251067040362955,-0.7687985897261992,-0.7039346656745165,0.11811188802273277,0.6812629814040486,-0.3010650714847667,-0.825326600992931,1.7548548718132688,0.24826364764686415,-0.28887174199936255,0.3291938653505031,-0.8953758786243077,0.36846073828570974,-0.7408870636462588,0.026253138444490752,-0.7458950551053292,1.3685645916604723,-0.7188243535881493
SIDM00465,-0.8056871128985855,-0.8192018910940834,-0.5209524467475171,0.14328393610850262,2.5477710467374672,0.6517250398171371,-0.6979139231430904,-0.769618675695843,-0.7558793103083785,-0.7208503516076283,-0.6734227660512808,2.055051878734694,0.5826679363312423,0.1336934144706786,-0.714399341543817,1.5238144462168142,-0.3382184465807439,-0.18546295984555242,0.001620790793649714,-0.7926976873757704,-0.3746823267846585,-0.6854539298478907,-0.8833089740185274,-0.8013356106144216,1.2948023714179924,-0.801147514865699
SIDM00565,-0.8486498754040637,-0.8909891527679752,-0.19532801295297297,-0.13845804700515305,0.8910417517724942,0.48405503975897285,-0.7324303802442387,-0.8411826331750973,-0.7771008292474728,-0.8761118021373844,-0.6074263099274537,0.8131720891634675,0.09003518753972158,-0.27424457933306284,-0.6748155127200393,1.3355784479007509,0.967546974686328,-0.14633138889514616,0.5233284477446254,-0.8808208515143245,0.14161874917756226,-0.7084058027000517,-0.5996595433751519,-0.8272227205556654,1.2028501669924399,-0.8105389527627466
SIDM01092,-0.8313593491051099,-0.8551383092392838,-0.5046418707009901,0.22038131806437722,0.19440526176069414,0.5964023607231422,-0.6585284339888695,-0.8392263669542458,-0.7606618790964438,-0.7491813924987633,-0.5000434232334318,-0.7172174589339614,0.28651538559697676,-0.2665381915661436,-0.7672631322076658,1.4015678202624173,0.4094807788945865,-0.15077925730136246,0.4628563206899681,-0.7567715175536348,-0.5893101186392184,-0.61483907419487,-0.7994815801221351,-0.5349416662528117,1.1470180586153575,-0.9405997187036544
SIDM00218,-0.8875819240162718,-0.9223076807841925,-0.5061589868408317,0.39385175007902234,1.3840450847029817,0.14725388494294897,-0.6981702917164065,-0.8095251219883892,-0.7555215371278824,-0.7053764040727509,-0.5147284947890943,-0.7033671590053726,0.23646010428174088,-0.03912580305866341,-0.837416287663944,1.4248258430815222,-0.13823597359154102,-0.05242242767267057,-0.057236533635762886,-0.6470457337502477,-0.08391268248301029,-0.7034687854621956,-0.8503657126648454,-0.7152231773754253,1.9187154681646261,-0.7848387242853915
SIDM00044,-0.8774418342281063,-0.8751278447653008,-0.5327420801576487,0.352674094645945,1.2274509294975335,0.8345969027459007,-0.7557104476543997,-0.8130831821433533,-0.7951875777435327,-0.8365888801118578,-0.5084166809319484,-0.6781406354394545,0.5493710176488252,0.7604603433064244,-0.8192333686049457,1.7345156056911912,0.7909517317599614,-0.27289363061475097,0.2993939346250627,-0.7169377385036825,-0.46198288309744934,-0.5968544856587283,-0.9324852716225926,-0.7267395430151784,1.3888132543088212,-0.7090243862624194
SIDM00362,-0.8683029981481055,-0.8835501637472524,-0.6166854463423265,-0.17262628248681325,0.9677136593313285,0.6778140928535948,-0.6328868137926382,-0.7348470556363755,-0.7463084512581553,-0.8564422484268063,0.7569705797853173,-0.722096977316341,1.0141596770707746,-0.39401926973001,-0.7445689688577017,1.1722498271531563,-0.22201590644678007,-0.06115715152932766,0.8027339851388698,-0.7858932204168692,-0.39391293950367084,-0.6814112552109997,-0.8340866401991499,-0.7845033700234219,1.2326220030368882,-0.7456844441828386
SIDM00813,-0.8508635212639565,-0.9262832942939792,-0.588707698247199,0.0037686330919229263,0.43342390777699447,0.6694543113064779,-0.7533124111233217,-0.7914614813976362,-0.8588496605409643,-0.8077752464499288,-0.6413799076898556,-0.7417854334477638,0.4929178072385757,-0.5639748506309217,-0.7806672458149864,1.4011660624799922,0.34500855968040994,-0.10598480400924738,0.17646321316761673,-0.9000074327497296,-0.7079451430176752,-0.7645575610472835,-0.7209034044537592,0.18607740119130295,1.5304320440506463,-0.8376102402940451
SIDM00364,-0.8174074004657507,-0.8587727378787524,-0.421580755674037,-0.1873018869338104,-0.5566235376965466,0.9037520545288749,-0.5819648071413479,-0.8163272492691748,-0.8140462257970241,-0.7369231838571714,-0.723471602854773,-0.7420766717032296,0.4750409796781773,-0.3932597249562386,-0.7515221965815663,1.826160668994262,-0.053218569075462345,-0.3201487234082458,0.7722024380415209,-0.8951938288676029,-0.7658374124498872,-0.657674296423243,0.10941499135955611,-0.8182163545719681,1.0161738844949184,-0.7217841747345057
SIDM00792,-0.7949502305936531,-0.8913303425963407,-0.2505338878181043,0.511780378606653,1.7629872073681114,0.4045160689996887,-0.8214282826453981,-0.5487858529986017,-0.7355268160695514,0.5747216386039329,-0.696244223599135,-0.7740775631292695,0.17826140165279974,-0.284326921456326,-0.8404663929130467,1.9373915657791159,1.762630768211616,-0.25993383681665155,0.2786066213869788,-0.9467757631008981,-0.42518601624374847,0.17449530882107422,1.1318766103058986,-0.7301378134450837,1.426857646306313,-0.7608104190230837
SIDM00241,-0.809955108882787,-0.8641250818386532,-0.6564378707624494,-0.12188761669177471,1.8774498297535758,1.0952864999945349,-0.8020843360775267,-0.7930556301269122,0.5862585184913919,-0.851617997684028,-0.6623042492293959,-0.5690643557918824,0.9698739887498334,-0.4350866568758823,-0.2415353610918752,1.4042332111795668,0.6929981316073147,-0.38346711455224086,0.763655479752815,-0.8839371228989871,-0.3956331718416626,-0.758087326457187,-0.48904444277737275,-0.8316460177718588,1.205081665274718,-0.7809145088344338
