,CASP9,SOS2,RAF1,ELK1,APC2,LEF1,BAD,ERBB2,MAP2K2,BRAF,MLH1,MAP2K1,PDPK1,ILK,AKT1,AKT2,NRAS,AKT3,GRB2,AXIN1,AXIN2,MAPK3,TCF7,CTNNA1,MYC,SOS1,MAPK1,TCF7L2,PIK3R5,HRAS,EGFR,GSK3B,KRAS,CTNNA2,EGF,CTNNB1,ARAF,CCND1,PTEN,PIK3R3,TCF7L1,FOXO3,TP53,PIK3CA,PIK3CB,PIK3CD,CTNNA3,PIK3CG,PIK3R1,PIK3R2,CDH1
SIDM00098,0.11527483320994761,-0.14645705387439345,1.105522053320851,-0.7239337061079624,-0.7511420883550419,-0.7068986728575346,1.3626428202609033,-0.40241393688625937,1.7985337293991823,-0.7822293700544648,0.3364715096171835,1.3068758587456268,0.9813605094842519,1.1727121837795293,-0.1589299914649479,-0.6708840724550083,1.796453302028577,-0.6308758124179298,1.7461961434059645,-0.058182436534708594,-0.7037428588673552,0.3043844854751119,-0.6310401565802424,2.102749098529555,2.3982683497107904,0.6227387380923055,0.45912016079758144,-0.47987986709415936,-0.8478427138862007,1.3875517393560706,0.6298424319898418,1.9452329815793135,0.47466145476394606,-0.8199092814546578,-0.7040249172630424,1.1847327015843487,-0.12338898425520059,1.6140950636714726,1.092945900200549,-0.6512429962791757,-0.40966948356273286,1.6789071631114505,-0.2857234055097085,0.8515901817502423,0.17596570516696397,-0.3846227482318617,-0.7208330229102523,-0.8832652758626194,-0.435137947832969,-0.16420752704121946,-0.8382583698631063
SIDM00225,0.1189453234354661,0.15464606464079755,0.8348573535582411,-0.5536207428759855,-0.7258613943546327,0.7546718776563459,0.6316810958179817,-0.582178591662502,1.273364272885486,-0.37593296330682047,0.18476902254627825,1.7672558841865322,0.9440534074438506,1.249562639458131,-0.12032069319968533,-0.48940933136072684,1.8397846356450012,0.00327414136633282,1.566287194929019,-0.4083542495676179,-0.7869309161706798,0.42574360123698995,-0.6120152136276269,2.4940718692667527,1.805070708867808,0.7242755066546729,0.5101479725257008,-0.09047966366725571,-0.8339691836356542,1.1051907729656958,-0.47226253101766874,1.5813565861476502,0.879071646217962,-0.8814078140460616,-0.8171621954713532,2.132991620564796,-0.17368924498095675,2.0388315196239675,0.9874554920950515,-0.31956181662508887,-0.313556633708981,1.554327385468267,-0.6204080570580509,0.6432993664700564,-0.289436664838999,-0.4259825966617104,-0.8755362178437521,-0.85038006208633,-0.2771121420304421,-0.4603573061973098,-0.8833461458571928
SIDM00846,1.4427858245132252,-0.33627621821732756,0.8698531163205813,-0.643397428213116,-0.6945992794951663,-0.8522335206061834,1.1457513347465378,-0.43807267212906403,1.1338849989723598,-0.7589388476329242,0.309283990496421,1.8566577901095587,0.9882606559100836,1.2871062188272373,-0.2132189230298964,-0.5416768291323578,1.689101416942715,-0.8366500827076601,1.582817379722509,-0.19385826737383016,-0.5146946202176935,0.40456292514070263,-0.5186419668267465,2.4312496493337674,3.130524928138079,0.3263389430642861,0.3639110576930663,-0.13349142318003934,-0.7286019215380581,0.6951875006183451,-0.4729979716097495,1.2569306276229175,0.705831098423714,-0.8842585908889762,-0.7356509393306963,2.2337033467864043,0.1361630588670387,0.07087854832076719,1.4503902241069933,-0.06271061018132987,-0.6902312467859295,0.8495733505223776,-0.5811015847484154,0.3009842739833732,-0.288815158393606,-0.7489569632522669,-0.8133653957800806,-0.820596360725214,-0.539366920455228,-0.30207525946749875,-0.8552838084429766
SIDM00291,0.8389360576012556,0.21050477281114974,0.9796559767371458,-0.47206762904375577,-0.3649049941203566,0.9914871875769924,0.8276005928737822,-0.3288546015274794,1.2604308368381785,-0.11087046888498304,0.24127215729554746,1.6589398477165531,1.2706719121151453,1.3902112562693156,0.19571455103036073,-0.3319020096946334,1.374692858095759,-0.16736406499652842,1.8578936789144092,0.19282438624425802,-0.4967995252332032,0.8556571961413694,-0.6006786525323217,2.4788897568018546,2.9740459902471432,0.5486812928608678,0.5321205356572491,-0.32555578224171416,-0.7365915933005378,1.0154145333144973,-0.7010901879183482,2.0040503344555862,0.9636772611317815,-0.6551489872375575,-0.7759404858109082,2.8124769493023374,0.20516428708917692,1.394041590551702,0.9710513457407052,-0.6587730241746428,-0.6275945068417674,1.4439594695754823,-0.5084398361676555,0.6758468981090971,0.7973915424442831,0.019775914665252674,-0.8149713944944784,-0.9451146794788785,-0.1357513311775369,-0.25954488834721806,0.5619050414283527
SIDM00520,0.2067682953296997,-0.15327484864701205,0.8454594995210262,-0.547621672281379,-0.7145945582789641,-0.8535234627173709,1.636546043141935,-0.3585332144231486,1.5326932560318176,-0.5368144346923572,0.1665984994942104,1.5191012332163636,1.1506451896167227,1.3185111071941407,-0.29195671144782676,-0.574813865969313,1.533903796599923,-0.10742363391901054,1.6113510472933754,-0.16871419782201064,-0.7607372814483173,0.5000866377405552,-0.7213972304341316,2.4595028147728035,2.5422411621911642,0.490206872722997,0.26042457304454064,-0.2467814588438119,-0.8314140434830632,1.5161091203354689,0.17015761897142367,1.834913010598767,0.17721634025831323,-0.9121716848552816,-0.9782685487911118,1.438357307192851,0.013560006457620706,1.9365871753526132,1.587092145931502,-0.7648242114555972,-0.4050463082134792,1.1295903534805978,-0.5243050792613837,0.9489371145890182,0.04872946486551291,-0.6088840333322989,-0.7856868591853412,-0.809002244635813,-0.22277964900335825,-0.23402885410095514,-0.7337348324747057
SIDM00003,0.07877017515724916,-0.07606761759270368,0.6530757342323101,-0.5803250909445292,-0.7495015038674984,0.5357666464399241,0.5995875826888802,-0.5626779265565784,1.5988747555684801,-0.36580442658776524,0.32893886061051714,1.7012680244644953,0.7407111758782388,1.4209752668540363,0.06914677644384426,-0.4979858267327193,1.6405661255028405,-0.2551297332924865,1.6039643153529137,-0.2615691413949727,-0.44753987008756885,0.46660514256326746,-0.5145826995763334,2.399480015362598,2.6661248089944,0.4385413908597508,0.7243979395425967,-0.4361330439927213,-0.8020179127306238,0.8197722327603156,-0.661709351285879,1.5930681004740483,0.568297621257225,-0.6079670861886449,-0.8326724453376524,1.965475059810824,0.07018065728126152,1.164899253512414,1.0961925606488712,-0.5000258795066411,-0.34735395058080565,0.7867247873563893,-0.5195021342956749,0.993463517123065,0.5307492349086849,-0.4551687594131406,-0.8294767509231751,-0.7573812995678978,0.007774037385819338,-0.25041751802124634,-0.8701003068147007
SIDM00136,0.08217097587573322,-0.11987262078344194,0.3315127066929042,-0.5828607644259114,-0.7518189109396756,-0.8164498482876252,0.9231135240293825,-0.1667916294892096,1.3220480235434442,-0.3625193553906259,-0.2947755942941433,1.992879827711926,1.189349240210322,1.3301535614868432,-0.20366846679216194,-0.43544298751278593,1.146668931315316,-0.8153281538941863,1.719943248372717,0.24730741384390723,-0.2082722668214188,0.6507892655995077,-0.4494865847934621,2.459144943591099,3.013841101271305,0.778181819928126,0.3851481893824864,0.2890539256763219,-0.8366041470975958,1.4466032401452813,-0.3592493371703439,1.7629675500397193,1.0135103333842828,-0.9428465067813269,-0.882320773107236,1.2798876192850492,0.07786900375774598,0.6948512868562963,1.6771536686554938,-0.6223357305028023,-0.6303846112609418,1.8119835813094485,-0.6243602593595802,0.5843610535832205,0.25811132734267916,-0.7474600078698875,-0.7850388147034552,-0.8703045150505063,0.5372548495522526,-0.22358075672074318,1.3598591627312495
SIDM01155,0.1357913844993496,0.038499845182361186,0.8330819657038037,-0.6084574914961906,-0.6381607123248865,0.0014731717154608914,1.1414541968025247,-0.5945249396285045,1.3366550916262618,-0.40991705301384807,0.11723076987802644,1.4341348643508207,1.1018261804694869,1.703017730097845,-0.0007707345812583203,-0.6310590878670524,1.6426541226071936,-0.5515412057574922,1.8149385086266834,-0.39449358972053694,-0.5772183698116319,0.48095139700391365,-0.3921695563737508,2.449029804296149,2.25261891495447,0.5798804336571142,0.7064244268194239,-0.608878026400163,-0.814897796665046,1.2593258331658332,-0.1183927223300892,1.459569972691598,0.5175215510099777,-0.9219589925281045,-0.7829754400087757,1.5508677749921205,0.0697316035222512,1.4068359428336112,-0.8094843826810196,-0.45677295766753406,-0.4642872281953311,1.2133384992488891,-0.5711970869300372,0.7117247695566788,-0.062196483072455025,-0.5514510402916394,-0.7871432979150357,-0.7796014496506495,0.03555478131917427,-0.26542025170621397,-0.8589940427036427
SIDM00224,-0.21934465047413165,0.2519977387905182,1.0552668213136176,-0.6958632544274295,-0.5669407934134703,-0.8378165427238126,0.8657992024351617,-0.40478138091443594,1.3047908376773982,-0.7070812741410794,0.3092771994421697,1.005747312417868,0.9563547370781154,1.1030031257497273,-0.14579332546923207,-0.43442293979392144,1.4498162501009324,-0.5731355048044783,1.6246925646432018,0.2273657922746393,-0.6751208835804124,0.5479442443358864,-0.7569926001138515,2.5694288779230168,3.3672592531062406,0.6885021833752948,-0.5549538999256374,-0.34305173867246685,-0.8431084684171928,1.2078768440861027,0.5347721481199239,1.9870264322647762,0.2679026432531028,-0.8888465479282182,-0.7832119544178362,1.40701362261901,0.16993918698253993,0.8803768223143186,1.2630033492806663,-0.6406742721275255,-0.18767499146189376,1.5312242429467224,-0.4210300737781478,0.8560372261357724,0.33833862798018505,-0.4916265209661461,-0.6731115812194185,-0.8366483153810327,-0.32013283493063943,-0.1933033126050991,0.9184056304698512
SIDM00783,0.27689665266586927,0.0492032810716853,0.6344333396085167,-0.5383477711403011,-0.750142743799155,-0.9143641872136657,0.5983112132619249,-0.32047247652962707,1.33974538891998,-0.23531569010504338,-0.353970179944349,1.5514904306451307,0.9568636914344675,0.8245197955212886,-0.16433492393168064,-0.6161933850999223,1.2282180204531403,-0.8892236461510445,1.7344336575020778,-0.09638608887148974,-0.2314828104458499,0.3326112379658688,-0.4650743454773557,2.4364521486186157,3.2980494197195522,0.6723766994788793,0.5324004850994095,0.8231719586456369,-0.6390949064998547,1.0671521674781155,-0.35319037622249505,1.682755490416416,0.8330509782272281,-0.9152685317439886,-0.7978541022658486,2.093523508981542,-0.22021396310918273,1.5157258169243817,1.4451698049236457,-0.782129818802481,-0.2946635202493135,1.6284629606663705,-0.5852476593539157,0.6883281403188356,0.3237229141187382,-0.6119591500737706,-0.7602572373536498,-0.8965572643749253,-0.34362315900357127,-0.20513017930257668,0.7465967347598318
SIDM00490,-0.021197048392591938,0.05312236208270538,0.6034801070486192,-0.5534005521642257,-0.15558165351994435,-0.22615385276939257,1.3793464630411403,-0.700193098727579,1.4917886482973903,-0.46494926395654174,0.04314338850922986,1.7492183306847096,1.4288407348767305,1.0904949107434732,-0.03346272796519599,-0.5015132109979694,1.462210399915633,-0.6584320279308679,1.7331757293525691,0.09877951808686722,-0.4914109710823223,0.4983000834645974,-0.4035609880532807,2.557951251282017,2.369235472927987,1.1489867626985133,0.6606740881928407,-0.46685408616678387,-0.7566632422935685,1.1889361959984937,-0.19401618306667462,1.3708325810585795,0.4154799977497072,-0.5950882058197567,-0.7581466817024274,1.2261109606797882,0.1327836896004831,0.5028296861001972,1.3085344985298997,-0.5462480778570864,-0.5260436658333962,1.6406603447937649,-0.24583013670927326,1.1091486297041584,-0.10478455771130224,-0.6774761959834487,-0.831772225315333,-0.8682006036542234,0.1753226765983558,-0.14910083492106915,-0.8103071915597027
SIDM01090,0.1718619910756335,0.12559313506083092,0.6563571538723628,-0.5178836962945803,-0.7609290086944197,0.3660005774078758,0.8279121728753582,-0.2197861987764995,1.386649234450303,-0.03947749389605054,-0.5981105553413588,1.6219592217336218,0.8100057155837221,0.9097865739633522,-0.02556330057458413,-0.5647756587841167,0.4104861910525509,-0.6765873573587164,1.5819736956866302,0.30189308225805844,-0.6953395465730106,0.633215366254382,-0.5260117056966461,2.2639159958140227,3.558087005114285,0.7569663918010382,0.5937105943187458,-0.3127276959974964,-0.8296607533294292,0.5365466734662082,-0.6157092042165297,1.5273331038034441,0.8397798630567113,-0.8958062536267544,-0.8784522328583237,2.063677099733036,-0.12251591717089358,1.058733995214343,0.8965468274363507,-0.656531411953477,-0.7374868246475823,1.4303746117640563,-0.7335655248116916,0.628206295058479,-0.16067479578449104,-0.5550954324505873,-0.8815509859739362,-0.858959175715629,-0.17540863875171012,0.04209368944321474,-0.7251276135786091
SIDM00394,1.8270967073162723,0.18184533382658727,0.40400650063007526,-0.5993143909359225,-0.6986151757343023,-0.7637767004896919,0.6217116327691667,-0.5267077154957458,1.1669256293804384,-0.16392073603204077,0.007264651765654247,1.8903093802408155,0.6170204717131612,0.9954295168656804,-0.010660769008956118,-0.5083424045950974,1.568544692549214,-0.8470668607980113,1.6068512868122053,0.0033547817599736095,-0.7081693434165597,-0.09583599172821719,-0.49102785433809226,2.396461111564431,2.08224386007972,0.5580010839066802,0.6029050484084734,-0.3225113790944654,-0.8170545561415208,0.6585246560075073,0.3033034021256114,1.7498044426755244,0.5820423472225442,-0.8709300831723439,-0.9178179028492276,2.221028459073944,0.2191680440514531,-0.47237204346891226,1.3143115620934853,-0.6655861052384837,-0.45163593213168884,0.8058648980887716,-0.7059087438497308,0.6431555433575602,0.2472293741014987,-0.5866728027744895,-0.7924334637442058,-0.9081759206004996,-0.4771609647878592,-0.2365232420983259,0.06951219271521966
SIDM00538,0.16122991850353813,0.34812974851321055,1.277471417187775,-0.6382730061317231,-0.5824103106806446,-0.8419196827825018,0.7298525508942966,-0.4215892494760903,1.9260235559978451,-0.3953294490220491,-0.1924166567668299,2.015135209117641,0.9353052893065966,0.9739658360290555,-0.30947928867909746,-0.5158027795848967,1.2886824118621416,-0.82723080264921,1.9051665316082949,-0.15893333841298915,-0.4697222846098323,1.0849253227592255,-0.28979503080491303,2.542599673811798,2.9470108410868963,0.9898735833640715,0.5218947297181094,0.2598235565872204,-0.7159097451314804,0.5746160095839874,-0.39162838104460085,1.4783696832365913,0.5416380452842011,-0.8861693995496193,-0.8118189317150665,1.9943286913933607,0.016365196590802288,1.2101249905678162,1.3046709344427136,-0.3414759718672879,-0.6596929047823646,2.288277776528792,-0.7586979510942264,1.0210085209000996,0.46412076621316517,-0.6878135542183365,-0.8088581787118823,-0.9286997424551207,-0.394748267442785,-0.20213289882395022,-0.4906723537572586
SIDM01140,0.43567089604281123,-0.40115521028403645,0.8768954269157636,-0.6857451881167268,-0.7033017380697378,-0.715117635610983,0.8463904381928901,-0.2964936569017471,1.6298742611986672,-0.16849483328693862,0.21195853697914818,1.8319546180110737,0.7536686779186087,1.4131412354023056,-0.3119084966402353,-0.5303198201065722,1.8030395755563762,-0.5731792136943076,1.8296910411659224,-0.016763808924632154,-0.3754597894028116,0.7235975198110824,-0.6714181779862745,2.322336039430889,2.524931897879811,0.49669912156315094,0.5782279276601292,0.4001681233004073,-0.8777972979970621,1.4625640792932597,-0.6770312916077024,1.379716443809168,0.8846941890565448,-0.13956610573406722,-0.23063594401056872,1.7713604591705963,-0.0706127507793976,1.4838360317389967,0.9749083389323331,-0.5848328535384936,-0.19508075822522383,1.0221030725423161,-0.6808715671898623,0.5338677023283556,0.22226406589790446,-0.6388071316129379,-0.8458562305196243,-0.864503831916058,-0.5708415085371915,-0.4347500169778208,-0.852208180500837
SIDM00101,-0.2311997098826816,-0.2333557891612172,0.9227294220296743,-0.4929143249490725,-0.6583628527287202,-0.5685156610706992,1.5717646417946878,-0.36102156468787616,0.9539768978686396,-0.3886455984733667,-0.02886088974503225,1.821664872894759,0.9008487162234566,1.15107055465874,-0.2942623939862246,-0.5759939640698314,1.3314835913662146,-0.35358601068759904,1.7639791632852693,-0.23760613816097792,-0.6882473196242742,0.34262190349756033,-0.734076382296364,2.2295639768667597,2.975104248070064,0.5744162955592186,0.25287245376043205,-0.6174814455640667,-0.8628410029093586,1.1158764038261206,0.21666766214982602,1.7488777779037306,0.47424188333366274,-0.8637825049642562,-0.7367716631118729,1.3350536189991664,-0.13070664169274632,1.6421530407320661,1.614287696068028,-0.6704301924950056,-0.5723447417727948,0.9803357743659595,-0.6497271797879088,0.11721314975574713,-0.3389266209898149,-0.51732085697471,-0.7753672810039506,-0.875418383962662,-0.1771303252072368,-0.3636941704163436,-0.774494021056491
SIDM00114,0.11918241734372706,0.4346849163169968,0.7457108460395406,-0.6116352324259346,-0.6400073785837864,-0.8460188809298264,0.9514123777270976,-0.33168193847462846,1.090841234322991,0.3501308993338352,-0.171408501387268,1.721860584473405,0.973013499986514,0.5814363520339859,-0.1170882920972537,-0.3687019249168026,1.155612906969612,-0.5278357405508393,1.6953360321103428,-0.4837394969849334,-0.7839385908121821,0.7322735647928739,-0.7290597906364858,2.3862037353550254,2.1420860338041625,0.9007180069405478,0.6761117179057753,-0.4739089161363814,-0.692934206146981,1.2763093584075977,-0.40638594124938243,1.3134068768589497,0.963734505865975,-0.9544096542368149,-0.9594090340746156,1.091069704231802,0.00010690426329612261,1.4153228274297847,1.00208636225798,0.05908532528663199,-0.7182498348677349,1.859298225289589,-0.7840990562420271,1.1708615325947356,0.6995674807938621,-0.694713209579172,-0.8827828343966738,-0.944637337911312,-0.4937927302321074,-0.36521034659124485,1.8483025286469417
