,NEIL2,MPG,SMUG1,XRCC1,POLE4,HMGB1,POLE3,MBD4,OGG1,UNG,POLD3,PCNA,NEIL1,POLE2,PARP4,PARP3,PARP2,POLB,APEX1,POLL,POLD1,POLD2,POLE,NEIL3,TDG,APEX2,LIG3,HMGB1P1,NTHL1,LIG1,MUTYH,PARP1
SIDM00003,0.197606810138435,1.8593149067734198,0.4987005447140467,0.219750593166916,2.2095266605159534,2.3178824747256623,1.7284000016808527,1.418508263939897,-0.020146526625093635,1.6703849395237007,0.27832696125172457,2.9293902148901094,-0.6747515814816828,1.3738556501066097,-0.33900530275420626,0.050235896580953635,1.3556097003026675,1.5077391249211363,2.443472142798534,-0.6748391873500701,1.0818721023742877,2.049338198881483,1.6471339428772154,0.6615163045933726,-0.6071110112899025,0.5205361754959823,-0.07064299867364965,-0.5918835948723226,0.024887852848267555,1.0132615387972475,0.39651410650111685,1.2080924593260514
SIDM00136,-0.27253931500926365,1.992695014890142,0.5079223199084962,-0.010235950909999524,1.3375503498387658,1.74923895705062,1.4728111433087963,1.2918171031480323,-0.288217108684327,1.4308987745451318,0.013646102036430475,2.1981872459025533,-0.6097133635228894,0.28734928342740584,-0.3528425064351905,-0.10470864636676602,0.8249871660497845,0.7126020386193469,2.6199193646469467,-0.4213495485507728,0.658356693294669,1.8057082210633681,1.3354182123139702,0.1673483666997578,-0.5010406465146613,-0.17624701185917374,-0.11184043886660452,-0.7451044224600356,0.21034387955240713,0.3757855398152779,0.17094277002399008,0.35776034789163275
SIDM01155,0.12163908431644374,1.4693457241591534,0.5252550076791557,0.43024487423663854,1.84678614266742,1.7269541235495118,1.7191617340179786,1.1076651603920025,-0.2526690887979793,1.2219772631291916,0.08641688467083589,2.7874715161004073,-0.9618824916109525,1.281281686483465,-0.40290682575416564,0.3466248016827026,1.4841930047696668,1.4558375462709818,2.513041576363259,-0.7017370132342736,0.586271631394478,2.4868244270544015,1.2704451908512788,0.8517063057577388,-0.6538596810485205,-0.04152976947800872,-0.3010527715234702,-0.7488881643000436,-0.14979503535575275,0.29714418945018506,-0.043778424953863325,0.8488379005207977
SIDM00224,0.1166855128367156,1.5736971402239668,0.1947232674664292,0.04481887531702832,2.267606038070705,1.8811303459209594,1.4528006602528403,1.0691790080162225,-0.2745214160245986,1.4865468063912877,-0.07666174973431991,2.670917782669733,-0.13902423220787366,0.7231828498302727,-0.4343783150570626,-0.08647282892225698,1.4979722632391057,1.1129181817007425,2.797002176390559,-0.5945618406968752,0.7225805150715625,1.9612653879343005,1.438149031735081,0.8034031363990335,-0.4667362106155395,-0.09771384652638834,-0.3159947809343315,-0.5751985544764319,-0.45322702548993277,0.6232581655465514,-0.3210254034641553,1.1346826941845662
SIDM00783,0.8369753342093281,1.0752374763379415,0.39513047105470467,-0.15913500362359256,0.8631389209309375,1.748514006688448,1.119477971696112,0.8077632314406106,-0.4422277610302773,1.3767719425050677,-0.32424485042366397,2.409504783092315,0.6701454178904224,1.1368337416510261,-0.27436960642203556,0.2382451136353126,1.514632134547433,1.7560355686772458,2.6716464611072737,-0.4848523238947963,0.5632710555208145,2.00734461524248,1.4482729789020174,0.3489912645962131,-0.540913478622378,-0.11702872507740825,-0.5166048404140093,-0.5041676622558439,-0.34889700841256244,0.23232087290416903,0.34659623810524776,0.9565225038011046
SIDM00490,0.3094950956549534,2.027264573971661,0.27782661801808656,0.004365129844486264,1.6288560733614466,1.4570396442338425,1.6243758789352682,1.7083297395442918,-0.2518412451567346,1.3520300420375175,-0.33202037358732195,1.8455972252870991,-0.4647379119669681,-0.0778633505268111,-0.45318144329466503,0.50964402405223,1.0046093261913898,1.462944526045874,2.380176875420742,-0.6699222885768665,0.17849243673864804,2.1649665275647707,0.5749314874910183,-0.36893843053488057,-0.46988255828127895,-0.1510020588462907,-0.48327592348697096,-0.7497675436556064,-0.4634467078357601,-0.3579317880636017,0.1149274166871239,0.4845880571746351
SIDM01090,0.7239875591247417,1.8604291786532745,0.717167286094966,-0.17321122806923636,1.8799901665499055,1.4592549190794495,1.6383180312147096,1.1969182383178494,0.09743799546240206,1.60663142494581,-0.245190388721471,2.609607176571777,0.5378062088988018,0.9262904397643401,-0.3298569314836377,0.4364698029949633,1.5052461539034119,1.6740244012827203,2.9369156077335874,-0.4515470807061287,0.936398508848887,2.067958988535266,1.4583500471307287,0.13900474948301753,-0.49628007199496177,0.14364477274594725,-0.19241194926607513,-0.6991044572582563,-0.26936394754280857,0.4317720643088364,0.41438924260571103,0.7214344996005285
SIDM00394,-0.4024809740122297,1.6036915626704655,0.31955918685804213,0.4717094150380775,1.9186727289966883,1.4427424148757682,1.6352492553775844,1.3092027420019021,-0.35670729703736115,1.1713640872841873,0.49988773459898844,2.7189804462246587,-0.40692312218779875,1.1303189760778494,-0.603661551457371,-0.41493471535255405,1.9478737317977424,1.8749525090295132,2.331805346192392,-0.5312971185860811,1.6021694191115623,1.9831753005195445,1.6641499773542354,0.9625718634052743,-0.518796274272396,0.031469222077955813,-0.20121256033464413,-0.7104787929105978,-0.26984898046368916,1.117795500284919,-0.4766016574502,0.6964492665917187
SIDM00538,-0.20036754521020705,1.7207554358020627,0.30840437831412576,0.22323439375014367,1.7896618327901896,1.4940379448909706,1.3572089029504604,1.2293781570143516,-0.27299640795479824,1.0675138011325405,-0.38049836363403505,1.849648620391156,0.08741786772684919,0.496665522986683,-0.24444485937886676,-0.307037265034257,1.5617389907504557,2.2045390872923583,2.4197502441511514,-0.3746182317182729,0.5361145973724155,1.5904853866284272,1.2584841246122291,0.24079249770956465,-0.42090773679803295,-0.07845027102409771,-0.5546802339751429,-0.7138076309969559,-0.3029202912833206,0.28842235143054173,-0.07946652853568932,0.2207369180039302
SIDM01140,0.3107861941664732,1.8052268489991117,0.46339763818771484,0.2738760060393985,1.5395206389642633,1.8286351893423838,1.0980779269604874,1.1399739155581874,-0.19517801039083676,1.6340609080803,-0.04634764662112338,2.459005160369349,-0.34288394939578076,1.779156606430255,-0.5268755304264721,-0.42148760106679395,1.3377571068233203,1.7995986814107026,2.693455585616908,-0.4627455560956878,1.1471760638647486,2.0860686978034475,1.6825392732009723,0.30384748461611566,-0.43850676450398085,-0.2522457995196486,-0.034950785200923894,-0.6746468588604903,0.21500405566705327,0.7800225529053795,0.24469234914074897,1.2580713683494906
SIDM00101,-0.028166069692131528,1.887118334336925,0.41733343229931164,0.11762273362954466,2.1162577446573825,0.7771002714422559,1.8410522800654303,0.9395797919727211,-0.038622832332390444,1.5858412576710406,0.09900004907574779,2.7451146410792204,-0.7213335884417411,0.2883681422222873,-0.4841469535934561,0.534185497035942,0.6225509291979381,1.1717969979081473,2.2358903506519643,-0.40370623076596035,0.9462411464450746,2.3575473676862098,1.4387628804038628,0.3725523105009181,-0.5376361584644156,0.02215528504927103,-0.6205157651921305,-0.7432568358324677,-0.36534792358046336,0.3755982940202207,-0.0839515065423582,0.9628560050315788
SIDM00114,-0.2714700080025729,1.003273736436752,0.4546204916775182,0.12292404564238595,1.8576727976005154,1.7286084444915129,1.6950140485660796,1.4697189879866235,-0.5505915741394217,1.5916759637469724,0.38627175449064094,2.186737744908982,-0.10814440090623163,0.5306514784669479,-0.3961219823108587,0.10613876633885097,0.9807878112981275,1.5745535280922107,2.5111455802191305,-0.656322437443375,0.0846010800733653,1.5786778294507942,1.118816255358974,-0.07548982956064641,-0.45156965873845745,0.1258873459127426,-0.45322502022015776,-0.711730280329234,-0.44913567782637004,0.27148209624895275,0.4774986371742312,0.5221016924611335
SIDM00102,0.031121867317591177,1.888683144549956,0.9073688479456485,-0.1834429285342617,1.4143746052393362,1.2325149757016434,1.4834673667647675,1.100880879752692,-0.2613157029416421,1.6328430878712066,-0.23035066315981295,2.1692780935766978,-0.6142311297861485,0.16888378472290075,-0.24859002029315125,0.5102062930949212,0.902892143378751,1.6146091022249116,2.442717812997231,-0.6139638242224402,0.2726461891297037,2.499006960904594,1.224938773596755,0.3184503819532806,-0.4240194000722688,-0.28696674793761207,-0.4606747806969929,-0.592768191738685,-0.27568995936863355,0.6558882779366512,-0.4737571753381537,0.6687696268481698
SIDM01122,0.04936834742586138,1.7889985108446536,0.3917771706928732,-0.09600261031338451,1.816345254265679,1.4694980673076534,1.3258682045881525,1.158465981089689,-0.01744060107403876,1.1512822463855266,-0.04183402008278674,1.9985370561509106,-0.46557483536814176,1.1227835807087323,-0.656703043839385,-0.5911015079630821,1.7369276727237775,1.7392420008280238,2.5021156356101137,-0.6283598375150808,0.8848092068549875,2.3754954894187685,1.6794396177167201,0.5243589882398753,-0.41228224362758914,-0.3639778433121426,-0.48066589126504844,-0.8741195479613811,-0.21324792198525436,0.563876261438819,0.3453224696301979,1.088925138254986
SIDM00261,-0.0031793435068874477,0.93980835621275,0.5689020264203335,-0.06411771539775789,1.7719197881649884,1.9931356660887711,1.5060902758644317,1.3323977329395789,-0.42934306503966563,0.9306374177217448,0.27563290436478777,2.35460897720928,0.09418189084006161,0.724161488558879,-0.46660538099533894,-0.6973349970540496,1.5630523231658493,1.8757784947418163,2.9646742911546875,-0.49897113949653166,0.5039059831882523,1.9012242649529603,1.8402028996984603,0.3309428328946998,-0.5885739514598441,-0.10870714812041143,0.3165010110248502,-0.49911499553986155,-0.08547057019012443,0.4345867198765488,-0.019822458259999853,1.3761030235694427
SIDM00154,-0.13747082973112146,1.7755065309171105,0.30620044330638363,0.0692258563832762,1.226767663499114,1.5603059347510357,1.414565485041497,1.262873247514157,-0.39490774774328263,1.25861390204948,0.07369575969730566,2.5216717742968466,0.3531195731174881,0.8437020183761493,-0.4234263416956708,0.3907731595191772,1.3404150036005495,0.961835180235083,2.6334269561465953,-0.73644597386466,0.5791641502754566,1.5695823562864404,1.4167978701392754,0.305373634178791,-0.38488278262966263,-0.10137199395921546,-0.4872565258282962,-0.8224270427554076,-0.5169975809451274,0.5578366336736421,0.032629894633296,0.7173023855961514
SIDM00104,0.042536804287858526,1.6796971199075328,0.4631198187570244,-0.2527976076316722,2.0217525983877596,0.7498561132781512,1.3581537993205748,1.3874937891022465,-0.4709066169282968,1.6137254295888193,-0.053629202839760554,1.778335308864853,-0.7269209304273047,-0.07113120382907402,-0.46708338881405653,0.12902591165584892,1.2755981270560717,1.7847571211993498,1.8468725533101902,-0.5004177831724724,0.14543216302598977,2.1420959682870215,0.9618099913033171,-0.17824059301651973,-0.04644446345814556,-0.024189224027238658,-0.4209554883989481,-0.7126376450826759,-0.357884183421942,-0.7846404268786549,-0.1416344726356323,0.2541790867322503
SIDM00267,0.1040326865253069,1.3709376046878035,0.8115509944698831,0.33289570408741637,1.9712773281684242,1.7934821967492824,1.5649510502907165,1.1058302684665187,0.07762573906796469,1.8781977966854584,0.5593786483875245,2.735986056155023,-0.7725856919399244,1.4608878370128464,-0.38507107217004305,-0.5808932205778198,1.8525754547306803,1.6674885387379572,2.6108370192507495,-0.45259553565090405,1.236322929057551,2.327590660268905,1.710034480008104,0.8520204935089657,-0.21546477954992865,-0.1722608201513811,-0.17650170989083164,-0.7054454028334288,0.16641749650750845,1.0539372500341613,0.3600957351585109,0.8178023703221388
SIDM00100,0.05568980181262938,1.8171428070256896,0.33639725021583566,0.6402127896343689,1.3532302725645735,1.9484705139314225,1.5559898871237312,1.5439773305848326,-0.33243142837254286,1.5980096472212835,0.15435309779876266,2.6232258319388424,-0.75821459674519,0.9312830110033806,-0.35198200287983666,-0.3285560064566857,1.4009368108761695,1.7868280434206811,2.6100761997800794,-0.6620167614387338,1.2912538757279153,2.144420633197727,1.5958421417680622,0.9851610243148001,-0.46056723889504575,0.0035938049135542686,-0.40757028089389247,-0.6665682100768545,-0.3125164004694035,0.6144448502766706,-0.08189252685159214,1.3152600905495642
SIDM00826,-0.22244968186763073,1.485797593532254,0.6828564059898931,-0.11615625181273705,1.814724397138866,1.9683882745682384,1.9175236592845493,1.4796284430567017,-0.4076219098547041,0.9456043334581119,-0.19574352170423567,2.4681160285134918,-0.1054989503952293,0.23561939102471027,-0.4329150705458933,-0.191666994687185,1.2690287580929602,1.0235614050075994,2.284392057189158,-0.6088967150106152,-0.07155472851627936,1.21015715289918,0.9094436520150885,0.02235473374914999,-0.21367231048914395,0.0443620940295659,-0.23615310719547838,-0.623028993301654,-0.06986271350739229,0.09223710621843183,0.10780228518074779,0.5167843396529578
SIDM00310,0.19701544953656203,2.1460747402809845,0.5836538032491909,0.1498663085292228,1.8526358734134918,1.2272850816823746,2.011899048285159,1.2025283471954658,-0.17068377249110323,1.6472571198826225,0.0207966761699965,2.6371419401248097,-0.5580790379664858,0.2699269433474235,-0.4113404057247653,-0.15675762903097665,0.9481185323020133,1.3693553939048655,2.248554984634569,-0.5984511782094767,0.8173514577905797,2.0207195280447574,1.8153018348792738,0.6282465396439536,-0.42871346880727307,0.21727928634396487,-0.3053483480963128,-0.7019903403641349,-0.13419797845413858,0.6280566463732052,-0.2388378882267094,1.4645533803120465
SIDM00482,-0.33790521173477517,1.625372812718462,0.5639657459619777,0.3839483525867179,2.1042410166089183,2.0256005145071234,1.4973962723576457,1.4801690945796653,-0.2873912175117305,0.5935934087057232,0.40166454164460114,3.0375330622659806,-0.6747118545177297,1.5495301177824181,-0.4391409055257892,0.2703924959069891,1.595482163439719,1.8552318747601293,2.7176463089924665,-0.5216533021038978,1.0860599785576772,1.9608859947442197,1.6987297638274201,0.5793076325740217,-0.19683311373510157,0.15959668093647583,0.21133519085187624,-0.7361738375947158,-0.04514927172107586,0.5920921374460599,0.21633374890187673,0.9992547183285202
SIDM01247,-0.5813267293888151,0.28307168653699766,-0.1635321097190618,0.36181714335429765,1.825960053040299,2.362412013365873,2.30980256200822,1.4349448058973753,-0.170310989507527,0.7398125910653455,0.2988159775709955,3.0340451230953716,1.8414938575140218,0.5890027855104187,-0.4600513240128206,-0.2695904746537451,1.4094733722281887,1.8794789452180047,2.579246242001716,-0.6863799690270044,0.5190371974481741,1.9464156604447964,1.4003745779139825,0.548876474910919,-0.08576474203199895,-0.2747591084200469,-0.5419553169348484,-0.27434847111430466,0.015794442636906155,0.1309280943119045,-0.11102963142863218,1.689611424163175
SIDM00817,-0.1041641367001615,1.4125474099144928,0.6407912578708064,0.1877171232776543,1.1546894367687595,2.10129690396301,0.9698002896763142,1.3342593333803743,-0.293336224819762,1.7002113180952265,0.4530050994664909,2.962060311981637,-0.9455910759427937,1.5701034519393124,-0.0740745381359143,-0.18071115650209177,1.171035568239382,1.5810210339292543,2.292175425658557,-0.46291491313460453,0.9321312641431231,2.2590307195672263,1.5768972468901639,0.7205887790376644,-0.4725215152546233,-0.15262758836140777,-0.44132053909139524,-0.7275433717440442,0.02610442052292091,0.9696902722181637,-0.27297403747004273,1.3082569886829711
SIDM00448,0.014725613155619354,1.7471405120728307,0.44092613835945466,0.44540241582318124,1.2851585791147562,2.011282675533204,1.5570449405770306,1.5516955971753128,0.4794255898045302,1.4870596035910952,0.11478878016051311,3.0595348036928836,-0.4730178496932025,1.577314259403941,-0.46731510373025803,-0.20046655585836645,1.6850933873727192,1.7008437167041606,2.901032795900836,-0.6020795114966196,1.3341133051137046,2.5055670411927724,1.8593995837624913,0.5056666575895999,-0.11711973043012829,0.020695085914644317,-0.3108064831967673,-0.7781057075329045,0.06282599771268495,0.8221950705647797,0.655475584864159,1.7458776556895064
SIDM00086,-0.3415383377310562,1.362296369415393,0.30546884977566,0.17230522748084626,1.4097885332423425,1.7659103048891913,1.6587890134759544,0.5219206355713828,-0.3278341320992862,0.8998753757574687,-0.20957422694339775,2.646883482509778,-0.4849947875906486,1.0345159225613707,-0.26549360775855163,0.052923710595783,1.16195603391942,0.9866608859868746,2.1712464557975752,-0.6957110888681717,0.8265127698857517,1.84484999699846,1.356077913741771,0.9066033253432944,-0.49517293458069156,-0.15881170729462463,-0.6322394685115589,-0.7689845189159833,-0.26290276904676746,0.316165897262347,0.07000208316196607,0.7065643935698845
SIDM00466,-0.2446035287273221,1.699521030770431,0.6752070373658559,0.24698019726803513,1.3142713126414116,1.6667233325122497,1.8978504850005133,1.560063194182566,-0.47854508333726425,1.3075580103666093,0.373727048379444,2.28410041329601,0.5051152444606616,0.3201773099080269,-0.28688147674928627,0.29369843714641747,1.6069309930175906,1.5410467663543408,2.312666105953849,-0.7603908065812317,0.45932537000294876,1.6316789845813362,0.9602124372791995,0.2032286450100802,-0.4337037367101045,-0.19555800297983356,-0.5863570469021004,-0.2541451154771946,0.15946723905036306,0.02651049933129582,0.009973117142061507,0.7316669423116261
SIDM01132,0.10275977385902904,1.5389950474923308,0.40625443806662215,0.6564109959481204,0.9677145806484078,1.8740918217514673,1.3550685404045482,1.1910077222409636,-0.0738475516995547,1.4920149793080313,0.28591667547813493,2.706313620607463,-0.44372725125958934,1.1558879170697054,-0.37580231452225277,-0.11064707928178419,1.2643806912241307,1.8494441656926375,2.2529787201647036,-0.46726963192794313,1.2053918510104524,2.136052733578991,3.0977314267718787,0.7341339737391339,-0.472560049782705,-0.23782541401702148,-0.0353613954270038,-0.7456010291922834,0.10480950329466675,0.9767662149011566,-0.10197119920029554,1.6779045254808866
SIDM00465,-0.26194138260581995,1.5665321069366347,0.3397127935235473,-0.05801274123681653,0.9795117108907254,1.6194299902082716,1.0377115565934512,1.252060161335869,-0.3658895967157824,1.3086077181778888,-0.13870724396700093,2.348443934115818,-0.144372580400624,0.6575815463890873,-0.10548281272874298,0.12408196051480318,1.3027480911236975,1.4918844966516311,2.6279096594136804,-0.5035399873678679,0.6450945988162741,1.8976832507054522,1.4500714860500235,0.32224883130557186,-0.3822169949830163,-0.371024821663729,-0.2558158067847272,-0.8017043075195119,-0.28494631419128974,0.2502056379295816,-0.28644993926190837,0.9313861956919414
SIDM00565,-0.24033164647635222,1.2179638975159688,0.6946323582378449,0.15521514738057718,2.0965112405348933,1.3407044435312243,1.9285727504227523,1.1589187821798683,-0.38011659430126765,1.6751081482684642,0.38881492246896887,2.900396519273642,-0.40191758786881426,1.3112116695050822,-0.2087138542590318,-0.5690518818143274,1.295370098672496,1.5317923833276739,2.2326428859518033,-0.5495723772029212,0.6520789458335263,2.2534906484476798,1.596817984205727,0.7974798430700512,-0.4057884516341723,0.002619478142837562,-0.4734167358855181,-0.806976854151665,-0.38252534441463215,0.3091105004355382,0.014572585747839588,0.8665798472512991
