,F2,F2R,VWF,KNG1,FGB,PLAT,SERPIND1,MBL2,F3,F5,SERPINA1,PLAUR,F7,PLAU,F10,F9,TFPI,F8,KLKB1,CR2,MASP1,C9,A2M,CR1,F12,F13A1,F11,C8A,F13B,C7,C8G,C8B,CD59,SERPINA5,FGG,CD55,C6,C5AR1,C5,BDKRB1,C4BPB,C4BPA,CFH,CPB2,CD46,PROS1,SERPINF2,PROC,FGA,SERPINE1,PLG,SERPINC1,C1S,C3AR1,C3,C1QB,CFD,C1QA,C1R,C1QC,CFI,SERPING1,MASP2,THBD
SIDM00098,-0.6304925747727421,-0.6244925643201604,-0.8141532886341883,-0.8670988983632536,-0.8528989471244104,-0.012368796295615242,-0.7930641235008747,-0.9330177384156189,1.5371976348025849,-0.8288777399276832,-0.8938728742782869,0.7197838460422977,-0.7860543346776302,-0.07870309256306111,-0.5764457426086109,-0.826893975917107,-0.07179311747286529,-0.2377275786640214,-0.6025207062720916,-0.8111539692914121,-0.6980387032314764,-0.9501844370675949,-0.6137867692167087,-0.8298221496597096,0.20988084339475074,-0.83800455890906,-0.9243302460108901,-0.4513652636301616,-0.9060300876805145,-0.8090422482566747,-0.789771064760301,-0.7364874959167472,1.9948753748375365,-0.916656954091072,-0.8888725105694243,1.555524090243951,-0.9263151896956326,-0.8114406410825143,0.21895306633767728,0.6171916727773215,-0.7066285457423814,-0.9188792506702986,-0.4419491042932052,-0.8055677320602391,1.3810292802505901,0.6674133666687128,-0.7763047449533208,-0.4582965658171741,-0.8977502207160699,2.0355462638029453,-0.7528240578615456,-0.8105892659140087,1.384304387639901,-0.8012095565646394,0.06187135648827302,-0.7921266729166477,0.6467005776845447,-0.2908830218470289,1.401038299243023,-0.7500813278440486,-0.6355156879613488,-0.8433582869514404,-0.7923114160062777,-0.5457457814098771
SIDM00225,-0.7121712117677448,-0.11194182459242252,-0.7685338099267905,-0.8983309625581366,-0.8990540218512247,1.9276382305763629,-0.7409633402442437,-0.8966177333479698,0.625566534216587,-0.8469541285720076,-0.9498159271475495,1.4774425181343722,-0.7546495690477316,-0.7609348282773145,-0.8332301702403903,-0.8435924630746062,1.2006898803538852,-0.4324487330725466,-0.5499814449482706,-0.7924668414242431,-0.729843246084219,-0.9510127762663604,2.7687819052399534,-0.8816927841732748,-0.05150826375821576,-0.8807893734060833,-0.9323642100881123,-0.651825943219779,-0.9089398452417117,-0.829154798482412,-0.8636102133520984,-0.6979765553749611,2.829113728753168,0.5423839094241579,-0.9066155537895225,1.3122229436144994,-0.9730432228737995,-0.9172498266749732,0.7545187527240418,-0.9044186128886897,-0.7699484080111377,-0.962588713990994,-0.7135582059745408,-0.6796665123124012,1.4721566937361517,-0.6538571868274682,-0.7181175996425561,-0.8761161025611527,-0.8972203174910989,-0.24337185418506202,-0.861045265555905,-0.8832831507821306,-0.2644856447058785,-0.8174829720527366,-0.8609513555800429,-0.723095792897447,-0.7461008560860708,-0.47513945533139046,0.6601894517364242,-0.8632603027450036,1.8391107418941728,-0.9159086707910101,-0.8601239322801015,-0.7526545618232092
SIDM00846,-0.5480467158798908,-0.9433654800711712,-0.8492538670999338,-0.898664611161463,-0.8173890552658334,-0.25905775367934175,-0.7999133836583717,-0.9069983626033286,0.1361583437373264,-0.8172875699379123,-0.8860114919428352,1.1323213176707732,-0.7951894172131487,-0.6346063014144587,-0.7508018473447875,-0.8603373570845314,2.8503391828644395,-0.2831938291597655,-0.7494617989752264,-0.8131905809077298,-0.7482848324399204,-0.8972189652491778,1.579188896312735,-0.9207337966927716,0.5468435893339824,-0.8856293005512555,-0.9009683849452919,-0.5895441985654608,-0.9356536478672044,-0.8357863776405298,-0.7584721946194566,-0.8428262941874329,3.157043979141756,-0.8066098815793157,-0.8316328027226301,2.8600822156674583,-0.9812880678377357,-0.7247388563644439,-0.5447335266284777,-0.8030510974561011,-0.47878557150306056,-0.5265548783874834,1.6009825497127281,-0.7620024105019265,2.0616882840152657,0.612317830102728,-0.7399566972024776,-0.2676470841272599,-0.9023790805565711,-0.31910349175133434,-0.8272824449721183,-0.8861758005380131,1.4514514481016543,-0.8248185838705894,2.169511368916281,-0.8108052623871276,1.4437603589549632,-0.3871911417617308,1.0306480412111163,-0.900246304896445,-0.4820110820525911,-0.8566987020386334,-0.7630925304187482,-0.57830347835868
SIDM00291,-0.7710961029237761,-0.832388355289921,-0.7153401599912151,-0.9446026859822021,-0.8112208047193521,2.0718168778998503,-0.7861840246406047,-0.8961620983274117,-0.2432911009387701,-0.8530736276837599,-0.8540635108027786,-0.14991436466226074,-0.8722499520075099,-0.727320546319436,-0.7275673136553613,-0.8725256781144094,-0.36082349896797994,-0.48117413242168,-0.7299951470559801,-0.8295683757072534,-0.6753045715257413,-1.0045883137719935,1.966929432758058,-0.8282707165570334,0.8747606750387655,-0.8323128235360401,-0.9383915217254917,-0.7875342947459953,-0.7787783995981182,-0.7925343152804446,-0.8282509064179132,-0.7619293031949189,2.4100990767714903,-0.5727900453601469,-0.9539838192895688,1.0991204841782496,-0.9112013406436347,-0.886949518856925,-0.652482122385604,-0.8433119390839039,-0.8556846213669627,-0.8674714534716426,-0.6063472362913465,-0.7521431527270772,1.271623740860531,1.7761458378665336,-0.7396241627544324,-0.965615514249438,-0.8848802412799528,-0.6374521583959145,-0.7796433145750842,-0.9225618830650588,-0.499935898146637,-0.22413673585484037,-0.6404558269258479,-0.7384694226055251,-0.14581509053222677,-0.4852949232417782,-0.41764341626002827,-0.7744789790588791,-0.6624080297657929,-0.8958603239321102,-0.7963617786273557,-0.7459216102055038
SIDM00520,-0.7223631367023553,-0.9644177597291973,-0.6462852886310368,-0.9276331056856656,-0.8402402782016013,0.10141258160005805,-0.8217643212994402,-0.9371380882111906,2.269765117833431,-0.8926028947677203,-0.9044217721553989,1.770955451949059,-0.7861747099539242,-0.6202824517163856,-0.8827824126687015,-0.8395631047495095,2.6798183273476495,-0.17082123382619557,-0.5862545378953025,-0.8246890767270497,-0.7044794128219145,-0.952307169768851,-0.7143379369054228,-0.8203999901924907,0.019243812777336836,-0.807157326232776,-0.9304806952171157,-0.6547000228543406,-0.8576879308621437,-0.8339253683433234,-0.7155674669154064,-0.75286835166104,2.761871118236414,-0.8100760794995916,-0.9387587500882416,2.8334066664220625,-0.9014924507030918,-0.8568381486282743,0.28374067369663675,1.401433027387924,-0.5200910709196456,-0.7108139872854974,1.3334464927437013,-0.6870755181397328,1.680387894190455,1.7335823031068167,-0.7555557448223744,-0.943136077903054,-0.9199607926815484,2.1403071921420715,-0.8447777628715818,-0.8886652834958133,3.048874789353911,-0.6983404932905021,2.989217585342099,-0.8755236481964191,0.39038544181517343,-0.505369277626973,2.831664245918021,-0.9759401306945115,-0.44785323526445464,1.1425361659921889,-0.739906785974549,0.10610081996488507
SIDM00003,-0.7323341130270609,-0.6611812039689153,-0.7594484787210648,-0.8297930556031958,-0.801968324453068,1.1126066495462439,-0.801870982324496,-0.9384124600732563,-0.3752983107225023,-0.8048453373480886,-0.9108647063855411,0.8347427503011617,-0.8087187682212227,-0.6713597286543228,-0.8124278112803388,-0.8204054567180208,-0.6104720517341604,-0.44746457375733517,-0.6330908235652771,-0.7611833666260244,-0.7066318125940007,-0.9509853302773278,0.7939202372074734,-0.932111321631315,0.47333212430726856,-0.7740153147770256,-0.8825640528601105,-0.7214760872187074,-0.8059300368801874,-0.787761490229236,-0.6842146937296558,-0.7484277124276094,2.4757024519146573,-0.885389898446728,-0.91343395826809,0.6969369524311679,-0.8848792312086308,-0.8643902173447789,-0.0031942757980556007,-0.8914253252032481,-0.8401258236498284,-0.9956542934733014,-0.8751676362050186,-0.276625448342273,0.9744125349215685,1.5407984626086717,-0.7763949870591554,-0.8772362618376426,-0.8864842128500142,-0.7604969896964461,-0.8454491689821291,-0.8906365272015776,-0.9043482167031096,-0.6102583243526644,-0.9285964230536524,-0.8440521305161538,-0.8026995440073625,-0.3890811740804025,-0.27843832161920634,-0.8275167323055851,-0.6187818037130991,-0.9030134212444205,-0.762322992236843,-0.7361528764124412
SIDM00136,-0.7231985296515832,-0.6840304146521249,-0.7291559572195816,-0.9081737755629224,-0.8421621983802506,-0.585650685336305,-0.7158762739723785,-0.9709299154008009,-0.3438431318135966,1.7397123183926886,2.748035423802121,1.2458327195431491,-0.7515446844560183,-0.7669780230042955,-0.6791538878666319,-0.8395247437219406,2.527305521809565,-0.33961333898822527,-0.7165541454617128,-0.8177707849991092,-0.7217553537299362,-1.025159464953952,-0.6584277097138757,-0.9645469262611277,1.4453809388886358,-0.8478638683317524,-0.9338474843890324,-0.6979424733310303,-0.8584985151331433,-0.8548786183205791,-0.6798041251330788,-0.8545456232165233,2.1975315121052565,0.35872356650143006,-0.8547618924904133,1.7985893894343248,-0.9639659213828381,-0.7521301068652557,-0.5141592122703993,-0.8604297967562371,-0.580452437186984,-0.8158110958439488,0.5098020491489167,-0.5990338668270806,1.9331349531589699,1.1727618889584353,-0.32787888820500677,-0.45759273944550705,-0.8608817731088763,-0.5650393235808336,-0.9174204260562436,-0.8268982115745449,-0.9727297743490303,-0.9425519330790811,-0.7249590752855282,-0.8787700999751977,-0.1631257905531802,-0.4535164803718215,-0.6128929457222436,-0.8066546406827417,-0.7652590771163472,-0.9496519110733772,-0.7079098072977393,-0.7033783914163259
SIDM01155,-0.6800208696416801,-0.28422285616282383,-0.7345061400578881,-0.9319529423473929,-0.8666783805930404,0.535757879215638,-0.7646448800157257,-0.9099917206570726,2.6277489138644468,-0.8023873799981014,-0.6987157027812925,1.5155455939696527,-0.8243663207635991,2.1851409023155584,-0.7942489050421269,-0.9017922751289953,2.4278519294707306,0.19994746262446378,-0.5623766476322882,-0.8053301350668688,-0.6539022647773016,-0.9278976847397389,1.4883125250891394,-0.9877210082004279,-0.13425938931254916,-0.8841609668547523,-0.8351615126838773,-0.624053685598383,-0.9288045877352564,-0.8598175641170819,-0.6971787422294531,-0.760413519540244,2.78014980712073,-0.6933984312647431,-0.9005729549812475,1.4979469625296962,-0.8588336012401385,-0.8770974125869786,-0.06984502525312862,1.6310527739392284,-0.8746610598277749,-0.9076407624460557,0.8560924566428467,-0.7614360099071111,1.334367085945816,0.6159793750218602,-0.781475802509274,-0.9049102944067591,-0.9417929821954518,1.5669088592733276,-0.8649178224362758,-0.859093369894717,2.3605830597260886,-0.7865615361198522,0.9745958170534986,-0.838923873952068,-0.2631331879269631,-0.4090254704436633,2.518813948502908,-0.8649602642402252,-0.12371405723019545,-0.8145822464767323,-0.6672061267512357,-0.5835637828621226
SIDM00224,-0.7129184579593513,-0.9762188476066403,-0.726940200785566,-0.870387191518833,-0.8788673877896133,-0.5164594095266366,-0.8497744918683956,-0.9422789867956521,-0.6439899948472539,-0.9156050007879957,-0.9476567362231204,-0.07861170739440655,-0.7788901745511015,-0.3069915135059977,-0.7754906705630206,-0.8948044985250266,-0.7025371222707798,-0.3479167428153438,-0.578087326432921,-0.847511520134433,-0.7908433957439845,-0.9724202526632726,-0.6945035388018479,-0.9096996881879053,-0.05529592176809914,-0.8555709188056908,-0.9656450471298775,-0.6402523819065575,-0.8942708127374247,-0.7880075052130164,-0.6770968135118113,-0.802321064715821,1.9199248408742065,-0.8592627071553508,-0.9351279968906658,2.839614796735309,-0.8804409545473101,-0.7996861811529388,-0.5207862644482976,2.294449609780112,-0.6928965188529993,-0.8425871976419932,1.974938055545581,-0.719959077724634,1.839772808182022,-0.37984264709709,-0.7665071463252235,-0.7536630506771725,-0.9218178183534977,0.44136487822070697,-0.9008057165029186,-0.8729918697969764,2.436570290523306,-0.9152905249085538,1.3257822410944882,-0.7821830609093399,0.6266764205954561,-0.4478307742174924,2.5304223665364964,-0.7609735725186423,0.40083014539410244,-0.6102830304850138,-0.6975188833888601,-0.6058036986351113
SIDM00783,-0.6466388081477206,-0.7403364471591527,-0.7574022333059074,-0.7768926063080427,-0.8865109492678811,-0.2750283334879073,-0.8781363354868962,-0.8719435082275006,0.8541922040298773,-0.8121447356968406,-0.592586790215054,1.3813627930153078,-0.7862226773946603,1.3377710891030254,-0.15327538591806436,-0.8438147584838718,1.2520561011781866,-0.1954323218358223,-0.5850093269281896,-0.051763782675684114,-0.8002501479203332,-0.9721998167480028,-0.8493209940422201,-1.0814144201205218,1.2810640046502264,-0.8718283671799214,-0.9422870761347348,-0.7116139427079776,-0.9314985547258068,-0.8129359765186485,-0.7629266720603333,-0.8967875605225493,1.8873950597522018,0.35328025491143855,-0.9407688073369238,2.0442722842678713,-0.9112363870369107,-0.6223596991111485,-0.19227796688966117,-0.9345495355484091,-0.850231881020932,-0.9422761689669681,-0.8531500648358595,-0.7618873668377687,1.5909375756430482,0.7900713163255361,-0.5820598101052826,-0.9018457042429397,-0.9338259472819387,0.4790760617384,-0.9302044894825213,-0.9313644562235315,-0.8378506053021869,-0.8421670965895649,-0.852556326828894,-0.7982663124216798,1.7217225706267785,-0.4203514241052019,-0.4995532792792809,-0.8626365123634269,-0.6654444935032536,-0.7326308738245624,-0.7355316009433979,-0.7507940651194939
SIDM00490,-0.7439813560538027,-0.7475858280467932,-0.8249933411844791,-0.9136750017801357,-0.8788999893958023,1.940630342658154,-0.8118463068352274,-0.9350640022679372,0.1072662833288961,-0.8026957891554978,-0.7617979143836883,1.3456917447457895,-0.8609752919534479,1.2145915456102152,-0.8582536382858622,-0.8481526743813512,1.8346721420883327,0.0739772758119238,-0.6672831608109964,-0.8654704195266735,-0.764793955763021,-0.9454359061152271,-0.3570228966596963,-0.9012697419733445,-0.0532562939445627,-0.07328925882330448,-0.8972479163255647,-0.6842352902414529,-0.8632775695866323,-0.792413579303911,-0.6406797634888387,-0.7191153015640553,2.723640469706881,-0.8140331408847067,-0.8524494947261955,2.187840717376712,-0.9658995896025254,-0.8479303109885122,0.9216120753189782,1.5668840737101126,-0.8838691633890218,-0.9171116816089901,-0.5824338666319084,-0.7098072789022267,1.3113206484747768,0.21028146899913622,-0.8038494814543018,-0.8823777085865065,-0.9637684301253308,0.06734469129960612,-0.848201514965778,-0.8501542293056101,3.2865024982903805,-0.5053674345304419,1.3662625151516035,-0.8412905348262038,-0.8633017203153254,-0.5239876983969262,3.132559521731735,-0.7597218328550883,1.5588645014740685,-0.6018366018803722,-0.816179538750305,-0.5607105619552457
