,PIK3R5,GCK,MAPK8,TNF,MAFA,SOCS1,SLC2A4,SLC2A2,MTOR,SOCS2,SOCS3,PRKCD,PRKCE,MAPK9,HK2,CACNA1A,MAPK10,HK3,HK1,PIK3R3,CACNA1D,CACNA1E,CACNA1B,PDX1,CACNA1C,ADIPOQ,IKBKB,IRS2,ABCC8,SOCS4,PIK3CA,CACNA1G,PIK3CB,PIK3CD,PRKCZ,KCNJ11,MAPK3,IRS1,PKLR,INSR,PKM,PIK3CG,IRS4,PIK3R1,PIK3R2,MAPK1
SIDM00098,-0.8478427138862007,-0.8544664705961631,-0.318394420611155,-0.7417031340419986,-0.873527905608336,-0.7689615080440648,-0.7801015366662705,-0.8002911233986801,0.0877173953496665,-0.7540498734659126,-0.7211874531375901,-0.18033162727559907,0.24339683486941507,0.6977139306832375,-0.2686112915995393,-0.7381286100688597,-0.7669217782800093,-0.8750468078988475,1.2557603544711136,-0.6512429962791757,-0.886903504097942,-0.9103442714266105,-0.8925456815365839,-0.6064890544377272,-0.8621732956357114,-0.7502938910660772,-0.15709177364970175,1.0746577567573254,-0.8926106099960357,-0.570818124075032,0.8515901817502423,-0.6546300608632146,0.17596570516696397,-0.3846227482318617,0.6177916523227457,-0.773080193427976,0.3043844854751119,-0.4287338216762993,-0.7824934405888091,-0.1588458475462526,1.2740560393715719,-0.8832652758626194,-0.7059239575398247,-0.435137947832969,-0.16420752704121946,0.45912016079758144
SIDM00225,-0.8339691836356542,-0.8837305400516089,-0.421283114915288,-0.7278087225899333,-0.8364620921314866,-0.7031507104941075,-0.8478609674708814,-0.8799669173173614,0.19858148426542813,0.9995441922763134,-0.6258102405334439,0.42094688096303706,0.22770011793802603,0.2000957203935584,1.1446447739138452,-0.6275683536291813,-0.8324668053017729,-0.7431405661930498,1.776345307893649,-0.31956181662508887,-0.8696262177639623,-0.8265484598204071,-0.8343888721136147,-0.6563972957436743,-0.6621339331462852,-0.8156308736539934,-0.19510976982855474,0.7923330968284255,-0.8684520317256265,-0.6357436263087431,0.6432993664700564,-0.8103650976391921,-0.289436664838999,-0.4259825966617104,0.6973749970228083,-0.8817999625114056,0.42574360123698995,-0.15016042603126067,-0.7163683620804239,-0.6090676003367457,1.4555488138638444,-0.85038006208633,-0.6953248388978014,-0.2771121420304421,-0.4603573061973098,0.5101479725257008
SIDM00846,-0.7286019215380581,-0.870586812331592,-0.352729821718398,-0.7958212129566247,-0.8709159502303578,-0.8431242414609497,-0.8006635353916919,-0.883581004708394,0.17138090089803346,-0.8557367373268302,-0.29387901807323913,0.05956031227805011,-0.09154114416724439,0.457256695016362,0.743036197983554,-0.5615886553855212,-0.8319745372127543,-0.8763333342508343,1.0596996850503686,-0.06271061018132987,-0.9571973528616823,-0.8867137742768885,-0.825466568058111,-0.3433131004423976,-0.9371241699029601,-0.7776345816807636,-0.04963849424618237,1.3345394635720171,-0.7790775516569708,-0.67104053629114,0.3009842739833732,-0.8202674224699211,-0.288815158393606,-0.7489569632522669,0.39861472924466784,-0.8516060770582898,0.40456292514070263,-0.43652528562754433,-0.7670150100170869,-0.6262808517283678,1.5428325391983162,-0.820596360725214,-0.7566882807190505,-0.539366920455228,-0.30207525946749875,0.3639110576930663
SIDM00291,-0.7365915933005378,-0.8069902223476111,-0.47760357639545425,-0.6350193019167573,-0.817337139468889,-0.8203585631276198,-0.7829331941793997,-0.8505282464517552,0.5328966076141032,0.05722473605036302,-0.7582763529848348,1.2081067195113022,0.7654677606382082,0.5713066538142987,1.5361491312942077,-0.25912905079020526,-0.837953447290114,-0.8054279181827032,1.3767398366540058,-0.6587730241746428,-0.7541570683594414,-0.8484373539234028,-0.7919755458269907,-0.7226649527145055,-0.9505119255918539,-0.7953301119560037,-0.3314391771224846,1.4489455063831795,-0.8365462691800707,-0.5839320732340553,0.6758468981090971,-0.7544306747814264,0.7973915424442831,0.019775914665252674,0.6903565762209378,-0.9015523513867985,0.8556571961413694,-0.1534798341138381,-0.6900625454198797,-0.05552847181016513,1.5574900186117324,-0.9451146794788785,-0.8887121487437992,-0.1357513311775369,-0.25954488834721806,0.5321205356572491
SIDM00520,-0.8314140434830632,-0.7844595553713121,-0.05536444813360425,-0.795223583456106,-0.9454861927343843,-0.8033479720298187,-0.8830881251348274,-0.8972480462656456,-0.31458956391235965,-0.8342325652377951,-0.6540280300637765,0.0868010164079781,0.7075096210514312,0.8337964985981806,0.058117693404186745,-0.6993852015709463,-0.862436651113198,-0.893591571758843,1.249847988832574,-0.7648242114555972,-0.930949803284697,-0.8982744307001856,-0.8282567715986938,-0.690590208558221,-0.8346129792973055,-0.781731933744634,-0.16472028879345632,1.519930826968652,-0.7752357508438523,-0.8160861711356497,0.9489371145890182,-0.8473803297450441,0.04872946486551291,-0.6088840333322989,0.013854280970702218,-0.8283807890802418,0.5000866377405552,-0.20939761092813672,-0.7925796487278031,-0.0619854788438542,1.1979430451535515,-0.809002244635813,-0.6962366636487044,-0.22277964900335825,-0.23402885410095514,0.26042457304454064
SIDM00003,-0.8020179127306238,-0.8442852691869075,-0.38296358569451966,-0.7054782993116544,-0.9154503933931682,-0.7197048210073205,-0.8099982366843645,-0.8814663315601728,0.21601523857549534,0.5287692119243639,-0.8874004964474338,0.9423488478845797,0.26357836295717135,0.22274222659955795,1.380262040152674,0.3238474154742603,-0.8985365541937285,-0.7150989954850249,1.654426748650988,-0.5000258795066411,-0.7348724111427136,-0.9356097367486443,-0.8048244513649915,-0.680697953453413,-0.9334144121170773,-0.7889592155253395,-0.2137803817119369,0.7726764285424873,-0.8015881986407551,-0.6817503152659811,0.993463517123065,-0.8377909065602976,0.5307492349086849,-0.4551687594131406,0.941811774192914,-0.8004638946528374,0.46660514256326746,-0.036031908358055455,-0.8139960809877974,-0.4104413451209873,1.69544618376237,-0.7573812995678978,-0.8667360072832847,0.007774037385819338,-0.25041751802124634,0.7243979395425967
SIDM00136,-0.8366041470975958,-0.8128201143353255,-0.1720795384535122,-0.6756869152850754,-0.87083986487756,-0.8180571867051898,-0.8768713788594062,-0.7909268990916097,-0.07308528886939572,-0.9322272172827448,-0.9137703482580024,0.8025491132979019,0.2904682724821028,0.3634035602532005,1.2436911637022707,-0.5097551195549829,-0.825722240816119,-0.7972217643925203,1.1925411288186467,-0.6223357305028023,-0.16306351302127295,-0.9143772385229701,-0.7247295669520621,-0.528488268840124,-0.9044463251023043,-0.8036118703433129,-0.4420605162280064,0.737657282952186,-0.7525710231128042,-0.7797031133732552,0.5843610535832205,-0.8133483538238448,0.25811132734267916,-0.7474600078698875,1.007765907760681,-0.7582865623028833,0.6507892655995077,0.4257376801533514,-0.8023010593192772,-0.017174645363213885,1.3689233718979057,-0.8703045150505063,-0.6798080475574634,0.5372548495522526,-0.22358075672074318,0.3851481893824864
SIDM01155,-0.814897796665046,-0.515942105303999,-0.21851964377398528,-0.7406829943835739,-0.9349087257384266,-0.3525448910897583,-0.8393017927139211,-0.8734058228946994,0.09849978998771299,0.026969375224197723,-0.3982553558250347,0.1680566806351823,0.6317919748808336,0.5941119771820969,0.9550765786613926,0.16949361817352537,-0.7605685514858505,-0.8034943327756566,1.6699056201205538,-0.45677295766753406,-0.9435037794886404,-0.9270450353120309,-0.8563150214423011,-0.7875521245277,-0.7502070772585493,-0.8425333805192237,-0.2646906403400374,-0.43497543425754354,-0.7643877399397168,-0.6356859378819792,0.7117247695566788,-0.8106786976581661,-0.062196483072455025,-0.5514510402916394,-0.48000131845194455,-0.8384565098748323,0.48095139700391365,0.4601228712821635,-0.8985629909327923,-0.5092749991906926,1.2465936556541484,-0.7796014496506495,-0.7825400206336282,0.03555478131917427,-0.26542025170621397,0.7064244268194239
SIDM00224,-0.8431084684171928,-0.9203644014871455,-0.49135402231679104,-0.8669716464946154,-0.8963535959630174,-0.745452520522704,-0.86214509659174,-0.8773788929345994,-0.12929491905377136,-0.8624087831157773,-0.7687754781694042,-0.004321475010351461,-0.5071928417862639,0.511173086610816,0.07219149061490618,-0.7798751004076401,-0.8230148513320859,-0.8146609892228805,-0.5548264091605487,-0.6406742721275255,-0.8861509725630204,-0.9157113951315382,-0.7794907725813752,-0.7680913225847165,-0.7040786927838621,-0.7784926734892369,-0.19225343809167855,1.0042272920715505,-0.7823606839983881,-0.6003838686894638,0.8560372261357724,-0.7908434961484615,0.33833862798018505,-0.4916265209661461,0.23718124658227843,-0.7748519554669211,0.5479442443358864,-0.3295387508252189,-0.806041114883407,0.09724416139155927,1.0215476729950328,-0.8366483153810327,-0.7430080731970174,-0.32013283493063943,-0.1933033126050991,-0.5549538999256374
SIDM00783,-0.6390949064998547,-0.9559480933932996,0.11233909031358331,-0.620719966230755,-0.879748045467407,-0.7450847210619655,-0.8973090530673451,-0.8777198337505556,0.016125712253923116,0.5680280211372618,-0.6282846835525131,0.41604955296301954,0.21071971347803217,0.3947305016216078,0.909597685475627,-0.21603619160179902,-0.7746452308015541,-0.8204953450787095,0.9500098254317908,-0.782129818802481,-0.8773444772222124,-0.9311113321669194,-0.6750839932612214,-0.5524917418731731,-0.926424963583946,-0.8354380110484766,-0.17482819864841553,0.6417756689197116,-0.6738669046121987,-0.48651446565297324,0.6883281403188356,-0.77458509556243,0.3237229141187382,-0.6119591500737706,0.8347601450857968,-0.6660916474372087,0.3326112379658688,0.7257370664119458,-0.8810840408693543,0.2881224517652089,0.8601639586259286,-0.8965572643749253,-0.759734504084642,-0.34362315900357127,-0.20513017930257668,0.5324004850994095
SIDM00490,-0.7566632422935685,-0.8707126804594313,-0.18155722727543774,-0.7747934465068838,-0.8862979071792164,-0.6529786855219953,-0.8807625709770465,-0.874329786540396,-0.16692810405503652,0.8119584196681527,-0.7029892250427126,0.04906898741299928,0.339593082105962,0.6724609574237778,0.29934902211431347,0.20150497998730976,-0.7021773749680431,-0.7819925686291138,1.164959356860458,-0.5462480778570864,-0.9241120203296104,-0.8946788883882749,-0.8453574374639369,-0.6886984613987587,-0.7491457743209156,-0.8530106790937431,-0.0174878016689622,0.6060325912930635,-0.8355952337356981,-0.7410339831401889,1.1091486297041584,-0.8897165682759954,-0.10478455771130224,-0.6774761959834487,0.21885616152505885,-0.8853489338554338,0.4983000834645974,0.11026677918405249,-0.842227882012581,-0.32997052777603364,1.2516875253697124,-0.8682006036542234,-0.786012153930151,0.1753226765983558,-0.14910083492106915,0.6606740881928407
SIDM01090,-0.8296607533294292,-0.9181263367543411,0.1105245769142925,-0.6664733837063895,-0.7385435454051221,-0.7379179459501268,-0.7798936101496328,-0.8162915479370169,0.002565852975375069,-0.06349118610468531,-0.6992457344586446,0.3403017065849318,0.2847745061376692,0.5624983155651994,1.7099430197496748,-0.7095772803997967,-0.8393316296519714,-0.8387772580469658,1.4573011475507007,-0.656531411953477,-0.8360427891234543,-0.8421916491930264,-0.7826490326350859,-0.48530976328756575,-0.9198876498851963,-0.7507010572168205,0.21842110157354724,0.8006507484349858,-0.7970487329268404,-0.4983272824766143,0.628206295058479,-0.7390118240507781,-0.16067479578449104,-0.5550954324505873,0.8072386500600409,-0.5375848868105365,0.633215366254382,-0.5090158133324345,-0.8388882673883568,0.24109247077695542,1.0849287467346524,-0.858959175715629,-0.6616069464858817,-0.17540863875171012,0.04209368944321474,0.5937105943187458
SIDM00394,-0.8170545561415208,-0.882281994879509,-0.1885846327464273,0.15618340943963013,-0.8609837014180856,-0.8400728966809937,-0.7410612709852497,-0.9153731677436385,-0.09522830552643881,0.8003381228182519,-0.42233625466374597,-0.04389663987883337,-0.2132590479748538,1.0188420270145084,1.3766491308535647,-0.6822879545969089,-0.6690152187942108,-0.7776618771308825,0.9809069240924553,-0.6655861052384837,-0.8183649218828241,-0.8618775328142559,-0.8059504425215848,-0.5778061127564276,-0.8188727685037221,-0.8108802969391978,-0.19328952149500986,1.2530419145329315,-0.7664020925432861,-0.702902592050812,0.6431555433575602,-0.7742970879984816,0.2472293741014987,-0.5866728027744895,0.49591321243662456,-0.752429891707559,-0.09583599172821719,-0.5283146680468221,-0.8149139476315334,-0.013115781599933476,0.8087929075802719,-0.9081759206004996,-0.6112548108475231,-0.4771609647878592,-0.2365232420983259,0.6029050484084734
SIDM00538,-0.7159097451314804,-0.8940063883679407,-0.08001124799325363,-0.8001386665896271,-0.9480134556524664,-0.5930428255216572,-0.8409899696681635,-0.7907923612169728,-0.029053861750306567,-0.3051293086212308,-0.5094999700621651,0.6050439266121189,0.3315411093650198,0.48407211275382134,1.945200682458258,0.9833920226057796,-0.8521685678274785,-0.5666291188374947,1.3726742601287747,-0.3414759718672879,-0.8441062319607338,-0.7214026864346399,-0.857391143237811,-0.5289246330007988,-0.8986914887529844,-0.7307945987170692,0.1291032110526416,-0.37946188243763035,-0.6797584876122261,-0.6908781017885353,1.0210085209000996,-0.832237594104888,0.46412076621316517,-0.6878135542183365,1.091830357007491,-0.8231909079007085,1.0849253227592255,-0.2339192244420518,-0.752035413608575,0.5439733560440191,1.6719416093706612,-0.9286997424551207,-0.7830124775231555,-0.394748267442785,-0.20213289882395022,0.5218947297181094
SIDM01140,-0.8777972979970621,-0.8278644624497069,-0.12237112551675011,-0.5101549525969581,-0.921906496471808,-0.3402673893588309,-0.7882392519185489,-0.8723773804652749,0.05032389007319507,1.5755926712839952,-0.7077339544448354,0.34959022990842464,0.24984300373317317,0.40447268502584194,0.7388854348444495,-0.6659513368339536,0.15873872038479067,-0.7609260563528145,1.59175110607887,-0.5848328535384936,-0.9254334083013712,-0.9643108869290953,-0.6648066297373487,-0.6900718249767042,-0.8013609058144938,-0.8045191048001152,-0.26686925728502464,0.4077361097912993,-0.8998034330713779,-0.6611851591045946,0.5338677023283556,-0.8428390284781138,0.22226406589790446,-0.6388071316129379,1.1364532260177829,-0.8163779570609446,0.7235975198110824,-0.08361285038742823,-0.7683438552318995,0.27801775646828425,1.2139762668385627,-0.864503831916058,-0.7787466097371716,-0.5708415085371915,-0.4347500169778208,0.5782279276601292
SIDM00101,-0.8628410029093586,-0.901350208218757,-0.3000408783287137,-0.7994685214632405,-0.8416752334262717,-0.7751241270262743,-0.8776039160094445,-0.8640180728439144,-0.1700856627850725,0.689598593157044,-0.6307825326955455,-0.15801001048557697,1.434014055179176,0.6129127702850053,-0.6121007611810367,-0.8221835031976085,-0.7723354107644366,-0.8010540237441688,0.9840174642915891,-0.6704301924950056,-0.8729457032990423,-0.9243466069314071,-0.8396692485662406,-0.6420690825246176,-0.798359589019284,-0.8520594456633596,-0.15975590004547363,1.2174404810124124,-0.8713283836533477,-0.849834717565471,0.11721314975574713,-0.8094841025180007,-0.3389266209898149,-0.51732085697471,0.3813298996859411,-0.8315283103726763,0.34262190349756033,-0.48556485525294535,-0.828463440700914,-0.38672515386891815,1.596504716311336,-0.875418383962662,-0.6898248179784393,-0.1771303252072368,-0.3636941704163436,0.25287245376043205
SIDM00114,-0.692934206146981,-0.831368206457732,-0.4144834942130439,-0.7961215264936177,-0.7889907431014025,-0.819551469372676,-0.816738619501525,-0.8564035891029252,-0.16501113183767144,-0.6012815194402796,-0.6206847703381996,0.6585379663091255,0.04284067616695967,0.6426700377227732,1.1466119289297023,-0.7371708507785806,-0.9416563467713194,-0.8938314902084606,0.7926164153363406,0.05908532528663199,-0.8677150791673822,-0.8672886949564939,-0.6680438103378571,-0.5384848875221114,-0.9218513770692494,-0.7679903568332838,-0.03290878716744491,0.9130378238410894,-0.7418949674097154,-0.5509117714867674,1.1708615325947356,-0.8572968746579301,0.6995674807938621,-0.694713209579172,0.4827674372406272,-0.891188769513676,0.7322735647928739,-0.5474109538953302,-0.7934297769119278,-0.1217713486763138,0.9893077406344508,-0.944637337911312,-0.7001402081673224,-0.4937927302321074,-0.36521034659124485,0.6761117179057753
SIDM00102,-0.8253753111505013,-0.9189500736535401,-0.408938183100251,-0.8223081898830019,-0.8246445604583603,-0.90444322705,-0.899760235460107,-0.7954910532452899,-0.17166712723659822,0.3151887884269293,-0.5701612109902774,0.21189271284343195,0.6777590218969508,0.6330894072694615,-0.1173033583118235,-0.7810371848534439,-0.7955383154649593,-0.8458332379435688,1.2794471127258948,-0.6864977023479188,-0.9084937487594436,-0.8936678014026582,-0.6856897696124105,-0.6375441081401347,-0.8084386773673129,-0.8351208521612966,-0.013585063226981131,1.097142077339739,-0.6884535488476462,-0.8151995281069985,0.7131237148331945,-0.8124325532973266,-0.19098248726827988,-0.5500089381720711,0.15385699020451757,-0.9269083280101057,0.6645513594128664,-0.4087842049206197,-0.7908680556178889,-0.27579158020539646,1.1966007909512824,-0.8733925476269246,-0.468660227995796,-0.4751780982534186,-0.15656266540443825,0.26850586585154834
SIDM01122,-0.8400112755938607,-0.9031375944611576,-0.5513227315598711,-0.8211797847530034,-0.8340995178177747,-0.7544754347945561,-0.8936609992574526,-0.8943527795611566,0.1356449028471076,0.9008963198426286,-0.7531700784850506,0.1542243804376135,-0.5972378827347158,0.8202815165699745,-0.047427376874884054,-0.45959694224373654,-0.9347445952847923,-0.8344538055846633,0.7218871349022675,-0.5770152861992411,-0.9354687264740369,-0.8975128555569089,-0.5600432342447351,-0.7146985934856168,-0.9617747035318527,-0.7970450600961028,-0.18383757313593643,-0.5061912099363002,-0.7578677189179117,-0.43200823726398435,0.7148248650152448,-0.8167756004555143,-0.010225915734680357,-0.515235865463313,0.9674216450384475,-0.8235450454764106,0.4281160964594751,1.0258582423780482,-0.8236296475049992,-0.03628768561509789,0.3824290037337846,-0.8424536181226043,-0.8127325482237164,-0.557350003536845,-0.44564821983109254,0.6668321295115641
