,CASP10,CASP8,CXCL10,CHUK,TRIM25,TNF,IFNA5,IFNA4,IFNA2,ATG12,TBKBP1,FADD,SIKE1,RIPK1,MAPK9,IL12B,MAPK10,ISG15,MAPK11,MAP3K1,IL12A,MAPK13,IKBKB,MAP3K7,IFNA21,IFNA6,IFNA7,IFNA8,IFNA10,OTUD5,IFNA14,IFNA16,DDX3X,IKBKE,NFKB1,NFKBIB,NFKBIA,IRF3,IFIH1,IKBKG,MAPK8,MAPK14,MAPK12,RELA,DDX3Y,TRAF6,TRAF3,TRAF2,IFNB1,TANK,CYLD,TRADD,ATG5,PIN1,MAVS,IFNK,DHX58,TBK1,IFNW1,AZI2,NLRX1,IRF7
SIDM00098,-0.8849808102929491,0.17507679356767034,-0.6675538115488879,0.9242891165639324,0.039891602519147966,-0.7417031340419986,-0.884685515349246,-0.8245711665358659,-0.8942936289127853,0.3520674390038793,-0.6278015476508196,1.3914930824816019,0.4798741477902109,0.2552703726802728,0.6977139306832375,-0.9346533211841874,-0.7669217782800093,1.6838493541375754,-0.4756331899181543,1.350801134941266,-0.535426175123109,-0.7276997760261817,-0.15709177364970175,1.8655916386926168,-0.8438585478718699,-0.9341239729996413,-0.8054058148156887,-0.7143201744437794,-0.9570439206862753,-0.1380211687065747,-0.7334205565196956,-0.8165301679139949,0.36149841116162307,-0.7069591127242685,1.667558669147865,-0.343991598848379,1.6483030747016976,-0.26281716915382114,-0.2482905362493396,-0.46038859833741774,-0.318394420611155,0.44456538250407784,0.6589636762154816,0.0014760021020436098,-0.9361297411942038,-0.3630652246062885,0.5575419360293609,-0.1240627640142182,-0.7788747770723438,0.9884983812596897,-0.13849979269118495,0.09457285550725557,1.6483918730423628,0.8369661835077062,-0.5977143643656841,-0.8706153958302497,-0.15652435310902552,1.7008416845982168,-0.9697931348938167,1.2844664211396215,-0.7203582810102459,0.6361172297515438
SIDM00225,-0.9437416332456938,-0.1939611193293539,-0.6209781240691457,0.6437707919056657,-0.3093835779751104,-0.7278087225899333,-0.8276328291773467,-0.8620489137024312,-1.0142914176836204,0.022238155505439408,-0.7200906376750306,1.2882944572750685,0.48524714475044745,0.26205061969970056,0.2000957203935584,-0.9063500708001205,-0.8324668053017729,0.8820310606166533,-0.7125686719868626,1.8547544007461256,-0.6721272957581229,-0.6833342933099839,-0.19510976982855474,1.2650343747199717,-0.7998790538831058,-0.9015255845286981,-0.8372391720411018,-0.8222469894970167,-0.9789200934044687,-0.13714988358309632,-0.7827975209005772,-1.0117346618124126,0.3688015339265971,-0.4177848648432699,1.7580437662183515,-0.007243225693788317,1.0190711677538387,0.002368496697642078,-0.10572685050502639,-0.5967082838023928,-0.421283114915288,0.25589958892890957,-0.2815708130608741,-0.22703218927617674,-0.19104962257286626,-0.4897567884216213,-0.07932312905884682,-0.2592601731996388,-0.6046259773801572,0.8163598641767827,-0.2105075392133527,-0.2842435621616494,1.2394290967685067,0.3540071336362195,-0.3440400055640428,-0.8657369901736197,-0.3608534804438996,1.2319422111839486,-0.8814228648487658,1.1151335125944257,-0.698885799712179,0.2176440004552632
SIDM00846,-0.8640711807348467,0.016353409982355422,-0.7847981869492937,0.7744635098967662,-0.09611336683152874,-0.7958212129566247,-0.9425127606549263,-0.729386793182282,-0.9411776445981943,-0.05364866746814669,-0.6913458559397124,1.4074743049097962,0.48272049828702357,-0.2303840795053343,0.457256695016362,-0.8287662267842917,-0.8319745372127543,2.058094148633424,-0.6228207916923634,0.7649165064254201,-0.7366325945888872,-0.7136275696942892,-0.04963849424618237,1.0940291858568938,-0.787788607365234,-0.918566692133168,-0.874521836705181,-0.6724175551385622,-0.919258847083541,0.010242279289558941,-0.7420748407482185,-0.9687515402281069,0.620171229513291,-0.45976171713125813,1.4067817311637987,-0.39802627369409177,1.875637507550516,-0.2982155669383286,-0.3150230232458269,-0.39863429127182004,-0.352729821718398,0.24352832135825914,0.5186178137365245,-0.11960285405741007,-0.8685415414067147,-0.6712031078282313,0.03854194550192834,0.45826146016919317,-0.787414133791183,0.7652778899397995,0.0357509521769212,-0.2527816911593517,1.0928299428346084,0.42970728506882877,-0.7650543680784263,-0.8092961448778744,-0.6191211435865456,1.1433959644193423,-0.8682805172165403,1.0405529821846087,-0.5837480006932887,0.11832673328207606
SIDM00291,-0.9003111734071974,-0.08587989722155805,-0.7345262373327962,0.6460189546010989,0.49285243633361747,-0.6350193019167573,-0.9819718587856404,-0.7112506478745327,-0.8916270923437792,-0.6738858483754666,-0.3726670225164173,1.416575765937916,0.47500129067513297,0.47755358918645385,0.5713066538142987,-0.8823723120553122,-0.837953447290114,0.2921339000800156,-0.34911641635691887,1.9854219952460805,-0.08123369710928649,-0.6014862650163731,-0.3314391771224846,1.0358271512886774,-0.8470644003986538,-0.7560565795420342,-0.8224052147330729,-0.5692897035649223,-0.9959196976144084,0.16001406155288184,-0.5800695907605001,-0.9942052360128946,0.38199180501267366,-0.6544882493355093,1.8822648341613561,-0.27656354822701645,1.3689638832873439,-0.05949432265601567,0.014517709973998313,-0.4052012196633554,-0.47760357639545425,-0.0016074670264164786,0.5140430413396011,0.17297528456054478,-0.888252155512148,0.16771622557693083,0.5301416347715218,-0.2824554640398899,-0.4753941292869429,0.2394483131152917,-0.008355599378255422,0.13633456053267173,0.6998719433726623,0.2292352022675726,-0.1822091069466339,-0.8922584603870476,0.20003033911736326,0.8565387152504957,-0.8768378474700657,0.9595287824251395,0.03507020754984732,1.073323567715396
SIDM00520,-0.8232946567384587,0.030203094053509145,-0.8557133529957537,1.0137720138316715,0.44164061536110505,-0.795223583456106,-0.9758824039944606,-0.9403501166404861,-0.9116850590509845,0.5280051521767077,-0.49855526739647665,1.3818742897124547,0.6401380248117101,0.1273437742348449,0.8337964985981806,-0.8478067727791484,-0.862436651113198,3.203674849167859,-0.5327556481560634,1.243657338815406,0.13689948094110677,-0.1462388941949519,-0.16472028879345632,1.0636896826919278,-0.8146701888572244,-0.8536041365661048,-0.9112619830946528,-0.5409959953023685,-0.9607170690702698,0.03959360426701926,-0.701116402953213,-1.0105086852405287,0.16594354515640328,0.09976554861021082,1.8219857725962936,-0.2071590846690601,1.7106234963064104,-0.11787436454037757,1.0230141580218255,-0.47337033470865625,-0.05536444813360425,0.14772901486491702,0.23145607474922847,0.020710770194093835,0.9885500293572936,-0.3925064026550582,0.3783739951447044,-0.286482264942564,-0.7163661211215993,0.9129524830362495,0.8580424445462085,0.5639954879045886,0.9152946164330262,0.6268387123653724,-0.49717096973710717,-0.9234052011673174,0.30279107606647204,1.6954862677624394,-0.9574474332931323,1.2728662672329611,-0.23387880053339374,1.5214636153758865
SIDM00003,-0.9109391583873309,-0.1317212141072979,-0.7140113129540022,0.8080854029971448,0.04162414864738985,-0.7054782993116544,-0.8778398459762115,-0.7741017080456127,-0.9862881231217997,0.04742815226693016,-0.7271040116023478,1.3671154144453765,0.4901737604423186,0.03519542361278915,0.22274222659955795,-0.9062172523580269,-0.8985365541937285,0.7755605948186624,-0.47581097813322953,1.821459016275308,-0.6794326140741488,-0.6557356796945771,-0.2137803817119369,0.9238123013644041,-0.8331530720443475,-0.8057440157288667,-0.8438948237410545,-0.7314209037655689,-0.9969465322170028,-0.13241221177043883,-0.6414758345702911,-1.1175973648806867,0.3709504259662137,-0.2257451325581427,1.4941918448040206,-0.11790204081599631,0.7053669827308549,-0.03235444517976273,0.09780557814344197,-0.3553554029495849,-0.38296358569451966,0.3122981119006644,-0.116416345254081,-0.11506771705588062,-0.7733148935629631,-0.09218344342197536,0.1137888777321573,-0.14266659438917234,-0.5570797455860518,0.6625866808711247,0.0941375524986534,0.1893328496926245,1.0539833318912528,0.519282953183965,-0.5482317366950452,-0.8727718256620546,-0.31269372926821487,1.6151186635888266,-0.803667264518727,1.1267294179922618,-0.5719993306944898,0.5170944358469685
SIDM00136,-0.7539443910879697,0.04474829783818179,-0.626285248114979,0.6964068950644331,0.23437659316622333,-0.6756869152850754,-1.0500724080688584,-0.9053015534640853,-0.9889010120482079,-0.07477499865925748,-0.7724264502446142,1.5128088659762482,0.6000107329970795,0.11720007631489958,0.3634035602532005,-0.7624327075235183,-0.825722240816119,2.5426683543082476,-0.7256565331210163,1.6478674033161844,-0.7006507160311748,1.1276780632893244,-0.4420605162280064,1.0813744374197087,-0.8385537171468975,-0.9493185911692434,-0.866355981601001,-0.6352013401166816,-0.9150702816813969,-0.09698982555959414,-0.6259390299294431,-0.9536016506969934,0.15786765691588636,-0.47471711035546066,1.6768089872122192,0.0958007442839565,1.0878115886825703,0.011305283015369115,0.2736613281025084,-0.5146167363202458,-0.1720795384535122,0.23620349665749346,-0.34779473375905273,0.07476438450400721,-0.9304158117519666,-0.15774471309166085,-0.027044693607219603,-0.11797967898704595,-0.8014351309953015,1.780648288833651,-0.28448826899911217,0.14177404412075376,1.308696525249597,-0.12996970507494443,-0.5648969367831457,-0.8875129247527495,-0.3410389538530569,1.3696430189147097,-0.8122694317498403,0.7223308073755046,-0.2318631744062721,1.7061136046109913
SIDM01155,-0.839843265332533,-0.16137146911116942,-0.6983934846101153,0.8409332764721047,-0.02849222440673888,-0.7406829943835739,-1.0121883400980611,-0.7656881461566385,-0.9167289984228641,0.2079900372511403,-0.6960124814916985,1.298949599849453,0.34454909353054586,0.01965284466776555,0.5941119771820969,-0.8917983391066505,-0.7605685514858505,1.3808403801000522,-0.6408856114022643,0.8367478809388386,0.11010278424157605,-0.5042140438629216,-0.2646906403400374,1.2271617490574238,-0.7867874457842801,-0.8941393750636677,-0.8799932600667147,-0.6990581253781165,-0.959699726952045,-0.05865843501335407,-0.7005492341744882,-1.0043437475386772,0.25578265888997576,-0.24778631503746568,1.869589960045952,-0.22455927117607494,2.150255061914366,-0.3103424412089244,-0.1180903596810009,-0.39447985638265054,-0.21851964377398528,0.18153784541728613,-0.06354057329924828,-0.11391729846640913,1.0233347387907077,-0.6837731776239365,0.5438977770300268,-0.13797812743865068,-0.6976204838419657,1.1831808134019057,0.44065000476686067,0.2844927817635462,1.4964995321366843,0.48066752228174364,-0.49341713922366026,-0.8835479756209523,-0.4935332339962027,1.5209175671833082,-0.8806983867649552,0.8783458424381678,-0.43157246893979767,-0.08643741673415109
SIDM00224,-0.8267224577394352,0.23961781560736717,-0.47456408215319934,0.7905576940377153,0.011260341667271797,-0.8669716464946154,-0.9266611652088087,-0.8573098674696185,-0.9597822649721626,0.04841489424344759,-0.5510775366387566,1.3442123040048586,0.4520319915537527,0.46169944623641895,0.511173086610816,-0.9214574787410253,-0.8230148513320859,1.6216487726514728,-0.5910349716202077,1.4975754348746264,-0.7327675759703921,-0.7133327069498198,-0.19225343809167855,1.2709020152276147,-0.8642441398565199,-0.8280737234778847,-0.8278471718988557,-0.765400522458386,-1.003138675246842,-0.06106612008858659,-0.5215653166655784,-1.0073070412999678,0.5485250597002002,-0.5251714845231417,1.561376941975169,-0.3232121663862264,1.3702779586551515,-0.36435351367100105,0.2942608984269964,-0.5402735620986356,-0.49135402231679104,0.0789527780824647,0.046217036445909215,-0.18381043591208895,-0.9357621086533916,-0.27842390843952874,0.45913103155544843,-0.3302686866134042,-0.7080646353534388,1.1554373636695754,0.053005968177343876,0.06501062276132927,1.109031907707298,0.7134366778075858,-0.5480142916236854,-0.8907479405004057,-0.035148808704133956,1.3677967841395386,-0.9075674309871125,1.2241873936599659,-0.26777609967542026,-0.0528321871201732
SIDM00783,-0.7843182503379218,-0.1233501377389544,-0.5702258277856511,1.2716619765965596,0.6357512429574644,-0.620719966230755,-0.9387239885862151,-0.956507814251128,-1.0089899580331863,0.7723759833250305,-0.5473759289359786,1.1874731987317866,0.6895033128161759,0.15669749461942098,0.3947305016216078,-0.9062799671915639,-0.7746452308015541,2.187171739202696,-0.5615413761478147,1.0130962553015255,-0.2607586232277329,0.11336754893786175,-0.17482819864841553,1.4200705775659426,-0.8373389815110182,-0.9428188069308524,-0.9391159924390949,-0.6486162136884059,-1.048693486486613,-0.1488038064811883,-0.7591186966376069,-0.8824122094610005,0.45293277072746785,-0.5917810207692524,1.6469718669470934,-0.10910122279981177,1.2972684090602682,-0.17818303998213683,0.07953111269348885,-0.714344909636343,0.11233909031358331,0.01338211648565809,0.517743473728436,-0.07204019371244987,-0.8123754080382662,-0.10790581267674171,0.27852027889742453,-0.46543330920083176,-0.8469322186052072,1.514688622636392,-0.09648572187076733,-0.054146028668095106,1.5033755840164909,0.033312700789963796,-0.656136415760675,-0.8389369380379145,-0.6631005070670324,1.5192970850358545,-0.9183846610026933,1.2912894568595286,-0.3054312759403299,0.6517222543271124
SIDM00490,-0.9041084169164315,-0.14767523063603857,-0.5863568707765984,0.4425462701079077,0.34882900973730935,-0.7747934465068838,-0.9074281451675107,-0.8185802207113513,-0.9122518159264676,0.09951654814625838,-0.6687413846264787,1.158546007455058,0.33076834112815223,-0.033936546270215785,0.6724609574237778,-0.8883519675680619,-0.7021773749680431,2.1641648431975535,-0.5680585755811055,0.863277233382746,-0.6094826877107752,-0.8005468689069389,-0.0174878016689622,1.3560044849410604,-0.8906899635439369,-0.8865314038974579,-0.9227068714358694,-0.519544633308541,-0.9578693402359668,-0.06166332917607498,-0.5077034565423244,-0.9919771643333907,0.35885905791648987,-0.5520589031064391,1.8202507413731612,-0.30307932780470975,2.092596754790833,-0.17495245859695754,0.3166293145209787,-0.5283085993705472,-0.18155722727543774,-0.11439633494910502,0.40314300117298263,0.2047787524487516,1.253151834775628,-0.40739936054121584,0.16369958685603406,-0.37504010888887057,-0.651794102191244,1.1479557176599657,0.6566705653086016,0.7204170722332971,1.4610129072032587,0.45474729478801423,-0.5716181053183045,-0.9079047894076718,-0.4281337587533836,1.2202322224881683,-0.837361378710796,1.1546894078333187,-0.29802318625490315,1.0516378988641122
SIDM01090,-0.8475613252683658,0.004407363993102998,-0.6078538175266509,0.8949709638327606,0.53235627511189,-0.6664733837063895,-1.0144688800179054,-0.6325372472960888,-0.9006710147022491,0.12183087799060158,-0.6183169632941546,1.0924051099979561,0.6243653935171155,0.366818124842643,0.5624983155651994,-0.8387647562903907,-0.8393316296519714,1.4957816467799248,-0.5691866147546003,0.618597417191695,-0.2872294847794516,1.673034897333278,0.21842110157354724,1.3530400584719153,-0.8491667893723731,-0.7489605858168916,-0.9679813002688397,-0.7570551695091201,-0.9147312690559062,0.04618090765672004,-0.414138197393491,-1.0310295215538423,0.31156514644001604,-0.3965971251388314,2.001283949724983,-0.08234591937982712,1.7001345038891575,-0.07697876267039719,-0.2497663922332162,-0.48559385841280367,0.1105245769142925,0.2851504129749706,0.7587641568234198,0.21937825926408902,-0.83357221439877,0.1054987740927152,0.5979589925455722,0.048900411922228736,-0.6822549401008364,0.9104387238879798,0.2793122446552079,0.10990723966641164,1.2451169691582191,0.2229749936035781,-0.4765644649690374,-0.8589847287128431,-0.8213130437761381,1.3538645937700096,-0.6405858240700344,1.0435844952702142,-0.23488372665179363,0.0785182181172212
