,ACSS2,ALDH1B1,ABAT,ALDH2,ACADM,ACAT2,ACAT1,LDHC,MCEE,HADHA,ALDH6A1,ACSS1,LDHB,ECHS1,ALDH9A1,ALDH3A2,PCCB,HIBCH,EHHADH,PCCA,ALDH7A1,LDHAL6B,SUCLG1,LDHA,SUCLA2,ACACB,SUCLG2,ACACA,ACSS3,LDHAL6A
SIDM00098,0.10695808027194002,-0.06635347209409072,-0.6964909856979421,0.5761811551435289,0.8397913384690703,3.193944153244925,0.36292904551226707,-0.9259372862690813,0.13199746588938954,1.4145889953887472,0.43204256229528987,0.054690405862226045,3.5755643256188554,2.3216922664753876,0.9842510271287487,1.623593964827056,1.2231007427821605,0.8725871220312795,-0.6594912139479627,0.9984549524017333,-0.6527187853564729,-0.9080803501363061,1.4478572835413683,3.2119518422968936,1.1910977414649295,-0.6489207979745973,-0.18477536684477988,0.052862125444299565,-0.8225829030095885,-0.7766231906345045
SIDM00225,0.8782013755498124,-0.29563665618370144,-0.7133275340787619,0.6713468761532514,1.0339463662314523,2.6313486717997474,0.5812838966013902,-0.6075785785601042,0.7378443026005866,1.744132655698531,0.6707204014039165,0.6756206959593768,3.4337153013137103,1.9408470784160685,1.358500960488616,0.6221571316640836,0.7973455640951274,1.0260586373812361,-0.5500139180266984,0.8300313307535794,0.4686842488259858,-0.8935363625099972,1.2206926992866776,3.6164309865356024,0.8966023222711861,-0.6946815161668785,0.09225072467606658,-0.30985190419851416,-0.677898306735432,-0.8198670775764154
SIDM00846,-0.13073096299373604,0.9238200134030584,-0.6486932617006653,1.3828682917205475,1.1850092655279596,2.349522224078931,0.7467880133494741,-0.8922592358258303,1.3787077930181593,1.7933397343280884,0.8251732678723321,-0.430422304635692,3.494177983564916,2.1703975565330142,1.440411745512638,1.6678620989330197,1.0123150641466425,0.9445013397084117,-0.713581891418147,1.2535595831550423,0.25370049956775415,-0.9308126302805879,1.586729697418476,3.529642899644715,1.0275186344991327,-0.4962038239380586,-0.11256990288862012,0.11566555259100851,-0.7911663416730963,-0.8433870301107285
SIDM00291,1.5489966902899255,-0.5544699149988913,-0.5478649910056982,-0.6241745926626697,1.247136996183335,2.3874757207094217,0.909937224633139,-0.7632268163849346,0.602005458508287,1.9683463541445982,1.3398674941097193,0.9429433375222527,3.5105257021325587,1.7464980101795977,1.4981781380878465,1.0927225743085471,2.0183358964336295,1.2284549597871754,-0.385602950240719,0.7649020533851955,-0.8931123829889631,-0.9579620000637266,1.87009598168485,3.2602957518155984,0.6937033667410999,-0.4614391603516613,0.01586783386831429,0.2488392098398415,-0.8498791476962959,-0.840242042214068
SIDM00520,0.11920385610299396,0.5023747738009452,-0.3796976635906945,0.07089782903247402,0.8270415848840162,1.8731266663670554,0.9862219531466997,-0.8287954027932687,0.5960155261735767,1.2229672427563112,0.4077082095280326,-0.4964251086240274,3.317782368945792,2.2074329307967124,1.5467747697618395,0.7462904789140488,0.8074763691894021,1.1028723049508826,-0.7152751052481235,0.6034646938052125,-0.10892524641018639,-0.9019134728939708,1.4985898734211403,3.3382504631303083,0.5350008807577856,-0.6458880547338107,0.1040873822379026,-0.33997449941979774,-0.2999354609569634,-0.871722160408783
SIDM00003,0.20360482472309752,0.11832669998126902,-0.8580668110232103,-0.5802939162625425,1.2111098965547133,2.36228690240676,0.9468859281271995,-0.8026210711858055,0.5800277539535779,1.6148288087086375,-0.29852915457678536,0.9820767560377501,3.5050948450033297,2.291831323500719,1.6329414801558872,0.5184369272940491,1.2979935323142515,1.4634240919642707,-0.3755625321172625,0.37482923080195124,0.076245773004792,-0.9390969345815389,1.6169660680627669,3.549167254110131,0.986655578606632,-0.4979329493290942,0.05603155504709497,-0.2986242176648182,-0.24911319690019212,-0.8617923679185421
SIDM00136,0.1972193527172275,-0.09067014027885144,-0.7455855882742087,2.091804710886594,0.7472664279163761,1.9870024633595305,0.4940456032106272,-0.947938642487698,0.7919426458605696,1.5081411729217236,0.3946791079254353,1.2072027724287626,3.4857061982907798,2.580374198376094,1.270565541827003,1.0299903053124788,0.9602774782160123,1.1903574008043625,-0.6664560789211471,1.4024029568875032,-0.13099561485533465,-0.8930494484586264,1.463660456852932,3.6326922887840083,1.0478181459802356,-0.5474328367314846,-0.36363394674948096,0.2204006894135714,-0.8215295101246524,-0.8560828623157452
SIDM01155,0.5591026711749488,0.3862317577085262,-0.8573668147752413,1.22532486885538,0.8114130061097966,2.865039009372417,0.8181170904192311,-0.791164036102118,0.8278795979732007,1.7005575839805833,0.8041023965572777,0.14112157131368538,3.4569407501322833,2.226684835190409,1.4437894610824373,0.6540576746787307,1.0580691471135113,1.0397781716246923,-0.5989507692700381,1.097760966262952,0.03275265004302767,-0.7289004709590354,1.6040908724588692,3.5760246637027904,1.1589225693229739,-0.5168231986470259,-0.3240707459166812,-0.17844781022479797,-0.6475540984329582,-0.9085865200462828
SIDM00224,0.08114546873886637,0.23703793295840178,-0.6974060060952568,1.1887490563019467,1.0500855177135067,2.093184416017564,0.7143999584752139,-0.7917512264065798,0.4811520377609419,1.4265385951055356,0.4991785991455325,-0.15671681485905392,3.332350330890182,1.9813489198427898,1.119431220249174,1.1905462745550288,1.538623218759203,1.0636585033073118,-0.5687115514756441,1.0883435328296531,0.11194085454775134,-0.9463085797791523,1.6166180793356313,3.296621914637526,0.8789557125687112,-0.5303916326096823,-0.32939917460613727,0.0820542268933162,-0.7873936690109942,-0.8297451304746609
SIDM00783,0.2932441588753548,0.38661856569196,-0.43790767743329756,1.3148256444323754,1.1287843563048603,1.1471086703457873,0.7495061081000495,-0.8645641242043933,0.3478014171046612,1.5429985323234416,0.5559632787334174,-0.537903837378478,3.46114043454882,1.6656368065658889,1.432951384785273,1.2339173120992784,1.1991840034846037,0.9585255708606782,-0.36918030985873446,1.495227492570616,0.07734890988346849,-0.9266420612072772,1.237494174489656,3.2220303801406343,0.8341547453268896,-0.5878480977965446,-0.2751004936069595,-0.09004221103382182,-0.8681851415683394,-0.8736262053038585
SIDM00490,-0.09267012449872748,0.1591477396533475,-0.6851931510455604,1.3568513696617832,0.9665623862783058,1.0857697192337359,0.5996917111251675,-0.7945023616292546,1.2068274712127656,1.5780229728777293,0.581226181938259,-0.13659773980433187,3.0509813292965737,2.102108517584057,1.5154199800099963,2.43193631352906,1.118047722930757,1.2096307043945869,-0.7891142946779963,0.957396402949238,-0.1052216491724092,-0.835785230392923,1.4006642233912656,3.557238198533814,0.9808296739874283,-0.5377086276482972,-0.3596193756608253,-0.6936641844251477,-0.655050127943469,-0.8826778469568305
SIDM01090,0.1396059758564824,0.6802870800932579,-0.09691793099782552,1.5764706660122638,0.9155551752424685,1.6525983080728897,0.931842974624816,-0.892179142635088,0.20786693449251684,1.892775957095052,0.9329775756816878,-0.2933838211777045,3.542142428171129,2.254723274556593,1.3844022272129906,0.37259356332460114,1.7031034057724226,0.44255921752317817,-0.6933882296744525,0.2511376731796016,-0.283149644139446,-0.851822194974369,1.172690046436654,2.9745448509608896,0.49733950728790516,-0.5855736302802911,-0.18768140221796936,-0.2853715233001928,-0.7838803352345608,-0.8312210611648081
SIDM00394,0.5514063451582399,-0.17673551723721506,-0.8354135853985211,0.8166556096108479,0.6523905848354077,2.2731444706037838,0.8439146548261889,-0.8399965984339028,1.3854309406163439,1.368755026018358,0.4911450384260881,-0.496028383082277,-0.7041144770127901,1.9129001583781668,1.1611121660365775,1.0614498693316332,1.0754218258699388,1.0615033675053733,-0.1773947779416535,0.978322965588486,0.3496047494437112,-0.8472259525379622,1.154741594527998,3.423860010064631,1.1608074143974279,-0.5482947635527823,-0.3098630086427385,-0.3274176208943618,-0.7865712546221576,-0.8321505809386817
SIDM00538,1.1928340228118741,-0.38753506820127814,-0.6487840700789488,2.113475949016514,0.7218006736683623,2.269423298672538,0.30023143637230093,-0.8363034253461356,1.373073559128857,1.859743035283981,1.0390265151523341,-0.018720420570229903,2.7981224207409148,2.27304182521128,1.2533845382928603,1.7418214331933886,0.4677227641703326,0.41392957675332054,-0.15677308298357714,1.2307580139300531,-0.38158455755844334,-0.8886436999842573,1.5017542103243111,3.3773608010753895,1.0965189649022535,-0.6595184594555896,-0.6028642624249118,-0.20501581646270955,-0.7428539747501582,-0.7846326808621624
SIDM01140,0.23422678377304654,0.5362616078317186,-0.22797169741963422,1.6280540186865768,1.2411112571374943,2.284625198666366,0.8808568305502412,-0.8587029637890891,0.5389603332403309,1.6158956131729367,1.3520748760447603,-0.54542138029921,3.5806252745877214,2.2003655056839286,1.6261522822882362,0.6526124427842548,1.598582831007472,1.4018511468419284,-0.4639808721708419,1.7158201542097955,0.7222588267945949,-0.9524176580933292,1.3725852939868557,3.0095964180557435,1.4859394369695211,-0.632500238799702,-0.20022778287843665,0.02035828669077295,-0.3882090190073874,-0.8984943401529691
SIDM00101,-0.20350536211703496,0.15007413251923932,-0.765485013361514,-0.5962912732147594,0.5535564018500718,2.2281641907675,0.9088623488019987,-0.53736597772825,0.5399861060775749,1.7544506658370034,0.16781019176550335,-0.3961419579550955,3.4518388754419997,2.2562361620109064,1.449720107139152,1.2120101496695226,0.44661049690631,0.8582401688206983,-0.649644471304245,1.0392077528251593,0.09213513131307399,-0.8861706233630852,1.2983434251599015,3.275267375990224,0.5771615513907989,-0.5738030166636029,-0.2371610379229836,0.026713326969984852,-0.1298895118484277,-0.8537037063098396
SIDM00114,0.4427553921662971,-0.49438077353804355,-0.6185844147290485,1.2673976299990197,1.0040881875818004,2.2971395117451547,0.6724756427794034,-0.9108338745320479,0.6252712229345725,1.4499870580528837,0.8669477779182626,-0.5551478520790862,3.0576055039913306,1.6065679956269974,1.6143911661383072,1.3534642694012022,0.964026655674793,0.9420446130818337,-0.4978065005858758,0.6823826147718609,-0.014789427804127224,-0.9339046130067307,1.2080403315274524,3.030462319873845,1.7372420465844491,-0.4394084283396683,-0.5357147848862683,-0.2874905935929515,-0.7322616129032354,-0.8257774906073745
SIDM00102,0.13341651673698615,-0.31961711139514265,-0.7010782274960291,1.5977911604116202,0.6979290121173597,2.2210684384783232,0.6466887677165615,-0.0653818692427648,0.4457561538000834,1.6441293588388557,-0.01910155598897884,-0.5973985175013051,3.232598242560841,2.118250501274339,1.6303315558203477,0.6550701385078497,0.7145835132642276,0.718362066624659,-0.46947327686271245,1.0388202644843512,-0.2750263123601098,-0.9430939026814886,1.4489141510451868,3.1861247033975104,0.8146274697626199,-0.5169674840898532,-0.06436940429904703,-0.1528742804776072,-0.25130122120841947,-0.7484937263967081
SIDM01122,0.052084049241806,-0.06616866893230222,-0.4367730627222303,1.1506714375124372,1.2462661739974141,2.528646692337415,1.0950342470263665,-0.9071065738972327,0.7640507223765644,1.6695212513077642,0.3857062875472789,-0.41753055672487804,3.335026525845157,2.5488413811932262,1.3725236063682813,0.7208061815381617,1.4414937495596756,1.5660216492907695,-0.44778329061258965,-0.03907073511191842,0.13851623030141014,-0.8465551854605058,1.4151551088471168,3.28988269324716,1.1621927378555041,-0.45081841585476345,-0.6649635039191637,0.06579673944236018,-0.8124449019264895,-0.8846144853515304
SIDM00261,-0.397963988652245,0.39152434996890967,-0.3268046587497453,0.40612716440264585,-0.2580391416982113,1.2463649345063725,0.1732983064949252,-0.971579548911822,0.5762403597994888,1.3810486626682519,-0.11794165764939167,0.324644559904305,3.656984220961588,1.897660242838739,1.6936179724863465,0.687691829088779,0.9487767578597144,1.0968973312509414,-0.6189157718560987,1.5550032382484682,-0.2412862079480915,-0.9559530234387315,1.29217681413855,3.057803538888916,0.8051282083727138,-0.6024650645707331,-0.9737998210150375,-0.32533302466222447,-0.6016401825049147,-0.8512766542991395
SIDM00154,0.10872287633123112,-0.36093185492130736,-0.8467425770786978,2.2757846731849294,1.0775973156816185,2.334597188129928,0.05769400999150435,-0.7551898489972882,0.5170691283385395,1.462334607622645,0.6025722258851259,-0.32608911672176005,3.335546826570275,2.160416019517643,0.9506460361818985,1.0505279047467928,0.9027595250959886,0.7540728988122058,-0.5833245683788941,1.0252351850542816,0.03634294371024918,-0.968287467522823,1.4576123285702214,3.522361987869026,1.6159139763086718,-0.38045882307117024,-0.21761858815089716,-0.2769882389809831,-0.7392651517550345,-0.831394153983664
SIDM00104,0.2512134785715217,0.05610122241557753,-0.5344778476725897,1.1661969488161972,0.7380591439700818,1.5683605052862373,0.8492924481595672,-0.6349100303596251,0.9578930627924765,1.5374903648909497,0.33543371414056167,-0.49775550421920717,3.4556749089450127,2.001862892275273,1.5778449849061547,0.8704766217621343,0.5031648291057881,0.13694006084348226,-0.5120609106452244,0.5333202077367086,-0.3742469435269302,-0.8487868639677936,1.0126611458789458,3.325195345852141,0.7127162889077505,-0.5520797948579067,-0.15879532014998482,-0.5130849490345489,-0.6360134027802113,-0.8255740710835779
SIDM00267,-0.13998217155969023,-0.12553012791293966,-0.7234187142052744,2.521776545684648,0.46313854872340293,2.3326643720989444,0.806340150534112,-0.035722541780201435,1.1261677231751364,1.872821326542266,0.566465988202521,-0.3428101119540879,1.2024005671172182,2.1747738092303255,1.2167608662445035,2.0638737051047293,0.9913735898099625,1.1894287978214044,-0.6288497565719272,0.8487901047316828,-0.08831886247090998,-0.8785203159052215,1.4373506392656068,3.1310631247145775,1.191584512319593,-0.4733984941270778,-0.09891702354475966,0.001521105252354031,-0.871935460002306,-0.8889880822591144
SIDM00100,-0.07567899571363158,0.06490973614607656,-0.412802151972578,1.4957950442548307,0.9398510191210863,3.0258311308129104,0.615298335688367,-0.8488550211037059,0.09650562008342291,1.3836728499119368,0.438973318476777,-0.5873112569495907,3.4617427141401635,2.1732376123241486,1.1489213803777496,1.4338065471869006,1.1449275172515625,1.0907416097589828,-0.6612171318782989,0.8290633007900834,0.05270105275642841,-0.8666240704878864,1.457312639093503,3.4961316903233968,1.40717675929367,-0.478201467537275,-0.8597480656418397,0.1915208121472033,-0.8426026103456407,-0.8064310082416123
SIDM00826,-0.24239351872470033,0.1988194659942896,-0.42288860402330225,1.5604886562352482,0.6802146939100683,1.3724093577021894,0.422520429587221,-0.8977197546786854,1.1453432030362451,1.4556786625957612,0.421226237870282,-0.4003266815120038,-0.2463535023815253,2.4094472135412346,1.5639911786485865,1.3468432882846,1.1214336894896055,0.4987814116942974,-0.23313858103858592,2.2993527041017203,-0.33705813529393736,-0.9506247741857553,1.3454214444961579,2.875797284218084,1.8449519726434256,-0.4268181861979887,-0.6527375033178611,-0.2538894662233458,-0.7861539843837417,-0.812477111224659
SIDM00310,0.3744992023798831,0.1808850718538951,-0.6984364587733624,1.8751693327563608,1.0527061526713224,2.2882363217925774,0.6586309390282492,-0.35222007727107013,0.5902926215860452,1.4593397839824895,-0.6560050295773096,0.6319942141132194,3.5575908752465715,2.5387274464736995,1.8669534548991638,0.7322724659616665,1.0176625808068365,0.842928109999926,-0.6779518804343078,0.7268093691574206,0.1141532438867805,-0.9184119367038407,1.6714603352669664,3.6150330456312094,0.9366667674169451,-0.4789995755162692,-0.1680736229923538,-0.01172740297389648,-0.8644640643706408,-0.8060703907755794
SIDM00482,-0.6793835695308624,0.6998077274941569,-0.6891423857297445,-0.6476208338607227,1.6457517076465602,2.6669111556079033,0.9318807836777345,-0.5437016153445032,0.8644214516491867,1.5148362635433492,0.8548798615069609,0.39313453110734964,3.5498790782873413,2.2435868784579953,1.7192109494499306,-0.49776375774054,2.0247806156791435,0.5351353156987005,-0.7819402718604865,1.2746536497273868,-0.5825859624343295,-0.789443108273387,1.638272879582708,3.3351018688143697,1.577058937539631,-0.5872956312067991,-0.03793938645519863,-0.08762368385991354,-0.8272504247545244,-0.8550120870176691
SIDM01247,-0.279773597183829,-0.48370885593676705,-0.6102557129465845,1.2442278408050935,2.200211700906288,1.7791979404475478,0.4141018359337146,-0.7567968242554234,1.4421141932271395,1.5030790313786726,0.8392187200710783,1.0120110350183174,3.3227136055718867,2.1485019586709426,1.384028183128862,-0.5551613051800798,1.1255352640394025,0.06046665548277894,-0.7944786263527632,-0.6834620385077198,-0.6966868076140545,-0.8706298048241732,1.3157247130785377,3.137228967146577,1.772553652189126,-0.49623380982047016,-0.9279309910271716,-0.2944499485988252,-0.8156762671919109,-0.7915962772611496
SIDM00817,-0.2466542398256789,-0.12320753811525,-0.810007523235199,-0.2837059825381333,1.1427422539997878,2.3318879699166177,1.131358555671787,-0.7575148472110758,0.6997463113340142,1.5554036227994428,0.24949554487906134,0.02431102330384228,3.5626031960382574,2.495859873622662,1.4333865416498632,0.21567715779930585,0.7707990739814237,1.3031049123768503,0.3507186835528697,1.5898319766106959,0.43502291669130794,-0.8392769302698779,1.4669434319394712,3.6693408365058153,1.3859173255796478,-0.6049482727481154,0.06296929288840922,-0.5810448143354289,-0.7259517298651111,-0.8498667394262998
SIDM00448,-0.6766601103385955,0.8150194272066196,-0.233095259385174,-0.6744561537263726,1.7069778436490661,2.8816751216347156,0.8529050017604234,-0.7464904807503717,1.441518572360976,1.9097423539706893,0.882459649578632,-0.10565101575176321,3.5974845467945102,2.2194907710546103,1.5923974054497076,-0.3010555563539095,1.4838769801853933,1.1669851401687046,-0.7858695559426863,1.0069811927233976,-0.7395426599341328,-0.7826501782377294,1.6225279724643222,3.318468894064556,1.415928415609414,-0.5524073772277616,-0.6085295944741769,-0.321130198933597,-0.73851134256162,-0.8015151807224925
SIDM00086,-0.07025291642901907,0.2534112962649906,-0.7524163672153897,0.6949170446012826,0.9328486447143701,2.2924379912108273,0.9231810700603282,-0.8474038277629671,0.6596869716158947,1.6899348289362057,-0.1539034637281919,0.3711012163706174,3.254901207202924,2.3809091022658286,1.3288183653003771,-0.023040854294867994,1.3339952439538973,1.1219168798660961,-0.2537526846971293,1.0831030137437072,0.22186251582772923,-0.8293541069223562,1.219321304070323,3.6097901326031128,0.9110123084083249,-0.7109609503780911,-0.6793713274236521,-0.37371404104276973,-0.8560299073509451,-0.8561878095003946
SIDM00466,0.11765726230252714,-0.10143800995738915,-0.494097767738668,0.7279355341917175,0.441577002849657,1.5246212995767185,0.3655715777130107,-0.919652931537982,0.9185721647546068,1.0768657608378183,1.2023341918324608,1.1031389278156456,3.2420264351768333,1.9232472059484107,1.4579783138736504,1.5822130096838838,0.7545609032754071,1.2315456924525745,-0.14569457795722204,1.1537357522785552,0.43533526849803805,-0.8392846284744696,1.465771445213907,2.8723231683845905,1.5186265883535228,-0.446808911906282,-0.519328314773163,-0.7016609803091437,0.24259963454170602,-0.8660147888040034
SIDM01132,0.5037969030638829,0.08936847277612235,-0.4032259584879285,-0.8328917349654296,0.8535259177668405,2.7761092605669098,1.0792281723252455,-0.9045556939725216,0.9579021943834293,1.9101034874549874,0.30050629756427444,-0.45289044272357915,3.513252046108738,2.3006631255317664,1.7548548718132688,0.24826364764686415,1.1161165473168155,1.321243154546512,-0.8434070208683052,1.276030950513141,0.36846073828570974,-0.8773019157936498,1.7518655079937775,3.4019682874661616,0.9836406230434428,-0.6017351232510589,-0.40575045557601835,-0.29064116241145216,-0.8098740420195703,-0.8480093673689664
SIDM00465,0.34426548643663096,0.14328393610850262,-0.7792960657041343,2.5477710467374672,0.4031230612212666,2.6288768935413684,0.9624050232452886,-0.8404288080676138,0.4298627767633619,1.4114059593602675,-0.05455327807842605,-0.35362583510131934,3.597595717253716,2.131129761801761,1.5238144462168142,-0.3382184465807439,1.748365012275668,0.8119838720858759,-0.4826546679842473,2.4688453585288617,-0.3746823267846585,-0.8880870659638969,1.2304369021333825,3.524902200292601,2.1375004220154663,-0.5735034307928348,-0.2113901257291456,0.03999627039534662,-0.8547862479555289,-0.8382267398856278
SIDM00565,-0.1045782132124497,-0.13845804700515305,-0.28224727916628245,0.8910417517724942,0.4553107100853586,2.4095146219401986,0.44045630858033175,-0.7322634212495116,0.6407372579046439,1.634834424603411,0.05994214202030508,0.3412332721857967,3.317115638525805,2.4056452302107365,1.3355784479007509,0.967546974686328,0.762576283050271,0.7630014629722978,0.20367767437470363,0.7603086528306683,0.14161874917756226,-0.8914838156677991,1.6210585972672689,3.556566353400606,1.0280753675541674,-0.6041805670506992,-0.5540700267834652,-0.07125749009063007,-0.8569789713399232,-0.9050369400899415
SIDM01092,-0.06799249854375865,0.22038131806437722,-0.644958103953345,0.19440526176069414,1.342169557203892,2.906452391094914,0.7327306537388142,-0.7645444629559172,1.1574523542800754,1.9264237001297049,0.8363401469949127,0.8530437307296188,3.5528764298879003,2.41771591251904,1.4015678202624173,0.4094807788945865,1.4329366705127353,0.8687956977248005,-0.7478501186672123,1.1298756161869328,-0.5893101186392184,-0.9443026478257505,1.532354571038392,3.370140526760119,1.1371546409698523,-0.6239600670244453,-0.25885435249387406,-0.2004948693993453,-0.7698890378232881,-0.8719371048858359
SIDM00218,0.13093665468343899,0.39385175007902234,-0.6833853409092941,1.3840450847029817,-0.5732952498535677,1.7452315247044021,0.7868465146206487,0.0019208285491976677,0.8953615871142706,1.5172788058988833,0.9929760992485414,0.24077097199928021,3.2746008780016167,1.8735108869920152,1.4248258430815222,-0.13823597359154102,1.179809051783751,-0.367045142271999,-0.7953720120742388,0.9953908514980052,-0.08391268248301029,-0.7330433971578817,1.5925325694580392,3.3424612345891944,0.7051072797494763,-0.5666471345468164,0.3327324515202895,-0.6500246664122807,-0.6624143535471444,-0.809748928706316
SIDM00044,-0.2634765511030082,0.352674094645945,-0.5306661864703595,1.2274509294975335,0.7696101049990214,2.5454740044044226,0.6462942663543718,-0.8251805891034166,0.7431981225262202,1.6161875635319514,0.6987159069192036,-0.32229225335817213,3.6084436810794345,2.207076327661265,1.7345156056911912,0.7909517317599614,0.505080567757362,0.3216831535867125,-0.011374743861388582,0.2654058133664779,-0.46198288309744934,-0.8178632431181336,1.3204617049812797,3.6996700564569887,1.3629716221208485,-0.5897067918184549,-0.4836539823527747,-0.4296789898147267,-0.8275014964204007,-0.8357082095165927
