,JUN,JAM3,ATP6V1G1,CHUK,PTPN11,CXCL1,MAP2K4,CCL5,NOD1,ADAM17,ATP6V0A1,ATP6V0B,ATP6V1G3,CXCR2,ATP6AP1,CXCR1,F11R,MAPK9,MAPK10,MAPK11,MAPK13,IKBKB,ATP6V1F,ATP6V0A4,CASP3,ATP6V0A2,ATP6V0D1,NFKB1,RAC1,NFKBIA,JAM2,IKBKG,MAPK8,MAPK14,MAPK12,EGFR,RELA,ATP6V0E2,ATP6V1H,ATP6V1E2,PTPRZ1,ATP6V0D2,MAP3K14,ATP6V0E1,ATP6V1C2,ADAM10,TJP1,MET,CSK,SRC,TCIRG1,IGSF5,PAK1,GIT1,ATP6V1D,ATP6V1A,PLCG1,PLCG2,HBEGF,ATP6V1E1,ATP6V1B2,LYN,ATP6V1B1,CDC42,ATP6V1C1
SIDM00098,1.2478347730764152,-0.5141386932415218,2.7273527469878602,0.9242891165639324,-0.42159606961872115,-0.6193114512999602,0.4448277159634269,-0.5974709486339024,-0.37560839321745765,0.48818598501199584,-0.41272044329563057,2.1414988172124545,-0.9829755676728568,-0.831114447705206,1.1101763690294262,-0.7487168931088005,0.20980778663783517,0.6977139306832375,-0.7669217782800093,-0.4756331899181543,-0.7276997760261817,-0.15709177364970175,2.269505955499485,-0.5948411264800321,1.2873102301243946,-0.0019742380280718622,1.4835944912279329,1.667558669147865,2.7846333716013927,1.6483030747016976,-0.7226719365317765,-0.46038859833741774,-0.318394420611155,0.44456538250407784,0.6589636762154816,0.6298424319898418,0.0014760021020436098,-0.6623627346133152,1.1369869649083573,0.20030805557435613,-0.933404380383523,-0.8177617244542175,0.43439507539737515,2.6077579927303485,-0.7681126870467465,0.09746381764603475,1.1321681593471244,0.15434285674330575,0.12379888299619057,-0.012039698203085878,0.8658731535152602,-0.962261539104606,0.8924957869046379,-0.616396385990275,2.068099162356812,1.414591110734325,0.3230023779792916,0.1106998377987468,-0.11594050795183732,2.4303128419353563,1.9080254607379794,0.8910788951698724,-0.8130273799970476,-0.09309771581751475,1.3435415915773758
SIDM00225,0.956438435886581,0.6813572869060458,2.218642476261109,0.6437707919056657,-0.43205326300473734,0.6604538832194453,0.1861552214512149,-0.5269293717873508,-0.17389531086140922,-0.1457430813277705,-0.46425420808219897,1.8480639827729899,-1.0049218664878024,-0.8483001651103316,1.1292923360839573,-0.756764230080846,-0.32973022546863795,0.2000957203935584,-0.8324668053017729,-0.7125686719868626,-0.6833342933099839,-0.19510976982855474,2.312801557346084,-0.7275694493017087,0.908925008297445,-0.3708700890573578,1.0341986513510921,1.7580437662183515,2.56435910851763,1.0190711677538387,-0.9132606450578205,-0.5967082838023928,-0.421283114915288,0.25589958892890957,-0.2815708130608741,-0.47226253101766874,-0.22703218927617674,-0.5704724807857194,0.7819555889694114,-0.28881945295358447,1.0964350822000675,-0.8746769638464241,-0.5775740263367733,1.823423388896697,-0.8867101219023579,0.6494110807619533,1.3346518022517035,-0.35617113677648193,0.22469849044641438,0.34573161023310217,-0.5194615028045326,-1.0209478840150799,0.9581369134186575,-0.7527106092782851,1.6617016463007843,0.8247785513047069,0.6773349592321166,-0.5021284841151514,-0.5725657885703622,1.3236182067873277,1.7224334411756785,-0.23106446832673724,-0.37673570766370224,0.0021939042070368447,0.8362322777220293
SIDM00846,0.044532191750548324,-0.5807543094755697,2.4467489196735674,0.7744635098967662,-0.5313235372337272,-0.35485393345605154,0.3980845338462753,-0.7986416175409711,0.03950078574743411,0.1275577458948375,-0.44441737101158274,2.3766650277338917,-0.965230500611504,-0.9167078461361541,1.7584550582449618,-0.6806193276285675,-0.06956216521249207,0.457256695016362,-0.8319745372127543,-0.6228207916923634,-0.7136275696942892,-0.04963849424618237,2.098198781106207,-0.8241356241810787,0.2655017971908828,-0.20703673922133595,1.0696393796461636,1.4067817311637987,2.32043600654032,1.875637507550516,-0.8834431931282372,-0.39863429127182004,-0.352729821718398,0.24352832135825914,0.5186178137365245,-0.4729979716097495,-0.11960285405741007,-0.6962003374473067,1.0389754469762016,-0.322136289677458,-0.8591567839333804,-0.8695277244186456,-0.5709686073449362,2.0858261491476284,-0.8788217259182768,0.8005152805300381,1.2126454426518778,-0.10390991397649771,-0.021074975508145338,-0.5613964904293898,0.8924420373965674,-0.9773841774188761,0.6346470325630564,-0.6268930825936708,1.6399779816585016,1.1733914000731147,-0.12929553963851775,-0.684611185447512,-0.1271409180720116,2.0621864296560015,1.0371804926533967,0.31046413752529495,-0.8535704885285582,-0.07547803569744804,0.8430671091494738
SIDM00291,0.5361505296535705,0.3506011539051305,2.6631352957501924,0.6460189546010989,-0.3103613541413425,1.4282186490647357,0.31696521265030453,-0.7708790162818552,-0.016843109525359463,-0.06472787578970253,0.01468132104765017,2.3254493742458946,-0.8856366473885713,-0.8409130391367384,2.124550808505756,-0.8015764023618193,0.4463623292997365,0.5713066538142987,-0.837953447290114,-0.34911641635691887,-0.6014862650163731,-0.3314391771224846,2.6955401460206017,1.1284723943543993,0.36282586866935107,0.06647435997073234,1.688815486080504,1.8822648341613561,2.344315854474362,1.3689638832873439,-0.8382742875694273,-0.4052012196633554,-0.47760357639545425,-0.0016074670264164786,0.5140430413396011,-0.7010901879183482,0.17297528456054478,-0.48782749514680473,1.3880069613537518,0.40980543765142935,0.44992731684059833,-0.5428138734629241,-0.6246376103758937,2.510295979529424,-0.7775700537021003,0.3736871373614744,0.6729617554076424,-0.5506633362553267,1.1492675511832644,0.2206309646346633,0.0011844086230877833,-1.0983951120384248,1.009254934815547,-0.47596019991413474,1.9566964423466644,1.4924988393233674,0.6652808427630261,0.5307139353125314,0.09322027917113969,2.1940486399890067,2.372171940438812,0.4644223565149844,-0.7037318914255243,-0.024928060485397863,1.2556506133349323
SIDM00520,1.7346420781104692,-0.5745317302373217,2.785550206137643,1.0137720138316715,-0.4588595963946132,2.4999218116588056,0.704244955572582,-0.3512349988648791,-0.2159687665722116,0.1913910415398998,-0.1748321450426181,2.0410324582169723,-0.8235676060604192,-0.8771782766700308,1.377025047801973,-0.8324564578679746,0.3581052873953467,0.8337964985981806,-0.862436651113198,-0.5327556481560634,-0.1462388941949519,-0.16472028879345632,2.693114347894263,-0.04315582710673213,1.050600502153707,-0.22798771183710903,1.6814299218289235,1.8219857725962936,2.6107510648389716,1.7106234963064104,-0.8968133039209737,-0.47337033470865625,-0.05536444813360425,0.14772901486491702,0.23145607474922847,0.17015761897142367,0.020710770194093835,-0.5637255994689623,1.1316126547577552,-0.6187583760953528,-0.9461046089314962,-0.7843688809341499,-0.5988447668500938,2.8483823616121753,-0.81603951402222,0.655779779096241,1.646433810578686,0.6327345437531552,0.3633933881891146,-0.21353400208513576,0.7540546305130195,-0.9047062830955391,1.2000883313368136,-0.6312549981275251,1.8141650394010327,1.1841789811528638,-0.057471505780043806,0.24461816978747378,-0.15504199245676029,2.227137537167151,1.2412240819192264,0.6223102629007478,-0.8164054894304666,-0.05351445328619971,1.116903975314013
SIDM00003,0.7789681100856224,0.15613857608013376,2.5627536350785687,0.8080854029971448,-0.32109299457935403,-0.6436873662561928,0.18396315492840043,-0.7803642174526931,-0.22933204315543443,-0.29352375638217354,-0.21386135570732823,2.3539731261409838,-0.977332960302183,-0.8826622121247691,1.1006099327170775,-0.7756973996895328,-0.08691928414076107,0.22274222659955795,-0.8985365541937285,-0.47581097813322953,-0.6557356796945771,-0.2137803817119369,2.842695248625442,-0.8162717594518176,1.0046169138033936,-0.05776631757512279,1.709039244990476,1.4941918448040206,2.459633183065542,0.7053669827308549,-0.8614622665761952,-0.3553554029495849,-0.38296358569451966,0.3122981119006644,-0.116416345254081,-0.661709351285879,-0.11506771705588062,-0.44316342877604137,1.0014032434643183,0.12119990425923852,0.7189108200443938,-0.7880273141000432,-0.5976314970993272,2.3801628612096635,-0.8834933890856309,0.5302480970480994,0.8144476532194477,-0.6891928477363585,1.1462784026221038,0.044151999742788176,0.2880648943238617,-0.7829723563778564,1.071024716873295,-0.658670929832238,1.7787476530771753,1.0882963552269482,0.5384967390911175,-0.17719639485425942,-0.3494151614071139,2.6994072125606916,2.0230795476499144,0.5086542600374623,-0.7728213144791941,-0.06874256524207686,1.20602937079242
SIDM00136,1.5667836168675853,-0.6966282550369794,2.5290905677361613,0.6964068950644331,-0.5240796260882492,-0.4358444254787244,0.22901727163352428,-0.7625174136284352,-0.21954570595770773,-0.050867194213055404,-0.4079340458021686,1.824817820421248,-0.9003038754617383,-0.9015937809976245,1.6455950320132278,-0.7613175751013591,1.0353947094195142,0.3634035602532005,-0.825722240816119,-0.7256565331210163,1.1276780632893244,-0.4420605162280064,2.210598929089687,-0.9371473118176568,0.3413503057878657,-0.26601800381202173,1.4679883477760096,1.6768089872122192,2.6566406803841827,1.0878115886825703,-0.903488993953988,-0.5146167363202458,-0.1720795384535122,0.23620349665749346,-0.34779473375905273,-0.3592493371703439,0.07476438450400721,-0.6453376464880343,1.2081597071827024,-0.4720306754234335,-0.9441350831470081,-0.8990637474772305,-0.6572793439626986,1.9974037917671046,-0.6327129723925563,0.5025060894511925,1.558450449835639,0.35176990330068125,0.3560766723939741,0.6288256249121096,0.8446274393642976,-1.0834817237769068,1.690650786334635,-0.640190619117856,1.57367190687719,1.038728409524186,-0.28939731316290374,-0.3014197573210242,0.09053308903546736,1.909152378560295,0.42429176961806636,-0.542720150116202,0.8091311177092314,-0.18414588898550363,0.9404678745165496
SIDM01155,1.5689973395718435,0.2250578598557212,2.4944116024620246,0.8409332764721047,-0.4921140075362793,-0.406218933314842,0.49024265126685085,-0.7893870475523128,-0.15893598596003355,-0.21851894168639907,-0.3387799428439756,1.946077356225462,-0.8774286326260672,-0.9455249957620022,1.2936654300195933,-0.9117194930124063,-0.3243934393015855,0.5941119771820969,-0.7605685514858505,-0.6408856114022643,-0.5042140438629216,-0.2646906403400374,2.7312741309705597,-0.883314236893558,0.9298297883286092,-0.11196158482401859,1.6397595653342527,1.869589960045952,2.565140967902041,2.150255061914366,-0.812626443960015,-0.39447985638265054,-0.21851964377398528,0.18153784541728613,-0.06354057329924828,-0.1183927223300892,-0.11391729846640913,-0.6499823029062983,1.0494811710668075,-0.1715086761074646,-0.9330609404696952,-0.6941592880661372,-0.4267179884420921,2.4792623398163838,-0.9017761761491057,0.19445677798683905,0.8696212061308819,0.03700764668652663,0.26193898288610074,-0.3390351669344319,0.06462763610222236,-0.9552756512773363,1.1391410330497502,-0.6132812006838463,2.0242728892876793,0.7069933659637372,0.33449345556731996,-0.8007625008926006,0.27389959379817325,2.5191968897646175,1.4806468916949422,0.31985116420707843,-0.3139240465552645,0.0014373216488639928,1.079199916999399
SIDM00224,1.658859602622593,-0.12570712650003685,2.787614846868042,0.7905576940377153,-0.49469745582691094,-0.734871288375435,0.5183962467433552,1.0851855357544322,-0.406497504748582,-0.24748069738781409,-0.12041882096908053,1.9579244553648985,-1.014757430512241,-0.9147467623567963,1.336581928769928,-0.8258340149970584,0.29908210913645755,0.511173086610816,-0.8230148513320859,-0.5910349716202077,-0.7133327069498198,-0.19225343809167855,2.3480556928653096,-0.8502361293468415,1.0696174968640026,-0.2120385110203872,1.7239093791404934,1.561376941975169,2.6368755124166228,1.3702779586551515,-0.9151451460521611,-0.5402735620986356,-0.49135402231679104,0.0789527780824647,0.046217036445909215,0.5347721481199239,-0.18381043591208895,-0.4978423425200416,1.5120318358863636,0.39741747160129404,-0.8743480382811015,-0.7918169475289272,-0.059517353120812494,2.555204955835095,-0.8057058408947765,0.5434705553476604,1.1903608246491064,-0.5488099851172946,-0.07519463788103516,-0.1581882670195398,0.15577973946214907,-0.9592053822907378,0.7114486544429621,-0.5126438619464236,2.0775181767487165,1.5670847326811783,0.3151936786213572,0.2895372054252315,0.33469180284478633,2.1184080258712754,1.6782670019987034,-0.2805539106823698,-0.8610191987977579,-0.24114393744528814,1.6562941247093443
SIDM00783,1.188013351467878,-0.794126800120982,2.5641639392282176,1.2716619765965596,-0.40843230478275233,-0.38189616487940803,0.5090711568141811,-0.7984027514136065,-0.25887326257526333,0.33806800684377736,-0.40498142899587886,1.7891836945874868,-1.030868537442616,-0.9873759735947706,1.058607110442624,-0.7651450242465068,0.809155689059182,0.3947305016216078,-0.7746452308015541,-0.5615413761478147,0.11336754893786175,-0.17482819864841553,2.260616322324019,-0.972096518597294,0.30862998387573115,-0.17466885068899315,0.6783991868903833,1.6469718669470934,2.386576608860468,1.2972684090602682,-0.907237981131459,-0.714344909636343,0.11233909031358331,0.01338211648565809,0.517743473728436,-0.35319037622249505,-0.07204019371244987,-0.7606230172983699,0.7137905943310633,0.3373150743980931,-0.9565256759696947,-0.8401951103785704,-0.43909964606181395,1.7855769894905587,-0.5277832278639233,0.523246954948833,1.477906189531589,0.5156581818920052,0.29086926476035524,-0.3306284245380911,0.2609642905431121,-1.0255811510446857,1.205320363093714,-0.5884549406425572,1.3119943845103728,0.517585392386303,-0.3797728196230491,0.9156809600592332,0.0886646274821014,2.0353090710827746,1.0260236889571819,1.0727336207940166,-0.8215903972239061,-0.23391591764665,1.267818037179283
SIDM00490,1.3335763808091168,0.4777913239436714,2.7374541863392423,0.4425462701079077,-0.6564601889666664,-0.6397729110447475,0.33931628404764524,-0.7808229985168617,0.07969552944660563,0.12341260068827441,-0.7209810107352707,1.6334479167257663,-0.8789063034852604,-0.863020267584774,1.679617366303259,-0.872312506253713,-0.5174283605998686,0.6724609574237778,-0.7021773749680431,-0.5680585755811055,-0.8005468689069389,-0.0174878016689622,2.428118760962616,-0.9414192651992149,0.9081596734291318,-0.34824139856592873,1.1796051397916443,1.8202507413731612,2.502282596124912,2.092596754790833,-0.37081035557658437,-0.5283085993705472,-0.18155722727543774,-0.11439633494910502,0.40314300117298263,-0.19401618306667462,0.2047787524487516,-0.7385104070360203,0.11159004245239228,0.26455356291028126,-0.8490277384992772,-0.8275725338579439,-0.608389072011545,2.339276210826858,-0.7787868495194882,0.4549870224293653,1.4425175729258102,-0.6091874884460582,0.07275754088124724,-0.27243109084301353,1.0328645071693356,-0.9863998327185961,0.5090342935280605,-0.6078799190169556,1.6584894479142465,0.285468389959719,-0.013266830689621133,-0.5494747475222111,-0.03667441486614634,2.0885995760444622,1.4466150462759075,-0.2399795600494105,-0.3142353524455838,-0.2410212255704071,0.6405749298529055
