,GAL3ST1,SGPP2,GLB1,GALC,SGMS2,SPHK2,NEU2,NEU1,ACER2,UGCG,DEGS2,ARSA,SPHK1,SGPL1,NEU3,SMPD4,SGMS1,ACER3,CERK,SMPD2,ENPP7,DEGS1,SGPP1,NEU4,GLA,ACER1,ASAH1,SMPD1,B4GALT6,SPTLC2,SPTLC1,SMPD3,KDSR,UGT8
SIDM00291,-0.9944370466641907,-0.977510246721872,2.3324716968642236,-0.15472098050426653,-0.7460159708002515,-0.5497064613194323,-0.5956860476102606,2.0097362064553477,-0.4916814788702208,2.2544598413810335,-0.8860902536167831,-0.504078784385551,0.582226404268677,0.8168601798197719,-0.7424419819720002,-0.5415340653583331,-0.2075735642971442,-0.5119900729629405,0.9327073056658467,0.6925434257045209,-0.8180221835388573,1.5963399520629724,0.9818042310467076,-0.494034065837622,1.0122857278736377,-0.9187941697515141,2.5424297944290046,1.1701289112668853,-0.242837087796017,0.981829395096395,0.31331210956464545,-0.7219889879414586,0.9005488236514119,-0.07777865153938346
SIDM00520,-1.0197391878493007,-0.9280545391342847,2.092231358887218,-0.3716993639896601,-0.20813838034934876,-0.5894532832100456,-0.6935302399525806,2.0976732008597896,-0.8876349246002221,2.7394773630505185,-0.8496729913246729,-0.6867205467253017,0.7194636603979044,0.9850290135174606,-0.8405038890654017,-0.41997906152307973,0.8941735988766263,-0.2808376786260347,0.08266602587772745,-0.21099635096472216,-0.9013367947778185,2.0684828846947205,-0.9014113062391159,-0.5063397230646328,1.4451368133170608,-0.9200328805251083,1.9634423553442972,1.20773906620624,-0.46964392313488634,0.942836955440621,0.7449570326472501,-0.6752812457469017,1.3563627665366034,-0.6838735760928222
SIDM00003,-1.0392817521573123,-0.9114988924693284,1.6833037297993103,-0.7472618198377649,-0.872741231663174,-0.4282326666548969,-0.5474686761840818,1.6751385919525272,-0.7337463978407771,2.4029909274294465,-0.8228817014777192,-0.6465223927253554,-0.07263362716510857,0.5155075810223293,-0.728822459887637,-0.15065055348456724,-0.039920991451400274,-0.2968055137254141,0.8280353345920366,0.09278771695879796,-0.9334524237534565,1.8500691808598488,0.407255710389195,-0.4163313688425718,1.8084195049691782,-0.9143750352801049,2.0109012160492266,0.9716353222489399,-0.06613030264623071,0.5961414626780817,0.5079351686611299,-0.7055397638903016,1.0630710950344688,-0.07907266296815169
SIDM00136,-0.014609540081610844,-0.07236664548293766,1.8055324984589711,-0.8626604333553631,-0.411168779668398,-0.17451304969652018,-0.6516619792380801,1.868277736082569,-0.8331914423780147,1.5647703956165355,0.9401586991544955,-0.7948552984271856,-0.6778078727225102,1.2726505418747298,-0.7687123192490589,-0.520686328064743,0.37535479339654054,-0.5222046649000543,0.39987808106667866,0.6086408417797005,-0.7759106039355982,0.8550036215292991,0.8514473871565118,-0.47786632112688393,1.0866257603410454,-0.7512773919834186,1.1679761526904582,-0.18927600705231148,-0.6143725105091739,1.5244004951036965,0.6856959084328471,-0.370946729902948,1.0036097634503667,1.66700218970769
SIDM01155,-0.8918954129039494,-0.9177181016084632,1.707782388435072,-0.5152909668843173,-0.4816752946661914,-0.6367540239519828,-0.6865078267312066,1.8073568934417994,-0.9457034760434174,2.2890153765761867,-0.7759602889111029,-0.802077708240554,0.05851378676083628,0.6546443370884714,-0.829402749578045,-0.42278417405443575,0.2575584737510994,-0.12418132892945027,0.4228240683984844,-0.1403214284655002,-0.7995858370843332,2.164816007518393,1.183065307609079,-0.47284061963137053,1.5049766591111,-0.7763179607964564,1.2676711141051822,1.0161159757679281,-0.7758194790600446,0.6505309908032311,0.6525943222177091,-0.66843796570599,0.8417829737487482,-0.7159333187722223
SIDM00224,-1.0208699432627932,-0.7729698165420621,2.0967656853658068,-0.5765567467492729,-0.5274433390507135,-0.5830983630770576,-0.5828605495221693,2.2570601543702122,-0.9728113507147083,2.05849222367043,-0.7527726306547254,-0.7963335389817082,-0.5963023361014413,0.5952465139236423,-0.777257329601494,-0.39819253769947965,0.26468354836498487,-0.34903225594592224,-0.07079393448033536,-0.060179610895316905,-0.9205400725377383,1.9528917026127874,1.0925526938406667,-0.3965396919157157,1.0613766345128086,-0.6695291068651326,1.3223344760491789,0.29422776188157845,-0.7526395385489355,1.640008252236853,0.4961306531376708,1.605378176452162,0.7774313638521198,-0.6175674878226991
SIDM00783,-0.8854778369046268,-0.7561272449405985,1.6616085555963305,-0.8219602896262486,-0.4868564106950684,-0.647052535680869,-0.639140419474137,0.933072979155454,-0.793062113061902,0.8947150270110061,-0.6038384704977204,-0.8739671238914943,-0.34747053198034106,1.4020604982283176,-0.7860276060234129,-0.5900728634828128,0.8861301797497029,-0.29934050604139295,0.6741901307752385,0.1506889127328479,-0.8437222136937833,1.4021659841177765,1.279784784155926,-0.5030456540631995,0.930532791319624,-0.8360173903406432,1.5847395931552313,-0.0024211439888337,-0.45333481183720825,1.0469069129896775,0.8551810418944648,-0.5976144409145576,1.2822988115468215,0.423444380810843
SIDM00490,-1.0644812159905246,-0.805511920049187,1.8409202492583352,-0.22371268445399003,-0.7298556478410066,-0.5663440790589179,-0.7114437622590739,1.1176321299565608,-0.7840763993854342,1.1121796311026029,-0.7774532815079686,-0.6566350682328361,0.12081005094330308,1.1819207160072118,-0.8203670679238214,-0.6744606921738849,0.8360323098722001,-0.4076561878458183,0.7716739490470027,0.06614686211866436,-0.7851677925644204,2.0917269487876093,0.9700048518356589,-0.5634762639876127,1.1181794398093825,-0.777987581813333,1.2802241475094238,1.0898222620497167,-0.45214411581129677,0.3629702214320634,0.6278047389741717,-0.6841316283239162,1.4091764443695929,-0.7623225781642711
SIDM01090,-1.049460962521611,-0.9676850434735529,1.8405876990509864,-0.7696475343451984,-0.23495331758138496,-0.622383294122258,-0.7012156284523536,2.12776455237894,-0.771087936842397,0.6135311208234276,-0.8143717484652906,-0.5192542512821698,1.9049969557463937,0.9029466477741008,-0.7419311392484601,-0.446838520359655,0.36636852292129574,-0.45659586035522864,0.9053638586873392,0.42428898418835004,-0.8583187345267663,2.0174312308988376,1.2651984127327038,-0.28527013874759194,0.9232636976605731,-0.79598589738319,1.7872804373594728,0.060325061485139435,0.5623897703997072,0.9034582974470113,0.6529574347067107,-0.5307468956091291,1.7536856396584282,1.4728222014843144
SIDM00394,-1.0191467428032954,-0.9574104642505262,2.186231875764561,-0.8145160775753043,-0.5574347971955537,-0.565001312117064,-0.5038323399271715,-0.5952976738680283,-0.596716461226455,1.8702696100460405,-0.5207402050804929,-0.4570772071697364,0.9152666645462426,1.1380553348122067,-0.7776618771308825,-0.6827613088333585,0.807480569586544,-0.05807318910431398,0.5492419371074958,0.05192319256444797,-0.8314665110741964,2.158378457867748,1.3466411521410513,-0.4148018618394016,2.041105276707355,-0.7713672782937296,1.7781634025493418,-0.1381406936407164,-0.7316569290196497,0.8995971069259969,0.5267561143039486,-0.692653798348812,1.4472979920798132,-0.7613042694266305
SIDM00538,-0.11903098051424348,-0.9213001453201033,1.9183975260959476,-0.25031585311472326,-0.10975204372192618,-0.6199625252406773,-0.5945649568104356,1.8334214436782144,-0.8728089519754612,1.6140357187860201,-0.6965972023878455,-0.7349264601621566,0.7709879923274866,0.8655247415488458,-0.6991850092458021,-0.4113583874585864,0.7334488503315594,-0.4986788707234373,0.5378605330039301,0.011647237474449065,-0.8094625210332946,1.5889080251048415,1.021023763921656,-0.3587141090077188,1.087339320993118,-0.7531168783564184,1.071412213464295,0.0789484032641848,-0.6597802096004398,1.1155285981918106,0.44176147832428314,-0.7336053727775519,0.7813761382001357,-0.0936262097106414
SIDM01140,-0.6085710168608996,-0.9309941572947855,1.7075296434066896,-0.751112218200449,-0.7770766112448979,-0.4050601773987263,-0.7519952791961981,1.701006631445408,-0.7194995163379106,1.9276938234606615,-0.775221998393826,-0.7716827662418444,-0.3624210604746446,0.7361407761240094,-0.7958615526500202,-0.5357041444622724,0.38668038828230944,-0.32650352464317106,0.7417887670202914,0.36490144743580577,-0.7774321110347492,2.2447475613083134,1.0897437277336672,-0.40887735249646956,1.2578391783327685,-0.7752575496104408,1.2376165233978431,0.053680400347451813,-0.2843682836318155,0.7491231880546596,0.7216111682748931,-0.781866264569373,0.6302770272808506,0.564798586339672
SIDM00101,-1.1137221964288797,-0.8807006434930668,2.2039173958803246,-0.2973966265703926,-0.39315882821473297,-0.6871629432120203,-0.6530864996386335,2.050381750202799,-0.856644206403861,2.990243798745301,-0.8062879278337658,-0.5691088961743542,1.171050804103003,1.076393245050355,-0.8573079918556863,-0.5354288799062819,0.4525310182336367,-0.42266920085915527,0.21305959478083986,0.0728560058723376,-0.8800869176060147,2.390577626854751,0.7201856295611438,-0.48496545748159264,1.5733279522747343,-0.8125316247747162,2.1536013021742453,1.0080388902065407,-0.18479018675512107,1.0868255779783058,0.5780779668137203,-0.7616654146378943,2.115606843643768,-0.7558204985768117
SIDM00114,-0.9619693654203657,-0.848340276775356,1.8315788654197462,-0.4886747432595858,-0.6158351922828383,-0.510180476425199,-0.635861259924963,1.5120793546879634,-0.7886292175884878,2.198780086179261,0.20016240423675372,-0.8458142762330226,-0.566306143655585,1.2164858534753398,-0.8021841998430733,-0.3718894835868217,0.15821365109520286,-0.373158458478911,0.04970093042682592,0.07831893794120906,-0.6343285115240216,1.6902694883102212,1.6394555600569711,-0.43039656966153506,0.570893199396965,-0.6615920677389121,1.6687100774944124,-0.1553047149890919,-0.7914327054031062,1.2442743109230074,0.833492068803555,-0.8176948802269702,0.5341914764858159,-0.7477860062379288
SIDM00102,-0.8402506449071623,-0.9414128919880215,1.5437400227713338,-0.3597039105667185,-0.5266949106332033,-0.650530924585272,-0.6781558511777126,2.0764882886593536,-0.8296421843761832,2.8560925648567332,-0.7680339740609329,-0.7390666988333415,0.14154023768489535,0.8844497627353511,-0.7806184283850323,-0.28101685308308383,0.5135708334972929,-0.6644716151581972,0.2857299522904546,0.4365895336589223,-0.779260194924704,2.1382653398988714,0.7788500188441172,-0.5389065671396487,1.077239314975276,-0.8641433072999091,2.1410224792891746,0.2866866052139085,-0.3529954103861529,0.4754840160409344,0.9040616187217728,-0.7679057047581491,1.413807890858798,-0.7240382379012689
SIDM01122,-1.0585376309952355,-0.8964799826434005,1.649299710125159,0.11291782932358296,-0.6352754609304637,-0.6484498886592548,-0.7045688569223072,2.395980514689344,-0.6557473547368421,1.4156539465244402,-0.5222352095697986,-0.5377815850506172,0.3308282097885263,0.6462226314565862,-0.790030392908166,-0.5438539174267472,0.9133555700712718,-0.13088076664330997,-0.21148856401210903,0.24151170275849962,-0.898820520888024,1.9486643111529849,1.1895443571501414,-0.5276675369901309,1.6160236074055656,-0.7729640607314188,1.283513527766196,0.3363600922846375,-0.20466681353704694,0.8025797931762587,0.3343049962522678,-0.7756541956435677,0.4387636949322455,-0.6144459628761751
SIDM00261,-1.0972925543850363,-0.8325878178202061,1.8819658712502223,-0.8206459706409569,-0.8476354990121214,-0.5842810685716496,-0.6986627418539089,1.577466952467709,-0.8289732586276944,1.001910746419058,-0.8543495010804677,-0.8150081059752682,-0.5054136589505362,0.8581707032884809,-0.8446011262703125,-0.5359932658239883,0.26341482064107774,-0.48162135408006146,1.0221094292003892,0.20885637436079446,-0.8311941128427454,1.5801857512443345,0.6586435732426611,-0.6601832437289296,0.9731679285260594,-0.9145889070665922,1.053982331256126,0.9786256809748453,-0.6657581243317129,0.15699708914545307,0.49049623317228125,-0.7273733086452473,1.2737509341682853,-0.3445664112179911
SIDM00154,-0.024572995778291463,-0.23512318542504534,1.9425052726829022,-0.6874530904311711,-0.48031264499011145,-0.6767368202938925,-0.5559378325872042,1.5507797173558202,-0.7785964364975514,1.6255941066140405,-0.767261587245739,-0.668329866652279,-0.042811441366936334,0.8873788526162386,-0.7901146909460981,-0.4287453478469883,0.6097793772226241,-0.3178927245624239,0.3486285621176776,-0.2902691653594173,-0.8291889256330934,2.071506648608508,0.3818982404772389,-0.37685380965981596,1.1331462546255298,-0.8010643114896768,0.9969482287476497,0.2084513789838366,-0.704836684505744,1.1581525633027219,0.7029183405558797,-0.06502972675595388,1.4626597752124055,-0.6333393384437846
SIDM00104,-0.8310953675545795,-0.8770855201469567,1.7491020305617315,-0.11977749877610849,-0.1414685309517636,-0.6720626733778273,-0.7096285931265629,1.8591848150821682,-0.7520531443604277,3.1501135726699907,-0.7529976372445603,-0.6475741584415527,0.09803659549206876,0.9606264211167255,-0.8526066685847684,-0.618148019918182,0.7957017840967668,-0.446768166580358,0.3287836037157994,0.26730727684292604,-0.8026235414407825,2.2998415067178013,1.2410830650259401,-0.35218812291244284,1.221619165557029,-0.8918750800593834,2.250844076675049,0.6495693381757023,-0.5357156191721104,0.35465074034123134,0.722533822226443,-0.7507589191893193,1.5330347959278388,-0.7061976200751596
SIDM00267,-0.33591100745480534,-0.08460880371097905,1.3390615592782067,-0.7663815529507907,-0.7275486623357089,-0.5293936115298142,-0.5107858183032133,1.2746082254134883,-0.7660383286219684,1.5763072582057138,-0.3729088698602365,-0.7013660070269707,-0.5187172913596457,1.4357647703144047,-0.7749573276881853,-0.5394514169781955,0.9627065925386017,-0.4373281930551678,0.3156161871191473,0.20690004102194065,-0.8134454368906812,1.2618930486703923,0.534320254907599,-0.43190107567831654,2.039942329659192,-0.8474467122750673,1.773562976887643,-0.29056974948141584,-0.72396123887223,0.647545597158002,0.7328982347051008,-0.5950991126955434,0.8420017865500955,-0.10334393904841009
SIDM00100,-0.13415047955368195,-0.8378807898776127,1.719571712765596,-0.38924349915888473,-0.21361986066730443,-0.6053460700325708,-0.5895256950084368,2.049278683282102,-0.7352070577471266,1.6255943293098805,-0.8665805636812186,-0.86362938313766,-0.12670316083647973,0.41405832282927935,-0.8448316080985514,-0.3024057469611023,0.8535193186038451,-0.15693398330615943,0.27176908060316524,0.20466111384211985,-0.6897112928166407,1.7621868389603899,1.055322386070594,-0.45259336154020224,1.4109660421699777,-0.8501134382325359,-0.08292738845077975,0.7248948438515741,-0.3402568830141028,0.8355870983416941,0.609177973282923,-0.3124278393375573,0.6585848089689237,-0.5322237152663549
SIDM00826,-0.12610944305508345,-0.3454969171477706,1.418678556803117,-0.7800340371359431,-0.5768135934763311,-0.4211665294336363,-0.5970325923540704,2.2458099860272096,-0.6979099800245646,1.2275336502276966,1.2234115482337613,-0.721835685434928,-0.7273761473910135,1.2876411967866583,-0.7938514557755819,-0.6356264308100307,0.1444580487600505,-0.5776158996245312,0.37770799696511453,0.07989071954319768,-0.9503723246466738,1.2420048565525876,0.3535732959112119,-0.4292414089847669,1.0132182723979088,-0.9024977420979426,1.7881310976835327,0.8634971405142464,-0.6081565268354407,0.8719357676480083,0.6021061863875685,-0.3631147532307906,0.4216898116119516,1.2398657243104572
SIDM00310,-0.7099977834846645,-0.8577828451422161,1.8121526329863624,-0.788872725579741,-0.41676499773056636,-0.6586346441430598,-0.6301022654574383,1.7688065957820007,-0.8085107114135627,1.6460817876370668,-0.8604021736607778,-0.7188186938702839,-0.21456839250855533,0.40403607756538007,-0.8067006780098341,-0.04500927441861747,1.0404732961047694,-0.5374299364464951,0.028433385951391135,0.15708169489563026,-0.8919591603152901,2.570462520492269,0.5822455190465183,-0.3877812665658375,1.6505118709809856,-0.7575408212393392,1.0158426688578885,0.5587127264664526,-0.5437615243839454,0.9110262990926998,0.9095506849977185,-0.6548441194893759,0.8646170121017351,-0.5797635157993424
SIDM00482,-0.971488789122862,0.7313993785913817,1.1348456741580737,-0.7871698141818715,-0.7367747394394829,-0.3408097428977916,-0.6011910885872053,1.4153035552044546,-0.4171406735086621,0.9630622864949434,-0.5903820032404923,-0.7235075064034289,-0.5988935050360806,0.5121590241020504,-0.6959292691631527,-0.15680453479176745,0.5033649456033351,-0.46541075393356146,0.27613672669574496,0.1373509460114789,-0.8141086443015001,1.606168107603861,1.668914296170974,-0.4005608977788542,1.26762727094317,-0.674763018298116,-0.01486509286894853,-0.17821422052396163,0.3704728895183631,0.6153630955674818,0.6480050144824141,-0.612436463984918,0.5552560273133915,-0.597917003121095
SIDM01247,-0.9352816886673012,-0.8665226409984998,1.0481943682366517,-0.6693169097313885,-0.7505413854403714,-0.45740184405259093,-0.6922898113779448,1.185331823087931,-0.6446365704546286,1.1956151400133723,-0.42477211014732646,-0.7302041287368641,-0.674386901603527,0.7927490320982344,-0.6921921592743377,-0.35843907106137773,1.38187238631368,-0.5405760590910428,0.721415312524896,-0.09550817120497221,-0.8240293158660653,1.9099840961434877,1.7956215860295395,-0.5129336729117764,1.2389214599883038,-0.6910548645509091,1.36856257884837,0.04153826991834278,-0.6775435215670979,1.1273661682784857,0.6905345346695845,-0.3987410720108371,0.32465408034670873,1.479464503740901
SIDM00817,2.376289558654106,-0.8068942435774012,1.2831770254976167,-0.4806019388063602,-0.45159516900431096,-0.5881421621737901,-0.7656261390918121,2.03365421965578,-0.9084571576682436,2.584535272419512,-0.6921167946480784,-0.7498216727527185,-0.05184852601371128,0.7507213565144003,-0.8339952458283629,-0.4268665572852989,0.5372605255339731,-0.4551657350110299,0.3413679986675319,-0.012389673548257511,-0.7137135212786976,2.268227396744125,0.7512176458815691,-0.5408118250410252,1.546300584865675,-0.6392518807033203,1.1861240740101116,0.46690571576924905,-0.5308450872146702,1.5607581265847228,0.5117717957851275,-0.7199884905302831,0.899357781637514,-0.7013870842197544
SIDM00448,-0.9392249502484522,-0.481848863298253,1.3641790906975226,-0.7328922110283804,-0.7904484961088486,-0.5000921790128813,-0.6409276001403376,1.3380878457371255,-0.8770452746269719,1.141203582575247,-0.30234828017366716,-0.6929816030444104,-0.5878842108751092,0.13618626554943736,-0.7268310433181421,-0.39672083278040265,-0.38317982208880136,-0.4866512348558526,-0.45415183501946443,0.14514004535236685,-0.4155967571358515,1.9003294958389803,0.8743356863683179,-0.5613248065242085,1.875224841785558,-0.7026828210774991,0.8061355302353401,0.03028152352382478,-0.4661652682225901,0.33399574903827717,0.379864111867014,1.1697645730453152,0.4766593454766535,0.04542254678647869
SIDM00086,-0.45400012589755734,-0.8563417285271341,1.675774814014208,-0.8105079240565995,-0.4638932904757435,-0.5731134466637879,-0.6535590474554224,1.7032165591840338,-0.833661287847019,2.9802336710719435,-0.860825190080241,-0.7362204247333515,1.3419312662307368,0.7504857205052886,-0.8419341891269395,-0.07782641943824786,0.6382172408778236,-0.4549572741944159,0.09612856781531288,-0.15646468097140956,-0.7799571750242262,2.6306622241540825,0.6996671908761717,-0.46843702528528264,1.6021848897131779,-0.806861704947672,1.8395437954639384,0.45456579932807367,-0.5754393745208255,1.3231139763868296,0.48932299263558093,-0.5876008158029127,1.4059798561638803,-0.5926654248287418
