,ALDH1B1,UGT2B28,ALDH2,MIOX,UGDH,UGT2A1,ALDH9A1,ALDH3A2,ALDH7A1,UGT2B11,UGT2B10,UGT2B7,UGT2B4,UGT2A3,UGT2B17,UGT2B15
SIDM00114,-0.49438077353804355,-0.8089516935038272,1.2673976299990197,-0.7393079335214117,1.1110557553579845,-0.8576414502059251,1.6143911661383072,1.3534642694012022,-0.014789427804127224,-1.071768811203672,-0.8488432669073167,-0.926365458204412,-0.9184289321404353,-0.9553113797573294,-0.9467355457420803,-0.7570825256011017
SIDM00102,-0.31961711139514265,-0.7415396324587721,1.5977911604116202,-0.7645561618734554,0.5836837193619151,-0.8450878698247278,1.6303315558203477,0.6550701385078497,-0.2750263123601098,-0.9186025456556134,-0.9543875254490131,-0.8118772177606169,-0.9923503995927493,-0.8662314864751014,-0.9981775532989938,-0.7365161869125472
SIDM01122,-0.06616866893230222,-0.8205306396801413,1.1506714375124372,-0.8784931371129877,1.0745330398442121,-0.7850831316114399,1.3725236063682813,0.7208061815381617,0.13851623030141014,-0.9404980097463561,-0.8412549104981346,-0.7975163089696029,-0.9529050336439372,-0.8949709362224939,-1.026032843558213,-0.8627610593645498
SIDM00261,0.39152434996890967,-0.7116558669013338,0.40612716440264585,-0.8563374008243048,0.40532558613806113,-0.8822176827937425,1.6936179724863465,0.687691829088779,-0.2412862079480915,-0.9575789039257798,-0.9016554228983782,-0.6256486586303052,-0.9697026205965816,-0.9615573371886001,-1.0468674071712363,-0.7462538923783995
SIDM00154,-0.36093185492130736,-0.7424093531060381,2.2757846731849294,-0.8548443646113344,0.9686965611271467,-0.9115687122343862,0.9506460361818985,1.0505279047467928,0.03634294371024918,-1.0112051270941385,-0.8348531685740771,-0.84898420014709,-0.9955678405618225,-0.884092390289661,-1.0312036628157377,-0.8172887510244776
SIDM00104,0.05610122241557753,-0.7001548569642463,1.1661969488161972,-0.6815074828376382,1.0656602676130384,-0.8206671263427643,1.5778449849061547,0.8704766217621343,-0.3742469435269302,-0.9347155335226122,-0.7415009778717653,-0.7823015667752531,-1.0059209495485177,-0.8681208572629051,-1.0258812548210126,-0.8687403488523596
SIDM00267,-0.12553012791293966,-0.8073921045127487,2.521776545684648,-0.82572981517127,2.5898823659279286,-0.7898446685593649,1.2167608662445035,2.0638737051047293,-0.08831886247090998,-0.6665764573500818,0.025778105896613657,-0.4391488066652705,-0.6481102167343702,-0.9290365473625297,-1.0490565065208604,1.3343511077126122
SIDM00100,0.06490973614607656,-0.7205758405219103,1.4957950442548307,-0.7848218439824577,1.3103233915085242,-0.8325933332220125,1.1489213803777496,1.4338065471869006,0.05270105275642841,-0.9435996693164955,-0.8587514585925092,-0.890855496469778,-0.9494439591385695,-0.9944490288324309,-0.949239837774137,-0.8353256157370869
SIDM00826,0.1988194659942896,-0.7536701236565676,1.5604886562352482,-0.5656540869736623,1.63716747664144,-0.8732603316734093,1.5639911786485865,1.3468432882846,-0.33705813529393736,-0.9385147535414445,-0.8074371894098908,-0.6036343104757917,-0.7856928320528062,-0.7566638797102153,-1.0339165070561889,-0.7589500408908941
SIDM00310,0.1808850718538951,-0.6526468180344195,1.8751693327563608,-0.754685946390404,1.1298789754417573,-0.8902673351617983,1.8669534548991638,0.7322724659616665,0.1141532438867805,-1.0133963804747768,-0.8099396698318624,-0.8363809053482987,-0.9641670041203577,-0.9120807093597649,-1.0443005894309516,-0.8309805030704902
SIDM00482,0.6998077274941569,-0.7264317597400469,-0.6476208338607227,-0.7746267886933057,1.1958739025498843,-0.7294669038161717,1.7192109494499306,-0.49776375774054,-0.5825859624343295,-0.9856965812547336,-0.753843716526819,0.7996317670894256,-0.9487276541292705,-0.4236558508655716,-0.8390084388208796,-0.7048433577567648
SIDM01247,-0.48370885593676705,-0.6699005859555628,1.2442278408050935,-0.7817960357143932,0.5315071986675792,-0.7573522561155349,1.384028183128862,-0.5551613051800798,-0.6966868076140545,-0.9705489416196039,-0.688402773749996,-0.8342903413713568,-0.8870153538871248,-0.9046975192190857,-0.5848912136799765,-0.6942238071346849
SIDM00817,-0.12320753811525,-0.7139145974747094,-0.2837059825381333,-0.7438407691983682,1.0935388364238428,-0.9015659417727394,1.4333865416498632,0.21567715779930585,0.43502291669130794,-1.0047608924539537,-0.8030630269417958,-0.6569331123522133,-0.9939674697782447,-0.8500862988518213,-1.0593756324587096,-0.7431125512021259
SIDM00448,0.8150194272066196,-0.8474698386526595,-0.6744561537263726,-0.7932337966688784,0.9259456313567125,-0.8159074807025718,1.5923974054497076,-0.3010555563539095,-0.7395426599341328,-0.9660339091433889,-0.9201475789406489,0.3212747226698494,-0.8225190927384978,-0.8963553544837121,-1.026508679915798,-0.4946740712892266
SIDM00086,0.2534112962649906,-0.7382092506870203,0.6949170446012826,-0.6483508340327377,1.4820575519265493,-0.841663135217808,1.3288183653003771,-0.023040854294867994,0.22186251582772923,-0.888975990018275,-0.8196295507959752,1.7329052344838916,-0.9445372544925423,-0.8827880701610884,-1.0676531016259725,-0.8515445976549217
SIDM00466,-0.10143800995738915,-0.7823233929090333,0.7279355341917175,-0.8345668591043109,0.6314265773930821,-0.9307415599787997,1.4579783138736504,1.5822130096838838,0.43533526849803805,-1.0756671973133607,-0.7790910740846272,1.0778947052780277,-1.0007837121162737,-0.9767479363350954,-1.0876027075056476,-0.9031549655520166
SIDM01132,0.08936847277612235,-0.8071702340924647,-0.8328917349654296,-0.7464844346538889,1.0446734563726283,-0.7526956932334549,1.7548548718132688,0.24826364764686415,0.36846073828570974,-0.969728448843313,-0.8357261385150022,-0.8775060049668308,-1.0494689443771732,-0.9086792983624753,-1.086522797528832,-0.7507620024620065
SIDM00465,0.14328393610850262,-0.6705734382848614,2.5477710467374672,-0.7307377505454434,1.7080234633924734,-0.7792720076728252,1.5238144462168142,-0.3382184465807439,-0.3746823267846585,-0.9174686640172045,-0.8279587768237516,2.0065951168009404,-0.9555223420136131,-0.8876441791784825,-1.0578520415466115,-0.704646824213341
SIDM00565,-0.13845804700515305,-0.7098883130759691,0.8910417517724942,-0.7201864509216043,0.8255942743278291,-0.7974510930290603,1.3355784479007509,0.967546974686328,0.14161874917756226,-0.9998704806504496,-0.8407287558722617,-0.8087371155240645,-1.0183805332115126,-0.9730545880118577,-1.0827552859690912,-0.6437609876412935
SIDM01092,0.22038131806437722,-0.8854315822442422,0.19440526176069414,-0.7447355272796907,1.0408409943906585,-0.8906606502685456,1.4015678202624173,0.4094807788945865,-0.5893101186392184,-1.0725585781236353,-0.8066157424507676,-0.15237769380732102,-0.969579536841213,-0.8808893591129429,0.9177190455748694,-0.578260739934602
SIDM00218,0.39385175007902234,-0.7928639383391717,1.3840450847029817,-0.6782007915193622,1.1951945468852823,-0.7653968424896416,1.4248258430815222,-0.13823597359154102,-0.08391268248301029,-1.0203485595199393,-0.6901504477786041,-0.6111355792187492,-0.9807843358558203,-0.9633822198357304,-1.0439357984618298,-0.22640996236443867
SIDM00044,0.352674094645945,-0.7181433256265883,1.2274509294975335,-0.7515064326425548,1.330941476100639,-0.8066495102244384,1.7345156056911912,0.7909517317599614,-0.46198288309744934,-1.018647190544445,-0.7773443826554131,-0.9218470055578889,-0.9454042746403105,-0.8865556776465466,-1.1282076080383094,-0.8882446599498556
SIDM00362,-0.17262628248681325,-0.8290779017526053,0.9677136593313285,-0.7650712240656198,0.7721750771129642,-0.644416014305576,1.1722498271531563,-0.22201590644678007,-0.39391293950367084,-0.9945342589156125,-0.7065667238902794,-0.7617533950801543,-0.9209333722281805,-0.8475047756990627,-1.0048290223121668,-0.5946518320844624
SIDM00813,0.0037686330919229263,-0.8047916871642915,0.43342390777699447,-0.7593701742786434,0.74909870235299,-0.8349664921536895,1.4011660624799922,0.34500855968040994,-0.7079451430176752,-1.0041100203228268,-0.8675184300566476,0.8920602927548901,-0.9717257807674582,-0.555978396916262,1.1877163448837451,-0.4370468926714894
SIDM00364,-0.1873018869338104,-0.7557866486642503,-0.5566235376965466,-0.5915493869915263,1.14259482492923,-0.7835105573551308,1.826160668994262,-0.053218569075462345,-0.7658374124498872,-1.0450661370396985,-0.8152742642293178,-0.748202050945409,-0.890590808563973,-0.8674232922816685,-1.0423026603955634,-0.6899556546466712
SIDM00792,0.511780378606653,-0.8701189174351829,1.7629872073681114,-0.8264396507807014,2.466849875026602,-0.8505250474405759,1.9373915657791159,1.762630768211616,-0.42518601624374847,-0.9493331000333519,-0.7742169993322233,-0.6879704493990632,-0.9488343389696245,-0.9149533092926232,-1.012241559607119,-0.3131897187876033
SIDM00241,-0.12188761669177471,-0.843098205883169,1.8774498297535758,-0.7862287523343734,0.7830473218003676,-0.8241559608830764,1.4042332111795668,0.6929981316073147,-0.3956331718416626,-0.9862975704173645,-0.9272880575008976,-0.7983739808518637,-0.9791343272965424,-0.9528180408703745,-1.0359632193487847,-0.7506714946564522
SIDM00091,-0.005392132020826034,-0.796561808292967,1.0227530464991095,-0.7702877357300949,1.7638354099334423,-0.8648980632611968,1.4127660800555832,1.4537703227509133,0.3532291454426909,-1.0428862136718433,-0.7927292589006777,-0.8666037311461066,-0.9483461733168397,-0.9313743633343767,-1.0836757189240003,-0.696225439552436
SIDM00427,-0.08934534374114678,-0.7859573023119835,1.9992164008863338,-0.7721732918729131,0.9149110355867027,-0.8329830042964947,1.2477896062414795,0.6599914061195956,-0.01935526914801994,-1.0602474413139595,-0.8401759461315296,-0.8556720183405606,-0.9515690078610329,-0.885231757771504,-1.0545478872952891,-0.700283656756699
SIDM00758,-0.2207235317297374,-0.7691848077139262,1.7884135781928663,-0.685220165374027,1.6804028219069178,-0.8322331092222179,1.329111816096188,0.9177914783405787,-0.35294518984902706,-0.946645278443003,-0.7419612000900853,-0.8308303168963244,-0.9329497206359167,-0.8836195325377336,-1.072265856940255,-0.7498696677125238
SIDM00612,0.011165418081816295,-0.8261193992027729,-0.2690290192600571,-0.7856490296243877,1.1233142274066965,-0.786009249643826,1.3706818167348476,0.744281225743483,0.07545180463569781,-1.0309751313156594,-0.9260418468629765,-0.8049708777632321,-0.9550523396476219,-0.9814779258194111,-1.0587034366853632,-0.7597372366950692
SIDM00553,0.27631614409986205,-0.8129845381668505,-0.5822183525117555,-0.8211164945963392,0.9816608863647505,-0.7866817768908344,1.0869254522329883,0.1606238705927819,-0.5687046484276511,-0.9345551892412728,-0.7946849870610325,-0.8303768528502425,-0.9242221883134468,-0.8684701249517276,-1.0589142114814223,-0.7006537989194982
SIDM00343,-0.07121148603007517,-0.9221440399736064,1.7313405874158103,-0.7906233810115156,0.9383747305310978,-0.7918437981517162,1.25108728101401,1.1979777782788634,0.29345446071703285,-1.0168773500880754,-0.8007858856965416,-0.8306814820197962,-0.967644661805127,-0.8998622214635204,-1.0584142561386434,-0.9448189691939016
SIDM00543,-0.4728184555967018,-0.8029410017220586,-0.1340690856035096,-0.7218581583060829,0.6536695517781691,-0.8041999073209064,1.6018766321364086,0.43661316093649305,-0.6208080196821569,-0.9617015534822891,-0.8385773412889324,-0.8221435295434728,-0.9189097090338073,-0.8988355851770679,-1.0730923705242534,-0.5649001156122315
SIDM00537,1.6852927916322218,-0.5471967255919292,2.5572338603750557,-0.7541691633525653,1.5786077504729943,-0.8259882509251781,1.757589723672012,1.0756985867779538,-0.11475188871846348,-0.9273739354882522,-0.485575298539717,-0.6293128850295798,-0.9731743283912622,-0.8809884495370114,1.5265924843579022,1.3367813677119695
SIDM00332,-0.002426642755033432,-0.7480818195641297,-0.06871656634676819,-0.7273253913885319,1.8217572995291385,-0.8143305608113134,1.914953355431558,1.761062207107407,-0.15674817134622862,-0.8646397578589226,-0.8240326785884673,-0.7562817881798343,-0.9279375196892871,-0.8439271179706762,-1.0350242501447544,-0.24932503984482507
SIDM00299,0.22639740955305382,-0.7496913349050173,-0.8883353978289269,-0.7767956113636663,1.61291345286022,-0.7705750347334032,1.6722409257753288,1.2201089549430744,0.07631046238040895,-0.9450526190098303,-0.9172700712785168,-0.7161770164408858,-0.9837396971908212,-0.9008690732551509,-1.050854741803727,-0.8335258783917293
SIDM00308,-0.13719010624689473,-0.8036090250263241,-0.5429492280204414,-0.7596983386610396,0.27832093408837305,-0.8267243146349963,1.2895419907908623,0.0402731921010324,-0.7344457895596945,-0.9222084620340685,-0.8469078454075093,-0.8122501792082559,-1.0125501109622874,-0.8951283590593723,-1.0349547827902816,-0.8143971016785199
SIDM00227,0.9942864424541231,-0.5776900726701375,1.3572113193094337,-0.7103583497031217,1.2864405998425625,-0.7072308238692713,1.2291934468516177,0.30181302069211413,1.5243121857259099,-0.8604531334270674,-0.7952092462492495,-0.739892773002022,-0.7920264137127317,-0.9360644593955685,-1.0341283615433268,-0.20943319166561386
SIDM00294,0.13541556879134994,-0.7950857925745608,1.0990501307570189,-0.752074601066484,0.6547422301296537,-0.6883150946738883,1.3382953207088424,0.9612947257274833,0.24923585069860205,-1.0440934498582128,-0.829910739676462,-0.9334753808179403,-0.9105978033891372,-0.912864105036535,-1.0366357128907926,-0.6823750809624088
SIDM00677,1.3942582453796668,-0.7408877738332263,2.391535107601519,-0.8384073974704458,1.2229849102591948,-0.8662890979937921,1.6046835498841265,1.5590029403248058,0.14981520891968203,-1.0216261194895682,-0.9005709213283463,-0.7937301646105611,-0.9640998571050484,-0.9297402044986227,-1.0091667650884804,0.13179354340854293
SIDM01220,0.29648643045857354,-0.8058579643478525,2.0888427441465143,-0.8171678675518812,1.8464902631832016,-0.7942198889640314,1.3429332235464952,0.8806282942339481,-0.07458540817054114,-0.9770601244117899,-0.8570633312092052,-0.8175559468628101,-0.9056626776817138,-0.9070466803765457,-1.0009441856696248,-0.7203919642417009
SIDM01259,-0.48615644850434375,-0.8122485972450532,0.6361534401332327,-0.6756934943540441,1.1286699387528878,-0.8558809738230557,1.5176488474623773,0.5115918388075686,-0.7855776987696499,-0.9634915302486975,-0.7431088150483793,-0.7904399669524496,-0.9498018032387642,-0.912981799214234,-0.9441232747017375,-0.853038558088733
SIDM00680,0.7678624847104127,-0.6975174935871888,2.3024655062860764,-0.8323572248142829,1.4280625597246102,-0.8202555871231066,1.2187720049792548,1.109902441892507,-0.37192111958927093,-0.9213101063105141,-0.347062358640704,-0.5443099575905747,-0.9203156192745349,-0.9204319617473401,-0.7581890824722785,1.0586435701907189
SIDM00346,-0.08200123112282388,-0.8994522301969589,0.34998486646905125,-0.7900378543309045,0.59388772090348,-0.7421590713949933,1.0188372982857958,-0.13761094986620856,-0.1894183945102876,-0.9861936506018123,-0.8958175340943538,-0.7182415839817541,-0.8930704736535261,-0.9088551585047712,-1.0322078631925433,-0.6944440150924867
SIDM00129,0.9482773772652717,-0.574386129776836,-0.170775862995651,-0.5856262014850017,0.9929453287680191,-0.7549894951108781,1.8663150447361692,0.2179385347643652,-0.3975046805713421,-0.9578571310518152,-0.8186804867059597,-0.27631972222638257,-1.013124080556523,-0.8822960134706004,-1.053922986897062,-0.897173703717822
SIDM00627,0.09552074122634953,-0.6616415667681284,1.7423397797710338,-0.8304436073882527,0.9400569731047026,-0.8295945398378088,1.3360117821358681,1.6238648315499797,0.41078777102248026,-1.0645291614850032,-0.8290066684595768,-0.8278604549675881,-0.9467258378417885,-0.9879587570549809,-1.048289590817087,-0.5993722343108605
SIDM00293,0.011219609818741677,-0.8961330563718972,1.1911483874300444,-0.6954633812703057,0.3854240340774501,-0.8202124438619298,1.5262387825515042,1.0002328950871113,-0.4827962148704776,-1.0991510906268445,-0.7478054283936513,-1.0293766603014303,-0.9813983597858824,-0.9477867088172506,-1.0814501272281283,-0.7632257808766119
SIDM00274,-0.07836857167385712,-0.9078310976861407,0.1978164612514262,-0.8784806324889652,2.2053336760674127,-0.773244406745449,1.5014352780557512,0.5658608423994405,-0.1363012644481188,-0.8406285102415495,-0.6932237812436586,2.2080958853853647,-0.916645725279735,0.25962366674701337,-1.0900971635425867,-0.30228285310129316
SIDM00544,0.7021445289898665,-0.8100156526193879,1.3346383385593272,-0.7759122444574076,1.3287981882675517,-0.6561457255935017,1.017246678110357,0.5606618976970903,0.5948108512323858,-0.9332343492203902,-0.7927406763211627,-0.8793032040675701,-0.9803664517754682,-0.8559542576255148,-1.0218226380292688,-0.7523297815665138
SIDM01006,0.044267357120225254,-0.8009682965442122,-0.1806608015105484,-0.7488877467815279,0.9874535998242033,-0.848077759320302,1.8006096138867216,0.7174668330954782,-0.7826326800197718,-1.0358406194936463,-0.6262362550117306,-0.9325213334643958,-0.9327590639021651,-0.9263716124254869,0.9604956964482783,-0.5450569526016659
SIDM00302,1.4794024359233946,-0.8685087742651934,0.17416038554681482,-0.838213711507987,1.5226428735237123,-0.870673671321009,1.8505508367456451,0.7239768259483899,-0.13196580504246797,-1.0720285052836678,-0.9008027346553361,-0.9587867716027368,-0.9351142561455159,-0.9158135041789166,-1.0256136224606196,-0.7345315597163122
SIDM00549,-0.06461595728082438,-0.7378017280405916,-0.7410259859064737,-0.8818012237518946,0.9809646902231712,-0.8170165114326872,1.6390154018948577,0.46227255052111677,-0.6398801481590136,-1.095810310739767,-0.8001483939083686,-0.7622963027862267,-0.9390894887430429,-0.8985821830498343,-1.0354093946170038,-0.7961825577755401
SIDM00292,0.009229900546422904,-0.7804018233896748,0.7264195419904275,-0.8520713462737719,0.5005464823586439,-0.8651505404124903,1.827550619631762,0.34816352657036526,-0.19818937121600522,-1.0108587752355636,-0.8986984849257041,-0.9748198966648494,-0.9977777346474798,-0.9684960850257104,-1.072723423028543,-0.8529135817323851
SIDM00623,0.43542724621954815,-0.8243666372112242,-0.6859897708207299,-0.8338124795317984,0.16883674129049667,-0.8410501174385849,1.2170032704685465,-0.11287290139059357,-0.8249004119623502,-0.9505280862210275,-0.8062445239209858,-0.6762632826358068,-0.9715015072060749,-0.8640950000872921,-0.8648092461508414,-0.7227835434902672
SIDM00638,0.5666629152599804,-0.85392835911979,2.4009048499322323,-0.7975633214766443,0.602989399816593,-0.8644940000868643,1.6097097073280797,1.5754829862906663,0.3761642113680452,-1.0529772630607068,-0.8026645196350564,-0.7242877421269512,-0.9590969017483882,-0.919257952130259,-0.9853895656549503,-0.7853079695971176
SIDM00527,0.2665476539544687,-0.7274693627867486,-0.8160699670469873,-0.7108016712620383,1.2031173795560848,-0.850452110727732,1.3466011149441173,0.1904352294506053,-0.14767873239526244,-1.0957930500443125,-0.8356841678541995,-0.8755954884778203,-0.9851267447996778,-0.9925739399287352,-1.056680421925791,-0.677881985977394
SIDM00976,-0.2241037453657919,-0.7981478165138544,-0.7479344679728921,-0.761857990830195,1.6509707594755045,-0.9096551774605053,1.8057150046657662,0.5506222133646494,-0.7168321384659218,-1.0439185788130216,-0.8332544041724175,-0.7492555601452658,-1.0120025791753713,-0.9641227044226904,-1.1034493515480315,-0.8217917830398507
SIDM00316,0.0021088576931651824,-0.7584822942372027,0.7112105328116112,-0.7368597363702034,1.9462982264992394,-0.9101166882529933,1.5475870384559063,0.8501644584859402,0.4083711099616459,-1.0409277515566147,-0.9423110161936822,-0.8631566271160366,-1.025407257658643,-0.94981136813314,-1.0589171987959909,-0.9428956788055165
