,ACSS2,GCK,PGK2,PGK1,PDHB,PDHA1,PDHA2,PGM2,TPI1,ACSS1,FBP1,ADH1B,HK2,ADH1C,HK1,HK3,ADH4,PGAM2,ADH5,ADH1A,ALDH7A1,LDHAL6B,PKLR,LDHAL6A,ENO1,PKM,PFKP,BPGM,PCK2,PCK1,ALDH1B1,ALDH2,ALDH3A1,AKR1A1,FBP2,PFKM,PFKL,LDHC,GAPDH,ENO3,ENO2,PGAM4,ADH7,ADH6,LDHB,ALDH1A3,ALDH3B1,ALDH3B2,ALDH9A1,ALDH3A2,GALM,ALDOA,DLD,DLAT,ALDOB,G6PC2,LDHA,PGM1,GPI
SIDM00098,0.10695808027194002,-0.8544664705961631,-0.83528416775979,1.7804390981995486,2.5651996609184824,1.7301715036677856,-0.6916150780779862,1.3650000773462838,2.687552695868266,0.054690405862226045,-0.5143081997012604,-0.8130434947923688,-0.2686112915995393,-0.8264934605159912,1.2557603544711136,-0.8750468078988475,-0.8690168863426024,-0.7689448668252538,1.9474995474707517,-0.917152305507159,-0.6527187853564729,-0.9080803501363061,-0.7824934405888091,-0.7766231906345045,3.5891508485005104,1.2740560393715719,1.9512432834960687,0.262883135132241,0.005047584513524002,-0.9120350397413162,-0.06635347209409072,0.5761811551435289,-0.39998890706257234,1.4661576726563341,-0.5491344210557088,1.9038922328314116,-0.09256179742015178,-0.9259372862690813,3.798084055173051,-0.5317694807693635,0.6311512833152068,-0.6549063820636806,-0.8033963027738128,-0.7882449072612816,3.5755643256188554,-0.24760524086892097,0.6318223876869464,-0.8152838037574568,0.9842510271287487,1.623593964827056,-0.7215585610882284,3.1593001347595737,2.4578125207698696,0.8926060315296162,-0.7740918155786727,-0.9148424624381657,3.2119518422968936,-0.4268480196812567,1.8585216120094392
SIDM00225,0.8782013755498124,-0.8837305400516089,-0.7802697825042956,2.4807043067593546,2.3353299648397434,1.86918074063034,-0.760279814604968,0.9747886214378727,3.2136030631896237,0.6756206959593768,-0.5379953168346916,-0.851934294525284,1.1446447739138452,-0.8851165778992433,1.776345307893649,-0.7431405661930498,-0.8942915175313847,-0.6883071739273778,1.6267762822167735,-0.896165676432053,0.4686842488259858,-0.8935363625099972,-0.7163683620804239,-0.8198670775764154,3.6634944392612008,1.4555488138638444,2.247508176110793,0.8017523211230783,0.05810166916818179,-0.8548197755446715,-0.29563665618370144,0.6713468761532514,-0.7135335530844548,1.0315751407843834,-0.5863316935986883,1.858800916376328,0.10775843446075228,-0.6075785785601042,4.0583353272013385,-0.38828220852808853,0.8679766402007947,-0.62534877834882,-0.8864843126034954,-0.7215781800457369,3.4337153013137103,2.35701308068053,-0.48810512518375315,-0.7923210558197771,1.358500960488616,0.6221571316640836,-0.8007444687901216,3.2343841054981857,2.4797955166722203,1.1262067589581568,-0.8122846914724916,-0.8732883871656237,3.6164309865356024,1.6775446520074848,2.602764310880998
SIDM00846,-0.13073096299373604,-0.870586812331592,-0.8539687830701955,2.3878469930192803,2.739325893823253,2.2495899510618527,-0.7593565212321324,0.653975177896084,2.9766316505193355,-0.430422304635692,-0.41049676147644404,-0.8973039637114933,0.743036197983554,-0.8285259793459737,1.0596996850503686,-0.8763333342508343,-0.8758420504945524,-0.9179464835925312,1.600553950724637,-0.9274232468542732,0.25370049956775415,-0.9308126302805879,-0.7670150100170869,-0.8433870301107285,3.6131836501214645,1.5428325391983162,2.0579188457993114,0.38725458623288816,0.1543477036725654,-0.9384850075465706,0.9238200134030584,1.3828682917205475,1.790838808285932,2.011960518033828,-0.7397025882797652,2.2758422075425986,-0.19201737575732344,-0.8922592358258303,3.820612831836612,2.2598423336724625,0.5274721557679111,-0.703726238263694,-0.8526937192433356,-0.8233247505257757,3.494177983564916,-0.42722660984685695,1.2956893475116567,-0.8215123685011081,1.440411745512638,1.6678620989330197,-0.0623399084623083,3.214195941463091,2.2924266305380008,0.9814884453933636,-0.7564075032126604,-0.8400565974307819,3.529642899644715,1.9498302457093968,2.328315733805328
SIDM00291,1.5489966902899255,-0.8069902223476111,-0.8250058068501952,2.08471173218459,2.591493950446444,2.354576422398842,-0.6515114734208389,0.7769333223475203,2.4923620156236903,0.9429433375222527,-0.7376652886525512,-0.8504721284391673,1.5361491312942077,-0.7858280762629323,1.3767398366540058,-0.8054279181827032,-0.7791651825036463,-0.77373249123673,1.6631145393485447,-0.8863089572583435,-0.8931123829889631,-0.9579620000637266,-0.6900625454198797,-0.840242042214068,3.5530462863983723,1.5574900186117324,2.345812466203417,0.26982929878880213,1.39897569674471,-0.9377974238755916,-0.5544699149988913,-0.6241745926626697,-0.7121876062243206,1.9001745485986243,-0.5388878992075701,2.615129452800504,-0.3158030275924465,-0.7632268163849346,3.8800618727745886,0.14066680590650693,1.3316014336198152,-0.5930564839424839,-0.8090720685429621,-0.7936916773582978,3.5105257021325587,1.5524334368719932,-0.4860698271123353,-0.8030274597924373,1.4981781380878465,1.0927225743085471,-0.8632028546220926,3.5287707998496263,2.2867445987306088,1.1530079534328586,-0.6900650694088291,-0.9423927929690271,3.2602957518155984,2.2088406727408034,2.5800317818379246
SIDM00520,0.11920385610299396,-0.7844595553713121,-0.8177257205655308,2.0179041797810577,2.5530008848110004,1.8966922452304136,-0.7775169577970004,1.1136493055786236,2.5179030528387685,-0.4964251086240274,-0.37064631178192714,-0.8701651998873785,0.058117693404186745,-0.9082086014220597,1.249847988832574,-0.893591571758843,-0.9039015281636575,-0.7740835741981876,1.932502092689338,-0.9399309967522858,-0.10892524641018639,-0.9019134728939708,-0.7925796487278031,-0.871722160408783,3.15285457796288,1.1979430451535515,2.1486394094900656,0.8429980562338039,-0.3734592909280743,-0.9543570496291374,0.5023747738009452,0.07089782903247402,-0.45621619118048756,2.0149561979279973,-0.8713157105806956,1.9505976285520883,0.20346434002916391,-0.8287954027932687,3.83343810510057,-0.6382474553190556,0.5394008498616047,-0.6474978573541548,-0.7414169092934858,-0.7748928816419254,3.317782368945792,0.3151352164893899,0.5791124536929227,-0.8568880928712052,1.5467747697618395,0.7462904789140488,-0.4672150611397226,3.114779265805934,2.2505513033944107,0.883367944536607,-0.7974650604089774,-0.8822364215601743,3.3382504631303083,1.8359106421453455,1.9568600705983685
SIDM00003,0.20360482472309752,-0.8442852691869075,-0.8171702221200037,2.6002639989984337,2.449084141108025,2.4651297674532233,-0.8095725342369892,0.8727816060899486,2.8232261697410808,0.9820767560377501,-0.6373222508243188,-0.8174491535954759,1.380262040152674,-0.8331016759067459,1.654426748650988,-0.7150989954850249,-0.9357848896307153,-0.8811003975187952,1.8721373823114944,-0.8488917106585642,0.076245773004792,-0.9390969345815389,-0.8139960809877974,-0.8617923679185421,3.594282658320266,1.69544618376237,2.4606372198594895,0.5042101657130553,0.09678437316251338,-0.902282131132248,0.11832669998126902,-0.5802939162625425,-0.6047392845411431,1.6089170548047234,-0.703944442824712,2.3081438538396863,0.05067877092761313,-0.8026210711858055,3.77318816931627,-0.19669744742358405,0.6859065164324684,-0.6370362998041591,-0.8156803816715151,-0.7862133186122263,3.5050948450033297,1.288039822649684,-0.3505980184446444,-0.8248975388699362,1.6329414801558872,0.5184369272940491,0.23937584274624624,3.25956592281469,2.6454712686843385,1.1956071027308177,-0.8078131937102896,-0.833454428969937,3.549167254110131,2.0960993182122123,2.6438261128920453
SIDM00136,0.1972193527172275,-0.8128201143353255,-0.8584445681096174,2.7280256982800064,1.9891401527527344,1.9093560354130792,-0.7701284294722286,0.6018498113383849,3.0472654021018815,1.2072027724287626,1.8862960693721422,-0.917970048762364,1.2436911637022707,-0.44577887493395907,1.1925411288186467,-0.7972217643925203,-0.9939270014932268,-0.8775160194232445,1.7131850917928326,-0.8713513824069611,-0.13099561485533465,-0.8930494484586264,-0.8023010593192772,-0.8560828623157452,3.4527497720370097,1.3689233718979057,2.3561380498619178,-0.14696509239511477,1.0353398940105414,-0.8741079471619572,-0.09067014027885144,2.091804710886594,-0.6625343577942999,1.8175427468066447,-0.8620001009650681,1.731604890737961,-0.04384513509593118,-0.947938642487698,3.839107346740818,-0.4765670268244053,0.8008984061660451,-0.6076666878765091,-0.8803439726760685,-0.47130933878513664,3.4857061982907798,-0.7747526530607057,0.9029850694860607,-0.7515268736901303,1.270565541827003,1.0299903053124788,0.7012685994043205,3.4164861832996363,2.2086957548399853,1.001311592317593,-0.7683624145980805,-0.9123920273604693,3.6326922887840083,1.4901128663974592,2.488537544544991
SIDM01155,0.5591026711749488,-0.515942105303999,-0.9882347642290336,2.3712151764790277,2.4875788593980754,2.113403402656482,-0.8023352951111715,0.8259365342683678,2.96117259997902,0.14112157131368538,-0.5345612841248707,-0.8768622419283485,0.9550765786613926,-0.8993867672234077,1.6699056201205538,-0.8034943327756566,-0.9948746501008611,-0.9023268827889617,2.0192121063800905,-0.8943660699174341,0.03275265004302767,-0.7289004709590354,-0.8985629909327923,-0.9085865200462828,3.6499798087606163,1.2465936556541484,2.2814997862024633,0.7262235127606845,-0.09862463983121175,-0.9125253958645503,0.3862317577085262,1.22532486885538,-0.679268883209698,1.183821420039732,-0.7150639949380342,1.8924158332815073,0.02025045293513101,-0.791164036102118,3.8787067191002653,-0.6921200011491034,0.386474665905293,-0.6045384324596194,-0.830735011407383,-0.8090695258237567,3.4569407501322833,-0.7994587597226256,0.10557062379158404,-0.8863279440683011,1.4437894610824373,0.6540576746787307,0.4115778946665307,3.3425646063351153,2.508795940751043,0.9490835983423841,-0.8894856131679807,-0.8090521393877589,3.5760246637027904,1.6117883321284514,1.809209690270088
SIDM00224,0.08114546873886637,-0.9203644014871455,-0.8614009922454946,1.961415809152392,2.525525964480362,2.2338151384946165,-0.8693503539283928,0.5628348940353274,2.394169231936555,-0.15671681485905392,-0.6682876070999881,-0.8316201671275583,0.07219149061490618,-0.8796254943585886,-0.5548264091605487,-0.8146609892228805,-1.0616610303320388,-0.8398078398571293,2.0527364567631783,-0.8667764464016822,0.11194085454775134,-0.9463085797791523,-0.806041114883407,-0.8297451304746609,3.3645519057191846,1.0215476729950328,1.905294147704257,0.24185763579440778,0.12887588170225686,-0.9385133955739174,0.23703793295840178,1.1887490563019467,-0.6962845242220864,1.6150413610696746,-0.8204218230249208,1.7894071285639213,0.005236836940713919,-0.7917512264065798,3.7229895323418316,-0.5833982203259449,0.19818653729889438,-0.7703042179554869,-0.8217348791090453,-0.7807138199767425,3.332350330890182,2.661345653494394,1.0024043901959276,-0.8859351481915635,1.119431220249174,1.1905462745550288,-0.7692679527569801,2.860411849208514,2.485762009434216,0.8769971428661105,-0.8568721555693752,-0.8868052881786834,3.296621914637526,-0.03245421891930066,2.2245512516315182
SIDM00783,0.2932441588753548,-0.9559480933932996,-0.7196130195789441,1.658476492621017,2.2623827491916333,1.7395417618888815,-0.7651059591011408,0.8603611739584794,2.470066624278316,-0.537903837378478,-0.7377130665326355,-0.862960284676242,0.909597685475627,-0.8349673193260108,0.9500098254317908,-0.8204953450787095,-0.8898197500959422,-0.362225959440769,1.6539193299964554,-0.912448376443621,0.07734890988346849,-0.9266420612072772,-0.8810840408693543,-0.8736262053038585,3.3564765544166555,0.8601639586259286,2.1449646321611433,-0.05162612838027149,1.0810194605640744,-0.9513169427467703,0.38661856569196,1.3148256444323754,-0.6570605254357321,1.9866870821470428,-0.6793854058312411,2.1461996164401174,-0.2774731833756379,-0.8645641242043933,3.6413571419445567,-0.2858978839825659,0.5137483662556166,-0.6836708247148751,-0.9083903457092332,-0.7729401695689502,3.46114043454882,0.1966593446315858,-0.13741848412864593,-0.7982258770514004,1.432951384785273,1.2339173120992784,0.046397156820803975,2.8055830440846923,2.3644851789111083,1.0142998892302086,-0.8163180488576139,-0.8277217622329609,3.2220303801406343,1.38786142991932,1.9861863669397262
SIDM00490,-0.09267012449872748,-0.8707126804594313,-0.7979250853689555,2.173955591490157,1.9971603585079414,1.94877064739742,-0.8183151404460114,0.5132467919925465,2.581711682233131,-0.13659773980433187,-0.7261095264470219,-0.8599102772323773,0.29934902211431347,-0.8944542099746863,1.164959356860458,-0.7819925686291138,-0.9640950606411202,-0.8758864837019285,1.4207241295141932,-0.8251434480921103,-0.1052216491724092,-0.835785230392923,-0.842227882012581,-0.8826778469568305,3.411712370874598,1.2516875253697124,1.7648949380039118,0.6366431522223369,1.3512185633864233,-0.9117602353661233,0.1591477396533475,1.3568513696617832,2.2993041803860192,1.4975290290797212,-0.8447277474458721,1.604669311120676,-0.26758326918836484,-0.7945023616292546,3.7334122038564574,-0.341133027066342,0.4327421161259177,-0.7862431924569,-0.9041479616218081,-0.7616799171281573,3.0509813292965737,-0.45737349130910054,0.32537104661235505,-0.8278314462710139,1.5154199800099963,2.43193631352906,-0.06965035783796715,3.201936793988644,2.2830362686554317,0.44546045499326686,-0.8506596061476113,-0.9239845907145029,3.557238198533814,1.9577516926724126,1.9919007659171517
SIDM01090,0.1396059758564824,-0.9181263367543411,-0.6672675381778214,1.61714918960031,2.264213120255254,1.8946661381907222,-0.755177827399559,0.930801690545449,2.7861615171486194,-0.2933838211777045,-0.6993950806747063,-0.9006682910907697,1.7099430197496748,-0.8652961505198942,1.4573011475507007,-0.8387772580469658,-0.9628313340837358,-0.8843557691123753,1.595824389979972,-0.7326329115435116,-0.283149644139446,-0.851822194974369,-0.8388882673883568,-0.8312210611648081,3.3546466324946516,1.0849287467346524,1.7919922226847842,-0.21258497781737534,0.7851298617873482,-0.8939162444264994,0.6802870800932579,1.5764706660122638,-0.7268965975308058,1.818461617451992,-0.8732325765337229,2.5586940903125224,-0.1670915722726868,-0.892179142635088,3.7203386661936797,-0.4830487570497262,1.1438353066207727,-0.8635387166680556,-0.8037135108298988,-0.7762333777137407,3.542142428171129,-0.7462787366101343,-0.33880941342764553,-0.8140923584197854,1.3844022272129906,0.37259356332460114,-0.016705551445284163,3.068542380535033,2.466135729363684,0.598347733415449,-0.8189007551299832,-0.7942003001123482,2.9745448509608896,1.0484649479156634,2.3425555422155857
SIDM00394,0.5514063451582399,-0.882281994879509,-0.7729920264431874,1.9077798478905221,2.106046902083647,2.5009829189498096,-0.8237111890503996,0.5586256330032016,2.175439369064003,-0.496028383082277,1.4658244790058261,-0.8816595662600846,1.3766491308535647,-0.8660009874687267,0.9809069240924553,-0.7776618771308825,-0.8935909973648962,-0.7107054679722034,1.5976464871180776,-0.8258852696777224,0.3496047494437112,-0.8472259525379622,-0.8149139476315334,-0.8321505809386817,3.1444900116108023,0.8087929075802719,2.213930892830444,0.23531624388308797,1.2347888058825478,-0.7543471131094401,-0.17673551723721506,0.8166556096108479,-0.047203767708575345,1.6553430766196644,-0.6428840885704721,1.1979993819736012,-0.1957427300211795,-0.8399965984339028,3.6987492704678995,0.5433420695990612,0.5582982241077857,-0.773334453240412,-0.7869145930740089,-0.7650043968578075,-0.7041144770127901,-0.7289275027983214,1.0579593172252444,-0.8344720960402026,1.1611121660365775,1.0614498693316332,-0.7103454530718603,2.8651552217947436,2.2452102559388964,1.3816867845110323,-0.8725730971716446,-0.7826255293783158,3.423860010064631,1.6920595559289884,2.25562248008454
