,LSM5,MPHOSPH6,PATL1,EXOSC4,PNPT1,EXOSC2,XRN2,EXOSC5,LSM6,EXOSC1,EDC4,CNOT3,CNOT2,XRN1,PARN,C1D,PAPOLA,DDX6,DCP1A,ZCCHC7,ENO1,CNOT4,CNOT7,EXOSC8,HSPA9,LSM1,CNOT6L,EXOSC6,LSM7,LSM4,CNOT1,CNOT10,EXOSC7,LSM3,DIS3,ENO3,ENO2,CNOT6,LSM2,DCP2,HSPD1,EXOSC9,EXOSC10,EDC3,DCPS,DCP1B,CNOT8,PAPOLG
SIDM00098,1.4504123957031987,-0.18977369924059245,-0.18115398442842512,1.3508103585007198,1.4364058813014704,1.0556238041662867,1.6139726868581081,1.0309414466652704,2.313608884417113,2.0855623843579356,-0.5505204875772661,-0.5620924873217115,1.327574307274816,-0.11539061536459008,0.6855431848198662,0.025747765610175624,1.076805290630797,-0.2667530052282252,0.8349856743862333,-0.41786711218195915,3.5891508485005104,-0.49184609059616763,2.13037575827608,2.143503184587706,2.274461681399759,1.599388838617775,-0.5440171435469942,1.3653863216878699,2.423276181574455,2.2545840785965465,-0.24619766060463702,1.0083796007409718,-0.8692821988709067,2.0963175558948963,0.6473330584405432,-0.5317694807693635,0.6311512833152068,1.400929814780274,2.5621441480939717,-0.5905438999191244,-0.022767952764818255,1.9722492169858257,0.7259020733214112,0.34755866558986614,1.3727027705504329,-0.325226590041874,1.4534083714621526,0.3365119256081266
SIDM00225,1.306066364349148,-0.44782979095550796,-0.17869613213784089,1.587529403078557,1.46445643583359,0.9721293108792356,2.2246701815690915,1.0365565161160442,2.2280822573861947,1.956095720812257,-0.595704514147048,-0.17123542888216348,1.1961360809678503,-0.2527162657096655,0.5058362089295294,0.04806456204905001,0.8257607067409236,-0.22376754298618964,1.1164723445371807,-0.42243978550446665,3.6634944392612008,-0.3655109372596001,1.7022621751114777,2.2062291811634775,2.196790077654343,1.7159784421942876,-0.6586301733054596,1.5333852588695125,2.2998862004197114,2.1705670235296184,-0.3223847630104071,0.7152833494671605,-0.9118571303604649,1.9480034596074318,0.6213479757268687,-0.38828220852808853,0.8679766402007947,1.276379780708017,2.5234214287467496,-0.6273030279274786,-0.17405847336364674,1.6430773146743494,1.0691945316964098,0.3859943426847922,2.3758715199675384,0.13332617071569522,1.1042901883550502,0.4018585367061696
SIDM00846,1.1522364200438282,-0.469011368555011,-0.3741058175982551,1.8920351003546605,1.285785541598719,1.5935883925310375,1.2239451823738805,1.4583882057212916,1.8936073030729832,1.9941709540194272,-0.6466870813199188,-0.5421712406871467,1.094938590657382,-0.34368271368647324,0.4209403889027405,0.39415937335948054,0.9127915381444167,-0.4849703982061611,1.1073611918381725,0.048622501627936264,3.6131836501214645,-0.5534698498358083,1.5826994225893551,2.048305781885903,2.4287481209198587,1.5089096479651318,-0.5073742672460322,1.4343152486862507,1.9683197586983163,2.5480489234252057,-0.08258221073443532,0.9782286126114189,-0.8597308945010448,2.079151111978373,0.5775087719238784,2.2598423336724625,0.5274721557679111,1.4804466391159372,2.1982848422933388,-0.9011551736853393,0.01756569775882551,2.008765791127857,1.0470639336006933,0.640932022260155,1.4908100924048657,-0.20074793909386854,1.3342172530528613,0.17607226024009273
SIDM00291,0.778580490894561,-0.6512989725646993,0.05836756670513738,2.2010215878534876,1.6748808607408732,1.11671598157664,1.6341470770872755,1.8263046722364746,2.1266793926576395,1.9338729722841437,-0.5531661019703752,-0.5982108441675741,1.0944364156439574,-0.24299014669927851,1.0020292545050762,0.07202688645092545,0.8744695609043434,-0.3227655058320232,1.5797548998852258,-0.5384727654336869,3.5530462863983723,-0.38050341709915275,1.7349683629554105,1.3428586550383574,2.5697545927236636,0.4918064704241345,-0.4666233986456108,2.0547254587365944,1.9571904674993665,1.9057837664850272,-0.22377368052475088,0.878526453405665,-1.0102416783519135,1.4390017301608171,-0.1241942185657778,0.14066680590650693,1.3316014336198152,1.4141459859886008,2.361751871073712,-0.7628375214786948,-0.1267525632490763,1.1140021838130378,0.6852865986375957,1.0577923586984774,2.237745638336753,-0.16512108596727723,1.092724138484807,0.32535484143012183
SIDM00520,0.9373231712660512,0.02547126777041986,0.03148333415954382,0.9667401896533617,1.3871318692595314,0.8431050032425454,1.7020813018911025,1.2003013319467273,1.9909465113454423,2.067071465223796,-0.6153317226526304,-0.5577439272219129,1.2562088045798145,-0.13143189181927523,0.6444055294041429,-0.0590251691214834,0.6574243262705368,-0.48204066516537747,0.9576092812867613,-0.3868253806862278,3.15285457796288,-0.4674170081431139,1.5432900697121053,1.4839389509367606,2.5173620442543956,1.3558706090039894,-0.6741053090020312,1.4482045015255842,2.285118267504597,1.9871289709576327,-0.22938053674017092,0.5417454695081891,-0.9924431463637329,1.8066830804046012,0.1875908690634859,-0.6382474553190556,0.5394008498616047,1.1580434874295285,2.1042093011221885,-0.8183936155077642,-0.24471099457338222,1.3942311301842594,0.2781105717075995,0.39853702369648925,1.148667306865496,0.009287211671260872,0.9670847995977266,0.03968047831399757
SIDM00003,1.1037952910572593,-0.09610453579327985,0.033100017103845164,1.9655908186815463,1.4032070887343722,1.1668484576709652,1.8831051218647359,1.5622776224077684,1.9915349094743984,1.9645837650239404,-0.40458619885024966,-0.5306694343020599,1.010686354007687,-0.11505409041644218,0.8254630992377561,0.6312444557561516,0.744076468782792,-0.3910872690943341,1.0728827106068524,-0.39347681657807726,3.594282658320266,-0.44926001008392297,1.4005004819517695,2.1268776586798457,2.5365292983571273,1.2934811186628548,-0.5706448660004833,1.598339344740981,2.3772387249545934,2.10208251864455,-0.29865282782251795,0.7786291637130728,-0.8780835516280872,2.1515879498170785,0.4302568767472691,-0.19669744742358405,0.6859065164324684,1.1268661627071388,2.3330581122539757,-0.5028323518640849,-0.10437390798349157,1.8237456137229715,1.22877847962048,0.721428532668695,2.0475492210727,-0.38026827497269644,1.000737111523763,0.3379302499090689
SIDM00136,0.8921490397786467,-0.28691921802099174,0.026830640607922517,1.3623901037647375,1.3773499815375165,0.7108683595425649,1.6122070160262467,1.5909411205038608,1.8718137265476822,2.045609157364631,-0.5226429838292197,-0.5500450533642928,1.324941136314614,-0.18432752634634805,0.3845360955065253,0.06388691103437957,0.7865367435362374,-0.3768063301896461,1.1012982875721748,-0.43039983790506475,3.4527497720370097,-0.5453463235481528,1.1981449442185588,2.0204759734233013,2.4547607308878474,0.5474097190409656,-0.36635865922539784,1.3666100759889743,2.1826858889997967,2.08468960866476,-0.12156266971522635,0.49044606451450157,-0.8722957798154468,1.35677602655178,0.8918190742079023,-0.4765670268244053,0.8008984061660451,1.5009200102785394,2.038316053990156,-0.47360259946489297,-0.04616075562834926,1.330253668328412,0.5900245739170611,0.4611983549805049,1.7184035205654893,-0.2506799830719371,1.257201417400032,0.26515162975252643
SIDM01155,1.350537279394507,-0.021708306286889037,-0.12338427461732214,1.2786550881404508,1.360293937482109,1.1135199811224485,1.7551846116633762,0.957045012352286,2.182812780869824,2.015064879818109,-0.5736233023071348,-0.5568583443366212,1.1772073199384157,-0.19244087161322945,0.5268555619945166,0.06654890349184825,0.9874513857770731,-0.23997002187624838,0.8254995227623181,-0.3536759189129385,3.6499798087606163,-0.44521026513748424,1.6774728843204396,1.8145629794747211,2.2922674729630024,1.6177658898589538,-0.5849377159052188,1.7520911751323798,2.2008928219968706,2.137325121829389,-0.21649790480803954,0.4850105439371595,-0.8535956258406787,1.8643023460705672,0.37214739946448355,-0.6921200011491034,0.386474665905293,1.2638490187720035,2.241198871040634,-0.6476826096757734,-0.16738004513657564,1.8943181991121074,0.6848825101767294,0.30146525243966976,1.3675447599984043,-0.020210941461567784,1.005096369627357,0.28248674186915324
SIDM00224,1.1095515736773875,-0.057036902505260355,-0.09128029791266552,1.682306119913882,1.7340773397071865,0.7745477485511549,1.9008817538479108,1.2103240099196035,2.3300985184356944,1.7049473502817594,-0.633629726185174,-0.655187370259764,1.2146782884329177,-0.0669333806750176,0.5645251044657417,0.6657477972278973,1.1994134727806558,-0.12675783924906645,0.8057759602128057,-0.4936523565674751,3.3645519057191846,-0.2901887439015308,1.9170667470230163,1.4773644900122813,2.5356398474018476,1.2842713380905804,-0.2996389618168339,1.3769667628208178,2.619775783203025,2.1640596698133394,-0.2696042201290102,0.7132942620072683,-0.9779368302343158,2.11315740098305,0.12695019074049957,-0.5833982203259449,0.19818653729889438,1.1153480724517741,2.431582156002386,-0.7569542218523576,-0.06784827861696123,1.628341076159578,0.5180238323050098,0.3653992144409271,1.5611577504271714,-0.37991980710078477,1.220613603598725,0.3036511896397948
SIDM00783,1.051828799321186,-0.35814157728992313,-0.18826569719652014,1.710316728729633,1.5765739043346,1.0102149863549363,1.7200079479211288,1.528401262637928,2.4147237464781575,2.040488643217451,-0.5898735458593692,-0.5722255011929943,1.361633743809314,-0.0076528345630835016,0.592591656308712,0.33732784516626135,1.293593071799195,-0.31095622076679497,1.5896651441961613,0.06589436723617291,3.3564765544166555,-0.5193646863359925,2.086301363290265,2.2257463127869337,2.864399408038878,1.586793541167672,-0.4512797126990519,1.4913701791965437,2.2749848357184472,2.3487868174098803,0.09095368367656209,1.050987115207935,-0.9938175846702261,1.495525370764212,0.839258877331446,-0.2858978839825659,0.5137483662556166,1.6606858979464885,2.2303297529507415,-0.4879291868914281,-0.05705740584930169,2.074305983198937,0.7584624441827251,0.4223176901453193,1.134097247497271,-0.01899711835257844,0.9949494339351153,0.6657015947664684
SIDM00490,0.8865723538166597,-0.4053716514545596,0.08243472368518268,1.557400727225245,1.4478659542937224,0.713493087187079,1.6314865632835789,1.3771870436632292,1.902840518452113,1.5709691367353995,-0.5991296593222564,-0.5852646259678476,1.152263264003156,-0.03952878626124307,0.903254135726466,0.17480282282810228,1.0866963402050824,-0.41425180527250155,0.9714549508911725,-0.1717592422370438,3.411712370874598,-0.4381834875125132,1.6992853348185961,1.6557377460129032,2.866213239373878,1.3878291475545694,-0.49527996966357385,1.6436896841357973,2.20479386134035,2.1636133686945676,-0.06886331792430642,0.537655829854664,-0.9381412727471303,1.2504475941804676,0.47709919190071426,-0.341133027066342,0.4327421161259177,1.2499692918575007,1.8735881239635277,-0.7347040899183517,-0.3789407096842692,1.1712726349810754,0.2518024007769113,0.44754769356671503,1.216689751361158,-0.15616692136904198,1.152067890852457,0.5165707390035561
SIDM01090,0.9144488481364613,-0.15658544452750764,-0.029203123504760384,2.262547391180496,1.5378958834723588,1.6248143514175817,2.120679541662319,1.745189192601931,2.411802569255248,2.048133328915956,-0.46724899031310085,-0.47580747666985235,1.4746170794336864,-0.09534199099576315,0.4441220722349043,0.3216912735708818,0.8073049832288088,-0.26740837299849096,1.187898079596289,-0.015889629772870884,3.3546466324946516,-0.3760658081174956,1.7356701417023672,2.053584973667298,2.9619702392814005,1.3574185883056709,-0.11703595239196696,1.6632621105937642,2.358626175732863,2.1113536077994053,-0.0415732071644899,0.78272078200298,-0.9600650758918844,1.7166621613473079,1.0375525637543965,-0.4830487570497262,1.1438353066207727,1.3978738092627732,2.1940062292510323,-0.655736553222074,-0.08173063246946144,1.8448693135006837,0.7153166028515691,0.6391192393006903,1.4340947862646534,0.2033139154604096,1.0399086173308558,0.6397089779761983
SIDM00394,0.570357721228128,-0.5893863420494928,0.11647359648744748,1.3478368509298626,1.104101394111229,0.6593442498673368,1.4506151662112123,1.3304794776723021,1.9089118878183462,2.2114536695082716,-0.5038909887713588,-0.5451819931525029,0.9741626254639513,-0.24975575906983263,0.3718374875887452,-0.18909039226110008,1.4440899571435306,-0.6029430220427545,1.050895435443788,-0.029853874536149905,3.1444900116108023,-0.5240644419951254,1.6805410330956985,2.2785186677107765,2.7181744794359823,1.7515819707760223,-0.2643958577143047,0.8867422548144052,1.9561400742317945,2.0415053215700394,0.005578717194803074,0.6709449632190915,-0.9239418074306055,1.8180778568313714,0.8418176807040968,0.5433420695990612,0.5582982241077857,1.7430924607030807,2.025675535548866,-0.6304783831601094,-0.1744098953621111,1.8107966775203022,0.8285884092120118,0.41597664166213355,1.4507799005464592,-0.6525139716384821,1.2566587593414227,0.11198552996377584
SIDM00538,0.3513906487678929,-0.6337235702745182,0.0365453100538035,1.6936686697159178,1.2205470938219691,0.22372154665070365,1.2934921292589925,1.3639945985380764,2.0290002048751354,1.9942322707111666,-0.62933875376086,-0.47409961876990175,1.435347925823483,0.26331228682193913,0.4917834972611399,0.15055419541978293,1.3991784339983524,0.2283937242318999,1.4287809115205874,-0.2996446134825443,3.45596450110916,-0.3935624543776292,1.8447924396599396,1.566257811225979,2.394615412399326,1.6652194214589355,-0.1424477459927668,1.1421177744113786,2.3566189520386156,2.135888441172917,-0.08665040439369187,0.6723853265204358,-0.8759416879528731,1.818790196405432,0.6080075287015144,-0.3137816277099757,1.0410827224409531,1.4301479818012626,2.1879087113679727,-0.6460371804116442,-0.32647669287467607,1.8495639084579385,0.8896738504755336,0.7778214225200977,0.8584506170891631,-0.29180035379154584,1.4004295636724433,0.5682434612121013
SIDM01140,1.1903037812826094,-0.21406080034814812,-0.45238718740716904,1.5925737015940906,1.4079888964189229,1.007697191561882,1.838949481444415,1.5554591265126203,2.7175380805439038,2.240454379547299,-0.47696085241535874,-0.3338563015604095,1.4393041339495596,-0.2159582560775987,0.3719334019494522,0.7754843895179596,1.340688752872772,-0.3938543848924215,0.9640911653520299,-0.02643359291201188,3.477113400534494,-0.4817290822727638,1.94251532551891,2.0817786460550507,2.4098144199213576,1.5446993283894928,-0.44697169631753125,1.3164138085026136,2.7326530006395804,2.407214325006051,-0.04255035163701863,0.7073626043297293,-0.9240528246334649,2.2725730452815607,0.6570303960287086,-0.1553790508316945,0.667662336206425,1.0054989399301284,2.473203104766736,-0.24967157103327411,-0.04480476357378781,1.8756969626411828,0.7674422634655597,0.6565569136364722,1.5909412529858946,0.09802527652939153,0.9547568338394504,0.6547842310495199
SIDM00101,1.073882138329798,-0.1529401033440719,0.10775956234420377,1.1901660996690366,1.286841692710687,0.8111081001252209,1.6812916150373602,0.9943213184039748,2.4965491131820867,2.329979261744022,-0.6268500515485435,-0.5554703538671164,1.282380842857418,-0.27878593863701284,0.5027453938153696,-0.299128805018519,0.6043656175176919,-0.2908790036046413,0.8529183261377319,-0.4860908155023651,3.288505190492499,-0.5012735489127054,1.8627604767352515,1.6395289485658182,2.614928574687742,1.5086462309932709,-0.26374408540226807,1.5899221545429216,1.9946521337481853,1.742031330848064,-0.13753551052104318,0.7262877204197107,-0.9442056156931403,1.9803690773926566,0.46488168177590383,-0.5355556094727981,0.8483043639480605,1.3305331649848466,2.0352859765288285,-0.7386742495825447,-0.1432345624919295,1.6141689470940987,0.25569356317622965,0.8633443134221663,1.171164349013544,-0.18302600256925458,0.77510033107037,0.170681216870198
SIDM00114,0.865316775967913,-0.19352849766892338,0.5146536670646971,1.6168685430169394,1.4501584817281032,0.8193506205297211,1.219798356119953,1.7736507289450156,2.500902139539568,1.864948082666654,-0.530907833994518,-0.3890252052639773,1.4001225523953653,0.18539692290250023,0.4970803567098381,0.31828868105767893,1.109400475922979,-0.09833825031461821,1.3779205169005357,-0.1965035680135917,2.970964625570775,-0.5307966184155353,1.852523265267438,2.3457345913701935,2.5721193905350814,1.422357560738598,-0.31695966640824336,1.724287897841914,2.1791830404714507,2.104026706729178,0.2479446688661697,0.8031626108656347,-0.8960364520339785,1.6242680831261556,1.1912591243040562,-0.6539295910134869,-0.21726539774415676,1.7432741698649001,2.3352808104630927,-0.6296797777263223,-0.25589962851518094,1.7496639049328329,0.6262638124998626,0.3570104130216124,1.4415710107646489,-0.0801047581796773,1.4179297986071115,0.6807810119380563
SIDM00102,1.5074140388588766,-0.49198075432436067,-0.10036126895137494,2.067820067224539,1.3271942179840535,1.019933192837337,1.841091972867742,1.254696782040918,2.392927387908554,2.260589755957024,-0.5648107509083533,-0.47677574961628505,1.4638750898519282,-0.20764887313808855,0.5834486403933693,0.33660681214637744,0.7911519437988539,-0.5149665291138601,0.9180992985677006,-0.4521225500221446,3.4947548106825437,-0.473292003853314,2.1247644633039005,2.0660585853105715,2.805002011138961,1.9909743216776035,-0.650885184988773,1.5656447164440759,2.2777311764814976,1.8161363584520522,-0.049790274615773955,0.30043778093290263,-0.8667169771780162,1.411006344014497,0.26684165295187867,-0.527165960795102,0.539021068462355,1.3494450227365804,2.0464728658777878,-0.7683026462608022,-0.14170844735014232,1.8878433017224971,0.704400060388478,0.5286646775990824,0.9524201985116519,-0.2728502049187342,1.0671180973176615,0.28598142045346514
SIDM01122,1.2131033812695309,-0.5849694528409835,-0.08098297417412896,1.2212230377565694,1.4063346961279868,1.1452357776070752,1.4421061067928818,0.8531311245460427,2.1332679543222675,1.9553465863943469,-0.5915646322348502,-0.6929348740979655,1.0534327171210653,-0.038574074935226244,0.4632992608980671,0.1287642708465894,1.0340147686407442,-0.398802726415909,1.2206372039482345,-0.27932337280612085,3.223372046397581,-0.43045765097020217,1.6507723971571724,2.1245680751902616,2.8476351376540174,1.8800973858610428,-0.6594662377806956,1.8245616955552693,1.9255552985482727,2.0406545983405566,-0.18696169416688846,0.7638951446006319,-0.7841893441352692,1.4833501668493598,0.3006320413061018,-0.29642076902328207,0.30427653152983025,0.9062230443831933,2.223685783068646,-0.5063870216605537,-0.061982556761285765,2.128977569734499,0.977432221171273,0.43767971452335425,1.692213386394981,-0.162087605569168,0.825418339700918,0.6923271735168574
SIDM00261,1.425397154742802,0.11213793687286508,-0.0794651451887495,2.343820668138524,1.422252802641195,1.16707273612872,1.5354521496703837,1.0895647773770152,2.2235201551328787,1.981633645675783,-0.5866428478887905,-0.4738704655340395,1.6959884432533217,-0.21329859836498313,0.28615741350519946,0.3027846296338296,0.7475348479086389,-0.1794019479374525,1.0880846361533543,-0.25589671041205925,3.265240381436784,-0.3002461729623816,1.9339402277979365,1.712052337847087,3.1581476150226764,1.8349267798768611,-0.4999878683732525,1.6409979018601724,2.6029843365238214,2.312577604301011,0.020312426989405462,0.8765431640514533,-0.9705272450211229,1.9168745843567845,0.41755536698440016,-0.4504998458928931,1.4762898695992899,2.0349443196739716,2.1453246210077705,-0.42914593614788366,-0.08199562116910127,1.8732771596414757,0.8680064308864414,0.6178122977369379,1.1357120544429287,0.4305325423015901,1.502265186317661,0.6598282470158531
