"","drug","cell_line","IC50","prediction","fold"
"75","BMS-536924","SIDM00606",4.2037495,2.3539598,1
"76","LGK974","SIDM00156",2.9715695,3.6184232,1
"77","MIM1","SIDM00077",3.948924,3.6852148,1
"78","WIKI4","SIDM00121",3.710353,2.8741117,1
"79","Sorafenib","SIDM00631",3.021151,3.0289738,1
"80","Cisplatin","SIDM00577",1.556485,0.3785068,1
"81","Cisplatin","SIDM00530",3.66276733333333,2.700742,1
"82","GDC0810","SIDM00444",5.8931,3.1237776,1
"83","Cisplatin","SIDM00316",2.198929,-0.1356709,1
"84","GDC0810","SIDM00375",5.476823,3.670934,1
"85","LGK974","SIDM00438",3.2050435,3.5137556,1
"86","Bortezomib","SIDM00266",-4.999663,1.1694429,1
"87","WIKI4","SIDM00472",3.497884,5.5525064,1
"88","Oxaliplatin","SIDM00003",4.0931755,4.0830755,1
"89","Entospletinib","SIDM00577",4.895605,3.589876,1
"90","Fulvestrant","SIDM00813",3.984098,2.038755,1
"91","Sorafenib","SIDM00976",4.695765,3.2029805,1
"92","MK-1775","SIDM00543",0.342718,2.2781925,1
"93","LY2109761","SIDM00975",3.761119,3.6682446,1
"94","LGK974","SIDM00496",3.1396395,3.3142886,1
"95","Oxaliplatin","SIDM00488",6.628916,4.1690645,1
"96","Oxaliplatin","SIDM00832",4.5897575,4.786913,1
"97","Entospletinib","SIDM00056",2.671582,3.6092813,1
"98","WIKI4","SIDM00418",3.522113,5.9092107,1
"99","MK-1775","SIDM01163",1.949721,3.7438462,1
"100","Sorafenib","SIDM00094",4.49228,4.4729357,1
"101","WIKI4","SIDM00813",4.115607,2.6015246,1
"102","BMS-536924","SIDM00156",3.095135,1.8857439,1
"103","LY2109761","SIDM00393",5.61415,2.0538218,1
"104","WIKI4","SIDM00205",3.654025,3.4847653,1
"105","Entospletinib","SIDM00833",5.575384,4.596772,1
"106","LGK974","SIDM00343",4.0447195,4.054223,1
"107","GDC0810","SIDM00302",5.208002,3.810545,1
"108","LGK974","SIDM00612",4.5903875,4.398509,1
"109","BMS-536924","SIDM00203",1.302424,1.5667955,1
"110","Sorafenib","SIDM00277",-1.424085,1.8069226,1
"111","Cisplatin","SIDM00326",2.638646,0.6153563,1
"112","Cisplatin","SIDM00905",2.18528333333333,1.0657076,1
"113","WIKI4","SIDM01247",3.411874,3.423785,1
"114","MIM1","SIDM00113",5.236097,5.3434,1
"115","Entospletinib","SIDM00929",3.289124,3.9003181,1
"116","LGK974","SIDM00137",4.3079575,3.7344904,1
"117","MK-1775","SIDM01146",0.603677,2.0764961,1
"118","MIRA-1","SIDM00964",6.366225,2.2177198,1
"119","LGK974","SIDM00534",2.602404,3.158367,1
"120","Entospletinib","SIDM00154",2.0514,3.0930195,1
"121","Oxaliplatin","SIDM00064",5.8683425,3.8662477,1
"122","Cisplatin","SIDM01007",3.55325233333333,-0.8314563,1
"123","GDC0810","SIDM00181",5.745348,3.8951828,1
"124","Bortezomib","SIDM00465",-3.646512,2.4580123,1
"125","Fulvestrant","SIDM00864",4.10382933333333,3.0773237,1
"126","Sorafenib","SIDM00393",2.603132,3.2154906,1
"127","Oxaliplatin","SIDM00111",5.434399,4.44819,1
"128","BMS-536924","SIDM00291",1.9841015,2.1909153,1
"129","Entospletinib","SIDM00551",2.279325,3.3806138,1
"130","Cisplatin","SIDM00976",1.87210833333333,0.81715024,1
"131","GDC0810","SIDM00195",4.988147,3.6660087,1
"132","MIRA-1","SIDM01155",6.700481,3.2732387,1
"133","Bortezomib","SIDM00808",-5.6939755,1.250981,1
"134","Bortezomib","SIDM00813",-5.087346,0.8951998,1
"135","LY2109761","SIDM00190",5.476123,4.1087465,1
"136","WIKI4","SIDM00659",3.038173,4.648552,1
"137","Bortezomib","SIDM01174",-3.799552,3.916491,1
"138","MIRA-1","SIDM00905",4.905862,2.8420956,1
"139","Cisplatin","SIDM00077",3.38030466666667,0.89438426,1
"140","GDC0810","SIDM00214",4.293846,3.389991,1
"141","Entospletinib","SIDM00973",4.424175,3.755676,1
"142","LGK974","SIDM00576",2.508788,1.8768445,1
"143","LY2109761","SIDM00968",4.330641,3.7227862,1
"144","MIRA-1","SIDM00044",5.696241,3.4957736,1
"145","MK-1775","SIDM00591",-0.424053,1.2946666,1
"146","LGK974","SIDM00859",2.171331,2.0742414,1
"147","WIKI4","SIDM00540",0.749129,3.5706859,1
"148","WIKI4","SIDM01206",2.258782,3.0769565,1
"149","MIRA-1","SIDM00195",4.286122,2.7383864,1
"150","MIRA-1","SIDM00483",7.397263,4.025633,1
"151","Bortezomib","SIDM00537",-4.834036,2.2563663,1
"152","Entospletinib","SIDM00417",4.277612,3.5910635,1
"153","LGK974","SIDM00176",4.662872,3.0222774,1
"154","MIRA-1","SIDM00064",5.214936,3.168812,1
"155","Sorafenib","SIDM00875",2.771465,3.1315558,1
"156","Oxaliplatin","SIDM00190",5.759866,5.019595,1
"157","MIRA-1","SIDM01114",5.219343,2.769869,1
"158","GDC0810","SIDM00094",5.804134,4.884037,1
"159","WIKI4","SIDM00623",4.018454,4.3226795,1
"160","Bortezomib","SIDM01092",-4.902234,2.3446395,1
"161","Sorafenib","SIDM00323",1.950347,3.1164782,1
"162","MIRA-1","SIDM00251",5.964001,2.8978918,1
"163","WIKI4","SIDM00837",2.846574,3.902084,1
"164","Cisplatin","SIDM00967",4.06662266666667,2.5019405,1
"165","Entospletinib","SIDM00111",5.177424,4.1208305,1
"166","MIRA-1","SIDM01183",6.054691,2.5971916,1
"167","MIM1","SIDM00180",4.132666,3.5261447,1
"168","Sorafenib","SIDM00841",2.724399,4.00444,1
"169","LY2109761","SIDM00407",3.715375,0.54741156,1
"170","Oxaliplatin","SIDM00121",2.3998195,2.3156946,1
"171","LGK974","SIDM01114",3.508401,3.3491535,1
"172","BMS-536924","SIDM00974",0.7108305,1.8357911,1
"173","MK-1775","SIDM00096",-1.671943,1.5487033,1
"174","LGK974","SIDM00623",2.8612335,3.7012963,1
"175","MIRA-1","SIDM00241",3.97239,1.0486273,1
"176","Entospletinib","SIDM00677",4.500123,3.611923,1
"177","MIRA-1","SIDM00411",7.413594,4.4702864,1
"178","WIKI4","SIDM00211",2.230729,2.7590954,1
"179","GDC0810","SIDM00377",6.284406,4.237542,1
"180","BMS-536924","SIDM00294",2.805907,1.4568459,1
"181","GDC0810","SIDM00758",5.455362,3.3304908,1
"182","MIM1","SIDM00576",2.5892565,2.6070373,1
"183","MIM1","SIDM00258",2.9081725,2.5346756,1
"184","WIKI4","SIDM00826",3.667908,3.6501873,1
"185","Bortezomib","SIDM00627",-4.092524,1.705052,1
"186","Bortezomib","SIDM00659",-5.482082,2.5516016,1
"187","LY2109761","SIDM01259",5.708691,1.9755882,1
"188","Oxaliplatin","SIDM01168",4.864938,5.0147867,1
"189","Fulvestrant","SIDM00203",4.20958466666667,2.9536836,1
"190","GDC0810","SIDM00958",4.048886,2.6003528,1
"191","GDC0810","SIDM00256",3.788929,2.597399,1
"192","MIM1","SIDM00230",2.681586,2.922321,1
"193","BMS-536924","SIDM00003",1.293377,1.7493186,1
"194","Cisplatin","SIDM00308",2.50137566666667,-0.5873785,1
"195","BMS-536924","SIDM01168",2.282294,2.7901046,1
"196","Fulvestrant","SIDM01042",2.528035,2.719488,1
"197","Fulvestrant","SIDM01095",3.891611,2.6260362,1
"198","Fulvestrant","SIDM01145",2.6778145,2.5405228,1
"199","Cisplatin","SIDM00114",2.27740033333333,2.3909523,1
"200","Oxaliplatin","SIDM00332",7.4651165,4.9452996,1
"201","LY2109761","SIDM00472",6.55587,4.6320095,1
"202","MK-1775","SIDM00783",0.757976,1.6211878,1
"203","MK-1775","SIDM01228",0.113128,2.4188707,1
"204","Entospletinib","SIDM00808",1.689908,2.5847695,1
"205","Cisplatin","SIDM00104",2.67493366666667,1.6562526,1
"206","Cisplatin","SIDM00101",4.43765066666667,2.2328932,1
"207","BMS-536924","SIDM00420",2.764048,2.2660377,1
"208","LGK974","SIDM00584",4.009641,3.666705,1
"209","MK-1775","SIDM00427",-1.917003,2.110802,1
"210","MIRA-1","SIDM00584",5.29915,3.178171,1
"211","Cisplatin","SIDM00379",2.529134,0.97849894,1
"212","Oxaliplatin","SIDM00534",4.912083,4.3219547,1
"213","Bortezomib","SIDM00835",-3.574759,3.8769743,1
"214","Bortezomib","SIDM00394",-5.112275,3.2140813,1
"215","Cisplatin","SIDM00501",2.21753933333333,1.886017,1
"216","LY2109761","SIDM00316",5.699664,2.6886637,1
"217","LGK974","SIDM00532",4.921738,3.648676,1
"218","MIM1","SIDM00264",2.6642525,3.8232157,1
"219","BMS-536924","SIDM00262",1.00127,2.0462954,1
"220","WIKI4","SIDM01233",2.965499,4.7180347,1
"221","MIRA-1","SIDM00299",5.658231,3.2746537,1
"222","LGK974","SIDM00262",4.7499395,3.4034889,1
"223","WIKI4","SIDM00896",4.151501,2.1612663,1
"224","BMS-536924","SIDM00655",1.5637575,1.750734,1
"225","GDC0810","SIDM00393",4.588456,3.0971715,1
"226","MIM1","SIDM00091",4.364178,4.8354015,1
"227","Cisplatin","SIDM00375",0.919883333333333,1.9867283,1
"228","Sorafenib","SIDM00156",1.7130655,3.5864089,1
"229","Fulvestrant","SIDM01146",3.64505266666667,3.4680095,1
"230","GDC0810","SIDM00202",4.803162,3.1394885,1
"231","Oxaliplatin","SIDM00623",4.2083035,3.893874,1
"232","Oxaliplatin","SIDM00842",4.168295,3.7304158,1
"233","Oxaliplatin","SIDM00677",1.7760415,3.3599246,1
"234","LY2109761","SIDM00490",5.87794,3.610522,1
"235","MK-1775","SIDM00584",0.902446,3.004935,1
"236","Cisplatin","SIDM00388",3.035971,-0.56784916,1
"237","WIKI4","SIDM00948",2.775125,3.5573237,1
"238","MK-1775","SIDM00837",0.306495,1.5579544,1
"239","Cisplatin","SIDM00180",0.389721,0.74159336,1
"240","LY2109761","SIDM00367",3.935977,2.4910963,1
"241","Fulvestrant","SIDM00789",3.274134,2.9687793,1
"242","WIKI4","SIDM00113",6.579119,5.828042,1
"243","LY2109761","SIDM00808",4.954051,1.6902834,1
"244","MIRA-1","SIDM00688",1.941842,1.2078167,1
"245","Cisplatin","SIDM00923",2.580521,0.43566513,1
"246","Fulvestrant","SIDM00267",4.583618,3.179435,1
"247","LY2109761","SIDM00243",4.132379,1.0871739,1
"248","LGK974","SIDM00487",2.7770725,2.3492467,1
"249","LY2109761","SIDM00287",4.325631,1.1639925,1
"250","GDC0810","SIDM00410",4.523499,3.0285056,1
"251","WIKI4","SIDM00289",2.416236,3.1973593,1
"252","Bortezomib","SIDM01140",-5.017031,0.8298264,1
"253","BMS-536924","SIDM00121",2.70985966666667,0.826103,1
"254","Oxaliplatin","SIDM00917",2.188653,2.2456853,1
"255","Fulvestrant","SIDM01073",3.73910566666667,2.7674913,1
"256","MIM1","SIDM00120",3.378693,4.8114433,1
"257","MK-1775","SIDM00632",-0.96393,1.8654996,1
"258","LGK974","SIDM00317",4.72747,5.440135,1
"259","Cisplatin","SIDM00668",0.237485,-0.9071531,1
"260","Sorafenib","SIDM00964",3.012335,3.218884,1
"261","Sorafenib","SIDM01114",2.613168,3.4608898,1
"262","GDC0810","SIDM01102",5.000745,2.9099834,1
"263","GDC0810","SIDM00323",4.604251,3.250441,1
"264","LY2109761","SIDM00488",5.672061,3.577934,1
"265","WIKI4","SIDM00374",3.552694,3.2018235,1
"266","MIM1","SIDM00375",2.802578,3.7213,1
"267","GDC0810","SIDM00064",5.288375,4.0500255,1
"268","MIRA-1","SIDM00623",4.466915,3.1783946,1
"269","Oxaliplatin","SIDM01093",5.6005405,4.632757,1
"270","MIRA-1","SIDM00410",3.986948,2.0291047,1
"271","MIRA-1","SIDM00488",5.710343,3.2649913,1
"272","LY2109761","SIDM00127",4.489238,3.6443083,1
"273","Entospletinib","SIDM00023",2.919166,4.167196,1
"274","MK-1775","SIDM00276",0.69313,2.3430436,1
"275","WIKI4","SIDM01064",1.942038,3.7537954,1
"276","MIM1","SIDM00371",4.433738,5.074898,1
"277","MK-1775","SIDM00974",1.757535,2.08514,1
"278","LGK974","SIDM00517",3.0865375,3.1705465,1
"279","Bortezomib","SIDM00198",-4.8653945,1.9197394,1
"280","Oxaliplatin","SIDM00923",5.6810165,3.2727222,1
"281","GDC0810","SIDM00659",5.657819,4.346552,1
"282","Sorafenib","SIDM00969",-0.634442,3.2922711,1
"283","GDC0810","SIDM00261",3.590424,3.0197675,1
"284","BMS-536924","SIDM00783",0.97368,1.2970806,1
"285","MIM1","SIDM00276",3.824701,3.873746,1
"286","MIM1","SIDM00659",4.0376355,4.2347903,1
"287","Cisplatin","SIDM00544",1.00041,0.1907779,1
"288","Sorafenib","SIDM01149",1.692076,2.8583586,1
"289","LGK974","SIDM01229",3.6020445,3.560873,1
"290","LY2109761","SIDM00323",4.635486,2.402302,1
"291","MIRA-1","SIDM00621",5.842539,2.5968056,1
"292","BMS-536924","SIDM00154",1.0831485,1.1811758,1
"293","MK-1775","SIDM00905",-0.809225,2.0662522,1
"294","Sorafenib","SIDM00441",1.4867635,2.3675194,1
"295","MIM1","SIDM00195",4.0748295,3.7189875,1
"296","GDC0810","SIDM00964",5.254574,3.379008,1
"297","WIKI4","SIDM01168",4.326807,5.2444477,1
"298","LY2109761","SIDM00111",5.29823,3.613241,1
"299","GDC0810","SIDM00367",5.462093,3.1400545,1
"300","WIKI4","SIDM00424",3.460579,3.0510604,1
"301","MIM1","SIDM00412",3.561153,2.5347316,1
"302","LY2109761","SIDM00810",5.12887,2.315657,1
"303","Sorafenib","SIDM00118",1.4481305,3.5139425,1
"304","GDC0810","SIDM00948",5.184961,3.2014592,1
"305","Bortezomib","SIDM00381",-3.554851,3.2240617,1
"306","Sorafenib","SIDM00317",6.734952,4.916031,1
"307","LY2109761","SIDM01122",5.96758,3.44582,1
"308","MIRA-1","SIDM00599",5.135566,1.8279653,1
"309","WIKI4","SIDM00064",3.773458,4.4127846,1
"310","Bortezomib","SIDM00269",-5.116107,1.8667027,1
"311","Bortezomib","SIDM01122",-3.460006,2.7827923,1
"312","Entospletinib","SIDM01251",2.929965,2.3149695,1
"313","GDC0810","SIDM00234",5.0627,2.8130515,1
"314","WIKI4","SIDM00261",3.322092,3.083197,1
"315","LY2109761","SIDM00964",1.956833,2.3547094,1
"316","LGK974","SIDM00371",3.5872545,4.5252094,1
"317","BMS-536924","SIDM00489",1.1514535,1.8913932,1
"318","MK-1775","SIDM00565",2.115071,2.66795,1
"319","Oxaliplatin","SIDM00082",6.118583,5.3704996,1
"320","LGK974","SIDM00875",2.6257815,2.6427143,1
"321","BMS-536924","SIDM00659",2.699304,1.594519,1
"322","Entospletinib","SIDM00863",1.932062,2.893151,1
"323","MK-1775","SIDM00900",-1.399658,1.9900346,1
"324","MIRA-1","SIDM00120",6.416831,4.1095686,1
"325","LY2109761","SIDM00535",6.795691,3.5088804,1
"326","MIM1","SIDM00350",3.710919,3.3944256,1
"327","GDC0810","SIDM00289",4.528267,2.787685,1
"328","Sorafenib","SIDM01251",2.0338955,2.5910778,1
"329","MIRA-1","SIDM00287",2.006098,0.6490381,1
"330","Oxaliplatin","SIDM00374",4.316079,2.5891461,1
"331","MIM1","SIDM00045",3.545006,2.031749,1
"332","Bortezomib","SIDM00242",-5.328541,1.9914181,1
"333","Sorafenib","SIDM00251",2.848261,3.626067,1
"334","GDC0810","SIDM00291",5.977976,3.8243496,1
"335","LY2109761","SIDM00201",4.958346,1.440992,1
"336","Entospletinib","SIDM00420",3.211793,4.195041,1
"337","Cisplatin","SIDM00367",1.02978133333333,-0.338568,1
"338","LGK974","SIDM00591",3.6798495,2.2090642,1
"339","Bortezomib","SIDM00292",-2.1060805,4.2196236,1
"340","BMS-536924","SIDM00316",2.9585265,1.1018063,1
"341","Oxaliplatin","SIDM01114",4.4099485,3.7491708,1
"342","Bortezomib","SIDM00233",-6.017464,1.5205877,1
"343","GDC0810","SIDM00905",4.622325,3.6017478,1
"344","LGK974","SIDM00323",3.253751,3.1113942,1
"345","MK-1775","SIDM00599",-0.690052,1.9071431,1
"346","WIKI4","SIDM00970",3.245166,2.9878788,1
"347","Cisplatin","SIDM00968",2.83168366666667,1.5253218,1
"348","GDC0810","SIDM00889",4.506215,2.7864568,1
"349","Entospletinib","SIDM00758",3.191785,3.6260743,1
"350","LGK974","SIDM01237",3.22636,4.7915916,1
"351","Cisplatin","SIDM00293",3.567376,0.7336113,1
"352","Oxaliplatin","SIDM00540",4.6040945,2.5909755,1
"353","Fulvestrant","SIDM00612",5.076758,4.2020874,1
"354","MK-1775","SIDM00362",-1.417054,1.9012532,1
"355","LGK974","SIDM01098",3.26949,2.7694948,1
"356","MIM1","SIDM00364",3.070261,2.8367648,1
"357","Cisplatin","SIDM00227",1.85845533333333,0.83755815,1
"358","LY2109761","SIDM00156",5.494366,3.6603992,1
"359","MIM1","SIDM00199",3.6526725,3.8627465,1
"360","WIKI4","SIDM00606",4.694425,4.166602,1
"361","LY2109761","SIDM00309",5.366565,3.4949262,1
"362","GDC0810","SIDM01122",4.562704,3.7364635,1
"363","Fulvestrant","SIDM00466",4.849615,5.8121257,1
"364","Oxaliplatin","SIDM00091",4.0598405,4.6203175,1
"365","MIM1","SIDM00929",3.4975985,3.5873678,1
"366","GDC0810","SIDM00103",6.228486,4.6399126,1
"367","Sorafenib","SIDM00211",-1.6481095,2.441684,1
"368","LY2109761","SIDM00631",5.34662,2.5699108,1
"369","GDC0810","SIDM00100",5.697805,4.5263624,1
"370","Entospletinib","SIDM00091",3.019135,4.6040974,1
"371","MIM1","SIDM00103",3.241037,4.6145334,1
"372","MIRA-1","SIDM00262",5.216181,2.5872235,1
"373","Oxaliplatin","SIDM00102",5.9106645,5.155192,1
"374","Fulvestrant","SIDM00260",2.94795066666667,3.8214533,1
"375","MIRA-1","SIDM00448",4.883614,2.1561494,1
"376","BMS-536924","SIDM00047",1.353705,1.5163215,1
"377","MIRA-1","SIDM00202",5.16672,1.8588108,1
"378","Sorafenib","SIDM00627",2.574094,3.2027256,1
"379","MK-1775","SIDM00833",0.338265,2.5617688,1
"380","LGK974","SIDM00197",3.566672,3.0343046,1
"381","Fulvestrant","SIDM00520",4.129599,4.135911,1
"382","Sorafenib","SIDM00817",2.949706,3.3775651,1
"383","Fulvestrant","SIDM00241",2.439188,2.008053,1
"384","LY2109761","SIDM00285",4.799936,1.6255778,1
"385","Bortezomib","SIDM00834",-4.487714,3.8715239,1
"386","LGK974","SIDM00596",3.4252845,4.0199885,1
"387","Fulvestrant","SIDM00127",4.50722666666667,3.037514,1
"388","Oxaliplatin","SIDM01247",3.626215,2.9251559,1
"389","Entospletinib","SIDM00096",1.870177,1.9764738,1
"390","BMS-536924","SIDM00465",2.3131505,2.4425642,1
"391","Oxaliplatin","SIDM00837",2.5972415,3.4143531,1
"392","Entospletinib","SIDM00098",4.652878,4.006971,1
"393","Fulvestrant","SIDM01093",3.69158,3.9565198,1
"394","Fulvestrant","SIDM00967",4.53654033333333,3.7613947,1
"395","LY2109761","SIDM00205",5.079471,1.9861273,1
"396","Entospletinib","SIDM00310",3.800207,3.9585688,1
"397","MIRA-1","SIDM00537",4.61754,2.292877,1
"398","Sorafenib","SIDM00561",2.2465615,2.7803125,1
"399","Cisplatin","SIDM00973",1.756971,0.6973763,1
"400","Sorafenib","SIDM00285",1.575171,3.2639332,1
"401","MIRA-1","SIDM00367",5.05893,1.8793105,1
"402","BMS-536924","SIDM01206",2.81425833333333,0.656996,1
"403","MIRA-1","SIDM01248",4.623485,3.025625,1
"404","LY2109761","SIDM01237",6.275652,4.7649364,1
"405","GDC0810","SIDM00900",4.710442,2.8239453,1
"406","MIM1","SIDM00381",4.2348125,4.190108,1
"407","Fulvestrant","SIDM00293",4.01438066666667,3.749729,1
"408","LGK974","SIDM01093",2.786494,3.7673757,1
"409","Bortezomib","SIDM00251",-5.080536,2.929908,1
"410","MK-1775","SIDM00242",0.031211,1.7544929,1
"411","Fulvestrant","SIDM00364",3.20933466666667,1.7769264,1
"412","Bortezomib","SIDM01126",-4.571586,2.7119548,1
"413","Cisplatin","SIDM00606",2.38985533333333,2.3522243,1
"414","Entospletinib","SIDM00114",5.761527,4.84546,1
"415","Entospletinib","SIDM00195",3.861656,3.834974,1
"416","MIRA-1","SIDM00864",5.762342,2.8300822,1
"417","Oxaliplatin","SIDM00968",3.9495775,4.470965,1
"418","Sorafenib","SIDM00234",1.451633,2.902798,1
"419","MIM1","SIDM00417",4.2543975,3.6193671,1
"420","Bortezomib","SIDM00935",-4.784417,0.4756637,1
"421","LY2109761","SIDM00346",3.422311,1.138676,1
"422","Fulvestrant","SIDM01098",3.5705385,2.7573633,1
"423","LY2109761","SIDM00180",6.067447,2.7915785,1
"424","Sorafenib","SIDM00424",0.607177,2.7763124,1
"425","Bortezomib","SIDM00201",-4.888302,1.3967535,1
"426","Bortezomib","SIDM01090",-6.2005365,2.1868978,1
"427","Fulvestrant","SIDM00244",2.895194,1.5892087,1
"428","WIKI4","SIDM00350",5.588529,3.8429022,1
"429","WIKI4","SIDM00814",3.783762,3.0923097,1
"430","BMS-536924","SIDM00422",1.015812,1.5174035,1
"431","MIM1","SIDM00302",3.5503815,3.6631389,1
"432","Fulvestrant","SIDM01233",5.06386166666667,3.90497,1
"433","MIRA-1","SIDM00591",4.878254,1.7859393,1
"434","Sorafenib","SIDM00364",1.679194,3.0006745,1
"435","LGK974","SIDM00427",1.8315185,2.5883,1
"436","LY2109761","SIDM00082",4.417486,3.9988787,1
"437","Sorafenib","SIDM00789",2.398746,3.268482,1
"438","LGK974","SIDM00311",3.988596,3.5375624,1
"439","MIM1","SIDM00612",4.0305,4.6184464,1
"440","Bortezomib","SIDM00846",-3.881372,2.8127759,1
"441","Fulvestrant","SIDM00056",4.137465,3.2876394,1
"442","WIKI4","SIDM01126",4.371902,3.5390165,1
"443","Bortezomib","SIDM00261",-6.4939785,0.7032089,1
"444","LY2109761","SIDM00885",3.579169,2.5552514,1
"445","MIRA-1","SIDM00218",7.626359,5.328821,1
"446","Sorafenib","SIDM01205",2.7394455,2.9529848,1
"447","Cisplatin","SIDM00483",4.212308,2.8086693,1
"448","MIM1","SIDM00244",2.4808775,2.8794277,1
"449","MIM1","SIDM00530",3.940406,2.6818717,1
"450","WIKI4","SIDM01198",4.788044,3.160591,1
"451","Sorafenib","SIDM01145",0.89583,3.197603,1
"452","MK-1775","SIDM00197",0.137417,2.3302853,1
"453","Bortezomib","SIDM00496",-6.106472,2.7059896,1
"454","LY2109761","SIDM00100",6.055844,4.102417,1
"455","Fulvestrant","SIDM00465",3.95763966666667,3.4793127,1
"456","MIM1","SIDM00047",3.25604,3.7742958,1
"457","Cisplatin","SIDM00543",3.40754266666667,1.5645634,1
"458","Fulvestrant","SIDM00549",3.19865066666667,2.1674464,1
"459","GDC0810","SIDM01245",4.596039,2.685806,1
"460","LGK974","SIDM00214",3.395594,3.1640236,1
"461","Entospletinib","SIDM00584",2.806703,4.111706,1
"462","BMS-536924","SIDM00976",1.9572185,1.7341851,1
"463","LGK974","SIDM00302",4.576222,3.1487648,1
"464","Sorafenib","SIDM01102",0.577125,2.7749646,1
"465","MIM1","SIDM00483",5.4178315,4.951231,1
"466","Entospletinib","SIDM00422",2.728865,3.2372828,1
