"","drug","cell_line","IC50","prediction","fold"
"131","Pevonedistat","SIDM01233",2.716201,1.7029839,1
"132","Buparlisib","SIDM01175",2.449899,1.3917315,1
"133","GSK2578215A","SIDM00064",4.784005,5.173477,1
"134","Alisertib","SIDM00537",1.975315,2.4357145,1
"135","Leflunomide","SIDM00758",5.229327,5.0190573,1
"136","Sapitinib","SIDM00837",1.067511,0.22153851,1
"137","BMS-536924","SIDM00291",1.9841015,1.8976647,1
"138","AZD3759","SIDM00291",3.712181,3.1929188,1
"139","Entospletinib","SIDM00551",2.279325,4.099287,1
"140","AZD7762","SIDM00094",0.15812,-0.06898205,1
"141","Palbociclib","SIDM00174",1.225769,2.305957,1
"142","Dasatinib","SIDM00758",3.635058,1.3913958,1
"143","Crizotinib","SIDM00699",3.05879,2.6865098,1
"144","AZD3759","SIDM00565",3.376014,2.111419,1
"145","MK-2206","SIDM00565",3.4983075,2.2811363,1
"146","Wnt-C59","SIDM00837",4.1378645,3.3620906,1
"147","Erlotinib","SIDM00120",3.993615,3.5241134,1
"148","Alpelisib","SIDM00244",0.631542,1.9851344,1
"149","Crizotinib","SIDM01093",4.117038,3.6289494,1
"150","GSK2578215A","SIDM00120",5.874693,5.6465693,1
"151","Nutlin-3a (-)","SIDM00539",5.31268,5.1808186,1
"152","Vinorelbine","SIDM00561",-4.5537775,-2.4191191,1
"153","Niraparib","SIDM01247",4.174438,2.9420397,1
"154","AT13148","SIDM01161",2.380332,1.2629665,1
"155","Temozolomide","SIDM00758",7.209448,5.714113,1
"156","Cisplatin","SIDM00077",3.38030466666667,2.490282,1
"157","I-BET-762","SIDM01093",4.418742,3.9513772,1
"158","AZD6482","SIDM00332",3.03652966666667,1.3348631,1
"159","I-BRD9","SIDM00496",4.859927,3.7864926,1
"160","Dasatinib","SIDM00561",-0.770378,-1.5932915,1
"161","Entinostat","SIDM00520",1.829342,2.8832393,1
"162","Nutlin-3a (-)","SIDM00120",5.402116,4.8557396,1
"163","Wee1 Inhibitor","SIDM01093",4.0597645,2.5704167,1
"164","NVP-ADW742","SIDM00561",2.666318,1.4488287,1
"165","MN-64","SIDM01233",6.73699,4.1097994,1
"166","Vorinostat","SIDM01161",1.5491935,0.99342775,1
"167","Bortezomib","SIDM00537",-4.834036,0.5658295,1
"168","MIRA-1","SIDM00064",5.214936,5.306218,1
"169","Olaparib","SIDM00699",4.19111766666667,3.2420876,1
"170","MIRA-1","SIDM01114",5.219343,5.0424576,1
"171","GDC0810","SIDM00094",5.804134,5.242729,1
"172","Wnt-C59","SIDM01114",3.197821,3.4226205,1
"173","I-BET-762","SIDM00793",2.609272,1.3560126,1
"174","WIKI4","SIDM00837",2.846574,4.304268,1
"175","LCL161","SIDM01161",4.3976345,3.4961116,1
"176","AMG-319","SIDM00565",5.371688,4.8857336,1
"177","Venetoclax","SIDM00077",3.904573,3.4688592,1
"178","LCL161","SIDM00719",3.874188,4.363557,1
"179","PD173074","SIDM00094",3.2926815,2.0663881,1
"180","Irinotecan","SIDM01090",2.114247,1.7751362,1
"181","Venetoclax","SIDM00758",3.324595,3.4121747,1
"182","Taselisib","SIDM01093",3.136874,2.7657237,1
"183","LGK974","SIDM01114",3.508401,3.3978565,1
"184","ML323","SIDM00244",4.300929,4.7596817,1
"185","Niraparib","SIDM00291",4.608738,4.649403,1
"186","Luminespib","SIDM01229",-2.141788,-2.517053,1
"187","Vorinostat","SIDM01247",0.325493,-0.26110077,1
"188","OTX015","SIDM00699",5.559069,2.770098,1
"189","Cyclophosphamide","SIDM00520",5.858395,5.497801,1
"190","Entinostat","SIDM00793",1.369228,0.5890133,1
"191","GDC0810","SIDM00758",5.455362,5.0753183,1
"192","Tamoxifen","SIDM00064",3.46596,4.1515737,1
"193","BIBR-1532","SIDM01175",6.090111,5.2069674,1
"194","I-BRD9","SIDM00064",4.481404,5.080974,1
"195","PF-4708671","SIDM00332",5.5158515,3.149896,1
"196","Dabrafenib","SIDM00561",2.9149185,2.746075,1
"197","GSK591","SIDM01161",3.867942,4.550508,1
"198","EPZ5676","SIDM00244",5.224741,5.881029,1
"199","PD173074","SIDM00077",1.904974,1.2155665,1
"200","Pevonedistat","SIDM00332",1.5171675,0.4080046,1
"201","AGI-6780","SIDM01175",4.273481,2.6668613,1
"202","Linsitinib","SIDM00244",0.0718865,2.1237361,1
"203","Navitoclax","SIDM01247",-0.1776315,0.6757905,1
"204","AZD5582","SIDM00077",4.5508895,2.3049405,1
"205","Entinostat","SIDM01114",2.492756,2.01645,1
"206","GSK2578215A","SIDM00758",5.642325,5.4110045,1
"207","AZD7762","SIDM00332",0.330726666666667,0.111088544,1
"208","UMI-77","SIDM00332",3.87314,3.1407068,1
"209","MK-2206","SIDM01161",3.4738185,2.7151291,1
"210","Epirubicin","SIDM00244",-2.936977,-1.3042777,1
"211","GSK2578215A","SIDM00699",6.14568,4.9366946,1
"212","Dabrafenib","SIDM00793",3.3887125,3.5434284,1
"213","Oxaliplatin","SIDM00332",7.4651165,4.2770257,1
"214","BIBR-1532","SIDM00551",5.650025,5.0594826,1
"215","Vinblastine","SIDM00136",-4.055173,-2.758159,1
"216","EPZ5676","SIDM00719",6.506979,6.1619678,1
"217","Pictilisib","SIDM00561",0.193208,0.044429902,1
"218","EPZ004777","SIDM00174",5.738337,5.3885202,1
"219","Taselisib","SIDM00244",-0.848081,0.9989155,1
"220","AGI-5198","SIDM00520",4.971823,4.163617,1
"221","Dabrafenib","SIDM00077",4.894101,4.2420034,1
"222","Dinaciclib","SIDM00539",-3.356875,0.2620635,1
"223","I-BRD9","SIDM00291",3.621944,4.7338905,1
"224","AGI-5198","SIDM01090",4.799704,3.8366559,1
"225","Ulixertinib","SIDM00520",2.3962885,4.3197203,1
"226","Nilotinib","SIDM01093",4.421954,3.680207,1
"227","WIKI4","SIDM01233",2.965499,4.604273,1
"228","ABT737","SIDM00837",0.126189,3.432503,1
"229","NVP-ADW742","SIDM00793",2.760293,1.8853507,1
"230","OF-1","SIDM01229",4.361306,4.131257,1
"231","Olaparib","SIDM01233",5.17296566666667,4.698679,1
"232","Vinblastine","SIDM00077",-4.8963305,-4.145013,1
"233","Wee1 Inhibitor","SIDM01229",1.301804,1.492236,1
"234","Temozolomide","SIDM01247",5.040118,4.036427,1
"235","Dactinomycin","SIDM01175",-1.064913,0.022015762,1
"236","Trametinib","SIDM00094",-0.5363785,2.5351188,1
"237","Paclitaxel","SIDM00496",-3.366445,-3.7946084,1
"238","Erlotinib","SIDM01093",3.790343,3.6907914,1
"239","Irinotecan","SIDM00291",3.476048,3.35375,1
"240","Afatinib","SIDM00758",2.73434566666667,1.6857377,1
"241","UMI-77","SIDM00064",2.164365,3.1267257,1
"242","Palbociclib","SIDM00539",4.109158,3.359474,1
"243","OF-1","SIDM00094",5.418012,5.035898,1
"244","Docetaxel","SIDM00064",-4.91611233333333,-0.9644649,1
"245","Sepantronium bromide","SIDM00120",-5.288781,-2.8147385,1
"246","AZ960","SIDM00244",-0.064457,0.23552303,1
"247","GSK2606414","SIDM00561",3.382193,2.010398,1
"248","Cyclophosphamide","SIDM00793",4.424327,4.150593,1
"249","GSK2578215A","SIDM00537",5.117377,5.2710447,1
"250","Crizotinib","SIDM00719",3.8888715,3.2164562,1
"251","MK-1775","SIDM00837",0.306495,-0.46665984,1
"252","Afuresertib","SIDM01247",1.458759,0.7205423,1
"253","Nutlin-3a (-)","SIDM00758",5.610665,3.981635,1
"254","Taselisib","SIDM00565",2.054154,0.8490998,1
"255","Wee1 Inhibitor","SIDM00291",1.773855,1.3984544,1
"256","Leflunomide","SIDM00517",6.710536,5.1793203,1
"257","AZD3759","SIDM00517",0.186082,2.8494356,1
"258","Gefitinib","SIDM00539",1.323068,2.0486424,1
"259","Osimertinib","SIDM01090",2.991317,1.2871201,1
"260","PD173074","SIDM01233",3.350781,2.6474001,1
"261","VE821","SIDM00561",2.877619,2.4261777,1
"262","GSK2606414","SIDM01090",2.849564,3.908991,1
"263","Olaparib","SIDM00758",5.03895,3.8063412,1
"264","Sepantronium bromide","SIDM00537",-1.5303005,-0.8018174,1
"265","AZD5582","SIDM00517",2.2722085,2.396935,1
"266","AZD5582","SIDM00551",0.8413235,2.8297946,1
"267","VE-822","SIDM01229",3.240738,1.6417017,1
"268","Daporinad","SIDM01175",0.732144,-2.5939257,1
"269","Erlotinib","SIDM00565",2.709861,2.3760266,1
"270","MIM1","SIDM00120",3.378693,3.8057058,1
"271","GSK591","SIDM01229",2.819757,3.4202762,1
"272","AZD4547","SIDM01247",1.35508766666667,2.026854,1
"273","AGI-6780","SIDM00539",2.4578655,2.980079,1
"274","PFI3","SIDM00094",5.203579,5.7187204,1
"275","Lapatinib","SIDM00291",2.556583,3.984143,1
"276","AGI-5198","SIDM00064",4.789741,4.045408,1
"277","WZ4003","SIDM00699",4.481067,3.5269234,1
"278","Ulixertinib","SIDM00699",3.799181,3.013869,1
"279","AZD4547","SIDM00537",3.52006566666667,3.1153195,1
"280","SB216763","SIDM00537",4.288856,3.8269238,1
"281","Paclitaxel","SIDM00291",-3.909668,-1.1514943,1
"282","I-BRD9","SIDM00094",4.405506,5.2302017,1
"283","Savolitinib","SIDM00077",2.582096,2.8911428,1
"284","Sorafenib","SIDM01114",2.613168,2.680357,1
"285","XAV939","SIDM01090",4.12943,4.2856116,1
"286","Alpelisib","SIDM00136",2.282329,3.521783,1
"287","AZD4547","SIDM00758",3.33935933333333,2.9471638,1
"288","NVP-ADW742","SIDM00136",1.011518,3.05953,1
"289","ABT737","SIDM00136",2.532962,3.3819392,1
"290","Temozolomide","SIDM01175",6.98352,5.131749,1
"291","I-BRD9","SIDM00561",2.611557,2.0768912,1
"292","5-Fluorouracil","SIDM00291",4.162526,3.2011445,1
"293","Cediranib","SIDM00565",2.842635,1.5376798,1
"294","GSK2578215A","SIDM01233",5.269113,5.9937677,1
"295","Alisertib","SIDM01161",-0.280376,1.4028504,1
"296","GDC0810","SIDM00064",5.288375,5.0287066,1
"297","ML323","SIDM00793",3.577872,4.1067,1
"298","Oxaliplatin","SIDM01093",5.6005405,5.126088,1
"299","PD0325901","SIDM01233",-1.518136,1.7454567,1
"300","UMI-77","SIDM00136",3.307341,3.8229167,1
"301","Luminespib","SIDM01114",-3.888705,-3.481094,1
"302","PD173074","SIDM00537",3.1865935,2.4392192,1
"303","Venetoclax","SIDM01114",2.285853,3.26527,1
"304","Erlotinib","SIDM00332",3.9668895,3.3250906,1
"305","BIBR-1532","SIDM01090",5.125707,5.0547986,1
"306","XAV939","SIDM00551",4.3671715,4.166399,1
"307","LGK974","SIDM00517",3.0865375,3.374252,1
"308","Ibrutinib","SIDM00758",5.949609,4.795864,1
"309","Savolitinib","SIDM00332",4.654652,2.6351037,1
"310","PRT062607","SIDM01161",2.633505,3.6644204,1
"311","Leflunomide","SIDM00551",5.038047,5.217601,1
"312","LGK974","SIDM01229",3.6020445,3.1562493,1
"313","I-BET-762","SIDM01247",2.216577,0.7209481,1
"314","Paclitaxel","SIDM00332",-0.810939,-3.1860564,1
"315","PCI-34051","SIDM01229",3.845539,3.3675225,1
"316","Epirubicin","SIDM01247",-0.912797,-3.1104026,1
"317","Irinotecan","SIDM01161",0.976185,1.8069458,1
"318","MK-8776","SIDM00537",2.840285,3.828274,1
"319","Nutlin-3a (-)","SIDM00077",4.806873,4.3306,1
"320","EPZ5676","SIDM00136",7.112669,6.226895,1
"321","Gefitinib","SIDM00837",-0.3648485,2.6031759,1
"322","Vinorelbine","SIDM00520",-1.97683,-0.21604072,1
"323","RVX-208","SIDM01247",3.533613,3.991875,1
"324","OF-1","SIDM00719",6.969681,4.515801,1
"325","IWP-2","SIDM01114",3.088013,3.030787,1
"326","PD173074","SIDM00758",3.679622,1.0267025,1
"327","Dinaciclib","SIDM01093",-2.5897,0.90849346,1
"328","WIKI4","SIDM00064",3.773458,4.051911,1
"329","AZD6738","SIDM00496",0.7788355,1.9373229,1
"330","AMG-319","SIDM01114",4.85507,4.743264,1
"331","Venetoclax","SIDM00699",1.681044,1.0734166,1
"332","Nilotinib","SIDM00332",3.2089565,3.2897322,1
"333","PCI-34051","SIDM00561",2.624557,2.5515988,1
"334","Cytarabine","SIDM00064",1.31733,1.0811584,1
"335","Epirubicin","SIDM00077",-0.733827,-0.7924316,1
"336","Paclitaxel","SIDM01093",0.037221,-1.7462001,1
"337","MK-1775","SIDM00565",2.115071,-1.2499523,1
"338","Olaparib","SIDM00136",5.06585833333333,4.4547763,1
"339","Vorinostat","SIDM00174",2.225614,0.84207857,1
"340","Sepantronium bromide","SIDM00699",-4.04802,-3.116811,1
"341","VE-822","SIDM00758",3.290354,3.7991793,1
"342","Temozolomide","SIDM00077",6.223586,5.514839,1
"343","OTX015","SIDM00291",2.521614,2.2663887,1
"344","VE821","SIDM00537",2.423396,4.133646,1
"345","Irinotecan","SIDM00496",4.132536,1.2695392,1
"346","Afuresertib","SIDM00699",3.628326,1.3385277,1
"347","Foretinib","SIDM00174",-0.0665445,2.3966987,1
"348","MIRA-1","SIDM00120",6.416831,5.3518906,1
"349","Dactinomycin","SIDM01161",-5.074141,0.4301669,1
"350","EPZ5676","SIDM01161",5.541078,5.8155127,1
"351","IWP-2","SIDM00758",3.383455,3.3916414,1
"352","PLX-4720","SIDM00539",4.92038366666667,3.9084604,1
"353","BIBR-1532","SIDM00174",5.212677,5.436961,1
"354","Alpelisib","SIDM00174",0.606456,2.8869917,1
"355","GDC0810","SIDM00291",5.977976,5.182907,1
"356","MK-2206","SIDM01114",2.949582,2.5183783,1
"357","Gefitinib","SIDM00565",1.1261785,1.3169742,1
"358","AZD5582","SIDM00758",2.069595,1.9821793,1
"359","Osimertinib","SIDM00539",1.239384,0.88625836,1
"360","Nutlin-3a (-)","SIDM00551",5.1432595,4.8469057,1
"361","SCH772984","SIDM00758",0.730977,1.8865483,1
"362","Oxaliplatin","SIDM01114",4.4099485,4.2702665,1
"363","Navitoclax","SIDM00699",0.0431379999999999,0.5491017,1
"364","LCL161","SIDM01175",5.1582035,3.597418,1
"365","Savolitinib","SIDM00136",3.95618,3.2525408,1
"366","Epirubicin","SIDM00793",-2.60882,-2.2330425,1
"367","Afatinib","SIDM00064",2.19445766666667,2.3597581,1
"368","VE-822","SIDM00136",0.502373,4.166555,1
"369","VE821","SIDM00539",4.509569,4.488556,1
"370","IWP-2","SIDM00719",3.375499,3.5168185,1
"371","5-Fluorouracil","SIDM00517",2.793949,2.0816507,1
"372","MN-64","SIDM00561",4.026259,1.9099919,1
"373","Sabutoclax","SIDM00520",0.572866,0.03255934,1
"374","Niraparib","SIDM00539",5.459238,5.697563,1
"375","Entospletinib","SIDM00758",3.191785,3.83638,1
"376","VE821","SIDM00136",2.288837,4.9320736,1
"377","Linsitinib","SIDM01229",0.6094025,2.0391061,1
"378","AZD6738","SIDM01187",3.355016,3.2414348,1
"379","PLX-4720","SIDM00136",1.79059333333333,3.8835552,1
"380","Uprosertib","SIDM01114",3.1126045,3.2674959,1
"381","Obatoclax Mesylate","SIDM01233",0.347784,0.6775245,1
"382","Niraparib","SIDM00496",5.267592,4.262664,1
"383","Afuresertib","SIDM00244",1.799994,1.8563571,1
"384","VE-822","SIDM00793",2.051568,1.743291,1
"385","WEHI-539","SIDM01161",4.774281,4.2362356,1
"386","AZD5363","SIDM00496",3.966998,2.8521397,1
"387","Nilotinib","SIDM00758",3.3607845,3.3479517,1
"388","Wee1 Inhibitor","SIDM01114",1.678641,2.0671675,1
"389","Temozolomide","SIDM00565",5.9570325,5.517376,1
"390","Docetaxel","SIDM01233",-2.41953466666667,-0.18290411,1
"391","AGI-5198","SIDM01114",4.83909,3.583761,1
"392","GSK2606414","SIDM00793",4.311425,2.7564433,1
"393","Nutlin-3a (-)","SIDM00517",4.780837,4.3880005,1
"394","Dasatinib","SIDM00551",1.450782,0.52836055,1
"395","Vorinostat","SIDM00537",1.534206,1.1043389,1
"396","Tamoxifen","SIDM01187",3.937792,4.293394,1
"397","PD173074","SIDM00551",3.696737,1.7245219,1
"398","Fulvestrant","SIDM00520",4.129599,4.1639547,1
"399","Entinostat","SIDM00291",2.786268,2.1200356,1
"400","MK-2206","SIDM01175",3.697299,2.222739,1
"401","P22077","SIDM01247",4.200685,2.5935013,1
"402","Dasatinib","SIDM00793",0.336026,0.43042552,1
"403","PCI-34051","SIDM00174",3.768575,4.2611375,1
"404","Foretinib","SIDM01187",1.9900015,2.949931,1
"405","GSK1904529A","SIDM01093",3.8783655,3.5378845,1
"406","Oxaliplatin","SIDM01247",3.626215,1.7421744,1
"407","Oxaliplatin","SIDM00837",2.5972415,4.2559643,1
"408","Alpelisib","SIDM00332",2.986898,3.0105884,1
"409","Fulvestrant","SIDM01093",3.69158,4.056482,1
"410","Paclitaxel","SIDM00551",-4.753337,-2.4176598,1
"411","MIRA-1","SIDM00537",4.61754,4.638295,1
"412","GSK343","SIDM00094",4.6097595,4.2449975,1
"413","Sorafenib","SIDM00561",2.2465615,1.4428283,1
"414","PCI-34051","SIDM00793",2.587578,3.6070342,1
"415","Palbociclib","SIDM01090",1.609364,2.2956014,1
"416","Trametinib","SIDM00136",-5.2300485,1.1947029,1
"417","Dasatinib","SIDM01090",0.4044615,1.9431794,1
"418","Daporinad","SIDM00758",0.060049,-2.3886392,1
"419","Gefitinib","SIDM00561",2.1793225,1.6860926,1
"420","LGK974","SIDM01093",2.786494,3.4742296,1
"421","Wee1 Inhibitor","SIDM00537",1.267721,2.0457609,1
"422","AZD5582","SIDM00244",4.1716395,2.2564604,1
"423","PFI3","SIDM00699",5.948623,4.5869074,1
"424","Dasatinib","SIDM00537",2.315506,2.4444683,1
"425","PFI3","SIDM01114",5.027546,5.4198494,1
"426","Vinorelbine","SIDM00793",-2.602951,-1.9602053,1
"427","Palbociclib","SIDM00244",-1.1481525,2.3250656,1
"428","Afatinib","SIDM00136",2.73564766666667,2.671028,1
"429","EPZ004777","SIDM01114",4.450492,5.2328806,1
"430","RVX-208","SIDM01114",4.022685,5.4036303,1
"431","OF-1","SIDM01093",3.55292,4.6980944,1
"432","EPZ004777","SIDM01187",6.283159,5.4839816,1
"433","Palbociclib","SIDM00120",3.4719655,2.8797262,1
"434","OTX015","SIDM01090",0.74296,1.5473918,1
"435","AGI-6780","SIDM00077",3.21557,2.8740098,1
"436","Alisertib","SIDM00719",3.8276945,1.5799838,1
"437","Bortezomib","SIDM01090",-6.2005365,-0.24708198,1
"438","Fulvestrant","SIDM00244",2.895194,3.7265928,1
"439","NVP-ADW742","SIDM01187",3.996271,3.6021345,1
"440","Fulvestrant","SIDM01233",5.06386166666667,4.2820506,1
"441","Cediranib","SIDM01114",1.521551,1.8178941,1
"442","OSI-027","SIDM00077",3.207803,2.6281402,1
"443","Camptothecin","SIDM01247",-2.139788,-3.0599344,1
"444","Entinostat","SIDM00517",2.113594,1.5782174,1
"445","BIBR-1532","SIDM00291",5.999012,4.771144,1
"446","Sabutoclax","SIDM00244",0.248354,-1.5219717,1
"447","Niraparib","SIDM00244",2.061859,4.286255,1
"448","AZD8186","SIDM00244",1.5740705,1.2363538,1
"449","P22077","SIDM00793",5.193799,3.2270186,1
"450","VE-822","SIDM00120",4.192074,4.423858,1
"451","Trametinib","SIDM00174",-3.482581,0.9584171,1
"452","AZ960","SIDM00064",0.333289,0.95662045,1
"453","Afuresertib","SIDM01093",2.622319,3.0952396,1
"454","SCH772984","SIDM00719",6.08455,4.3626566,1
"455","OTX015","SIDM00244",-2.10408,1.8660121,1
"456","AGI-6780","SIDM01161",3.2657,2.8868449,1
"457","Luminespib","SIDM00520",0.7716905,-2.718284,1
"458","AZD3759","SIDM01233",2.738243,2.9566276,1
"459","Vinorelbine","SIDM00094",-1.3965575,0.36654106,1
"460","PFI3","SIDM00539",5.585641,4.814892,1
"461","Ipatasertib","SIDM01093",3.54903,4.3971796,1
"462","Ulixertinib","SIDM01229",1.060026,2.5168388,1
"463","MIM1","SIDM00244",2.4808775,3.1741788,1
