"","drug","cell_line","IC50","prediction","fold"
"34","WIKI4","SIDM00377",4.253178,3.1795766,1
"35","MIRA-1","SIDM00896",3.206583,2.5315301,1
"36","LGK974","SIDM00230",3.247925,3.4398563,1
"37","Entospletinib","SIDM00407",0.132074,1.14469,1
"38","GDC0810","SIDM00091",6.973783,4.974413,1
"39","Fulvestrant","SIDM00196",3.37484533333333,3.4683592,1
"40","Sorafenib","SIDM00377",3.169837,4.027506,1
"41","Entospletinib","SIDM01161",3.186478,2.0337563,1
"42","MK-1775","SIDM00792",0.563692,2.7285008,1
"43","Oxaliplatin","SIDM00550",5.7256415,1.752673,1
"44","Oxaliplatin","SIDM00287",1.0486,-0.42775673,1
"45","MK-1775","SIDM01140",-0.266866,0.59195966,1
"46","LY2109761","SIDM00317",7.386086,3.7657344,1
"47","Fulvestrant","SIDM00565",4.18899233333333,4.171936,1
"48","BMS-536924","SIDM01146",2.648853,1.7315733,1
"49","Cisplatin","SIDM00003",3.28203,1.2912239,1
"50","WIKI4","SIDM00842",3.679508,1.2757342,1
"51","Fulvestrant","SIDM01197",4.60808466666667,4.3295074,1
"52","LY2109761","SIDM00835",6.28493,3.2577112,1
"53","LY2109761","SIDM00688",3.231947,1.7665005,1
"54","Fulvestrant","SIDM00154",3.34695333333333,3.361909,1
"55","Oxaliplatin","SIDM00953",3.4108355,1.2370819,1
"56","MIRA-1","SIDM00793",4.095742,4.5113,1
"57","Sorafenib","SIDM00974",1.369742,2.8380673,1
"58","LGK974","SIDM00346",2.4880465,2.690708,1
"59","Cisplatin","SIDM00216",2.102376,1.8946738,1
"60","Sorafenib","SIDM01175",5.0521495,5.07733,1
"61","Sorafenib","SIDM00324",1.6373965,2.2990346,1
"62","MIRA-1","SIDM01205",4.267002,3.0570552,1
"63","GDC0810","SIDM00834",4.574205,4.3820686,1
"64","Bortezomib","SIDM00411",-3.866131,4.7954044,1
"65","Entospletinib","SIDM00182",3.681224,2.7215862,1
"66","Bortezomib","SIDM00328",-3.679071,2.2366934,1
"67","LY2109761","SIDM01064",5.144615,2.4448256,1
"68","Oxaliplatin","SIDM00252",5.741103,2.4056036,1
"69","MK-1775","SIDM00719",2.743954,3.944853,1
"70","LY2109761","SIDM00195",6.166521,1.2801398,1
"71","Cisplatin","SIDM01140",0.8183185,1.4834574,1
"72","LGK974","SIDM00655",2.6276195,3.9947934,1
"73","Oxaliplatin","SIDM00251",3.969453,1.8873789,1
"74","Oxaliplatin","SIDM00309",4.0868735,1.881324,1
"75","BMS-536924","SIDM00606",4.2037495,2.2543075,1
"76","LGK974","SIDM00156",2.9715695,4.5965414,1
"77","MIM1","SIDM00077",3.948924,2.9649532,1
"78","WIKI4","SIDM00121",3.710353,-0.4192125,1
"79","Sorafenib","SIDM00631",3.021151,2.6824203,1
"80","Cisplatin","SIDM00577",1.556485,2.3354042,1
"81","Cisplatin","SIDM00530",3.66276733333333,3.2944224,1
"82","GDC0810","SIDM00444",5.8931,3.9912555,1
"83","Cisplatin","SIDM00316",2.198929,2.7120023,1
"84","GDC0810","SIDM00375",5.476823,3.4678423,1
"85","LGK974","SIDM00438",3.2050435,4.048443,1
"86","Bortezomib","SIDM00266",-4.999663,0.62462014,1
"87","WIKI4","SIDM00472",3.497884,2.74393,1
"88","Oxaliplatin","SIDM00003",4.0931755,0.059173666,1
"89","Entospletinib","SIDM00577",4.895605,1.4033244,1
"90","Fulvestrant","SIDM00813",3.984098,3.4755428,1
"91","Sorafenib","SIDM00976",4.695765,3.4971535,1
"92","MK-1775","SIDM00543",0.342718,2.6205118,1
"93","LY2109761","SIDM00975",3.761119,2.798576,1
"94","LGK974","SIDM00496",3.1396395,3.9884286,1
"95","Oxaliplatin","SIDM00488",6.628916,1.9617305,1
"96","Oxaliplatin","SIDM00832",4.5897575,2.5319622,1
"97","Entospletinib","SIDM00056",2.671582,2.1671553,1
"98","WIKI4","SIDM00418",3.522113,3.4133673,1
"99","MK-1775","SIDM01163",1.949721,3.3111875,1
"100","Sorafenib","SIDM00094",4.49228,4.3349543,1
"101","WIKI4","SIDM00813",4.115607,0.6932879,1
"102","BMS-536924","SIDM00156",3.095135,2.490301,1
"103","LY2109761","SIDM00393",5.61415,1.2228773,1
"104","WIKI4","SIDM00205",3.654025,0.8739881,1
"105","Entospletinib","SIDM00833",5.575384,2.7713187,1
"106","LGK974","SIDM00343",4.0447195,5.0358906,1
"107","GDC0810","SIDM00302",5.208002,3.359346,1
"108","LGK974","SIDM00612",4.5903875,5.277118,1
"109","BMS-536924","SIDM00203",1.302424,0.67718697,1
"110","Sorafenib","SIDM00277",-1.424085,1.2001823,1
"111","Cisplatin","SIDM00326",2.638646,2.1028001,1
"112","Cisplatin","SIDM00905",2.18528333333333,2.028345,1
"113","WIKI4","SIDM01247",3.411874,1.4231976,1
"114","MIM1","SIDM00113",5.236097,4.68092,1
"115","Entospletinib","SIDM00929",3.289124,2.9310405,1
"116","LGK974","SIDM00137",4.3079575,4.522799,1
"117","MK-1775","SIDM01146",0.603677,2.2636492,1
"118","MIRA-1","SIDM00964",6.366225,4.682677,1
"119","LGK974","SIDM00534",2.602404,4.268384,1
"120","Entospletinib","SIDM00154",2.0514,1.7001852,1
"121","Oxaliplatin","SIDM00064",5.8683425,1.0904318,1
"122","Cisplatin","SIDM01007",3.55325233333333,1.7415899,1
"123","GDC0810","SIDM00181",5.745348,3.9178905,1
"124","Bortezomib","SIDM00465",-3.646512,2.5026045,1
"125","Fulvestrant","SIDM00864",4.10382933333333,3.5413854,1
"126","Sorafenib","SIDM00393",2.603132,2.2556193,1
"127","Oxaliplatin","SIDM00111",5.434399,1.2747874,1
"128","BMS-536924","SIDM00291",1.9841015,2.2914054,1
"129","Entospletinib","SIDM00551",2.279325,2.091085,1
"130","Cisplatin","SIDM00976",1.87210833333333,2.360156,1
"131","GDC0810","SIDM00195",4.988147,4.002044,1
"132","MIRA-1","SIDM01155",6.700481,5.7781253,1
"133","Bortezomib","SIDM00808",-5.6939755,0.5652547,1
"134","Bortezomib","SIDM00813",-5.087346,0.3238488,1
"135","LY2109761","SIDM00190",5.476123,2.8628612,1
"136","WIKI4","SIDM00659",3.038173,2.585728,1
"137","Bortezomib","SIDM01174",-3.799552,4.360097,1
"138","MIRA-1","SIDM00905",4.905862,4.6560464,1
"139","Cisplatin","SIDM00077",3.38030466666667,2.2396228,1
"140","GDC0810","SIDM00214",4.293846,3.679787,1
"141","Entospletinib","SIDM00973",4.424175,1.9306465,1
"142","LGK974","SIDM00576",2.508788,2.3808086,1
"143","LY2109761","SIDM00968",4.330641,2.6740134,1
"144","MIRA-1","SIDM00044",5.696241,5.810563,1
"145","MK-1775","SIDM00591",-0.424053,0.7899149,1
"146","LGK974","SIDM00859",2.171331,2.5922759,1
"147","WIKI4","SIDM00540",0.749129,0.90461,1
"148","WIKI4","SIDM01206",2.258782,0.23335525,1
"149","MIRA-1","SIDM00195",4.286122,4.8091297,1
"150","MIRA-1","SIDM00483",7.397263,6.329558,1
"151","Bortezomib","SIDM00537",-4.834036,1.4564966,1
"152","Entospletinib","SIDM00417",4.277612,2.534622,1
"153","LGK974","SIDM00176",4.662872,4.2399116,1
"154","MIRA-1","SIDM00064",5.214936,4.9510584,1
"155","Sorafenib","SIDM00875",2.771465,2.7074964,1
"156","Oxaliplatin","SIDM00190",5.759866,1.3367304,1
"157","MIRA-1","SIDM01114",5.219343,4.530668,1
"158","GDC0810","SIDM00094",5.804134,4.5330625,1
"159","WIKI4","SIDM00623",4.018454,2.0034747,1
"160","Bortezomib","SIDM01092",-4.902234,1.6268885,1
"161","Sorafenib","SIDM00323",1.950347,3.3159478,1
"162","MIRA-1","SIDM00251",5.964001,4.391866,1
"163","WIKI4","SIDM00837",2.846574,0.43422037,1
"164","Cisplatin","SIDM00967",4.06662266666667,2.6688879,1
"165","Entospletinib","SIDM00111",5.177424,2.865338,1
"166","MIRA-1","SIDM01183",6.054691,4.718468,1
"167","MIM1","SIDM00180",4.132666,2.05908,1
"168","Sorafenib","SIDM00841",2.724399,4.084056,1
"169","LY2109761","SIDM00407",3.715375,0.18680102,1
"170","Oxaliplatin","SIDM00121",2.3998195,-0.40659088,1
"171","LGK974","SIDM01114",3.508401,4.286759,1
"172","BMS-536924","SIDM00974",0.7108305,2.2086036,1
"173","MK-1775","SIDM00096",-1.671943,1.6892676,1
"174","LGK974","SIDM00623",2.8612335,4.074503,1
"175","MIRA-1","SIDM00241",3.97239,4.2056556,1
"176","Entospletinib","SIDM00677",4.500123,1.5435015,1
"177","MIRA-1","SIDM00411",7.413594,6.3486304,1
"178","WIKI4","SIDM00211",2.230729,-0.52234274,1
"179","GDC0810","SIDM00377",6.284406,4.171196,1
"180","BMS-536924","SIDM00294",2.805907,1.6988581,1
"181","GDC0810","SIDM00758",5.455362,3.4628832,1
"182","MIM1","SIDM00576",2.5892565,1.2983001,1
"183","MIM1","SIDM00258",2.9081725,2.2222292,1
"184","WIKI4","SIDM00826",3.667908,1.1658249,1
"185","Bortezomib","SIDM00627",-4.092524,2.0531816,1
"186","Bortezomib","SIDM00659",-5.482082,2.8777676,1
"187","LY2109761","SIDM01259",5.708691,1.2165247,1
"188","Oxaliplatin","SIDM01168",4.864938,1.8362718,1
"189","Fulvestrant","SIDM00203",4.20958466666667,3.4641995,1
"190","GDC0810","SIDM00958",4.048886,2.2566574,1
"191","GDC0810","SIDM00256",3.788929,2.4630854,1
"192","MIM1","SIDM00230",2.681586,1.8944982,1
"193","BMS-536924","SIDM00003",1.293377,2.0546646,1
"194","Cisplatin","SIDM00308",2.50137566666667,0.5702261,1
"195","BMS-536924","SIDM01168",2.282294,3.028233,1
"196","Fulvestrant","SIDM01042",2.528035,2.4869063,1
"197","Fulvestrant","SIDM01095",3.891611,3.1748161,1
"198","Fulvestrant","SIDM01145",2.6778145,2.9659474,1
"199","Cisplatin","SIDM00114",2.27740033333333,3.497261,1
"200","Oxaliplatin","SIDM00332",7.4651165,2.8521907,1
"201","LY2109761","SIDM00472",6.55587,3.1817102,1
"202","MK-1775","SIDM00783",0.757976,2.0178566,1
"203","MK-1775","SIDM01228",0.113128,2.9940794,1
"204","Entospletinib","SIDM00808",1.689908,1.5111356,1
"205","Cisplatin","SIDM00104",2.67493366666667,3.0441022,1
"206","Cisplatin","SIDM00101",4.43765066666667,3.6845794,1
"207","BMS-536924","SIDM00420",2.764048,1.4044689,1
"208","LGK974","SIDM00584",4.009641,4.6662,1
"209","MK-1775","SIDM00427",-1.917003,2.044902,1
"210","MIRA-1","SIDM00584",5.29915,5.793652,1
"211","Cisplatin","SIDM00379",2.529134,2.5087502,1
"212","Oxaliplatin","SIDM00534",4.912083,2.4057975,1
"213","Bortezomib","SIDM00835",-3.574759,4.075421,1
"214","Bortezomib","SIDM00394",-5.112275,2.6817868,1
"215","Cisplatin","SIDM00501",2.21753933333333,2.4151633,1
"216","LY2109761","SIDM00316",5.699664,2.1331966,1
"217","LGK974","SIDM00532",4.921738,4.6964226,1
"218","MIM1","SIDM00264",2.6642525,2.0393624,1
"219","BMS-536924","SIDM00262",1.00127,1.2720284,1
"220","WIKI4","SIDM01233",2.965499,2.1501412,1
"221","MIRA-1","SIDM00299",5.658231,5.6402116,1
"222","LGK974","SIDM00262",4.7499395,4.796806,1
"223","WIKI4","SIDM00896",4.151501,1.0672109,1
"224","BMS-536924","SIDM00655",1.5637575,1.4319913,1
"225","GDC0810","SIDM00393",4.588456,2.8304167,1
"226","MIM1","SIDM00091",4.364178,3.2655768,1
"227","Cisplatin","SIDM00375",0.919883333333333,2.1258862,1
"228","Sorafenib","SIDM00156",1.7130655,3.6631877,1
"229","Fulvestrant","SIDM01146",3.64505266666667,3.833666,1
"230","GDC0810","SIDM00202",4.803162,3.5564084,1
"231","Oxaliplatin","SIDM00623",4.2083035,1.3873427,1
"232","Oxaliplatin","SIDM00842",4.168295,0.916236,1
"233","Oxaliplatin","SIDM00677",1.7760415,1.2722847,1
"234","LY2109761","SIDM00490",5.87794,2.051727,1
"235","MK-1775","SIDM00584",0.902446,2.6863778,1
"236","Cisplatin","SIDM00388",3.035971,1.3544486,1
"237","WIKI4","SIDM00948",2.775125,2.4372609,1
"238","MK-1775","SIDM00837",0.306495,1.102196,1
"239","Cisplatin","SIDM00180",0.389721,1.6466931,1
"240","LY2109761","SIDM00367",3.935977,1.8741522,1
"241","Fulvestrant","SIDM00789",3.274134,3.8008325,1
"242","WIKI4","SIDM00113",6.579119,2.7845938,1
"243","LY2109761","SIDM00808",4.954051,1.2833214,1
"244","MIRA-1","SIDM00688",1.941842,2.4676077,1
"245","Cisplatin","SIDM00923",2.580521,2.1343763,1
"246","Fulvestrant","SIDM00267",4.583618,3.93186,1
"247","LY2109761","SIDM00243",4.132379,1.5562136,1
"248","LGK974","SIDM00487",2.7770725,3.7798882,1
"249","LY2109761","SIDM00287",4.325631,1.173634,1
"250","GDC0810","SIDM00410",4.523499,2.468397,1
"251","WIKI4","SIDM00289",2.416236,0.3691992,1
"252","Bortezomib","SIDM01140",-5.017031,0.77786857,1
"253","BMS-536924","SIDM00121",2.70985966666667,0.27309886,1
"254","Oxaliplatin","SIDM00917",2.188653,-0.5192688,1
"255","Fulvestrant","SIDM01073",3.73910566666667,3.88015,1
"256","MIM1","SIDM00120",3.378693,4.405067,1
"257","MK-1775","SIDM00632",-0.96393,2.0005693,1
"258","LGK974","SIDM00317",4.72747,6.030999,1
"259","Cisplatin","SIDM00668",0.237485,0.6032894,1
"260","Sorafenib","SIDM00964",3.012335,1.555731,1
"261","Sorafenib","SIDM01114",2.613168,3.720917,1
"262","GDC0810","SIDM01102",5.000745,3.0667324,1
"263","GDC0810","SIDM00323",4.604251,3.3656394,1
"264","LY2109761","SIDM00488",5.672061,2.387842,1
"265","WIKI4","SIDM00374",3.552694,1.2982793,1
"266","MIM1","SIDM00375",2.802578,3.626776,1
"267","GDC0810","SIDM00064",5.288375,3.5668147,1
"268","MIRA-1","SIDM00623",4.466915,4.193748,1
"269","Oxaliplatin","SIDM01093",5.6005405,2.214527,1
"270","MIRA-1","SIDM00410",3.986948,3.1760175,1
"271","MIRA-1","SIDM00488",5.710343,5.2347045,1
"272","LY2109761","SIDM00127",4.489238,2.2623818,1
"273","Entospletinib","SIDM00023",2.919166,2.6014454,1
"274","MK-1775","SIDM00276",0.69313,1.7749861,1
"275","WIKI4","SIDM01064",1.942038,1.975334,1
"276","MIM1","SIDM00371",4.433738,4.522952,1
"277","MK-1775","SIDM00974",1.757535,1.8568559,1
"278","LGK974","SIDM00517",3.0865375,4.625257,1
"279","Bortezomib","SIDM00198",-4.8653945,2.055467,1
"280","Oxaliplatin","SIDM00923",5.6810165,1.1421553,1
"281","GDC0810","SIDM00659",5.657819,3.77791,1
"282","Sorafenib","SIDM00969",-0.634442,3.2134626,1
"283","GDC0810","SIDM00261",3.590424,2.5475292,1
"284","BMS-536924","SIDM00783",0.97368,1.6840755,1
"285","MIM1","SIDM00276",3.824701,2.641446,1
"286","MIM1","SIDM00659",4.0376355,3.1968696,1
"287","Cisplatin","SIDM00544",1.00041,1.9402304,1
"288","Sorafenib","SIDM01149",1.692076,2.7558992,1
"289","LGK974","SIDM01229",3.6020445,4.172608,1
"290","LY2109761","SIDM00323",4.635486,1.9606295,1
"291","MIRA-1","SIDM00621",5.842539,4.4083548,1
"292","BMS-536924","SIDM00154",1.0831485,0.72570574,1
"293","MK-1775","SIDM00905",-0.809225,3.2123086,1
"294","Sorafenib","SIDM00441",1.4867635,2.207597,1
"295","MIM1","SIDM00195",4.0748295,2.7350388,1
"296","GDC0810","SIDM00964",5.254574,2.7390087,1
"297","WIKI4","SIDM01168",4.326807,2.2400327,1
"298","LY2109761","SIDM00111",5.29823,2.8025353,1
"299","GDC0810","SIDM00367",5.462093,2.6896563,1
"300","WIKI4","SIDM00424",3.460579,1.2217906,1
"301","MIM1","SIDM00412",3.561153,0.4520954,1
"302","LY2109761","SIDM00810",5.12887,2.110488,1
"303","Sorafenib","SIDM00118",1.4481305,2.723601,1
"304","GDC0810","SIDM00948",5.184961,3.0667827,1
"305","Bortezomib","SIDM00381",-3.554851,2.865284,1
"306","Sorafenib","SIDM00317",6.734952,5.196746,1
"307","LY2109761","SIDM01122",5.96758,2.8712144,1
"308","MIRA-1","SIDM00599",5.135566,4.3185534,1
"309","WIKI4","SIDM00064",3.773458,1.9729581,1
"310","Bortezomib","SIDM00269",-5.116107,1.1143973,1
"311","Bortezomib","SIDM01122",-3.460006,3.5298202,1
"312","Entospletinib","SIDM01251",2.929965,1.0568155,1
"313","GDC0810","SIDM00234",5.0627,2.2100928,1
"314","WIKI4","SIDM00261",3.322092,-0.3041274,1
"315","LY2109761","SIDM00964",1.956833,1.472672,1
"316","LGK974","SIDM00371",3.5872545,4.641886,1
"317","BMS-536924","SIDM00489",1.1514535,1.0776396,1
"318","MK-1775","SIDM00565",2.115071,3.2663422,1
"319","Oxaliplatin","SIDM00082",6.118583,1.1324162,1
"320","LGK974","SIDM00875",2.6257815,3.8552558,1
"321","BMS-536924","SIDM00659",2.699304,1.3879166,1
"322","Entospletinib","SIDM00863",1.932062,1.7348832,1
"323","MK-1775","SIDM00900",-1.399658,1.2784876,1
"324","MIRA-1","SIDM00120",6.416831,5.8058953,1
"325","LY2109761","SIDM00535",6.795691,2.1182194,1
"326","MIM1","SIDM00350",3.710919,3.5361989,1
"327","GDC0810","SIDM00289",4.528267,2.3040378,1
"328","Sorafenib","SIDM01251",2.0338955,1.9462857,1
"329","MIRA-1","SIDM00287",2.006098,2.7715614,1
"330","Oxaliplatin","SIDM00374",4.316079,0.117812954,1
"331","MIM1","SIDM00045",3.545006,0.6975637,1
"332","Bortezomib","SIDM00242",-5.328541,1.6918571,1
"333","Sorafenib","SIDM00251",2.848261,3.4242947,1
"334","GDC0810","SIDM00291",5.977976,3.4414685,1
"335","LY2109761","SIDM00201",4.958346,0.31500524,1
"336","Entospletinib","SIDM00420",3.211793,2.9091308,1
"337","Cisplatin","SIDM00367",1.02978133333333,1.4392664,1
"338","LGK974","SIDM00591",3.6798495,3.4241385,1
"339","Bortezomib","SIDM00292",-2.1060805,4.935118,1
"340","BMS-536924","SIDM00316",2.9585265,1.0204381,1
"341","Oxaliplatin","SIDM01114",4.4099485,0.94022065,1
"342","Bortezomib","SIDM00233",-6.017464,0.6832975,1
"343","GDC0810","SIDM00905",4.622325,2.9409802,1
"344","LGK974","SIDM00323",3.253751,3.3442194,1
"345","MK-1775","SIDM00599",-0.690052,0.84321994,1
"346","WIKI4","SIDM00970",3.245166,1.2818156,1
"347","Cisplatin","SIDM00968",2.83168366666667,1.6831038,1
"348","GDC0810","SIDM00889",4.506215,3.3076656,1
"349","Entospletinib","SIDM00758",3.191785,1.9509872,1
"350","LGK974","SIDM01237",3.22636,4.81722,1
"351","Cisplatin","SIDM00293",3.567376,2.6292439,1
"352","Oxaliplatin","SIDM00540",4.6040945,1.100306,1
"353","Fulvestrant","SIDM00612",5.076758,4.2084856,1
"354","MK-1775","SIDM00362",-1.417054,1.1800958,1
"355","LGK974","SIDM01098",3.26949,3.4265902,1
"356","MIM1","SIDM00364",3.070261,1.5489459,1
"357","Cisplatin","SIDM00227",1.85845533333333,2.4643116,1
"358","LY2109761","SIDM00156",5.494366,2.585663,1
"359","MIM1","SIDM00199",3.6526725,3.411291,1
"360","WIKI4","SIDM00606",4.694425,2.35733,1
"361","LY2109761","SIDM00309",5.366565,2.600609,1
"362","GDC0810","SIDM01122",4.562704,4.1892295,1
"363","Fulvestrant","SIDM00466",4.849615,5.469729,1
"364","Oxaliplatin","SIDM00091",4.0598405,1.794742,1
"365","MIM1","SIDM00929",3.4975985,4.004642,1
"366","GDC0810","SIDM00103",6.228486,4.3936257,1
"367","Sorafenib","SIDM00211",-1.6481095,2.1961586,1
"368","LY2109761","SIDM00631",5.34662,1.8624697,1
"369","GDC0810","SIDM00100",5.697805,4.8222055,1
"370","Entospletinib","SIDM00091",3.019135,2.8879144,1
"371","MIM1","SIDM00103",3.241037,3.548773,1
"372","MIRA-1","SIDM00262",5.216181,5.2658496,1
"373","Oxaliplatin","SIDM00102",5.9106645,2.2173097,1
"374","Fulvestrant","SIDM00260",2.94795066666667,4.0328794,1
"375","MIRA-1","SIDM00448",4.883614,3.9613163,1
"376","BMS-536924","SIDM00047",1.353705,0.62601787,1
"377","MIRA-1","SIDM00202",5.16672,4.0017095,1
"378","Sorafenib","SIDM00627",2.574094,2.4895835,1
"379","MK-1775","SIDM00833",0.338265,3.0208933,1
"380","LGK974","SIDM00197",3.566672,3.6888425,1
"381","Fulvestrant","SIDM00520",4.129599,3.8840854,1
"382","Sorafenib","SIDM00817",2.949706,3.2234683,1
"383","Fulvestrant","SIDM00241",2.439188,2.684889,1
"384","LY2109761","SIDM00285",4.799936,1.4067657,1
"385","Bortezomib","SIDM00834",-4.487714,3.3630905,1
"386","LGK974","SIDM00596",3.4252845,4.8811765,1
"387","Fulvestrant","SIDM00127",4.50722666666667,4.1477633,1
"388","Oxaliplatin","SIDM01247",3.626215,0.7889289,1
"389","Entospletinib","SIDM00096",1.870177,0.5009197,1
"390","BMS-536924","SIDM00465",2.3131505,1.7115186,1
"391","Oxaliplatin","SIDM00837",2.5972415,1.1004925,1
"392","Entospletinib","SIDM00098",4.652878,2.6138322,1
"393","Fulvestrant","SIDM01093",3.69158,3.9725187,1
"394","Fulvestrant","SIDM00967",4.53654033333333,4.579407,1
"395","LY2109761","SIDM00205",5.079471,0.43622667,1
"396","Entospletinib","SIDM00310",3.800207,2.5591762,1
"397","MIRA-1","SIDM00537",4.61754,4.482756,1
"398","Sorafenib","SIDM00561",2.2465615,2.4979,1
"399","Cisplatin","SIDM00973",1.756971,1.4630835,1
"400","Sorafenib","SIDM00285",1.575171,2.9761648,1
"401","MIRA-1","SIDM00367",5.05893,3.4706776,1
"402","BMS-536924","SIDM01206",2.81425833333333,1.2130399,1
"403","MIRA-1","SIDM01248",4.623485,5.289431,1
"404","LY2109761","SIDM01237",6.275652,3.3767347,1
"405","GDC0810","SIDM00900",4.710442,3.1422236,1
"406","MIM1","SIDM00381",4.2348125,3.6677363,1
"407","Fulvestrant","SIDM00293",4.01438066666667,3.7778609,1
"408","LGK974","SIDM01093",2.786494,4.7364755,1
"409","Bortezomib","SIDM00251",-5.080536,2.2027261,1
"410","MK-1775","SIDM00242",0.031211,0.74013656,1
"411","Fulvestrant","SIDM00364",3.20933466666667,3.3164437,1
"412","Bortezomib","SIDM01126",-4.571586,2.7057502,1
"413","Cisplatin","SIDM00606",2.38985533333333,2.1494606,1
"414","Entospletinib","SIDM00114",5.761527,3.2771463,1
"415","Entospletinib","SIDM00195",3.861656,1.5841721,1
"416","MIRA-1","SIDM00864",5.762342,4.9551234,1
"417","Oxaliplatin","SIDM00968",3.9495775,0.9275407,1
"418","Sorafenib","SIDM00234",1.451633,2.3864083,1
"419","MIM1","SIDM00417",4.2543975,3.8883731,1
"420","Bortezomib","SIDM00935",-4.784417,1.2090724,1
"421","LY2109761","SIDM00346",3.422311,1.8303727,1
"422","Fulvestrant","SIDM01098",3.5705385,3.7329006,1
"423","LY2109761","SIDM00180",6.067447,1.6829295,1
"424","Sorafenib","SIDM00424",0.607177,2.4940398,1
"425","Bortezomib","SIDM00201",-4.888302,0.6800117,1
"426","Bortezomib","SIDM01090",-6.2005365,1.5794069,1
"427","Fulvestrant","SIDM00244",2.895194,3.5906427,1
"428","WIKI4","SIDM00350",5.588529,1.8081979,1
"429","WIKI4","SIDM00814",3.783762,1.1493065,1
"430","BMS-536924","SIDM00422",1.015812,1.2928046,1
"431","MIM1","SIDM00302",3.5503815,2.4044428,1
"432","Fulvestrant","SIDM01233",5.06386166666667,4.230496,1
"433","MIRA-1","SIDM00591",4.878254,3.9419696,1
"434","Sorafenib","SIDM00364",1.679194,2.445543,1
"435","LGK974","SIDM00427",1.8315185,3.1688583,1
"436","LY2109761","SIDM00082",4.417486,2.7415407,1
"437","Sorafenib","SIDM00789",2.398746,2.8056138,1
"438","LGK974","SIDM00311",3.988596,4.2725263,1
"439","MIM1","SIDM00612",4.0305,4.432278,1
"440","Bortezomib","SIDM00846",-3.881372,2.60248,1
"441","Fulvestrant","SIDM00056",4.137465,4.038441,1
"442","WIKI4","SIDM01126",4.371902,1.2635071,1
"443","Bortezomib","SIDM00261",-6.4939785,0.4651956,1
"444","LY2109761","SIDM00885",3.579169,2.4551964,1
"445","MIRA-1","SIDM00218",7.626359,7.3803205,1
"446","Sorafenib","SIDM01205",2.7394455,3.1843088,1
"447","Cisplatin","SIDM00483",4.212308,2.6216338,1
"448","MIM1","SIDM00244",2.4808775,0.9100751,1
"449","MIM1","SIDM00530",3.940406,3.0475543,1
"450","WIKI4","SIDM01198",4.788044,0.23054016,1
"451","Sorafenib","SIDM01145",0.89583,2.1799214,1
"452","MK-1775","SIDM00197",0.137417,1.614126,1
"453","Bortezomib","SIDM00496",-6.106472,2.6166108,1
"454","LY2109761","SIDM00100",6.055844,3.2122285,1
"455","Fulvestrant","SIDM00465",3.95763966666667,4.3600593,1
"456","MIM1","SIDM00047",3.25604,2.2365856,1
"457","Cisplatin","SIDM00543",3.40754266666667,1.9232059,1
"458","Fulvestrant","SIDM00549",3.19865066666667,3.749367,1
"459","GDC0810","SIDM01245",4.596039,2.0867562,1
"460","LGK974","SIDM00214",3.395594,4.237268,1
"461","Entospletinib","SIDM00584",2.806703,2.966815,1
"462","BMS-536924","SIDM00976",1.9572185,1.3417845,1
"463","LGK974","SIDM00302",4.576222,4.40111,1
"464","Sorafenib","SIDM01102",0.577125,2.9854934,1
"465","MIM1","SIDM00483",5.4178315,4.211321,1
"466","Entospletinib","SIDM00422",2.728865,0.88844866,1
