"","drug","cell_line","IC50","prediction","fold"
"92","Pevonedistat","SIDM01161",-0.3630345,0.34863174,1
"93","AZD6738","SIDM01114",0.728305,1.6388972,1
"94","5-Fluorouracil","SIDM00332",5.864709,4.1545596,1
"95","Buparlisib","SIDM00136",1.140482,2.510568,1
"96","VE821","SIDM00551",3.260586,3.4799976,1
"97","VE-822","SIDM00565",5.373851,3.9435098,1
"98","ABT737","SIDM01093",3.100827,3.3348749,1
"99","Cyclophosphamide","SIDM01090",4.693715,4.7936387,1
"100","LCL161","SIDM00332",5.9473565,4.5410237,1
"101","Irinotecan","SIDM01114",1.554381,2.9235923,1
"102","GSK2606414","SIDM00064",3.139338,4.558887,1
"103","LGK974","SIDM00496",3.1396395,3.2595,1
"104","NVP-ADW742","SIDM00699",2.261397,2.8566587,1
"105","RO-3306","SIDM00332",4.699782,3.549473,1
"106","Sorafenib","SIDM00094",4.49228,3.7980213,1
"107","ML323","SIDM00332",5.15555,4.987263,1
"108","NVP-ADW742","SIDM00539",4.1592,3.9451406,1
"109","Dabrafenib","SIDM01247",4.1038535,2.0161197,1
"110","SB505124","SIDM01233",1.638235,4.3622317,1
"111","PD173074","SIDM01093",4.255533,3.608893,1
"112","Obatoclax Mesylate","SIDM00291",-1.0416785,2.9784746,1
"113","AZD7762","SIDM00539",-0.516174666666667,0.66850793,1
"114","Rapamycin","SIDM00174",-3.052181,1.7783109,1
"115","Epirubicin","SIDM01175",1.486215,2.1674259,1
"116","P22077","SIDM00539",4.655571,5.571909,1
"117","Temozolomide","SIDM00517",5.836973,7.0325007,1
"118","ABT737","SIDM00120",4.30424,3.5908334,1
"119","Gemcitabine","SIDM00565",-3.45441533333333,-2.8113396,1
"120","Cediranib","SIDM00537",1.898705,3.3120496,1
"121","GSK2606414","SIDM00758",4.856177,4.3448033,1
"122","Linsitinib","SIDM00094",3.7899405,3.6329448,1
"123","AZD5363","SIDM00520",3.259521,3.849081,1
"124","Sepantronium bromide","SIDM00539",-4.712461,-3.532365,1
"125","EPZ004777","SIDM01247",4.348324,3.7950447,1
"126","Trametinib","SIDM00551",-2.325783,1.8242335,1
"127","I-BRD9","SIDM01247",2.615107,3.557845,1
"128","WIKI4","SIDM01247",3.411874,3.6615853,1
"129","Oxaliplatin","SIDM00064",5.8683425,5.5895057,1
"130","Sepantronium bromide","SIDM01233",-2.7867185,-3.3913298,1
"131","Pevonedistat","SIDM01233",2.716201,2.8361576,1
"132","Buparlisib","SIDM01175",2.449899,1.613098,1
"133","GSK2578215A","SIDM00064",4.784005,5.474518,1
"134","Alisertib","SIDM00537",1.975315,3.2257807,1
"135","Leflunomide","SIDM00758",5.229327,5.789654,1
"136","Sapitinib","SIDM00837",1.067511,3.8189619,1
"137","BMS-536924","SIDM00291",1.9841015,2.2994747,1
"138","AZD3759","SIDM00291",3.712181,3.29418,1
"139","Entospletinib","SIDM00551",2.279325,4.7147465,1
"140","AZD7762","SIDM00094",0.15812,0.050761677,1
"141","Palbociclib","SIDM00174",1.225769,2.3303874,1
"142","Dasatinib","SIDM00758",3.635058,1.3983862,1
"143","Crizotinib","SIDM00699",3.05879,3.1750185,1
"144","AZD3759","SIDM00565",3.376014,2.6370683,1
"145","MK-2206","SIDM00565",3.4983075,2.2491858,1
"146","Wnt-C59","SIDM00837",4.1378645,3.7279456,1
"147","Erlotinib","SIDM00120",3.993615,3.6707036,1
"148","Alpelisib","SIDM00244",0.631542,4.1808147,1
"149","Crizotinib","SIDM01093",4.117038,4.2587833,1
"150","GSK2578215A","SIDM00120",5.874693,5.85659,1
"151","Nutlin-3a (-)","SIDM00539",5.31268,5.750986,1
"152","Vinorelbine","SIDM00561",-4.5537775,-2.6476524,1
"153","Niraparib","SIDM01247",4.174438,2.7853236,1
"154","AT13148","SIDM01161",2.380332,3.55631,1
"155","Temozolomide","SIDM00758",7.209448,6.962639,1
"156","Cisplatin","SIDM00077",3.38030466666667,3.83304,1
"157","I-BET-762","SIDM01093",4.418742,4.4788213,1
"158","AZD6482","SIDM00332",3.03652966666667,2.2997673,1
"159","I-BRD9","SIDM00496",4.859927,5.012411,1
"160","Dasatinib","SIDM00561",-0.770378,-0.91269326,1
"161","Entinostat","SIDM00520",1.829342,4.1577406,1
"162","Nutlin-3a (-)","SIDM00120",5.402116,5.494151,1
"163","Wee1 Inhibitor","SIDM01093",4.0597645,3.3724563,1
"164","NVP-ADW742","SIDM00561",2.666318,2.1537013,1
"165","MN-64","SIDM01233",6.73699,5.290169,1
"166","Vorinostat","SIDM01161",1.5491935,2.4768732,1
"167","Bortezomib","SIDM00537",-4.834036,-3.7409894,1
"168","MIRA-1","SIDM00064",5.214936,6.1823173,1
"169","Olaparib","SIDM00699",4.19111766666667,3.948086,1
"170","MIRA-1","SIDM01114",5.219343,5.91844,1
"171","GDC0810","SIDM00094",5.804134,5.4896426,1
"172","Wnt-C59","SIDM01114",3.197821,3.7059834,1
"173","I-BET-762","SIDM00793",2.609272,3.0275855,1
"174","WIKI4","SIDM00837",2.846574,4.7601223,1
"175","LCL161","SIDM01161",4.3976345,4.2350492,1
"176","AMG-319","SIDM00565",5.371688,-1.2604707,1
"177","Venetoclax","SIDM00077",3.904573,4.319009,1
"178","LCL161","SIDM00719",3.874188,4.8340044,1
"179","PD173074","SIDM00094",3.2926815,3.5449643,1
"180","Irinotecan","SIDM01090",2.114247,2.7244418,1
"181","Venetoclax","SIDM00758",3.324595,4.360562,1
"182","Taselisib","SIDM01093",3.136874,3.7474215,1
"183","LGK974","SIDM01114",3.508401,3.982845,1
"184","ML323","SIDM00244",4.300929,5.4038067,1
"185","Niraparib","SIDM00291",4.608738,4.7525206,1
"186","Luminespib","SIDM01229",-2.141788,0.10270399,1
"187","Vorinostat","SIDM01247",0.325493,1.0985893,1
"188","OTX015","SIDM00699",5.559069,3.4239419,1
"189","Cyclophosphamide","SIDM00520",5.858395,5.1356306,1
"190","Entinostat","SIDM00793",1.369228,2.5011957,1
"191","GDC0810","SIDM00758",5.455362,5.149866,1
"192","Tamoxifen","SIDM00064",3.46596,4.682762,1
"193","BIBR-1532","SIDM01175",6.090111,5.5056343,1
"194","I-BRD9","SIDM00064",4.481404,5.3609824,1
"195","PF-4708671","SIDM00332",5.5158515,4.592348,1
"196","Dabrafenib","SIDM00561",2.9149185,2.110315,1
"197","GSK591","SIDM01161",3.867942,5.036334,1
"198","EPZ5676","SIDM00244",5.224741,6.280118,1
"199","PD173074","SIDM00077",1.904974,3.238329,1
"200","Pevonedistat","SIDM00332",1.5171675,1.131388,1
"201","AGI-6780","SIDM01175",4.273481,3.1435578,1
"202","Linsitinib","SIDM00244",0.0718865,2.0825813,1
"203","Navitoclax","SIDM01247",-0.1776315,0.29761714,1
"204","AZD5582","SIDM00077",4.5508895,3.7089827,1
"205","Entinostat","SIDM01114",2.492756,3.5770905,1
"206","GSK2578215A","SIDM00758",5.642325,5.4487896,1
"207","AZD7762","SIDM00332",0.330726666666667,-0.026442453,1
"208","UMI-77","SIDM00332",3.87314,4.021437,1
"209","MK-2206","SIDM01161",3.4738185,2.4340456,1
"210","Epirubicin","SIDM00244",-2.936977,1.9812207,1
"211","GSK2578215A","SIDM00699",6.14568,4.644524,1
"212","Dabrafenib","SIDM00793",3.3887125,2.4734015,1
"213","Oxaliplatin","SIDM00332",7.4651165,4.9477425,1
"214","BIBR-1532","SIDM00551",5.650025,5.443959,1
"215","Vinblastine","SIDM00136",-4.055173,-2.600313,1
"216","EPZ5676","SIDM00719",6.506979,6.417102,1
"217","Pictilisib","SIDM00561",0.193208,0.67559075,1
"218","EPZ004777","SIDM00174",5.738337,5.4984517,1
"219","Taselisib","SIDM00244",-0.848081,2.4546545,1
"220","AGI-5198","SIDM00520",4.971823,5.892197,1
"221","Dabrafenib","SIDM00077",4.894101,3.233271,1
"222","Dinaciclib","SIDM00539",-3.356875,-1.1254559,1
"223","I-BRD9","SIDM00291",3.621944,5.403722,1
"224","AGI-5198","SIDM01090",4.799704,5.1273713,1
"225","Ulixertinib","SIDM00520",2.3962885,3.3217354,1
"226","Nilotinib","SIDM01093",4.421954,3.8522475,1
"227","WIKI4","SIDM01233",2.965499,5.040051,1
"228","ABT737","SIDM00837",0.126189,3.0856705,1
"229","NVP-ADW742","SIDM00793",2.760293,2.3072503,1
"230","OF-1","SIDM01229",4.361306,3.8473585,1
"231","Olaparib","SIDM01233",5.17296566666667,4.8449802,1
"232","Vinblastine","SIDM00077",-4.8963305,-3.866914,1
"233","Wee1 Inhibitor","SIDM01229",1.301804,2.2357879,1
"234","Temozolomide","SIDM01247",5.040118,5.261388,1
"235","Dactinomycin","SIDM01175",-1.064913,1.4018147,1
"236","Trametinib","SIDM00094",-0.5363785,2.50273,1
"237","Paclitaxel","SIDM00496",-3.366445,0.31650576,1
"238","Erlotinib","SIDM01093",3.790343,3.540151,1
"239","Irinotecan","SIDM00291",3.476048,3.6384764,1
"240","Afatinib","SIDM00758",2.73434566666667,3.1891263,1
"241","UMI-77","SIDM00064",2.164365,4.0795636,1
"242","Palbociclib","SIDM00539",4.109158,2.8094559,1
"243","OF-1","SIDM00094",5.418012,4.82013,1
"244","Docetaxel","SIDM00064",-4.91611233333333,-2.468656,1
"245","Sepantronium bromide","SIDM00120",-5.288781,-4.3832107,1
"246","AZ960","SIDM00244",-0.064457,3.2085035,1
"247","GSK2606414","SIDM00561",3.382193,2.92462,1
"248","Cyclophosphamide","SIDM00793",4.424327,4.1145754,1
"249","GSK2578215A","SIDM00537",5.117377,5.438452,1
"250","Crizotinib","SIDM00719",3.8888715,3.7356951,1
"251","MK-1775","SIDM00837",0.306495,1.2920252,1
"252","Afuresertib","SIDM01247",1.458759,1.8512104,1
"253","Nutlin-3a (-)","SIDM00758",5.610665,4.836604,1
"254","Taselisib","SIDM00565",2.054154,1.8405592,1
"255","Wee1 Inhibitor","SIDM00291",1.773855,3.007976,1
"256","Leflunomide","SIDM00517",6.710536,5.877824,1
"257","AZD3759","SIDM00517",0.186082,3.077698,1
"258","Gefitinib","SIDM00539",1.323068,2.435356,1
"259","Osimertinib","SIDM01090",2.991317,1.5351768,1
"260","PD173074","SIDM01233",3.350781,3.9087293,1
"261","VE821","SIDM00561",2.877619,1.8854975,1
"262","GSK2606414","SIDM01090",2.849564,4.196965,1
"263","Olaparib","SIDM00758",5.03895,4.418276,1
"264","Sepantronium bromide","SIDM00537",-1.5303005,-3.338618,1
"265","AZD5582","SIDM00517",2.2722085,3.4118037,1
"266","AZD5582","SIDM00551",0.8413235,3.792778,1
"267","VE-822","SIDM01229",3.240738,3.1942174,1
"268","Daporinad","SIDM01175",0.732144,2.5686595,1
"269","Erlotinib","SIDM00565",2.709861,2.6895368,1
"270","MIM1","SIDM00120",3.378693,3.7811978,1
"271","GSK591","SIDM01229",2.819757,4.3914857,1
"272","AZD4547","SIDM01247",1.35508766666667,1.8417287,1
"273","AGI-6780","SIDM00539",2.4578655,3.4599836,1
"274","PFI3","SIDM00094",5.203579,5.8905063,1
"275","Lapatinib","SIDM00291",2.556583,3.5184882,1
"276","AGI-5198","SIDM00064",4.789741,5.456488,1
"277","WZ4003","SIDM00699",4.481067,3.7786684,1
"278","Ulixertinib","SIDM00699",3.799181,3.0704129,1
"279","AZD4547","SIDM00537",3.52006566666667,3.303046,1
"280","SB216763","SIDM00537",4.288856,4.1549263,1
"281","Paclitaxel","SIDM00291",-3.909668,1.8252989,1
"282","I-BRD9","SIDM00094",4.405506,5.6996236,1
"283","Savolitinib","SIDM00077",2.582096,4.558817,1
"284","Sorafenib","SIDM01114",2.613168,3.0464804,1
"285","XAV939","SIDM01090",4.12943,4.059247,1
"286","Alpelisib","SIDM00136",2.282329,5.0358496,1
"287","AZD4547","SIDM00758",3.33935933333333,3.1872318,1
"288","NVP-ADW742","SIDM00136",1.011518,3.9529436,1
"289","ABT737","SIDM00136",2.532962,3.7785842,1
"290","Temozolomide","SIDM01175",6.98352,6.5694685,1
"291","I-BRD9","SIDM00561",2.611557,3.47551,1
"292","5-Fluorouracil","SIDM00291",4.162526,4.112996,1
"293","Cediranib","SIDM00565",2.842635,2.971987,1
"294","GSK2578215A","SIDM01233",5.269113,5.904407,1
"295","Alisertib","SIDM01161",-0.280376,2.9886386,1
"296","GDC0810","SIDM00064",5.288375,5.172085,1
"297","ML323","SIDM00793",3.577872,4.1302996,1
"298","Oxaliplatin","SIDM01093",5.6005405,5.609661,1
"299","PD0325901","SIDM01233",-1.518136,1.4469565,1
"300","UMI-77","SIDM00136",3.307341,4.672715,1
"301","Luminespib","SIDM01114",-3.888705,-0.48555884,1
"302","PD173074","SIDM00537",3.1865935,3.252642,1
"303","Venetoclax","SIDM01114",2.285853,3.9939256,1
"304","Erlotinib","SIDM00332",3.9668895,2.9334793,1
"305","BIBR-1532","SIDM01090",5.125707,5.043708,1
"306","XAV939","SIDM00551",4.3671715,4.1964984,1
"307","LGK974","SIDM00517",3.0865375,3.9098885,1
"308","Ibrutinib","SIDM00758",5.949609,4.57179,1
"309","Savolitinib","SIDM00332",4.654652,4.4874973,1
"310","PRT062607","SIDM01161",2.633505,4.1943216,1
"311","Leflunomide","SIDM00551",5.038047,5.6187177,1
"312","LGK974","SIDM01229",3.6020445,3.8352482,1
"313","I-BET-762","SIDM01247",2.216577,2.6571386,1
"314","Paclitaxel","SIDM00332",-0.810939,1.0725225,1
"315","PCI-34051","SIDM01229",3.845539,3.0318186,1
"316","Epirubicin","SIDM01247",-0.912797,0.3750032,1
"317","Irinotecan","SIDM01161",0.976185,2.5412285,1
"318","MK-8776","SIDM00537",2.840285,4.3853083,1
"319","Nutlin-3a (-)","SIDM00077",4.806873,4.8403454,1
"320","EPZ5676","SIDM00136",7.112669,6.6262026,1
"321","Gefitinib","SIDM00837",-0.3648485,2.5378785,1
"322","Vinorelbine","SIDM00520",-1.97683,-0.28332698,1
"323","RVX-208","SIDM01247",3.533613,4.575428,1
"324","OF-1","SIDM00719",6.969681,4.6685615,1
"325","IWP-2","SIDM01114",3.088013,3.5172791,1
"326","PD173074","SIDM00758",3.679622,3.3434248,1
"327","Dinaciclib","SIDM01093",-2.5897,-1.1740087,1
"328","WIKI4","SIDM00064",3.773458,4.5673313,1
"329","AZD6738","SIDM00496",0.7788355,1.3872361,1
"330","AMG-319","SIDM01114",4.85507,-1.3513308,1
"331","Venetoclax","SIDM00699",1.681044,3.0115182,1
"332","Nilotinib","SIDM00332",3.2089565,3.5387442,1
"333","PCI-34051","SIDM00561",2.624557,2.551368,1
"334","Cytarabine","SIDM00064",1.31733,4.3305616,1
"335","Epirubicin","SIDM00077",-0.733827,1.9687994,1
"336","Paclitaxel","SIDM01093",0.037221,2.71372,1
"337","MK-1775","SIDM00565",2.115071,1.4365277,1
"338","Olaparib","SIDM00136",5.06585833333333,4.7198763,1
"339","Vorinostat","SIDM00174",2.225614,2.3830163,1
"340","Sepantronium bromide","SIDM00699",-4.04802,-3.5395904,1
"341","VE-822","SIDM00758",3.290354,4.3951116,1
"342","Temozolomide","SIDM00077",6.223586,6.7426014,1
"343","OTX015","SIDM00291",2.521614,3.1002553,1
"344","VE821","SIDM00537",2.423396,3.4347522,1
"345","Irinotecan","SIDM00496",4.132536,2.4002633,1
"346","Afuresertib","SIDM00699",3.628326,2.5999079,1
"347","Foretinib","SIDM00174",-0.0665445,2.9378417,1
"348","MIRA-1","SIDM00120",6.416831,6.358719,1
"349","Dactinomycin","SIDM01161",-5.074141,0.9141787,1
"350","EPZ5676","SIDM01161",5.541078,6.301416,1
"351","IWP-2","SIDM00758",3.383455,3.4728997,1
"352","PLX-4720","SIDM00539",4.92038366666667,5.3104515,1
"353","BIBR-1532","SIDM00174",5.212677,5.5747614,1
"354","Alpelisib","SIDM00174",0.606456,4.4485006,1
"355","GDC0810","SIDM00291",5.977976,5.2461023,1
"356","MK-2206","SIDM01114",2.949582,2.624069,1
"357","Gefitinib","SIDM00565",1.1261785,1.9133663,1
"358","AZD5582","SIDM00758",2.069595,3.39679,1
"359","Osimertinib","SIDM00539",1.239384,2.3836608,1
"360","Nutlin-3a (-)","SIDM00551",5.1432595,5.5694165,1
"361","SCH772984","SIDM00758",0.730977,3.2298863,1
"362","Oxaliplatin","SIDM01114",4.4099485,5.24613,1
"363","Navitoclax","SIDM00699",0.0431379999999999,0.9919394,1
"364","LCL161","SIDM01175",5.1582035,4.116767,1
"365","Savolitinib","SIDM00136",3.95618,5.085544,1
"366","Epirubicin","SIDM00793",-2.60882,0.9913671,1
"367","Afatinib","SIDM00064",2.19445766666667,4.196738,1
"368","VE-822","SIDM00136",0.502373,4.715374,1
"369","VE821","SIDM00539",4.509569,4.011243,1
"370","IWP-2","SIDM00719",3.375499,3.60238,1
"371","5-Fluorouracil","SIDM00517",2.793949,4.447689,1
"372","MN-64","SIDM00561",4.026259,3.8277674,1
"373","Sabutoclax","SIDM00520",0.572866,3.3606994,1
"374","Niraparib","SIDM00539",5.459238,5.667494,1
"375","Entospletinib","SIDM00758",3.191785,4.5796175,1
"376","VE821","SIDM00136",2.288837,3.8810532,1
"377","Linsitinib","SIDM01229",0.6094025,1.3119467,1
"378","AZD6738","SIDM01187",3.355016,3.0629346,1
"379","PLX-4720","SIDM00136",1.79059333333333,5.511281,1
"380","Uprosertib","SIDM01114",3.1126045,3.4045768,1
"381","Obatoclax Mesylate","SIDM01233",0.347784,4.9729815,1
"382","Niraparib","SIDM00496",5.267592,3.8307073,1
"383","Afuresertib","SIDM00244",1.799994,3.2296984,1
"384","VE-822","SIDM00793",2.051568,1.9634404,1
"385","WEHI-539","SIDM01161",4.774281,4.7046986,1
"386","AZD5363","SIDM00496",3.966998,2.7425516,1
"387","Nilotinib","SIDM00758",3.3607845,3.3677914,1
"388","Wee1 Inhibitor","SIDM01114",1.678641,2.9146593,1
"389","Temozolomide","SIDM00565",5.9570325,6.726526,1
"390","Docetaxel","SIDM01233",-2.41953466666667,-1.1817564,1
"391","AGI-5198","SIDM01114",4.83909,5.2105565,1
"392","GSK2606414","SIDM00793",4.311425,3.0611608,1
"393","Nutlin-3a (-)","SIDM00517",4.780837,4.8796234,1
"394","Dasatinib","SIDM00551",1.450782,0.64282,1
"395","Vorinostat","SIDM00537",1.534206,2.482054,1
"396","Tamoxifen","SIDM01187",3.937792,4.8962154,1
"397","PD173074","SIDM00551",3.696737,3.5380332,1
"398","Fulvestrant","SIDM00520",4.129599,4.0801644,1
"399","Entinostat","SIDM00291",2.786268,3.593177,1
"400","MK-2206","SIDM01175",3.697299,2.5804694,1
"401","P22077","SIDM01247",4.200685,3.2278292,1
"402","Dasatinib","SIDM00793",0.336026,0.88305986,1
"403","PCI-34051","SIDM00174",3.768575,4.7189913,1
"404","Foretinib","SIDM01187",1.9900015,3.3971436,1
"405","GSK1904529A","SIDM01093",3.8783655,3.4840608,1
"406","Oxaliplatin","SIDM01247",3.626215,3.2127779,1
"407","Oxaliplatin","SIDM00837",2.5972415,5.1194725,1
"408","Alpelisib","SIDM00332",2.986898,4.454036,1
"409","Fulvestrant","SIDM01093",3.69158,3.9542553,1
"410","Paclitaxel","SIDM00551",-4.753337,1.9875356,1
"411","MIRA-1","SIDM00537",4.61754,5.8289514,1
"412","GSK343","SIDM00094",4.6097595,4.404086,1
"413","Sorafenib","SIDM00561",2.2465615,1.978969,1
"414","PCI-34051","SIDM00793",2.587578,2.8696325,1
"415","Palbociclib","SIDM01090",1.609364,2.097051,1
"416","Trametinib","SIDM00136",-5.2300485,1.3961004,1
"417","Dasatinib","SIDM01090",0.4044615,2.0445516,1
"418","Daporinad","SIDM00758",0.060049,2.6339643,1
"419","Gefitinib","SIDM00561",2.1793225,1.7321954,1
"420","LGK974","SIDM01093",2.786494,4.0756893,1
"421","Wee1 Inhibitor","SIDM00537",1.267721,3.2429593,1
"422","AZD5582","SIDM00244",4.1716395,2.9324648,1
"423","PFI3","SIDM00699",5.948623,5.3448663,1
"424","Dasatinib","SIDM00537",2.315506,2.4140234,1
"425","PFI3","SIDM01114",5.027546,5.4669313,1
"426","Vinorelbine","SIDM00793",-2.602951,-2.691827,1
"427","Palbociclib","SIDM00244",-1.1481525,2.2639778,1
"428","Afatinib","SIDM00136",2.73564766666667,4.101219,1
"429","EPZ004777","SIDM01114",4.450492,5.5141497,1
"430","RVX-208","SIDM01114",4.022685,5.499816,1
"431","OF-1","SIDM01093",3.55292,4.569793,1
"432","EPZ004777","SIDM01187",6.283159,5.4885793,1
"433","Palbociclib","SIDM00120",3.4719655,2.7400408,1
"434","OTX015","SIDM01090",0.74296,2.6098282,1
"435","AGI-6780","SIDM00077",3.21557,3.5450497,1
"436","Alisertib","SIDM00719",3.8276945,2.588621,1
"437","Bortezomib","SIDM01090",-6.2005365,-4.624858,1
"438","Fulvestrant","SIDM00244",2.895194,3.599436,1
"439","NVP-ADW742","SIDM01187",3.996271,4.195289,1
"440","Fulvestrant","SIDM01233",5.06386166666667,4.429617,1
"441","Cediranib","SIDM01114",1.521551,3.0555875,1
"442","OSI-027","SIDM00077",3.207803,3.315264,1
"443","Camptothecin","SIDM01247",-2.139788,-3.8256304,1
"444","Entinostat","SIDM00517",2.113594,3.5110385,1
"445","BIBR-1532","SIDM00291",5.999012,5.066931,1
"446","Sabutoclax","SIDM00244",0.248354,3.4697552,1
"447","Niraparib","SIDM00244",2.061859,4.219549,1
"448","AZD8186","SIDM00244",1.5740705,2.2167077,1
"449","P22077","SIDM00793",5.193799,3.500526,1
"450","VE-822","SIDM00120",4.192074,4.7231636,1
"451","Trametinib","SIDM00174",-3.482581,1.4721826,1
"452","AZ960","SIDM00064",0.333289,3.5546072,1
"453","Afuresertib","SIDM01093",2.622319,3.754804,1
"454","SCH772984","SIDM00719",6.08455,3.6730165,1
"455","OTX015","SIDM00244",-2.10408,3.3072512,1
"456","AGI-6780","SIDM01161",3.2657,3.3329368,1
"457","Luminespib","SIDM00520",0.7716905,0.3811789,1
"458","AZD3759","SIDM01233",2.738243,3.727835,1
"459","Vinorelbine","SIDM00094",-1.3965575,-0.05172655,1
"460","PFI3","SIDM00539",5.585641,5.198985,1
"461","Ipatasertib","SIDM01093",3.54903,4.4582877,1
"462","Ulixertinib","SIDM01229",1.060026,1.5138106,1
"463","MIM1","SIDM00244",2.4808775,3.2436454,1
"464","Pictilisib","SIDM01093",2.096396,1.5465448,1
