"","drug","cell_line","IC50","prediction","fold"
"107","Cyclophosphamide","SIDM00561",4.404114,4.511367,1
"108","Navitoclax","SIDM00362",1.79578,-0.3844165,1
"109","PD173074","SIDM00935",2.8530415,2.1452467,1
"110","Osimertinib","SIDM00549",0.792496,0.91371953,1
"111","Luminespib","SIDM00699",-0.6123465,0.37176996,1
"112","Cediranib","SIDM00491",3.399394,3.2492297,1
"113","Dinaciclib","SIDM00343",-2.027895,0.8461196,1
"114","BMS-536924","SIDM00202",0.331521333333333,1.5077212,1
"115","Gefitinib","SIDM00266",2.5749515,1.1943378,1
"116","Buparlisib","SIDM00638",0.366617,0.7369195,1
"117","Afuresertib","SIDM00968",2.512336,3.5737114,1
"118","PRT062607","SIDM00393",2.385608,3.3817947,1
"119","Cediranib","SIDM00350",2.2844,3.1775756,1
"120","PFI3","SIDM00362",3.486362,3.6355636,1
"121","CZC24832","SIDM01007",3.507873,4.1593313,1
"122","ABT737","SIDM00202",-2.39304,1.3480539,1
"123","Ibrutinib","SIDM01120",5.42526,4.1861324,1
"124","Talazoparib","SIDM00260",5.934196,4.2342186,1
"125","AMG-319","SIDM00448",4.236596,0.36179855,1
"126","CZC24832","SIDM00211",2.866025,4.2454047,1
"127","MK-2206","SIDM00243",-0.0307494999999999,1.4535682,1
"128","Linsitinib","SIDM00410",3.46691,2.3408175,1
"129","BMS-345541","SIDM00201",2.1755675,2.4919193,1
"130","Ruxolitinib","SIDM00781",5.242806,5.7178063,1
"131","Venetoclax","SIDM00808",1.713215,1.7074445,1
"132","GSK591","SIDM00427",4.140573,3.2728007,1
"133","VX-11e","SIDM00424",2.413135,2.6909192,1
"134","Ulixertinib","SIDM00274",1.6454695,3.3967814,1
"135","GSK2578215A","SIDM00114",6.25368,5.898469,1
"136","Erlotinib","SIDM01133",4.309572,2.8185709,1
"137","Olaparib","SIDM00875",2.91205033333333,3.5539901,1
"138","GDC0810","SIDM00540",5.695754,4.6944914,1
"139","Ipatasertib","SIDM01149",2.057895,2.3954246,1
"140","Vorinostat","SIDM00444",1.80079,1.0783035,1
"141","Talazoparib","SIDM00418",2.9362455,2.9890463,1
"142","Dabrafenib","SIDM00680",5.525158,4.1143684,1
"143","Entinostat","SIDM01140",0.385456,1.743713,1
"144","Luminespib","SIDM00951",-3.966141,-1.9475019,1
"145","Obatoclax Mesylate","SIDM00094",1.1680755,3.4602394,1
"146","Cyclophosphamide","SIDM01259",5.129478,4.4853487,1
"147","Palbociclib","SIDM00599",3.0441155,1.28134,1
"148","AZD6738","SIDM00420",2.4414755,2.039195,1
"149","Nutlin-3a (-)","SIDM00527",2.238203,3.1366265,1
"150","Linsitinib","SIDM00832",3.7264865,3.4544055,1
"151","Pictilisib","SIDM00227",1.03166633333333,0.6633544,1
"152","Ulixertinib","SIDM00835",3.2002795,3.4323292,1
"153","Entinostat","SIDM00501",2.45602,2.9851432,1
"154","MN-64","SIDM00814",5.15109,3.6986535,1
"155","Uprosertib","SIDM00176",3.2102975,3.0200374,1
"156","Savolitinib","SIDM00422",1.949934,3.1194813,1
"157","Dabrafenib","SIDM00389",3.288884,2.6665626,1
"158","AZD4547","SIDM00817",3.81219666666667,2.5302403,1
"159","NVP-ADW742","SIDM00550",1.679199,2.8719187,1
"160","Wnt-C59","SIDM00047",4.068933,3.6791213,1
"161","Palbociclib","SIDM00638",4.2234255,2.304822,1
"162","XAV939","SIDM00316",4.2158325,3.6509864,1
"163","Cytarabine","SIDM00974",-0.0426374999999999,2.0094388,1
"164","IWP-2","SIDM00864",2.35505,2.7997618,1
"165","Taselisib","SIDM00627",-0.696875,1.8253219,1
"166","Dasatinib","SIDM00251",4.14583,2.3175733,1
"167","Sabutoclax","SIDM00577",-2.165106,2.357512,1
"168","WIKI4","SIDM00377",4.253178,4.4220686,1
"169","Sepantronium bromide","SIDM00047",-5.463869,-4.264722,1
"170","PFI3","SIDM00846",5.050288,5.1399555,1
"171","AGI-6780","SIDM01042",2.189475,2.051733,1
"172","WEHI-539","SIDM00528",4.668635,4.210705,1
"173","Daporinad","SIDM01155",-1.381173,1.9981701,1
"174","Gefitinib","SIDM00205",1.0962685,1.5292978,1
"175","MIRA-1","SIDM00896",3.206583,3.5298853,1
"176","VE-822","SIDM01095",1.836412,2.1731067,1
"177","LGK974","SIDM00230",3.247925,2.215284,1
"178","Luminespib","SIDM00465",-2.04523,-1.2105799,1
"179","Gemcitabine","SIDM00535",-1.66712733333333,-1.4416251,1
"180","AZD3759","SIDM00384",1.73871,1.8643575,1
"181","Luminespib","SIDM00129",-1.9222365,-1.6548026,1
"182","Dasatinib","SIDM01174",3.357426,2.2436855,1
"183","AT13148","SIDM00241",2.059037,2.0288098,1
"184","RVX-208","SIDM00214",5.345416,5.0544267,1
"185","I-BRD9","SIDM00261",3.161915,3.7745087,1
"186","Venetoclax","SIDM00951",2.499558,1.4370923,1
"187","AZD7762","SIDM00527",-1.591596,-1.0364665,1
"188","Tamoxifen","SIDM01259",2.3264295,3.051859,1
"189","Lapatinib","SIDM00045",2.0251475,0.7201914,1
"190","XAV939","SIDM00227",3.9083025,4.0606923,1
"191","Gemcitabine","SIDM00659",-3.50887133333333,-2.2351844,1
"192","Daporinad","SIDM00680",-4.55978,1.9871424,1
"193","EPZ004777","SIDM00783",5.083257,4.601123,1
"194","EPZ5676","SIDM00896",4.458965,4.088697,1
"195","Dabrafenib","SIDM00632",1.724149,2.7597673,1
"196","Entospletinib","SIDM00407",0.132074,2.282923,1
"197","GDC0810","SIDM00091",6.973783,5.8268557,1
"198","AT13148","SIDM00758",3.034989,3.385677,1
"199","Vorinostat","SIDM00427",0.38209,0.8190034,1
"200","Ibrutinib","SIDM00103",6.349576,5.976753,1
"201","I-BRD9","SIDM00917",3.280439,3.593586,1
"202","PCI-34051","SIDM00244",2.471069,3.6693184,1
"203","IWP-2","SIDM00056",2.97579,2.5127776,1
"204","Dactinomycin","SIDM00218",0.3218265,3.786471,1
"205","VX-11e","SIDM01132",3.3916905,3.1509185,1
"206","Osimertinib","SIDM00214",1.115264,0.5086965,1
"207","NVP-ADW742","SIDM00592",2.270735,2.572329,1
"208","Venetoclax","SIDM01168",3.390214,3.7835906,1
"209","Nilotinib","SIDM00154",3.3176005,2.5601728,1
"210","Fulvestrant","SIDM00196",3.37484533333333,3.7089503,1
"211","GSK1904529A","SIDM01160",3.757111,3.3977675,1
"212","Foretinib","SIDM00216",-0.894025,1.9997265,1
"213","KU-55933","SIDM00954",4.5482245,4.085547,1
"214","PLX-4720","SIDM00532",3.96653133333333,5.0154243,1
"215","EPZ004777","SIDM00114",6.607752,5.514857,1
"216","Erlotinib","SIDM00367",3.712832,2.6441193,1
"217","Epirubicin","SIDM00299",-0.624894,0.23106569,1
"218","Sorafenib","SIDM00377",3.169837,2.6604657,1
"219","Entospletinib","SIDM01161",3.186478,4.154516,1
"220","Crizotinib","SIDM00606",3.93993,2.5476127,1
"221","Sapitinib","SIDM00930",5.364807,4.6302857,1
"222","PD0325901","SIDM00302",-0.49516,0.4376344,1
"223","AZD8186","SIDM00540",1.186744,1.4204838,1
"224","BMS-345541","SIDM00905",3.097411,3.5109332,1
"225","AZD5582","SIDM00218",5.3412885,5.4171896,1
"226","PRT062607","SIDM00420",4.218709,4.1339912,1
"227","EPZ004777","SIDM00256",4.339178,3.4768987,1
"228","Pictilisib","SIDM00826",0.0008939999999999,1.2985256,1
"229","BIBR-1532","SIDM00374",5.214057,4.775902,1
"230","Crizotinib","SIDM01247",1.223581,2.292778,1
"231","AZD4547","SIDM00308",2.083488,0.8368592,1
"232","Gefitinib","SIDM00969",1.7519695,2.206809,1
"233","Dasatinib","SIDM00375",0.144782,0.96083635,1
"234","UMI-77","SIDM00917",2.442734,2.9346912,1
"235","Linsitinib","SIDM00242",0.6660615,2.271201,1
"236","I-BET-762","SIDM00198",3.416004,3.1207097,1
"237","Cediranib","SIDM00047",1.290583,3.0885274,1
"238","Camptothecin","SIDM00917",-5.095388,-4.7183304,1
"239","MK-1775","SIDM00792",0.563692,1.7487237,1
"240","5-Fluorouracil","SIDM00472",5.961737,4.539813,1
"241","Vinblastine","SIDM00176",-2.9221235,-2.8741562,1
"242","Ruxolitinib","SIDM00216",4.587106,4.3039093,1
"243","Oxaliplatin","SIDM00550",5.7256415,4.4496336,1
"244","Cytarabine","SIDM00262",0.970566,2.2472088,1
"245","Ulixertinib","SIDM00549",2.396136,1.6402974,1
"246","Epirubicin","SIDM00411",0.987132,2.4219878,1
"247","Cyclophosphamide","SIDM00410",4.300019,4.8311586,1
"248","UMI-77","SIDM00562",1.823414,3.3519127,1
"249","Dasatinib","SIDM01161",-3.3886935,-1.3501076,1
"250","PLX-4720","SIDM00218",4.76618333333333,6.537781,1
"251","Oxaliplatin","SIDM00287",1.0486,1.5187619,1
"252","Cytarabine","SIDM00427",-1.211762,0.9906532,1
"253","MK-1775","SIDM01140",-0.266866,0.10715715,1
"254","LY2109761","SIDM00317",7.386086,6.8261523,1
"255","Fulvestrant","SIDM00565",4.18899233333333,4.5273595,1
"256","Camptothecin","SIDM00101",-1.391849,-0.2275927,1
"257","OF-1","SIDM00257",4.206854,3.4346993,1
"258","Gemcitabine","SIDM01047",-2.903431,-3.753563,1
"259","Luminespib","SIDM00833",-0.625787,0.48060694,1
"260","OTX015","SIDM00834",4.277906,4.0945864,1
"261","Savolitinib","SIDM00375",2.619515,3.6515439,1
"262","GSK1904529A","SIDM00114",3.10321,4.0164757,1
"263","BMS-536924","SIDM01146",2.648853,1.8962488,1
"264","Sapitinib","SIDM00256",4.146909,3.9543793,1
"265","ML323","SIDM00833",4.499807,4.9806137,1
"266","PLX-4720","SIDM00261",4.321038,2.9435816,1
"267","Palbociclib","SIDM00842",2.157672,2.1032817,1
"268","Ulixertinib","SIDM00320",4.453036,3.4802802,1
"269","Uprosertib","SIDM00482",2.3220785,1.6442616,1
"270","Docetaxel","SIDM00082",-1.45787466666667,-0.14563885,1
"271","AZD7762","SIDM01175",2.46670966666667,0.898842,1
"272","Pevonedistat","SIDM00541",0.725677,0.8772944,1
"273","Paclitaxel","SIDM00328",-3.3222995,1.3626962,1
"274","Cisplatin","SIDM00003",3.28203,3.3336015,1
"275","WIKI4","SIDM00842",3.679508,3.4844706,1
"276","Irinotecan","SIDM00539",3.010363,3.9942205,1
"277","5-Fluorouracil","SIDM00958",2.850447,1.7455666,1
"278","Temozolomide","SIDM00576",2.8046,4.043127,1
"279","Dabrafenib","SIDM00082",3.222405,4.245407,1
"280","Fulvestrant","SIDM01197",4.60808466666667,5.0338063,1
"281","MK-8776","SIDM00732",4.019024,4.648684,1
"282","EPZ5676","SIDM00406",3.338488,4.0657787,1
"283","Epirubicin","SIDM00214",-0.753007,0.32921153,1
"284","PD0325901","SIDM00541",-1.9881325,-1.1959839,1
"285","Talazoparib","SIDM00407",3.2505315,1.5100348,1
"286","CZC24832","SIDM01114",3.823074,5.180926,1
"287","RVX-208","SIDM01122",5.908953,5.5745926,1
"288","CZC24832","SIDM00324",5.00421,4.7593813,1
"289","MK-8776","SIDM00699",4.530687,4.941156,1
"290","AZD8186","SIDM00837",1.471513,2.0719426,1
"291","LY2109761","SIDM00835",6.28493,5.1617823,1
"292","I-BET-762","SIDM00501",4.056707,3.927728,1
"293","PD0325901","SIDM00583",1.641708,1.3205783,1
"294","LY2109761","SIDM00688",3.231947,2.9490442,1
"295","BIBR-1532","SIDM01114",4.037107,5.1301517,1
"296","MN-64","SIDM00417",4.507898,4.2706947,1
"297","Ulixertinib","SIDM00056",1.1917325,1.969189,1
"298","Dinaciclib","SIDM00182",-3.043977,-0.5884589,1
"299","GSK591","SIDM00875",3.624048,3.4275334,1
"300","AGI-6780","SIDM00082",3.278746,3.415886,1
"301","Fulvestrant","SIDM00154",3.34695333333333,3.9408147,1
"302","EPZ5676","SIDM00102",6.758178,6.6592913,1
"303","Ulixertinib","SIDM00958",1.1968715,1.0235794,1
"304","Vinblastine","SIDM00699",-2.907739,-1.7396122,1
"305","OF-1","SIDM00537",4.217272,3.488207,1
"306","PCI-34051","SIDM01233",4.978184,5.3549976,1
"307","PD0325901","SIDM00350",-1.249941,-0.48355722,1
"308","LCL161","SIDM00841",4.6634945,5.553143,1
"309","Wee1 Inhibitor","SIDM01097",0.779505,1.1124676,1
"310","Uprosertib","SIDM00958",2.929456,1.546155,1
"311","I-BRD9","SIDM00623",5.803791,4.8411875,1
"312","AZ6102","SIDM00394",3.281192,3.4063756,1
"313","Oxaliplatin","SIDM00953",3.4108355,3.965669,1
"314","Dabrafenib","SIDM00817",4.4795785,4.3329306,1
"315","VE821","SIDM00929",3.922259,4.489173,1
"316","BIBR-1532","SIDM00498",5.408865,5.414079,1
"317","Daporinad","SIDM01197",-2.927609,2.547441,1
"318","Navitoclax","SIDM00482",-0.1014015,0.20266488,1
"319","Lapatinib","SIDM00302",3.3607455,3.3315737,1
"320","OF-1","SIDM00565",4.979893,4.39196,1
"321","Leflunomide","SIDM00953",4.160465,4.532179,1
"322","AZD7762","SIDM00227",-0.628864,-0.45768207,1
"323","ML323","SIDM01042",4.020805,3.0749977,1
"324","Navitoclax","SIDM00242",1.0465555,1.131957,1
"325","SB216763","SIDM01042",4.554536,2.9084842,1
"326","MN-64","SIDM00023",6.273855,4.8270335,1
"327","Taselisib","SIDM01160",3.722257,3.6489062,1
"328","MIRA-1","SIDM00793",4.095742,4.9430017,1
"329","NVP-ADW742","SIDM00638",2.710726,3.5240014,1
"330","Ruxolitinib","SIDM00527",4.600614,3.4573743,1
"331","Sorafenib","SIDM00974",1.369742,2.8055813,1
"332","Crizotinib","SIDM00489",2.473663,1.917545,1
"333","Obatoclax Mesylate","SIDM00023",0.0557665,3.1581178,1
"334","PCI-34051","SIDM00490",5.441132,5.2970905,1
"335","AGI-6780","SIDM00632",2.1963825,1.9878155,1
"336","Talazoparib","SIDM00328",5.67477,3.3860474,1
"337","Obatoclax Mesylate","SIDM00202",0.9829345,2.2216902,1
"338","Lapatinib","SIDM00885",4.0919035,3.3841674,1
"339","Luminespib","SIDM00351",-3.2401515,-2.5034273,1
"340","CZC24832","SIDM00174",3.977655,4.6019244,1
"341","Sapitinib","SIDM00688",4.505622,3.764109,1
"342","LGK974","SIDM00346",2.4880465,1.8321979,1
"343","Leflunomide","SIDM00406",2.858465,3.3189113,1
"344","Ulixertinib","SIDM01228",1.711931,2.7837865,1
"345","GSK343","SIDM00411",4.8941025,5.3258133,1
"346","Lapatinib","SIDM00896",2.105698,2.2498834,1
"347","AZD5582","SIDM00056",1.379435,2.4404583,1
"348","WZ4003","SIDM00551",2.017036,4.5577545,1
"349","AZD4547","SIDM00970",2.49494233333333,2.3434217,1
"350","Cisplatin","SIDM00216",2.102376,3.250929,1
"351","Sorafenib","SIDM01175",5.0521495,3.9559276,1
"352","ML323","SIDM00285",3.972294,4.19437,1
"353","Olaparib","SIDM01259",2.33164366666667,3.142897,1
"354","Olaparib","SIDM00261",1.01197933333333,2.8627346,1
"355","Sorafenib","SIDM00324",1.6373965,1.7691855,1
"356","Docetaxel","SIDM00375",-3.45469566666667,-1.3480412,1
"357","AZD4547","SIDM00583",3.26058366666667,3.2543342,1
"358","MN-64","SIDM00203",5.444619,4.3547754,1
"359","MIRA-1","SIDM01205",4.267002,4.4682236,1
"360","Alisertib","SIDM00393",3.508407,2.069905,1
"361","VE-822","SIDM01090",3.316805,2.804806,1
"362","PLX-4720","SIDM00929",3.77960166666667,4.681161,1
"363","Taselisib","SIDM00789",0.7921,2.5507143,1
"364","Lapatinib","SIDM01251",2.2817,2.3886862,1
"365","Buparlisib","SIDM00527",0.371307,0.7659836,1
"366","I-BRD9","SIDM01149",3.388598,3.277537,1
"367","ABT737","SIDM00975",0.613451,3.193322,1
"368","Dinaciclib","SIDM01073",-3.314845,-1.9234836,1
"369","AGI-5198","SIDM00308",4.280853,3.492122,1
"370","GDC0810","SIDM00834",4.574205,5.1679196,1
"371","Vinblastine","SIDM00389",-6.368668,-5.0659947,1
"372","AZD5363","SIDM00863",1.885114,2.3564537,1
"373","Ruxolitinib","SIDM00969",4.452237,4.2217383,1
"374","Savolitinib","SIDM00299",4.577383,4.014748,1
"375","AZD5582","SIDM00577",4.642208,2.7818406,1
"376","Osimertinib","SIDM00420",3.108283,1.5854707,1
"377","PRT062607","SIDM01095",3.05884,3.3083909,1
"378","Cediranib","SIDM00958",0.429045,-0.007347591,1
"379","Uprosertib","SIDM01160",5.2569125,3.5534081,1
"380","Dabrafenib","SIDM00291",1.8860145,2.9604313,1
"381","Trametinib","SIDM01248",-1.231516,2.391651,1
"382","WZ4003","SIDM00917",2.478805,3.2458327,1
"383","Bortezomib","SIDM00411",-3.866131,-3.0527232,1
"384","MK-8776","SIDM00577",2.163877,3.6360626,1
"385","Camptothecin","SIDM00835",0.012046,0.6190456,1
"386","AZD4547","SIDM01197",3.57917333333333,3.645171,1
"387","Ipatasertib","SIDM00553",4.693632,2.6927507,1
"388","VE-822","SIDM01174",6.23469,5.000448,1
"389","PLX-4720","SIDM00781",5.55198966666667,5.500638,1
"390","Camptothecin","SIDM00482",-4.387523,-4.837785,1
"391","Dactolisib","SIDM00202",-2.1166195,-2.7412405,1
"392","I-BET-762","SIDM00064",3.430299,3.3208122,1
"393","Entospletinib","SIDM00182",3.681224,3.7695777,1
"394","WEHI-539","SIDM00905",4.292709,4.044489,1
"395","WZ4003","SIDM00841",5.644172,5.264868,1
"396","OF-1","SIDM00826",4.406393,3.5690122,1
"397","Nilotinib","SIDM00424",2.126984,1.7229578,1
"398","WZ4003","SIDM00180",3.911978,3.5068562,1
"399","AZD5582","SIDM00668",1.92563,2.2195044,1
"400","Sepantronium bromide","SIDM01248",-4.8301425,-3.2995594,1
"401","Cyclophosphamide","SIDM00233",4.507502,4.1609836,1
"402","5-Fluorouracil","SIDM00198",3.907721,3.6557827,1
"403","PLX-4720","SIDM00277",1.06392633333333,2.341608,1
"404","Bortezomib","SIDM00328",-3.679071,-4.271283,1
"405","Sapitinib","SIDM00266",5.005037,3.9778154,1
"406","BIBR-1532","SIDM00044",6.046545,5.3616333,1
"407","WZ4003","SIDM00389",1.463999,2.8406687,1
"408","ML323","SIDM00974",4.595288,4.843303,1
"409","Dasatinib","SIDM00688",2.121135,0.6698407,1
"410","XAV939","SIDM00935",3.7960095,3.2381113,1
"411","AMG-319","SIDM00389",3.173974,-1.6133595,1
"412","AGI-5198","SIDM00250",4.209991,5.0823746,1
"413","Pictilisib","SIDM00577",0.947414333333333,1.0656313,1
"414","Palbociclib","SIDM00832",4.153731,2.7973127,1
"415","Irinotecan","SIDM00269",-2.022891,-0.74546343,1
"416","Camptothecin","SIDM00537",-3.133379,-3.479669,1
"417","GSK591","SIDM00444",5.896787,4.2599916,1
"418","Lapatinib","SIDM00103",5.417033,4.451344,1
"419","AZD3759","SIDM01179",4.416146,3.2280529,1
"420","Alpelisib","SIDM00699",4.345543,4.858515,1
"421","Lapatinib","SIDM00326",2.4395995,3.411638,1
"422","AZD5363","SIDM01245",2.748978,2.4432044,1
"423","Uprosertib","SIDM00659",2.658066,3.5353496,1
"424","OSI-027","SIDM01073",0.840315,2.1323092,1
"425","GSK591","SIDM00680",4.151777,4.369787,1
"426","MK-2206","SIDM00541",1.7603355,2.5852134,1
"427","LY2109761","SIDM01064",5.144615,5.085149,1
"428","Axitinib","SIDM00332",-0.0051045,3.9964159,1
"429","Osimertinib","SIDM00389",1.297342,0.2022008,1
"430","Ibrutinib","SIDM00198",5.396274,4.398758,1
"431","Gemcitabine","SIDM00416",-2.56370433333333,-3.8432977,1
"432","Sapitinib","SIDM01042",3.471816,2.9191053,1
"433","Camptothecin","SIDM00971",2.836993,1.5731412,1
"434","Oxaliplatin","SIDM00252",5.741103,5.4630184,1
"435","EPZ5676","SIDM00814",5.400431,5.2967596,1
"436","5-Fluorouracil","SIDM00441",1.35804,2.1970296,1
"437","Savolitinib","SIDM01006",2.49315,1.6706796,1
"438","Sabutoclax","SIDM00195",-1.271226,3.3396566,1
"439","Foretinib","SIDM01205",0.5696835,2.0396354,1
"440","GSK2606414","SIDM01093",3.633744,4.450322,1
"441","MK-1775","SIDM00719",2.743954,3.6580207,1
"442","BIBR-1532","SIDM01122",4.0479,5.56404,1
"443","CZC24832","SIDM00842",4.643635,4.516817,1
"444","VE821","SIDM01233",5.84664,4.6643777,1
"445","AGI-6780","SIDM00250",2.6466775,3.2700484,1
"446","Vinblastine","SIDM00969",-4.0910875,-4.578151,1
"447","Obatoclax Mesylate","SIDM00539",1.778222,2.9047425,1
"448","Lapatinib","SIDM00539",0.913972,2.1142776,1
"449","Taselisib","SIDM00964",-0.824779,1.597739,1
"450","GSK1904529A","SIDM00316",3.366958,3.7510788,1
"451","VX-11e","SIDM01229",2.402507,2.230957,1
"452","Alisertib","SIDM01019",0.4932335,1.4144249,1
"453","Lapatinib","SIDM00923",2.094829,2.330986,1
"454","RVX-208","SIDM00310",5.92736,5.528906,1
"455","Venetoclax","SIDM01179",4.376981,3.5719101,1
"456","AT13148","SIDM00251",4.590344,3.8196242,1
"457","AT13148","SIDM00261",1.914519,1.9690399,1
"458","BIBR-1532","SIDM01197",6.279662,5.910674,1
"459","Vinorelbine","SIDM00841",-4.128959,-0.8171791,1
"460","Dactolisib","SIDM00199",-2.658095,-1.3384135,1
