"","drug","cell_line","IC50","prediction","fold"
"62","VE-822","SIDM01090",3.316805,3.145002,1
"63","Dabrafenib","SIDM00291",1.8860145,2.2979732,1
"64","I-BET-762","SIDM00064",3.430299,4.194467,1
"65","Camptothecin","SIDM00537",-3.133379,-1.4468294,1
"66","Alpelisib","SIDM00699",4.345543,3.1351361,1
"67","Axitinib","SIDM00332",-0.0051045,3.8943293,1
"68","GSK2606414","SIDM01093",3.633744,4.3056493,1
"69","MK-1775","SIDM00719",2.743954,0.6334924,1
"70","VE821","SIDM01233",5.84664,5.329376,1
"71","Obatoclax Mesylate","SIDM00539",1.778222,1.6570365,1
"72","Lapatinib","SIDM00539",0.913972,3.5998988,1
"73","VX-11e","SIDM01229",2.402507,2.4082432,1
"74","Pevonedistat","SIDM01175",4.3406435,0.5412542,1
"75","AZD7762","SIDM01247",-1.898701,-1.4279015,1
"76","Temozolomide","SIDM00094",5.9999665,6.443276,1
"77","GSK343","SIDM01233",5.1984295,4.963596,1
"78","I-BRD9","SIDM01187",5.630752,4.75133,1
"79","Daporinad","SIDM00517",-6.723251,-3.2811122,1
"80","EPZ5676","SIDM00517",6.292871,5.413013,1
"81","Uprosertib","SIDM00120",5.593971,3.9629707,1
"82","MIM1","SIDM00077",3.948924,3.7657893,1
"83","Irinotecan","SIDM00551",1.099242,3.3931546,1
"84","EPZ004777","SIDM00064",5.539148,5.034356,1
"85","PFI3","SIDM00517",5.774298,5.5873,1
"86","OF-1","SIDM00136",4.818226,4.5615115,1
"87","Vinorelbine","SIDM00496",-3.901771,-4.1157045,1
"88","5-Fluorouracil","SIDM00719",6.5891225,5.2090454,1
"89","Foretinib","SIDM01233",1.689614,2.2347012,1
"90","Linsitinib","SIDM00517",2.102586,2.4828708,1
"91","Cyclophosphamide","SIDM00332",6.559315,5.284551,1
"92","Pevonedistat","SIDM01161",-0.3630345,0.113544166,1
"93","AZD6738","SIDM01114",0.728305,1.570661,1
"94","5-Fluorouracil","SIDM00332",5.864709,4.561176,1
"95","Buparlisib","SIDM00136",1.140482,2.1056328,1
"96","VE821","SIDM00551",3.260586,4.5985146,1
"97","VE-822","SIDM00565",5.373851,3.2605653,1
"98","ABT737","SIDM01093",3.100827,3.032411,1
"99","Cyclophosphamide","SIDM01090",4.693715,5.1276774,1
"100","LCL161","SIDM00332",5.9473565,4.124583,1
"101","Irinotecan","SIDM01114",1.554381,2.1119778,1
"102","GSK2606414","SIDM00064",3.139338,4.5145125,1
"103","LGK974","SIDM00496",3.1396395,3.4302816,1
"104","NVP-ADW742","SIDM00699",2.261397,1.9028547,1
"105","RO-3306","SIDM00332",4.699782,4.028734,1
"106","Sorafenib","SIDM00094",4.49228,3.6978257,1
"107","ML323","SIDM00332",5.15555,4.105874,1
"108","NVP-ADW742","SIDM00539",4.1592,3.135221,1
"109","Dabrafenib","SIDM01247",4.1038535,2.4542854,1
"110","SB505124","SIDM01233",1.638235,4.4829755,1
"111","PD173074","SIDM01093",4.255533,3.7150438,1
"112","Obatoclax Mesylate","SIDM00291",-1.0416785,0.33305824,1
"113","AZD7762","SIDM00539",-0.516174666666667,2.1360168,1
"114","Rapamycin","SIDM00174",-3.052181,-2.8871021,1
"115","Epirubicin","SIDM01175",1.486215,-1.5691878,1
"116","P22077","SIDM00539",4.655571,4.886835,1
"117","Temozolomide","SIDM00517",5.836973,6.194452,1
"118","ABT737","SIDM00120",4.30424,2.629507,1
"119","Gemcitabine","SIDM00565",-3.45441533333333,-2.5765705,1
"120","Cediranib","SIDM00537",1.898705,2.6151452,1
"121","GSK2606414","SIDM00758",4.856177,3.904029,1
"122","Linsitinib","SIDM00094",3.7899405,3.5238156,1
"123","AZD5363","SIDM00520",3.259521,3.1189241,1
"124","Sepantronium bromide","SIDM00539",-4.712461,-2.0268853,1
"125","EPZ004777","SIDM01247",4.348324,2.7004476,1
"126","Trametinib","SIDM00551",-2.325783,-0.3542968,1
"127","I-BRD9","SIDM01247",2.615107,3.0148153,1
"128","WIKI4","SIDM01247",3.411874,2.687985,1
"129","Oxaliplatin","SIDM00064",5.8683425,5.0604777,1
"130","Sepantronium bromide","SIDM01233",-2.7867185,-2.3496885,1
"131","Pevonedistat","SIDM01233",2.716201,2.440236,1
"132","Buparlisib","SIDM01175",2.449899,0.6495813,1
"133","GSK2578215A","SIDM00064",4.784005,4.295464,1
"134","Alisertib","SIDM00537",1.975315,2.1530797,1
"135","Leflunomide","SIDM00758",5.229327,5.176127,1
"136","Sapitinib","SIDM00837",1.067511,3.7779484,1
"137","BMS-536924","SIDM00291",1.9841015,2.7588294,1
"138","AZD3759","SIDM00291",3.712181,3.087564,1
"139","Entospletinib","SIDM00551",2.279325,3.5334466,1
"140","AZD7762","SIDM00094",0.15812,1.6828082,1
"141","Palbociclib","SIDM00174",1.225769,2.4428444,1
"142","Dasatinib","SIDM00758",3.635058,1.8403493,1
"143","Crizotinib","SIDM00699",3.05879,2.5406735,1
"144","AZD3759","SIDM00565",3.376014,1.4655383,1
"145","MK-2206","SIDM00565",3.4983075,2.2044766,1
"146","Wnt-C59","SIDM00837",4.1378645,3.4193263,1
"147","Erlotinib","SIDM00120",3.993615,3.1266527,1
"148","Alpelisib","SIDM00244",0.631542,3.7173305,1
"149","Crizotinib","SIDM01093",4.117038,3.9495797,1
"150","GSK2578215A","SIDM00120",5.874693,4.4804044,1
"151","Nutlin-3a (-)","SIDM00539",5.31268,5.11653,1
"152","Vinorelbine","SIDM00561",-4.5537775,-4.176476,1
"153","Niraparib","SIDM01247",4.174438,2.5483563,1
"154","AT13148","SIDM01161",2.380332,3.880572,1
"155","Temozolomide","SIDM00758",7.209448,5.9682016,1
"156","Cisplatin","SIDM00077",3.38030466666667,1.999142,1
"157","I-BET-762","SIDM01093",4.418742,4.129474,1
"158","AZD6482","SIDM00332",3.03652966666667,0.93807554,1
"159","I-BRD9","SIDM00496",4.859927,3.872458,1
"160","Dasatinib","SIDM00561",-0.770378,-0.07950257,1
"161","Entinostat","SIDM00520",1.829342,2.9821515,1
"162","Nutlin-3a (-)","SIDM00120",5.402116,4.4910984,1
"163","Wee1 Inhibitor","SIDM01093",4.0597645,1.9399173,1
"164","NVP-ADW742","SIDM00561",2.666318,1.6811275,1
"165","MN-64","SIDM01233",6.73699,5.7345824,1
"166","Vorinostat","SIDM01161",1.5491935,0.79235375,1
"167","Bortezomib","SIDM00537",-4.834036,-4.299338,1
"168","MIRA-1","SIDM00064",5.214936,5.65947,1
"169","Olaparib","SIDM00699",4.19111766666667,2.7677608,1
"170","MIRA-1","SIDM01114",5.219343,5.3716006,1
"171","GDC0810","SIDM00094",5.804134,5.0757113,1
"172","Wnt-C59","SIDM01114",3.197821,3.0010133,1
"173","I-BET-762","SIDM00793",2.609272,2.3827214,1
"174","WIKI4","SIDM00837",2.846574,3.830894,1
"175","LCL161","SIDM01161",4.3976345,3.4522579,1
"176","AMG-319","SIDM00565",5.371688,4.57896,1
"177","Venetoclax","SIDM00077",3.904573,2.68814,1
"178","LCL161","SIDM00719",3.874188,4.237964,1
"179","PD173074","SIDM00094",3.2926815,3.787951,1
"180","Irinotecan","SIDM01090",2.114247,2.1362529,1
"181","Venetoclax","SIDM00758",3.324595,2.8812058,1
"182","Taselisib","SIDM01093",3.136874,2.6308558,1
"183","LGK974","SIDM01114",3.508401,3.8948033,1
"184","ML323","SIDM00244",4.300929,4.2297497,1
"185","Niraparib","SIDM00291",4.608738,4.363378,1
"186","Luminespib","SIDM01229",-2.141788,-1.5192623,1
"187","Vorinostat","SIDM01247",0.325493,-0.58824223,1
"188","OTX015","SIDM00699",5.559069,2.776392,1
"189","Cyclophosphamide","SIDM00520",5.858395,5.4910474,1
"190","Entinostat","SIDM00793",1.369228,0.63496876,1
"191","GDC0810","SIDM00758",5.455362,4.8197803,1
"192","Tamoxifen","SIDM00064",3.46596,4.023539,1
"193","BIBR-1532","SIDM01175",6.090111,5.068063,1
"194","I-BRD9","SIDM00064",4.481404,4.7819877,1
"195","PF-4708671","SIDM00332",5.5158515,3.237655,1
"196","Dabrafenib","SIDM00561",2.9149185,2.8423672,1
"197","GSK591","SIDM01161",3.867942,4.2564974,1
"198","EPZ5676","SIDM00244",5.224741,5.1436057,1
"199","PD173074","SIDM00077",1.904974,3.234094,1
"200","Pevonedistat","SIDM00332",1.5171675,0.8325499,1
"201","AGI-6780","SIDM01175",4.273481,2.990541,1
"202","Linsitinib","SIDM00244",0.0718865,2.0959089,1
"203","Navitoclax","SIDM01247",-0.1776315,0.2596109,1
"204","AZD5582","SIDM00077",4.5508895,1.7139332,1
"205","Entinostat","SIDM01114",2.492756,1.7446837,1
"206","GSK2578215A","SIDM00758",5.642325,4.172606,1
"207","AZD7762","SIDM00332",0.330726666666667,1.7511377,1
"208","UMI-77","SIDM00332",3.87314,2.394373,1
"209","MK-2206","SIDM01161",3.4738185,2.4295988,1
"210","Epirubicin","SIDM00244",-2.936977,-1.1539881,1
"211","GSK2578215A","SIDM00699",6.14568,3.5964928,1
"212","Dabrafenib","SIDM00793",3.3887125,3.4924386,1
"213","Oxaliplatin","SIDM00332",7.4651165,4.7782054,1
"214","BIBR-1532","SIDM00551",5.650025,5.7122517,1
"215","Vinblastine","SIDM00136",-4.055173,-2.7428145,1
"216","EPZ5676","SIDM00719",6.506979,5.3181624,1
"217","Pictilisib","SIDM00561",0.193208,-0.27590275,1
"218","EPZ004777","SIDM00174",5.738337,4.7145667,1
"219","Taselisib","SIDM00244",-0.848081,1.8097806,1
"220","AGI-5198","SIDM00520",4.971823,4.5309253,1
"221","Dabrafenib","SIDM00077",4.894101,3.6475782,1
"222","Dinaciclib","SIDM00539",-3.356875,0.5273104,1
"223","I-BRD9","SIDM00291",3.621944,4.1843457,1
"224","AGI-5198","SIDM01090",4.799704,4.6966496,1
"225","Ulixertinib","SIDM00520",2.3962885,3.318628,1
"226","Nilotinib","SIDM01093",4.421954,3.845938,1
"227","WIKI4","SIDM01233",2.965499,3.709364,1
"228","ABT737","SIDM00837",0.126189,2.3536325,1
"229","NVP-ADW742","SIDM00793",2.760293,1.9014018,1
"230","OF-1","SIDM01229",4.361306,3.7118607,1
"231","Olaparib","SIDM01233",5.17296566666667,4.257097,1
"232","Vinblastine","SIDM00077",-4.8963305,-3.7887766,1
"233","Wee1 Inhibitor","SIDM01229",1.301804,0.3608549,1
"234","Temozolomide","SIDM01247",5.040118,4.3134274,1
"235","Dactinomycin","SIDM01175",-1.064913,-3.3447285,1
"236","Trametinib","SIDM00094",-0.5363785,-0.14558138,1
"237","Paclitaxel","SIDM00496",-3.366445,-4.2390523,1
"238","Erlotinib","SIDM01093",3.790343,3.0806754,1
"239","Irinotecan","SIDM00291",3.476048,2.389254,1
"240","Afatinib","SIDM00758",2.73434566666667,1.3793502,1
"241","UMI-77","SIDM00064",2.164365,2.587963,1
"242","Palbociclib","SIDM00539",4.109158,3.3955464,1
"243","OF-1","SIDM00094",5.418012,4.5256467,1
"244","Docetaxel","SIDM00064",-4.91611233333333,-2.9978251,1
"245","Sepantronium bromide","SIDM00120",-5.288781,-3.764076,1
"246","AZ960","SIDM00244",-0.064457,2.596479,1
"247","GSK2606414","SIDM00561",3.382193,2.324915,1
"248","Cyclophosphamide","SIDM00793",4.424327,4.403936,1
"249","GSK2578215A","SIDM00537",5.117377,4.236096,1
"250","Crizotinib","SIDM00719",3.8888715,2.6981444,1
"251","MK-1775","SIDM00837",0.306495,0.5659335,1
"252","Afuresertib","SIDM01247",1.458759,1.2726843,1
"253","Nutlin-3a (-)","SIDM00758",5.610665,3.707871,1
"254","Taselisib","SIDM00565",2.054154,0.9789088,1
"255","Wee1 Inhibitor","SIDM00291",1.773855,1.9269888,1
"256","Leflunomide","SIDM00517",6.710536,5.251054,1
"257","AZD3759","SIDM00517",0.186082,2.2570791,1
"258","Gefitinib","SIDM00539",1.323068,1.7392516,1
"259","Osimertinib","SIDM01090",2.991317,2.0008547,1
"260","PD173074","SIDM01233",3.350781,4.23027,1
"261","VE821","SIDM00561",2.877619,2.4455009,1
"262","GSK2606414","SIDM01090",2.849564,4.108811,1
"263","Olaparib","SIDM00758",5.03895,3.04767,1
"264","Sepantronium bromide","SIDM00537",-1.5303005,-2.2714384,1
"265","AZD5582","SIDM00517",2.2722085,1.7954094,1
"266","AZD5582","SIDM00551",0.8413235,2.1229382,1
"267","VE-822","SIDM01229",3.240738,1.8413558,1
"268","Daporinad","SIDM01175",0.732144,-3.4068613,1
"269","Erlotinib","SIDM00565",2.709861,2.0733006,1
"270","MIM1","SIDM00120",3.378693,4.4906993,1
"271","GSK591","SIDM01229",2.819757,3.5035162,1
"272","AZD4547","SIDM01247",1.35508766666667,1.0177071,1
"273","AGI-6780","SIDM00539",2.4578655,3.8125055,1
"274","PFI3","SIDM00094",5.203579,6.10924,1
"275","Lapatinib","SIDM00291",2.556583,3.6920013,1
"276","AGI-5198","SIDM00064",4.789741,4.6580615,1
"277","WZ4003","SIDM00699",4.481067,3.0730731,1
"278","Ulixertinib","SIDM00699",3.799181,2.58116,1
"279","AZD4547","SIDM00537",3.52006566666667,3.0086076,1
"280","SB216763","SIDM00537",4.288856,3.8443246,1
"281","Paclitaxel","SIDM00291",-3.909668,-1.9681501,1
"282","I-BRD9","SIDM00094",4.405506,5.1186204,1
"283","Savolitinib","SIDM00077",2.582096,2.676451,1
"284","Sorafenib","SIDM01114",2.613168,2.9428763,1
"285","XAV939","SIDM01090",4.12943,4.334739,1
"286","Alpelisib","SIDM00136",2.282329,4.7093863,1
"287","AZD4547","SIDM00758",3.33935933333333,2.400546,1
"288","NVP-ADW742","SIDM00136",1.011518,2.8689446,1
"289","ABT737","SIDM00136",2.532962,1.631039,1
"290","Temozolomide","SIDM01175",6.98352,5.688082,1
"291","I-BRD9","SIDM00561",2.611557,3.1064758,1
"292","5-Fluorouracil","SIDM00291",4.162526,4.193648,1
"293","Cediranib","SIDM00565",2.842635,1.470994,1
"294","GSK2578215A","SIDM01233",5.269113,4.7843604,1
"295","Alisertib","SIDM01161",-0.280376,0.75551057,1
"296","GDC0810","SIDM00064",5.288375,4.950523,1
"297","ML323","SIDM00793",3.577872,3.017702,1
"298","Oxaliplatin","SIDM01093",5.6005405,4.9919176,1
"299","PD0325901","SIDM01233",-1.518136,0.53483427,1
"300","UMI-77","SIDM00136",3.307341,3.219587,1
"301","Luminespib","SIDM01114",-3.888705,-2.1352353,1
"302","PD173074","SIDM00537",3.1865935,3.794689,1
"303","Venetoclax","SIDM01114",2.285853,2.685567,1
"304","Erlotinib","SIDM00332",3.9668895,3.199119,1
"305","BIBR-1532","SIDM01090",5.125707,5.084682,1
"306","XAV939","SIDM00551",4.3671715,4.651801,1
"307","LGK974","SIDM00517",3.0865375,3.8293686,1
"308","Ibrutinib","SIDM00758",5.949609,2.9379377,1
"309","Savolitinib","SIDM00332",4.654652,2.8802109,1
"310","PRT062607","SIDM01161",2.633505,2.7681742,1
"311","Leflunomide","SIDM00551",5.038047,5.4508414,1
"312","LGK974","SIDM01229",3.6020445,3.3624058,1
"313","I-BET-762","SIDM01247",2.216577,1.7487589,1
"314","Paclitaxel","SIDM00332",-0.810939,-2.5568905,1
"315","PCI-34051","SIDM01229",3.845539,3.9179838,1
"316","Epirubicin","SIDM01247",-0.912797,-3.0320106,1
"317","Irinotecan","SIDM01161",0.976185,1.5676564,1
"318","MK-8776","SIDM00537",2.840285,3.5595007,1
"319","Nutlin-3a (-)","SIDM00077",4.806873,3.8722074,1
"320","EPZ5676","SIDM00136",7.112669,5.931781,1
"321","Gefitinib","SIDM00837",-0.3648485,1.9250665,1
"322","Vinorelbine","SIDM00520",-1.97683,-1.5152866,1
"323","RVX-208","SIDM01247",3.533613,1.5229923,1
"324","OF-1","SIDM00719",6.969681,4.016545,1
"325","IWP-2","SIDM01114",3.088013,2.7275207,1
"326","PD173074","SIDM00758",3.679622,3.4259443,1
"327","Dinaciclib","SIDM01093",-2.5897,-0.4987492,1
"328","WIKI4","SIDM00064",3.773458,4.0432563,1
"329","AZD6738","SIDM00496",0.7788355,1.058894,1
"330","AMG-319","SIDM01114",4.85507,4.611503,1
"331","Venetoclax","SIDM00699",1.681044,0.6133828,1
"332","Nilotinib","SIDM00332",3.2089565,4.074451,1
"333","PCI-34051","SIDM00561",2.624557,3.2381558,1
"334","Cytarabine","SIDM00064",1.31733,0.5868107,1
"335","Epirubicin","SIDM00077",-0.733827,-1.1273423,1
"336","Paclitaxel","SIDM01093",0.037221,-1.4831154,1
"337","MK-1775","SIDM00565",2.115071,0.10554384,1
"338","Olaparib","SIDM00136",5.06585833333333,3.9115686,1
"339","Vorinostat","SIDM00174",2.225614,0.7999364,1
"340","Sepantronium bromide","SIDM00699",-4.04802,-3.8333879,1
"341","VE-822","SIDM00758",3.290354,3.2380776,1
"342","Temozolomide","SIDM00077",6.223586,6.0658875,1
"343","OTX015","SIDM00291",2.521614,2.942626,1
"344","VE821","SIDM00537",2.423396,4.2781076,1
"345","Irinotecan","SIDM00496",4.132536,1.2508885,1
"346","Afuresertib","SIDM00699",3.628326,2.4214377,1
"347","Foretinib","SIDM00174",-0.0665445,0.4927733,1
"348","MIRA-1","SIDM00120",6.416831,5.9326615,1
"349","Dactinomycin","SIDM01161",-5.074141,-3.2278786,1
"350","EPZ5676","SIDM01161",5.541078,4.983929,1
"351","IWP-2","SIDM00758",3.383455,3.0369816,1
"352","PLX-4720","SIDM00539",4.92038366666667,4.348201,1
"353","BIBR-1532","SIDM00174",5.212677,5.178044,1
"354","Alpelisib","SIDM00174",0.606456,3.70614,1
"355","GDC0810","SIDM00291",5.977976,4.316688,1
"356","MK-2206","SIDM01114",2.949582,2.4444342,1
"357","Gefitinib","SIDM00565",1.1261785,0.5521101,1
"358","AZD5582","SIDM00758",2.069595,1.793036,1
"359","Osimertinib","SIDM00539",1.239384,1.3841777,1
"360","Nutlin-3a (-)","SIDM00551",5.1432595,4.8104095,1
"361","SCH772984","SIDM00758",0.730977,0.7235671,1
"362","Oxaliplatin","SIDM01114",4.4099485,4.4748697,1
"363","Navitoclax","SIDM00699",0.0431379999999999,-0.40423566,1
"364","LCL161","SIDM01175",5.1582035,3.7409902,1
"365","Savolitinib","SIDM00136",3.95618,3.0758784,1
"366","Epirubicin","SIDM00793",-2.60882,-2.1432433,1
"367","Afatinib","SIDM00064",2.19445766666667,2.4594836,1
"368","VE-822","SIDM00136",0.502373,3.7125528,1
"369","VE821","SIDM00539",4.509569,4.8144207,1
"370","IWP-2","SIDM00719",3.375499,2.7264988,1
"371","5-Fluorouracil","SIDM00517",2.793949,4.5775247,1
"372","MN-64","SIDM00561",4.026259,3.781087,1
"373","Sabutoclax","SIDM00520",0.572866,0.20376036,1
"374","Niraparib","SIDM00539",5.459238,5.5660443,1
"375","Entospletinib","SIDM00758",3.191785,3.0753422,1
"376","VE821","SIDM00136",2.288837,4.874407,1
"377","Linsitinib","SIDM01229",0.6094025,1.7424196,1
"378","AZD6738","SIDM01187",3.355016,3.3455248,1
"379","PLX-4720","SIDM00136",1.79059333333333,4.400207,1
"380","Uprosertib","SIDM01114",3.1126045,2.9018197,1
"381","Obatoclax Mesylate","SIDM01233",0.347784,1.4057953,1
"382","Niraparib","SIDM00496",5.267592,3.7261803,1
"383","Afuresertib","SIDM00244",1.799994,3.1232252,1
"384","VE-822","SIDM00793",2.051568,1.5983574,1
"385","WEHI-539","SIDM01161",4.774281,4.0604997,1
"386","AZD5363","SIDM00496",3.966998,1.5499547,1
"387","Nilotinib","SIDM00758",3.3607845,3.3865314,1
"388","Wee1 Inhibitor","SIDM01114",1.678641,0.8838983,1
"389","Temozolomide","SIDM00565",5.9570325,6.1129966,1
"390","Docetaxel","SIDM01233",-2.41953466666667,-2.4314284,1
"391","AGI-5198","SIDM01114",4.83909,4.3352714,1
"392","GSK2606414","SIDM00793",4.311425,3.0737846,1
"393","Nutlin-3a (-)","SIDM00517",4.780837,4.236237,1
"394","Dasatinib","SIDM00551",1.450782,1.9092289,1
"395","Vorinostat","SIDM00537",1.534206,0.62578773,1
"396","Tamoxifen","SIDM01187",3.937792,4.037048,1
"397","PD173074","SIDM00551",3.696737,3.877686,1
"398","Fulvestrant","SIDM00520",4.129599,3.6366603,1
"399","Entinostat","SIDM00291",2.786268,1.765482,1
"400","MK-2206","SIDM01175",3.697299,2.1996222,1
"401","P22077","SIDM01247",4.200685,2.7408206,1
"402","Dasatinib","SIDM00793",0.336026,1.7341152,1
"403","PCI-34051","SIDM00174",3.768575,4.915741,1
"404","Foretinib","SIDM01187",1.9900015,2.7664642,1
"405","GSK1904529A","SIDM01093",3.8783655,3.3915534,1
"406","Oxaliplatin","SIDM01247",3.626215,2.2635975,1
"407","Oxaliplatin","SIDM00837",2.5972415,4.1424623,1
"408","Alpelisib","SIDM00332",2.986898,3.687092,1
"409","Fulvestrant","SIDM01093",3.69158,3.4064577,1
"410","Paclitaxel","SIDM00551",-4.753337,-2.0158296,1
"411","MIRA-1","SIDM00537",4.61754,5.405873,1
"412","GSK343","SIDM00094",4.6097595,4.427221,1
"413","Sorafenib","SIDM00561",2.2465615,1.7167814,1
"414","PCI-34051","SIDM00793",2.587578,3.7330632,1
"415","Palbociclib","SIDM01090",1.609364,2.9324527,1
"416","Trametinib","SIDM00136",-5.2300485,-2.045144,1
"417","Dasatinib","SIDM01090",0.4044615,3.122713,1
"418","Daporinad","SIDM00758",0.060049,-3.4592257,1
"419","Gefitinib","SIDM00561",2.1793225,-0.12367521,1
"420","LGK974","SIDM01093",2.786494,4.008307,1
"421","Wee1 Inhibitor","SIDM00537",1.267721,2.2282329,1
"422","AZD5582","SIDM00244",4.1716395,2.0401962,1
"423","PFI3","SIDM00699",5.948623,5.381066,1
"424","Dasatinib","SIDM00537",2.315506,2.500394,1
"425","PFI3","SIDM01114",5.027546,5.6902537,1
"426","Vinorelbine","SIDM00793",-2.602951,-3.84355,1
"427","Palbociclib","SIDM00244",-1.1481525,2.4804358,1
"428","Afatinib","SIDM00136",2.73564766666667,2.3737636,1
"429","EPZ004777","SIDM01114",4.450492,4.608352,1
"430","RVX-208","SIDM01114",4.022685,3.4253066,1
"431","OF-1","SIDM01093",3.55292,4.206509,1
"432","EPZ004777","SIDM01187",6.283159,4.801533,1
"433","Palbociclib","SIDM00120",3.4719655,3.2999866,1
"434","OTX015","SIDM01090",0.74296,3.095501,1
"435","AGI-6780","SIDM00077",3.21557,3.318681,1
"436","Alisertib","SIDM00719",3.8276945,1.085539,1
"437","Bortezomib","SIDM01090",-6.2005365,-5.083238,1
"438","Fulvestrant","SIDM00244",2.895194,3.5255806,1
"439","NVP-ADW742","SIDM01187",3.996271,3.219944,1
"440","Fulvestrant","SIDM01233",5.06386166666667,4.0633483,1
"441","Cediranib","SIDM01114",1.521551,1.6181263,1
"442","OSI-027","SIDM00077",3.207803,1.6826322,1
"443","Camptothecin","SIDM01247",-2.139788,-3.8250732,1
"444","Entinostat","SIDM00517",2.113594,2.0014327,1
"445","BIBR-1532","SIDM00291",5.999012,4.9975314,1
"446","Sabutoclax","SIDM00244",0.248354,-0.6177535,1
"447","Niraparib","SIDM00244",2.061859,4.3875284,1
"448","AZD8186","SIDM00244",1.5740705,2.0314577,1
"449","P22077","SIDM00793",5.193799,3.1968331,1
"450","VE-822","SIDM00120",4.192074,3.8681707,1
"451","Trametinib","SIDM00174",-3.482581,-1.9175096,1
"452","AZ960","SIDM00064",0.333289,3.1384885,1
"453","Afuresertib","SIDM01093",2.622319,3.973649,1
"454","SCH772984","SIDM00719",6.08455,3.8864603,1
"455","OTX015","SIDM00244",-2.10408,2.8685098,1
"456","AGI-6780","SIDM01161",3.2657,2.833003,1
"457","Luminespib","SIDM00520",0.7716905,-0.88696706,1
"458","AZD3759","SIDM01233",2.738243,2.943895,1
"459","Vinorelbine","SIDM00094",-1.3965575,-1.2791169,1
"460","PFI3","SIDM00539",5.585641,6.2070756,1
"461","Ipatasertib","SIDM01093",3.54903,4.331642,1
"462","Ulixertinib","SIDM01229",1.060026,1.9637321,1
"463","MIM1","SIDM00244",2.4808775,3.5438194,1
