"","drug","cell_line","IC50","prediction","fold"
"87","WIKI4","SIDM00472",3.497884,2.7002044,1
"88","Oxaliplatin","SIDM00003",4.0931755,1.8633233,1
"89","Entospletinib","SIDM00577",4.895605,2.5564773,1
"90","Fulvestrant","SIDM00813",3.984098,-1.5616517,1
"91","Sorafenib","SIDM00976",4.695765,3.5591707,1
"92","MK-1775","SIDM00543",0.342718,2.2619002,1
"93","LY2109761","SIDM00975",3.761119,-0.28700852,1
"94","LGK974","SIDM00496",3.1396395,3.024424,1
"95","Oxaliplatin","SIDM00488",6.628916,2.0873091,1
"96","Oxaliplatin","SIDM00832",4.5897575,2.1771262,1
"97","Entospletinib","SIDM00056",2.671582,3.2933056,1
"98","WIKI4","SIDM00418",3.522113,3.246446,1
"99","MK-1775","SIDM01163",1.949721,4.120286,1
"100","Sorafenib","SIDM00094",4.49228,4.367142,1
"101","WIKI4","SIDM00813",4.115607,1.2183712,1
"102","BMS-536924","SIDM00156",3.095135,-1.2187319,1
"103","LY2109761","SIDM00393",5.61415,-2.0851493,1
"104","WIKI4","SIDM00205",3.654025,1.1534119,1
"105","Entospletinib","SIDM00833",5.575384,3.792425,1
"106","LGK974","SIDM00343",4.0447195,4.1052303,1
"107","GDC0810","SIDM00302",5.208002,-1.3303375,1
"108","LGK974","SIDM00612",4.5903875,3.917947,1
"109","BMS-536924","SIDM00203",1.302424,-1.8714983,1
"110","Sorafenib","SIDM00277",-1.424085,1.2778897,1
"111","Cisplatin","SIDM00326",2.638646,0.054036427,1
"112","Cisplatin","SIDM00905",2.18528333333333,0.3932854,1
"113","WIKI4","SIDM01247",3.411874,1.1723148,1
"114","MIM1","SIDM00113",5.236097,2.6094806,1
"115","Entospletinib","SIDM00929",3.289124,3.4963338,1
"116","LGK974","SIDM00137",4.3079575,3.1959922,1
"117","MK-1775","SIDM01146",0.603677,2.1014485,1
"118","MIRA-1","SIDM00964",6.366225,2.126508,1
"119","LGK974","SIDM00534",2.602404,2.559847,1
"120","Entospletinib","SIDM00154",2.0514,2.2898998,1
"121","Oxaliplatin","SIDM00064",5.8683425,2.3516514,1
"122","Cisplatin","SIDM01007",3.55325233333333,-0.64657414,1
"123","GDC0810","SIDM00181",5.745348,-0.6071341,1
"124","Bortezomib","SIDM00465",-3.646512,2.656162,1
"125","Fulvestrant","SIDM00864",4.10382933333333,0.3359496,1
"126","Sorafenib","SIDM00393",2.603132,2.149563,1
"127","Oxaliplatin","SIDM00111",5.434399,2.4817412,1
"128","BMS-536924","SIDM00291",1.9841015,-1.8069761,1
"129","Entospletinib","SIDM00551",2.279325,2.6276562,1
"130","Cisplatin","SIDM00976",1.87210833333333,0.48346913,1
"131","GDC0810","SIDM00195",4.988147,0.09485437,1
"132","MIRA-1","SIDM01155",6.700481,3.3983483,1
"133","Bortezomib","SIDM00808",-5.6939755,0.9985292,1
"134","Bortezomib","SIDM00813",-5.087346,0.37164903,1
"135","LY2109761","SIDM00190",5.476123,-0.54006267,1
"136","WIKI4","SIDM00659",3.038173,2.4630609,1
"137","Bortezomib","SIDM01174",-3.799552,3.9548562,1
"138","MIRA-1","SIDM00905",4.905862,3.0620687,1
"139","Cisplatin","SIDM00077",3.38030466666667,0.6044563,1
"140","GDC0810","SIDM00214",4.293846,-0.35401547,1
"141","Entospletinib","SIDM00973",4.424175,3.5358784,1
"142","LGK974","SIDM00576",2.508788,1.680128,1
"143","LY2109761","SIDM00968",4.330641,-1.8484448,1
"144","MIRA-1","SIDM00044",5.696241,3.627268,1
"145","MK-1775","SIDM00591",-0.424053,0.07052542,1
"146","LGK974","SIDM00859",2.171331,1.8378997,1
"147","WIKI4","SIDM00540",0.749129,1.8669429,1
"148","WIKI4","SIDM01206",2.258782,1.166868,1
"149","MIRA-1","SIDM00195",4.286122,2.4963949,1
"150","MIRA-1","SIDM00483",7.397263,4.2610865,1
"151","Bortezomib","SIDM00537",-4.834036,1.2010007,1
"152","Entospletinib","SIDM00417",4.277612,3.0744276,1
"153","LGK974","SIDM00176",4.662872,3.1859617,1
"154","MIRA-1","SIDM00064",5.214936,3.139324,1
"155","Sorafenib","SIDM00875",2.771465,2.209853,1
"156","Oxaliplatin","SIDM00190",5.759866,2.2855504,1
"157","MIRA-1","SIDM01114",5.219343,2.903124,1
"158","GDC0810","SIDM00094",5.804134,1.0744367,1
"159","WIKI4","SIDM00623",4.018454,1.8926244,1
"160","Bortezomib","SIDM01092",-4.902234,1.615292,1
"161","Sorafenib","SIDM00323",1.950347,2.7651606,1
"162","MIRA-1","SIDM00251",5.964001,2.770381,1
"163","WIKI4","SIDM00837",2.846574,1.273607,1
"164","Cisplatin","SIDM00967",4.06662266666667,0.9372601,1
"165","Entospletinib","SIDM00111",5.177424,3.9875474,1
"166","MIRA-1","SIDM01183",6.054691,3.2163267,1
"167","MIM1","SIDM00180",4.132666,1.1825492,1
"168","Sorafenib","SIDM00841",2.724399,3.6244473,1
"169","LY2109761","SIDM00407",3.715375,-3.4766846,1
"170","Oxaliplatin","SIDM00121",2.3998195,0.9297329,1
"171","LGK974","SIDM01114",3.508401,3.2980473,1
"172","BMS-536924","SIDM00974",0.7108305,-2.4722056,1
"173","MK-1775","SIDM00096",-1.671943,0.16517943,1
"174","LGK974","SIDM00623",2.8612335,3.423218,1
"175","MIRA-1","SIDM00241",3.97239,1.8352377,1
"176","Entospletinib","SIDM00677",4.500123,2.4254732,1
"177","MIRA-1","SIDM00411",7.413594,4.4531174,1
"178","WIKI4","SIDM00211",2.230729,0.44422382,1
"179","GDC0810","SIDM00377",6.284406,-0.305004,1
"180","BMS-536924","SIDM00294",2.805907,-1.3753335,1
"181","GDC0810","SIDM00758",5.455362,-0.03777855,1
"182","MIM1","SIDM00576",2.5892565,1.065472,1
"183","MIM1","SIDM00258",2.9081725,1.484318,1
"184","WIKI4","SIDM00826",3.667908,1.6144912,1
"185","Bortezomib","SIDM00627",-4.092524,2.0292683,1
"186","Bortezomib","SIDM00659",-5.482082,2.358411,1
"187","LY2109761","SIDM01259",5.708691,-1.8275894,1
"188","Oxaliplatin","SIDM01168",4.864938,2.3170507,1
"189","Fulvestrant","SIDM00203",4.20958466666667,-0.5832157,1
"190","GDC0810","SIDM00958",4.048886,-1.8525937,1
"191","GDC0810","SIDM00256",3.788929,-1.4197705,1
"192","MIM1","SIDM00230",2.681586,1.5036016,1
"193","BMS-536924","SIDM00003",1.293377,-2.522692,1
"194","Cisplatin","SIDM00308",2.50137566666667,-1.155119,1
"195","BMS-536924","SIDM01168",2.282294,-1.5460176,1
"196","Fulvestrant","SIDM01042",2.528035,-0.8388164,1
"197","Fulvestrant","SIDM01095",3.891611,-0.27940547,1
"198","Fulvestrant","SIDM01145",2.6778145,-0.66995144,1
"199","Cisplatin","SIDM00114",2.27740033333333,2.1206117,1
"200","Oxaliplatin","SIDM00332",7.4651165,2.1883914,1
"201","LY2109761","SIDM00472",6.55587,0.12053613,1
"202","MK-1775","SIDM00783",0.757976,0.58647877,1
"203","MK-1775","SIDM01228",0.113128,1.8815448,1
"204","Entospletinib","SIDM00808",1.689908,2.3928406,1
"205","Cisplatin","SIDM00104",2.67493366666667,1.7802664,1
"206","Cisplatin","SIDM00101",4.43765066666667,2.2067196,1
"207","BMS-536924","SIDM00420",2.764048,-1.9538708,1
"208","LGK974","SIDM00584",4.009641,3.6987803,1
"209","MK-1775","SIDM00427",-1.917003,0.4676937,1
"210","MIRA-1","SIDM00584",5.29915,3.3335168,1
"211","Cisplatin","SIDM00379",2.529134,0.37004703,1
"212","Oxaliplatin","SIDM00534",4.912083,1.9238772,1
"213","Bortezomib","SIDM00835",-3.574759,3.033715,1
"214","Bortezomib","SIDM00394",-5.112275,2.8956156,1
"215","Cisplatin","SIDM00501",2.21753933333333,0.67889094,1
"216","LY2109761","SIDM00316",5.699664,-0.58171576,1
"217","LGK974","SIDM00532",4.921738,3.7831511,1
"218","MIM1","SIDM00264",2.6642525,1.8676813,1
"219","BMS-536924","SIDM00262",1.00127,-1.4636219,1
"220","WIKI4","SIDM01233",2.965499,2.6991818,1
"221","MIRA-1","SIDM00299",5.658231,3.8671298,1
"222","LGK974","SIDM00262",4.7499395,3.4345105,1
"223","WIKI4","SIDM00896",4.151501,0.73572314,1
"224","BMS-536924","SIDM00655",1.5637575,-1.7483363,1
"225","GDC0810","SIDM00393",4.588456,-1.4884362,1
"226","MIM1","SIDM00091",4.364178,2.09769,1
"227","Cisplatin","SIDM00375",0.919883333333333,0.7818575,1
"228","Sorafenib","SIDM00156",1.7130655,3.4795158,1
"229","Fulvestrant","SIDM01146",3.64505266666667,-0.14177905,1
"230","GDC0810","SIDM00202",4.803162,-0.5095919,1
"231","Oxaliplatin","SIDM00623",4.2083035,2.0028687,1
"232","Oxaliplatin","SIDM00842",4.168295,1.5601416,1
"233","Oxaliplatin","SIDM00677",1.7760415,1.6957695,1
"234","LY2109761","SIDM00490",5.87794,-0.3464533,1
"235","MK-1775","SIDM00584",0.902446,2.959582,1
"236","Cisplatin","SIDM00388",3.035971,-0.58944356,1
"237","WIKI4","SIDM00948",2.775125,1.2201982,1
"238","MK-1775","SIDM00837",0.306495,0.6643846,1
"239","Cisplatin","SIDM00180",0.389721,-0.19708423,1
"240","LY2109761","SIDM00367",3.935977,-2.4103546,1
"241","Fulvestrant","SIDM00789",3.274134,-0.5881559,1
"242","WIKI4","SIDM00113",6.579119,3.0911617,1
"243","LY2109761","SIDM00808",4.954051,-2.2355201,1
"244","MIRA-1","SIDM00688",1.941842,1.4465464,1
"245","Cisplatin","SIDM00923",2.580521,-0.1616653,1
"246","Fulvestrant","SIDM00267",4.583618,0.3961147,1
"247","LY2109761","SIDM00243",4.132379,-1.9707177,1
"248","LGK974","SIDM00487",2.7770725,2.2812843,1
"249","LY2109761","SIDM00287",4.325631,-3.017052,1
"250","GDC0810","SIDM00410",4.523499,-0.2943741,1
"251","WIKI4","SIDM00289",2.416236,0.6821188,1
"252","Bortezomib","SIDM01140",-5.017031,0.2398008,1
"253","BMS-536924","SIDM00121",2.70985966666667,-2.5285728,1
"254","Oxaliplatin","SIDM00917",2.188653,1.2377824,1
"255","Fulvestrant","SIDM01073",3.73910566666667,-0.5913264,1
"256","MIM1","SIDM00120",3.378693,2.484543,1
"257","MK-1775","SIDM00632",-0.96393,1.0573205,1
"258","LGK974","SIDM00317",4.72747,4.9836025,1
"259","Cisplatin","SIDM00668",0.237485,-0.27903205,1
"260","Sorafenib","SIDM00964",3.012335,2.321983,1
"261","Sorafenib","SIDM01114",2.613168,3.2386167,1
"262","GDC0810","SIDM01102",5.000745,-1.5032706,1
"263","GDC0810","SIDM00323",4.604251,-0.8038964,1
"264","LY2109761","SIDM00488",5.672061,-0.6004813,1
"265","WIKI4","SIDM00374",3.552694,1.6866058,1
"266","MIM1","SIDM00375",2.802578,1.4292476,1
"267","GDC0810","SIDM00064",5.288375,-0.8396546,1
"268","MIRA-1","SIDM00623",4.466915,2.9941459,1
"269","Oxaliplatin","SIDM01093",5.6005405,2.8336458,1
"270","MIRA-1","SIDM00410",3.986948,2.32539,1
"271","MIRA-1","SIDM00488",5.710343,3.2162948,1
"272","LY2109761","SIDM00127",4.489238,-0.085267276,1
"273","Entospletinib","SIDM00023",2.919166,3.4990783,1
"274","MK-1775","SIDM00276",0.69313,1.632739,1
"275","WIKI4","SIDM01064",1.942038,1.724433,1
"276","MIM1","SIDM00371",4.433738,2.5947597,1
"277","MK-1775","SIDM00974",1.757535,1.5240806,1
"278","LGK974","SIDM00517",3.0865375,3.3817048,1
"279","Bortezomib","SIDM00198",-4.8653945,1.2092469,1
"280","Oxaliplatin","SIDM00923",5.6810165,1.8988756,1
"281","GDC0810","SIDM00659",5.657819,-0.6049117,1
"282","Sorafenib","SIDM00969",-0.634442,3.029536,1
"283","GDC0810","SIDM00261",3.590424,-2.1596167,1
"284","BMS-536924","SIDM00783",0.97368,-2.9660954,1
"285","MIM1","SIDM00276",3.824701,1.7461933,1
"286","MIM1","SIDM00659",4.0376355,2.1123617,1
"287","Cisplatin","SIDM00544",1.00041,0.4127826,1
"288","Sorafenib","SIDM01149",1.692076,2.1288323,1
"289","LGK974","SIDM01229",3.6020445,2.6466544,1
"290","LY2109761","SIDM00323",4.635486,-1.6678535,1
"291","MIRA-1","SIDM00621",5.842539,2.2663057,1
"292","BMS-536924","SIDM00154",1.0831485,-2.2547667,1
"293","MK-1775","SIDM00905",-0.809225,1.9514232,1
"294","Sorafenib","SIDM00441",1.4867635,2.224182,1
"295","MIM1","SIDM00195",4.0748295,2.0694878,1
"296","GDC0810","SIDM00964",5.254574,-1.4529269,1
"297","WIKI4","SIDM01168",4.326807,2.5938723,1
"298","LY2109761","SIDM00111",5.29823,-0.67780435,1
"299","GDC0810","SIDM00367",5.462093,-1.5523189,1
"300","WIKI4","SIDM00424",3.460579,0.9484582,1
"301","MIM1","SIDM00412",3.561153,0.7076162,1
"302","LY2109761","SIDM00810",5.12887,-1.4717983,1
"303","Sorafenib","SIDM00118",1.4481305,2.362201,1
"304","GDC0810","SIDM00948",5.184961,-0.67569447,1
"305","Bortezomib","SIDM00381",-3.554851,2.935169,1
"306","Sorafenib","SIDM00317",6.734952,5.194236,1
"307","LY2109761","SIDM01122",5.96758,0.39781195,1
"308","MIRA-1","SIDM00599",5.135566,2.6204865,1
"309","WIKI4","SIDM00064",3.773458,2.4204402,1
"310","Bortezomib","SIDM00269",-5.116107,0.61334074,1
"311","Bortezomib","SIDM01122",-3.460006,3.1259863,1
"312","Entospletinib","SIDM01251",2.929965,2.0730693,1
"313","GDC0810","SIDM00234",5.0627,-1.063312,1
"314","WIKI4","SIDM00261",3.322092,0.7506231,1
"315","LY2109761","SIDM00964",1.956833,-1.8072209,1
"316","LGK974","SIDM00371",3.5872545,3.8137348,1
"317","BMS-536924","SIDM00489",1.1514535,-2.783231,1
"318","MK-1775","SIDM00565",2.115071,2.0658824,1
"319","Oxaliplatin","SIDM00082",6.118583,2.283639,1
"320","LGK974","SIDM00875",2.6257815,2.5619915,1
"321","BMS-536924","SIDM00659",2.699304,-2.1253772,1
"322","Entospletinib","SIDM00863",1.932062,2.7102242,1
"323","MK-1775","SIDM00900",-1.399658,0.7918377,1
"324","MIRA-1","SIDM00120",6.416831,4.0991306,1
"325","LY2109761","SIDM00535",6.795691,0.09411657,1
"326","MIM1","SIDM00350",3.710919,1.2498171,1
"327","GDC0810","SIDM00289",4.528267,-1.4912777,1
"328","Sorafenib","SIDM01251",2.0338955,2.0448716,1
"329","MIRA-1","SIDM00287",2.006098,0.6656292,1
"330","Oxaliplatin","SIDM00374",4.316079,1.6876717,1
"331","MIM1","SIDM00045",3.545006,0.60851586,1
"332","Bortezomib","SIDM00242",-5.328541,1.6084791,1
"333","Sorafenib","SIDM00251",2.848261,3.035024,1
"334","GDC0810","SIDM00291",5.977976,-0.13310128,1
"335","LY2109761","SIDM00201",4.958346,-2.9696696,1
"336","Entospletinib","SIDM00420",3.211793,3.8859715,1
"337","Cisplatin","SIDM00367",1.02978133333333,-0.6687994,1
"338","LGK974","SIDM00591",3.6798495,2.424551,1
"339","Bortezomib","SIDM00292",-2.1060805,3.6591885,1
"340","BMS-536924","SIDM00316",2.9585265,-2.0773594,1
"341","Oxaliplatin","SIDM01114",4.4099485,2.1774747,1
"342","Bortezomib","SIDM00233",-6.017464,0.5921364,1
"343","GDC0810","SIDM00905",4.622325,-0.36268044,1
"344","LGK974","SIDM00323",3.253751,2.7096016,1
"345","MK-1775","SIDM00599",-0.690052,1.9345438,1
"346","WIKI4","SIDM00970",3.245166,1.4560909,1
"347","Cisplatin","SIDM00968",2.83168366666667,-0.35918462,1
"348","GDC0810","SIDM00889",4.506215,-1.456828,1
"349","Entospletinib","SIDM00758",3.191785,2.838232,1
"350","LGK974","SIDM01237",3.22636,3.9636476,1
"351","Cisplatin","SIDM00293",3.567376,0.7773986,1
"352","Oxaliplatin","SIDM00540",4.6040945,1.8383708,1
"353","Fulvestrant","SIDM00612",5.076758,1.904782,1
"354","MK-1775","SIDM00362",-1.417054,0.09721319,1
"355","LGK974","SIDM01098",3.26949,2.6831408,1
"356","MIM1","SIDM00364",3.070261,0.9458073,1
"357","Cisplatin","SIDM00227",1.85845533333333,0.86831915,1
"358","LY2109761","SIDM00156",5.494366,-0.30518544,1
"359","MIM1","SIDM00199",3.6526725,1.6840496,1
"360","WIKI4","SIDM00606",4.694425,2.2085392,1
"361","LY2109761","SIDM00309",5.366565,0.1764989,1
"362","GDC0810","SIDM01122",4.562704,0.67396307,1
"363","Fulvestrant","SIDM00466",4.849615,4.46035,1
"364","Oxaliplatin","SIDM00091",4.0598405,2.4587533,1
"365","MIM1","SIDM00929",3.4975985,1.8518765,1
"366","GDC0810","SIDM00103",6.228486,-0.01812835,1
"367","Sorafenib","SIDM00211",-1.6481095,1.6972481,1
"368","LY2109761","SIDM00631",5.34662,0.3026793,1
"369","GDC0810","SIDM00100",5.697805,1.1584532,1
"370","Entospletinib","SIDM00091",3.019135,4.0276175,1
"371","MIM1","SIDM00103",3.241037,2.074881,1
"372","MIRA-1","SIDM00262",5.216181,2.7650683,1
"373","Oxaliplatin","SIDM00102",5.9106645,2.8704493,1
"374","Fulvestrant","SIDM00260",2.94795066666667,0.79400134,1
"375","MIRA-1","SIDM00448",4.883614,2.5517733,1
"376","BMS-536924","SIDM00047",1.353705,-2.58571,1
"377","MIRA-1","SIDM00202",5.16672,1.5558851,1
"378","Sorafenib","SIDM00627",2.574094,2.6975036,1
"379","MK-1775","SIDM00833",0.338265,3.0691457,1
"380","LGK974","SIDM00197",3.566672,2.6571307,1
"381","Fulvestrant","SIDM00520",4.129599,1.3577714,1
"382","Sorafenib","SIDM00817",2.949706,3.471928,1
"383","Fulvestrant","SIDM00241",2.439188,-0.68195057,1
"384","LY2109761","SIDM00285",4.799936,-1.411148,1
"385","Bortezomib","SIDM00834",-4.487714,2.522898,1
"386","LGK974","SIDM00596",3.4252845,4.019088,1
"387","Fulvestrant","SIDM00127",4.50722666666667,1.1425933,1
"388","Oxaliplatin","SIDM01247",3.626215,1.2718966,1
"389","Entospletinib","SIDM00096",1.870177,1.6332831,1
"390","BMS-536924","SIDM00465",2.3131505,-1.6813067,1
"391","Oxaliplatin","SIDM00837",2.5972415,1.1551087,1
"392","Entospletinib","SIDM00098",4.652878,3.3688602,1
"393","Fulvestrant","SIDM01093",3.69158,1.9763758,1
"394","Fulvestrant","SIDM00967",4.53654033333333,1.3039305,1
"395","LY2109761","SIDM00205",5.079471,-2.7478273,1
"396","Entospletinib","SIDM00310",3.800207,3.8212965,1
"397","MIRA-1","SIDM00537",4.61754,2.5204937,1
"398","Sorafenib","SIDM00561",2.2465615,2.147618,1
"399","Cisplatin","SIDM00973",1.756971,-0.26934534,1
"400","Sorafenib","SIDM00285",1.575171,2.801421,1
"401","MIRA-1","SIDM00367",5.05893,1.7631454,1
"402","BMS-536924","SIDM01206",2.81425833333333,-1.6837909,1
"403","MIRA-1","SIDM01248",4.623485,3.2818015,1
"404","LY2109761","SIDM01237",6.275652,0.8698677,1
"405","GDC0810","SIDM00900",4.710442,-1.489641,1
"406","MIM1","SIDM00381",4.2348125,1.7426969,1
"407","Fulvestrant","SIDM00293",4.01438066666667,0.35069448,1
"408","LGK974","SIDM01093",2.786494,3.9502437,1
"409","Bortezomib","SIDM00251",-5.080536,1.8602414,1
"410","MK-1775","SIDM00242",0.031211,1.7028124,1
"411","Fulvestrant","SIDM00364",3.20933466666667,-1.4089694,1
"412","Bortezomib","SIDM01126",-4.571586,1.5586479,1
"413","Cisplatin","SIDM00606",2.38985533333333,0.34631294,1
"414","Entospletinib","SIDM00114",5.761527,4.294857,1
"415","Entospletinib","SIDM00195",3.861656,3.1535616,1
"416","MIRA-1","SIDM00864",5.762342,2.8705184,1
"417","Oxaliplatin","SIDM00968",3.9495775,1.812655,1
"418","Sorafenib","SIDM00234",1.451633,2.1789787,1
"419","MIM1","SIDM00417",4.2543975,1.8631777,1
"420","Bortezomib","SIDM00935",-4.784417,1.1485748,1
"421","LY2109761","SIDM00346",3.422311,-2.4411108,1
"422","Fulvestrant","SIDM01098",3.5705385,-0.05742243,1
"423","LY2109761","SIDM00180",6.067447,-1.2457192,1
"424","Sorafenib","SIDM00424",0.607177,2.1752203,1
"425","Bortezomib","SIDM00201",-4.888302,0.3025915,1
"426","Bortezomib","SIDM01090",-6.2005365,0.39150947,1
"427","Fulvestrant","SIDM00244",2.895194,-1.7481792,1
"428","WIKI4","SIDM00350",5.588529,2.1333215,1
"429","WIKI4","SIDM00814",3.783762,1.8062744,1
"430","BMS-536924","SIDM00422",1.015812,-1.7100275,1
"431","MIM1","SIDM00302",3.5503815,1.4131114,1
"432","Fulvestrant","SIDM01233",5.06386166666667,1.0263398,1
"433","MIRA-1","SIDM00591",4.878254,1.7217463,1
"434","Sorafenib","SIDM00364",1.679194,1.9147458,1
"435","LGK974","SIDM00427",1.8315185,2.095774,1
"436","LY2109761","SIDM00082",4.417486,-0.239305,1
"437","Sorafenib","SIDM00789",2.398746,2.4426033,1
"438","LGK974","SIDM00311",3.988596,3.5530589,1
"439","MIM1","SIDM00612",4.0305,2.7239292,1
"440","Bortezomib","SIDM00846",-3.881372,2.6333666,1
"441","Fulvestrant","SIDM00056",4.137465,-0.5206659,1
"442","WIKI4","SIDM01126",4.371902,1.8590635,1
"443","Bortezomib","SIDM00261",-6.4939785,-0.1318384,1
"444","LY2109761","SIDM00885",3.579169,0.033311337,1
"445","MIRA-1","SIDM00218",7.626359,5.540385,1
"446","Sorafenib","SIDM01205",2.7394455,2.9902546,1
"447","Cisplatin","SIDM00483",4.212308,1.5690508,1
"448","MIM1","SIDM00244",2.4808775,0.61940765,1
"449","MIM1","SIDM00530",3.940406,1.4465282,1
"450","WIKI4","SIDM01198",4.788044,0.870401,1
"451","Sorafenib","SIDM01145",0.89583,2.108557,1
"452","MK-1775","SIDM00197",0.137417,1.0772176,1
"453","Bortezomib","SIDM00496",-6.106472,1.9669008,1
"454","LY2109761","SIDM00100",6.055844,1.1152484,1
"455","Fulvestrant","SIDM00465",3.95763966666667,0.5392797,1
"456","MIM1","SIDM00047",3.25604,1.3711183,1
"457","Cisplatin","SIDM00543",3.40754266666667,0.40524215,1
"458","Fulvestrant","SIDM00549",3.19865066666667,-1.1067452,1
"459","GDC0810","SIDM01245",4.596039,-1.3693615,1
"460","LGK974","SIDM00214",3.395594,2.6834753,1
"461","Entospletinib","SIDM00584",2.806703,3.8144503,1
