"","drug","cell_line","IC50","prediction","fold"
"69","MK-1775","SIDM00719",2.743954,0.55155236,1
"70","VE821","SIDM01233",5.84664,5.6009927,1
"71","Obatoclax Mesylate","SIDM00539",1.778222,1.4270526,1
"72","Lapatinib","SIDM00539",0.913972,2.1505625,1
"73","VX-11e","SIDM01229",2.402507,2.2285368,1
"74","Pevonedistat","SIDM01175",4.3406435,1.2835249,1
"75","AZD7762","SIDM01247",-1.898701,-2.224612,1
"76","Temozolomide","SIDM00094",5.9999665,6.57075,1
"77","GSK343","SIDM01233",5.1984295,4.6087327,1
"78","I-BRD9","SIDM01187",5.630752,5.2625327,1
"79","Daporinad","SIDM00517",-6.723251,-4.06008,1
"80","EPZ5676","SIDM00517",6.292871,4.8671503,1
"81","Uprosertib","SIDM00120",5.593971,3.8533888,1
"82","MIM1","SIDM00077",3.948924,3.3448465,1
"83","Irinotecan","SIDM00551",1.099242,4.0681887,1
"84","EPZ004777","SIDM00064",5.539148,5.156245,1
"85","PFI3","SIDM00517",5.774298,5.661685,1
"86","OF-1","SIDM00136",4.818226,4.4536633,1
"87","Vinorelbine","SIDM00496",-3.901771,-3.7584984,1
"88","5-Fluorouracil","SIDM00719",6.5891225,5.612987,1
"89","Foretinib","SIDM01233",1.689614,1.3521736,1
"90","Linsitinib","SIDM00517",2.102586,3.0136364,1
"91","Cyclophosphamide","SIDM00332",6.559315,4.9451303,1
"92","Pevonedistat","SIDM01161",-0.3630345,0.5032158,1
"93","AZD6738","SIDM01114",0.728305,1.5080638,1
"94","5-Fluorouracil","SIDM00332",5.864709,4.63346,1
"95","Buparlisib","SIDM00136",1.140482,2.421523,1
"96","VE821","SIDM00551",3.260586,4.9784546,1
"97","VE-822","SIDM00565",5.373851,4.3752036,1
"98","ABT737","SIDM01093",3.100827,3.3828132,1
"99","Cyclophosphamide","SIDM01090",4.693715,4.8995776,1
"100","LCL161","SIDM00332",5.9473565,4.223458,1
"101","Irinotecan","SIDM01114",1.554381,2.972119,1
"102","GSK2606414","SIDM00064",3.139338,4.5641212,1
"103","LGK974","SIDM00496",3.1396395,3.114328,1
"104","NVP-ADW742","SIDM00699",2.261397,2.74653,1
"105","RO-3306","SIDM00332",4.699782,3.0152109,1
"106","Sorafenib","SIDM00094",4.49228,4.675457,1
"107","ML323","SIDM00332",5.15555,4.626059,1
"108","NVP-ADW742","SIDM00539",4.1592,3.332392,1
"109","Dabrafenib","SIDM01247",4.1038535,2.9402816,1
"110","SB505124","SIDM01233",1.638235,4.755119,1
"111","PD173074","SIDM01093",4.255533,3.6356237,1
"112","Obatoclax Mesylate","SIDM00291",-1.0416785,0.9604666,1
"113","AZD7762","SIDM00539",-0.516174666666667,-0.5124537,1
"114","Rapamycin","SIDM00174",-3.052181,-1.7160056,1
"115","Epirubicin","SIDM01175",1.486215,-2.0025654,1
"116","P22077","SIDM00539",4.655571,5.1346984,1
"117","Temozolomide","SIDM00517",5.836973,6.3858247,1
"118","ABT737","SIDM00120",4.30424,3.1048605,1
"119","Gemcitabine","SIDM00565",-3.45441533333333,1.0454137,1
"120","Cediranib","SIDM00537",1.898705,2.069625,1
"121","GSK2606414","SIDM00758",4.856177,4.596148,1
"122","Linsitinib","SIDM00094",3.7899405,4.1666284,1
"123","AZD5363","SIDM00520",3.259521,3.7359502,1
"124","Sepantronium bromide","SIDM00539",-4.712461,-2.5002284,1
"125","EPZ004777","SIDM01247",4.348324,3.747822,1
"126","Trametinib","SIDM00551",-2.325783,-0.16737948,1
"127","I-BRD9","SIDM01247",2.615107,2.558622,1
"128","WIKI4","SIDM01247",3.411874,3.530907,1
"129","Oxaliplatin","SIDM00064",5.8683425,5.1226835,1
"130","Sepantronium bromide","SIDM01233",-2.7867185,-2.0445821,1
"131","Pevonedistat","SIDM01233",2.716201,3.0380166,1
"132","Buparlisib","SIDM01175",2.449899,2.164477,1
"133","GSK2578215A","SIDM00064",4.784005,4.7621055,1
"134","Alisertib","SIDM00537",1.975315,2.6029332,1
"135","Leflunomide","SIDM00758",5.229327,5.3732276,1
"136","Sapitinib","SIDM00837",1.067511,4.852358,1
"137","BMS-536924","SIDM00291",1.9841015,1.8103318,1
"138","AZD3759","SIDM00291",3.712181,2.6137688,1
"139","Entospletinib","SIDM00551",2.279325,4.726478,1
"140","AZD7762","SIDM00094",0.15812,-0.23073934,1
"141","Palbociclib","SIDM00174",1.225769,2.0122,1
"142","Dasatinib","SIDM00758",3.635058,0.2880693,1
"143","Crizotinib","SIDM00699",3.05879,2.1823633,1
"144","AZD3759","SIDM00565",3.376014,1.5616295,1
"145","MK-2206","SIDM00565",3.4983075,2.607243,1
"146","Wnt-C59","SIDM00837",4.1378645,3.8366501,1
"147","Erlotinib","SIDM00120",3.993615,3.1413174,1
"148","Alpelisib","SIDM00244",0.631542,3.3339942,1
"149","Crizotinib","SIDM01093",4.117038,2.880185,1
"150","GSK2578215A","SIDM00120",5.874693,4.7549934,1
"151","Nutlin-3a (-)","SIDM00539",5.31268,5.3189974,1
"152","Vinorelbine","SIDM00561",-4.5537775,-3.4618323,1
"153","Niraparib","SIDM01247",4.174438,2.2576375,1
"154","AT13148","SIDM01161",2.380332,3.664135,1
"155","Temozolomide","SIDM00758",7.209448,6.2381463,1
"156","Cisplatin","SIDM00077",3.38030466666667,2.4664354,1
"157","I-BET-762","SIDM01093",4.418742,4.6311893,1
"158","AZD6482","SIDM00332",3.03652966666667,4.809602,1
"159","I-BRD9","SIDM00496",4.859927,3.933444,1
"160","Dasatinib","SIDM00561",-0.770378,-0.21998627,1
"161","Entinostat","SIDM00520",1.829342,2.9358108,1
"162","Nutlin-3a (-)","SIDM00120",5.402116,5.643251,1
"163","Wee1 Inhibitor","SIDM01093",4.0597645,2.9944427,1
"164","NVP-ADW742","SIDM00561",2.666318,2.084828,1
"165","MN-64","SIDM01233",6.73699,5.515619,1
"166","Vorinostat","SIDM01161",1.5491935,1.3743558,1
"167","Bortezomib","SIDM00537",-4.834036,-3.328109,1
"168","MIRA-1","SIDM00064",5.214936,5.713211,1
"169","Olaparib","SIDM00699",4.19111766666667,3.6011782,1
"170","MIRA-1","SIDM01114",5.219343,5.803636,1
"171","GDC0810","SIDM00094",5.804134,5.2194247,1
"172","Wnt-C59","SIDM01114",3.197821,3.9554088,1
"173","I-BET-762","SIDM00793",2.609272,3.1034358,1
"174","WIKI4","SIDM00837",2.846574,3.917789,1
"175","LCL161","SIDM01161",4.3976345,3.9872968,1
"176","AMG-319","SIDM00565",5.371688,4.044735,1
"177","Venetoclax","SIDM00077",3.904573,4.0443482,1
"178","LCL161","SIDM00719",3.874188,4.8801246,1
"179","PD173074","SIDM00094",3.2926815,3.583925,1
"180","Irinotecan","SIDM01090",2.114247,2.9563618,1
"181","Venetoclax","SIDM00758",3.324595,3.7865336,1
"182","Taselisib","SIDM01093",3.136874,2.912532,1
"183","LGK974","SIDM01114",3.508401,3.7431386,1
"184","ML323","SIDM00244",4.300929,4.6527295,1
"185","Niraparib","SIDM00291",4.608738,4.429258,1
"186","Luminespib","SIDM01229",-2.141788,-3.0137231,1
"187","Vorinostat","SIDM01247",0.325493,-0.07736765,1
"188","OTX015","SIDM00699",5.559069,2.7652302,1
"189","Cyclophosphamide","SIDM00520",5.858395,5.156258,1
"190","Entinostat","SIDM00793",1.369228,1.3948759,1
"191","GDC0810","SIDM00758",5.455362,4.2148156,1
"192","Tamoxifen","SIDM00064",3.46596,4.093645,1
"193","BIBR-1532","SIDM01175",6.090111,5.0748878,1
"194","I-BRD9","SIDM00064",4.481404,5.00973,1
"195","PF-4708671","SIDM00332",5.5158515,4.146245,1
"196","Dabrafenib","SIDM00561",2.9149185,2.9014935,1
"197","GSK591","SIDM01161",3.867942,4.8681564,1
"198","EPZ5676","SIDM00244",5.224741,4.359506,1
"199","PD173074","SIDM00077",1.904974,3.3374574,1
"200","Pevonedistat","SIDM00332",1.5171675,0.9507311,1
"201","AGI-6780","SIDM01175",4.273481,3.4051816,1
"202","Linsitinib","SIDM00244",0.0718865,2.9275086,1
"203","Navitoclax","SIDM01247",-0.1776315,1.5400014,1
"204","AZD5582","SIDM00077",4.5508895,2.5174124,1
"205","Entinostat","SIDM01114",2.492756,2.3370392,1
"206","GSK2578215A","SIDM00758",5.642325,3.9190848,1
"207","AZD7762","SIDM00332",0.330726666666667,-0.23856376,1
"208","UMI-77","SIDM00332",3.87314,3.3889632,1
"209","MK-2206","SIDM01161",3.4738185,2.7691205,1
"210","Epirubicin","SIDM00244",-2.936977,-1.8151124,1
"211","GSK2578215A","SIDM00699",6.14568,3.58648,1
"212","Dabrafenib","SIDM00793",3.3887125,3.6596727,1
"213","Oxaliplatin","SIDM00332",7.4651165,4.499225,1
"214","BIBR-1532","SIDM00551",5.650025,5.1044774,1
"215","Vinblastine","SIDM00136",-4.055173,2.5374286,1
"216","EPZ5676","SIDM00719",6.506979,4.5825634,1
"217","Pictilisib","SIDM00561",0.193208,1.9408147,1
"218","EPZ004777","SIDM00174",5.738337,4.352328,1
"219","Taselisib","SIDM00244",-0.848081,1.6274623,1
"220","AGI-5198","SIDM00520",4.971823,5.2917247,1
"221","Dabrafenib","SIDM00077",4.894101,3.8409045,1
"222","Dinaciclib","SIDM00539",-3.356875,-1.3371015,1
"223","I-BRD9","SIDM00291",3.621944,4.8120112,1
"224","AGI-5198","SIDM01090",4.799704,4.9774537,1
"225","Ulixertinib","SIDM00520",2.3962885,3.5414615,1
"226","Nilotinib","SIDM01093",4.421954,4.054848,1
"227","WIKI4","SIDM01233",2.965499,4.2415323,1
"228","ABT737","SIDM00837",0.126189,2.2336872,1
"229","NVP-ADW742","SIDM00793",2.760293,2.6154435,1
"230","OF-1","SIDM01229",4.361306,3.6831257,1
"231","Olaparib","SIDM01233",5.17296566666667,4.415232,1
"232","Vinblastine","SIDM00077",-4.8963305,2.8981726,1
"233","Wee1 Inhibitor","SIDM01229",1.301804,1.1058465,1
"234","Temozolomide","SIDM01247",5.040118,5.63588,1
"235","Dactinomycin","SIDM01175",-1.064913,-0.492114,1
"236","Trametinib","SIDM00094",-0.5363785,0.08521955,1
"237","Paclitaxel","SIDM00496",-3.366445,-3.81003,1
"238","Erlotinib","SIDM01093",3.790343,3.3765879,1
"239","Irinotecan","SIDM00291",3.476048,3.6364565,1
"240","Afatinib","SIDM00758",2.73434566666667,0.9719226,1
"241","UMI-77","SIDM00064",2.164365,3.354895,1
"242","Palbociclib","SIDM00539",4.109158,3.0886292,1
"243","OF-1","SIDM00094",5.418012,4.659161,1
"244","Docetaxel","SIDM00064",-4.91611233333333,-0.4515363,1
"245","Sepantronium bromide","SIDM00120",-5.288781,-4.245734,1
"246","AZ960","SIDM00244",-0.064457,2.1443627,1
"247","GSK2606414","SIDM00561",3.382193,2.6683848,1
"248","Cyclophosphamide","SIDM00793",4.424327,4.2707887,1
"249","GSK2578215A","SIDM00537",5.117377,4.554479,1
"250","Crizotinib","SIDM00719",3.8888715,2.5049615,1
"251","MK-1775","SIDM00837",0.306495,-0.18839885,1
"252","Afuresertib","SIDM01247",1.458759,1.2807586,1
"253","Nutlin-3a (-)","SIDM00758",5.610665,5.1419225,1
"254","Taselisib","SIDM00565",2.054154,0.7880775,1
"255","Wee1 Inhibitor","SIDM00291",1.773855,2.4915528,1
"256","Leflunomide","SIDM00517",6.710536,5.4483066,1
"257","AZD3759","SIDM00517",0.186082,2.5422933,1
"258","Gefitinib","SIDM00539",1.323068,1.905498,1
"259","Osimertinib","SIDM01090",2.991317,2.1164095,1
"260","PD173074","SIDM01233",3.350781,3.8799925,1
"261","VE821","SIDM00561",2.877619,3.087611,1
"262","GSK2606414","SIDM01090",2.849564,4.429723,1
"263","Olaparib","SIDM00758",5.03895,3.7929213,1
"264","Sepantronium bromide","SIDM00537",-1.5303005,-0.890878,1
"265","AZD5582","SIDM00517",2.2722085,2.290364,1
"266","AZD5582","SIDM00551",0.8413235,2.2665377,1
"267","VE-822","SIDM01229",3.240738,3.093249,1
"268","Daporinad","SIDM01175",0.732144,-4.0577583,1
"269","Erlotinib","SIDM00565",2.709861,2.2216678,1
"270","MIM1","SIDM00120",3.378693,3.8478172,1
"271","GSK591","SIDM01229",2.819757,4.211612,1
"272","AZD4547","SIDM01247",1.35508766666667,1.8600744,1
"273","AGI-6780","SIDM00539",2.4578655,3.7898304,1
"274","PFI3","SIDM00094",5.203579,6.011456,1
"275","Lapatinib","SIDM00291",2.556583,3.0337048,1
"276","AGI-5198","SIDM00064",4.789741,4.962597,1
"277","WZ4003","SIDM00699",4.481067,4.259743,1
"278","Ulixertinib","SIDM00699",3.799181,3.5874903,1
"279","AZD4547","SIDM00537",3.52006566666667,2.763449,1
"280","SB216763","SIDM00537",4.288856,4.711964,1
"281","Paclitaxel","SIDM00291",-3.909668,-1.1956701,1
"282","I-BRD9","SIDM00094",4.405506,5.4120045,1
"283","Savolitinib","SIDM00077",2.582096,3.397033,1
"284","Sorafenib","SIDM01114",2.613168,3.953068,1
"285","XAV939","SIDM01090",4.12943,4.1588955,1
"286","Alpelisib","SIDM00136",2.282329,4.095405,1
"287","AZD4547","SIDM00758",3.33935933333333,2.4448173,1
"288","NVP-ADW742","SIDM00136",1.011518,3.6787636,1
"289","ABT737","SIDM00136",2.532962,1.316197,1
"290","Temozolomide","SIDM01175",6.98352,6.205169,1
"291","I-BRD9","SIDM00561",2.611557,2.943916,1
"292","5-Fluorouracil","SIDM00291",4.162526,3.3072417,1
"293","Cediranib","SIDM00565",2.842635,1.2732226,1
"294","GSK2578215A","SIDM01233",5.269113,5.0636106,1
"295","Alisertib","SIDM01161",-0.280376,1.6623101,1
"296","GDC0810","SIDM00064",5.288375,4.837347,1
"297","ML323","SIDM00793",3.577872,3.9148033,1
"298","Oxaliplatin","SIDM01093",5.6005405,5.447243,1
"299","PD0325901","SIDM01233",-1.518136,0.87445754,1
"300","UMI-77","SIDM00136",3.307341,3.452968,1
"301","Luminespib","SIDM01114",-3.888705,-2.6498075,1
"302","PD173074","SIDM00537",3.1865935,3.29177,1
"303","Venetoclax","SIDM01114",2.285853,3.7420127,1
"304","Erlotinib","SIDM00332",3.9668895,2.9099438,1
"305","BIBR-1532","SIDM01090",5.125707,4.795925,1
"306","XAV939","SIDM00551",4.3671715,3.5574641,1
"307","LGK974","SIDM00517",3.0865375,3.1356077,1
"308","Ibrutinib","SIDM00758",5.949609,3.5736792,1
"309","Savolitinib","SIDM00332",4.654652,3.4720805,1
"310","PRT062607","SIDM01161",2.633505,3.2678258,1
"311","Leflunomide","SIDM00551",5.038047,5.4510016,1
"312","LGK974","SIDM01229",3.6020445,3.0429091,1
"313","I-BET-762","SIDM01247",2.216577,2.7668464,1
"314","Paclitaxel","SIDM00332",-0.810939,-2.5407271,1
"315","PCI-34051","SIDM01229",3.845539,4.1582103,1
"316","Epirubicin","SIDM01247",-0.912797,-2.846213,1
"317","Irinotecan","SIDM01161",0.976185,2.8837736,1
"318","MK-8776","SIDM00537",2.840285,3.9318624,1
"319","Nutlin-3a (-)","SIDM00077",4.806873,5.2375846,1
"320","EPZ5676","SIDM00136",7.112669,4.9490814,1
"321","Gefitinib","SIDM00837",-0.3648485,2.0303025,1
"322","Vinorelbine","SIDM00520",-1.97683,-0.76678133,1
"323","RVX-208","SIDM01247",3.533613,4.6945996,1
"324","OF-1","SIDM00719",6.969681,4.78287,1
"325","IWP-2","SIDM01114",3.088013,3.2344294,1
"326","PD173074","SIDM00758",3.679622,3.1008203,1
"327","Dinaciclib","SIDM01093",-2.5897,-1.5328217,1
"328","WIKI4","SIDM00064",3.773458,4.0542216,1
"329","AZD6738","SIDM00496",0.7788355,0.99157304,1
"330","AMG-319","SIDM01114",4.85507,4.631141,1
"331","Venetoclax","SIDM00699",1.681044,1.3184991,1
"332","Nilotinib","SIDM00332",3.2089565,3.5641873,1
"333","PCI-34051","SIDM00561",2.624557,2.8704093,1
"334","Cytarabine","SIDM00064",1.31733,1.0646983,1
"335","Epirubicin","SIDM00077",-0.733827,-1.2607104,1
"336","Paclitaxel","SIDM01093",0.037221,-1.027029,1
"337","MK-1775","SIDM00565",2.115071,0.07343672,1
"338","Olaparib","SIDM00136",5.06585833333333,4.1567864,1
"339","Vorinostat","SIDM00174",2.225614,1.246434,1
"340","Sepantronium bromide","SIDM00699",-4.04802,-4.674716,1
"341","VE-822","SIDM00758",3.290354,4.444227,1
"342","Temozolomide","SIDM00077",6.223586,6.4826984,1
"343","OTX015","SIDM00291",2.521614,2.5081885,1
"344","VE821","SIDM00537",2.423396,4.653113,1
"345","Irinotecan","SIDM00496",4.132536,2.363798,1
"346","Afuresertib","SIDM00699",3.628326,1.7974313,1
"347","Foretinib","SIDM00174",-0.0665445,0.12985063,1
"348","MIRA-1","SIDM00120",6.416831,6.232445,1
"349","Dactinomycin","SIDM01161",-5.074141,-0.3204915,1
"350","EPZ5676","SIDM01161",5.541078,4.8928466,1
"351","IWP-2","SIDM00758",3.383455,2.9329097,1
"352","PLX-4720","SIDM00539",4.92038366666667,4.092774,1
"353","BIBR-1532","SIDM00174",5.212677,4.7270684,1
"354","Alpelisib","SIDM00174",0.606456,3.8895137,1
"355","GDC0810","SIDM00291",5.977976,4.353132,1
"356","MK-2206","SIDM01114",2.949582,2.7925417,1
"357","Gefitinib","SIDM00565",1.1261785,1.671173,1
"358","AZD5582","SIDM00758",2.069595,1.8367188,1
"359","Osimertinib","SIDM00539",1.239384,1.4533496,1
"360","Nutlin-3a (-)","SIDM00551",5.1432595,5.5288124,1
"361","SCH772984","SIDM00758",0.730977,2.3967278,1
"362","Oxaliplatin","SIDM01114",4.4099485,4.723473,1
"363","Navitoclax","SIDM00699",0.0431379999999999,0.16265304,1
"364","LCL161","SIDM01175",5.1582035,3.9848723,1
"365","Savolitinib","SIDM00136",3.95618,3.4499817,1
"366","Epirubicin","SIDM00793",-2.60882,-2.6897469,1
"367","Afatinib","SIDM00064",2.19445766666667,2.3415468,1
"368","VE-822","SIDM00136",0.502373,5.0559945,1
"369","VE821","SIDM00539",4.509569,5.188147,1
"370","IWP-2","SIDM00719",3.375499,3.554824,1
"371","5-Fluorouracil","SIDM00517",2.793949,4.1542683,1
"372","MN-64","SIDM00561",4.026259,4.492062,1
"373","Sabutoclax","SIDM00520",0.572866,-0.22261588,1
"374","Niraparib","SIDM00539",5.459238,5.291613,1
"375","Entospletinib","SIDM00758",3.191785,4.674372,1
"376","VE821","SIDM00136",2.288837,5.0714426,1
"377","Linsitinib","SIDM01229",0.6094025,2.2474287,1
"378","AZD6738","SIDM01187",3.355016,2.7205513,1
"379","PLX-4720","SIDM00136",1.79059333333333,4.1146574,1
"380","Uprosertib","SIDM01114",3.1126045,3.7349255,1
"381","Obatoclax Mesylate","SIDM01233",0.347784,1.7241917,1
"382","Niraparib","SIDM00496",5.267592,3.3386507,1
"383","Afuresertib","SIDM00244",1.799994,3.012657,1
"384","VE-822","SIDM00793",2.051568,2.2436574,1
"385","WEHI-539","SIDM01161",4.774281,4.1281023,1
"386","AZD5363","SIDM00496",3.966998,2.5714436,1
"387","Nilotinib","SIDM00758",3.3607845,3.46538,1
"388","Wee1 Inhibitor","SIDM01114",1.678641,2.527288,1
"389","Temozolomide","SIDM00565",5.9570325,6.208636,1
"390","Docetaxel","SIDM01233",-2.41953466666667,-0.19637887,1
"391","AGI-5198","SIDM01114",4.83909,5.069369,1
"392","GSK2606414","SIDM00793",4.311425,3.148166,1
"393","Nutlin-3a (-)","SIDM00517",4.780837,5.1128616,1
"394","Dasatinib","SIDM00551",1.450782,0.37126577,1
"395","Vorinostat","SIDM00537",1.534206,1.319421,1
"396","Tamoxifen","SIDM01187",3.937792,4.324637,1
"397","PD173074","SIDM00551",3.696737,3.1141107,1
"398","Fulvestrant","SIDM00520",4.129599,4.4745674,1
"399","Entinostat","SIDM00291",2.786268,1.4396363,1
"400","MK-2206","SIDM01175",3.697299,2.7232594,1
"401","P22077","SIDM01247",4.200685,2.9838054,1
"402","Dasatinib","SIDM00793",0.336026,1.0110887,1
"403","PCI-34051","SIDM00174",3.768575,4.871349,1
"404","Foretinib","SIDM01187",1.9900015,1.9697936,1
"405","GSK1904529A","SIDM01093",3.8783655,3.4217544,1
"406","Oxaliplatin","SIDM01247",3.626215,2.4520214,1
"407","Oxaliplatin","SIDM00837",2.5972415,3.8830786,1
"408","Alpelisib","SIDM00332",2.986898,3.3782837,1
"409","Fulvestrant","SIDM01093",3.69158,4.127407,1
"410","Paclitaxel","SIDM00551",-4.753337,-1.9189322,1
"411","MIRA-1","SIDM00537",4.61754,5.522357,1
"412","GSK343","SIDM00094",4.6097595,4.454969,1
"413","Sorafenib","SIDM00561",2.2465615,2.5393913,1
"414","PCI-34051","SIDM00793",2.587578,3.5188806,1
"415","Palbociclib","SIDM01090",1.609364,1.8026863,1
"416","Trametinib","SIDM00136",-5.2300485,-2.2308311,1
"417","Dasatinib","SIDM01090",0.4044615,1.797673,1
"418","Daporinad","SIDM00758",0.060049,-4.260686,1
"419","Gefitinib","SIDM00561",2.1793225,2.1097426,1
"420","LGK974","SIDM01093",2.786494,3.725623,1
"421","Wee1 Inhibitor","SIDM00537",1.267721,2.9861853,1
"422","AZD5582","SIDM00244",4.1716395,2.9585817,1
"423","PFI3","SIDM00699",5.948623,5.5782666,1
"424","Dasatinib","SIDM00537",2.315506,1.2581527,1
"425","PFI3","SIDM01114",5.027546,5.8435283,1
"426","Vinorelbine","SIDM00793",-2.602951,-3.4239435,1
"427","Palbociclib","SIDM00244",-1.1481525,2.2182539,1
"428","Afatinib","SIDM00136",2.73564766666667,2.6822956,1
"429","EPZ004777","SIDM01114",4.450492,4.801418,1
"430","RVX-208","SIDM01114",4.022685,5.4122753,1
"431","OF-1","SIDM01093",3.55292,4.584601,1
"432","EPZ004777","SIDM01187",6.283159,4.1946864,1
"433","Palbociclib","SIDM00120",3.4719655,2.6174772,1
"434","OTX015","SIDM01090",0.74296,3.0565312,1
"435","AGI-6780","SIDM00077",3.21557,3.557163,1
"436","Alisertib","SIDM00719",3.8276945,1.4752463,1
"437","Bortezomib","SIDM01090",-6.2005365,-3.225708,1
"438","Fulvestrant","SIDM00244",2.895194,4.1547723,1
"439","NVP-ADW742","SIDM01187",3.996271,3.9464867,1
"440","Fulvestrant","SIDM01233",5.06386166666667,4.3209467,1
"441","Cediranib","SIDM01114",1.521551,1.321774,1
"442","OSI-027","SIDM00077",3.207803,3.5870311,1
"443","Camptothecin","SIDM01247",-2.139788,-3.6179807,1
"444","Entinostat","SIDM00517",2.113594,2.175469,1
"445","BIBR-1532","SIDM00291",5.999012,4.364899,1
"446","Sabutoclax","SIDM00244",0.248354,-1.0190673,1
"447","Niraparib","SIDM00244",2.061859,4.3060384,1
"448","AZD8186","SIDM00244",1.5740705,2.5474355,1
"449","P22077","SIDM00793",5.193799,3.6983306,1
"450","VE-822","SIDM00120",4.192074,4.8468823,1
"451","Trametinib","SIDM00174",-3.482581,-2.5543063,1
"452","AZ960","SIDM00064",0.333289,3.3508627,1
"453","Afuresertib","SIDM01093",2.622319,3.370627,1
"454","SCH772984","SIDM00719",6.08455,4.8967104,1
"455","OTX015","SIDM00244",-2.10408,3.5141299,1
"456","AGI-6780","SIDM01161",3.2657,3.3498595,1
"457","Luminespib","SIDM00520",0.7716905,-1.8853042,1
"458","AZD3759","SIDM01233",2.738243,2.7356098,1
"459","Vinorelbine","SIDM00094",-1.3965575,-1.317232,1
"460","PFI3","SIDM00539",5.585641,6.075503,1
"461","Ipatasertib","SIDM01093",3.54903,3.476953,1
"462","Ulixertinib","SIDM01229",1.060026,1.9611013,1
"463","MIM1","SIDM00244",2.4808775,3.0409424,1
