"","drug","cell_line","IC50","prediction","fold"
"99","MK-1775","SIDM01163",1.949721,0.43670595,1
"100","Sorafenib","SIDM00094",4.49228,3.47237,1
"101","WIKI4","SIDM00813",4.115607,0.034013294,1
"102","BMS-536924","SIDM00156",3.095135,-0.3914733,1
"103","LY2109761","SIDM00393",5.61415,4.5949154,1
"104","WIKI4","SIDM00205",3.654025,0.6576912,1
"105","Entospletinib","SIDM00833",5.575384,-1.813599,1
"106","LGK974","SIDM00343",4.0447195,3.708722,1
"107","GDC0810","SIDM00302",5.208002,3.0460165,1
"108","LGK974","SIDM00612",4.5903875,3.9468124,1
"109","BMS-536924","SIDM00203",1.302424,-1.8118688,1
"110","Sorafenib","SIDM00277",-1.424085,-0.83011365,1
"111","Cisplatin","SIDM00326",2.638646,3.483765,1
"112","Cisplatin","SIDM00905",2.18528333333333,2.8022974,1
"113","WIKI4","SIDM01247",3.411874,0.80212253,1
"114","MIM1","SIDM00113",5.236097,4.414171,1
"115","Entospletinib","SIDM00929",3.289124,-1.6444962,1
"116","LGK974","SIDM00137",4.3079575,3.4286664,1
"117","MK-1775","SIDM01146",0.603677,-1.6163542,1
"118","MIRA-1","SIDM00964",6.366225,0.44714057,1
"119","LGK974","SIDM00534",2.602404,3.2376814,1
"120","Entospletinib","SIDM00154",2.0514,-3.1564581,1
"121","Oxaliplatin","SIDM00064",5.8683425,1.524135,1
"122","Cisplatin","SIDM01007",3.55325233333333,2.1288166,1
"123","GDC0810","SIDM00181",5.745348,3.676869,1
"124","Bortezomib","SIDM00465",-3.646512,1.6153855,1
"125","Fulvestrant","SIDM00864",4.10382933333333,0.47485232,1
"126","Sorafenib","SIDM00393",2.603132,-0.9231238,1
"127","Oxaliplatin","SIDM00111",5.434399,1.8016412,1
"128","BMS-536924","SIDM00291",1.9841015,-0.12628312,1
"129","Entospletinib","SIDM00551",2.279325,-2.5016472,1
"130","Cisplatin","SIDM00976",1.87210833333333,2.7200856,1
"131","GDC0810","SIDM00195",4.988147,3.4789565,1
"132","MIRA-1","SIDM01155",6.700481,2.4940767,1
"133","Bortezomib","SIDM00808",-5.6939755,-0.5458656,1
"134","Bortezomib","SIDM00813",-5.087346,-0.68380433,1
"135","LY2109761","SIDM00190",5.476123,4.397658,1
"136","WIKI4","SIDM00659",3.038173,1.1590044,1
"137","Bortezomib","SIDM01174",-3.799552,2.8314252,1
"138","MIRA-1","SIDM00905",4.905862,1.2746911,1
"139","Cisplatin","SIDM00077",3.38030466666667,3.0870445,1
"140","GDC0810","SIDM00214",4.293846,3.2486236,1
"141","Entospletinib","SIDM00973",4.424175,-2.87942,1
"142","LGK974","SIDM00576",2.508788,1.0403304,1
"143","LY2109761","SIDM00968",4.330641,4.154462,1
"144","MIRA-1","SIDM00044",5.696241,2.3774827,1
"145","MK-1775","SIDM00591",-0.424053,-1.7869812,1
"146","LGK974","SIDM00859",2.171331,1.913952,1
"147","WIKI4","SIDM00540",0.749129,-1.1045736,1
"148","WIKI4","SIDM01206",2.258782,0.7469054,1
"149","MIRA-1","SIDM00195",4.286122,2.5841124,1
"150","MIRA-1","SIDM00483",7.397263,1.9350517,1
"151","Bortezomib","SIDM00537",-4.834036,0.2598564,1
"152","Entospletinib","SIDM00417",4.277612,-2.1095183,1
"153","LGK974","SIDM00176",4.662872,2.8093934,1
"154","MIRA-1","SIDM00064",5.214936,1.7116086,1
"155","Sorafenib","SIDM00875",2.771465,-0.21033596,1
"156","Oxaliplatin","SIDM00190",5.759866,2.7409103,1
"157","MIRA-1","SIDM01114",5.219343,1.7229134,1
"158","GDC0810","SIDM00094",5.804134,4.074703,1
"159","WIKI4","SIDM00623",4.018454,2.7635772,1
"160","Bortezomib","SIDM01092",-4.902234,-0.18263517,1
"161","Sorafenib","SIDM00323",1.950347,0.93005294,1
"162","MIRA-1","SIDM00251",5.964001,1.1651732,1
"163","WIKI4","SIDM00837",2.846574,-0.20925753,1
"164","Cisplatin","SIDM00967",4.06662266666667,4.140623,1
"165","Entospletinib","SIDM00111",5.177424,-2.3569992,1
"166","MIRA-1","SIDM01183",6.054691,2.4299262,1
"167","MIM1","SIDM00180",4.132666,3.1533186,1
"168","Sorafenib","SIDM00841",2.724399,2.294842,1
"169","LY2109761","SIDM00407",3.715375,3.088884,1
"170","Oxaliplatin","SIDM00121",2.3998195,-0.93262106,1
"171","LGK974","SIDM01114",3.508401,2.311498,1
"172","BMS-536924","SIDM00974",0.7108305,-0.3703329,1
"173","MK-1775","SIDM00096",-1.671943,-3.261483,1
"174","LGK974","SIDM00623",2.8612335,3.5937264,1
"175","MIRA-1","SIDM00241",3.97239,1.5467844,1
"176","Entospletinib","SIDM00677",4.500123,-2.8768852,1
"177","MIRA-1","SIDM00411",7.413594,2.942558,1
"178","WIKI4","SIDM00211",2.230729,-1.332695,1
"179","GDC0810","SIDM00377",6.284406,3.6410534,1
"180","BMS-536924","SIDM00294",2.805907,-1.2538085,1
"181","GDC0810","SIDM00758",5.455362,3.3636682,1
"182","MIM1","SIDM00576",2.5892565,2.414776,1
"183","MIM1","SIDM00258",2.9081725,2.6699617,1
"184","WIKI4","SIDM00826",3.667908,-0.18110721,1
"185","Bortezomib","SIDM00627",-4.092524,1.5612944,1
"186","Bortezomib","SIDM00659",-5.482082,0.70491636,1
"187","LY2109761","SIDM01259",5.708691,3.4342651,1
"188","Oxaliplatin","SIDM01168",4.864938,2.792554,1
"189","Fulvestrant","SIDM00203",4.20958466666667,2.2128713,1
"190","GDC0810","SIDM00958",4.048886,1.9030105,1
"191","GDC0810","SIDM00256",3.788929,2.272913,1
"192","MIM1","SIDM00230",2.681586,2.868344,1
"193","BMS-536924","SIDM00003",1.293377,-0.8202626,1
"194","Cisplatin","SIDM00308",2.50137566666667,2.7828207,1
"195","BMS-536924","SIDM01168",2.282294,1.1116743,1
"196","Fulvestrant","SIDM01042",2.528035,1.7059238,1
"197","Fulvestrant","SIDM01095",3.891611,1.5869466,1
"198","Fulvestrant","SIDM01145",2.6778145,0.8842444,1
"199","Cisplatin","SIDM00114",2.27740033333333,4.1504216,1
"200","Oxaliplatin","SIDM00332",7.4651165,1.663012,1
"201","LY2109761","SIDM00472",6.55587,4.6399617,1
"202","MK-1775","SIDM00783",0.757976,-1.7038143,1
"203","MK-1775","SIDM01228",0.113128,-0.8473211,1
"204","Entospletinib","SIDM00808",1.689908,-1.5766797,1
"205","Cisplatin","SIDM00104",2.67493366666667,3.7019894,1
"206","Cisplatin","SIDM00101",4.43765066666667,4.3288565,1
"207","BMS-536924","SIDM00420",2.764048,0.29432404,1
"208","LGK974","SIDM00584",4.009641,3.4041727,1
"209","MK-1775","SIDM00427",-1.917003,-3.1508877,1
"210","MIRA-1","SIDM00584",5.29915,3.647952,1
"211","Cisplatin","SIDM00379",2.529134,2.2252524,1
"212","Oxaliplatin","SIDM00534",4.912083,2.165119,1
"213","Bortezomib","SIDM00835",-3.574759,3.5087376,1
"214","Bortezomib","SIDM00394",-5.112275,0.46248537,1
"215","Cisplatin","SIDM00501",2.21753933333333,3.4809456,1
"216","LY2109761","SIDM00316",5.699664,4.536993,1
"217","LGK974","SIDM00532",4.921738,2.767472,1
"218","MIM1","SIDM00264",2.6642525,3.4020007,1
"219","BMS-536924","SIDM00262",1.00127,-0.411959,1
"220","WIKI4","SIDM01233",2.965499,1.9136739,1
"221","MIRA-1","SIDM00299",5.658231,2.4250991,1
"222","LGK974","SIDM00262",4.7499395,3.7213929,1
"223","WIKI4","SIDM00896",4.151501,0.20749882,1
"224","BMS-536924","SIDM00655",1.5637575,0.24545908,1
"225","GDC0810","SIDM00393",4.588456,3.1441648,1
"226","MIM1","SIDM00091",4.364178,3.6905835,1
"227","Cisplatin","SIDM00375",0.919883333333333,3.3097973,1
"228","Sorafenib","SIDM00156",1.7130655,2.822269,1
"229","Fulvestrant","SIDM01146",3.64505266666667,1.5463177,1
"230","GDC0810","SIDM00202",4.803162,2.6576169,1
"231","Oxaliplatin","SIDM00623",4.2083035,2.2617066,1
"232","Oxaliplatin","SIDM00842",4.168295,1.7467632,1
"233","Oxaliplatin","SIDM00677",1.7760415,1.0868857,1
"234","LY2109761","SIDM00490",5.87794,4.766909,1
"235","MK-1775","SIDM00584",0.902446,-1.0258417,1
"236","Cisplatin","SIDM00388",3.035971,1.5847933,1
"237","WIKI4","SIDM00948",2.775125,1.4727371,1
"238","MK-1775","SIDM00837",0.306495,-1.4823537,1
"239","Cisplatin","SIDM00180",0.389721,3.2297268,1
"240","LY2109761","SIDM00367",3.935977,3.198643,1
"241","Fulvestrant","SIDM00789",3.274134,1.0791984,1
"242","WIKI4","SIDM00113",6.579119,2.9280875,1
"243","LY2109761","SIDM00808",4.954051,3.5109513,1
"244","MIRA-1","SIDM00688",1.941842,1.2124592,1
"245","Cisplatin","SIDM00923",2.580521,2.9658163,1
"246","Fulvestrant","SIDM00267",4.583618,0.6481999,1
"247","LY2109761","SIDM00243",4.132379,2.812026,1
"248","LGK974","SIDM00487",2.7770725,2.7244704,1
"249","LY2109761","SIDM00287",4.325631,2.9877594,1
"250","GDC0810","SIDM00410",4.523499,2.5786488,1
"251","WIKI4","SIDM00289",2.416236,-0.45369154,1
"252","Bortezomib","SIDM01140",-5.017031,-0.6408805,1
"253","BMS-536924","SIDM00121",2.70985966666667,-3.3061278,1
"254","Oxaliplatin","SIDM00917",2.188653,0.11875582,1
"255","Fulvestrant","SIDM01073",3.73910566666667,1.935102,1
"256","MIM1","SIDM00120",3.378693,3.7444766,1
"257","MK-1775","SIDM00632",-0.96393,-2.5787761,1
"258","LGK974","SIDM00317",4.72747,4.339122,1
"259","Cisplatin","SIDM00668",0.237485,1.419797,1
"260","Sorafenib","SIDM00964",3.012335,-0.5582251,1
"261","Sorafenib","SIDM01114",2.613168,1.1997998,1
"262","GDC0810","SIDM01102",5.000745,2.130806,1
"263","GDC0810","SIDM00323",4.604251,2.664251,1
"264","LY2109761","SIDM00488",5.672061,4.11095,1
"265","WIKI4","SIDM00374",3.552694,0.4980756,1
"266","MIM1","SIDM00375",2.802578,2.8626978,1
"267","GDC0810","SIDM00064",5.288375,3.5297034,1
"268","MIRA-1","SIDM00623",4.466915,2.8240747,1
"269","Oxaliplatin","SIDM01093",5.6005405,2.9715986,1
"270","MIRA-1","SIDM00410",3.986948,1.7229464,1
"271","MIRA-1","SIDM00488",5.710343,1.5680902,1
"272","LY2109761","SIDM00127",4.489238,4.867339,1
"273","Entospletinib","SIDM00023",2.919166,-1.878856,1
"274","MK-1775","SIDM00276",0.69313,-1.2152562,1
"275","WIKI4","SIDM01064",1.942038,1.9638209,1
"276","MIM1","SIDM00371",4.433738,3.8408973,1
"277","MK-1775","SIDM00974",1.757535,-1.4363166,1
"278","LGK974","SIDM00517",3.0865375,2.514665,1
"279","Bortezomib","SIDM00198",-4.8653945,-0.3002795,1
"280","Oxaliplatin","SIDM00923",5.6810165,1.928632,1
"281","GDC0810","SIDM00659",5.657819,3.5061514,1
"282","Sorafenib","SIDM00969",-0.634442,0.33229023,1
"283","GDC0810","SIDM00261",3.590424,2.404425,1
"284","BMS-536924","SIDM00783",0.97368,-1.3187647,1
"285","MIM1","SIDM00276",3.824701,3.4013245,1
"286","MIM1","SIDM00659",4.0376355,2.960123,1
"287","Cisplatin","SIDM00544",1.00041,1.6563662,1
"288","Sorafenib","SIDM01149",1.692076,-0.2800935,1
"289","LGK974","SIDM01229",3.6020445,3.4415185,1
"290","LY2109761","SIDM00323",4.635486,3.3056333,1
"291","MIRA-1","SIDM00621",5.842539,2.886075,1
"292","BMS-536924","SIDM00154",1.0831485,-1.7505572,1
"293","MK-1775","SIDM00905",-0.809225,-1.4456842,1
"294","Sorafenib","SIDM00441",1.4867635,-1.6998202,1
"295","MIM1","SIDM00195",4.0748295,3.5413349,1
"296","GDC0810","SIDM00964",5.254574,2.8187053,1
"297","WIKI4","SIDM01168",4.326807,1.7752345,1
"298","LY2109761","SIDM00111",5.29823,4.262211,1
"299","GDC0810","SIDM00367",5.462093,2.5827885,1
"300","WIKI4","SIDM00424",3.460579,0.33154848,1
"301","MIM1","SIDM00412",3.561153,2.4923694,1
"302","LY2109761","SIDM00810",5.12887,3.396464,1
"303","Sorafenib","SIDM00118",1.4481305,0.88673836,1
"304","GDC0810","SIDM00948",5.184961,3.1309364,1
"305","Bortezomib","SIDM00381",-3.554851,2.2497034,1
"306","Sorafenib","SIDM00317",6.734952,4.974452,1
"307","LY2109761","SIDM01122",5.96758,4.4789677,1
"308","MIRA-1","SIDM00599",5.135566,2.0131986,1
"309","WIKI4","SIDM00064",3.773458,1.4976584,1
"310","Bortezomib","SIDM00269",-5.116107,-0.9167355,1
"311","Bortezomib","SIDM01122",-3.460006,1.2644376,1
"312","Entospletinib","SIDM01251",2.929965,-2.8922853,1
"313","GDC0810","SIDM00234",5.0627,2.2516372,1
"314","WIKI4","SIDM00261",3.322092,-0.096863195,1
"315","LY2109761","SIDM00964",1.956833,3.9974988,1
"316","LGK974","SIDM00371",3.5872545,3.4875393,1
"317","BMS-536924","SIDM00489",1.1514535,-0.2623446,1
"318","MK-1775","SIDM00565",2.115071,-1.1606088,1
"319","Oxaliplatin","SIDM00082",6.118583,1.9811846,1
"320","LGK974","SIDM00875",2.6257815,2.2544553,1
"321","BMS-536924","SIDM00659",2.699304,-1.481703,1
"322","Entospletinib","SIDM00863",1.932062,-0.8775534,1
"323","MK-1775","SIDM00900",-1.399658,-3.0836802,1
"324","MIRA-1","SIDM00120",6.416831,2.6249769,1
"325","LY2109761","SIDM00535",6.795691,4.7207775,1
"326","MIM1","SIDM00350",3.710919,3.612907,1
"327","GDC0810","SIDM00289",4.528267,2.2787855,1
"328","Sorafenib","SIDM01251",2.0338955,-0.64425385,1
"329","MIRA-1","SIDM00287",2.006098,0.6055122,1
"330","Oxaliplatin","SIDM00374",4.316079,0.15559874,1
"331","MIM1","SIDM00045",3.545006,1.8742093,1
"332","Bortezomib","SIDM00242",-5.328541,0.79053015,1
"333","Sorafenib","SIDM00251",2.848261,1.6904399,1
"334","GDC0810","SIDM00291",5.977976,3.2223628,1
"335","LY2109761","SIDM00201",4.958346,3.4921396,1
"336","Entospletinib","SIDM00420",3.211793,-2.1906445,1
"337","Cisplatin","SIDM00367",1.02978133333333,1.3910816,1
"338","LGK974","SIDM00591",3.6798495,2.0861456,1
"339","Bortezomib","SIDM00292",-2.1060805,3.1804645,1
"340","BMS-536924","SIDM00316",2.9585265,-1.0300388,1
"341","Oxaliplatin","SIDM01114",4.4099485,1.6331385,1
"342","Bortezomib","SIDM00233",-6.017464,-0.96718854,1
"343","GDC0810","SIDM00905",4.622325,3.0719976,1
"344","LGK974","SIDM00323",3.253751,2.5811172,1
"345","MK-1775","SIDM00599",-0.690052,-2.069308,1
"346","WIKI4","SIDM00970",3.245166,0.44391143,1
"347","Cisplatin","SIDM00968",2.83168366666667,2.568314,1
"348","GDC0810","SIDM00889",4.506215,2.838918,1
"349","Entospletinib","SIDM00758",3.191785,-1.676986,1
"350","LGK974","SIDM01237",3.22636,4.197131,1
"351","Cisplatin","SIDM00293",3.567376,2.149936,1
"352","Oxaliplatin","SIDM00540",4.6040945,1.4999354,1
"353","Fulvestrant","SIDM00612",5.076758,1.2767332,1
"354","MK-1775","SIDM00362",-1.417054,-3.1163168,1
"355","LGK974","SIDM01098",3.26949,3.3424454,1
"356","MIM1","SIDM00364",3.070261,2.4346125,1
"357","Cisplatin","SIDM00227",1.85845533333333,3.2101831,1
"358","LY2109761","SIDM00156",5.494366,4.224096,1
"359","MIM1","SIDM00199",3.6526725,3.0355914,1
"360","WIKI4","SIDM00606",4.694425,1.6138539,1
"361","LY2109761","SIDM00309",5.366565,3.9183316,1
"362","GDC0810","SIDM01122",4.562704,3.759285,1
"363","Fulvestrant","SIDM00466",4.849615,2.5759945,1
"364","Oxaliplatin","SIDM00091",4.0598405,2.632248,1
"365","MIM1","SIDM00929",3.4975985,2.9689062,1
"366","GDC0810","SIDM00103",6.228486,3.8194551,1
"367","Sorafenib","SIDM00211",-1.6481095,-0.99584967,1
"368","LY2109761","SIDM00631",5.34662,4.6405907,1
"369","GDC0810","SIDM00100",5.697805,3.9440255,1
"370","Entospletinib","SIDM00091",3.019135,-2.7540307,1
"371","MIM1","SIDM00103",3.241037,3.5395348,1
"372","MIRA-1","SIDM00262",5.216181,2.8759997,1
"373","Oxaliplatin","SIDM00102",5.9106645,2.7917593,1
"374","Fulvestrant","SIDM00260",2.94795066666667,0.43901634,1
"375","MIRA-1","SIDM00448",4.883614,2.4354205,1
"376","BMS-536924","SIDM00047",1.353705,-1.8518795,1
"377","MIRA-1","SIDM00202",5.16672,1.393925,1
"378","Sorafenib","SIDM00627",2.574094,0.55536836,1
"379","MK-1775","SIDM00833",0.338265,0.49562502,1
"380","LGK974","SIDM00197",3.566672,3.4273453,1
"381","Fulvestrant","SIDM00520",4.129599,1.821312,1
"382","Sorafenib","SIDM00817",2.949706,-0.19453557,1
"383","Fulvestrant","SIDM00241",2.439188,1.2797709,1
"384","LY2109761","SIDM00285",4.799936,3.4496825,1
"385","Bortezomib","SIDM00834",-4.487714,1.7816763,1
"386","LGK974","SIDM00596",3.4252845,3.5790713,1
"387","Fulvestrant","SIDM00127",4.50722666666667,-0.46146792,1
"388","Oxaliplatin","SIDM01247",3.626215,0.75065845,1
"389","Entospletinib","SIDM00096",1.870177,-2.8781002,1
"390","BMS-536924","SIDM00465",2.3131505,0.8306919,1
"391","Oxaliplatin","SIDM00837",2.5972415,0.9695485,1
"392","Entospletinib","SIDM00098",4.652878,-1.0450172,1
"393","Fulvestrant","SIDM01093",3.69158,2.55255,1
"394","Fulvestrant","SIDM00967",4.53654033333333,1.1086673,1
"395","LY2109761","SIDM00205",5.079471,3.156662,1
"396","Entospletinib","SIDM00310",3.800207,-1.2932692,1
"397","MIRA-1","SIDM00537",4.61754,0.5299654,1
"398","Sorafenib","SIDM00561",2.2465615,-0.2462532,1
"399","Cisplatin","SIDM00973",1.756971,2.3268788,1
"400","Sorafenib","SIDM00285",1.575171,1.5915024,1
"401","MIRA-1","SIDM00367",5.05893,1.4533029,1
"402","BMS-536924","SIDM01206",2.81425833333333,-3.4522293,1
"403","MIRA-1","SIDM01248",4.623485,2.4358504,1
"404","LY2109761","SIDM01237",6.275652,4.298151,1
"405","GDC0810","SIDM00900",4.710442,2.1593764,1
"406","MIM1","SIDM00381",4.2348125,3.5440419,1
"407","Fulvestrant","SIDM00293",4.01438066666667,2.1090345,1
"408","LGK974","SIDM01093",2.786494,3.5072362,1
"409","Bortezomib","SIDM00251",-5.080536,0.9695472,1
"410","MK-1775","SIDM00242",0.031211,-0.56244934,1
"411","Fulvestrant","SIDM00364",3.20933466666667,1.7375485,1
"412","Bortezomib","SIDM01126",-4.571586,1.9565758,1
"413","Cisplatin","SIDM00606",2.38985533333333,3.336572,1
"414","Entospletinib","SIDM00114",5.761527,-0.074577704,1
"415","Entospletinib","SIDM00195",3.861656,-0.31813914,1
"416","MIRA-1","SIDM00864",5.762342,1.3320315,1
"417","Oxaliplatin","SIDM00968",3.9495775,1.3630043,1
"418","Sorafenib","SIDM00234",1.451633,0.68308574,1
"419","MIM1","SIDM00417",4.2543975,3.4810874,1
"420","Bortezomib","SIDM00935",-4.784417,0.33942696,1
"421","LY2109761","SIDM00346",3.422311,2.813948,1
"422","Fulvestrant","SIDM01098",3.5705385,1.0445743,1
"423","LY2109761","SIDM00180",6.067447,3.8367662,1
"424","Sorafenib","SIDM00424",0.607177,0.24656214,1
"425","Bortezomib","SIDM00201",-4.888302,-0.86653966,1
"426","Bortezomib","SIDM01090",-6.2005365,-0.84049755,1
"427","Fulvestrant","SIDM00244",2.895194,-2.0044901,1
"428","WIKI4","SIDM00350",5.588529,1.6365485,1
"429","WIKI4","SIDM00814",3.783762,0.32970887,1
"430","BMS-536924","SIDM00422",1.015812,-2.615195,1
"431","MIM1","SIDM00302",3.5503815,2.4929113,1
"432","Fulvestrant","SIDM01233",5.06386166666667,0.5835803,1
"433","MIRA-1","SIDM00591",4.878254,0.87305826,1
"434","Sorafenib","SIDM00364",1.679194,-0.1791798,1
"435","LGK974","SIDM00427",1.8315185,2.4556997,1
"436","LY2109761","SIDM00082",4.417486,4.219971,1
"437","Sorafenib","SIDM00789",2.398746,1.0503604,1
"438","LGK974","SIDM00311",3.988596,2.4731877,1
"439","MIM1","SIDM00612",4.0305,4.0901957,1
"440","Bortezomib","SIDM00846",-3.881372,1.3915535,1
"441","Fulvestrant","SIDM00056",4.137465,-1.45091,1
"442","WIKI4","SIDM01126",4.371902,1.3529292,1
"443","Bortezomib","SIDM00261",-6.4939785,-0.7555911,1
"444","LY2109761","SIDM00885",3.579169,3.832299,1
"445","MIRA-1","SIDM00218",7.626359,4.1325846,1
"446","Sorafenib","SIDM01205",2.7394455,0.6718376,1
"447","Cisplatin","SIDM00483",4.212308,3.9518135,1
"448","MIM1","SIDM00244",2.4808775,2.6189158,1
"449","MIM1","SIDM00530",3.940406,3.8144424,1
"450","WIKI4","SIDM01198",4.788044,0.49564004,1
"451","Sorafenib","SIDM01145",0.89583,-0.4575262,1
"452","MK-1775","SIDM00197",0.137417,-2.2204468,1
"453","Bortezomib","SIDM00496",-6.106472,0.046764463,1
"454","LY2109761","SIDM00100",6.055844,5.0066357,1
"455","Fulvestrant","SIDM00465",3.95763966666667,-0.33714908,1
"456","MIM1","SIDM00047",3.25604,3.101877,1
"457","Cisplatin","SIDM00543",3.40754266666667,3.186802,1
"458","Fulvestrant","SIDM00549",3.19865066666667,1.5373821,1
"459","GDC0810","SIDM01245",4.596039,2.890779,1
"460","LGK974","SIDM00214",3.395594,2.962388,1
"461","Entospletinib","SIDM00584",2.806703,-0.5100964,1
"462","BMS-536924","SIDM00976",1.9572185,-1.4771192,1
