"","drug","cell_line","IC50","prediction","fold"
"241","Vinblastine","SIDM00176",-2.9221235,-1.9005098,1
"242","Ruxolitinib","SIDM00216",4.587106,4.1742516,1
"243","Oxaliplatin","SIDM00550",5.7256415,4.4243927,1
"244","Cytarabine","SIDM00262",0.970566,0.99673915,1
"245","Ulixertinib","SIDM00549",2.396136,1.8811265,1
"246","Epirubicin","SIDM00411",0.987132,0.43966806,1
"247","Cyclophosphamide","SIDM00410",4.300019,3.6109266,1
"248","UMI-77","SIDM00562",1.823414,3.2317722,1
"249","Dasatinib","SIDM01161",-3.3886935,-1.5165054,1
"250","PLX-4720","SIDM00218",4.76618333333333,5.567626,1
"251","Oxaliplatin","SIDM00287",1.0486,1.7140384,1
"252","Cytarabine","SIDM00427",-1.211762,-1.4758894,1
"253","MK-1775","SIDM01140",-0.266866,-1.0432358,1
"254","LY2109761","SIDM00317",7.386086,6.99121,1
"255","Fulvestrant","SIDM00565",4.18899233333333,3.7597275,1
"256","Camptothecin","SIDM00101",-1.391849,1.1478014,1
"257","OF-1","SIDM00257",4.206854,3.7831023,1
"258","Gemcitabine","SIDM01047",-2.903431,-2.0993724,1
"259","Luminespib","SIDM00833",-0.625787,-0.718012,1
"260","OTX015","SIDM00834",4.277906,2.8274891,1
"261","Savolitinib","SIDM00375",2.619515,2.813642,1
"262","GSK1904529A","SIDM00114",3.10321,4.787322,1
"263","BMS-536924","SIDM01146",2.648853,1.299178,1
"264","Sapitinib","SIDM00256",4.146909,1.0000939,1
"265","ML323","SIDM00833",4.499807,4.9111247,1
"266","PLX-4720","SIDM00261",4.321038,2.1813655,1
"267","Palbociclib","SIDM00842",2.157672,2.170555,1
"268","Ulixertinib","SIDM00320",4.453036,4.586733,1
"269","Uprosertib","SIDM00482",2.3220785,1.3362381,1
"270","Docetaxel","SIDM00082",-1.45787466666667,-1.712078,1
"271","AZD7762","SIDM01175",2.46670966666667,1.0840743,1
"272","Pevonedistat","SIDM00541",0.725677,1.603836,1
"273","Paclitaxel","SIDM00328",-3.3222995,-0.16871846,1
"274","Cisplatin","SIDM00003",3.28203,1.632113,1
"275","WIKI4","SIDM00842",3.679508,3.1106045,1
"276","Irinotecan","SIDM00539",3.010363,3.2542884,1
"277","5-Fluorouracil","SIDM00958",2.850447,1.8194879,1
"278","Temozolomide","SIDM00576",2.8046,3.7036998,1
"279","Dabrafenib","SIDM00082",3.222405,3.5772383,1
"280","Fulvestrant","SIDM01197",4.60808466666667,3.1211011,1
"281","MK-8776","SIDM00732",4.019024,3.577332,1
"282","EPZ5676","SIDM00406",3.338488,4.1787405,1
"283","Epirubicin","SIDM00214",-0.753007,-0.6115075,1
"284","PD0325901","SIDM00541",-1.9881325,-0.6718913,1
"285","Talazoparib","SIDM00407",3.2505315,1.429455,1
"286","CZC24832","SIDM01114",3.823074,4.8759055,1
"287","RVX-208","SIDM01122",5.908953,5.419245,1
"288","CZC24832","SIDM00324",5.00421,4.791151,1
"289","MK-8776","SIDM00699",4.530687,3.71802,1
"290","AZD8186","SIDM00837",1.471513,2.3080127,1
"291","LY2109761","SIDM00835",6.28493,6.4197526,1
"292","I-BET-762","SIDM00501",4.056707,3.8853085,1
"293","PD0325901","SIDM00583",1.641708,0.3485836,1
"294","LY2109761","SIDM00688",3.231947,4.308893,1
"295","BIBR-1532","SIDM01114",4.037107,5.0387583,1
"296","MN-64","SIDM00417",4.507898,3.777794,1
"297","Ulixertinib","SIDM00056",1.1917325,2.6363432,1
"298","Dinaciclib","SIDM00182",-3.043977,-0.13543728,1
"299","GSK591","SIDM00875",3.624048,3.55663,1
"300","AGI-6780","SIDM00082",3.278746,2.8371978,1
"301","Fulvestrant","SIDM00154",3.34695333333333,2.678974,1
"302","EPZ5676","SIDM00102",6.758178,6.7201633,1
"303","Ulixertinib","SIDM00958",1.1968715,1.5886371,1
"304","Vinblastine","SIDM00699",-2.907739,-1.2367576,1
"305","OF-1","SIDM00537",4.217272,4.034263,1
"306","PCI-34051","SIDM01233",4.978184,4.6784325,1
"307","PD0325901","SIDM00350",-1.249941,-0.9894579,1
"308","LCL161","SIDM00841",4.6634945,5.379105,1
"309","Wee1 Inhibitor","SIDM01097",0.779505,2.185887,1
"310","Uprosertib","SIDM00958",2.929456,1.153773,1
"311","I-BRD9","SIDM00623",5.803791,4.215371,1
"312","AZ6102","SIDM00394",3.281192,3.4592469,1
"313","Oxaliplatin","SIDM00953",3.4108355,2.939007,1
"314","Dabrafenib","SIDM00817",4.4795785,3.174637,1
"315","VE821","SIDM00929",3.922259,4.6838865,1
"316","BIBR-1532","SIDM00498",5.408865,5.6619897,1
"317","Daporinad","SIDM01197",-2.927609,-0.6709978,1
"318","Navitoclax","SIDM00482",-0.1014015,0.48501417,1
"319","Lapatinib","SIDM00302",3.3607455,2.9632647,1
"320","OF-1","SIDM00565",4.979893,5.1019955,1
"321","Leflunomide","SIDM00953",4.160465,4.030043,1
"322","AZD7762","SIDM00227",-0.628864,-0.021458857,1
"323","ML323","SIDM01042",4.020805,3.5375805,1
"324","Navitoclax","SIDM00242",1.0465555,1.8477254,1
"325","SB216763","SIDM01042",4.554536,0.23864429,1
"326","MN-64","SIDM00023",6.273855,4.1185737,1
"327","Taselisib","SIDM01160",3.722257,2.7773051,1
"328","MIRA-1","SIDM00793",4.095742,4.280267,1
"329","NVP-ADW742","SIDM00638",2.710726,2.7597067,1
"330","Ruxolitinib","SIDM00527",4.600614,4.0168686,1
"331","Sorafenib","SIDM00974",1.369742,2.2678018,1
"332","Crizotinib","SIDM00489",2.473663,2.3801575,1
"333","Obatoclax Mesylate","SIDM00023",0.0557665,-0.2953038,1
"334","PCI-34051","SIDM00490",5.441132,4.525325,1
"335","AGI-6780","SIDM00632",2.1963825,2.443162,1
"336","Talazoparib","SIDM00328",5.67477,3.0180018,1
"337","Obatoclax Mesylate","SIDM00202",0.9829345,-0.2763645,1
"338","Lapatinib","SIDM00885",4.0919035,3.2393064,1
"339","Luminespib","SIDM00351",-3.2401515,-3.735188,1
"340","CZC24832","SIDM00174",3.977655,5.059646,1
"341","Sapitinib","SIDM00688",4.505622,1.2792337,1
"342","LGK974","SIDM00346",2.4880465,2.0994487,1
"343","Leflunomide","SIDM00406",2.858465,2.1642694,1
"344","Ulixertinib","SIDM01228",1.711931,2.9149253,1
"345","GSK343","SIDM00411",4.8941025,5.22438,1
"346","Lapatinib","SIDM00896",2.105698,2.4439876,1
"347","AZD5582","SIDM00056",1.379435,2.1634188,1
"348","WZ4003","SIDM00551",2.017036,3.96923,1
"349","AZD4547","SIDM00970",2.49494233333333,2.4379923,1
"350","Cisplatin","SIDM00216",2.102376,2.1729586,1
"351","Sorafenib","SIDM01175",5.0521495,4.5883307,1
"352","ML323","SIDM00285",3.972294,3.8061066,1
"353","Olaparib","SIDM01259",2.33164366666667,2.96514,1
"354","Olaparib","SIDM00261",1.01197933333333,2.5904763,1
"355","Sorafenib","SIDM00324",1.6373965,1.9755509,1
"356","Docetaxel","SIDM00375",-3.45469566666667,-3.2451217,1
"357","AZD4547","SIDM00583",3.26058366666667,2.9632695,1
"358","MN-64","SIDM00203",5.444619,4.065614,1
"359","MIRA-1","SIDM01205",4.267002,4.1327915,1
"360","Alisertib","SIDM00393",3.508407,1.4586554,1
"361","VE-822","SIDM01090",3.316805,3.3637273,1
"362","PLX-4720","SIDM00929",3.77960166666667,4.0097346,1
"363","Taselisib","SIDM00789",0.7921,1.3258252,1
"364","Lapatinib","SIDM01251",2.2817,2.0375588,1
"365","Buparlisib","SIDM00527",0.371307,1.2514501,1
"366","I-BRD9","SIDM01149",3.388598,3.4007082,1
"367","ABT737","SIDM00975",0.613451,3.3485107,1
"368","Dinaciclib","SIDM01073",-3.314845,-1.166095,1
"369","AGI-5198","SIDM00308",4.280853,2.4231303,1
"370","GDC0810","SIDM00834",4.574205,5.261079,1
"371","Vinblastine","SIDM00389",-6.368668,-4.4703503,1
"372","AZD5363","SIDM00863",1.885114,2.7457507,1
"373","Ruxolitinib","SIDM00969",4.452237,3.7056987,1
"374","Savolitinib","SIDM00299",4.577383,3.2874186,1
"375","AZD5582","SIDM00577",4.642208,3.0736978,1
"376","Osimertinib","SIDM00420",3.108283,2.6396499,1
"377","PRT062607","SIDM01095",3.05884,2.8151617,1
"378","Cediranib","SIDM00958",0.429045,1.2540395,1
"379","Uprosertib","SIDM01160",5.2569125,4.0349216,1
"380","Dabrafenib","SIDM00291",1.8860145,2.7676203,1
"381","Trametinib","SIDM01248",-1.231516,0.8932677,1
"382","WZ4003","SIDM00917",2.478805,3.1733258,1
"383","Bortezomib","SIDM00411",-3.866131,0.46172473,1
"384","MK-8776","SIDM00577",2.163877,2.847216,1
"385","Camptothecin","SIDM00835",0.012046,1.3633952,1
"386","AZD4547","SIDM01197",3.57917333333333,4.0056753,1
"387","Ipatasertib","SIDM00553",4.693632,3.1800804,1
"388","VE-822","SIDM01174",6.23469,4.4072046,1
"389","PLX-4720","SIDM00781",5.55198966666667,3.5898201,1
"390","Camptothecin","SIDM00482",-4.387523,-3.442715,1
"391","Dactolisib","SIDM00202",-2.1166195,-0.67593664,1
"392","I-BET-762","SIDM00064",3.430299,3.7162254,1
"393","Entospletinib","SIDM00182",3.681224,3.401529,1
"394","WEHI-539","SIDM00905",4.292709,3.6533792,1
"395","WZ4003","SIDM00841",5.644172,4.6847124,1
"396","OF-1","SIDM00826",4.406393,4.1432943,1
"397","Nilotinib","SIDM00424",2.126984,1.4273349,1
"398","WZ4003","SIDM00180",3.911978,3.3241942,1
"399","AZD5582","SIDM00668",1.92563,2.0542498,1
"400","Sepantronium bromide","SIDM01248",-4.8301425,-3.8443043,1
"401","Cyclophosphamide","SIDM00233",4.507502,1.8627641,1
"402","5-Fluorouracil","SIDM00198",3.907721,2.4074965,1
"403","PLX-4720","SIDM00277",1.06392633333333,2.5718925,1
"404","Bortezomib","SIDM00328",-3.679071,-1.6221422,1
"405","Sapitinib","SIDM00266",5.005037,0.40365303,1
"406","BIBR-1532","SIDM00044",6.046545,5.3169146,1
"407","WZ4003","SIDM00389",1.463999,2.9691515,1
"408","ML323","SIDM00974",4.595288,4.655452,1
"409","Dasatinib","SIDM00688",2.121135,0.67688286,1
"410","XAV939","SIDM00935",3.7960095,3.5326772,1
"411","AMG-319","SIDM00389",3.173974,2.8161204,1
"412","AGI-5198","SIDM00250",4.209991,4.074282,1
"413","Pictilisib","SIDM00577",0.947414333333333,2.0525005,1
"414","Palbociclib","SIDM00832",4.153731,3.231776,1
"415","Irinotecan","SIDM00269",-2.022891,-0.40060723,1
"416","Camptothecin","SIDM00537",-3.133379,-2.4992037,1
"417","GSK591","SIDM00444",5.896787,3.9890094,1
"418","Lapatinib","SIDM00103",5.417033,4.1212683,1
"419","AZD3759","SIDM01179",4.416146,3.6563098,1
"420","Alpelisib","SIDM00699",4.345543,3.7465756,1
"421","Lapatinib","SIDM00326",2.4395995,2.7344267,1
"422","AZD5363","SIDM01245",2.748978,2.8291779,1
"423","Uprosertib","SIDM00659",2.658066,3.3389406,1
"424","OSI-027","SIDM01073",0.840315,2.7575247,1
"425","GSK591","SIDM00680",4.151777,4.0059958,1
"426","MK-2206","SIDM00541",1.7603355,1.8667257,1
"427","LY2109761","SIDM01064",5.144615,5.3118954,1
"428","Axitinib","SIDM00332",-0.0051045,3.369813,1
"429","Osimertinib","SIDM00389",1.297342,1.2527851,1
"430","Ibrutinib","SIDM00198",5.396274,4.4553046,1
"431","Gemcitabine","SIDM00416",-2.56370433333333,-2.5416856,1
"432","Sapitinib","SIDM01042",3.471816,0.54089236,1
"433","Camptothecin","SIDM00971",2.836993,3.1511328,1
"434","Oxaliplatin","SIDM00252",5.741103,5.8626757,1
"435","EPZ5676","SIDM00814",5.400431,5.1272516,1
"436","5-Fluorouracil","SIDM00441",1.35804,-0.011963345,1
"437","Savolitinib","SIDM01006",2.49315,1.4959514,1
"438","Sabutoclax","SIDM00195",-1.271226,0.19372016,1
"439","Foretinib","SIDM01205",0.5696835,1.750992,1
"440","GSK2606414","SIDM01093",3.633744,4.212967,1
"441","MK-1775","SIDM00719",2.743954,2.758599,1
"442","BIBR-1532","SIDM01122",4.0479,4.8641376,1
"443","CZC24832","SIDM00842",4.643635,4.023254,1
"444","VE821","SIDM01233",5.84664,4.415353,1
"445","AGI-6780","SIDM00250",2.6466775,2.5671082,1
"446","Vinblastine","SIDM00969",-4.0910875,-3.7368515,1
"447","Obatoclax Mesylate","SIDM00539",1.778222,0.2748438,1
"448","Lapatinib","SIDM00539",0.913972,1.0237253,1
"449","Taselisib","SIDM00964",-0.824779,0.274347,1
"450","GSK1904529A","SIDM00316",3.366958,4.244671,1
"451","VX-11e","SIDM01229",2.402507,3.1342204,1
"452","Alisertib","SIDM01019",0.4932335,0.21037045,1
"453","Lapatinib","SIDM00923",2.094829,1.7866787,1
"454","RVX-208","SIDM00310",5.92736,5.6650734,1
"455","Venetoclax","SIDM01179",4.376981,4.137791,1
"456","AT13148","SIDM00251",4.590344,4.032845,1
"457","AT13148","SIDM00261",1.914519,2.3406267,1
"458","BIBR-1532","SIDM01197",6.279662,5.667431,1
"459","Vinorelbine","SIDM00841",-4.128959,-0.48844135,1
