"","drug","cell_line","IC50","prediction","fold"
"294","LY2109761","SIDM00688",3.231947,3.9604278,1
"295","BIBR-1532","SIDM01114",4.037107,4.5732183,1
"296","MN-64","SIDM00417",4.507898,4.888521,1
"297","Ulixertinib","SIDM00056",1.1917325,1.962969,1
"298","Dinaciclib","SIDM00182",-3.043977,-1.0540775,1
"299","GSK591","SIDM00875",3.624048,3.8829842,1
"300","AGI-6780","SIDM00082",3.278746,4.193023,1
"301","Fulvestrant","SIDM00154",3.34695333333333,3.1773143,1
"302","EPZ5676","SIDM00102",6.758178,6.2276525,1
"303","Ulixertinib","SIDM00958",1.1968715,1.1136142,1
"304","Vinblastine","SIDM00699",-2.907739,3.9648278,1
"305","OF-1","SIDM00537",4.217272,4.309278,1
"306","PCI-34051","SIDM01233",4.978184,5.742714,1
"307","PD0325901","SIDM00350",-1.249941,-0.7612366,1
"308","LCL161","SIDM00841",4.6634945,4.8322687,1
"309","Wee1 Inhibitor","SIDM01097",0.779505,1.1338974,1
"310","Uprosertib","SIDM00958",2.929456,1.8033804,1
"311","I-BRD9","SIDM00623",5.803791,4.646103,1
"312","AZ6102","SIDM00394",3.281192,3.653489,1
"313","Oxaliplatin","SIDM00953",3.4108355,3.1729105,1
"314","Dabrafenib","SIDM00817",4.4795785,3.6489625,1
"315","VE821","SIDM00929",3.922259,4.6539917,1
"316","BIBR-1532","SIDM00498",5.408865,4.673979,1
"317","Daporinad","SIDM01197",-2.927609,0.078986496,1
"318","Navitoclax","SIDM00482",-0.1014015,0.99898934,1
"319","Lapatinib","SIDM00302",3.3607455,1.6385616,1
"320","OF-1","SIDM00565",4.979893,5.1055245,1
"321","Leflunomide","SIDM00953",4.160465,3.9647965,1
"322","AZD7762","SIDM00227",-0.628864,0.38298842,1
"323","ML323","SIDM01042",4.020805,3.5437346,1
"324","Navitoclax","SIDM00242",1.0465555,0.83386934,1
"325","SB216763","SIDM01042",4.554536,3.8810072,1
"326","MN-64","SIDM00023",6.273855,5.4030547,1
"327","Taselisib","SIDM01160",3.722257,2.5311809,1
"328","MIRA-1","SIDM00793",4.095742,4.6776485,1
"329","NVP-ADW742","SIDM00638",2.710726,3.0197573,1
"330","Ruxolitinib","SIDM00527",4.600614,3.272256,1
"331","Sorafenib","SIDM00974",1.369742,3.3454068,1
"332","Crizotinib","SIDM00489",2.473663,1.620132,1
"333","Obatoclax Mesylate","SIDM00023",0.0557665,2.485992,1
"334","PCI-34051","SIDM00490",5.441132,5.0088897,1
"335","AGI-6780","SIDM00632",2.1963825,2.9511337,1
"336","Talazoparib","SIDM00328",5.67477,3.3476155,1
"337","Obatoclax Mesylate","SIDM00202",0.9829345,1.9264718,1
"338","Lapatinib","SIDM00885",4.0919035,2.6161141,1
"339","Luminespib","SIDM00351",-3.2401515,-2.6153364,1
"340","CZC24832","SIDM00174",3.977655,5.090823,1
"341","Sapitinib","SIDM00688",4.505622,3.9904742,1
"342","LGK974","SIDM00346",2.4880465,2.3418808,1
"343","Leflunomide","SIDM00406",2.858465,2.2131197,1
"344","Ulixertinib","SIDM01228",1.711931,2.189786,1
"345","GSK343","SIDM00411",4.8941025,5.016217,1
"346","Lapatinib","SIDM00896",2.105698,1.5126405,1
"347","AZD5582","SIDM00056",1.379435,2.0371642,1
"348","WZ4003","SIDM00551",2.017036,2.8834538,1
"349","AZD4547","SIDM00970",2.49494233333333,2.605979,1
"350","Cisplatin","SIDM00216",2.102376,2.431193,1
"351","Sorafenib","SIDM01175",5.0521495,5.4613495,1
"352","ML323","SIDM00285",3.972294,4.313455,1
"353","Olaparib","SIDM01259",2.33164366666667,3.599152,1
"354","Olaparib","SIDM00261",1.01197933333333,3.1923385,1
"355","Sorafenib","SIDM00324",1.6373965,2.914998,1
"356","Docetaxel","SIDM00375",-3.45469566666667,0.84472716,1
"357","AZD4547","SIDM00583",3.26058366666667,3.2303948,1
"358","MN-64","SIDM00203",5.444619,4.6073403,1
"359","MIRA-1","SIDM01205",4.267002,3.59663,1
"360","Alisertib","SIDM00393",3.508407,1.6856898,1
"361","VE-822","SIDM01090",3.316805,3.4099636,1
"362","PLX-4720","SIDM00929",3.77960166666667,3.3772092,1
"363","Taselisib","SIDM00789",0.7921,1.951921,1
"364","Lapatinib","SIDM01251",2.2817,1.405238,1
"365","Buparlisib","SIDM00527",0.371307,1.8298677,1
"366","I-BRD9","SIDM01149",3.388598,3.455246,1
"367","ABT737","SIDM00975",0.613451,3.046564,1
"368","Dinaciclib","SIDM01073",-3.314845,-2.060317,1
"369","AGI-5198","SIDM00308",4.280853,3.53728,1
"370","GDC0810","SIDM00834",4.574205,5.2365527,1
"371","Vinblastine","SIDM00389",-6.368668,1.0757312,1
"372","AZD5363","SIDM00863",1.885114,3.0452363,1
"373","Ruxolitinib","SIDM00969",4.452237,3.6913521,1
"374","Savolitinib","SIDM00299",4.577383,4.087858,1
"375","AZD5582","SIDM00577",4.642208,2.857378,1
"376","Osimertinib","SIDM00420",3.108283,1.8834206,1
"377","PRT062607","SIDM01095",3.05884,2.6128771,1
"378","Cediranib","SIDM00958",0.429045,0.79413956,1
"379","Uprosertib","SIDM01160",5.2569125,4.5166454,1
"380","Dabrafenib","SIDM00291",1.8860145,3.294145,1
"381","Trametinib","SIDM01248",-1.231516,0.27943808,1
"382","WZ4003","SIDM00917",2.478805,3.326866,1
"383","Bortezomib","SIDM00411",-3.866131,-0.4227013,1
"384","MK-8776","SIDM00577",2.163877,3.5937557,1
"385","Camptothecin","SIDM00835",0.012046,0.91082144,1
"386","AZD4547","SIDM01197",3.57917333333333,4.499451,1
"387","Ipatasertib","SIDM00553",4.693632,1.7963743,1
"388","VE-822","SIDM01174",6.23469,5.0555344,1
"389","PLX-4720","SIDM00781",5.55198966666667,3.83547,1
"390","Camptothecin","SIDM00482",-4.387523,-4.155207,1
"391","Dactolisib","SIDM00202",-2.1166195,-2.1175485,1
"392","I-BET-762","SIDM00064",3.430299,4.026928,1
"393","Entospletinib","SIDM00182",3.681224,4.0449395,1
"394","WEHI-539","SIDM00905",4.292709,4.3364816,1
"395","WZ4003","SIDM00841",5.644172,4.7817564,1
"396","OF-1","SIDM00826",4.406393,4.451928,1
"397","Nilotinib","SIDM00424",2.126984,2.2770696,1
"398","WZ4003","SIDM00180",3.911978,3.0342116,1
"399","AZD5582","SIDM00668",1.92563,1.7568494,1
"400","Sepantronium bromide","SIDM01248",-4.8301425,-4.166406,1
"401","Cyclophosphamide","SIDM00233",4.507502,3.7513824,1
"402","5-Fluorouracil","SIDM00198",3.907721,3.7476184,1
"403","PLX-4720","SIDM00277",1.06392633333333,2.0431616,1
"404","Bortezomib","SIDM00328",-3.679071,-2.4505093,1
"405","Sapitinib","SIDM00266",5.005037,4.602669,1
"406","BIBR-1532","SIDM00044",6.046545,4.9348745,1
"407","WZ4003","SIDM00389",1.463999,2.6610065,1
"408","ML323","SIDM00974",4.595288,4.662302,1
"409","Dasatinib","SIDM00688",2.121135,-0.4390372,1
"410","XAV939","SIDM00935",3.7960095,2.382815,1
"411","AMG-319","SIDM00389",3.173974,2.9654255,1
"412","AGI-5198","SIDM00250",4.209991,3.9799602,1
"413","Pictilisib","SIDM00577",0.947414333333333,3.6110454,1
"414","Palbociclib","SIDM00832",4.153731,2.8265207,1
"415","Irinotecan","SIDM00269",-2.022891,0.76402676,1
"416","Camptothecin","SIDM00537",-3.133379,-2.391529,1
"417","GSK591","SIDM00444",5.896787,4.1018596,1
"418","Lapatinib","SIDM00103",5.417033,3.0923653,1
"419","AZD3759","SIDM01179",4.416146,2.9869277,1
"420","Alpelisib","SIDM00699",4.345543,4.4229403,1
"421","Lapatinib","SIDM00326",2.4395995,1.4778985,1
"422","AZD5363","SIDM01245",2.748978,2.5335116,1
"423","Uprosertib","SIDM00659",2.658066,3.3062687,1
"424","OSI-027","SIDM01073",0.840315,1.7377301,1
"425","GSK591","SIDM00680",4.151777,4.8184853,1
"426","MK-2206","SIDM00541",1.7603355,2.0404565,1
"427","LY2109761","SIDM01064",5.144615,4.7267957,1
"428","Axitinib","SIDM00332",-0.0051045,3.7026386,1
"429","Osimertinib","SIDM00389",1.297342,1.0360339,1
"430","Ibrutinib","SIDM00198",5.396274,4.588315,1
"431","Gemcitabine","SIDM00416",-2.56370433333333,2.2519565,1
"432","Sapitinib","SIDM01042",3.471816,2.8201556,1
"433","Camptothecin","SIDM00971",2.836993,2.5586593,1
"434","Oxaliplatin","SIDM00252",5.741103,6.2252145,1
"435","EPZ5676","SIDM00814",5.400431,3.7379596,1
"436","5-Fluorouracil","SIDM00441",1.35804,1.767013,1
"437","Savolitinib","SIDM01006",2.49315,1.6981624,1
"438","Sabutoclax","SIDM00195",-1.271226,0.39147437,1
"439","Foretinib","SIDM01205",0.5696835,-0.022328623,1
"440","GSK2606414","SIDM01093",3.633744,4.4187727,1
"441","MK-1775","SIDM00719",2.743954,2.4241357,1
"442","BIBR-1532","SIDM01122",4.0479,5.187612,1
"443","CZC24832","SIDM00842",4.643635,4.3932533,1
"444","VE821","SIDM01233",5.84664,5.339037,1
"445","AGI-6780","SIDM00250",2.6466775,2.3135006,1
"446","Vinblastine","SIDM00969",-4.0910875,1.672259,1
"447","Obatoclax Mesylate","SIDM00539",1.778222,2.715004,1
"448","Lapatinib","SIDM00539",0.913972,2.18125,1
"449","Taselisib","SIDM00964",-0.824779,0.27283385,1
"450","GSK1904529A","SIDM00316",3.366958,3.4359617,1
"451","VX-11e","SIDM01229",2.402507,2.4753623,1
"452","Alisertib","SIDM01019",0.4932335,1.1455542,1
"453","Lapatinib","SIDM00923",2.094829,0.6799811,1
"454","RVX-208","SIDM00310",5.92736,4.6347294,1
"455","Venetoclax","SIDM01179",4.376981,4.0338855,1
"456","AT13148","SIDM00251",4.590344,4.3280387,1
"457","AT13148","SIDM00261",1.914519,2.6670187,1
"458","BIBR-1532","SIDM01197",6.279662,4.671316,1
"459","Vinorelbine","SIDM00841",-4.128959,0.07540061,1
"460","Dactolisib","SIDM00199",-2.658095,-1.7362972,1
"461","Vinblastine","SIDM00527",-5.760698,1.328297,1
