,SUV39H2,AASDHPPT,DLST,ALDH1B1,AASDH,ALDH2,ACAT2,PLOD2,PLOD1,TMLHE,EHMT2,ACAT1,HADH,SETMAR,OGDH,HADHA,BBOX1,AASS,ECHS1,ALDH9A1,ALDH3A2,SUV39H1,ASH1L,SETD1B,DOT1L,EHHADH,OGDHL,SETD1A,GCDH,SETD7,ALDH7A1,EHMT1,SETDB1,AADAT,SETD2,SETDB2,PLOD3,NSD1,PIPOX
SIDM00003,0.8741531696925109,1.6999657876935483,0.3791471365774006,0.11832669998126902,0.46056925449563946,-0.5802939162625425,2.36228690240676,1.9392386035856226,1.2526855488068336,0.46872302642508623,0.4298220707067502,0.9468859281271995,1.7424334039468974,0.6998419212449468,-0.3701722989816959,1.6148288087086375,-1.0144034377203013,0.09769351377248257,2.291831323500719,1.6329414801558872,0.5184369272940491,0.11825081099064225,0.23568872370024999,0.7113372345933815,-0.2160317661634867,-0.3755625321172625,-0.5257124926937073,-0.5621486763795044,0.36624860925293135,-0.32737306951532513,0.076245773004792,0.0013634319363883063,0.10191449396779113,-0.09039786177146115,0.608525504996334,0.7796955124512517,1.2103219562123055,-0.4170546858873998,-0.7305078532698377
SIDM00136,0.13471472709159238,1.5232939330612862,0.09872518720625013,-0.09067014027885144,0.8058663691814145,2.091804710886594,1.9870024633595305,2.1868939430253267,0.3062671777385985,0.7770565654337305,0.3467347556891505,0.4940456032106272,1.9843344629552524,-0.03441652044252205,-0.4026989268656598,1.5081411729217236,-0.7890114717033775,-1.0008735071606651,2.580374198376094,1.270565541827003,1.0299903053124788,-0.4296634527516545,0.7241400178989886,1.2273047292625392,-0.4233621617946814,-0.6664560789211471,-0.8534726036751837,-0.45017863269008523,-0.05666188234253426,-0.10266024937946591,-0.13099561485533465,0.3488477939822699,0.13498102183941843,-0.6610884356064493,0.8056387167260336,-0.37450855300338565,0.5563818963781317,-0.3585643534761167,-0.5515965363862996
SIDM01155,0.5272126198440672,1.596716924462551,0.2579850268429574,0.3862317577085262,0.7521043659447165,1.22532486885538,2.865039009372417,2.3478713039284917,1.4983626488666748,0.45845660317822545,0.3670763172326281,0.8181170904192311,1.8364704095373745,0.4745797556037383,-0.1440927464001453,1.7005575839805833,-0.9701391157249516,0.14253008402312733,2.226684835190409,1.4437894610824373,0.6540576746787307,-0.19107640015640598,0.4441646046088278,0.9057961813123655,-0.18593764365763632,-0.5989507692700381,-0.8130840667005426,-0.5481943607864942,-0.07326990028158989,-0.08231942618886132,0.03275265004302767,0.11978379410352694,-0.1860218563961297,-0.3478491644987619,0.7593659070923083,-0.1860191759744511,0.5121158423432797,-0.4261523844980444,-0.7038270149350269
SIDM00224,0.2727542441762202,1.8516184009515904,0.5485239514888265,0.23703793295840178,0.29386974195588866,1.1887490563019467,2.093184416017564,2.3747293355461947,0.22999581222344176,0.37291666700019144,0.6226462794002802,0.7143999584752139,1.9211382005040054,0.7074765693608526,-0.10315480893824786,1.4265385951055356,-0.9600819811110901,-0.7771925940723429,1.9813489198427898,1.119431220249174,1.1905462745550288,-0.34307250435193154,0.9101710681257831,1.0930840799324957,-0.37538576174236526,-0.5687115514756441,-0.6620475619328462,-0.5328425495997174,-0.05123304606525304,-0.3453300405188964,0.11194085454775134,0.11174356999583182,0.2663988887857748,-0.8474091344642689,0.7868720157311033,-0.4996030323225375,0.3610029520676311,-0.06332725118307002,-0.4661712697718091
SIDM00783,0.5294690102227487,1.8441391925589161,0.2094794358662641,0.38661856569196,1.2407774046435953,1.3148256444323754,1.1471086703457873,1.2672608982530118,1.3059179573942288,0.3102129090475768,0.28523833313692554,0.7495061081000495,1.1622554581942464,0.06632084684370464,-0.5638991511401412,1.5429985323234416,-0.9171448708944161,-0.6140999317109745,1.6656368065658889,1.432951384785273,1.2339173120992784,-0.41146933859612456,0.6401442167005115,0.9221440180076571,-0.42784261935862095,-0.36918030985873446,0.1309925777887665,-0.5014974441502381,-0.20695596460420584,0.12376959023033307,0.07734890988346849,0.13230220473804988,0.25307539706657384,0.25462038726637504,1.0512050475098376,-0.07013909784871414,0.08921661900689086,-0.3582269692326304,-0.6896586668232898
SIDM00490,0.10997256764359829,1.5817509876048998,0.1215007022552487,0.1591477396533475,0.9190111077729103,1.3568513696617832,1.0857697192337359,2.82357067700833,1.8308330909216792,0.7652544623355357,-0.037136278563559735,0.5996917111251675,1.4470174790671357,0.314433050914032,-0.30259852913161794,1.5780229728777293,-0.8646510831195307,-0.40232710690822193,2.102108517584057,1.5154199800099963,2.43193631352906,-0.6257723141357683,0.6212112428587871,1.0891597111299034,-0.532239244643507,-0.7891142946779963,-0.6897636941650499,-0.37988704797784995,0.00427734973584035,0.0029219141579553435,-0.1052216491724092,0.3822933639539597,0.029209487062707314,0.2112365728593954,0.6949289411111046,-0.258256141974206,1.0492406018688167,-0.4627138627502708,-0.3958218369591782
SIDM01090,0.6511173490218667,1.7283623521696703,0.5029454683793817,0.6802870800932579,1.1091123228588893,1.5764706660122638,1.6525983080728897,-0.8144592526159219,0.9997944815873213,0.5437369617680698,0.40991277291120337,0.931842974624816,1.650758561980901,0.2256595558992191,-0.647155629717897,1.892775957095052,-0.7761567515141317,0.012099021138952105,2.254723274556593,1.3844022272129906,0.37259356332460114,-0.32008234477074415,0.5059428559618837,1.2578191489449124,0.6491202429328868,-0.6933882296744525,-0.8107780281381456,-0.3317914535345403,0.8208165124119406,0.05057834481868571,-0.283149644139446,0.5453723545562721,0.002957858307189642,0.5856696088171287,0.9120590512591923,-0.202169060608817,0.38974973138517893,-0.5268999428922887,-0.6475126146038701
SIDM00394,0.7151080691788088,1.3837626298211603,0.6387640631075715,-0.17673551723721506,0.8966344267311245,0.8166556096108479,2.2731444706037838,2.1816859167232767,1.3421025947425447,0.7730764211729144,-0.3638115860837298,0.8439146548261889,1.912625312126625,-0.21580041862975616,-0.09590789467894743,1.368755026018358,-0.9116826668160674,-0.9330136280793556,1.9129001583781668,1.1611121660365775,1.0614498693316332,-0.06662809420224097,0.7494822568244464,0.8080838813444934,-0.501678522933662,-0.1773947779416535,-0.7550779004792616,-0.47673858071319486,-0.2842049952299591,-0.11375512111930543,0.3496047494437112,0.1635887239653551,0.257166426249311,-0.6889473742332827,0.8286557091951186,-0.4565163377186417,0.6027124111328706,-0.42807759342146845,-0.3195177980203672
SIDM00538,0.34447308302977325,0.9701085934535768,0.7072622255560447,-0.38753506820127814,0.5231916297471586,2.113475949016514,2.269423298672538,1.1614712171967136,1.6664160657365377,0.5459296712361221,-0.10781313379227148,0.30023143637230093,1.3056829049060663,-0.2821352610997739,-0.18093815305202493,1.859743035283981,-0.8803314749283903,-0.9662440295444414,2.27304182521128,1.2533845382928603,1.7418214331933886,-0.3812347429406117,1.097181804692326,1.4569665959164104,0.24741077598505737,-0.15677308298357714,-0.6730734529751917,-0.20024788944548402,-0.1218933266163672,-0.24254381319059384,-0.38158455755844334,-0.0007903384229932882,0.4074092398950739,-0.871422253830741,0.9288989713263074,-0.6460751965008167,0.415688228144613,-0.43050925053000144,-0.8221574919713975
SIDM01140,0.8078335999162343,1.4095908183774821,0.4889066479744254,0.5362616078317186,1.149615988236142,1.6280540186865768,2.284625198666366,1.3224793497765839,0.8542610065058454,0.3934505258622951,0.4626372680304479,0.8808568305502412,1.8227859810670515,0.44141760297701077,-0.4965893943002016,1.6158956131729367,-0.8983988456916508,1.4056788525070925,2.2003655056839286,1.6261522822882362,0.6526124427842548,-0.3630559688790413,0.2607943885601253,0.5378087277952531,-0.30803654134483166,-0.4639808721708419,-0.137935737391896,-0.5529694726256875,0.6518355283689876,-0.620302070540085,0.7222588267945949,0.4552470604902261,0.09074614412928858,-0.2198603551387476,0.8659069553926717,-0.3500750466737984,-0.13994646726849194,-0.803563144136899,1.7394515671363546
SIDM00101,0.22556139180072224,1.5463988108983928,-0.027824112350776024,0.15007413251923932,0.8313525630242925,-0.5962912732147594,2.2281641907675,1.4963822014247092,0.2041337883412846,0.31758264086026544,0.5216276772770109,0.9088623488019987,1.8277900212834,0.32038415350898003,-0.41256327660040537,1.7544506658370034,-0.87966811616934,-0.34212120291980563,2.2562361620109064,1.449720107139152,1.2120101496695226,-0.2566134307532974,0.5273315943566192,1.3299919430059046,-0.7180460776729516,-0.649644471304245,-0.16845752075295256,-0.5906419073482851,-0.3632765976598849,0.005759160294314697,0.09213513131307399,0.1776681041552863,0.12645826101383506,-0.41212879401986624,0.8590036786612038,-0.19524666108787905,0.13999568393203873,-0.48791344039039847,-0.6303222315247119
SIDM00114,0.38837860304903205,2.017492426363533,0.2836189263422783,-0.49438077353804355,1.2505517608440226,1.2673976299990197,2.2971395117451547,1.1259023198657068,0.022043554472610746,0.6536733186856738,0.462793072667597,0.6724756427794034,1.761531605865216,-0.37914488132723984,-0.3528606059427871,1.4499870580528837,-0.9158469029847789,-0.8575443955832555,1.6065679956269974,1.6143911661383072,1.3534642694012022,-0.4336506222625439,1.0518302157895696,1.219857937505402,-0.40936207755016585,-0.4978065005858758,-0.5814408916381818,-0.3304144543879999,-0.43452619155179933,-0.11717749834304544,-0.014789427804127224,0.6071760699041353,0.46277927732000773,-0.4722128490412106,0.9639736000272433,-0.02252436974029363,-0.13960611797612607,-0.07009959317604225,-0.535264351537987
SIDM00102,0.10540018418228994,1.4254052583899193,0.10909012010948595,-0.31961711139514265,0.7321276827411713,1.5977911604116202,2.2210684384783232,2.181700998767965,0.4207236338318089,0.016899131816416692,0.2713905073896564,0.6466887677165615,1.2238840949140781,-0.053799948256300814,-0.10504717879537964,1.6441293588388557,-0.9064857048812793,-0.4135916187355855,2.118250501274339,1.6303315558203477,0.6550701385078497,-0.49222782493623524,0.5869647749830202,1.2890087893506879,-0.5258897111377226,-0.46947327686271245,-0.766573175925859,-0.44367335309149697,0.08250918237219125,-0.15361090033979855,-0.2750263123601098,0.1178442645954837,0.2641460101376332,-0.33518847178483313,0.6655837276132929,-0.2582867164331839,0.3343371124443318,-0.4629686155608926,-0.7639529911361058
SIDM01122,0.40923035070362784,1.5865797162252802,0.28439944384858973,-0.06616866893230222,1.3295690791949082,1.1506714375124372,2.528646692337415,0.1286677167096998,0.9712018849308744,0.7999028923181707,0.31805022681399453,1.0950342470263665,1.1588532689121764,0.09466657748631768,-0.5223246741058823,1.6695212513077642,-0.8432702174825796,-0.9778562691843771,2.5488413811932262,1.3725236063682813,0.7208061815381617,-0.33799166475773185,0.35125976037299284,0.9536525261472703,0.10488097429986369,-0.44778329061258965,0.25901312538148186,-0.6142710852664576,0.050534984410990844,-0.6923224376879488,0.13851623030141014,0.23103880365774937,-0.018995032855221063,-0.6366405391912819,0.9966790227151476,0.13611646203279115,0.03397372964719303,-0.3076510500608879,-0.7869260152484567
SIDM00261,0.5748252097351165,1.856220484137731,0.3094313175107142,0.39152434996890967,0.9724511376166549,0.40612716440264585,1.2463649345063725,1.4589075620801835,0.33586138041962876,0.6890162875479022,0.6361213338512905,0.1732983064949252,1.6055943066200145,0.5541748441387004,-0.18295673924161357,1.3810486626682519,-0.8802051963042208,-0.2596396753749898,1.897660242838739,1.6936179724863465,0.687691829088779,-0.47977021742004833,1.471113809859207,1.5803918971542779,0.11058413616150349,-0.6189157718560987,-0.29158513221908416,-0.27261371234048876,-0.18739982052970527,0.02592175806194414,-0.2412862079480915,0.5802165141515515,0.8925202853235074,-0.10129055201276152,2.1233638964616963,-0.6700236108239394,0.03521198254580132,-0.08791199708051044,-0.6318289626456823
SIDM00154,0.3331351592597944,1.9314889548057859,0.5931800706208166,-0.36093185492130736,0.9004265017295434,2.2757846731849294,2.334597188129928,2.145833907184009,-0.42956522530706354,0.009763999830662543,0.3320695187911433,0.05769400999150435,1.4766651672411952,0.3360530680138571,-0.08923463046729309,1.462334607622645,-0.791615474905743,-0.5140014389674964,2.160416019517643,0.9506460361818985,1.0505279047467928,-0.4214580608906902,0.7490270312967312,1.154107487657393,-0.7553896382578139,-0.5833245683788941,0.08384577884121805,-0.23680472988737228,-0.22809964152887122,-0.23590092385677539,0.03634294371024918,0.4069456763958786,0.029510801795687297,-0.5125407291687663,0.882568728838142,-0.019765609902009297,0.3055243778318017,-0.30304015945805163,-0.6704971909036295
SIDM00104,0.09557923713128265,1.8477712170432417,0.4057656888020007,0.05610122241557753,1.2607510976682956,1.1661969488161972,1.5683605052862373,2.533434150476189,0.8792935015220644,0.2109285274070066,0.08715498853090278,0.8492924481595672,1.6009508299434965,-0.17157152807376894,-0.34580154920644907,1.5374903648909497,-1.0332528811856696,-0.4935140172583149,2.001862892275273,1.5778449849061547,0.8704766217621343,-0.5652670600438299,0.4920395517386007,1.0792506633568766,-0.7685744973723169,-0.5120609106452244,-0.7578619070403795,-0.6570300238584172,-0.47437700805680844,0.07742926013473966,-0.3742469435269302,0.1023317878963239,0.03957736218041693,-0.7496655925617713,0.5149143576566309,-0.39010843259562566,0.40773444576010937,-0.49046706869248463,-0.6128767058890177
SIDM00267,0.6427117649221832,1.6496932224775855,0.1986013878238681,-0.12553012791293966,0.7309725883619476,2.521776545684648,2.3326643720989444,0.24873545659582735,0.26577857841198316,-0.2649983167897479,0.7772168216328453,0.806340150534112,1.633902817260018,0.36449718112279234,-0.4695545780509061,1.872821326542266,-0.6977193098375387,-0.8450197790098377,2.1747738092303255,1.2167608662445035,2.0638737051047293,-0.2805187344029553,0.5168280513196079,1.0579730246527275,-0.5785032782057715,-0.6288497565719272,-0.7314937574427053,-0.6478280945352026,0.2304306436566427,0.13767919201212453,-0.08831886247090998,0.2614359555655801,0.2511650261510746,-0.6748198028582387,0.8950858321254909,-0.24723541539487504,0.026833118619286646,-0.305613961613098,-0.5547239286752637
SIDM00100,0.29921071485020284,1.8413278047434785,0.3848695806064547,0.06490973614607656,0.809164921703716,1.4957950442548307,3.0258311308129104,3.127286436484038,1.0593215887079936,0.4762112470719587,0.49315372678034636,0.615298335688367,1.4260958045932497,0.41355387177734154,-0.1526149487107735,1.3836728499119368,-0.9081870979122538,-0.35351341053140983,2.1732376123241486,1.1489213803777496,1.4338065471869006,-0.31883327923536486,0.8636957731350927,1.1501313565487714,-0.2278296522794673,-0.6612171318782989,-0.8223189125540311,-0.29656693699459236,-0.014450244401361645,-0.5866499049556793,0.05270105275642841,0.3176678325218141,-0.14285985577441698,-0.5892551512615501,0.9692146026503191,-0.3916838013562561,0.30691536955065307,0.04032859064803223,-0.37083528109418196
SIDM00826,-0.19139239439315417,1.41769805402276,0.4060208810431888,0.1988194659942896,1.0686180360760424,1.5604886562352482,1.3724093577021894,0.8678136399259718,0.020110016496083377,0.36215776619182205,-0.18344637315748458,0.422520429587221,1.3362380245422154,-0.02350696397315054,-0.26131540185793867,1.4556786625957612,-0.9510171807044203,-0.9648541753907198,2.4094472135412346,1.5639911786485865,1.3468432882846,-0.3455383066116658,0.8450607539459849,1.2946542863541453,-0.5996906280119,-0.23313858103858592,-0.7522683126887553,-0.5837710675398045,-0.3401530535859228,-0.10561232037777409,-0.33705813529393736,0.29927796756289227,0.34082878124093796,-0.5023281073566741,0.515472882547165,0.42586993478250557,-0.1202966572128195,-0.2950865422354781,-0.6688215240891243
SIDM00310,0.19094240162301682,1.4615947533592315,-0.10855782751553615,0.1808850718538951,0.13723498287358105,1.8751693327563608,2.2882363217925774,2.7286279118259977,1.14672212819617,0.3387277426086098,0.9095240463504578,0.6586309390282492,1.7743009502160465,0.5678331443826408,-0.1443279426167926,1.4593397839824895,-0.954188722463427,-0.08019510249082377,2.5387274464736995,1.8669534548991638,0.7322724659616665,-0.12682019274676473,0.5834374647446435,1.251791511851341,-0.3030166681143164,-0.6779518804343078,-0.5986126721626903,-0.2562884705653199,-0.19261125715755442,-0.3873440561345542,0.1141532438867805,0.2447801711192058,0.4559177460239575,-0.6020562605353134,-0.010071890949190568,-0.6919297916570823,0.3657756046243821,-0.30288979613263994,-0.654463186283468
