,TNFRSF13C,HLA-DRB5,HLA-DOA,HLA-DOB,CD80,CD86,CD28,TNFSF13B,IL15RA,IL15,ICOSLG,ITGA4,TGFB1,ICOS,CCR9,MAP3K14,CXCR4,CCL25,TNFRSF17,HLA-DMB,CCL28,LTBR,PIGR,IL2,CD40LG,HLA-DPA1,CD40,AICDA,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,TNFRSF13B,ITGB7,CXCL12,CCR10,MADCAM1,IL4,IL5,IL10,IL6,HLA-DRB1,HLA-DRA
SIDM00098,-0.9070323279823428,-0.9467289163968523,-0.827024979593289,-0.8905966486861764,-0.8947731165172591,-0.8399995183972528,-0.8799639392746245,-0.8662869670305627,-0.052236836544864475,0.24672585693333435,-0.5233511940330837,-0.8502520748864881,-0.47798367211570103,-0.7776171707827053,-0.8627067378646486,0.43439507539737515,-0.17065916551379642,-0.7407018600750275,-0.9082893302254671,-0.5865601925332562,-0.7058624176098647,0.8363957570114486,-0.8465528450631871,-0.9819518124774925,-0.7799837041284752,-0.6630284236791765,-0.6963768319261092,-0.8748986778464669,-0.7731565727264909,-0.6996106600512483,-0.7867141125858624,-0.7659517783804939,-0.7280969850148665,-0.7642560607772271,-0.7966336022033395,-0.6666034598968964,-0.8284449862589922,-0.8836438598625841,-0.7941992238171479,-0.7903674943226788,-0.6089068238239358,-0.3787225790915622,-0.7401867983396774
SIDM00225,-0.8535171827213845,-0.8878933160869023,-0.8573120958481689,-0.896975281051048,-0.8772945300085386,-0.851323558771163,-0.9184179609058011,-0.6856332681953361,-0.23501861629137008,-0.5132445275683816,-0.484480671244967,0.2560978858183222,-0.2106236082987661,-0.7357262646844018,-0.8659563200575676,-0.5775740263367733,-0.787022769803732,-0.762260124026063,-0.8238444709354704,-0.5133053817272143,0.2443363197751018,1.4981322623284137,-0.8808303575079407,-0.8796393943663432,-0.8181112068453431,-0.5605064293166352,-0.7297009407472806,-0.9131577567907677,-0.6437245519187396,-0.785122849708839,-0.7963305575890531,-0.7700768941691026,-0.7613008471556947,-0.8050808747041617,-0.8284603062677475,-0.8196469726107057,-0.8569804021781297,-0.9399443161763985,-0.9075823257424676,-0.7872423614524849,-0.6459768688716957,-0.4372289474218245,-0.7670464928725623
SIDM00846,-0.7577092272441356,-1.0032218252754408,-0.7723679237222216,-0.9177039104515265,-0.8385061473213489,-0.85367080474083,-0.9280478532644819,-0.803055144105423,-0.3264440677245853,1.5717507431652107,-0.7331331525150561,-0.8313729410354506,-0.20174745515146497,-0.8867280927727174,-0.9273544697430376,-0.5709686073449362,2.754586037595754,-0.8214874113235253,-0.9207571219066236,-0.5767724904081722,-0.6895295351230247,1.2746125154851433,-0.834141382419856,-0.8460264991528923,-0.7891083458842173,-0.49986848660483363,-0.666486758257714,-0.8934914799194698,-0.7217268455895463,-0.8366690332538627,-0.7970568493275144,-0.7919555073165746,-0.7020685000440686,-0.7192483409116449,-0.8360607713910766,-0.601582165192043,-0.8654540980984781,-0.8217010089976022,-0.7663684294922023,-0.9205060673615564,0.20115785199064867,-0.30348135906085394,-0.5108336012509387
SIDM00291,-0.6766107823092588,-0.11726977893918603,-0.7555327635249518,-0.9651243155595305,-0.9192337925825597,-0.8599009510309369,-0.9268808233926717,-0.8827774761247765,-0.3061526199861104,-0.5627004978217458,-0.7561255045162654,-0.8784442356342991,-0.5363009642598681,-0.8296941200031192,-0.8160007189340542,-0.6246376103758937,-0.9321190319122548,-0.7544301774030098,-0.9575343531516598,-0.1594614923930281,0.18355581904516396,1.612995370486319,-0.8502561150744661,-0.8727529329757864,-0.7921230788018265,0.9601841380469424,-0.65389286044965,-0.9263739845660933,-0.5464811445517659,-0.803661787735858,-0.8306296617521467,-0.702789826160302,-0.7103553914419153,-0.7167523674235373,-0.8898957701957819,-0.7445827111447181,-0.7836266611471681,-0.8625015927107266,-0.6400204990655195,-0.8717007893949416,-0.7446144231613362,0.005634127767187163,-0.1161485191118744
SIDM00520,-0.8823976346185473,-0.8933978145011346,-0.798349768649226,-0.9721119229792833,-0.8590527581866416,-0.8848664131146479,-0.9382982370901265,0.01195433559928921,0.24820936580880631,0.8336596036792164,-0.06887411162307193,-0.8141646284919023,-0.4866424716889565,-0.8094355140776238,-0.8702145671456656,-0.5988447668500938,-0.8881078497407071,-0.7678417380409365,-0.9510270271848634,-0.6358949567841463,0.24089689193452582,1.2346965781092971,-0.8723552669248534,-0.8476686114678993,-0.8336134795719125,-0.6377297059213544,0.7670956383709292,-0.9193402772352064,-0.8135510573477684,-0.8416518672682294,-0.7459405138978616,-0.8736142341397525,-0.8018796013232096,-0.6659806356619772,-0.8695296599380496,-0.7449101967374353,-0.9025259401477369,-0.8990816637865423,-0.868206398942848,-0.90549514453863,1.6383091438570698,-0.09622622792271796,-0.8985903628365964
SIDM00003,-0.7906510585675421,-0.9432442458561048,-0.8295533481060443,-0.9394863332426355,-0.856173068687665,-0.8597006766501402,-0.9160432588293327,-0.782179495653979,-0.48036876225432795,-0.8156094938485073,-0.6651403284388938,-0.6774850073508465,-0.7719016620140098,-0.7176824006824178,-0.8065120056384467,-0.5976314970993272,-0.8698093904434002,-0.7681720650550162,-0.8422835748248436,-0.3517618065361384,0.4304947339354026,0.9339480005951764,-0.8700345916337588,-0.9312892607380132,-0.7942145247056666,0.654894453964464,0.8555453549862794,-0.821266886137355,-0.6790991248888133,-0.8174521485667815,-0.7314647760685744,-0.7212728650662709,-0.6996163890703314,-0.6454067348764312,-0.8289778092799499,-0.8136355965354657,-0.8472679617305027,-0.7944211845711513,-0.8523718059970288,-0.7720307348000687,-0.7419534891926874,-0.3425296798455898,0.6950036521100194
SIDM00136,-0.7341613566518962,-0.8369627107394451,-0.7452827747268369,-0.8744780990635425,-0.9031602735307753,-0.8225841336267938,-0.9365081561112746,-0.8265506448052937,0.14628803603761578,0.3622246252539479,-0.7287385798681157,-0.8319787778270551,-0.6973116444155723,-0.874719712760216,-0.9080690853907328,-0.6572793439626986,1.558256633507001,-0.7638596740185702,-0.9086100620058895,-0.38937665334439236,-0.37074526805634983,1.4212958818304455,-0.6987251980611756,-0.8481056178282579,-0.8262377790325739,-0.6455122701432152,-0.5570833172500466,-0.880367578456656,-0.7977165253571077,-0.8590979317718883,-0.7411906746771916,-0.7988756576317981,-0.6562104588403004,-0.6903969802212443,-0.9256041193854745,-0.8187708232167435,-0.8389518049333164,-0.9558454812157342,-0.7754541310470995,-0.8903939125098406,-0.7724323728962658,-0.023434356593552787,-0.9556662774353608
SIDM01155,-0.8687560288979921,-1.0272438679839013,-0.8252098283458035,-0.8072151251466538,-0.8543459373078899,-0.8334327281829922,-0.9541882539983616,-0.5629368742176474,0.14831576326068777,-0.17850338021111353,-0.6716878174207246,-0.7241412216367971,0.12630881794402302,-0.8558829937709446,-0.9534980079963783,-0.4267179884420921,1.063420343817653,-0.698395092727387,-0.9180112655495657,-0.5390238418245424,-0.8543580720534169,0.3349716631532461,-0.8090830687026088,-0.9101118170596568,-0.8504188038318066,1.0391660052574836,0.7542326309796366,-0.8950320866641529,-0.4133020880682301,-0.8747703876296736,-0.8813487493596951,-0.8049126115943926,-0.6760951215051006,-0.7575537871981928,0.8613723701482101,-0.7576966460102798,-0.8243982601228355,-0.893900079035158,-0.7560002587734366,-0.8718598653148264,1.0881750670600947,-0.22962218518521352,-0.046761039909577036
SIDM00224,-0.7991002075283228,-1.0230511734681489,-0.737652806830571,-0.8874325362808944,-0.883679964772945,-0.911969680505029,-0.9212214114760172,-0.6080599423637908,-0.3526439596946773,0.5868519622158991,-0.6132114691124343,-0.8652837175852426,-0.5143246478761033,-0.7698693191569601,-0.8361321142149295,-0.059517353120812494,0.128977877067028,-0.8409646119319754,-0.9238821800387068,-0.7021260873881315,-0.6441858493944018,0.47390249581645866,-0.853867473410215,-0.9341532098611827,-0.8548961587792742,-0.6582117462786343,-0.6494430977012039,-0.882193944267527,-0.8191994350094725,-0.8981679399784823,-0.7268322595866971,-0.8298726597837133,-0.733199276542382,-0.7485025341082358,-0.8788667450587677,-0.7400071993309777,-0.725454999022409,-0.9286299053454701,-0.9100329767016645,-0.8095167554940064,-0.796678776449863,-0.5357880556281073,-0.8622581586003355
SIDM00783,-0.87144569402216,-0.905461941412689,-0.6860863383205477,-0.958619429745816,-0.8707692015055997,-0.8953363526103463,-0.906030402632658,-0.6804588064912797,0.26441275308510953,-0.19984129710667636,-0.7252350368049852,-0.8518596018339281,-0.3581961952545961,-0.8303853150106209,-0.8549876853592198,-0.43909964606181395,-0.8356639340291183,-0.7419818022133456,-1.0254453288722938,-0.39971613082875834,-0.797838483673298,1.2811958240916832,-0.9022165761832075,-0.8934675332924016,-0.794168655393868,0.04245657689177386,1.108208997378764,-0.8797219124937633,-0.6235715690423771,-0.8097473654936757,-0.8470765516895329,-0.8319366779274338,-0.7395149704080948,-0.7940489691224719,-0.8993727752251897,-0.7708818620487021,-0.8067994045118609,-0.8469702905396629,-0.7315525148498814,-0.9589297371828469,-0.8167020405470564,-0.2808976289391754,-0.06015892864132424
SIDM00490,-0.7732047723915932,-0.8883702992440372,-0.7799083569174845,-0.8880336223801536,-0.8995131890830683,-0.8555612283111838,-0.970277545036087,-0.6018366018803722,0.822894450340692,1.1422834462720066,-0.8483718907700073,-0.22386696568825282,0.3529250543604442,-0.7428637549871503,-0.8366806796956204,-0.608389072011545,1.6507569369186206,-0.7867912784772417,-0.9380449283532504,-0.580655920505011,-0.7793049149373686,0.14683165447412433,-0.8784948806300981,-0.9457490045069119,-0.8118090014615792,-0.1203386900023758,-0.689022542977881,-0.9141136365768203,-0.7256430368540114,-0.8743520887738397,-0.7180274129881768,-0.8256132296593228,-0.6874462672248919,-0.7594969647283576,-0.8709438540952272,-0.7802159723249787,-0.7221705530248328,-0.9025270360764418,-0.770200269322026,-0.8356574875800153,0.25623225001574845,-0.16433720034992338,0.4774081735455946
SIDM01090,-0.8253085690583409,-0.8443623371969429,-0.7349522372813686,-0.7704658157288916,-0.8957945364495751,-0.8541330893478738,-0.9282804657240751,-0.7893581974538283,0.2558959299223953,-0.657455514259174,-0.4793473117735543,-0.831179974912177,0.10277870651490233,-0.8086592253724705,-0.7942349903552324,-0.5067631914080084,-0.8936223693160626,-0.8251849666488322,-0.9657017636931978,-0.6036541156210926,-0.6893573698307183,1.1963389265090876,-0.8033562198177931,-0.7953455779642176,-0.7728224419331574,-0.6340753075482962,1.2015312760771113,-0.8372938982668433,-0.7860186961254675,-0.858778537818369,-0.8316323439362338,-0.7836123054032577,-0.6367305038254252,-0.5399975369331035,-0.8785812580021751,-0.01527906547307599,-0.7547408939382688,-0.8900638295617933,-0.8261464469076806,-0.8476362731878397,-0.7472708354891022,-0.16931798794572395,-0.9517663233004922
SIDM00394,-0.8527096974682629,-0.8901601871449293,-0.6990674591495428,-0.909685958302723,-0.8290903311100885,-0.8475396222875815,-0.8936692349356656,-0.729703612617874,-0.2912506887557832,1.5237192036349692,-0.7042891329255514,-0.8394590587689129,-0.5369005722390744,-0.8451495867696062,-0.7749320732582011,-0.5702314518680939,-0.8593691656266094,-0.5774692695107028,-0.9183488591175097,-0.43746568047598994,-0.4911871042169018,1.356136610854561,-0.7089864758595825,-0.8951967471857183,-0.8150295999712873,-0.6563886850404492,-0.5350437596339976,-0.824553564324697,-0.7608662816905347,-0.8872487344734631,-0.7711771026562788,-0.6736203653636816,-0.6813318397167599,-0.6924309183031726,-0.9175753952397503,-0.893150979935223,-0.758969213284597,-0.9226191115126484,-0.7671430096781584,-0.9027004153928398,2.515002174002402,-0.4317393248139743,-0.8946089471770723
SIDM00538,-0.8790790911907549,-0.8961911313149796,-0.7698577012615102,-0.7887256632478368,-0.7762727956422547,-0.7832324658160001,-0.859594675961833,-0.8173625323029361,1.3195012297795348,0.7433816628645644,-0.8215868532751703,-0.7722189693623088,0.29661147491793816,-0.7450874314020814,-0.8043823326182806,-0.40686927611847196,-0.8952028787895707,-0.780592682809741,-0.9597755116343997,-0.39259426470848047,-0.4625924218636036,1.792378463429068,-0.7898939425881251,-0.8821523684587591,-0.8148969086635034,-0.6033552049628774,-0.5054264638277406,-0.7960274679629287,-0.8233296014234861,-0.770938331249165,-0.7028997561280969,-0.7412064383802496,-0.6665953423062373,-0.5822481206824724,-0.8480918984710348,-0.6811707599155437,-0.8087977914301776,-0.9638078634653627,-0.636348614474824,-0.7642094170160839,-0.7284248073190327,-0.23083171914598608,-0.8216979480692422
SIDM01140,-0.8346607830993605,-0.9992879829709702,-0.5203569246202604,-0.8672372490686435,-0.8991255609329952,-0.8821291218779834,-0.9070151841946036,-0.8313412081313489,-0.4145400674625633,-0.49034574649238244,-0.7006336789186826,-0.845148537307125,-0.4950348493776456,-0.7449894286386368,-0.906151977855154,-0.5281355473670368,-0.8693061045382628,-0.8016989362350476,-0.9061458699118756,-0.026663657439577288,-0.7708448244785968,-0.6323900060972378,-0.8103112840208125,-0.8610645631071274,-0.8347482309580554,-0.15539159373492709,-0.5825296957532389,-0.84180783106673,-0.5931915027550568,-0.8946200618127794,-0.7627712345908543,-0.6768462037523951,-0.7623907747254247,-0.7941621789943945,-0.8742168399984973,-0.25324987160834483,-0.8660649085926531,-0.9179158683646885,-0.8266441931358279,-0.9259077364720367,-0.7932703007118455,-0.2652275407401024,-0.7952472091036379
SIDM00101,-0.861388565023693,-0.9130408224127253,-0.7692209441593759,-0.9218210562765045,-0.9027998289937974,-0.8809681808853133,-0.9674273156905573,-0.7220174660191889,0.23651910563059722,0.16016093656435862,-0.4707479494687381,-0.5965901112060057,-0.1633655113132933,-0.772217527199083,-0.8729824462103939,-0.031977807317850326,-0.8721033615553344,-0.8010992921865849,-0.9968204233535648,-0.6734465334194422,0.31095793013608436,1.4923550775397318,-0.9185901538276471,-0.8817274357507345,-0.8820802773894003,-0.4559780098159305,0.8997741337591754,-0.8291975129373007,-0.7778964875250455,-0.8904524762170728,-0.760965015670746,-0.7667081128723267,-0.7599940851009869,-0.6716153848586888,-0.9048384471738932,0.49223165802762026,-0.8282622880856744,-1.0023002901398896,-0.7599860178194926,-0.8924327564438085,-0.665340604276545,-0.41671391198200175,-0.9254350603277247
SIDM00114,-0.8167820486511689,-0.9655021248687174,-0.7514578252001172,-0.8377067712207868,-0.8906960358987597,-0.8729205949423473,-0.8911492177077105,-0.7008555727379624,0.43563569230500626,-0.38656576219493743,-0.6268005608577283,-0.8940844098445422,-0.7223959938448493,-0.9173662612339126,-0.8035756938341035,-0.5740692851342613,-0.8957256290853061,-0.7973904417353739,-0.930537556974391,-0.7671666765025381,0.15982566978501386,1.2873492242114029,-0.8331833375097562,-0.993867681384145,-0.8804761811379594,-0.5935776702291861,0.6442450728096246,-0.9143130666132078,-0.8079112300662442,-0.8812795652479206,-0.847815677340032,-0.75648946268794,-0.7738817753176118,-0.5846405595121411,-0.865187738795898,-0.6714136038183174,-0.8640548620650879,-0.934168119315965,-0.8177281053194235,-0.7666470371071101,-0.8188192230428865,-0.6137883587627097,-0.817421690178756
SIDM00102,-0.9040427044530183,-1.0255615038184,-0.7715620568414828,-0.931385178351642,-0.9003492404116125,-0.8294105098345478,-0.9412358659380281,-0.7952700695502513,0.744429695188214,0.29059132759007666,-0.6801776075321332,-0.8361318565718895,-0.05759964923818033,-0.7508457263330618,-0.8783830249673908,0.014033312588932454,-0.9145841541830623,-0.78537818744542,-0.8060972400044666,-0.5089421922826218,-0.8072362249425992,1.1366041030785459,-0.822365377965008,-0.9452138388526511,-0.8878707517315353,-0.5597683048624338,0.9154383912225758,-0.8799097240863667,-0.8117447861497863,-0.8472637129874543,-0.6854534803287822,-0.7607052146069083,-0.7525584171404734,-0.7896549045752683,-0.8960183367496443,-0.7179200883722836,-0.8551426539738434,-0.9235101129839232,-0.8380367282546789,-0.9208346013245311,-0.563539400504922,-0.5015763144893722,-0.8776678388893152
SIDM01122,-0.8154096948112963,-0.8944962209909477,-0.8095852596839705,-0.9007339070158585,-0.9238144348119002,-0.9007784920823991,-0.9725266919297791,-0.8919100074690853,-0.2807897360324556,-0.8652821633738402,-0.6174440728077212,-0.8456465297627349,-0.132927867746967,-0.8403494176809655,-0.9027364645411181,-0.13189144758642993,-0.8776237497183483,-0.8890287255962981,-0.9707296553138022,-0.41751246085888183,0.47831696276458796,-0.6104598981438315,-0.8245852451334424,-0.9476008910053548,-0.8439244550354582,-0.6495374015008992,1.2273013600114604,-0.9035583078069227,-0.8422757205462151,-0.9855932590699589,-0.7595936407563051,-0.8218520376453026,-0.7476887555414409,-0.7968300309882014,-0.902039909361242,-0.4922224243241336,-0.820263307260462,-0.8371342700091676,-0.7916291695776925,-0.8958525389847568,-0.7963402502136515,-0.5263605528473317,-0.8495030903321776
SIDM00261,-0.8608540007790326,-1.1030665980453218,-0.8114311009429767,-0.9028173638466742,-0.9031326147558087,-0.895327170012619,-0.9881771778598976,0.16458207882805131,-0.4877515126637741,-0.6693394728221504,-0.6975320870627105,-0.722384430360487,-0.29837193129688855,-0.9240174940650678,-0.8722160852035505,-0.6788132019499088,-0.7964584387431661,-0.7927378917890859,-0.9409879939955654,-0.5563800690753634,-0.9334538214212498,-0.31694941853667313,-0.8864265731042523,-0.9832563932829457,-0.9299219490329578,-0.4942413341294835,-0.3643187944896997,-0.9591341352745097,-0.6776565292764456,-0.8340944275370765,-0.8545838697249754,-0.9216189196409309,-0.7854358297260686,-0.6807013415971321,-0.6036769089688087,-0.7409363690261966,-0.8721974594873155,-0.8859709585686951,-0.8764568817026445,-0.8747380671299789,-0.8577872356328377,-0.4179635249492599,-0.8250355908704871
SIDM00154,-0.9823877496846215,-0.9757952246240297,-0.7216390964426681,-0.8859555360174416,-0.8618352688569257,-0.8613370868284782,-0.9846298080565974,0.4519977838648696,0.1488866168513508,1.4557942588188155,-0.5176702237600452,-0.8504491182456397,-0.00565041872866149,-0.8566575553172265,-0.8090269485602277,-0.16852964992599423,-0.5620491202578105,-0.7726252579117995,-0.9099720906316505,-0.6667661409260788,-0.7294249999413658,0.7255151652751992,-0.9089652526869584,-0.9400978453470106,-0.8346620829265404,-0.22609766385687838,-0.6495749447582045,-0.903102887944443,-0.7747629421787726,-0.8412511124001799,-0.8563046618849409,-0.7162073529326449,-0.7718033585726918,-0.6895290196686443,-0.8747948980629229,-0.7750626958637598,-0.8543830939242583,-0.8761918161050735,-0.8016826590228574,-0.8811315326209048,0.1889747392350637,-0.32289540715561393,-0.22625213818398157
