,ATG4A,ULK3,BECN1,IFNA5,IFNA4,IFNA2,GABARAPL1,ATG12,IFNG,ATG4B,PRKAA2,PRKAA1,GABARAPL2,PIK3C3,ATG5,ULK1,PIK3R4,ATG7,IFNA21,IFNA6,IFNA7,IFNA8,IFNA10,IFNA14,ULK2,IFNA16,ATG4C,ATG4D,ATG3
SIDM00098,0.05588794394779464,-0.6814268067050807,1.9081713714230342,-0.884685515349246,-0.8245711665358659,-0.8942936289127853,1.0156213349146606,0.3520674390038793,-0.8597500575831376,0.964542136851644,-0.5608588162629042,-0.24792189403114867,2.314605070309634,1.417114724634208,1.6483918730423628,-0.2890960322067586,1.5164442292981462,0.1575144946044537,-0.8438585478718699,-0.9341239729996413,-0.8054058148156887,-0.7143201744437794,-0.9570439206862753,-0.7334205565196956,-0.3820406238024105,-0.8165301679139949,-0.1437045952101943,0.07013894570334611,2.4278432777415158
SIDM00225,0.2513143673438445,-0.5283413034261398,1.6469403381712315,-0.8276328291773467,-0.8620489137024312,-1.0142914176836204,1.059573125404454,0.022238155505439408,-0.9963200476749559,0.7732913994721943,-0.7557624028402041,-0.25240472384603463,2.4318940962361086,1.770183688313138,1.2394290967685067,-0.45740824123618123,1.3172396990879278,0.08833944729737075,-0.7998790538831058,-0.9015255845286981,-0.8372391720411018,-0.8222469894970167,-0.9789200934044687,-0.7827975209005772,-0.6822555621642098,-1.0117346618124126,0.2466774887657385,-0.4348311963990001,1.947219220736379
SIDM00846,0.5465483561106208,-0.4149831049657022,1.715517549351447,-0.9425127606549263,-0.729386793182282,-0.9411776445981943,1.0582363465835554,-0.05364866746814669,-0.8076239847909236,0.44418870080043577,0.42634919994046944,0.0450179166754362,2.3878920187757635,1.5786660981721012,1.0928299428346084,-0.2070874735735153,1.3110944483283251,-0.05349275746646814,-0.787788607365234,-0.918566692133168,-0.874521836705181,-0.6724175551385622,-0.919258847083541,-0.7420748407482185,-0.6092443159986147,-0.9687515402281069,0.4031955922410046,-0.3453957966690662,1.9510856605591702
SIDM00291,0.45272691386231856,-0.10992163360483169,2.1611002866204667,-0.9819718587856404,-0.7112506478745327,-0.8916270923437792,1.0174472111858435,-0.6738858483754666,-0.9776528005533216,0.6314976680881574,-0.4614386561020482,-0.40414549353818324,2.5813714459799524,1.4175922783609909,0.6998719433726623,-0.28456420499084095,1.7345839575110984,0.2581910011993355,-0.8470644003986538,-0.7560565795420342,-0.8224052147330729,-0.5692897035649223,-0.9959196976144084,-0.5800695907605001,-0.7040945574322092,-0.9942052360128946,0.3140100598419192,-0.026368647045703457,2.141925050771804
SIDM00520,0.7735279676024397,-0.5870342821071538,1.8716875940386315,-0.9758824039944606,-0.9403501166404861,-0.9116850590509845,1.0655939396303962,0.5280051521767077,-0.9950402867339376,0.5497452371673386,-0.794582436670224,-0.33299834430193526,2.596275408310917,1.514247670832803,0.9152946164330262,-0.2827041290177271,1.2815405196849128,0.09782716465707643,-0.8146701888572244,-0.8536041365661048,-0.9112619830946528,-0.5409959953023685,-0.9607170690702698,-0.701116402953213,0.22437108897261976,-1.0105086852405287,0.2504991680606228,-0.27764376212358155,2.1474838507915677
SIDM00003,0.8925253324784116,-0.28776865928280315,1.8755128835237527,-0.8778398459762115,-0.7741017080456127,-0.9862881231217997,0.18825378530457404,0.04742815226693016,-0.9402499429580103,0.8258329273732194,-0.7971644517879547,-0.2888260347954233,2.2813119460735836,1.6774317829719538,1.0539833318912528,-0.752444696531189,1.3528702582118985,-0.23530713494339034,-0.8331530720443475,-0.8057440157288667,-0.8438948237410545,-0.7314209037655689,-0.9969465322170028,-0.6414758345702911,-0.7336244043984425,-1.1175973648806867,0.7003652821789687,-0.05749442097899196,2.5405363852440894
SIDM00136,0.5253238690288832,-0.4138410040047528,1.8156058763489034,-1.0500724080688584,-0.9053015534640853,-0.9889010120482079,-0.0006265873409071077,-0.07477499865925748,-0.9929079741954784,0.6420117856185963,-0.8348988613813225,0.1989298499388366,2.4721532384724245,1.4173118602383097,1.308696525249597,-0.12313849020635644,1.3068874475480732,-0.3090516708877351,-0.8385537171468975,-0.9493185911692434,-0.866355981601001,-0.6352013401166816,-0.9150702816813969,-0.6259390299294431,-0.852410823554725,-0.9536016506969934,-0.2981001842484587,-0.4130524097826599,2.0780686537674615
SIDM01155,0.9291774929367067,-0.7673628452848391,1.7543615796730205,-1.0121883400980611,-0.7656881461566385,-0.9167289984228641,0.2615916424044067,0.2079900372511403,-1.0532732750769842,0.5984581804171687,-0.26499993045022296,-0.06359244388290618,2.3719433695760577,1.6027456885110547,1.4964995321366843,-0.3196906641501419,1.1018218204304786,0.05235954968699268,-0.7867874457842801,-0.8941393750636677,-0.8799932600667147,-0.6990581253781165,-0.959699726952045,-0.7005492341744882,-0.44099344820770264,-1.0043437475386772,0.49447303437605616,-0.27244285735466917,2.068933172151242
SIDM00224,0.2870726759420895,-0.37531664899300315,1.9013172978271695,-0.9266611652088087,-0.8573098674696185,-0.9597822649721626,0.6294194407216427,0.04841489424344759,-0.9744203952969527,0.7319540327058652,-0.7858803158917388,-0.38788070452674506,2.55249073606773,1.4865724889400869,1.109031907707298,-0.5328778300936139,1.48323567549083,-0.014615746326558146,-0.8642441398565199,-0.8280737234778847,-0.8278471718988557,-0.765400522458386,-1.003138675246842,-0.5215653166655784,0.27291594075422576,-1.0073070412999678,-0.04669508963750437,-0.0762459066435152,2.1225618447273567
SIDM00783,0.5512255449828996,-0.4493651031368709,1.7326726077252752,-0.9387239885862151,-0.956507814251128,-1.0089899580331863,0.36368186785834766,0.7723759833250305,-0.951982212879255,0.6702204261632481,-0.28168165212880975,-0.3853444160352429,2.329543132583112,1.662655358136646,1.5033755840164909,-0.5894108820840748,1.1123309740506069,-0.1624732949181899,-0.8373389815110182,-0.9428188069308524,-0.9391159924390949,-0.6486162136884059,-1.048693486486613,-0.7591186966376069,-0.5433237995540556,-0.8824122094610005,0.5288282974243904,-0.20716397025080227,2.094815771966228
SIDM00490,0.5270659902497488,-0.5149020396974466,1.0423756431054754,-0.9074281451675107,-0.8185802207113513,-0.9122518159264676,0.9674627265186534,0.09951654814625838,-0.9609941786612987,0.6540064026196324,-0.3759038409521298,-0.21662845359943006,2.744465438606577,1.816129542059076,1.4610129072032587,0.5776404166410087,1.3009591012694042,-0.22929730239385304,-0.8906899635439369,-0.8865314038974579,-0.9227068714358694,-0.519544633308541,-0.9578693402359668,-0.5077034565423244,-0.31146152729903964,-0.9919771643333907,0.35206613028768924,-0.23309228525334394,1.5875374404763851
SIDM01090,0.45582377691799025,-0.29921386906866565,1.7080059599233157,-1.0144688800179054,-0.6325372472960888,-0.9006710147022491,-0.2613048777306719,0.12183087799060158,-0.9633900698492912,0.7878298422664535,-0.8523656802989927,-0.2641022086161033,2.4325189632723547,2.1760473898522212,1.2451169691582191,-0.38502163192686045,1.2656051214241373,0.17193255644036676,-0.8491667893723731,-0.7489605858168916,-0.9679813002688397,-0.7570551695091201,-0.9147312690559062,-0.414138197393491,-0.39217683031329753,-1.0310295215538423,0.4312722602950285,-0.15651453126770998,1.854758235722784
SIDM00394,0.35524319814720534,-0.6406596780145019,1.2965090672835768,-0.9541721520623552,-0.9203625993561356,-0.8548703269580128,0.6131114380810214,0.2704004786295409,-0.9102493465077881,0.48083003197819424,0.6118521578117473,-0.5068913043649642,2.1601121203659437,1.3145954169927019,1.415334696320584,-0.28365541038617015,0.9128996324120798,-0.1630968921438785,-0.9151645951159537,-0.8772430413984107,-0.854236206969616,-0.6653357727934721,-0.9279222328698724,-0.708650655304794,-0.3318192477545558,-0.9359666577434331,0.36869531973934544,0.19177979775400394,1.7443903438246187
SIDM00538,0.7952348393152864,-0.6688217230851441,1.9515289662421338,-0.955500625822336,-0.8396995262080869,-0.96671242865862,-0.22945797870870568,1.014342911196786,-0.8384603697776047,0.7612557233305223,-0.708880552870469,-0.23076234638710516,2.691592555874813,1.1788951391123146,1.2681460721785192,1.0058377147687858,1.3167987776022805,0.17199833394660255,-0.7013531651086252,-0.9126650297396096,-0.8402073725922145,-0.6458467924238478,-1.0475710717568738,-0.5258043480941745,-0.7353604898556305,-0.773627831668256,0.411798824019068,-0.09084691842794511,2.08309197203889
SIDM01140,0.6045182348988338,-0.7217244125003835,1.3413367071788704,-1.0131421596242782,-1.02402558357914,-0.9166978317323233,0.8260323375764174,-0.017007069037292374,-0.9978478624040514,0.8843759951585524,0.15610015147758674,-0.5564101729896664,2.410867690938189,2.1360389382304943,1.4936488581351326,-0.497010546329087,1.2746252097223862,-0.1762641600289652,-0.8423034067221629,-0.9781608940729261,-0.873628984753857,-0.8290729668491277,-0.8595550746011534,-0.6940240555471112,-0.5052509634454619,-0.9570334059392617,1.6218957621921257,0.028935397932076966,1.9555014396493033
SIDM00101,0.47238066144235763,-0.4036135866506153,1.794836810443068,-0.9956740920791254,-0.9613966570011679,-0.9261568113412318,1.0224184497697477,0.2976142476079502,-0.9444512796287327,0.6328078561861513,-0.07056380954358793,-0.44720854073586397,2.4378443757123196,2.279163411556224,0.9006028208697662,-0.030551439053682003,0.9328052357113131,-0.07116892899335127,-0.8112214215287953,-0.877150271598097,-0.8937562350136617,-0.760649061064286,-0.9729445289674555,-0.820084080981038,-0.1728491198942467,-0.9968955179341858,0.4244185482780304,-0.4178935606770168,1.6536075119296678
SIDM00114,0.308093908513083,-0.7116542709308169,1.8849411632391029,-0.9461352376118786,-0.8646656312315482,-0.9672918993332846,0.429515411819603,0.07875544465007146,-0.9625824796611797,0.8611827002496636,-0.7476701542984064,-0.24101759867593112,2.630436274432492,1.160459873290456,1.721363388575484,-0.17557513859933607,1.358309559821188,-0.17033037820768052,-0.910951155070456,-0.8257664084071638,-0.9397282541219576,-0.707650337520116,-0.8559280829825286,-0.55902101757563,-0.5680849408626213,-0.9876351119075775,-0.10636767960652688,-0.16141269699678282,1.7441522446504614
SIDM00102,0.2242223123702446,-0.7202717767446581,2.1709457589310035,-0.9265163727262399,-0.841540729485861,-0.9316704341277696,0.8350648906829751,0.3368037818974629,-1.0974082517524892,0.7168966881756569,-0.3528570217275304,-0.35086505307465676,2.7012059507906105,2.2983277252192233,1.3223383463172613,-0.005917765012457474,1.2873591079090383,0.0549289266853643,-0.879240641993381,-0.8993506268761151,-0.9664491335411529,-0.4786145723692484,-0.8833227541165682,-0.6392916432900054,-0.28152979989029536,-0.9524284870365426,0.04847698910893154,-0.28405364692290513,2.2894119669307673
SIDM01122,0.39620397592031137,-0.5767690237932283,1.7386278360270917,-0.9728832015436698,-0.9008678490942098,-0.9068888417158881,0.011515371579143646,0.03638329743288336,-1.0235984478304532,0.0754289397611923,-0.7035262030592546,-0.14831062097470282,2.1715053656631147,1.5384022972858025,1.7586169015662816,-0.40321555030323847,0.9424289505772137,-0.4569915446141534,-0.8187568496863902,-0.8354138998602969,-0.8174992105870653,-0.8485836234886911,-0.8530524772037027,-0.5237571785140138,-0.09991296858872478,-1.0483315623379732,0.4933918901627641,-0.28928034071107445,2.032204329646923
SIDM00261,0.32984602797279744,-0.4477155742520653,1.5690397143627075,-0.8911367921681027,-0.858052008192477,-1.0139402992257085,0.29737273675652554,0.20644428045165097,-0.9226265092688389,0.6617614487050851,-0.03286471382990807,-0.36760652849612224,2.3947470383636564,1.1141395877674058,1.1164568317728514,-0.11954103556093316,1.2800704561535738,-0.15702721926881083,-1.0060574081800078,-0.8541261717011528,-0.7586597669373797,-0.753481183849357,-0.9929665435518145,-0.796837587702262,-0.5294113246333424,-1.032944412921247,0.5260923060903873,-0.13807773968709197,1.0607134904944384
SIDM00154,0.520149127738305,-0.6470608725661172,2.0082876023262215,-1.0096243022521312,-0.9261663966661198,-0.9586648400573029,1.6280370022740895,-0.18255420415544354,-1.013093570615725,0.5622598804013255,-0.6636664312363941,-0.371512119077046,2.2706077836664935,1.9774902136913988,0.7681711721311515,0.23856625443787152,1.6821403973355493,-0.026112165685479437,-0.7890161888546813,-0.8715434251641526,-0.8344851308330852,-0.6488109376142409,-1.0254048392241575,-0.6445272785343118,0.20599927236039114,-1.0119742371285025,0.1803463757379794,-0.22515368918101084,2.184205859964824
SIDM00104,0.4714337695957859,-0.68953213004027,1.8376824908884868,-0.9464156568619075,-0.7428072220265602,-0.8261265914743539,1.027696293925266,0.3633945886811869,-1.072690836327427,0.6997009054982419,-0.20239405837562308,-0.14929493914873324,2.456965804970705,2.031399628166493,1.4646796748381214,0.4750554357012759,1.1087719542759586,0.06163106072453849,-0.8311097957323145,-0.8869636724242596,-0.8865340079516322,-0.6119865892844987,-1.0064712553905562,-0.7840998915681869,-0.246298424998117,-0.8457898351074777,0.643130439811739,-0.312077916953034,2.0843674287545357
SIDM00267,0.33250396402177596,-0.6587551739655356,2.004271715419856,-1.01404455026451,-0.8668188078467836,-0.9593423328280041,-0.029270192463618446,-0.0555174648616295,-0.936660672841135,0.732621819000652,0.6240303231144083,-0.14499484148269542,2.4394034546700394,1.583396993204289,1.3048122412076326,0.035246798326478465,1.013481662453899,-0.3535492590741819,-0.820523092670245,-0.8963210278643443,-0.9224609720838444,-0.5492785904155232,-1.0196881917379856,-0.6216731187804823,-0.42614840076783295,-0.9251506576780102,0.5075547771960709,-0.3057655169831091,2.005863659671234
SIDM00100,0.7409930339732539,-0.739278346137607,1.8842622327387266,-0.9338612025012435,-0.6239292363548813,-0.8428577254883807,0.6884294550814894,0.6537478911583422,-0.997263651463655,0.20716389537568491,-0.333366803722499,-0.34422216851045806,2.216896907392926,1.5614526089195009,1.4158009586836702,-0.22628003612045752,1.4170489403619826,0.0222581258048978,-0.8316344202688323,-0.9026565223786268,-0.9566803648515195,-0.6357653398864858,-0.8595651254351793,-0.6075968646188585,-0.34539865436051265,-1.05353450714726,0.4029695656985296,-0.14037110977456374,2.1160746574945
SIDM00826,1.2414737246043286,-0.5148660786348629,2.069514143331811,-0.9266480737034971,-0.8068645862236038,-0.9225384361458301,0.2690163543228236,0.3559311273698923,-0.8921560190870974,0.7934200930648376,-0.7642432762561892,-0.009521292201840576,2.6212871582773296,1.3084537964359264,1.2575034331603618,-0.3116257486680354,1.520115018219193,-0.381881890440656,-0.9113909917536829,-0.967355647872302,-0.9247074204342376,-0.6646371771899898,-0.9540844743005691,-0.5880727430334418,-0.8698832907246467,-0.9587248053751343,0.5679751714588104,0.09807877599306264,2.067354399131943
SIDM00310,0.38781850130884754,-0.6673097393232781,1.5575606004773004,-0.9643056861764148,-0.9337270695044873,-0.9751991504142464,0.8844492288358805,0.29087473812113607,-0.9778859046899295,0.811151302153708,-0.6932933624590326,-0.35501045504225115,2.4388685225365347,1.8496908966357666,0.6599429152402594,-0.11377768378517662,1.1072248645773517,0.5294299558625631,-0.8707584184124039,-0.9315420607076232,-0.9029897395215623,-0.808436100758479,-1.001414199997099,-0.6293982709313931,-0.5014461973186946,-0.9658232550899525,-0.5109338299962943,-0.175827531498178,2.1166463943738885
SIDM00482,1.2765369704583964,-0.5611840886880726,1.8622864115846551,-0.9304190762197001,-0.8245884430966781,-0.9503911622479724,-0.20984106121966464,-0.08896294281846145,-0.9121839588584725,0.48736746099312866,-0.6487224773801369,-0.17130940763061656,2.400264316581234,1.7339471157864055,1.0848203115787785,-0.31057621251407236,1.369837175959211,-0.14061459337030413,-0.7482023731024992,-0.8242265598146304,-0.8804010071301573,-0.702443030397917,-0.858852866796023,-0.4428417157125371,-0.7106080625079022,-0.9087946273287361,1.0380972193481164,-0.3374262917260156,2.186188798663047
SIDM01247,1.3101405811774822,-0.6009791658346194,1.7305788070521069,-0.9061738330900508,-0.7820094186174947,-0.9489234063190526,0.5625962987659267,0.2246245673070913,-0.8966205365115582,0.7986507279782223,-0.7284689461036072,-0.22055805154143587,2.69512791589882,1.7396450928680156,1.46666534619137,-0.8101875319658125,1.3487500019233805,-0.5239382589557487,-0.784380547124692,-0.7462849863149338,-0.9771108137876315,-0.6880799177661168,-0.9348534935490056,-0.5521139661679422,-0.8239690344305896,-0.8868218077303764,0.7934251153379422,-0.06259812047021855,1.7751251783296202
SIDM00817,0.3456257818059839,-0.6534247623801447,1.643829895355285,-0.913549634846387,-0.7616548889322006,-0.93480485976263,0.37079056054493875,0.12248453803817999,-0.9450662302603192,0.07075561640425847,0.46807858705048366,-0.2855581361164442,2.3034288888395693,1.59582631612269,1.018871547971072,-0.7178662128067458,1.2763936312880346,-0.45554682524035783,-0.8043056123975221,-0.7615439277857234,-0.8604872368295229,-0.716514639563962,-0.9969011810793961,-0.7182336502856677,-0.15921783365355346,-0.8224244309179486,0.691682809642268,-0.2794044188607834,2.191848484952911
SIDM00448,1.4675790649367635,-0.7004609512189628,1.981320060575463,-0.9074795682529476,-0.5898118435200398,-0.8720221238286501,-0.2900580944556694,-0.0783494457423727,-0.9524510843851841,0.6945453831431107,-0.7323454751052143,-0.24315604724648263,2.815735695314278,2.022977183519038,1.3249116799973883,-0.5446103538144415,1.2212010620011344,-0.26644814050763954,-0.8646304448859601,-0.830818070170027,-0.9894363885286124,-0.6123720763859637,-0.9488560445312201,-0.4714542370582082,-0.7202987240032693,-0.9126661319182974,0.5399908327050881,-0.22257405481881626,2.1395278377275497
SIDM00086,0.4177242228066446,-0.6604210658035864,1.314988975086332,-0.921256583969642,-0.8068110270853861,-0.9745022297196376,0.2562354718906309,0.09518171489928022,-0.9146139439419145,0.2614787712052667,0.6098715169836267,-0.45520263278301903,2.2742419645122958,1.7486945789446382,1.5868806293325686,-0.37539953611038934,0.7763195619861487,-0.532392558657462,-0.8648829218440018,-0.9685949956565295,-0.9372868084004182,-0.6708315354479519,-1.009872659821057,-0.5937203430556252,-0.6307216043991752,-0.8024441071514412,0.18710970561439885,-0.3920580266752304,1.9816283896863225
SIDM00466,0.7127405121340984,-0.5687991854767513,1.3003660165030886,-0.9592594540485883,-0.8009796249165805,-0.9556673121025345,0.28910425579524685,-0.17673869258188513,-0.867127838409011,0.2499680915239849,0.0181995804582938,-0.2928209677508831,2.5417439240167594,1.829952459594576,1.3320897491472234,-0.49058777669739356,1.2844966720182212,-0.5486005290437119,-0.800889614108396,-0.947188243182043,-0.8709742757147116,-0.810542541226507,-1.0069510463951867,-0.6289961031658662,-0.6144107086031322,-0.9278017312850009,0.3996799628321799,-0.26071559424797375,2.075961019275826
SIDM01132,0.6115431963285142,-0.5158235161874353,1.8146555711649843,-0.9861284779238748,-0.9806542628921896,-1.0236101437598688,-0.43690767083034493,-0.10640180708861992,-0.9082509533322768,0.8817546138278259,-0.2663738656611179,-0.4190206643709338,2.3831323416962316,1.48185204511052,1.2288841141623679,-0.11117005599461974,0.9206943012800138,-0.3708050693351663,-0.8063997755929706,-0.8589277438339892,-0.8903715453535087,-0.6799636895366226,-0.9938747448715644,-0.5817467377491137,-0.572985682684525,-0.9516719827468221,-0.03934106920798532,-0.15276432892578487,1.7389031325128004
SIDM00465,0.5532070588078898,-0.5525477444099849,2.0164170702327326,-0.9643249729546991,-0.5509385290205112,-0.9583441539376929,0.7046215294359055,-0.3189093120610062,-0.9762564602293486,0.4224617446694747,0.2714400573083028,-0.3696238012176302,2.432749639100429,1.7599658403451068,1.4372270922052575,-0.2841412355740986,1.2795188051253032,-0.24894388406824386,-0.8359416675876241,-0.882983150663898,-0.7698691267509293,-0.7003674048688963,-1.0252397538293523,-0.5894734384828985,-0.6363620190993298,-0.8620626390506992,0.20927809769080177,-0.188700257336371,2.274233440711951
SIDM00565,1.0664537080327794,-0.6706838490124871,1.8158217772756553,-0.9861342890116322,-0.726178455066815,-0.9958487546967544,1.443910572754649,-0.0212919842439722,-0.9599360137902575,0.4411210240193662,0.03605093730470834,0.13643700093005448,2.1578369516853084,0.7580006035903175,1.457641011159793,-0.59427252250681,1.3283485438647995,-0.41103206614264653,-0.8145928703120252,-0.9606088008106778,-0.9237593309620686,-0.7344162251425904,-1.0803178510219917,-0.7187696610951696,-0.6027956891726752,-0.7644943411951247,0.44469557983328895,-0.40952802077686196,2.1168343645334655
SIDM01092,1.0640338522207158,-0.5778694181035517,1.7702208435404008,-1.0006477511700589,-0.6964361380626011,-0.6078798211643136,-0.4167126135869166,-0.28027315522503476,-0.34781309225571855,0.7276195349137897,-0.7547511697222932,-0.40611310559461217,2.7136222591185066,2.545834566165414,1.1741276137697982,-0.4535350988028467,1.7382228911421278,-0.23144412284749397,-0.8803033755858289,-0.9095069053607946,-0.916133237553541,-0.7550293039155719,-0.9411206248938788,-0.6504986543058575,-0.7977405223484331,-1.0439966563251273,0.9004512584550628,-0.3458012751827113,2.498281312444888
SIDM00218,0.8537546471464575,-0.6829412776792089,1.564128582717495,-1.0280467755270404,-0.6945341120785159,-0.8978404156523402,0.931910123990331,-0.10605331131635291,-0.9196002784420303,0.4316058845381982,-0.06917918393920952,-0.054276610607643654,2.6071590190758385,1.7013551484300204,1.379696013747607,0.035279702629508664,1.4503871377833035,-0.4719857426250636,-0.8489587094124396,-0.8924517809420146,-0.9737957337065647,-0.818234998202119,-0.8818561616947342,-0.6276513771049271,-0.42561151490413873,-0.9595113009951035,0.3010630232389864,0.16567914662874517,2.4151281533327063
SIDM00044,1.0129010467695727,-0.703091318826028,1.6524307826224789,-0.9217856409062918,-0.9227326327388656,-0.9445077712921727,0.5781148987123175,0.0690759807378039,-0.9046177457952581,0.5249333680438856,0.46248670606041925,-0.45104213227208945,2.3729434251099515,1.800666826136439,1.5197304781786511,-0.28313473826440083,1.2903890401298033,-0.028522318916175328,-0.8275797876921854,-0.9409045655284081,-0.894269673113437,-0.5704731510728979,-1.065068291832455,-0.5301113705092774,-0.6398869418666996,-0.9084373481941732,0.26102004546857077,-0.4223784245575327,2.5693173785710037
