,CYP2F1,CYP2E1,AKR1C4,EPHX1,CYP3A5,UGT2B28,CYP3A4,GSTP1,GSTT1,AKR1C3,GSTZ1,ADH1B,CYP2S1,ADH1C,ADH4,ADH5,GSTO1,ADH1A,GSTA5,MGST2,MGST1,MGST3,GSTA3,UGT2B11,CYP2C9,GSTA4,CYP2C19,GSTM4,CYP2C8,GSTM3,CYP2B6,UGT2A3,CYP3A7,GSTA1,GSTA2,ALDH3A1,GSTK1,AKR1C2,AKR1C1,CYP1A1,ADH7,CYP1A2,CYP1B1,ADH6,UGT2A1,ALDH1A3,ALDH3B1,ALDH3B2,CYP3A43,DHDH,GSTO2,UGT2B10,UGT2B7,UGT2B4,UGT2B17,UGT2B15
SIDM00098,-0.3698077546386438,-0.8093217379975364,-0.42760474022884787,0.9337705308667423,-0.7707991972761917,-0.7462067028726946,-0.8866962964849942,2.9065093833888778,0.36804553988427063,2.258836731628727,0.4420514735102117,-0.8130434947923688,-0.7479910057551464,-0.8264934605159912,-0.8690168863426024,1.9474995474707517,2.3282593077846587,-0.917152305507159,-0.7551176305923176,0.3993870812844233,-0.42441881364186407,2.262288133953459,-0.7010904739040048,-0.9517058947572912,-0.7914140143370911,-0.4217816088282897,-0.7952369283994143,-0.6803763623982174,-0.9474969425122679,0.37840120412070466,-0.7489614110072769,-0.9413226056959203,-0.8830572191843253,-0.7167211014811664,-0.9913330504512847,-0.39998890706257234,-0.6767099572648371,0.9595306486721756,1.1196286620690472,-0.9839461725757012,-0.8033963027738128,-0.7815406593928369,-0.48617231422874874,-0.7882449072612816,-0.8054738668397816,-0.24760524086892097,0.6318223876869464,-0.8152838037574568,-0.9724714143253215,-0.635550498904541,-0.745313968754319,-0.9251896255100607,-0.8151828600220804,-0.952093668044057,-1.0222583418128588,-0.8677929741973631
SIDM00225,-0.6560468655557318,-0.7861963485943243,-0.7316836575481328,-0.26533484914817984,-0.7978814785004725,-0.7935943453579798,-0.9518279815709536,3.1193899601797543,0.8991855161399745,1.244906873337499,0.1113178669473414,-0.851934294525284,-0.8725861235007865,-0.8851165778992433,-0.8942915175313847,1.6267762822167735,2.1758991187408814,-0.896165676432053,-0.6593313993904041,0.6068827480208956,2.190317844394194,2.511763620572372,-0.611222066553015,-0.945337935446959,-0.828137728426032,0.84229140242994,-0.9036879690930375,-0.6678397809624501,-0.9183918308775805,-0.08570327457919066,-0.7646378825534724,-0.9912903365422944,-0.8158901601449869,-0.8308926209662604,-0.8931084198093077,-0.7135335530844548,-0.3634718029099051,-0.10844735462783488,1.922667612760878,-0.9236632843086091,-0.8864843126034954,-0.828147009490771,-0.8856833293156627,-0.7215781800457369,-0.7953921310965556,2.35701308068053,-0.48810512518375315,-0.7923210558197771,-0.9704706037867933,-0.5614569103168996,-0.8240497632682812,-0.982039469252121,-0.754449150059479,-0.8992858571919354,-1.0644024116214899,-0.9380475839249166
SIDM00846,-0.39704608843327865,-0.8158762345252779,-0.5889716168397942,1.3631814274150442,-0.8209286823394575,-0.6994579543065258,-0.8732537425981017,3.2938026594394265,1.1701315382306943,3.0026281412404847,0.35548733301482704,-0.8973039637114933,-0.8454760470639012,-0.8285259793459737,-0.8758420504945524,1.600553950724637,2.287238916895487,-0.9274232468542732,-0.7707993479967024,2.34442916103895,3.0515211725306512,2.663878934371213,-0.44552546955707945,-0.9222445487325805,-0.8345698835435897,1.250152961393537,-0.8354584988517183,-0.5159205974118287,-0.9875591254675629,0.738467274622938,-0.825225784247325,-0.9547479165268341,-0.8484341603334291,-0.6831327340255318,-0.8097085208459156,1.790838808285932,-0.4712006514039546,2.7208328114148648,2.4297612742512147,-0.9363293492005543,-0.8526937192433356,-0.8913762129858345,0.6369759053454855,-0.8233247505257757,-0.7923227529603447,-0.42722660984685695,1.2956893475116567,-0.8215123685011081,-0.8277984541827552,-0.7027173177711241,0.07236595554081256,-0.8913127877581521,-0.7870954370870136,-1.0510938497626263,-1.002096718771684,-0.9574370899735438
SIDM00291,-0.5011021209715028,-0.8167099102247223,-0.6437618272771194,-0.4201718904679779,-0.8394483997252308,-0.8424237828065982,-0.926459190732912,3.423917756328097,-0.8001851493805952,-0.5428248234444298,0.9320110111994565,-0.8504721284391673,-0.9079880195514632,-0.7858280762629323,-0.7791651825036463,1.6631145393485447,3.0434004371836045,-0.8863089572583435,-0.8215577967396017,-0.43160969169876195,-0.3311846210122542,2.6052151427587686,-0.47755535628224494,-1.0043674735253176,-0.9195888930468591,1.073011909477006,-0.8539695978609192,-0.002253330410818559,-0.9479047064846967,-0.07935481450495668,-0.773369487265932,-0.9311365797528557,-0.9145870259157411,-0.6778273139341655,-1.0221419235288052,-0.7121876062243206,-0.21195052423272553,-1.0419511841589184,-0.7997896941616349,-0.7676809056428009,-0.8090720685429621,-0.9452475815041075,-0.8212138682749217,-0.7936916773582978,-0.8765000181759927,1.5524334368719932,-0.4860698271123353,-0.8030274597924373,-0.975807746435214,-0.7084762753207381,-0.8201277169323218,-0.7293496388721521,-0.832943332842469,-0.9679703636768383,-1.0507438304324197,-0.9711558988318769
SIDM00520,-0.8732093281897672,-0.6950709574089919,-0.8007485951849165,-0.26796826127450596,-0.7727508210290434,-0.8439004859579495,-0.8998750569656598,3.23976070978977,0.8727166826124958,0.5304626257366749,-0.08383829035285686,-0.8701651998873785,-0.9059326536005321,-0.9082086014220597,-0.9039015281636575,1.932502092689338,3.0276150433864406,-0.9399309967522858,-0.7868345640954354,0.4652020135064227,3.0416181035870697,2.7342804696554257,-0.4105987790381483,-0.9048549296027879,-0.8587146035894233,-0.38781127662629433,-0.9261706771151762,-0.5228020626390767,-0.8771467417808604,-0.21041719419635171,-0.7321685191911619,-0.9993698764303643,-0.840555950333411,-0.777867365632597,-0.9242915739408539,-0.45621619118048756,-0.35693445951802893,-1.041468062247074,-0.5527357963898569,-0.9422865774099126,-0.7414169092934858,-0.8261350233731475,1.157938878944003,-0.7748928816419254,-0.787650250581698,0.3151352164893899,0.5791124536929227,-0.8568880928712052,-0.8665841468498904,-0.8285582098349494,-0.4022936826553755,-0.8210466425134307,-0.5963948515682339,-0.9289567653492521,-1.0457188286413166,-0.7916510585013975
SIDM00003,-0.5927777557137952,-0.7324462660155479,-0.8161702904763728,-0.4416763762687952,-0.8142711523517138,-0.842863571334719,-0.9168598311967264,3.431989834524806,-0.16289443137020204,-0.6050059478411529,0.7309954947336853,-0.8174491535954759,-0.8181077508014966,-0.8331016759067459,-0.9357848896307153,1.8721373823114944,2.8580224555931313,-0.8488917106585642,-0.7036079013328499,0.9859187822028543,1.0699276663343327,2.8120293798907667,-0.4586988853915415,-0.8558132568956126,-0.8462256125784023,1.1203415364103377,-0.7895871297489546,-0.04956917753118864,-0.9176428968945745,-0.3742968040268717,-0.6819360634792934,-0.9163647929601066,-0.8758713847615343,-0.7978077577063495,-0.8358173797463923,-0.6047392845411431,-0.1656556151255601,-0.9245064136767415,-0.690712970456984,-0.7024812607553694,-0.8156803816715151,-0.7495015038674984,-0.7754152451802805,-0.7862133186122263,-0.8521872642486024,1.288039822649684,-0.3505980184446444,-0.8248975388699362,-0.7964393987621197,-0.5350420721027317,-0.8200187494303245,-0.8180382443412909,0.9786392985454025,-0.9070486738668441,-0.980226690895956,-0.8021889460367159
SIDM00136,-0.6033167010761639,-0.6960189458303014,-0.48132654493887034,-0.03512185936151916,2.0581628443934035,-0.7841512308553751,-0.8575290424988352,3.457000057059955,1.4351137815583936,2.0598915888178286,0.4132973192620916,-0.917970048762364,0.10187055667828773,-0.44577887493395907,-0.9939270014932268,1.7131850917928326,2.3863853396961163,-0.8713513824069611,-0.7718459639875417,2.3060906943034083,2.728438213269259,2.1194654916136964,-0.35740832405109835,-0.9100708476160055,-0.8437672610093266,0.519058546190788,-0.7753484233276006,-0.8324017569073405,-0.935345106065836,-0.6825094056135348,-0.7234646728930543,-0.9270723867110274,-0.7218816618909807,-0.8797263012226402,-0.8281990812787096,-0.6625343577942999,-0.027101975684604727,-0.4634398171056162,0.4198063645104454,-0.939067335116247,-0.8803439726760685,-0.9761433049057772,0.8627851714757796,-0.47130933878513664,-0.826009192600707,-0.7747526530607057,0.9029850694860607,-0.7515268736901303,-0.8412662412700648,-0.7141086854164186,1.0553099873517933,-0.8102448073182247,-0.7387563956006166,-0.9606642770870718,-1.0666225894941048,-0.7358603953429557
SIDM01155,-0.6125317928760444,-0.8316984121524703,-0.6772408376010054,0.3977840517281882,-0.8671363447193735,-0.9111893962893866,-0.900094120733386,3.0869744579023912,0.20079633050752996,1.3682275893717148,0.28473712234050863,-0.8768622419283485,-0.7067434442734897,-0.8993867672234077,-0.9948746501008611,2.0192121063800905,2.6033021655950828,-0.8943660699174341,-0.8444022497502941,0.8032101224293983,3.042672646042004,2.5482762831457926,-0.44677451615387015,-1.0642161797905,-0.8947941999545534,0.7965040467450211,-0.8395159532635216,-0.5354847323207914,-0.8666073788126495,0.03765485130585215,-0.7297267347665459,-0.9425439615661786,-0.8810527907799645,-0.8629436282406193,-0.8203447419896515,-0.679268883209698,-0.40510002918565785,-0.07040396426192454,1.9866268586597065,-0.8532917402766366,-0.830735011407383,-0.8698966484588112,1.0876175508786157,-0.8090695258237567,-0.825002712491636,-0.7994587597226256,0.10557062379158404,-0.8863279440683011,-1.0079670945749857,-0.7907680627013005,-0.8178071319704197,-0.9589686671647454,-0.7814136194175367,-0.9989817995439144,-1.0216233249121427,-0.8582816177113044
SIDM00224,-0.5215309333039476,-0.8459581479650237,-0.7825436014726598,-0.5645837921810571,-0.8551482715186663,-0.7847538670920299,-0.8857606315765797,2.8969810102182767,0.48698383435153286,0.9007932259473104,0.6798943972791097,-0.8316201671275583,0.28685150834961726,-0.8796254943585886,-1.0616610303320388,2.0527364567631783,2.026381102749338,-0.8667764464016822,-0.7411224363159172,0.626598835503705,-0.5743901949338529,2.178083858766511,-0.7118210932577109,-0.9330778098876744,-0.8125371422901304,-0.14327679735289878,-0.7939333252461553,-0.7152328842265598,-0.9859393943383207,-0.003495707540768829,-0.8304572045731701,-0.8917977852994857,-0.772915495080082,-0.8582067209021028,-0.8465324554214769,-0.6962845242220864,-0.3294176681450329,-0.9689389130193975,-0.6283988616037496,-0.8645120011346107,-0.8217348791090453,-0.8956674527091929,0.49701326821981695,-0.7807138199767425,-0.7841900330013235,2.661345653494394,1.0024043901959276,-0.8859351481915635,-0.8598912269343965,-0.5952387931030759,-0.7427854664204447,-0.776996473750707,-0.7983596650833782,-0.9006048103984529,-0.9975788159336644,-0.8499012219206994
SIDM00783,-0.7314503687701875,-0.775400105515601,-0.5499424155825312,-0.3734154390058845,-0.8860688080323825,-0.8563349385401041,-0.8456170027780965,3.138717264056069,-0.5861488422918276,0.09162888729245404,0.8373938459440837,-0.862960284676242,-0.3719022555842498,-0.8349673193260108,-0.8898197500959422,1.6539193299964554,2.4855333658235463,-0.912448376443621,-0.9056262370919443,1.4330476728374093,2.3984940854617935,2.1074560160466707,-0.5733825064119751,-0.9878948936152601,-0.9262245834526954,-0.359592024726193,-0.8152141453251874,-0.7636600184956142,-0.9721574456461052,-0.7301001688111982,-0.7688966179506739,-0.9622665672830875,-0.9352909020850501,-0.5521696642941997,-0.8511785319137632,-0.6570605254357321,-0.5077638348927561,-0.8250195864260069,-0.6638780100056081,-0.9285328095452424,-0.9083903457092332,-0.8867639541653758,-0.6316449072397385,-0.7729401695689502,-0.8279361924005672,0.1966593446315858,-0.13741848412864593,-0.7982258770514004,-0.8277291616296024,0.5376043326581021,1.6297819145505703,-0.928351254999872,-0.868463133612253,-1.0305500693969691,-1.0749289135382132,-0.9076182501500137
SIDM00490,-0.5165721913168395,-0.6955460828095631,-0.7091547664905515,1.0076953889301115,-0.7811534573516371,-0.8713347252735192,-0.9346323279366116,3.2448974604969196,1.2137903880092573,2.3202690522749316,0.7802403886712028,-0.8599102772323773,-0.8312103985743379,-0.8944542099746863,-0.9640950606411202,1.4207241295141932,2.062434430875375,-0.8251434480921103,-0.785739645977047,1.297582593952891,-0.7115079098367163,2.449782908997112,-0.5158130385005771,-0.8862851550538784,-0.8481190538911819,1.5204388025716433,-0.8540892747960623,-0.7243166959223859,-0.9535238242764873,-0.5786872873391419,-0.5003505228248339,-0.9501379735298777,-0.8551976400222067,-0.7910834670366139,-0.8973717681775932,2.2993041803860192,-0.20067453898915008,0.8721344548630161,2.5749663994641656,-0.8737876042477427,-0.9041479616218081,-0.9022183259585501,1.0255469123622045,-0.7616799171281573,-0.8027181552868691,-0.45737349130910054,0.32537104661235505,-0.8278314462710139,-0.9640312445983517,-0.6575871205104455,-0.7463092519974219,-0.8114500734131298,-0.8923993435326821,-0.9437596466361535,-1.0320471941556182,-0.9160722388246149
SIDM01090,-0.5983093145204706,-0.2357214621497413,-0.8076759720227328,-0.3354577924350639,-0.6971515402848092,-0.924016148283278,-0.9157835376604906,3.1291800250871082,0.9601535207974805,-0.19982950392083204,-0.07737864931983747,-0.9006682910907697,-0.8946832044607235,-0.8652961505198942,-0.9628313340837358,1.595824389979972,3.0236472990159373,-0.7326329115435116,-0.7260938151549879,1.7286409078209475,2.4423031814149683,2.4864637719997704,-0.48608695804646485,-1.0717893607495679,-0.8415617105839257,1.3146782015976664,-0.8850382523061407,-0.6738052927067048,-0.9779433297195664,-0.23557730463058682,-0.8403993519350944,-0.8702663976170956,-0.8039920637974968,-0.8422882400448275,-0.8725152335315035,-0.7268965975308058,-0.22108548988966809,-0.9645438571747227,-0.8454862427756614,-0.8209829652035138,-0.8037135108298988,-0.7443415348882203,-0.8066622522080819,-0.7762333777137407,-0.8250779791139621,-0.7462787366101343,-0.33880941342764553,-0.8140923584197854,-0.9602552181694858,-0.44952246568016857,0.9933775310235888,-0.7966897061472887,-0.9275460383870789,-0.9708061109573043,-1.0148366197153063,-0.8398910353686605
SIDM00394,-0.5491211665196463,-0.7849376104957291,-0.6916246106631828,0.049894680671148994,-0.8159451658223041,-0.94882350948154,-0.9179457106357997,-0.5050781042128832,1.153600308485182,1.8212221383634142,0.9786023694000691,-0.8816595662600846,-0.5007517282850055,-0.8660009874687267,-0.8935909973648962,1.5976464871180776,2.478850982371829,-0.8258852696777224,-0.8426957862821469,2.1686740508820357,2.6414993322752074,2.433214294732575,-0.6091043638517419,-0.9549157051016732,-0.8773871374717874,0.49867208547007996,-0.8740189579147829,-0.8528112431790633,-0.9935756601538837,0.28150402577654365,-0.7615381435921122,-0.9654374357192714,-0.7970874667226117,-0.8378167992070956,-0.8134241885764575,-0.047203767708575345,-0.1582696846503869,1.8403066266253885,1.5575593621352257,-0.8449742236096855,-0.7869145930740089,-0.9365379873523897,1.2848572979905144,-0.7650043968578075,-0.84766862699277,-0.7289275027983214,1.0579593172252444,-0.8344720960402026,-0.7774706471477375,-0.21051503754832493,0.17518627756319938,-0.7832830538151887,-0.8494940598129181,-0.9072965117983038,-0.964797276637937,-0.8409007858948206
SIDM00538,-0.5526767764279249,-0.6695277066202866,-0.21298419161489565,0.9496249417182595,0.9509207666069468,-0.6493491205891984,-0.8578008488173632,2.537367823857612,1.4010809355599496,2.8004505219588256,0.43237433130175407,-0.812915409499167,-0.211171879602665,2.617759642483257,-0.7578543510393468,1.187542304634844,2.1871841775194474,-0.7696343836263292,-0.7955905021437867,2.202536899059847,3.1109942596728937,2.92894681381814,-0.5516961351911481,-0.9351311445093881,-0.9000012834004024,0.650792883148348,-0.7743477525662278,-0.6579674976479365,-0.950141710673421,-0.7033936702192403,-0.6478088871560505,-0.8997855549059016,-0.7432186278657835,-0.7378622858272909,-0.9543711210606302,1.2711797685042179,-0.5945853682946242,2.2895948646442665,3.653271305887609,-0.7010913860622484,-0.7419893813731585,-0.6509763504522332,-0.7694594768010928,-0.28293421084925324,-0.8646439699011033,-0.08589903075853694,0.4698529761651872,-0.8661828232733929,-0.7967714242614703,-0.2632337988571366,1.0092072817206275,-0.8721733938829516,-0.807480261373322,-0.9830220749985682,-0.9552191115404352,-0.830848380583325
