,ATP6V1G1,PDIA4,ADCY9,PRKCB,SLC12A2,SEC61B,PRKCA,TJP2,KDELR3,ATP6V0A1,ATP6V0B,ATP6V1G3,ATP6AP1,PRKCG,CFTR,ATP6V1F,ATP6V0A4,ATP6V0A2,ATP6V0D1,KCNQ1,ARF1,ACTG1,ATP6V0E2,SEC61G,ATP6V1H,PRKX,ATP6V1E2,MUC2,KDELR1,ADCY3,ATP6V0D2,ATP6V0E1,ATP6V1C2,ACTB,TJP1,TCIRG1,PRKACA,PRKACB,PRKACG,GNAS,ATP6V1D,SEC61A2,ATP6V1A,PLCG1,PLCG2,ATP6V1E1,ATP6V1B2,ATP6V1B1,SEC61A1,ATP6V1C1
SIDM00098,2.7273527469878602,1.9247172450729395,-0.027993144139069646,-0.7593485237630189,-0.206919086921518,3.096767947269536,0.665712107089428,0.8958761797650688,1.02176256685592,-0.41272044329563057,2.1414988172124545,-0.9829755676728568,1.1101763690294262,-0.7676440311455066,-0.8308862505507517,2.269505955499485,-0.5948411264800321,-0.0019742380280718622,1.4835944912279329,-0.6971963814570246,2.607512086754097,3.640958530533351,-0.6623627346133152,3.310693716434725,1.1369869649083573,-0.21048856730471127,0.20030805557435613,-0.7109040229055691,1.0314154944713583,1.2025335526193892,-0.8177617244542175,2.6077579927303485,-0.7681126870467465,3.1327744071291663,1.1321681593471244,0.8658731535152602,-0.49171556446967946,-0.09262240124446872,-0.7343614333780042,3.296301754517434,2.068099162356812,-0.7186571224078983,1.414591110734325,0.3230023779792916,0.1106998377987468,2.4303128419353563,1.9080254607379794,-0.8130273799970476,1.1206196410519527,1.3435415915773758
SIDM00225,2.218642476261109,3.055792638768496,-0.5772367436607949,-0.8488476625423591,0.5794666361648513,2.976141239511969,-0.32273940766304543,0.7115858805008084,2.099899702094516,-0.46425420808219897,1.8480639827729899,-1.0049218664878024,1.1292923360839573,-0.7962875933653063,-0.8140062779932141,2.312801557346084,-0.7275694493017087,-0.3708700890573578,1.0341986513510921,-0.8111675367414002,2.917231852347298,3.5325014033329802,-0.5704724807857194,3.345751772611411,0.7819555889694114,-0.2242276810265617,-0.28881945295358447,-0.8957731584156259,1.5722409178686565,1.2799950175166515,-0.8746769638464241,1.823423388896697,-0.8867101219023579,3.0463637400095793,1.3346518022517035,-0.5194615028045326,-0.6204290670227681,0.16266365001529862,-0.7986584855898881,3.7102679442202877,1.6617016463007843,-0.5272694889330902,0.8247785513047069,0.6773349592321166,-0.5021284841151514,1.3236182067873277,1.7224334411756785,-0.37673570766370224,1.087484460128636,0.8362322777220293
SIDM00846,2.4467489196735674,2.145573983936356,-0.1028978268198648,0.3937068401889022,0.03773920313086984,2.965043482186172,-0.28414790650247623,0.5357471806103479,1.6107923937074795,-0.44441737101158274,2.3766650277338917,-0.965230500611504,1.7584550582449618,-0.7174047400905132,-0.9221817004307672,2.098198781106207,-0.8241356241810787,-0.20703673922133595,1.0696393796461636,-0.6622167330881037,2.741600907979633,3.479180951471628,-0.6962003374473067,2.9621347882620457,1.0389754469762016,-0.183706179605343,-0.322136289677458,-0.8620434404421452,1.291929728824445,1.3703203669897301,-0.8695277244186456,2.0858261491476284,-0.8788217259182768,2.894142453616127,1.2126454426518778,0.8924420373965674,-0.4814328097931527,-0.0077754134715983195,-0.6451276448687552,3.385078578005327,1.6399779816585016,-0.6049393274477303,1.1733914000731147,-0.12929553963851775,-0.684611185447512,2.0621864296560015,1.0371804926533967,-0.8535704885285582,0.9411448262179982,0.8430671091494738
SIDM00291,2.6631352957501924,1.9466228754051205,0.03326586094312384,0.511977753015404,0.10581145338004011,2.479704007372106,-0.5639027357226977,-0.22877085736380315,1.3900282223694922,0.01468132104765017,2.3254493742458946,-0.8856366473885713,2.124550808505756,-0.6818573122373017,-0.733981156750621,2.6955401460206017,1.1284723943543993,0.06647435997073234,1.688815486080504,-0.6313474146873582,2.8384870168411607,3.6999251429315962,-0.48782749514680473,2.703940425175349,1.3880069613537518,0.09278333378152949,0.40980543765142935,-0.9184533195145276,1.0387424962902,1.3224217177528756,-0.5428138734629241,2.510295979529424,-0.7775700537021003,2.744836739863583,0.6729617554076424,0.0011844086230877833,-0.7560284637296919,-0.11111561826183174,-0.7340416899383082,3.6210234142298496,1.9566964423466644,-0.5944420959412319,1.4924988393233674,0.6652808427630261,0.5307139353125314,2.1940486399890067,2.372171940438812,-0.7037318914255243,1.1826849285164092,1.2556506133349323
SIDM00520,2.785550206137643,2.156216117508066,-0.17032524321825324,-0.7736898172630116,0.0342446647613686,3.2011811912577195,-0.09266788333177609,1.4717670542444403,1.5458802527824609,-0.1748321450426181,2.0410324582169723,-0.8235676060604192,1.377025047801973,-0.7610415022968393,-0.8676493100669083,2.693114347894263,-0.04315582710673213,-0.22798771183710903,1.6814299218289235,-0.7195514704948891,2.8021348036718683,3.6293781597848076,-0.5637255994689623,3.0842317799820327,1.1316126547577552,-0.3428235391359374,-0.6187583760953528,-0.7675212627462109,1.133190020190573,0.9695757116294055,-0.7843688809341499,2.8483823616121753,-0.81603951402222,2.827533182660547,1.646433810578686,0.7540546305130195,-0.5723467545849023,0.14052909972239003,-0.7684349717577997,3.083496601418055,1.8141650394010327,-0.5915216905256744,1.1841789811528638,-0.057471505780043806,0.24461816978747378,2.227137537167151,1.2412240819192264,-0.8164054894304666,1.3352806617604398,1.116903975314013
SIDM00003,2.5627536350785687,2.272412920168464,-0.37487856781000295,-0.7810375137376369,0.3700623220429498,2.926312393954935,-0.6506165646414338,0.7930732678489621,1.9122453892358333,-0.21386135570732823,2.3539731261409838,-0.977332960302183,1.1006099327170775,-0.7206777514485687,-0.7813981264418397,2.842695248625442,-0.8162717594518176,-0.05776631757512279,1.709039244990476,-0.7091312391416205,2.7815575898173885,3.607692297469598,-0.44316342877604137,2.8186206971590053,1.0014032434643183,-0.46800162160646636,0.12119990425923852,-0.8977311306103066,1.1669269939082214,1.400776928515612,-0.7880273141000432,2.3801628612096635,-0.8834933890856309,2.932545906116734,0.8144476532194477,0.2880648943238617,-0.6444235705150996,0.34367177216876105,-0.7318535169809266,3.201048708339712,1.7787476530771753,-0.6666575992128799,1.0882963552269482,0.5384967390911175,-0.17719639485425942,2.6994072125606916,2.0230795476499144,-0.7728213144791941,1.4284262373372754,1.20602937079242
SIDM00136,2.5290905677361613,2.433552776045063,-0.7289446051690717,-0.8693325448539425,2.1769200578747645,2.9600156880431254,-0.09879023611518825,1.9737717204846599,1.5076775470928547,-0.4079340458021686,1.824817820421248,-0.9003038754617383,1.6455950320132278,-0.823848860888974,1.9508285002558463,2.210598929089687,-0.9371473118176568,-0.26601800381202173,1.4679883477760096,0.23085165523516613,3.003320443837722,3.5823652226959752,-0.6453376464880343,3.148119447175638,1.2081597071827024,0.21785454032292356,-0.4720306754234335,0.2278134901787665,1.7120707664557193,1.3339745952397635,-0.8990637474772305,1.9974037917671046,-0.6327129723925563,2.68678915401365,1.558450449835639,0.8446274393642976,-0.7090801592738902,-0.5407250785435349,-0.7653283584594142,3.4060243526634943,1.57367190687719,-0.7055524250632215,1.038728409524186,-0.28939731316290374,-0.3014197573210242,1.909152378560295,0.42429176961806636,0.8091311177092314,1.204402966114722,0.9404678745165496
SIDM01155,2.4944116024620246,2.678850101785629,-0.2617644183947265,-0.8336239833669642,0.4541219574380862,3.149323400879847,0.11206769601147143,1.083634027424105,2.1333580597539425,-0.3387799428439756,1.946077356225462,-0.8774286326260672,1.2936654300195933,-0.8307562495689359,-0.8154571046701813,2.7312741309705597,-0.883314236893558,-0.11196158482401859,1.6397595653342527,-0.7971947248232218,2.819574779045955,3.732940996989851,-0.6499823029062983,3.285607180933083,1.0494811710668075,-0.27246992326687947,-0.1715086761074646,-0.9055808505792255,1.3292820491904624,1.300262115253062,-0.6941592880661372,2.4792623398163838,-0.9017761761491057,3.1649660115818476,0.8696212061308819,0.06462763610222236,-0.658326298425845,0.010045186855451058,-0.7489081981249283,3.2900102192002634,2.0242728892876793,-0.6096247274545087,0.7069933659637372,0.33449345556731996,-0.8007625008926006,2.5191968897646175,1.4806468916949422,-0.3139240465552645,1.2447733607364277,1.079199916999399
SIDM00224,2.787614846868042,2.2770175921166924,-0.07597450562875017,1.2178584494346665,0.2859778254721987,2.94047944929272,0.4457697712443634,1.0244798757913811,1.1293740779054469,-0.12041882096908053,1.9579244553648985,-1.014757430512241,1.336581928769928,-0.7537508121261541,-0.8988308458778494,2.3480556928653096,-0.8502361293468415,-0.2120385110203872,1.7239093791404934,-0.7186517829200106,2.6212419844344033,3.6847785991157758,-0.4978423425200416,2.9841238890746493,1.5120318358863636,0.5909800497587651,0.39741747160129404,-0.7472801817696568,1.5302923733423162,0.9523541934512448,-0.7918169475289272,2.555204955835095,-0.8057058408947765,2.8151484747601416,1.1903608246491064,0.15577973946214907,-0.5793583414704804,-0.006877373755494596,-0.7564944180185348,3.278367408287927,2.0775181767487165,-0.5762995594570074,1.5670847326811783,0.3151936786213572,0.2895372054252315,2.1184080258712754,1.6782670019987034,-0.8610191987977579,1.1722232297280923,1.6562941247093443
SIDM00783,2.5641639392282176,2.4571759691910273,-0.35571098380630484,-0.7582532172790154,0.557652451166022,2.906973051634174,-0.4215546067215151,0.6736824105026392,1.8247051980496796,-0.40498142899587886,1.7891836945874868,-1.030868537442616,1.058607110442624,-0.8016071386549489,-0.8562364102801121,2.260616322324019,-0.972096518597294,-0.17466885068899315,0.6783991868903833,-0.00899631393930825,2.8784558401333338,3.6739928895438347,-0.7606230172983699,3.020604898651276,0.7137905943310633,0.3048708458953266,0.3373150743980931,-0.9563495566996687,1.2509850413293686,1.3168216708595537,-0.8401951103785704,1.7855769894905587,-0.5277832278639233,2.229624801991343,1.477906189531589,0.2609642905431121,-0.6805081875931139,1.0667548170933379,-0.7925465880429629,3.1844879629120895,1.3119943845103728,-0.7327234326688206,0.517585392386303,-0.3797728196230491,0.9156809600592332,2.0353090710827746,1.0260236889571819,-0.8215903972239061,1.1937762467896675,1.267818037179283
SIDM00490,2.7374541863392423,2.7864962933195923,-0.17304818195358546,-0.8638056373299798,0.18791767676058824,3.2600914476367318,-0.08137692766206456,-0.23206066144325396,1.9588798280783777,-0.7209810107352707,1.6334479167257663,-0.8789063034852604,1.679617366303259,-0.786215443505813,-0.8367087939675916,2.428118760962616,-0.9414192651992149,-0.34824139856592873,1.1796051397916443,-0.7798175931241773,2.9288528733814765,3.581531335086606,-0.7385104070360203,3.2195722521741286,0.11159004245239228,0.026553385033538924,0.26455356291028126,-0.8252686505624057,1.3085593196222234,1.4674336965362933,-0.8275725338579439,2.339276210826858,-0.7787868495194882,2.7195516630171532,1.4425175729258102,1.0328645071693356,-0.6031854005384502,-0.001373694277386611,-0.8690855644572899,3.332099391276631,1.6584894479142465,-0.6849153021097036,0.285468389959719,-0.013266830689621133,-0.5494747475222111,2.0885995760444622,1.4466150462759075,-0.3142353524455838,1.5493757339395582,0.6405749298529055
SIDM01090,2.832500763229667,2.1008888264719436,-0.5251309555088539,-0.7716928741064618,0.09324970309152035,3.1609294118292213,-0.6307320495018366,-0.419285970331494,0.9414469051682025,-0.3123489181640411,1.9847422826741288,-0.9666326329979488,1.1787051554178696,-0.7584193400161419,-0.7603610624397494,2.9278268769350984,-0.8218978210953531,0.010730021309661168,1.6175847627859625,-0.3638802632610229,2.7336260516462,3.528320093580516,-0.8006174125978259,2.725613479251534,1.4617436660485348,0.7207040660858745,0.26466890496966505,-0.6643001673246709,1.4233026615162148,1.7518929943766897,-0.8339983655161722,2.191642211435921,-0.7131288610461596,2.5231136019441687,1.4052671051682923,0.603028067699763,-0.6642359798810908,-0.7707670768826098,-0.6716802638274465,3.2478616805385117,1.718050403294753,-0.3985255081269069,0.37456014625220085,0.3632159873997406,0.5676131809057349,2.0329524856222245,1.7231208707621763,-0.7937317563833702,1.191569131152084,1.98393771253906
SIDM00394,2.6613675011681277,2.3499224057389316,-0.5274561767754071,-0.8688221943715004,0.01273332475489805,3.051946611493205,-0.15085542139355052,1.1020745066776267,2.0539370620266606,-0.5226878023494615,2.004181040669176,-0.8769794201284553,1.8349324855179907,-0.7755182481699824,-0.25508212694801874,2.447908373064391,-0.9424073478521542,-0.42675380153172826,0.9621736181816705,-0.5789688093285428,3.0670027119040286,3.6951013459878177,-0.7100623102869514,3.167190160848666,1.6100850155157505,0.37495488886439016,-0.14403436302300512,-0.5189760770943784,1.8728418954826391,1.6363956456520068,-0.8388908204098007,1.996737341139381,-0.6585039810066088,2.7538171217016782,1.15160094246716,1.2629747783416816,-0.7499154992770979,-0.4716918005032519,-0.5963394762723299,3.2189672870603423,2.2330863767316766,-0.6214553279002025,0.3404230495826074,-0.25740826783424176,-0.31085445896826713,2.2610745153166527,1.1255945366898026,-0.5962451244974638,0.9308653889543046,0.9292475315940587
SIDM00538,2.505159331271785,2.0107900786124113,-0.24241170710500265,-0.8231801920399395,0.6034862070226943,2.82320952093759,0.21717555008985684,1.535768834613361,2.034307965750113,-0.39124603205417785,1.9986144075439725,-0.9401886455966334,1.5189157304450827,-0.7728827534224284,-0.7336900318847945,2.000710883951194,-0.9068839613187364,-0.4156938814988924,1.2184922795068036,-0.7518215583926572,3.1582861513604334,3.5432524526723066,-0.7219849929603563,3.0902521398838805,0.6853356980558529,-0.5210047786853224,-0.19891173603732162,-0.601314845226882,1.8714751252186943,1.0023886212760311,-0.8356408614156764,2.3537019685597227,-0.8238377033500421,2.4423861164825382,1.2754598704447677,0.4279088372697484,-0.6715853597527431,-0.5556790788135729,-0.7003935101567634,3.3339640617720643,1.8419044974931196,-0.589251194813853,0.8991147187583474,-0.5311149620662603,0.8891684806550659,2.399160791591643,1.4792147870674384,-0.7940786325833912,1.2300713608772984,1.1967459065420003
SIDM01140,2.7324308049617976,2.469579154463661,-0.7049716481000027,-0.6524489214016346,0.14168042975508427,3.0946124938267503,-0.19050760404365477,0.8116932577135841,1.0509783948512015,-0.4850861253304754,1.8561736800101145,-0.9249905446561816,0.896612581833148,-0.7556350288829126,-0.8103483361714723,2.4004875887412798,-0.779414248426241,-0.054952275290389006,1.2815235029290035,-0.605412286919912,2.621471529239687,3.713534755288976,-0.7098037632800906,3.1345867423328353,0.9071226070859356,0.8125319870857701,-0.05548932471637935,-0.7490606240670076,1.4049949529809056,1.072301407420479,-0.8679720928585646,2.044165758650397,-0.6456467528534185,2.9981586263722475,1.6655989107490476,-0.23097502363882208,-0.7340079728541411,-0.09801810189771538,-0.8736129428868868,3.2146879561699655,1.9653191760182205,-0.5589818064209178,1.1840533510964595,0.13132792823301886,0.6013828064961155,2.300906682894095,1.2703588368469616,-0.7476851595027788,0.6453113959080228,1.1740248036668743
SIDM00101,2.8428644307798665,1.950459668164823,-0.279156681408584,-0.7889147240641675,-0.2291462125863299,3.0254510346193593,-0.19626916815775292,1.317627072292114,1.4707448071163272,-0.4026019275408844,2.0639191764214426,-1.0157862417368335,1.6093660793596525,-0.8607720716115739,-0.7741031783800078,2.687438996870451,0.6597001992667026,-0.04543842796574359,1.8070292188643249,-0.7717490337887132,2.6920329028407077,3.629344299151876,-0.4497186469618986,2.9371627941798106,1.2482691679054405,-0.10456470425164692,0.0960936229613907,-0.8620441058759702,1.391183819943827,1.7668288715483407,-0.8375288111549769,2.864463026512681,-0.706327776812635,2.675121445441816,1.1897095133106932,1.3909965103785384,-0.7579524369242983,-0.29538591466507097,-0.837479866840986,3.3052808599173344,1.9403002735730643,-0.6674345161210151,0.9887712282365961,0.211792355512427,0.4312374508598545,2.277034012438671,1.9792627699885554,-0.6786386751618082,0.693677148933328,1.470263172094485
SIDM00114,2.983487775931823,2.313489120902756,-0.6794154207245279,-0.853732041226554,-0.15428527034966788,3.1454676273674993,-0.69863358002721,1.671959227341156,0.8137684364915247,-0.3719036119903965,2.1520221454724973,-0.9013720579709887,1.6103466646961435,-0.8352122316670199,-0.868457048528407,2.3497099384441573,-0.9224110542716016,-0.02451160885098345,1.587858638543447,-0.47117484249988867,2.904393283405164,3.410841218750296,-0.5065270429240415,3.164932561961422,0.6955371154577102,-0.44668189020689314,0.07002730972257344,-0.7983279378469154,1.4263301408426474,1.3544356471358001,-0.8615158690405219,2.243367986107902,-0.7145391604202656,2.528205689480124,1.2437551001405773,0.9051816912488324,-0.6147729039277051,-0.05912781026526208,-0.7743319262510233,3.4903460457933986,1.9243255925480256,-0.4789238018844177,0.5271941853110822,0.08642233973322272,0.22581373326191678,2.4382642104241037,1.088834181947358,0.7531401638839279,0.8899158407197676,1.3688934162725672
SIDM00102,3.052591705436847,1.6788181604547225,-0.48450385273033597,-0.7779966771161118,-0.21145986781051895,3.1373480582701023,-0.1321744087275082,1.230967995871694,1.2901067488528495,-0.23068180183746975,1.8223836423915742,-1.0495063153301027,1.2987576345736895,-0.7340413796557461,-0.8971139872398403,2.658819864228928,-0.22842937772608085,-0.15971844445716643,1.8299220455177616,-0.6313283930182124,2.875053029629788,3.681305150974311,-0.5743122973565712,3.2519713411860134,1.4468690018887747,-0.387005334623941,-0.2166136362914744,-0.8285682349466852,1.2788108223667425,1.3677071891185144,-0.8319483899328641,2.6928583676266267,-0.9028729866593991,3.099701577416487,1.3361518071479859,0.6061966073438366,-0.6379353400997378,-0.06700962746737632,-0.8503557840373502,3.2084752079270933,1.730520156872579,-0.6727331194405993,1.2905052323098831,0.07429085638713517,-0.0037176138299370143,2.3826726574823835,1.9083319090704671,-0.8835890854790196,1.0501758034471282,1.6065438602952378
