,HRAS,E2F1,RAF1,EGFR,CDKN2A,KRAS,EGF,TYMP,VEGFA,ARAF,VEGFC,VEGFB,PGF,CCND1,ERBB2,MMP2,MMP1,MAP2K2,RPS6KA5,BRAF,MMP9,MAP2K1,CDK4,MDM2,RB1,RASSF1,TP53,E2F3,FGFR3,E2F2,NRAS,MAPK3,DAPK3,DAPK2,DAPK1,THBS1,MYC,CDH1,MAPK1
SIDM00538,0.5746160095839874,0.14740254420432417,1.277471417187775,-0.39162838104460085,2.2126493055180356,0.5416380452842011,-0.8118189317150665,-0.3762633401535846,0.07973547107142484,0.016365196590802288,-0.6177457508291667,1.1774909981971955,-0.47941302372764855,1.2101249905678162,-0.4215892494760903,-0.7318324993593158,3.460120818242892,1.9260235559978451,-0.2120560935073707,-0.3953294490220491,-0.7820200146009736,2.015135209117641,1.3355312150745358,-0.36843185415040497,-0.3660360983399775,0.7230040602864458,-0.7586979510942264,0.2966939890123971,0.018254308002645027,-0.6149456548930382,1.2886824118621416,1.0849253227592255,0.44680993808129893,-0.09582946399868313,0.021242714696521094,-0.31291424723180855,2.9470108410868963,-0.4906723537572586,0.5218947297181094
SIDM01140,1.4625640792932597,-0.012444241045090737,0.8768954269157636,-0.6770312916077024,0.14548997086146548,0.8846941890565448,-0.23063594401056872,-0.7531765122890397,-0.6612599984999719,-0.0706127507793976,-0.7270734134716945,0.9278384916152717,-0.04885191398931616,1.4838360317389967,-0.2964936569017471,-0.22254374304249666,-0.5828606025972661,1.6298742611986672,-0.521078311953303,-0.16849483328693862,-0.7233812929320015,1.8319546180110737,2.0873423483106186,-0.14219783461493807,-0.5251607707635993,-0.1991756911565227,-0.6808715671898623,0.7343280995168876,1.1595525380083576,-0.7837208535130636,1.8030395755563762,0.7235975198110824,0.4349017548700062,-0.7605514281522414,-0.3872982883840459,-0.19216136184451024,2.524931897879811,-0.852208180500837,0.5782279276601292
SIDM00101,1.1158764038261206,0.4069162424239625,0.9227294220296743,0.21666766214982602,-0.49266749258302545,0.47424188333366274,-0.7367716631118729,-0.8106316713673655,-0.26092077636481836,-0.13070664169274632,1.1317698162625418,2.2848899591806737,-0.830245146982943,1.6421530407320661,-0.36102156468787616,-0.7915412631837974,-0.7769902816061479,0.9539768978686396,-0.6289048917816037,-0.3886455984733667,-0.8673484415855486,1.821664872894759,2.5677960863112257,-0.007829832938599837,-0.6124572307965865,0.5949157458302122,-0.6497271797879088,1.067949255662454,0.21833031486939372,-0.6789825230850743,1.3314835913662146,0.34262190349756033,0.05393549250567536,-0.6603954166562509,-0.3146680127623249,1.1366597107621406,2.975104248070064,-0.774494021056491,0.25287245376043205
SIDM00114,1.2763093584075977,0.09232990666508475,0.7457108460395406,-0.40638594124938243,-0.6718327613050407,0.963734505865975,-0.9594090340746156,-0.700697465581381,1.0818142088166733,0.00010690426329612261,-0.48916805585047357,1.5237226104886452,-0.6885972226010785,1.4153228274297847,-0.33168193847462846,-0.7693777430326251,-0.7736320061568733,1.090841234322991,-0.44618441946635007,0.3501308993338352,-0.7508253139270513,1.721860584473405,1.5612312047436845,-0.3809902930568421,-0.06865400769559804,-0.0404798744588854,-0.7840990562420271,0.7190742522485711,0.14334874332629136,-0.6594795952548977,1.155612906969612,0.7322735647928739,-0.06998685603499921,-0.6540770073114287,-0.4657113953852155,-0.6812009536912653,2.1420860338041625,1.8483025286469417,0.6761117179057753
SIDM00102,1.0932180085515788,-0.013242375624046373,0.4330900191299219,0.29643607919758214,-0.677897121191461,0.17737389834373635,-0.7801488291693696,-0.677721903150731,0.09147031240072423,-0.14493580326569366,1.6864485344018045,1.8481302696603334,-0.8158230552522295,0.6485292781053362,-0.2570367407534685,0.35462719418471755,-0.5135138376515014,1.4923266892172717,-0.539291011825837,-0.3986248716560494,-0.9730520249035067,1.476113023313415,2.560046711822311,-0.11652941336742167,-0.39266103589550055,0.09217556690311159,-0.5154774894244156,0.8443745242283167,-0.30922000717212167,-0.7660268641699658,1.3950532192571927,0.6645513594128664,0.38276325173032133,-0.8238084703333158,-0.3764025474981461,0.24510249452403118,3.031016858294927,-0.9261451078097398,0.26850586585154834
SIDM01122,1.4216300031401135,0.39150471839058515,0.8405460826921051,-0.5538758936204514,1.5715645627779058,1.1579710453004597,0.38216873670970786,-0.8394101785566002,-0.10459244825137275,-0.14380218626112437,-0.06566668595699263,1.4120473539298446,-0.3002136593180326,0.6039213102848805,-0.40151323485144635,-0.6420814027578615,2.1485812490873424,1.3528467954090149,-0.6523826933872083,0.22403020561928436,-0.6936994691472448,1.359029815521703,2.2231608701806063,-0.11874081433683775,-0.19139834011850718,0.38171891936436564,-0.7235928994126165,0.7127801930939482,0.06433842366473869,0.030278974890924678,2.3671271723931167,0.4281160964594751,0.4372265251260781,-0.6990047698754734,-0.7089477153545731,1.6847386717757906,2.326427364626121,-0.8022629839780507,0.6668321295115641
SIDM00261,1.335614462786495,0.15643651726297553,1.4616635245668979,-0.7063283545481771,-0.7466416169416331,0.9809450990375077,-0.024677215898703957,-0.8372441894350194,0.4097238553950158,-0.013936180654623405,-0.6378453326886783,1.4253783978910608,0.9776279105231211,2.06887426228272,-0.533202846087545,-0.014103194556188107,0.2832888529240344,0.9604518785460419,-0.5244083706110094,-0.1675727030302056,-0.809368737073679,1.045603561801778,2.341786678313085,-0.11719453996724444,-0.6571475460800884,0.0942026125250443,-0.5758203799459211,0.8463265423068764,0.6540238733351088,-0.3325977520160905,1.285470848511631,0.007689611316032604,0.24130247643052424,-0.6902762466319875,-0.18708905971297712,-0.7363686407205117,3.028730113946095,-0.7726023703904071,0.6068781732208816
SIDM00154,1.2470028961815507,0.05177370325905861,0.7107574292566838,-0.2712072715328014,-0.5848577399348215,1.3414667082501166,-0.898452955507398,-0.36787317352985954,0.1110454366019932,0.21529896099133097,0.4036645672879348,1.7515901667815814,-0.7541514439681367,0.7445658721196999,-0.1978241261670345,-0.6122669223304363,-0.8886516686558996,0.4288102237864587,-0.7359537050880671,-0.7220988155856084,-0.9233286933226348,1.087027537413626,1.6855747868388458,-0.05791896133667516,-0.1406085356542496,-0.18893535281372204,-0.5967003250617744,0.9627237048896904,0.20158980895492992,-0.5390658080952887,1.5394991925248844,0.34667114963441054,0.20996248474655113,-0.6362269681124632,-0.3225933298331645,-0.32756771845667143,3.361060324289987,0.4936387327768867,0.3633459324748118
SIDM00104,0.40515347812023517,-0.15092338386185308,0.7179178068296951,0.6638392491430549,-0.2404442236357336,0.8551083429345261,-0.7924296694860519,-0.44126055264296005,1.0359457334162838,0.15333002134199578,2.060142953193124,1.9739150255434912,-0.7199732263433143,1.3638867141307758,-0.5060651088243708,0.37753903776046716,-0.8213861822707457,1.5618762939297497,-0.6961940723494784,-0.5009097234894933,-0.8928156681560865,1.6096289004713025,2.0188527230887985,-0.009801277185216195,-0.7247266012827134,0.0632092197113831,-0.7259085912398182,0.9090004057052262,-0.17395694606372536,-0.6931776609271426,1.1267514981330335,0.2557634555983044,-0.2931493512380657,-0.8055458210811876,-0.33986915523152794,0.6312160777820833,3.1894468893607417,-0.4632018363743073,0.3477555433159035
SIDM00267,0.7857078789449276,0.5075998335680916,0.4989044465068157,-0.5230859344287487,1.7526313381743779,0.568770305448259,-0.4884614285234103,-0.7357418224705768,0.4831550246723208,-0.28374009625921287,-0.6886196225260705,1.4172954387647128,-0.6818858092081312,1.4614707801028233,-0.17759675956545334,-0.7169781281992695,-0.7784893287965373,1.171266102465666,-0.23208696811290686,-0.020228460868225884,-0.8543676201042559,1.8086478014921823,2.1246048570045777,-0.477210570043406,-0.5359385078414655,0.32232274269074307,-0.8232628270065822,1.0713642329377915,0.19360346883124088,-0.08339067267926867,1.1329318706205005,0.20307675785838694,0.07691994589004714,-0.603905274632929,-0.5367051254207005,0.12958694726957237,3.0803286394579525,1.300580443667232,0.5494160832424906
SIDM00100,1.2432875193909378,0.13160376304085789,1.3063439116973687,-0.34101775871559875,-0.27702571944186727,0.6717725275055665,-0.4854521648202967,-0.787760404955343,0.22388403377126798,0.044650095024184835,1.6459354749279353,1.1436298537117304,-0.6629540712019286,1.2471733618901277,-0.3228123627154378,-0.6859419494258789,-0.31841015971855524,1.2891398342472582,-0.6822396274698319,-0.34563860183237766,-0.8353122903138148,1.9134497207734025,1.6651140473101926,-0.5099760945278015,-0.254343404964338,-0.053352667636206386,-0.3665525404789583,1.30056759481277,0.8304848405009735,-0.3413190446397213,1.596220738379266,0.38866305987935745,0.23379746713232866,-0.6233884257814839,0.16138247649743154,0.5975702518533924,2.4093810552864805,-0.4473792699989065,0.3996411674339278
SIDM00826,0.43632306284922834,-0.14650156893099428,0.3130064473621633,-0.5560385937222007,1.0624530903662146,0.6635691099560952,-0.9053494922763791,-0.8675843664113364,0.5686224854357289,0.38314469861776074,-0.6487167881667218,0.8711418868275267,-0.7164693150849423,0.8470169459215351,-0.08052036326515193,-0.7848872414202909,-0.9063480767527284,1.0755869762862416,-0.5652903921959218,-0.7217530436977968,-0.6994954700847477,1.9590651359280598,1.66586215450155,-0.5817339149626349,0.4509382116693945,0.0717985466401893,-0.33538593948413475,0.22904846191945577,0.16188400867509006,-0.5973597709756716,1.1288436788033687,0.4232527027104167,0.056862101573511944,-0.662206126389087,-0.6203502579086768,-0.7211246585965958,2.597652518277185,1.5384819410506128,0.3223670243134948
SIDM00310,1.435422925781183,0.5639574181535265,0.9812903113281782,-0.08148809052763398,0.30630871024579676,0.7073886169863036,-0.5587037717910361,-0.7370086729886464,0.2371358278197668,0.29145449089681086,0.4551783078081663,1.4915354773997147,-0.7463002397324712,1.3866414579788653,-0.4256007318643594,-0.7519138103087702,-0.8055996500912399,1.3882145686292955,-0.700359816090541,-0.6606137434025365,-0.8430648220817594,1.5295221507794032,2.4155803984067585,-0.45505338014821306,-0.3856406420079901,0.12337151921374467,-0.8889393871841287,1.2354844857597647,0.04149565781990424,-0.3616362828581868,1.5447806853094823,0.25548580253254904,0.1504903124560188,-0.6712337867010154,-0.10310455632113555,0.024424681913152318,2.710970179144732,-0.6819479835108346,0.12602829784831926
