,GRM5,PLCB2,ADCY8,CALM2,PLCB1,RAF1,PRKCB,PLCB3,PRKCA,CALM1,PLCB4,RPS6KA6,GRM1,PPP3CC,PPP3R1,CREBBP,PPP1R12A,PRKCG,GRIN1,GRIN2A,GRIN2B,MAP2K2,GRIN2C,BRAF,GRIN2D,ITPR3,CACNA1C,MAP2K1,GRIA2,GRIA1,RPS6KA2,RPS6KA3,NRAS,CHP2,PPP1R1A,PPP1CC,PPP1CA,PPP1CB,MAPK3,RPS6KA1,MAPK1,HRAS,ITPR1,EP300,ITPR2,KRAS,PRKX,ARAF,CALML5,ADCY1,RAP1A,RAPGEF3,CAMK4,CAMK2A,RAP1B,CAMK2B,CAMK2D,CAMK2G,PRKACA,GNAQ,PRKACB,PRKACG,PPP3CB,CALML3,PPP3CA,ATF4,CALM3,CHP1,CALML6
SIDM00098,-0.9025038868853924,-0.8060291514157985,-0.7836845427388764,3.2873074022861215,-0.7800015885456807,1.105522053320851,-0.7593485237630189,-0.18114498232119686,0.665712107089428,2.368857250111297,0.16092188721119316,-0.7775515725646118,-0.7641045864907532,0.5725900346513509,0.8370913859610635,0.6431041129227882,1.396975231953917,-0.7676440311455066,-0.8817563163332971,-0.7470304585439392,-0.8208984310076196,1.7985337293991823,-0.7177428725562194,-0.7822293700544648,-0.8883235888332036,0.4539235577254536,-0.8621732956357114,1.3068758587456268,-0.9149478343250822,-0.8660640154490135,-0.4035946245130665,0.8716231752473701,1.796453302028577,-0.8322663175961811,-0.7164522658702948,2.684907429174909,2.149983095877614,-0.3313272067898522,0.3043844854751119,-0.08582127531129422,0.45912016079758144,1.3875517393560706,-0.44884928576069505,0.5612195824153212,-0.6443211408023622,0.47466145476394606,-0.21048856730471127,-0.12338898425520059,-0.9633528920472113,0.5499793794924005,1.2710384410672482,-0.7002442178685729,-0.9833311960519135,-0.8717255174665915,-0.8863526347663291,-0.5641764712703544,0.2888188643263621,0.07466586606708016,-0.49171556446967946,1.3233249884045986,-0.09262240124446872,-0.7343614333780042,0.9581842836873732,-0.730223830357497,0.841677341068453,3.1886521663834317,0.19773941088144292,1.2877686189535382,-0.7612220575414181
SIDM00225,-0.9758224191401184,-0.8727025722205657,-0.7530931660013884,3.272788525222484,-0.002125272392928659,0.8348573535582411,-0.8488476625423591,-0.17546417428675942,-0.32273940766304543,2.5151088555078016,-0.5744321943479519,-0.7863414907107897,-0.7771952030952994,0.40003200864360383,0.8682071763918016,0.4157158690959889,1.23683421238787,-0.7962875933653063,-0.9096464909884534,-0.8305295700537194,-0.7843207321870466,1.273364272885486,-0.732165585100638,-0.37593296330682047,-0.7927673492530329,-0.3108459098251302,-0.6621339331462852,1.7672558841865322,-0.8493218927195383,-0.8868001278426881,0.32006443793917244,1.8376801634550053,1.8397846356450012,-0.8695511356869954,-0.7489273675637871,2.610910599124865,2.1705598703343383,-0.49043110145126195,0.42574360123698995,0.2455324690154801,0.5101479725257008,1.1051907729656958,-0.7354948696723822,0.7616155995671071,-0.3296282464786958,0.879071646217962,-0.2242276810265617,-0.17368924498095675,-0.822138590072848,0.5777383646671609,1.6450776494072963,-0.6564014473473355,-0.3309677947673351,-0.9045744554000338,-0.8797450540490092,-0.8589538807693378,0.6244959289577018,-0.2669926876588721,-0.6204290670227681,1.0676929109318103,0.16266365001529862,-0.7986584855898881,1.1998607785549347,-0.7296895694827922,0.750457592093919,3.3317486564697414,0.5954074349169347,1.7207336768287096,-0.858389349051276
SIDM00846,-1.026774682257211,-0.8160778573495823,-0.8287554539698587,2.9524650712039007,-0.35416694299873475,0.8698531163205813,0.3937068401889022,-0.2362535448708024,-0.28414790650247623,2.41914968075669,-0.5810323269044911,-0.8640711807348467,-0.7946323962902827,0.47816056080939234,0.6492217889657762,0.3855839687052798,1.1569407989240936,-0.7174047400905132,-0.7842465602024631,-0.8749851643296825,-0.8257582797818319,1.1338849989723598,-0.7695356145566727,-0.7589388476329242,-0.8932389258769291,0.1130105514131705,-0.9371241699029601,1.8566577901095587,-0.9543513843649747,-0.8889607383404139,-0.28490171918253154,1.1585136704986532,1.689101416942715,-0.7459039347574431,-0.7950549490661669,2.5182944595401207,2.0745613628876316,-0.423556124186386,0.40456292514070263,0.22073602220009242,0.3639110576930663,0.6951875006183451,1.6968147357110515,0.4268678591988871,-0.5764061257774147,0.705831098423714,-0.183706179605343,0.1361630588670387,-0.810177507513735,-0.6221970427947945,1.2490163515859862,-0.7787811040541933,-0.7345609788462376,-0.8288583083717109,-0.9560743461944017,-0.868183257594589,0.3861640005363006,-0.15414547135148837,-0.4814328097931527,0.7378641288639712,-0.0077754134715983195,-0.6451276448687552,0.93824068957602,-0.7976032453088218,1.2485847112323,3.4565763765546977,0.1787923572967198,1.676623880262453,-0.7462401226530095
SIDM00291,-0.9144662267930893,-0.8559538817816992,-0.8348127039300337,3.0503406784165934,-0.776404529382399,0.9796559767371458,0.511977753015404,-0.4116733183264525,-0.5639027357226977,2.122795656006334,-0.7199247134540881,-0.8941542884025723,-0.7666338313972199,1.1333175171164658,0.9921747390087609,0.1935117086026488,-0.6437829177199669,-0.6818573122373017,-0.7856609005938454,-0.8902366526756632,-0.8940643401538414,1.2604308368381785,-0.7441470272260053,-0.11087046888498304,-0.9706282813368929,-0.11130492483994629,-0.9505119255918539,1.6589398477165531,-0.822465373761395,-0.8962886452356371,-0.7051647330122878,1.198624306333728,1.374692858095759,-0.8383222417681562,-0.5909061542712407,2.821690700551263,2.0226390656219424,-0.44699497908040114,0.8556571961413694,0.19754731440943707,0.5321205356572491,1.0154145333144973,0.5906984465717973,0.7919901517590378,-0.5630854193058626,0.9636772611317815,0.09278333378152949,0.20516428708917692,-0.8825922112839363,2.6962763297097143,1.3258340394940513,-0.7234736664614466,-0.7532762336521941,-0.9217758419866138,-1.0306416836142012,-0.8508886520693663,0.33193717089649233,-0.18763113924471408,-0.7560284637296919,0.9223479590712368,-0.11111561826183174,-0.7340416899383082,1.0765528193612133,-0.5657702090782106,0.7050565694983147,3.7219412178433564,-0.11597508664484533,1.3745533305094524,-0.7852846221969788
SIDM00520,-0.9743511250288871,-0.8683729903435581,-0.6883181841702584,3.280311318919286,-0.7979193729948318,0.8454594995210262,-0.7736898172630116,-0.06554485425341598,-0.09266788333177609,2.313255091363634,0.7117283526172635,-0.8155539296538566,-0.8095592322281326,1.1143933975989797,0.3846248673966569,0.3844461408763388,1.4829023475994958,-0.7610415022968393,-0.815711252453109,-0.7416339005797844,-0.8513321957254336,1.5326932560318176,-0.7729997972112445,-0.5368144346923572,-0.9843403329556717,0.3222024426315472,-0.8346129792973055,1.5191012332163636,-0.8434478036362756,-0.7800458112269018,-0.5265236438483044,1.6711467067367374,1.533903796599923,-0.7980295612968015,-0.7794330869902667,2.6863906976754452,1.990173790928383,-0.573630730500713,0.5000866377405552,-0.3606919027393495,0.26042457304454064,1.5161091203354689,-0.6488166432322836,0.18986126207230014,-0.5301799245736395,0.17721634025831323,-0.3428235391359374,0.013560006457620706,-0.819673458870021,-0.6857681815107495,1.5815242540427812,-0.84892807356513,-0.9988801906810634,-0.5901297852875299,-0.9466153590820637,-0.7834829456821983,0.2822831607400527,0.17186493297014024,-0.5723467545849023,1.61800049131279,0.14052909972239003,-0.7684349717577997,1.4143325178893384,-0.7867649870119738,0.8139923328046694,3.1411118463158068,0.4545592469961287,1.7232658122961335,-0.770518911879334
SIDM00003,-0.9803736629594373,-0.8052546673825668,-0.8333789435445832,3.2605884836388155,-0.18665994774910635,0.6530757342323101,-0.7810375137376369,-0.2955075764795852,-0.6506165646414338,2.702563626479119,-0.11322245593937885,-0.9854504193112141,-0.7232960440263866,0.5841356030571326,0.8282506077910992,0.2371795075031568,1.1931458532906014,-0.7206777514485687,-0.8280637799977628,-0.7356585669657586,-0.8352796117350845,1.5988747555684801,-0.7319048521989104,-0.36580442658776524,-0.6998660529685672,0.11893919772035555,-0.9334144121170773,1.7012680244644953,-0.9572682513264068,-0.8075985217674603,0.3324052486429997,1.7005921193570694,1.6405661255028405,-0.8236607663522438,-0.7281453169259178,2.704156127724769,2.1962508344177984,-0.5414933928271431,0.46660514256326746,0.40681339458825155,0.7243979395425967,0.8197722327603156,0.7269236468032436,0.5625048663527942,-0.44291501590981674,0.568297621257225,-0.46800162160646636,0.07018065728126152,-0.9057973507077154,0.8926843437595507,1.5413113833546528,-0.8195606857591782,-0.7141290577055689,-0.8411520556456288,-0.8159691477758444,-0.8364486056792134,0.3138256981947485,-0.2605007712212255,-0.6444235705150996,1.0818137275462527,0.34367177216876105,-0.7318535169809266,1.0330685117151297,-0.8133495738365327,0.5966263727118364,2.9687507252742638,0.3990803452395117,1.4850908336642343,-0.7597026253689041
SIDM00136,-0.9608091163440455,-0.886321066210198,-0.8287612068757141,3.23067028722557,-0.3827943136494479,0.3315127066929042,-0.8693325448539425,0.5004144844019212,-0.09879023611518825,2.356396272116694,-0.18356025108321528,-0.764212805252629,-0.7412198549913905,-0.07833254343929705,0.6517893611130673,0.43830546577154605,1.1636376225746663,-0.823848860888974,-0.7786543951350856,-0.7763923754851505,-0.8680987833409655,1.3220480235434442,-0.7447449264889937,-0.3625193553906259,-0.8901688834786368,0.6922407235034296,-0.9044463251023043,1.992879827711926,-0.8895873742176225,-0.8570699036380927,-0.8626343039260733,1.6036410998918345,1.146668931315316,-0.8729345879704715,-0.7578319388097402,2.861580283157189,2.508292729529595,-0.5733509422516875,0.6507892655995077,0.10784246099812243,0.3851481893824864,1.4466032401452813,-0.550023206832374,0.5174954298441791,-0.6391653525730489,1.0135103333842828,0.21785454032292356,0.07786900375774598,-0.902062987697495,-0.6791304064812289,1.1417568442132509,-0.5573819120917312,-0.9086357044642296,-0.8564016889318443,-0.9449779585846767,-0.6890850895059174,1.0364448506402841,0.36247243874006,-0.7090801592738902,0.8811011504712278,-0.5407250785435349,-0.7653283584594142,1.1666663035336486,-0.8722314497674858,1.2104692785526057,3.5940850931276236,0.3943678738401835,1.902816147804064,-0.755524298056724
SIDM01155,-0.9745519617008153,-0.843414159826103,-0.7239428741549586,3.2803300860491467,-0.8573721816586006,0.8330819657038037,-0.8336239833669642,-0.20148985551567677,0.11206769601147143,2.6856035150504,0.3504015707248726,-0.4864903593959167,-0.8580333760511146,0.6900491996101602,0.5870173443365034,0.41930004782409475,1.4382039162852434,-0.8307562495689359,-0.8621100357206407,-0.8287933587103191,-0.8419559854111376,1.3366550916262618,-0.8048685719024316,-0.40991705301384807,-0.8740667498674572,-0.042524628243492575,-0.7502070772585493,1.4341348643508207,-0.9411264109212352,-0.7875625877482937,-0.22872244575946524,1.4931586949606928,1.6426541226071936,-0.9135282642896718,-0.8550674123290775,2.6523312426236276,2.111476660862794,-0.36639956534789775,0.48095139700391365,-0.5200588530624894,0.7064244268194239,1.2593258331658332,-0.25881174682019686,0.5825570541053946,-0.6649091929228917,0.5175215510099777,-0.27246992326687947,0.0697316035222512,-0.8942410318915106,-0.6494152567397594,1.7176501477457549,-0.8272249007836644,-0.8214507021302566,-0.8724075010946156,-1.01406355064509,-0.8219821157738247,0.4972368968856738,-0.060640087984676204,-0.658326298425845,1.162510302387183,0.010045186855451058,-0.7489081981249283,1.1914735675731685,-0.8514551446245273,1.6133293906214976,3.2216608661458537,0.42954462225754514,1.1651398021847974,-0.7205185156053714
SIDM00224,-0.6954953390679979,-0.830983208347499,-0.8671709902679235,3.3560934761530263,-0.7363594257071175,1.0552668213136176,1.2178584494346665,-0.4578480057676352,0.4457697712443634,2.726760011340906,1.1737350485526408,-0.755602964876722,-0.8473754973630025,0.87251913973505,0.9285992617367367,0.5388746804278497,1.4142162773287485,-0.7537508121261541,-0.8068566731246224,-0.7109631444332837,-0.8269955839245806,1.3047908376773982,-0.6418709769546236,-0.7070812741410794,-1.0169559929354322,-0.25072759270729295,-0.7040786927838621,1.005747312417868,-0.908505387172309,-0.7033230077491062,-0.3085137703513701,1.291008720780912,1.4498162501009324,-0.8709493634093506,-0.778129108367119,2.7231188792105208,2.103589223588489,-0.5414673713869167,0.5479442443358864,-0.4784978924032006,-0.5549538999256374,1.2078768440861027,-0.5024659102721344,0.45699290928644093,-0.687295025048648,0.2679026432531028,0.5909800497587651,0.16993918698253993,-0.8990307229503692,-0.36765658695281817,1.1566920061953323,-0.765400522458386,-0.9302446642906711,-0.37870254569010386,-0.9192749683405139,-0.876549106714608,0.16490190105510746,-0.000955025408888777,-0.5793583414704804,1.35095304535335,-0.006877373755494596,-0.7564944180185348,1.0197214685122702,-0.8719537470074892,0.8603170712230731,3.177972094331385,0.5698788801002179,0.9851966393935184,-0.7290225234797036
SIDM00783,-1.0224543499329624,-0.8590727631519509,-0.908139869478755,3.049865192792628,-0.36091941429072016,0.6344333396085167,-0.7582532172790154,0.3693157661897446,-0.4215546067215151,2.3852646409937366,-0.2706211710075122,-0.8692357406264998,-0.8071055364039349,0.7011348526216074,0.8667302129834775,0.46530814476750154,1.3030598845277956,-0.8016071386549489,-0.7326329738115177,-0.8581549240977382,-0.8988778568242629,1.33974538891998,-0.6488539305486842,-0.23531569010504338,-0.7729596381774388,0.5603717486466891,-0.926424963583946,1.5514904306451307,-0.9250742563464096,-0.8736752067835537,-0.406751670015326,1.3040338530196678,1.2282180204531403,-0.7886659519795963,-0.31772212451667853,2.847983415394272,2.201883887143235,-0.4334465110841492,0.3326112379658688,-0.1395402898662541,0.5324004850994095,1.0671521674781155,-0.32927739742598144,0.18116370264447654,-0.6176120229696973,0.8330509782272281,0.3048708458953266,-0.22021396310918273,-0.9338985097899516,-0.763711166430242,1.4322198555508128,-0.8272746119412917,-0.78507791743686,-0.8970780803589928,-1.0381738804661986,-0.8588854912663793,1.0914195523337913,-0.09347549642985098,-0.6805081875931139,1.0370506070555814,1.0667548170933379,-0.7925465880429629,1.4010769794501516,-0.8226963778759542,2.1326616870224337,3.5887232380867546,0.07697513789992223,1.7036882806779938,-0.697872871431562
