,HHIP,FZD1,APC2,FZD4,FZD6,PTCH2,FZD7,FZD8,LEF1,FZD9,WNT3A,WNT9B,DVL2,WNT9A,FZD3,DVL1,WNT2B,WNT11,WNT10B,SMO,AXIN1,WNT4,WNT10A,AXIN2,TCF7,TCF7L2,SHH,WNT1,GSK3B,WNT7A,WNT7B,WNT8A,WNT8B,WNT2,WNT3,WNT5A,CTNNB1,WNT6,STK36,FZD10,WNT5B,FZD5,GLI1,TCF7L1,BMP4,SUFU,BMP2,GLI2,PTCH1,GLI3,WNT16,TP53,FZD2
SIDM00098,-0.8940568272550893,-0.08395880673309956,-0.7511420883550419,-0.8205892150154624,1.1646455404149125,-0.7629738900881478,0.33991395250292167,-0.21211372853336738,-0.7068986728575346,-0.656472935102097,-0.8196832318270455,-0.5873180671153939,0.20693172338023458,-0.9136536654528663,-0.7709604528684114,1.2570501945098578,-0.5699245774127811,-0.8744209386583651,-0.6306170244522842,0.29464683611517967,-0.058182436534708594,-0.7120423717050107,-0.29718868870923787,-0.7037428588673552,-0.6310401565802424,-0.47987986709415936,-0.7325511723519461,-0.9327083014972586,1.9452329815793135,-0.9190397105845459,-0.6036937603765928,-0.8537413423285806,-0.8566318963788011,-0.8507485927122509,0.09151425247985513,0.7272624122786187,1.1847327015843487,-0.5665867961504992,0.6156788459136944,-0.8209720841518182,-0.10928481089802226,-0.6525745309416053,-0.41654099341872197,-0.40966948356273286,1.596290660877589,-0.6160355394265098,-0.7952950934523673,-0.6058994542325974,-0.3176187321712104,0.4081949725605712,-0.9169121564962641,-0.2857234055097085,2.6644855552397155
SIDM00225,-0.18659102193503116,0.8354320437878082,-0.7258613943546327,-0.5244564983545212,1.2807634125017457,-0.8098507835456684,1.2870738979806537,1.677330366627573,0.7546718776563459,-0.33467439750044253,-0.8356440452333735,-0.7331912907786112,0.12523068942208268,-0.9695651615219089,-0.595223611887371,0.9814797109695141,-0.7615802216822666,-0.9366236901107503,-0.5703053631898694,0.24226809585772086,-0.4083542495676179,-0.9680186860404966,-0.8936464994540629,-0.7869309161706798,-0.6120152136276269,-0.09047966366725571,-0.675028729774594,-0.9884439686163683,1.5813565861476502,-0.8161858505399879,-0.8415554283855549,-0.8345082294247594,-0.9241884035367202,-0.8520388513237699,-0.6080742869697985,0.6394309473802765,2.132991620564796,-0.4355888697755017,0.5134154932350632,-0.8336158311628761,-0.18194420104143258,-0.663901745923652,-0.4613326761570002,-0.313556633708981,-0.9001974837586311,-0.5851339791615142,1.0166754596837322,-0.5310434445294232,0.6496085098404214,1.284909977842475,-0.8913982789921986,-0.6204080570580509,1.1572212073979964
SIDM00846,-0.8092106280901586,-0.038731842324876864,-0.6945992794951663,-0.581734270282864,0.6601694464406241,-0.8014385715730178,-0.10030419967123037,-0.22503294429204887,-0.8522335206061834,-0.6246519346426357,-0.7998542995026874,-0.7450742443856252,0.27619860215038733,-0.7304397973678606,-0.8831218797427413,1.4956629906093903,-0.7099490400223304,-0.7328459373432428,-0.0010952930025943902,-0.6434557640886001,-0.19385826737383016,-0.8239840668229687,-0.806836884191882,-0.5146946202176935,-0.5186419668267465,-0.13349142318003934,-0.8438943497420771,-0.9524069972719693,1.2569306276229175,-0.9331799757672314,-0.3891797633598717,-0.8475654062381814,-0.9828981255219243,-0.7843022316736384,-0.34280763730204317,0.8629010694559915,2.2337033467864043,-0.30880699209687684,0.45322861527146774,-0.3889179155401175,-0.5644457513501973,-0.5102340423669091,-0.8069217617709632,-0.6902312467859295,-0.5732870019881393,-0.6601723381083091,1.7839359892267013,-0.6104607276666009,-0.523794334858774,0.9268170893493721,-0.9492623202875334,-0.5811015847484154,0.8281762043701584
SIDM00291,-0.8667452207513635,0.141330772031988,-0.3649049941203566,-0.5460431279764608,-0.9045086122301774,-0.7985989663220115,0.4599113807960616,0.2706725957763574,0.9914871875769924,-0.7309381355309176,-0.8366461423239027,-0.6112955471728864,0.7806272299529593,-0.8093438979190812,-0.2098403365541038,1.4473340872792912,-0.6880363839513067,-0.7826397638032787,-0.21639626472462703,0.5422482433934646,0.19282438624425802,-0.5980342862399025,-0.6992378497776094,-0.4967995252332032,-0.6006786525323217,-0.32555578224171416,-0.7018379711445514,-0.8934801155788722,2.0040503344555862,-0.9506844267990914,-0.7730859082191603,-0.932729624906452,-0.7942568655351196,-0.8362112106291665,-0.6251740492475497,-0.7175887074643528,2.8124769493023374,-0.7726871318435395,0.5340983672772448,-0.868740150485927,-0.5890964942369233,-0.532315120596966,-0.6411848318853299,-0.6275945068417674,0.35482896523767676,-0.5762154810178437,-0.5998515235424773,-0.7347454388014301,-0.49989653866286105,1.1307034923205312,-0.8855709282263073,-0.5084398361676555,0.6899193307732459
SIDM00520,-0.6396310364204033,-0.7078652694468465,-0.7145945582789641,-0.13928349572173615,1.0602526870310065,-0.8434679306668663,-0.36036342916342046,-0.1332247981844536,-0.8535234627173709,-0.8442607070351743,-0.8520988775668034,-0.6918663764900927,0.249219337291398,-0.8315663396060757,-0.9143808912142574,1.407708034210296,-0.42521102675749267,-0.9409769402675192,-0.527334879675291,-0.18794516895805374,-0.16871419782201064,-0.8472779400777657,-0.7312973576729773,-0.7607372814483173,-0.7213972304341316,-0.2467814588438119,-0.7694495332770702,-0.8738756664558404,1.834913010598767,-0.9736667540626619,-0.7744131964137677,-0.8523510891877235,-0.9226916584861042,-0.8266513950418645,0.6700679755891402,0.312672127150966,1.438357307192851,-0.5845199138064913,0.21741607701049204,-0.9104893224338105,0.5925367681145979,-0.5698850141035118,-0.7517890074206965,-0.4050463082134792,1.539466579856971,-0.5960949265150374,-0.6352382129077561,-0.6782105754921535,-0.545936782829131,0.17633108422696214,-0.8767500503185457,-0.5243050792613837,1.9645037479706247
SIDM00003,-0.8727330642667448,-0.47171303785015517,-0.7495015038674984,-0.571130838558915,0.9860219072777107,-0.882300622131683,0.8433719050533789,-0.3696686390455776,0.5357666464399241,-0.35695418843969945,-0.7806072118036634,-0.6399513232051947,0.305588211181536,-0.8390629164854734,-0.7473690332133969,1.2016092850924434,-0.804694917160605,-0.8167962275092984,0.2420893414313527,0.09791536345062402,-0.2615691413949727,-0.9146104327900748,-0.7845267959547251,-0.44753987008756885,-0.5145826995763334,-0.4361330439927213,-0.8107283070715221,-0.8500767971195968,1.5930681004740483,-0.959884069937095,-0.7525566284146405,-0.9386489584288082,-1.0215096892370978,-0.7753902664483101,-0.5313219984676866,-0.5002303843178378,1.965475059810824,-0.4199855809598731,0.03535482996956543,-0.9086294414059656,-0.7291567834831828,-0.6401182231228353,-0.750030893305217,-0.34735395058080565,-0.34159460104606676,-0.4816717975366777,-0.7768028802177906,-0.7796972917837969,0.17017964390698684,1.0457434257739524,-0.9118297749046813,-0.5195021342956749,0.32040462192551855
SIDM00136,-0.9466525288405694,-0.6504254968331802,-0.7518189109396756,-0.6786269873111368,0.9257960635125998,-0.8744780990635425,0.20992592923035863,-0.5969340032108602,-0.8164498482876252,-0.8626282981544241,-0.847261681037607,-0.6466609848818079,-0.04627201997837625,-0.9496092702002988,-0.7760637808359995,1.5760015540691068,-0.7042296652805008,-0.5767923662921929,-0.6872777224094908,-0.5010161055474379,0.24730741384390723,-0.6778078727225102,0.6721445484807929,-0.2082722668214188,-0.4494865847934621,0.2890539256763219,-0.5933834243830376,-0.9927598475431564,1.7629675500397193,-0.9184392290816278,-0.6330945978670868,-0.8361376644406555,-0.8851829535356791,-0.7810853124729562,-0.5453442994122155,-0.7827528327716069,1.2798876192850492,-0.5520232139875254,0.2978338817459355,-0.8325774707366042,-0.6821549196540054,-0.24048549295069938,-0.4625853347501707,-0.6303846112609418,2.9461245036726718,-0.6304670411014708,1.1617700225201686,-0.8146941092529228,-0.19499072821305263,-0.7978904723044306,-0.9362090672096958,-0.6243602593595802,-0.7443106637483535
SIDM01155,-0.7766762599188957,0.1066592296653098,-0.6381607123248865,-0.5517844442499208,-0.9184483671155551,-0.8391058665037331,1.0138202525995847,0.41594501960880487,0.0014731717154608914,-0.7815618607940404,-0.8385320419627859,-0.776962146579458,0.10028931315032502,-0.7717084720902776,-0.7154984304343763,1.2040106577626566,-0.7798537797434982,-0.8925483843637697,-0.5563033840019397,0.39167249235534224,-0.39449358972053694,-0.7534030857421855,-0.7345521131166566,-0.5772183698116319,-0.3921695563737508,-0.608878026400163,-0.685015275136275,-0.9382680150746637,1.459569972691598,-0.9986853363021323,-0.596668300232852,-0.9613525966429854,-0.9461452619011836,-0.8349485104042652,-0.4395880515014086,0.43810773133038106,1.5508677749921205,-0.5136388479162634,0.30004111930192495,-0.8705833689661049,0.5174489239503944,-0.6833960398041382,-0.29232841914041724,-0.4642872281953311,0.3741039865774284,-0.5410870376558693,0.7554773306035991,-0.6223784106356199,1.2217281204751829,0.8329708863935094,-0.3625844897534888,-0.5711970869300372,1.7421972980058493
SIDM00224,-0.8543042829135,0.02346697984037156,-0.5669407934134703,-0.5090842559128552,1.3484022514496532,-0.8177418906808005,-0.06102315588423166,-0.2840022278768284,-0.8378165427238126,-0.7420715053050144,-0.8180254852692752,-0.7835638705192697,0.2511948144198605,-0.9551960262547391,-0.8196158062268446,0.747071327547813,1.2004043558725817,-0.8570165088881102,-0.4306940762404785,0.3244782230782573,0.2273657922746393,-0.5430522571557063,-0.03701975315601293,-0.6751208835804124,-0.7569926001138515,-0.34305173867246685,-0.6844825681185753,-0.9239912727995294,1.9870264322647762,-0.8788959730860256,-0.7638705734452854,-0.9034483244666296,-0.9733385418127934,-0.7938351369272271,0.40814735023709336,-0.19644822362547396,1.40701362261901,-0.4891749594554586,0.7265579309969828,-0.8307683518811928,-0.5893271106555927,-0.5745493676992672,-0.332415528443121,-0.18767499146189376,2.2221872740838675,-0.6588782099180867,-0.7846105380600178,-0.6139495305249358,-0.5976796427543142,1.0829427278866122,-0.8888758273462194,-0.4210300737781478,2.6908279362839043
SIDM00783,-0.8898885573418129,-0.5034540800884535,-0.750142743799155,-0.6570605254357321,1.671753632205354,-0.8853356565790977,0.4925122715612967,-0.616499148128957,-0.9143641872136657,-0.8549582505849999,-0.8078684977308177,-0.7324030540640448,0.19324340718778657,-0.9127403437471516,-0.07153252296878998,1.7478108328916042,-0.726876454997201,-0.7443921213234772,-0.05411722613751256,-0.22993768444623927,-0.09638608887148974,-0.6643035356271096,-0.5536667759456969,-0.2314828104458499,-0.4650743454773557,0.8231719586456369,-0.698376001945368,-1.01731508543185,1.682755490416416,-0.8554546771889799,-0.7272496844077626,-0.928292111182043,-0.9632392591882959,-0.8343144752044975,-0.2918478520182987,-0.8272250126389843,2.093523508981542,-0.2674612449447541,0.2643152219623723,-0.837862407440167,-0.6365305461102447,-0.31034392633482205,-0.5606563540259112,-0.2946635202493135,2.023368782774659,-0.6511408142670599,-0.9287985897801712,-0.7007387875396935,-0.509491976320699,-0.9031025005477034,0.19259125719766026,-0.5852476593539157,0.8740603317919206
SIDM00490,-0.039021955149663064,0.25690327213939884,-0.15558165351994435,-0.5677944053668104,1.214626574347476,-0.8902069341335817,0.6918922152500635,0.7758917622009153,-0.22615385276939257,-0.6679610261544643,-0.8409685936901621,-0.8281761871289909,0.08757302732176192,-1.0257503436262219,-0.6747077576579564,1.571871611471553,-0.7886289506535458,-0.8700266256615483,-0.6276480673660798,0.2886486207349646,0.09877951808686722,-0.9354179902524618,-0.9311900145334407,-0.4914109710823223,-0.4035609880532807,-0.46685408616678387,-0.771547942714971,-0.9581345830463871,1.3708325810585795,-0.9922184029956962,-0.7734968909951028,-0.9124113616267185,-0.9467753889826558,-0.8161500164956488,-0.18311803351552777,1.0974118654665665,1.2261109606797882,-0.6732351022573118,0.910749853589226,-0.7018215542550923,-0.6297334207910412,-0.7500211625564261,0.09192720671068046,-0.5260436658333962,-0.7430001763803872,-0.7007383695863312,0.8323128684001341,-0.6307432974381609,1.543379800905476,1.6422125938862588,-0.8800874794490295,-0.24583013670927326,0.044527033796874504
SIDM01090,-0.8759233711567953,-0.7340686044455552,-0.7609290086944197,-0.5758504864682403,1.5799025056155835,-0.9356546133340212,0.2102679851126205,-0.24852659789672804,0.3660005774078758,-0.7660204798504902,-0.8168234979263774,-0.52973095207462,0.5757764933887831,-0.8320532584525496,-0.2764661921506195,1.7621934368753174,-0.4655856430160381,-0.23271720528270637,-0.7032397666747007,-0.5557700129351352,0.30189308225805844,-0.8741090300572761,-0.5394701533074928,-0.6953395465730106,-0.5260117056966461,-0.3127276959974964,-0.6503707416367062,-0.9238319680657243,1.5273331038034441,-0.8338907217425129,-0.7416171334995625,-0.8670838216813685,-0.9033091382008296,-0.7223309252159471,-0.20039088509114927,-0.7622988604189567,2.063677099733036,-0.5564959721971314,0.34282397049763463,-0.7898961016824739,-0.6513356296625045,-0.1813458589564435,-0.7449394649989193,-0.7374868246475823,-0.7793323168887992,-0.5502137259058283,-0.7365836181467247,-0.7659773540359055,-0.21176516370858559,-0.5836680802442434,-0.853146746170953,-0.7335655248116916,0.401183164465144
SIDM00394,-0.9175249418976974,-0.5340374112378763,-0.6986151757343023,-0.39439203134356043,0.937210180309342,-0.8352784810966877,-0.05219266864512897,-0.07473430944190677,-0.7637767004896919,-0.518392534717742,-0.8388113445019237,-0.7056729734642037,0.10843415450078654,-0.7947662795130884,-0.7394289832332983,1.6629385829752292,-0.6586975969265835,-0.299979932854299,-0.48938031443635016,-0.4468184534433063,0.0033547817599736095,-0.9236763616808968,-0.44374023190710865,-0.7081693434165597,-0.49102785433809226,-0.3225113790944654,-0.5999070745905112,-0.886614282572041,1.7498044426755244,-0.28049115247326717,-0.1727490722395949,-0.9682340923752835,-0.9497196931950459,-0.8193446448235203,0.19797279726319003,-0.8071180208404949,2.221028459073944,-0.2594873034918729,-0.5517914009539969,-0.7235171354581053,-0.5631358847323038,-0.41534608195232897,-0.7532239796855386,-0.45163593213168884,0.39259823415818756,-0.6483774273737599,2.763286704089034,-0.5705833423909588,-0.768678175052574,-0.5127815861907264,-0.846955196737281,-0.7059087438497308,0.5868449793520897
SIDM00538,-0.8217879337699536,-0.5916194110099471,-0.5824103106806446,-0.7337708795951473,0.3885343355507427,-0.7455453936445757,-0.013444844577028263,-0.5002659067740147,-0.8419196827825018,-0.7682126376615837,-0.7735853647586571,-0.7912052584460421,0.25068234778022447,-0.8427842875780216,-0.7007646536896679,1.9767766679942014,-0.7066976338729313,-0.618333560396909,-0.3988008485975708,-0.4800325490487513,-0.15893333841298915,-0.6788294241460342,-0.6750855074170351,-0.4697222846098323,-0.28979503080491303,0.2598235565872204,-0.761906617011328,-0.8940974270810673,1.4783696832365913,-0.8526900263236239,-0.5879804874891456,-0.8818857883907946,-0.9172845081765129,-0.8331809443318271,-0.3490136340655571,-0.7562619555152579,1.9943286913933607,-0.47547749354893665,-0.24222253487925463,-0.8220314475889092,-0.7357260531554533,-0.407906244204133,-0.7859216196934057,-0.6596929047823646,2.7954506255343907,-0.6458019229317075,0.36389817301855365,-0.823696306837024,-0.7158434322070413,-0.7855277790514231,-0.906501877040221,-0.7586979510942264,-0.14954820159641602
SIDM01140,-0.9202565315391478,-0.5630296955809864,-0.7033017380697378,-0.5091289526521424,0.5896994100300909,-0.9208732798241819,1.6704053362719906,-0.13926073003085274,-0.715117635610983,-0.712856841262949,-0.8460942987316615,-0.7626229961600518,0.2355926679574128,-0.9299951533009175,0.16384718566912898,1.2422037836236783,-0.7256384899199626,-0.8000474001325155,-0.5443693347178964,0.6996689384866713,-0.016763808924632154,-0.931398980830949,-0.854121304643141,-0.3754597894028116,-0.6714181779862745,0.4001681233004073,-0.6674223220780254,-0.8682429670890569,1.379716443809168,-0.9178077039991501,-0.8062507101451265,-0.8074206417446156,-0.9517982808849111,-0.7966371661060314,-0.14148684387585395,-0.2491142782421946,1.7713604591705963,-0.6390834968438726,-0.22394418155108034,-0.8391230358105368,-0.5436371761279726,-0.0697713714056017,-0.6587286347945318,-0.19508075822522383,0.27133014182376847,-0.5060798249961628,-0.6407108840350052,-0.7084394465132506,-0.41562002684708427,1.3198089961665713,-0.8875505037105362,-0.6808715671898623,1.6586506598067634
