,ALG13,DOLPP1,RPN1,ALG14,MAN1B1,ALG3,B4GALT1,MGAT5,RPN2,STT3A,DAD1,MGAT2,ALG12,TUSC3,MAN1C1,DPM2,DPM1,GANAB,ALG1,MGAT4A,STT3B,MAN1A2,ALG8,ALG2,DPAGT1,RFT1,DPM3,DDOST,MGAT4B,ALG6,MAN2A2,MAN1A1,MAN2A1,ST6GAL1,B4GALT3,ALG5,B4GALT2,MGAT5B,ALG9,MOGS,FUT8,MGAT1
SIDM00098,0.6810862177679435,-0.32610198351175373,2.1354465254516968,1.1077939813897846,0.47325859597619907,1.0935143496716453,-0.6403129657732293,-0.9565847611487635,2.758029227878549,2.323486557697659,2.7447034614124126,0.17206809222103925,-0.7931210485033461,1.7223114667630646,-0.749391233170301,1.3475737423480603,2.6203671348063913,1.7520288668829953,-0.30846428418376853,-0.8593711908695435,1.359033147871883,-0.00143416040539097,1.3957924952254168,0.5449669239784755,0.5744237134107923,0.1339170091042259,0.6492702494368434,2.346174399610978,2.0056421742761614,-0.6433452357696151,-0.2746563389699853,-0.5575527126948001,2.030772530592388,-0.5260640347962957,0.9996650450675947,2.078792532568933,0.7291469270754659,-0.5411410933938849,-0.04503534315586545,-0.20700810670423522,0.39130218356742186,0.6164506109880384
SIDM00225,0.6493655295312161,-0.34831655978690274,2.089975257045514,1.0896609932951005,0.3569051355336196,0.6790682740394937,-0.4776591140391386,-0.9042798941706931,3.2446636395738766,2.738583498059807,2.711406916260508,0.3691479259611247,-0.6657835351150542,1.6531600798071397,-0.7361628607104557,1.1340425821709557,2.7443650422904664,1.827829481841252,-0.4243309624934456,-0.8316449864250789,1.3909746180300049,0.2463706521519143,1.30546206815268,0.3212869998410146,0.9372769431234811,0.23267802835161858,1.7093717659117111,2.5298586957864635,1.3342744649867908,-0.5637407566774411,-0.22194591763486324,-0.845618593477188,0.9620103854279702,0.039491745468740146,1.2482687694717545,2.1079335694751298,0.8171090738111397,-0.5995015559393799,0.23345188001614425,-0.06329018319550568,0.7270910917186714,0.40110370403910545
SIDM00846,1.0350105931811104,-0.34145126068685006,2.192538839448286,1.5511542095743394,0.8804119578038981,1.2640363237924186,0.4710401132226712,-0.8964190125356418,3.1251690550379267,2.1400086529901787,2.7125032741799484,0.2800197109422836,-0.5563313529824937,1.6425304590179715,-0.8521282741508561,1.7029232937710483,2.2302762581852438,2.2386772943140767,-0.2932635163877385,-0.7951358958653066,1.7457307272348974,-0.03843381745687633,1.73044156363092,0.35728714547111273,0.6024176865967825,0.5351466896217185,2.175851740101276,2.1424125174758735,1.3479625693705228,-0.814021777134304,0.02094540879103275,-0.050121843089682816,1.5716223874122992,-0.6392039597970333,1.1751591404327857,2.031035410492569,0.9125910424577557,-0.7220881012002263,-0.0029679609822775856,-0.12643031842609928,0.1765172827251225,0.3550051653992385
SIDM00291,0.31234158904265474,-0.5331946979253912,2.115662586792387,0.8444342672376839,0.4634018017914293,1.2404875421967019,-0.6178909416816706,-0.3073235588408221,2.980961339769688,2.042926057202938,2.7379381940967957,0.13768121210123568,-0.5504924688921246,1.7389907415640613,-0.7335860864166835,1.5646336635473335,2.3529615160986537,1.7894985800935563,-0.5147583295345315,-0.6635445375721918,1.465215096840679,0.4673153161944755,1.379943476498437,0.17013913034884548,0.7532401557149327,0.3559445679710355,2.1215114528059678,2.705003971586196,1.9573292290423072,-0.7000479092991909,0.13351682007276644,-0.7207195614070103,0.8226713259731369,-0.7962646818766194,1.8357271239113122,1.6738693579586899,0.8501832626716613,-0.660147255371156,-0.3062090452619551,0.3126992839193568,0.4785003127904288,0.8957653238820866
SIDM00520,0.8121126164837977,-0.4931156855410262,1.8849456472631523,0.9866842739423373,0.8065173712614807,0.9507796186621646,-0.2402418215553443,-0.9625274268828119,2.790970112215991,2.392565306649567,2.5203085252825375,0.1577928124448549,-0.8244007684232427,1.5326266578135814,-0.8246784640020814,1.6152774196177113,2.3232466930865536,1.5769844542045346,-0.1965311525059068,-0.8951577235217676,1.1810209941843344,0.3967422605577715,0.9242514567382825,0.7073311277424241,0.7445185156131537,0.18562807864339406,1.498570888882213,2.2387148818975304,1.985059693925693,-0.8390370955616923,0.0028147339504614372,-0.2518524137036479,2.132109555841349,0.6960889524726366,1.018535725819275,1.5455355352455824,1.003472522343032,-0.6531040400889393,0.41523151179024487,-0.4748069715594514,0.5041325482843564,0.6537104467365189
SIDM00003,0.8459641457735094,-0.45293900269570114,2.1740809299434165,1.296105560667284,0.309106177876622,1.3147557883659649,-0.5707995154448496,-0.6095918880911907,2.8234698944257874,2.2141837574840593,2.552955094144283,-0.08673586533929062,-0.526722805536313,1.3029061183473225,-0.6489853703501385,1.4055197380500029,2.5382633030435255,1.4251192875762821,-0.08532529772824625,-0.8751963994911542,1.1555704589551707,0.09654179391235088,1.2631803688794045,0.16657868414500399,0.6165989600010413,0.18816691954812514,1.2620134362553797,2.2850712029254123,1.3689522063084412,-0.4462699800815214,0.1347949072189721,-0.7129610720769863,1.2813430886503678,1.2771138125507335,1.0454754486915374,1.8618978061681288,0.9068782468147681,-0.716628346597086,0.22288007226401957,-0.32838322958261557,0.583629965743474,0.7364817209781268
SIDM00136,1.02317814672124,-0.2742436151715361,2.180466089546481,1.3263075735386731,0.5207483170191842,1.063217420050803,-0.38863974280614344,-0.765268421038838,3.1174599546222694,2.587796737355746,2.492138480748485,0.025547648918140833,-0.724554353811608,-0.49623098849928265,-0.9510299313439574,1.0519342923047479,2.586413793198123,1.7501375470782496,-0.42213879721005887,-0.881807838276416,1.2348190937815497,0.0938462601790879,1.3538216208039293,0.5299233017798275,0.8897638015637351,0.06980544491870339,1.348091129311996,2.4538296409490035,1.9571074063814717,-0.8859670387594238,0.13761535825792243,0.3418157915644974,1.7391083054499454,-0.20543324219568135,1.3589158295889687,2.2401709997654686,0.7692654111662593,-0.7317791992755964,0.3845725348785497,-0.08296738782759559,-0.4280769295823718,0.5447946702384487
SIDM01155,0.7473247066374376,-0.38552451031182533,2.044563271892926,1.3057052971226353,0.41654138524114864,0.7515978674711363,-0.49014228603737686,-0.945237060155024,3.071532768359749,2.595736572686502,2.8193384362045686,0.38249012914332847,-0.7628921449780849,1.2822238697267323,-0.39752318749797877,1.3451316013888772,2.3492494908147745,1.7292014071495196,-0.32303924966953834,-0.8267362874050338,1.4049902919112622,0.14630742498132593,1.3385915365830374,0.5349362908001448,0.6350809325889234,0.19045630789145052,0.8950404741245944,2.4557531956298195,1.3220485327112153,-0.8224992977050659,-0.5577219835295589,-0.5378158255393792,1.425581651855286,-0.2617017269437484,0.8745927156330984,1.660279650516594,0.8901288012945835,-0.6436419115513992,0.2883541300837331,-0.23659504536937345,1.3811537112409285,0.7622698252192179
SIDM00224,0.8198476064728045,-0.5383456276191964,2.1309948213118606,1.1665293907306888,0.5104685671731225,1.0770877112167974,-0.6229843074681573,-0.8342865844716688,2.920412124172078,2.364379405798693,2.817649506130406,0.5902554556369121,-0.7939068222609285,1.2146272943161018,-0.6251146065402841,1.048919495174611,2.3731472124241693,1.539119367695941,-0.5743671123773192,-0.7368192650028226,1.5177118342962153,0.030360684765292092,1.0184216549420997,0.49334064577208075,0.5767096578370853,0.12795050891880907,1.2239372357186755,2.1621781440952237,1.6740297639510153,-0.7873180129017243,0.046078086983205396,-0.2107407525599531,1.2706928050151873,-0.11624843353738736,0.5768836216739014,1.6971488271784336,0.3312865599440875,-0.7128209896349488,0.2910399875901637,-0.20429920608781604,0.7051503273395886,0.5419676405953467
SIDM00783,1.0587247314780002,-0.5236971466963066,2.1980709411581127,0.9606493881613136,0.3337054499599972,0.8269321572001249,-0.6685473042693592,-0.9972598189973695,3.0499571960787595,2.63963616787411,2.712299514753468,-0.03634193544405623,-0.7830956118202482,-0.5939422568446289,-0.7535507618295865,1.266144621167124,2.451721189605131,1.8778197783257888,-0.8213642849734951,-0.5514731523534937,1.5736824869906882,0.260440981469412,1.1225570418638866,0.6697155399529222,0.4988392024361936,0.15370626427723275,1.3230456824153365,2.866803368256056,1.2637884290634176,-0.7832087913343682,-0.06411028065763538,1.1022646227537194,0.06103915611576741,0.2661258557646558,1.450544353453874,1.9913513120689936,0.7986778018836169,-0.7436096350843544,0.24518245605891936,-0.1137124858732697,1.1376781063807073,0.1739415856895715
SIDM00490,1.1403120907682975,-0.5340907461184418,2.234387698391612,0.8196211700200617,1.1018076135822161,0.668309854219739,-0.1688101810895138,-0.8604188294972395,2.9420767208758547,2.4185091562951535,2.580992311401753,0.1067149122756749,-0.6470701192078404,-0.6108423996397714,-0.13647471659169183,1.6113266931611632,2.472918263383313,2.0259483038352535,-0.4990232158873907,-0.8983027788825301,1.1541462058627423,0.4044800420930304,0.4861224970835385,0.8891792755098761,0.635439946616543,0.13817966093204556,1.7454932337979663,2.5625443505710748,1.5393958124818736,-0.8481218770966342,-0.0571274431285058,-0.643391501406053,1.5157213885775445,-0.7027342861928667,1.0064279051579834,1.7938816740140324,0.7280584889969085,-0.6850845512926765,-0.0037930270513923145,-0.18069370640559917,0.5572978551387214,0.47754365429433676
SIDM01090,0.24406107389329162,-0.5106798713222434,1.8656924515328372,0.8224026584284369,0.7303799563918941,1.0060532392301627,-0.6384761075983676,-0.8497593261673764,2.7209164159641004,2.5079011542661234,2.5350245066587394,0.5105533330659152,-0.8078305189757692,-0.5911524843662028,-0.7997740203228805,2.1350418939312883,2.644380969446637,1.5940639527342961,-0.35538069364828734,-0.687866716078271,1.3115867949094302,0.31766629124672224,1.3636632445815025,0.7849513832577673,0.849521791315955,0.6063240349289086,1.759380539377938,2.3840856742553145,1.6479303987050535,-0.8674744836396995,0.2621007644543565,-0.8374132088463018,-0.7261225304982902,0.6209038320377339,1.437382341569462,1.9496353721260093,0.6811012421414704,-0.6771140278184733,0.33613603593227787,0.314962738628939,0.31210991403031196,0.32703258569308524
SIDM00394,1.044030298828244,-0.4755772027504912,2.09127777344811,1.513362688352813,0.4629414282401184,1.3122954219733067,0.3467643409275593,-0.8394416003277698,2.974492464924115,2.5078619742284634,2.9189092615890257,0.10723114803155526,-0.8207057222653719,0.5393294217901066,-0.8365778063887175,1.2963349907618174,2.4477489661049483,2.061544920580256,-0.6268989625045028,-0.3833316825851523,1.241837210018903,-0.2233155719428884,1.2607780094246048,0.6374159037794455,0.7837990235470658,0.015370005455603599,1.7388440956214075,2.3590557737759683,1.2674095521730238,-0.9059004301917382,0.3841452612577467,-0.9206906555924687,2.076535416697645,-0.6332014753804096,1.4278254155628332,1.981658899417965,0.654261014120616,-0.6761160629496151,0.29983847039003025,-0.20634016415067552,-0.3111818992855915,0.6058567774682871
SIDM00538,0.5646727511208643,-0.6840238647868505,2.0925722635853363,0.9542596093277546,0.17683482471591164,1.409706076518612,-0.4282740633836229,-0.8194309814116908,2.543971012212246,2.1553854720781946,2.7715329578621386,0.07702365812885172,-0.7588193993890707,-0.6994321112972353,-0.9359676373870395,0.8681440187509107,2.9210113234797968,1.1563652507327016,-0.4613277767610999,-0.8386902879210844,1.6881391728032995,0.04138696659742632,0.4866285667915134,0.2956008771370125,0.6035994426555921,-0.32915592771602903,1.8668713942140682,2.1834206782186696,2.3009006706567807,-0.8977762013870767,0.092300617809307,0.13104953564720617,1.8568634842471663,-0.7242791039586954,1.4312643008141661,1.5012157081491309,0.41310883204184184,-0.635687032976834,-0.3562744100092229,0.16764755156367128,0.7555178140197455,0.6402864557942283
SIDM01140,0.5400226634215496,-0.20549074383327479,1.9332848246688041,0.8916500511481006,0.08466195419102956,0.7744665451923967,-0.6812631730865657,-0.9423348573065524,2.8667643654668304,2.352527156403645,2.8941033915510754,0.14840484948687235,-0.570574830177868,1.4585679759649501,-0.7410747134724437,1.1481724739819161,2.496151989388326,1.803340611141066,-0.4872544893176287,-0.832961105119572,1.291250409362777,-0.31262803845458204,1.3480428116348742,0.4469365602305752,0.5361263878090556,0.21542297673926347,1.7147728415977286,2.5719908201216692,0.9546010865150818,-0.5376968260013375,-0.3626507008099268,-0.8300688289342066,2.1518368055436636,0.6299068950426422,1.2399493569312265,1.5937197702613795,0.9861252716637727,-0.7055484880681764,0.0641731317103967,-0.17699705606854846,0.9660937943945905,0.39743411280622754
SIDM00101,0.7731780421499248,-0.6672664968201805,1.6494289639264796,0.4507149612478869,0.6178660534253904,0.6929627897150338,-0.6512952773188722,-0.8968821382580705,2.6766480122845606,2.3935693050903932,2.4767697682037904,0.17143780599013625,-0.667425513359468,1.6814934039182274,-0.8659250312007529,1.5020411185839697,2.522484182419302,1.8417368157841727,-0.07139213098730685,-0.7309562477257922,1.0861693489406232,0.15088665308603214,1.2312348259534742,0.6735493774743297,0.7003289409552663,0.30137598314484604,1.7234835716485808,2.163798464292232,2.0879660224099608,-0.8884516105181122,0.21302209436075187,-0.7569838221318863,2.1076095860798216,-0.10889837954267256,0.9425778877051366,1.7686590927467738,0.9596505127366075,-0.7255944063819507,0.5114878405967368,-0.27480115789413023,0.8284115823726441,0.37062733769078277
SIDM00114,1.0815011640549805,-0.16536020927213715,2.233254123109113,1.0956012898216423,0.8014237690708305,0.8760464288664966,-0.3390229785309599,-0.9351549352277032,3.015658259989566,2.72354213500007,2.6465820593902225,-0.06051290585317739,-0.61662702265144,1.4850604146300466,-0.7266530756846435,0.9221542906844434,2.7404259068345,1.908894846528905,-0.6775617408354395,-0.38254329441332435,1.201206708132711,0.1553272040814099,1.606518380293964,0.9136954640700523,0.9719062617725795,0.4794901940178358,2.371337235444483,2.4235295966870956,1.6840853911355844,-0.9019343727009204,0.08187661263881883,-0.534654965789268,1.5805472660874673,-0.7590392349912739,1.3728783212716371,2.3109607877310356,0.8039597621618318,-0.7798632634448879,0.36571561976850425,-0.08928984026408002,1.6278968034091172,0.5185742309941206
SIDM00102,0.7950626694881443,-0.5902494490651448,1.8911853162402452,1.3882696275306212,0.7417433143018651,1.1271098115886715,-0.4672995125795169,-0.9843070700874911,2.7227577934217573,2.2316180709861375,2.7680735540088186,0.022462323812493353,-0.7883636598432938,1.9249439511195043,-0.8230973892299969,1.7122060886920532,2.620761541791606,1.49137707441008,0.4499860273929288,-0.83981063909924,0.9839443797050544,0.025209305487855854,1.1445431635876477,0.6932427699471266,0.500903897511468,0.2122996896507513,1.4656684276401122,2.1514418102346045,2.0981451142183793,-0.8447920353851802,-0.19954191260573328,-0.6587558312974632,1.2935282229326086,0.14026294136513814,1.1892354965233352,2.1232056557189365,0.8075210264799095,-0.6688989417373273,0.25027626245566514,-0.3941760496843134,0.35481553888153783,0.4089085958800842
SIDM01122,0.9948780247886386,-0.47507244302979507,2.02986346879644,1.0406171884580866,0.23023652835356775,0.34785974857287105,-0.5726922932587961,-0.9490568621582036,3.232367091277576,2.2577488168780504,2.7703588480402934,0.22207796435786295,-0.7018918388079247,1.636771701546385,-0.7310877250416368,1.2054128864214086,2.411400632711498,1.739913348050564,-0.2829967461348403,-0.8229213516913514,1.195602050053813,0.5106086573172169,1.399372116059674,0.21974426832212207,0.6499594825016141,-0.21927204824614527,1.1818975519114765,2.5444275292715806,1.3764262864639918,-0.7762954216965805,-0.16053855337676362,-0.9241224477244548,1.4117568496451287,-0.052609002084242115,0.8660093307105714,1.8275782683374728,0.6049531414022189,-0.7450715001064419,0.5932987217834947,0.12455082107391766,0.7611361486456879,0.12260368384699398
SIDM00261,0.35215337606452046,-0.3186640865121441,1.8419055118619618,1.145228379898158,0.30614586090942175,0.7880506076242264,-0.7556870762049854,-0.9506830412640961,2.817709538037658,2.5396270444655853,2.4224703131473864,0.2805075388512097,-0.46289072218358557,1.4773938939167781,-0.821601594389634,1.2748604420797491,1.8879502159932924,1.6939244513917797,-0.6529644425880174,-0.5842590804255073,1.436534805107297,0.6665322129779678,1.2243498394648846,0.5097716376015142,0.732805279026971,0.08693619826646894,1.9340000020575157,2.3088073187738347,0.8997532310252332,-0.6927076100411323,0.07729094212030355,-0.7920565254017033,2.61992085786777,0.4284883564122881,2.0291968169354906,1.6827565812047913,0.8681027125781867,-0.7308397343396401,0.5207781783365171,0.030047288986708547,0.47517680673200324,0.671639754733016
SIDM00154,0.7088779911835706,-0.6271679463571772,2.1644195822852983,0.7173690058589748,0.4549279525349673,0.9564646053159056,-0.030208153130240126,-0.9375663961124123,2.790317103730124,1.9320769135978957,2.65727891996771,0.31320651228760493,-0.6576542487667046,1.2614476978512936,-0.9058883862821566,0.919881965247092,2.390194176254007,1.3263355125850087,-0.4738266674722295,-0.7632556547243219,1.5847309684156339,-0.3810874798647249,1.1836286145917239,0.7490664100368297,0.3115056263796003,0.13248993063923442,0.617519818971611,1.852576298294226,1.6902080025085164,-0.7516279945368157,-0.1556650565511593,-0.12423440548632822,1.9443757660557386,-0.3888763385750913,0.9155123160228482,2.4614820762780556,0.6854366300668285,-0.7076142610156221,-0.17682130730895287,-0.3341847126572507,0.5884519442942571,0.40637895883556735
SIDM00104,0.9666598084860963,-0.753735871561084,2.0297489041193955,0.5308342083562524,0.4284152855982016,0.8161511769567608,-0.35124515405220863,-0.9943642923096565,2.786777158278725,2.204023945690547,2.6115772071921506,-0.009406610706929604,-0.8546385781788886,1.081265800509417,-0.844027026364927,1.57951133339478,2.5478069361684668,1.633911936299851,-0.5037955528384203,-0.8615829133736685,1.392028386262487,-0.009543987793048162,1.21936112889887,0.7223296973662743,0.6524767765521408,-0.22187814534646355,1.8125346020776332,2.4074190578605945,1.5942489743122523,-0.8225440957264213,0.28042265084458745,-0.5413520550498683,1.8717546156657847,-0.6015023885789952,0.9876006451787385,1.78454397910975,0.9070447168686315,-0.6952552857703543,0.4247737499571799,-0.3392565978973088,0.5224964920738947,0.5581494315326456
SIDM00267,0.5138625857301575,-0.305509225500151,1.8431721995938162,1.0784475642274023,0.12845759262804085,1.0109937580926094,-0.5113299596517354,-0.9291938842713469,2.946428162084435,2.436558534440523,2.8783254072020923,-0.21088419825221316,-0.8190100076338211,1.3426840380541252,-0.8960366418467512,1.247090777826338,2.5792141334392653,1.6846616181328928,-0.540439446853539,-0.7432589141437678,1.6205113770010338,-0.17178319644827725,1.58969322150049,0.1758618384879304,1.1237351677392833,0.39145275975606203,0.7439982194790873,2.3066987548904336,1.9172029003394844,-0.8607816932097248,0.11916998721012265,0.02726028182777017,1.6670514670218666,-0.6813739171246668,1.0106389887962732,1.994197970419293,0.49885230233834005,-0.6730139096052543,0.26586459816187386,-0.23671780814795185,0.6174569136550391,0.4694321200213188
SIDM00100,0.7937513726291118,-0.14094868084721082,2.22736461242823,1.166914003852047,0.48832406754207,0.8380288427979934,-0.3513873491661947,-0.8483282030442668,2.8321305786107525,2.46279816225404,2.787037713269793,0.49165185217954227,-0.713244963429178,1.6106122066346606,-0.7022474709703648,1.0448519503860751,2.4679084398523803,1.6731189588119195,-0.09139985005918871,-0.7762532686151679,1.1718636597523655,0.4521315350476217,1.4771438945097846,0.42952721157272145,0.7342795765389648,-0.2280529365344903,0.3897877762037129,2.56263552614809,1.5784230094028766,-0.6410941687061268,-0.08059748770001433,0.08120332714264872,1.4239288048436336,-0.5138985619254091,1.145147164082329,1.7002933297830563,0.6156735491086338,-0.7180332663391202,0.357760029719819,0.08340684109805935,0.6254022470060084,0.7091616808993242
