,MNX1,NEUROG3,GCK,HHEX,HES1,MAFA,PAX6,SLC2A2,BHLHA15,HNF1B,HNF4G,NKX6-1,HNF1A,FOXA3,HNF4A,NKX2-2,ONECUT1,FOXA2,PAX4,PDX1,IAPP,NR5A2,PKLR
SIDM00098,0.3053149344361296,-0.8360749742637793,-0.8544664705961631,0.7091908410729686,-0.13022393315468914,-0.873527905608336,-0.07452974658353805,-0.8002911233986801,-1.0157720423100565,-0.8954391859921204,-0.7737090598267642,-0.6610337228804569,-0.6385537607397096,-0.9030909337660584,-0.8637885473018246,-0.6647748690859717,-0.6876076088430255,-0.7288985564684105,-0.8131567539355862,-0.6064890544377272,-0.9227579694073771,-0.8260489151175079,-0.7824934405888091
SIDM00225,1.2330373212609365,-0.876490243828993,-0.8837305400516089,1.3799891665626158,0.21676074001393822,-0.8364620921314866,-0.7010484134641317,-0.8799669173173614,-1.0020594955546887,-0.8682607088505347,-0.7983477138024176,-0.8279197767092523,-0.7095168357690504,-0.8159362393459509,-0.8697703238991561,-0.5956155809591069,-0.7556623477503188,-0.7568817997734543,-0.8315272167410621,-0.6563972957436743,-1.0017352694494854,-0.8304633662581521,-0.7163683620804239
SIDM00846,0.1891946553156982,-0.8207109651826014,-0.870586812331592,0.7729767239056994,-0.24997505560995087,-0.8709159502303578,0.6059098311788265,-0.883581004708394,-0.8873209124345961,-0.805984895618993,-0.8919750713572436,-0.781717376939325,-0.6841353042964342,-0.9643153430999001,-0.7695116290728046,-0.802655344938767,-0.7981216379466155,-0.8281286477869827,-0.9132697029897501,-0.3433131004423976,-0.9466111277746956,-0.8430832627697971,-0.7670150100170869
SIDM00291,0.09877578845163426,-0.8395691811737357,-0.8069902223476111,-0.12336250622092766,0.20390638808101424,-0.817337139468889,-0.7638119104799275,-0.8505282464517552,-0.9302703727572575,-0.878546165991512,-0.771664117383278,-0.651431779451937,-0.8513004499918521,-0.9158243369454709,-0.7798879180763839,-0.7659815876968319,-0.487625712112312,-0.6316834902381124,-0.8372058207037403,-0.7226649527145055,-0.8373688631296842,-0.43733642165567055,-0.6900625454198797
SIDM00520,-0.6998064800709656,-0.8433093675039254,-0.7844595553713121,-0.6874137668214971,-0.30312788636126037,-0.9454861927343843,-0.6708091424173396,-0.8972480462656456,-0.9532587686568734,-1.0005754143495817,-0.8204715082923001,-0.8001683914012832,-0.7884144801647619,-1.0401645033066658,-0.7431183366327574,-0.8128065203408463,-0.6531875694902433,-0.8063980560880194,-0.863190289320548,-0.690590208558221,-0.7240334833009986,-0.8724216861592228,-0.7925796487278031
SIDM00003,-0.3077805686534891,-0.8490290312956912,-0.8442852691869075,0.40415363078195793,0.05884327776482616,-0.9154503933931682,-0.8034369515142851,-0.8814663315601728,-0.9061955327973187,-0.8920430124593318,-0.8820160295738797,-0.8050668844797865,-0.7182643025546579,-0.9170743887299573,-0.7695291622567078,-0.6113937603519009,-0.6613361883384233,-0.7051560658277074,-0.7368450603415199,-0.680697953453413,-0.9414061126623815,-0.7964284457222529,-0.8139960809877974
SIDM00136,1.74494024119848,-0.7836369539887433,-0.8128201143353255,-0.415286468740666,0.3018404254784623,-0.87083986487756,-0.8110915844153802,-0.7909268990916097,-0.9700012483243197,0.13979823632192712,-0.21023032884599197,-0.7723310910903671,-0.45718091851316656,0.2037213641994534,-0.7086940387303113,-0.745804313345056,-0.6966629511867578,-0.08584242655035242,-0.6260665478932274,-0.528488268840124,-0.9486570852335641,-0.6246504625234411,-0.8023010593192772
SIDM01155,-0.11671774259028371,-0.8338474585095399,-0.515942105303999,-0.8036594884084682,-0.11296749422351002,-0.9349087257384266,-0.6629997515895549,-0.8734058228946994,-1.0057820800873256,-0.9287449235959557,-0.8280558200433837,-0.7886121890147135,-0.7173357872728328,-0.9155254814364705,-0.8296024286056131,-0.19620290495714948,-0.7684167400777058,-0.009937440865724356,-0.8353851805102611,-0.7875521245277,-0.9994838547671019,-0.7333379280724726,-0.8985629909327923
SIDM00224,-0.6538501824409905,-0.8338791308356347,-0.9203644014871455,-0.45820573098656375,0.14721135277764558,-0.8963535959630174,0.3253122298184147,-0.8773788929345994,-0.9369847281202235,-0.9140998308431556,-0.8293334310957865,-0.8347670633704944,-0.7411715764312614,-0.9242548839509719,-0.8500514362534609,-0.7304326557824801,-0.706467628435118,-0.7563924152384122,-0.8216082349507016,-0.7680913225847165,-0.9283508236304205,-0.8340909493173424,-0.806041114883407
SIDM00783,0.9418493340151634,-0.8361196330011478,-0.9559480933932996,0.7829325717857879,0.12197471558991647,-0.879748045467407,-0.43150044054138303,-0.8777198337505556,-0.8728268111840984,-0.6747485911545281,-0.707480704873689,-0.6997711426760688,-0.6363494394639256,-0.5156754182996285,-0.8245054641874013,-0.7527963910144818,-0.5947999555633573,-0.743725456706903,-0.8904179367445431,-0.5524917418731731,-0.9153015359884615,-0.7661235541528956,-0.8810840408693543
SIDM00490,-0.13015905325142266,-0.8860181288634745,-0.8707126804594313,-0.8927529892054809,0.2920900835893165,-0.8862979071792164,0.13286515469087415,-0.874329786540396,-1.0009322906505638,-0.8855702621225248,-0.7097394957898325,-0.7634768505161698,-0.7994987332233197,-1.0504314378277821,-0.8510140145816967,-0.2503391384008156,-0.6344788929616401,-0.5252142557788906,-0.8406657036099738,-0.6886984613987587,-0.9329703087664885,-0.8296546153544464,-0.842227882012581
SIDM01090,1.5847400183442146,-0.7804474792909455,-0.9181263367543411,-0.6349182822343832,-0.18726039937306074,-0.7385435454051221,-0.8276271404405543,-0.8162915479370169,-0.7407514543373905,-0.8734873246484902,-0.4817731724276788,-0.8536317152697664,-0.6725554090703213,-0.9631323679571808,-0.8292156709240408,-0.6873433546820713,-0.8238921889482458,-0.7628950454393163,-0.7890688508539787,-0.48530976328756575,-0.954516570548044,-0.7934625212271856,-0.8388882673883568
SIDM00394,1.3670698213050971,-0.8323860165877845,-0.882281994879509,0.8356224775394776,0.5546614312814931,-0.8609837014180856,-0.04736575655629626,-0.9153731677436385,-0.8111623013134787,-0.545605449846152,-0.7015314417890742,-0.8049690429472401,-0.7157858743064238,-0.7854503582471782,-0.7823156458174723,-0.6405087348821521,-0.6246445225278119,-0.6651923339551917,-0.7781294484422259,-0.5778061127564276,-0.9501016640966539,-0.9178833275431096,-0.8149139476315334
SIDM00538,0.925776831508547,-0.8331809443318271,-0.8940063883679407,0.7226833140980309,0.23121887324244864,-0.9480134556524664,-0.7523456694982537,-0.7907923612169728,-0.89014431328023,-0.7551684477777902,-0.3926004789130934,-0.7981671290339851,-0.2913564767715225,-0.7473538779748382,-0.6632540829337485,-0.7066245093782683,-0.6230417070769496,-0.5137355687307543,-0.8065712338310298,-0.5289246330007988,-0.9078653397974304,-0.8325364129123527,-0.752035413608575
SIDM01140,-0.6633342253890634,-0.8859791064481857,-0.8278644624497069,-0.5653828366998466,-0.23942598948640284,-0.921906496471808,-0.7854283412025576,-0.8723773804652749,-0.9686704782174864,-0.9279488741823281,-0.8482268539455659,-0.6767660530009333,-0.7754234246784271,-0.08112254394402256,-0.8407225919589277,-0.8308656371889386,-0.6272740913116139,-0.8204348298166301,-0.7772388861041662,-0.6900718249767042,-0.9367336366802262,-0.8957898498077077,-0.7683438552318995
SIDM00101,-0.45691236993289275,-0.8887415334129644,-0.901350208218757,0.6107264540113937,-0.31314925966452334,-0.8416752334262717,-0.23149929410549142,-0.8640180728439144,-1.0206664165958699,-0.8947701116796006,-0.7532496561835106,-0.7847291192739589,-0.8436840270580589,-0.9444336888197906,-0.8624303343239741,-0.7574873441537818,-0.7659861303001707,-0.841355270068325,-0.8239459473509657,-0.6420690825246176,-0.9269216798084993,-0.9090478609458359,-0.828463440700914
SIDM00114,0.9953150859114549,-0.854901293649755,-0.831368206457732,-0.37047347355973004,0.6046171373883198,-0.7889907431014025,0.35502481456796836,-0.8564035891029252,-0.9593124999014816,-0.8939948586891826,-0.7662087722513125,-0.7430243597586939,-0.8054067036994863,-0.9107188039375484,-0.8121444049138353,-0.7163919970147148,-0.7304786772011739,-0.7932659440853819,-0.9044598972812536,-0.5384848875221114,-0.9499841460664927,-0.8240351725043388,-0.7934297769119278
SIDM00102,-0.5079384021494397,-0.7065317845048712,-0.9189500736535401,-0.465177775406693,-0.2622307451899439,-0.8246445604583603,-0.6734511229525699,-0.7954910532452899,-0.9432415624964879,-0.8320534227043511,-0.8015731214876,-0.9383479253603091,-0.6855157340210282,-0.8777796337340152,-0.8497334985794804,-0.7298880067680905,-0.6150128231469493,-0.7469849086967996,-0.8529703630976271,-0.6375441081401347,-0.8823275234236642,-0.8312761107243871,-0.7908680556178889
SIDM01122,0.9409401800441439,-0.8760650201741085,-0.9031375944611576,0.16336423339479275,0.3379160661857431,-0.8340995178177747,1.1843616751305979,-0.8943527795611566,-1.0086982698285094,-0.9753477874317166,-0.8327554052123232,-0.8568745576644073,-0.6792693105739507,-0.9603568600053494,-0.8515786939248268,-0.7985378101168604,-0.740575295089436,-0.6499483495475573,-0.7919146620814448,-0.7146985934856168,-0.8777986018180416,-0.8390419756443698,-0.8236296475049992
SIDM00261,2.3259176893722073,-0.8576695143408587,-0.9644399355063319,-0.22534923134798704,0.3159065410553542,-0.8618478392708517,0.42981924691293727,-0.8762984121517134,-0.9515389807237975,-0.9471245749319237,-0.6818238289987347,-0.4555816256385206,-0.8019920132928897,-0.8882783597768282,-0.8313240632178263,0.9731527313327991,-0.7675658658809396,-0.7063677852880299,-0.891718383806462,-0.6927804490595312,-0.9725576816121424,-0.8893197696882101,-0.757626939513186
SIDM00154,-0.6888642990759737,-0.8440039665935106,-0.9605406298378373,-0.41474052773365505,1.4421889911067776,-0.7654938859404145,-0.5739345801801807,-0.9038796156228649,-0.8867871355127347,-0.9664146397075469,-0.8379748782177376,-0.8752004176190704,-0.8048258318070858,-0.8541502079199645,-0.8483217417630861,-0.823827239910233,-0.7727598913963167,-0.7796499678794786,-0.8508646120864142,-0.7000202937987614,-0.9288618006138938,-0.8018424538567831,-0.7715246117491993
SIDM00104,-0.7514522498953299,-0.9079671542303513,-0.8366929865215609,0.15133587663724257,-0.2239145274213937,-0.9233675718853697,-0.2852280020037751,-0.8744760879286082,-1.0481504111567586,-0.905740078391155,-0.8185225875269379,-0.7534584515217504,-0.7747743908808987,-0.9149955257400758,-0.8821506784364487,-0.7793742240520177,-0.7581523192688532,-0.6500754529660745,-0.7991178907556316,-0.7159725249994476,-0.9046396346241142,-0.8297395491159272,-0.8208124029524632
SIDM00267,1.1520460560947767,-0.8036094411673348,-0.7876695295469075,0.9062588446633224,0.14371162577470997,-0.8720579103385927,-0.5290480862238058,-0.8431832178793044,-0.9681182229996325,-0.9569258878088098,-0.570999832472637,-0.8416722710832009,-0.49316161823290755,-0.5988919821488033,-0.7012155691584305,-0.7636937506985619,-0.5361582697042071,0.13563787507624564,-0.8233359998316941,-0.6059838422690993,-0.9198392242607044,-0.85752988086715,-0.7483815389498935
SIDM00100,0.15927377665944856,-0.7936816849984447,-0.9275010689871338,-0.3018853240408533,0.3324395595806801,-0.8660727715831948,-0.8237106859785702,-0.9381664458370141,-0.8380705064922658,-0.8723348253882804,-0.8867577860750764,-0.8378255669958028,-0.7395919709238461,-0.8591990276310116,-0.8208469735619836,-0.7628791601469448,-0.8779496440116121,-0.7278395573719169,-0.805101298834473,-0.6662982352805141,-0.9411254493968485,-0.8402327136956219,-0.8128594959397658
SIDM00826,1.4654998216973631,-0.9140771053091734,-0.8563067191098052,-0.676602445601061,0.029525776111166427,-0.8927410770420932,-0.7210015642599215,-0.8322588823352315,-0.9696549294968674,-0.3688851062292092,-0.48641608417885573,-0.7004224098477873,-0.4969629482029127,0.10166299895620147,-0.6962950809360245,-0.7620816931932041,-0.6107323464617141,0.5226155866680161,-0.8773616414474724,-0.41341973184158304,-0.9023498770852874,-0.8694661562747226,-0.7050159030850189
SIDM00310,0.2865563056305288,-0.9316443700067669,-0.8760637066785129,-0.6036769419227596,0.09873832416170754,-0.8743097316398079,-0.3014548378162939,-0.8707622877013016,-0.9198862077125024,-0.9007728433236877,-0.8698541970766199,-0.7846108582862653,-0.7249398824370785,-1.015319157882612,-0.8636604708882183,-0.6378992661231635,-0.651029271165137,-0.8882981712146623,-0.8755985321863731,-0.6338955277935499,-0.9674472759285626,-0.8772838801400078,-0.7972034780600822
SIDM00482,1.5632106846075382,-0.8500392979363104,-0.8230539084110085,-0.5117018363490589,-0.12935283996725058,-0.8363991123528873,-0.8055264296890243,-0.7138520713218441,-0.9635046665767681,-0.197271604722015,0.7188937986436011,-0.6769784650864579,-0.6083114753001386,-0.4368851559377286,-0.72746218959581,-0.7070231182114646,-0.6904481084656967,-0.6079600309554799,-0.7808343164134712,-0.6502815936735915,-0.8223221875720353,-0.7617205340267005,-0.6807245620262026
SIDM01247,-0.4539895915575438,-0.7039297050539106,-0.87585131978789,-0.7334745047257468,-0.21675028581049977,-0.846643411932599,-0.7868061619665977,-0.6772435904677853,-0.8755809706508122,-0.8636423734459282,-0.7904235566634681,-0.8427766354459367,-0.7620101859349578,-0.9004115042395272,-0.7485826387785761,-0.7029879055404632,-0.736563912595478,-0.6961955012325419,-0.8281553732379094,-0.6507066071608186,-0.8081334975559649,-0.45648393705559587,-0.7638929982640575
SIDM00817,1.5965578320082807,-0.9184263856223248,-0.8135275626298959,-0.3922584717598839,-0.14390515751709246,-0.7869880193232957,0.057599836095243516,0.5651150312591783,-0.9927563649924913,0.85854434032285,-0.5006049389174515,-0.8791537392713419,-0.6692482033661808,-0.8325587584052905,-0.7883519419573343,-0.6279333586974029,-0.6763824822286413,-0.41003764109597135,-0.8590559085166898,-0.7166039455896347,-0.8938546673770879,-0.8270557758288305,-0.7075609094731009
SIDM00448,1.5030080345955161,-0.7758029271891032,-0.5966810160509013,0.8315327339605426,-0.03670631809247408,-0.7860535403683794,-0.6704630887027588,-0.7359523381920411,-0.7326344861518943,-0.6893733946881968,-0.8159320866229866,-0.5057927534928632,-0.7297008027776462,-0.9507926452889246,-0.7972569990686845,-0.794116067294477,-0.678187672312872,-0.2011153779803627,-0.7712234678411221,-0.4244940583523886,-0.6706274566027287,-0.7691185835914248,-0.6901096354950733
SIDM00086,-0.7964395162023272,-0.8418304559003567,-0.8263469652967055,0.4966856045128025,-0.0875552261399809,-0.9641747260468746,0.5668897461282522,-0.8004907824945989,-1.0073811227384522,0.5613049640752089,-0.601372101477676,-0.8268847044822207,-0.7672869624809563,-0.9089729196883324,-0.8348031845594587,-0.8015901392540844,-0.6241532524579825,-0.7780109656590264,-0.8801453652855852,-0.7198998390136431,-0.8554648846824803,-0.8427867433691001,-0.7969406062108827
SIDM00466,0.3959814416610084,-0.7652791223505061,-0.7853971608495983,-0.36426942151792774,0.1268165373905712,-0.9409458357523234,0.31015874296757673,-0.8179792831977802,-1.0831230444582312,-0.5913592947277139,-0.7985154847135864,-0.7760501891241682,-0.8072704233691956,-0.9608009904957063,-0.8535122297113721,-0.8045582033800763,-0.5697735103799334,-0.7651578987928545,-0.8239681461023571,-0.6318828515461583,-0.8473389528126108,-0.8864969549841204,-0.8658616789488669
SIDM01132,0.9301721102789834,-0.8550964705089253,-0.8368493740763637,-0.4586982912887632,0.1322861575762466,-0.8377954891306,-0.744395369650478,-0.8081034225010597,-0.995989483494078,-0.9531514105380474,-0.7680651028262597,-0.6983287206030712,-0.7655496281419103,-0.9862552255197397,-0.8166267570685812,-0.75115748302266,-0.6863571015963735,-0.6821235060144122,-0.8954125199062436,-0.6807956287114219,-0.8484361770420101,-0.9143697892452308,-0.7516088393152129
SIDM00465,1.6460096819327,-0.8559396913533404,-0.7816989012360874,0.4296773043511315,0.44918351155506786,-0.7016412245932431,0.9136490477846122,-0.8111088160303617,-0.9883180518469903,1.0576345108923826,-0.531277635564258,-0.6995559878912216,-0.7214344066109749,-0.9101663571248171,-0.7820805739327942,-0.7013769756874008,-0.7132616486207205,-0.6080113563316181,-0.8211068590432468,-0.6633184206419138,-0.8288172707684207,-0.8664134061413249,-0.7686404990103819
SIDM00565,0.17239989932717287,-0.7832971841238909,-0.8744624425961971,0.3562000318937168,0.13644477947306696,-0.8960127352484006,0.37964789963752865,-0.7672203263953593,-1.0111631130643794,-0.8383418602813929,-0.8257250545282989,-0.807636840611785,-0.7732278147510655,-1.0195814796238665,-0.8110047793968339,-0.8394125395066392,-0.7395588145247973,-0.4771629780686012,-0.8840162815645985,-0.6530880522524364,-0.8095738390404171,-0.6647542887360495,-0.8660646676077982
SIDM01092,1.4448994332434084,-0.6585284339888695,-0.8564824698873329,0.47934642194290433,-0.2724254074231756,-0.8682048860304957,-0.7869867254136922,-0.8364274143253546,-0.9837088845234984,-0.3933040023339665,-0.5700811492895753,-0.6844504197000235,-0.7183031857836432,-0.19988361346141906,-0.8018885844245816,-0.602793161867615,-0.6785712105006041,-0.6957229608183273,-0.8102845929773238,-0.6969928826273434,-0.9157241579963882,-0.8668160336841599,-0.718673435769614
SIDM00218,-0.5677186589880504,-0.8192956859931593,-0.7061449564913144,-0.5900990378679222,-0.03411969174919191,-0.7860216083116762,1.8066932243579346,-0.787515567205094,-0.9218666848977528,-0.79865379079209,-0.7347066386609661,-0.6197661160711678,-0.6279475737060278,-0.9025781333688878,-0.7736818076934049,-0.3696548886796813,-0.6295361501929918,-0.4161000771122887,-0.7191414193982416,-0.5774983983196047,-0.7874709625434044,-0.8279644164547645,-0.691528717495373
SIDM00044,-0.2231026835906042,-0.7095772584834114,-0.7453556226362146,0.25534843802681173,-0.1918465632595398,-0.7965406280002222,0.6813229245744168,-0.8259358554625811,-0.9766910368552983,-0.7688008352497795,-0.6174326594985233,-0.6550788451992957,-0.7584070503532647,-1.009412358503406,-0.695826146766313,-0.7205416373893555,-0.36876199813942656,-0.48840788938899865,-0.8727668044669834,-0.7176018452427704,-0.7229519369778298,-0.8395713168186582,-0.8754374603347649
SIDM00362,-0.4263584433464022,-0.8465933338309746,-0.7236777089742252,1.4999193487646152,-0.1383909795168838,-0.7184054187526697,-0.6752122758206206,-0.7816785519378827,-0.962586849840418,-0.8323840003931278,-0.6694122039393755,-0.6631772990574335,-0.7239601642680147,-0.9463759636692456,-0.7944446387444924,-0.6391213643281483,-0.6770091074838145,-0.5703916243781567,-0.8606679370929589,-0.689984442395154,-0.8167627331972428,-0.7987337384633455,-0.7212988285994905
SIDM00813,1.9819691536766502,-0.8069677981044115,-0.8447189325078892,-0.5441681145874075,-0.1597446179306692,-0.818338882355863,-0.7104068347115249,-0.8070896135482039,-0.9353912004518221,0.12038706526972304,-0.4803269797907582,-0.7474655907512826,-0.7520169966002813,-0.9047416187550494,-0.7929101987347876,-0.7520698390342495,-0.7293938850042359,-0.6769686266484577,-0.7953465202664846,-0.40959200616394725,-0.8725776225028492,-0.8066547994665408,-0.8047916871642915
SIDM00364,-0.47581205859630715,-0.6285497291329207,-0.854563581549754,1.4930444355217478,-0.24317964827376015,-0.7912651508237354,-0.6365434533180483,-0.6796641226668437,-0.9655587204518115,-0.9052621120241563,-0.7657318200594457,-0.5965400952956976,-0.7331295168319785,-0.9502771995631226,-0.7860710822542463,-0.7141052474036247,-0.6709802406990272,-0.10778951379542771,-0.7935312220164353,-0.7522168724490372,-0.7847226280320715,-0.7200279185413915,-0.8582991620666078
SIDM00792,1.7482407102470365,-0.6756886171480315,-0.7614069337764963,-0.26169017941090017,0.11034513824697866,-0.93123201263335,-0.7614592823444679,-0.8371382969005283,-0.960173870767737,-0.7616263092977933,-0.39719098241153095,-0.6383016049134588,-0.3177665985439133,0.8001601316415212,-0.6991406306794244,0.08881565158852724,-0.7836688852537004,0.5988910342840597,-0.7744138754353037,-0.4747007716709743,-0.7784508199969351,-0.7503473870690475,-0.7711008686021839
SIDM00241,1.3995227341920222,-0.946690890600486,-0.7685247703727246,-0.5672694174247125,-0.005278821182854716,-0.8571213852061385,-0.04888098181191343,-0.8212053614665253,-1.0139794135386606,-0.8694075822212286,-0.7781634390392174,-0.7554257717219088,-0.8461402117792293,-0.8931030959408361,-0.8523001811573048,-0.5968486780011597,-0.6110865062292473,-0.6883563849006372,-0.8977616203285314,-0.6351904325095085,-0.9096781437468735,-0.9172251273539105,-0.7611560178073238
SIDM00091,1.0285177741991194,-0.9236159896582447,-0.9451631963306131,0.20694629470825376,0.3386669491067371,-0.8816494513558558,0.5605126150991717,-0.8465279707837033,-1.0239046733873272,0.006188728041930221,-0.626780765666136,-0.7796544880479793,-0.7829627096318331,-0.7972558700600225,-0.8542233314082458,-0.8004772126280952,-0.6416718320136244,-0.3452195141929472,-0.8697497045447407,-0.6457773624119119,-0.9022964859989816,-0.7748827558667822,-0.7755945155797546
SIDM00427,2.141878310663094,-0.8510051458870597,-0.862164748058651,0.1778646127778594,0.33185094907829304,-0.7900873445769574,-0.02388872080584779,-0.8435924504788809,-0.9674434683086114,-0.8515703310100028,-0.3969578242382494,-0.316901622841843,-0.8050578441933812,-0.9518243710500361,-0.8270322687571046,0.012390907938189533,-0.7457262929925683,-0.6648297974829253,-0.8634457449225971,-0.7596854545771528,-0.8277977131434767,-0.8252460927926926,-0.7624545140971131
SIDM00758,0.05923144908823101,-0.8366841778638626,-0.7711836624409875,0.06086235727930211,1.1312036768391753,-0.8373191778130924,-0.511618257655274,-0.773494171058102,-0.974063839098525,-0.812019483658742,-0.4969985014070721,-0.7540841327371531,-0.7670830373701162,-0.9136994740779646,-0.777467147678131,-0.7909877088937608,-0.4540680945070442,-0.5950236366969146,-0.7918388995349109,-0.5336715823801189,-0.8787069058524787,-0.6093406565339079,-0.7739690073331239
SIDM00612,-0.23653205554110068,-0.8036413812995941,-0.6279567250895983,-0.7812264440499664,-0.03016907697525174,-0.8530728787508111,-0.3440377485769277,-0.8199802531066906,-0.9883784175696282,-0.8524648719746138,-0.9275906472730687,-0.8291135570978033,-0.7774534908958863,-0.9361149950974126,-0.7985290330917844,-0.5449699705584858,-0.7344835527186421,-0.5936650414956542,-0.8325924343744037,-0.7523368419204234,-0.9236278739408292,-0.8743578708964568,-0.8401488663705434
SIDM00553,-0.2784276926038096,-0.7392999229520734,-0.7559310033641795,2.0601794394655872,-0.14394575661340686,-0.8343115434970058,-0.7555793700861595,-0.7835517325408073,-1.0083420940616192,-0.7802978386205118,-0.778650620087496,-0.6790008504136761,-0.6425686003956156,-0.9522382554822327,-0.7726513985206742,-0.6873766109453097,-0.6325300991560955,-0.46982206320415915,-0.7306804999766997,-0.6731945150638511,-0.8341991039692574,-0.8458739094377529,-0.7437534717500269
SIDM00343,0.713593309506214,-0.8808758636479234,-0.7929650113953084,-0.656566341009195,0.16300435230421403,-0.9420172958586882,0.7210180468992013,-0.8454374835674936,-0.9934857334379698,-0.881703595076755,-0.834852536400793,-0.8176903507527874,-0.804655417280201,-0.9004345931553908,-0.8300763933467302,-0.5670700732815166,-0.6445753188576502,-0.6192019582747847,-0.8667018213660673,-0.7767301247875431,-0.9085106363197007,-0.9004462787362757,-0.8144431513493563
