,CHST2,B3GNT2,CHST1,B4GALT1,B3GNT7,ST3GAL2,B4GALT3,ST3GAL1,B4GALT2,B4GALT4,CHST4,ST3GAL3,FUT8,CHST6
SIDM00101,-0.5463063611530143,0.4989319783671904,-0.8246023200745728,-0.6512952773188722,-0.8292271142972134,-0.4830752985354647,0.9425778877051366,-0.43589326666600986,0.9596505127366075,0.2639472970383182,-0.8515844177397712,-0.5492203883047909,0.8284115823726441,-0.9968955179341858
SIDM00114,-0.8112536041461792,1.102032015215488,-0.9816569562047028,-0.3390229785309599,-0.5383629329543373,-0.22695788827510088,1.3728783212716371,-0.5111430775007427,0.8039597621618318,0.5619974146475748,-0.8685808370165417,-0.8336040658125475,1.6278968034091172,-0.8925526757711952
SIDM00102,-0.5593190498053285,0.3444039450891229,-0.8237758666665923,-0.4672995125795169,-0.7166860050752555,-0.35561647635051713,1.1892354965233352,0.31585365982102737,0.8075210264799095,0.37098827325711914,-0.5373810437915676,-0.7618823331015635,0.35481553888153783,-0.8438181050362213
SIDM01122,-0.6602317730851042,1.0614524679349875,-0.95374171963619,-0.5726922932587961,-0.6672133512690643,-0.37746602832216697,0.8660093307105714,-0.6778246103176849,0.6049531414022189,0.16722996000692875,-0.9314644695739827,-0.680850456779777,0.7611361486456879,-0.9155306454793027
SIDM00261,-0.6553779058578887,0.6840743284709372,-0.8581892799338036,-0.7556870762049854,-0.9074910311116428,-0.24679249647548288,2.0291968169354906,0.24124788911874107,0.8681027125781867,0.29438450777288905,-0.9214602372492694,-0.6937534253127134,0.47517680673200324,-0.8187809009753986
SIDM00154,-0.8178765666660188,1.4777177699201276,-0.9260310260055276,-0.030208153130240126,-0.7043085028750935,-0.5936413273231631,0.9155123160228482,0.21997826810187782,0.6854366300668285,1.4320817094284741,-0.7392483235326014,-0.7475581677076188,0.5884519442942571,-0.9978204174017035
SIDM00104,-0.39510046365793516,0.6248610675115305,-0.9405055491111569,-0.35124515405220863,-0.7755818774862914,-0.42692016676435846,0.9876006451787385,0.20976155403260777,0.9070447168686315,0.8449171919650998,-1.03625038857648,-0.26769129091381394,0.5224964920738947,-0.9278344797794138
SIDM00267,-0.759515714269932,1.2975168274620694,-0.919205401839646,-0.5113299596517354,-0.7275048914183517,-0.5762849202393925,1.0106389887962732,0.7152106487505767,0.49885230233834005,-0.03667639244696798,-0.9798719477809436,-0.8107315312332736,0.6174569136550391,-0.8338804605257896
SIDM00100,-0.41224467538401294,1.3465117410741236,-0.8980231027791152,-0.3513873491661947,-0.7483542401387858,0.030352201689305053,1.145147164082329,0.8832805748390956,0.6156735491086338,0.924978227987198,-0.6872476501078701,-0.5809683156414647,0.6254022470060084,-0.8370280549690137
SIDM00826,-0.7897229776909047,1.5696909178836207,-0.8700944718315362,-0.34419003951271676,-0.8231142303412099,-0.5168937332350922,1.3348632192155205,-0.41930989410115765,-0.06722289548039587,1.0717611451011406,-0.9781654367753476,-0.7939947397426729,1.538268576844768,-1.0003200404243269
SIDM00310,-0.5792660755358594,0.9819256415423451,-0.8560424631762309,-0.429578886770424,-0.6773059247840275,0.17418213177876976,1.6449828401350801,0.8956649878994647,0.8606268921189144,0.680146927657176,-0.7445059104374474,-0.7096425462851212,0.1690901825374421,-0.9072335548074693
SIDM00482,-0.7492304938419837,1.7475073763469389,-0.8074899078135478,-0.4103769031346329,-0.7217690158431801,0.40314023299695495,1.511892021314516,-0.5738146299037786,0.4381506318360177,0.4438425791048661,-0.5496732491568693,-0.7554904561148477,0.9817713513904383,-0.8736270412948828
SIDM01247,-0.6860842343669883,0.9671619475044394,-0.7249871421857916,-0.5033702785191917,-0.6865845736093589,-0.36603394778553994,1.8274315365665776,-0.3852791734880823,-0.04862230580062724,-0.0017964108737208383,-0.8141783861918875,-0.7378500384232016,1.0181332549530697,-0.8428740658021137
SIDM00817,-0.8638218227194503,0.2782934848255437,-0.8283784963389731,-0.34607459804976726,-0.6316486057189848,-0.3843621905737956,1.2857734948766086,0.0996952747604039,0.6263911831123701,1.332428072314498,-0.9140402427123402,-0.7081081872023943,0.5702085051019962,-0.8881680595985135
SIDM00448,0.5371224938731808,1.8301464509682859,-0.6590324519949254,-0.06647275046091804,-0.4303518921276442,-0.07857260103903921,1.244986756496565,-0.25747681395681077,-0.020134854219495624,0.2589989320385481,-0.8753175275310889,-0.792380132760286,1.005477927202869,-0.857959031043026
SIDM00086,1.1303015983531521,1.072986404195929,-0.7722181830337964,-0.5083700728736511,-0.7242856112430176,-0.24085096384681243,0.8527894982533105,0.34390299931984647,0.9278050898528717,0.3486674417104879,-0.8405599113764921,-0.7065939032486375,0.8681910721800989,-0.9293965841208477
SIDM00466,-0.64389735126784,1.0737635057636785,-0.8639292877643758,-0.6074082854163688,-0.3750332687808605,-0.5686773384654834,1.3758208074207687,-0.08570345681036652,0.47864278968939106,0.7249185702332815,-0.8738345325174034,-0.7658294324201929,-0.03332890679506138,-0.8002354411824684
SIDM01132,-0.5363516358021195,0.6689449094179939,-0.868155255371545,-0.5630894460456001,-0.8587518073263595,0.0272786469804297,1.403750370971405,-0.15340857495636115,0.9740031143162468,-0.11727594108093953,-0.8065941482322758,-0.6484414049933865,-0.014942449042847172,-0.8768131580206281
SIDM00465,-0.625455677896693,1.8056472587524228,-0.7647229027267471,-0.3864540623600233,-0.7329829646794628,-0.5855167972637639,1.6271285226492351,-0.6204028145426902,0.7011631383167685,1.0938834306421032,-0.8190887517801386,-0.8532065596268033,0.9686652189838524,-0.9096691833588646
SIDM00565,-0.6534329192577543,1.012367391577736,-0.8634174125860403,-0.4814905128709448,-0.7002531973033665,-0.6695803099990513,1.036168819027139,-0.10621805287951899,0.7615850470826214,0.7897527501613157,-0.9260696784129951,-0.8564070896466711,1.0722170650798457,-0.798083725757349
SIDM01092,-0.09432295910617051,1.8812842085950223,-0.8251089450377755,-0.3821164898824309,-0.43770276385321955,0.27766781838246396,1.1965641681592638,-0.19474874094469952,0.5478384073298228,0.7626949519392704,-0.721273661716445,-0.7967609769302783,1.217019774420447,-0.7286416493034732
SIDM00218,-0.6358958807061178,1.037038589357257,-0.6808333497537992,-0.4887502205848778,-0.6158729553134479,-0.7085784648819168,1.5353957444940707,-0.018489058031244933,0.9665278426864046,1.7350034279525235,-0.6393716875451803,-0.4752099341728256,0.6018730238606153,-0.7297340549743809
SIDM00044,-0.406687745467046,0.23310083048557972,-0.8929353831415436,-0.5833176109281683,-0.6164921161462495,-0.34570942804545873,0.8365391850266857,-0.45804572441143976,1.1093938503371719,0.5792858452006663,-0.8806785995840031,-0.7149698374140872,0.9692679180376285,-0.7636693402062259
SIDM00362,-0.34608223166610597,0.6516245446890343,-0.8376174822108263,-0.5000151254204391,-0.6696899116659971,-0.2231458135369224,1.4572958210951539,-0.4197785450599457,-0.0294500315868844,0.1964195071425316,-0.7981388623508946,-0.7220537409743883,0.910152618033205,-0.7352723686830824
SIDM00813,0.5075815157909401,2.625184458922349,-0.7078318885284612,-0.3825612719384849,-0.45912605713412963,0.14183723174896334,1.2834879205331229,-0.19138981956683027,0.24392791937477162,0.590858535979366,-0.8871914657185833,-0.7145527084089187,0.8588881928270892,-0.8637838492943665
SIDM00364,-0.3973865249276297,1.8183820035363325,-0.7248232149312059,-0.5925465653432892,-0.586998519547741,-0.3722440174270891,1.4218720224151566,-0.5144360023948764,0.8120979303296217,0.7704605434270632,-0.7250237942751323,-0.6820221633114586,-0.028167790286301772,-0.6515062217792569
SIDM00792,-0.7479630844828494,1.0457189399456013,-0.4960910883665659,-0.5759101273079317,-0.7551926121711746,-0.7016874521230094,2.0648161955112534,-0.6722067141572325,0.780941404935913,0.495450275692552,-0.8505262675714478,-0.7792844246618813,0.358629740361482,-0.9051267860894409
SIDM00241,-0.8149591819290777,1.212023787264843,-0.6647879654976352,-0.4383356651077624,-0.8008074601464545,-0.7000481957027755,1.5330856651474885,0.3688492085346363,0.7535475386655769,0.7872111193869008,-0.8428280691172191,-0.8251491483816767,0.15366434430085538,-0.869152777070658
SIDM00091,-0.6767623185825297,1.252100701219029,-0.8295741120880173,-0.4945608397452194,-0.7303368569713755,-0.4504756524753133,1.0149162900140511,1.0622022036825818,0.43300034859477976,1.3385539642279893,0.0285860411960677,-0.7989694468466043,1.1936928189716025,-0.8566235835800092
SIDM00427,-0.7009843658221391,0.4975491400338145,-0.6748439372866886,-0.6030795564334915,-0.7440732422832629,-0.5146790136313758,1.2315361528031856,-0.3845629344960392,0.6888139767975758,0.6831057856397914,-0.8751902706671935,-0.6867009113829515,0.634959517532317,-0.8820071278094175
SIDM00758,-0.6782699969722532,1.1927545815567948,-0.796916476035644,-0.3373342767384167,-0.6035466240547415,-0.624729123102308,1.6934483448966238,0.5835491260599484,0.9717953865719529,1.3485984556801434,-0.7743797502831463,-0.8208893015078285,1.237429292283105,-0.8454297474656939
SIDM00612,1.3932845647074352,0.80767459762585,-0.3552631818608956,-0.4370269322923501,-0.632478181302084,0.23241356558877274,1.343042053467678,-0.15240142347650112,1.0697788408765276,0.5914262623663145,-0.9293890267535551,-0.6274109133954386,1.5530488057614524,-0.8790954026667035
SIDM00553,-0.6672616065679523,1.0689924213710738,-0.7409603953178339,-0.5387671950247281,-0.2128300838185876,-0.3184610742670335,1.0988511428551775,-0.11738029168776817,0.7787137292822468,-0.058879195522879575,-0.8211401783151233,-0.5766524006024457,0.2727155167234255,-0.867053943376357
SIDM00343,0.4921461280902265,0.799695777893618,-0.7199129636890867,-0.4692522269678615,-0.7596814926048254,0.005880696685439527,1.1569438864535166,0.5682401840016972,1.0015731009538884,0.5117865497747972,-0.9409994093561271,-0.6105003119324321,1.3098950861457914,-0.9037720687516541
SIDM00543,0.5314662846107707,1.4375237368090417,-0.7375952940631212,-0.5672298674035471,-0.7587781215528336,-0.04871105102377161,1.3905233714952614,0.30722193635315087,0.5911631545114346,0.6474598512940463,-0.7694232969344368,-0.5950585572644277,-0.06927296528864267,-0.8063929184624147
SIDM00537,-0.7555443495125371,1.3374004780584188,-0.8660224930035748,-0.6191049658409657,-0.787981730311542,-0.4865227746914441,1.2646574438179288,-0.5153981781845753,0.8975136333998305,0.7616849833567001,-0.016579005167371867,-0.842670156009924,0.7974380692360865,-0.9744397248749297
SIDM00332,-0.033035213169989336,0.712796258347611,-0.8827065365721422,-0.5364118529445017,-0.7459343683246715,-0.4800475029492233,1.536019078824075,0.25940360014629504,0.8996213406026676,0.44231419021311275,-0.9295160840764919,-0.795607835230367,2.131473489846471,-0.9271714406811539
SIDM00299,-0.6772398643227843,0.7921175388816185,-0.8618488544415465,-0.4612906501210213,-0.7021955461975289,-0.1054828746222815,0.8197385613237617,-0.6014985954881278,0.8027901489327107,0.7187673668652127,-0.8701681446758345,-0.718877034284815,0.8334261401495077,-0.91520345249587
SIDM00308,0.7086531664265957,1.7557114817384467,-0.8014476477805462,-0.5634223427863831,-0.7258802636402558,0.17637740286989387,1.1906762878711055,0.5681834990991531,0.7999043873763567,-0.3314484226949588,-0.7954043198975289,-0.5508206108639676,1.4559449813028833,-1.020882938199676
SIDM00227,0.29197890354720685,0.34410109276112333,-0.8254931690541364,-0.35658975689708244,-0.7859200543449889,0.05858868895637636,1.1089992166538063,-0.13661828082580407,1.0620857771816916,0.5535195730702014,-0.9254758288045241,-0.6557545984780051,1.5220208410283314,-0.9649430617289663
SIDM00294,-0.4063886556503512,0.3515346359232343,-0.6444377155003302,-0.6466639140151091,-0.5697571662347211,-0.41294881632302777,1.2951997148425958,-0.5841220985808963,1.243207604509338,0.13507957520873107,-0.8220046550403782,-0.5456466242948198,0.8147252896982158,-0.878453935355515
SIDM00677,-0.6590197564794563,1.5378217382180708,-0.8542254628372191,-0.490844202924436,-0.6952127794284823,-0.5350991328563423,1.556147481215223,-0.517095957948572,0.6463483198428974,0.41096809085620456,0.37508309058674166,-0.8124056934264936,0.8514305508916474,-0.6844433217741999
SIDM01220,-0.3575061470545162,1.1749935474086204,-0.778175092808801,-0.423625827431285,-0.7919120678321361,-0.18252084469159943,1.327825838528621,-0.0017639398752159225,0.9213063937157475,0.7570288350171571,-0.860646868451544,-0.49989234319432924,1.5906866971803708,-0.8134487302257473
SIDM01259,0.3062043383836833,0.7035813799771651,-0.8520965841759703,-0.6407639015075379,-0.6018999561239741,-0.5029913667659314,1.3523827084225104,0.06885805454853143,0.7397012646379068,0.8158242623334695,-0.8654610203698443,-0.46599657293753677,1.139520700610367,-0.8705405951175167
SIDM00680,-0.7732201838834337,0.8129728416539548,-0.8568449615201675,-0.5787430576571087,-0.7720472971602503,-0.4982509914732308,0.9403797410811483,0.017088654750691854,0.6478300836396912,0.3156446008141213,-0.8739343120528876,-0.8337820649847064,1.0029033101609257,-0.9173280871037433
SIDM00346,0.9929137502655695,1.1184336080255435,-0.7738457021807716,-0.6175987820707439,-0.853992810520119,0.7625861182601154,1.2172823653441283,0.7395211705367755,0.5667393648009976,-0.2168873106433591,-0.8735339012437191,-0.633619671499234,1.2958480204777345,-0.7390734381135704
SIDM00129,-0.0001481883131511439,1.1357857767213537,-0.7815235303070971,-0.22944401311437274,-0.6935045324305827,0.16141175233324911,1.8170951048050163,0.27932176051575547,1.4151314381169664,-0.31379596918893243,-0.8156422299596039,-0.251000008698937,-0.06837017977534032,-0.7850424350903715
SIDM00627,0.7212489715845097,1.2423374078102856,-0.8341259961393752,-0.3874414977433162,-0.8106196993469487,-0.6323401412098444,0.42140986040486933,0.5493617777916753,0.3117065072369055,1.465151175767822,-0.9064568903211261,-0.8423300520960391,0.3542639503717632,-0.9221637425434489
SIDM00293,-0.13997499392825932,0.8387295678915089,-0.762184006935447,-0.597646261260995,-0.8616154294146264,-0.5430982249021606,1.5389735553258561,-0.577907203300862,1.42672480439259,0.5387979632348766,-0.8522328612949301,-0.7508408412357803,0.7308707175977074,-0.7990511767134558
SIDM00274,-0.8794938999473126,0.9569842720586519,-0.8037704200259541,-0.57667678998059,-0.6267672679004569,-0.6209528561704196,1.3988079466903531,-0.35650135615250067,0.6928878919347655,0.6833839827158403,-0.732697854467529,-0.8255630913897584,0.6173932819131432,-0.943978504144428
SIDM00544,0.7355628516898455,0.7357545352331508,-0.8049798972886392,-0.6973258448696336,-0.7846489468619524,0.0038318391090015917,1.8406199241335492,-0.31234338880307133,1.509255595863505,-0.27806453918167073,-0.8660591907309054,-0.8338252585732441,0.7209381889191276,-0.8446194199195693
SIDM01006,0.13001000948874905,0.8810746431683716,-0.7651237548229897,-0.40925208512306566,-0.7768413596018607,-0.24432657130400834,1.9139323469542318,-0.011759725514695858,0.23385406354338956,0.7870587206389058,0.11398628400501953,-0.7696979544511107,1.2323254086653095,-0.8865136004079697
SIDM00302,-0.5147780752127148,0.9413171380979605,-0.7911321347599183,-0.40176142032628553,-0.7500883781278226,-0.3446445905396407,0.8857462984360387,-0.5647262195422126,1.0062216985045729,0.24984628732011172,-0.7664254702722174,-0.7166900038213805,1.590672273263594,-0.8005087190204299
SIDM00549,-0.2531031937365184,1.954515239240918,-0.7387844652224957,-0.5456665290538597,-0.5593635555304716,-0.2092413933917353,1.1461348877161668,-0.216195979087017,0.8333377897255653,0.16726173804595335,-0.8613047987346113,-0.5390267295007544,1.202651378367099,-0.8383187788353672
SIDM00292,-0.5724493449345797,0.6145811356110987,-0.6304048355092963,-0.7003805872598814,-0.8571780568171246,-0.2621051140766825,1.717466988650346,-0.6814559492290071,0.8103315070599,0.3997305283365185,-0.9255540956118139,-0.5595457299168238,-0.13441530043154398,-0.982289189559275
SIDM00623,-0.063201696723726,1.7352109237511144,-0.8111314310078578,-0.3563068824851506,-0.5534980522331886,-0.024313158214609474,1.0592628763427587,0.02981264711425139,0.6996555460383171,0.465222449026528,-0.8328272256972873,-0.6245889398869313,1.1476780432308962,-0.9092383728028296
SIDM00638,-0.8008375830032196,0.8855889248458046,-0.7622396179396882,-0.2014073194602236,-0.8008684195140572,-0.5868528106492844,1.2445685444715424,-0.3669415781994637,0.5695291519367413,0.6931018252685115,-0.8644042921325309,-0.8605242634817432,-0.09854705246498827,-0.9156757724149702
SIDM00527,0.15323813322594276,0.5968689298132821,-0.4859998778736287,-0.5640481058475971,-0.8348483051584357,-0.49307862760753085,1.1470640520085642,-0.4093711491173168,0.6954746706549326,0.3987322965637721,-0.8393142107421725,-0.6800068255138214,0.9656713432385536,-0.7899531394907136
SIDM00976,-0.25641853727764685,0.7972762327433085,-0.8454270009771553,-0.5221035063994167,-0.7010409230586834,0.09672961046065784,1.6211473096158657,-0.31893705184474436,0.7963015965037872,0.6034929691771609,-0.8402480067734558,-0.6327012212151054,1.560088978419413,-0.8931249441445356
SIDM00316,0.9406020752847073,0.1179398097549576,-0.6409843220520822,-0.46295332651051085,-0.7812827492394795,0.02848504500713094,1.088855498362216,-0.18419698166904067,0.9770481812222362,0.43761061955796676,-0.8696278395907198,-0.586826726209486,1.4389099300390498,-0.8740123028922809
SIDM00326,0.6689041760688794,0.8496462457600977,-0.7284175365310736,-0.61056372265688,-0.7558107609430262,-0.002739892978007399,1.0337536305189459,0.1601567272885991,0.6567257238373981,0.4391553718631183,-0.897869318276933,-0.7664946944584002,1.0939120515706007,-0.8680879065657393
SIDM01093,-0.7184429379315399,0.7990437940878182,-0.7630447830897206,0.05262021943570582,-0.6822278543182917,0.3779203024241308,1.1328368038075542,-0.4550823878800547,0.6503477637221173,0.659845609906144,-0.893801780784881,-0.7020852380527812,0.25293466548891524,-0.7639281301454245
SIDM01098,-0.7517338830219704,0.9183534403547087,-0.8478952539675039,-0.5783154233948931,-0.6629421941976839,0.0021934142690545207,1.1941353131444261,-0.5641316815422042,0.95009870099748,0.8419727923381555,-0.9296808008361308,-0.6165889228772853,0.942759136383962,-0.93094930445061
SIDM00424,0.11015810805866294,2.1219613581918977,-0.8223777272353653,-0.5685179227552752,-0.696776999098521,-0.07080796586802775,1.46491709615736,-0.43267759687591545,0.3401713147030342,0.31034510626744066,-0.8022103483038354,-0.6692520637231937,1.2826266582834287,-0.8294724024844204
SIDM00973,0.12130424591215805,0.8509004214546663,-0.823079054760941,-0.5068276356577214,-0.6961718444589514,-0.2823448363095632,1.6156867554773655,0.36555390281049815,0.8732100896962207,0.5593079967490064,-0.7746897834803474,-0.5592619552959648,-0.17336667209817078,-0.7872107933997963
SIDM00411,-0.7459171159110503,0.9570394179764504,-0.852118386422748,-0.6599869276670689,-0.31432503537226714,-0.6180268210121151,1.0850576439821467,-0.21254151481539937,0.32796441830720763,0.3892815476204314,-0.8759115618861703,-0.7771034011569333,1.7103396813434673,-0.9485664923761501
SIDM00374,1.284378214231078,1.3870690086692123,-0.8805821692116486,-0.5030459818483038,-0.6660147262678769,0.5534488045053277,1.0282480633842244,-0.44779601563781735,0.47633860936005445,0.49132799027975577,0.4996107702870085,-0.6580907334649013,0.6171974378506982,-0.7391962344895359
SIDM01160,-0.30112526072562956,0.9153839377766311,-0.8033424407088384,-0.6003421115109082,-0.8027242285274971,-0.5282618314436704,1.1734667993263332,0.03000851749890774,0.5610954363508768,0.9314706678861479,-0.7869382094334151,-0.7938620497106696,0.4259789275261634,-0.8788501833611614
SIDM00145,0.4457043174796141,1.7396402557955717,-0.763068078347128,-0.6014113908397382,-0.6669805244970473,-0.14289152352402454,0.8891408114155365,-0.3912713461339476,0.18324031409882394,-0.20627167494954307,-0.7893945899040125,-0.7585869965150016,1.1063062593807678,-0.8287137259134608
SIDM00975,0.9043325428911174,0.9582582500051602,-0.6410161100638055,-0.5895115708374178,-0.26268177688435107,-0.01978286292397869,1.0522562214158742,0.693188896799665,0.6839423229386511,0.5012126767647118,-0.917430547797309,-0.7000411689651691,0.29367784236789723,-0.8530224947330969
SIDM00971,-0.8244588263995476,1.1794279765853037,-0.7361048746100926,-0.5659463448326384,-0.7164443494129475,-0.7482203286498184,1.4702470840545234,0.8660470859364969,0.8778244423325274,0.22400753439367596,-0.8067182822625928,-0.7858090650696536,0.5256789485376181,-0.9028973969537286
SIDM00251,-0.6808138877667717,1.1300242013471802,-0.7370296127980006,-0.6007299726045672,-0.6351079035152457,-0.5413391016387306,1.2489021391981585,-0.5008745188951347,0.9390341729049642,0.16834269849520495,-0.8261881118158869,-0.778091703354851,1.0427566081134896,-0.8855501969098515
SIDM00412,-0.7298093965743135,0.9622789130719955,-0.7593456493464794,-0.20117770980659563,-0.22021969237685643,-0.0735318550614747,1.2129831650346157,-0.13807889994522562,0.2816964726825259,0.5566667691025609,-0.8397484890952971,-0.79869420357647,1.772032344445772,-0.8452150466585999
