,CASP9,SOS2,E2F1,PRKCB,RAF1,PRKCA,RARB,BAD,PRKCG,ERBB2,MAP2K2,TGFA,BRAF,MAP2K1,RXRB,PDPK1,RXRG,RB1,RXRA,RASSF1,AKT1,AKT2,NRAS,AKT3,GRB2,MAPK3,SOS1,MAPK1,PIK3R5,HRAS,EGFR,KRAS,CDKN2A,EGF,RASSF5,FHIT,STK4,ARAF,CCND1,PIK3R3,FOXO3,CDK4,TP53,E2F3,E2F2,PIK3CA,PIK3CB,CDK6,PIK3CD,PLCG1,PLCG2,PIK3CG,PIK3R1,PIK3R2
SIDM00098,0.11527483320994761,-0.14645705387439345,0.510135825887728,-0.7593485237630189,1.105522053320851,0.665712107089428,-0.7629452769161768,1.3626428202609033,-0.7676440311455066,-0.40241393688625937,1.7985337293991823,-0.7082790054391395,-0.7822293700544648,1.3068758587456268,0.16737489121341692,0.9813605094842519,-0.918345870804778,0.016058739893408634,0.8349728424244163,0.03653609140061328,-0.1589299914649479,-0.6708840724550083,1.796453302028577,-0.6308758124179298,1.7461961434059645,0.3043844854751119,0.6227387380923055,0.45912016079758144,-0.8478427138862007,1.3875517393560706,0.6298424319898418,0.47466145476394606,-0.7611210294012334,-0.7040249172630424,-0.7831650639814054,-0.5004949566135365,0.8203615221033649,-0.12338898425520059,1.6140950636714726,-0.6512429962791757,1.6789071631114505,2.3533346535005797,-0.2857234055097085,1.2588280164808132,-0.31863223932408746,0.8515901817502423,0.17596570516696397,2.2852606993161864,-0.3846227482318617,0.3230023779792916,0.1106998377987468,-0.8832652758626194,-0.435137947832969,-0.16420752704121946
SIDM00225,0.1189453234354661,0.15464606464079755,0.7095703519573987,-0.8488476625423591,0.8348573535582411,-0.32273940766304543,1.3923193959822715,0.6316810958179817,-0.7962875933653063,-0.582178591662502,1.273364272885486,0.34332646132563793,-0.37593296330682047,1.7672558841865322,-0.11849605859982237,0.9440534074438506,-1.0229220463046895,-0.2338632487454279,-0.033560720986816374,0.660680124400137,-0.12032069319968533,-0.48940933136072684,1.8397846356450012,0.00327414136633282,1.566287194929019,0.42574360123698995,0.7242755066546729,0.5101479725257008,-0.8339691836356542,1.1051907729656958,-0.47226253101766874,0.879071646217962,1.8201551078412437,-0.8171621954713532,-0.7496123323295943,-0.5679522484975105,0.6492330851644248,-0.17368924498095675,2.0388315196239675,-0.31956181662508887,1.554327385468267,1.9720925673450305,-0.6204080570580509,0.9658058274085484,-0.07876034095545313,0.6432993664700564,-0.289436664838999,2.075727382712955,-0.4259825966617104,0.6773349592321166,-0.5021284841151514,-0.85038006208633,-0.2771121420304421,-0.4603573061973098
SIDM00846,1.4427858245132252,-0.33627621821732756,0.7857521884326684,0.3937068401889022,0.8698531163205813,-0.28414790650247623,-0.6993833033803911,1.1457513347465378,-0.7174047400905132,-0.43807267212906403,1.1338849989723598,-0.7425622497626523,-0.7589388476329242,1.8566577901095587,-0.0919220573784203,0.9882606559100836,-0.8531627366759071,0.15958755471976,0.6153103081929171,0.7104193494220377,-0.2132189230298964,-0.5416768291323578,1.689101416942715,-0.8366500827076601,1.582817379722509,0.40456292514070263,0.3263389430642861,0.3639110576930663,-0.7286019215380581,0.6951875006183451,-0.4729979716097495,0.705831098423714,2.166953370595301,-0.7356509393306963,-0.6965812868910152,0.23609226763214183,0.31115687913983525,0.1361630588670387,0.07087854832076719,-0.06271061018132987,0.8495733505223776,2.0039845495432793,-0.5811015847484154,0.8880523683033342,0.1728051751688117,0.3009842739833732,-0.288815158393606,0.9516021797407215,-0.7489569632522669,-0.12929553963851775,-0.684611185447512,-0.820596360725214,-0.539366920455228,-0.30207525946749875
SIDM00291,0.8389360576012556,0.21050477281114974,0.2981057210658998,0.511977753015404,0.9796559767371458,-0.5639027357226977,-0.8683993974680919,0.8276005928737822,-0.6818573122373017,-0.3288546015274794,1.2604308368381785,-0.7129589356304419,-0.11087046888498304,1.6589398477165531,0.2527391341103366,1.2706719121151453,-0.9117378270697215,-0.3756504775626648,-0.044565311585130316,0.13501717677836628,0.19571455103036073,-0.3319020096946334,1.374692858095759,-0.16736406499652842,1.8578936789144092,0.8556571961413694,0.5486812928608678,0.5321205356572491,-0.7365915933005378,1.0154145333144973,-0.7010901879183482,0.9636772611317815,0.9420004143666958,-0.7759404858109082,-0.7520527510356192,1.211765128860038,0.618431883175529,0.20516428708917692,1.394041590551702,-0.6587730241746428,1.4439594695754823,2.6016268107613807,-0.5084398361676555,1.3714811290366928,-0.41557136905533726,0.6758468981090971,0.7973915424442831,1.1710865981991583,0.019775914665252674,0.6652808427630261,0.5307139353125314,-0.9451146794788785,-0.1357513311775369,-0.25954488834721806
SIDM00520,0.2067682953296997,-0.15327484864701205,0.16466722873874487,-0.7736898172630116,0.8454594995210262,-0.09266788333177609,1.530221442967708,1.636546043141935,-0.7610415022968393,-0.3585332144231486,1.5326932560318176,-0.6022102495897935,-0.5368144346923572,1.5191012332163636,-0.044918379169443495,1.1506451896167227,-0.8681847502103158,-0.6132319784903164,0.4121426829651195,0.48960309720060224,-0.29195671144782676,-0.574813865969313,1.533903796599923,-0.10742363391901054,1.6113510472933754,0.5000866377405552,0.490206872722997,0.26042457304454064,-0.8314140434830632,1.5161091203354689,0.17015761897142367,0.17721634025831323,-0.6084975171405642,-0.9782685487911118,-0.7458492835360382,-0.30694074651298847,0.3601911834714913,0.013560006457620706,1.9365871753526132,-0.7648242114555972,1.1295903534805978,2.288477714351277,-0.5243050792613837,1.0154610573451306,-0.5129108660307339,0.9489371145890182,0.04872946486551291,2.087452818987893,-0.6088840333322989,-0.057471505780043806,0.24461816978747378,-0.809002244635813,-0.22277964900335825,-0.23402885410095514
SIDM00003,0.07877017515724916,-0.07606761759270368,0.7060601977833633,-0.7810375137376369,0.6530757342323101,-0.6506165646414338,0.811503006986892,0.5995875826888802,-0.7206777514485687,-0.5626779265565784,1.5988747555684801,-0.7242916779080122,-0.36580442658776524,1.7012680244644953,-0.2513095819737443,0.7407111758782388,-0.6063709891035232,-0.2219344226711705,0.19989784403672978,0.3480993206342641,0.06914677644384426,-0.4979858267327193,1.6405661255028405,-0.2551297332924865,1.6039643153529137,0.46660514256326746,0.4385413908597508,0.7243979395425967,-0.8020179127306238,0.8197722327603156,-0.661709351285879,0.568297621257225,1.0103184147073712,-0.8326724453376524,-0.6804398727273001,-0.21914897574597536,0.6246527563917528,0.07018065728126152,1.164899253512414,-0.5000258795066411,0.7867247873563893,2.3227833709466115,-0.5195021342956749,1.0479214843809905,-0.1709641255407752,0.993463517123065,0.5307492349086849,1.4586144433365313,-0.4551687594131406,0.5384967390911175,-0.17719639485425942,-0.7573812995678978,0.007774037385819338,-0.25041751802124634
SIDM00136,0.08217097587573322,-0.11987262078344194,-0.09184006992874497,-0.8693325448539425,0.3315127066929042,-0.09879023611518825,-0.7871673233098037,0.9231135240293825,-0.823848860888974,-0.1667916294892096,1.3220480235434442,-0.27148654959653384,-0.3625193553906259,1.992879827711926,-0.026941430551943396,1.189349240210322,-0.9520707794582581,-0.23087709210319557,0.8956122240351376,0.12916136323724817,-0.20366846679216194,-0.43544298751278593,1.146668931315316,-0.8153281538941863,1.719943248372717,0.6507892655995077,0.778181819928126,0.3851481893824864,-0.8366041470975958,1.4466032401452813,-0.3592493371703439,1.0135103333842828,1.2728588985259195,-0.882320773107236,-0.5251002587937537,-0.3610811289492278,0.5978131368673367,0.07786900375774598,0.6948512868562963,-0.6223357305028023,1.8119835813094485,1.9601746556829303,-0.6243602593595802,0.6777440110369342,-0.6139667640731927,0.5843610535832205,0.25811132734267916,1.2582526761832278,-0.7474600078698875,-0.28939731316290374,-0.3014197573210242,-0.8703045150505063,0.5372548495522526,-0.22358075672074318
SIDM01155,0.1357913844993496,0.038499845182361186,0.3930032760498438,-0.8336239833669642,0.8330819657038037,0.11206769601147143,0.10943456016794154,1.1414541968025247,-0.8307562495689359,-0.5945249396285045,1.3366550916262618,-0.8469672585895648,-0.40991705301384807,1.4341348643508207,-0.2266502510446904,1.1018261804694869,-0.8300187076733772,-0.34247290604408803,0.6071204660042727,0.3911577241855796,-0.0007707345812583203,-0.6310590878670524,1.6426541226071936,-0.5515412057574922,1.8149385086266834,0.48095139700391365,0.5798804336571142,0.7064244268194239,-0.814897796665046,1.2593258331658332,-0.1183927223300892,0.5175215510099777,-0.58936616151768,-0.7829754400087757,-0.6473204548205146,-0.2511032808689937,0.3211680462786582,0.0697316035222512,1.4068359428336112,-0.45677295766753406,1.2133384992488891,2.04681421946008,-0.5711970869300372,0.6639495807937909,-0.5194829540469407,0.7117247695566788,-0.062196483072455025,1.4286096671792716,-0.5514510402916394,0.33449345556731996,-0.8007625008926006,-0.7796014496506495,0.03555478131917427,-0.26542025170621397
SIDM00224,-0.21934465047413165,0.2519977387905182,0.2942330250254228,1.2178584494346665,1.0552668213136176,0.4457697712443634,-0.5832468539131174,0.8657992024351617,-0.7537508121261541,-0.40478138091443594,1.3047908376773982,-0.7389405550518179,-0.7070812741410794,1.005747312417868,0.16020729283313737,0.9563547370781154,-0.8604339151415034,-0.33760702315155244,0.4182735067836489,0.25545479791008546,-0.14579332546923207,-0.43442293979392144,1.4498162501009324,-0.5731355048044783,1.6246925646432018,0.5479442443358864,0.6885021833752948,-0.5549538999256374,-0.8431084684171928,1.2078768440861027,0.5347721481199239,0.2679026432531028,-0.7312152107855576,-0.7832119544178362,-0.7507948361908718,-0.6730863504233439,0.3924186027896098,0.16993918698253993,0.8803768223143186,-0.6406742721275255,1.5312242429467224,2.0821114405291428,-0.4210300737781478,0.9962056231830851,-0.6254824800012515,0.8560372261357724,0.33833862798018505,1.9990047717880493,-0.4916265209661461,0.3151936786213572,0.2895372054252315,-0.8366483153810327,-0.32013283493063943,-0.1933033126050991
SIDM00783,0.27689665266586927,0.0492032810716853,-0.07290704225820589,-0.7582532172790154,0.6344333396085167,-0.4215546067215151,-0.7599993822687213,0.5983112132619249,-0.8016071386549489,-0.32047247652962707,1.33974538891998,-0.24753105903263128,-0.23531569010504338,1.5514904306451307,0.030825486925526283,0.9568636914344675,-0.89148226667897,-0.36091804979053277,0.05734654203074356,0.36798806721168625,-0.16433492393168064,-0.6161933850999223,1.2282180204531403,-0.8892236461510445,1.7344336575020778,0.3326112379658688,0.6723766994788793,0.5324004850994095,-0.6390949064998547,1.0671521674781155,-0.35319037622249505,0.8330509782272281,1.0024670634092965,-0.7978541022658486,-0.6695270815378227,0.940147690328221,0.4767633811199576,-0.22021396310918273,1.5157258169243817,-0.782129818802481,1.6284629606663705,2.080535091795395,-0.5852476593539157,1.0470394726123582,-0.5526901690033814,0.6883281403188356,0.3237229141187382,0.5770385322096355,-0.6119591500737706,-0.3797728196230491,0.9156809600592332,-0.8965572643749253,-0.34362315900357127,-0.20513017930257668
SIDM00490,-0.021197048392591938,0.05312236208270538,-0.6016287593201929,-0.8638056373299798,0.6034801070486192,-0.08137692766206456,-0.3163433703575845,1.3793464630411403,-0.786215443505813,-0.700193098727579,1.4917886482973903,-0.6263375710110324,-0.46494926395654174,1.7492183306847096,-0.15275963563318073,1.4288407348767305,-0.9125865876910204,-0.43030160339852663,0.7400352956445276,-0.013330155534632565,-0.03346272796519599,-0.5015132109979694,1.462210399915633,-0.6584320279308679,1.7331757293525691,0.4983000834645974,1.1489867626985133,0.6606740881928407,-0.7566632422935685,1.1889361959984937,-0.19401618306667462,0.4154799977497072,-0.40088116597914825,-0.7581466817024274,-0.7214587157258522,-0.5220957266925159,0.4439114285509195,0.1327836896004831,0.5028296861001972,-0.5462480778570864,1.6406603447937649,1.8124026863086533,-0.24583013670927326,0.37147069358327317,-0.6779512602450266,1.1091486297041584,-0.10478455771130224,1.3337627532954728,-0.6774761959834487,-0.013266830689621133,-0.5494747475222111,-0.8682006036542234,0.1753226765983558,-0.14910083492106915
SIDM01090,0.1718619910756335,0.12559313506083092,0.22368881655372896,-0.7716928741064618,0.6563571538723628,-0.6307320495018366,-0.7722254896359344,0.8279121728753582,-0.7584193400161419,-0.2197861987764995,1.386649234450303,-0.7845590927062818,-0.03947749389605054,1.6219592217336218,-0.0765958503921739,0.8100057155837221,-0.801294604373464,-0.4334854607548792,0.2577395986370101,0.2747317174774664,-0.02556330057458413,-0.5647756587841167,0.4104861910525509,-0.6765873573587164,1.5819736956866302,0.633215366254382,0.7569663918010382,0.5937105943187458,-0.8296607533294292,0.5365466734662082,-0.6157092042165297,0.8397798630567113,-0.5639739079886108,-0.8784522328583237,-0.6799202766000761,0.8520256062444149,0.989206690234948,-0.12251591717089358,1.058733995214343,-0.656531411953477,1.4303746117640563,2.4431497255146004,-0.7335655248116916,1.1927312589190513,-0.5489133060892625,0.628206295058479,-0.16067479578449104,0.6466116858051643,-0.5550954324505873,0.3632159873997406,0.5676131809057349,-0.858959175715629,-0.17540863875171012,0.04209368944321474
SIDM00394,1.8270967073162723,0.18184533382658727,0.610530567876845,-0.8688221943715004,0.40400650063007526,-0.15085542139355052,-0.7146636849321413,0.6217116327691667,-0.7755182481699824,-0.5267077154957458,1.1669256293804384,-0.6077770396113803,-0.16392073603204077,1.8903093802408155,-0.3796746229209472,0.6170204717131612,-0.8483142255891819,-0.7089194650494177,0.3976316692159489,0.6101291663815274,-0.010660769008956118,-0.5083424045950974,1.568544692549214,-0.8470668607980113,1.6068512868122053,-0.09583599172821719,0.5580010839066802,0.6029050484084734,-0.8170545561415208,0.6585246560075073,0.3033034021256114,0.5820423472225442,1.5610472143016394,-0.9178179028492276,-0.5035294986693234,-0.5711809895559607,0.4311740247495921,0.2191680440514531,-0.47237204346891226,-0.6655861052384837,0.8058648980887716,1.7815196362079202,-0.7059087438497308,0.7519158334296585,-0.24021843844769722,0.6431555433575602,0.2472293741014987,1.1969450243430317,-0.5866728027744895,-0.25740826783424176,-0.31085445896826713,-0.9081759206004996,-0.4771609647878592,-0.2365232420983259
SIDM00538,0.16122991850353813,0.34812974851321055,0.14740254420432417,-0.8231801920399395,1.277471417187775,0.21717555008985684,-0.7094322610176366,0.7298525508942966,-0.7728827534224284,-0.4215892494760903,1.9260235559978451,-0.3045214608994933,-0.3953294490220491,2.015135209117641,-0.11905250018364191,0.9353052893065966,-0.9336736675053888,-0.3660360983399775,0.6250028872475943,0.7230040602864458,-0.30947928867909746,-0.5158027795848967,1.2886824118621416,-0.82723080264921,1.9051665316082949,1.0849253227592255,0.9898735833640715,0.5218947297181094,-0.7159097451314804,0.5746160095839874,-0.39162838104460085,0.5416380452842011,2.2126493055180356,-0.8118189317150665,-0.47158930427658635,-0.40577910288092445,0.7678674843940286,0.016365196590802288,1.2101249905678162,-0.3414759718672879,2.288277776528792,1.3355312150745358,-0.7586979510942264,0.2966939890123971,-0.6149456548930382,1.0210085209000996,0.46412076621316517,0.11109849529302762,-0.6878135542183365,-0.5311149620662603,0.8891684806550659,-0.9286997424551207,-0.394748267442785,-0.20213289882395022
SIDM01140,0.43567089604281123,-0.40115521028403645,-0.012444241045090737,-0.6524489214016346,0.8768954269157636,-0.19050760404365477,-0.6363356353140117,0.8463904381928901,-0.7556350288829126,-0.2964936569017471,1.6298742611986672,-0.7507614121611024,-0.16849483328693862,1.8319546180110737,-0.3268208720214148,0.7536686779186087,-0.9463666646265104,-0.5251607707635993,-0.18734427685934962,-0.1991756911565227,-0.3119084966402353,-0.5303198201065722,1.8030395755563762,-0.5731792136943076,1.8296910411659224,0.7235975198110824,0.49669912156315094,0.5782279276601292,-0.8777972979970621,1.4625640792932597,-0.6770312916077024,0.8846941890565448,0.14548997086146548,-0.23063594401056872,-0.6695701959104431,0.18008331189621796,0.35122464070166265,-0.0706127507793976,1.4838360317389967,-0.5848328535384936,1.0221030725423161,2.0873423483106186,-0.6808715671898623,0.7343280995168876,-0.7837208535130636,0.5338677023283556,0.22226406589790446,0.9862543548657423,-0.6388071316129379,0.13132792823301886,0.6013828064961155,-0.864503831916058,-0.5708415085371915,-0.4347500169778208
SIDM00101,-0.2311997098826816,-0.2333557891612172,0.4069162424239625,-0.7889147240641675,0.9227294220296743,-0.19626916815775292,0.2232536532064167,1.5717646417946878,-0.8607720716115739,-0.36102156468787616,0.9539768978686396,-0.7214885395475157,-0.3886455984733667,1.821664872894759,-0.16562660393878922,0.9008487162234566,-0.9086357788790129,-0.6124572307965865,0.3502028689699544,0.5949157458302122,-0.2942623939862246,-0.5759939640698314,1.3314835913662146,-0.35358601068759904,1.7639791632852693,0.34262190349756033,0.5744162955592186,0.25287245376043205,-0.8628410029093586,1.1158764038261206,0.21666766214982602,0.47424188333366274,-0.49266749258302545,-0.7367716631118729,-0.7590268073876525,-0.044282942477315866,0.40883149436183286,-0.13070664169274632,1.6421530407320661,-0.6704301924950056,0.9803357743659595,2.5677960863112257,-0.6497271797879088,1.067949255662454,-0.6789825230850743,0.11721314975574713,-0.3389266209898149,1.9401082243757024,-0.51732085697471,0.211792355512427,0.4312374508598545,-0.875418383962662,-0.1771303252072368,-0.3636941704163436
