,HLA-DRB5,HLA-DOA,HLA-DOB,CD80,CD86,CD28,TNF,IFNG,HLA-C,HLA-B,HLA-DMB,HLA-F,HLA-E,HLA-A,IL2,CD40LG,HLA-DPA1,CD40,IL12B,HLA-DPB1,HLA-DQA1,HLA-G,HLA-DQA2,IL12A,HLA-DQB1,PRF1,FAS,FASLG,GZMB,IL4,IL5,IL10,HLA-DRB1,HLA-DRA
SIDM00098,-0.9467289163968523,-0.827024979593289,-0.8905966486861764,-0.8947731165172591,-0.8399995183972528,-0.8799639392746245,-0.7417031340419986,-0.8597500575831376,-0.0035290898125284725,3.0715548086275395,-0.5865601925332562,-0.6072772798453436,1.9024966490062833,0.5482084368787595,-0.9819518124774925,-0.7799837041284752,-0.6630284236791765,-0.6963768319261092,-0.9346533211841874,-0.7731565727264909,-0.6996106600512483,-0.7400177897951135,-0.7867141125858624,-0.535426175123109,-0.7659517783804939,-0.834443631207582,-0.41672124723452836,-0.864700137121215,-0.914027498289561,-0.8836438598625841,-0.7941992238171479,-0.7903674943226788,-0.3787225790915622,-0.7401867983396774
SIDM00225,-0.8878933160869023,-0.8573120958481689,-0.896975281051048,-0.8772945300085386,-0.851323558771163,-0.9184179609058011,-0.7278087225899333,-0.9963200476749559,-0.2347904215478472,1.2145539992937366,-0.5133053817272143,-0.8174796338351962,0.738850565717879,0.039611274974710446,-0.8796393943663432,-0.8181112068453431,-0.5605064293166352,-0.7297009407472806,-0.9063500708001205,-0.6437245519187396,-0.785122849708839,-0.796926495475292,-0.7963305575890531,-0.6721272957581229,-0.7700768941691026,-0.8704983225755293,-0.26146370820201226,-0.7954235918953625,-0.8156644946917911,-0.9399443161763985,-0.9075823257424676,-0.7872423614524849,-0.4372289474218245,-0.7670464928725623
SIDM00846,-1.0032218252754408,-0.7723679237222216,-0.9177039104515265,-0.8385061473213489,-0.85367080474083,-0.9280478532644819,-0.7958212129566247,-0.8076239847909236,0.1235384343976811,3.154307835196011,-0.5767724904081722,-0.07371642317621452,1.222009346151226,0.5514129268823107,-0.8460264991528923,-0.7891083458842173,-0.49986848660483363,-0.666486758257714,-0.8287662267842917,-0.7217268455895463,-0.8366690332538627,-0.7042234495015386,-0.7970568493275144,-0.7366325945888872,-0.7919555073165746,-0.8768710878974353,0.8286243553035648,-0.7165854572955465,-0.8647670243781712,-0.8217010089976022,-0.7663684294922023,-0.9205060673615564,-0.30348135906085394,-0.5108336012509387
SIDM00291,-0.11726977893918603,-0.7555327635249518,-0.9651243155595305,-0.9192337925825597,-0.8599009510309369,-0.9268808233926717,-0.6350193019167573,-0.9776528005533216,0.5013601495436072,2.737720212347176,-0.1594614923930281,-0.15888105296910535,1.7965397121519067,0.17564135563587555,-0.8727529329757864,-0.7921230788018265,0.9601841380469424,-0.65389286044965,-0.8823723120553122,-0.5464811445517659,-0.803661787735858,-0.7625961260012608,-0.8306296617521467,-0.08123369710928649,-0.702789826160302,-0.742116182990647,-0.4967366967231866,-0.8291538935881163,-0.8550982718002346,-0.8625015927107266,-0.6400204990655195,-0.8717007893949416,0.005634127767187163,-0.1161485191118744
SIDM00520,-0.8933978145011346,-0.798349768649226,-0.9721119229792833,-0.8590527581866416,-0.8848664131146479,-0.9382982370901265,-0.795223583456106,-0.9950402867339376,0.8671598119394239,3.473008264600067,-0.6358949567841463,0.10290410376549926,2.1496978481773112,0.4815296478723945,-0.8476686114678993,-0.8336134795719125,-0.6377297059213544,0.7670956383709292,-0.8478067727791484,-0.8135510573477684,-0.8416518672682294,-0.6797558796961434,-0.7459405138978616,0.13689948094110677,-0.8736142341397525,-0.8121918074234947,1.1313298678572885,-0.7597053140588831,-0.8990112071533972,-0.8990816637865423,-0.868206398942848,-0.90549514453863,-0.09622622792271796,-0.8985903628365964
SIDM00003,-0.9432442458561048,-0.8295533481060443,-0.9394863332426355,-0.856173068687665,-0.8597006766501402,-0.9160432588293327,-0.7054782993116544,-0.9402499429580103,0.24663619250614793,1.6001301138414346,-0.3517618065361384,-0.25642997378939014,1.410714404507322,0.2706593871737681,-0.9312892607380132,-0.7942145247056666,0.654894453964464,0.8555453549862794,-0.9062172523580269,-0.6790991248888133,-0.8174521485667815,-0.7144169631911058,-0.7314647760685744,-0.6794326140741488,-0.7212728650662709,-0.8208379209158054,-0.568190955113868,-0.8502027395106462,-0.8640025465549489,-0.7944211845711513,-0.8523718059970288,-0.7720307348000687,-0.3425296798455898,0.6950036521100194
SIDM00136,-0.8369627107394451,-0.7452827747268369,-0.8744780990635425,-0.9031602735307753,-0.8225841336267938,-0.9365081561112746,-0.6756869152850754,-0.9929079741954784,0.08793189906406325,1.4388015150582185,-0.38937665334439236,-0.7083954101346079,1.6957197325887705,0.4076261079768074,-0.8481056178282579,-0.8262377790325739,-0.6455122701432152,-0.5570833172500466,-0.7624327075235183,-0.7977165253571077,-0.8590979317718883,-0.7961218294776364,-0.7411906746771916,-0.7006507160311748,-0.7988756576317981,-0.7850131987979313,-0.6306704961687484,-0.8471769602045377,-0.7634747948419078,-0.9558454812157342,-0.7754541310470995,-0.8903939125098406,-0.023434356593552787,-0.9556662774353608
SIDM01155,-1.0272438679839013,-0.8252098283458035,-0.8072151251466538,-0.8543459373078899,-0.8334327281829922,-0.9541882539983616,-0.7406829943835739,-1.0532732750769842,2.1495018582236187,3.1642524099150964,-0.5390238418245424,-0.36999718213553595,0.6019245439462528,0.6582420162796861,-0.9101118170596568,-0.8504188038318066,1.0391660052574836,0.7542326309796366,-0.8917983391066505,-0.4133020880682301,-0.8747703876296736,-0.74573903849803,-0.8813487493596951,0.11010278424157605,-0.8049126115943926,-0.7797031039188408,-1.0232244197292757,-0.7965778299380215,-0.9241991778578599,-0.893900079035158,-0.7560002587734366,-0.8718598653148264,-0.22962218518521352,-0.046761039909577036
SIDM00224,-1.0230511734681489,-0.737652806830571,-0.8874325362808944,-0.883679964772945,-0.911969680505029,-0.9212214114760172,-0.8669716464946154,-0.9744203952969527,2.086379869191447,3.415916192824434,-0.7021260873881315,-0.14449494070970167,1.7762605022252713,0.6726763247934171,-0.9341532098611827,-0.8548961587792742,-0.6582117462786343,-0.6494430977012039,-0.9214574787410253,-0.8191994350094725,-0.8981679399784823,-0.7002755201253883,-0.7268322595866971,-0.7327675759703921,-0.8298726597837133,-0.8014616106666375,-0.15024640294877334,-0.797834811976372,-0.8393132968189124,-0.9286299053454701,-0.9100329767016645,-0.8095167554940064,-0.5357880556281073,-0.8622581586003355
SIDM00783,-0.905461941412689,-0.6860863383205477,-0.958619429745816,-0.8707692015055997,-0.8953363526103463,-0.906030402632658,-0.620719966230755,-0.951982212879255,1.7451216886072525,2.9344490878424914,-0.39971613082875834,-0.345160648838529,1.5772609475886787,0.4614022597025142,-0.8934675332924016,-0.794168655393868,0.04245657689177386,1.108208997378764,-0.9062799671915639,-0.6235715690423771,-0.8097473654936757,-0.6971688795786812,-0.8470765516895329,-0.2607586232277329,-0.8319366779274338,-0.394293428634382,0.6180038462216729,-0.8148984270013606,-0.8115502678429187,-0.8469702905396629,-0.7315525148498814,-0.9589297371828469,-0.2808976289391754,-0.06015892864132424
SIDM00490,-0.8883702992440372,-0.7799083569174845,-0.8880336223801536,-0.8995131890830683,-0.8555612283111838,-0.970277545036087,-0.7747934465068838,-0.9609941786612987,0.9230985882729639,3.616357831950202,-0.580655920505011,-0.32768123509292285,1.9454629402394694,1.0998823250503516,-0.9457490045069119,-0.8118090014615792,-0.1203386900023758,-0.689022542977881,-0.8883519675680619,-0.7256430368540114,-0.8743520887738397,-0.5696227772387858,-0.7180274129881768,-0.6094826877107752,-0.8256132296593228,-0.8267860743757869,0.0075980564201246275,-0.871600759869741,-0.8690788308414398,-0.9025270360764418,-0.770200269322026,-0.8356574875800153,-0.16433720034992338,0.4774081735455946
SIDM01090,-0.8443623371969429,-0.7349522372813686,-0.7704658157288916,-0.8957945364495751,-0.8541330893478738,-0.9282804657240751,-0.6664733837063895,-0.9633900698492912,1.9916357006480745,2.7407935965279115,-0.6036541156210926,-0.4263014885096147,1.6804038483263561,0.6186214165731175,-0.7953455779642176,-0.7728224419331574,-0.6340753075482962,1.2015312760771113,-0.8387647562903907,-0.7860186961254675,-0.858778537818369,-0.684352048581102,-0.8316323439362338,-0.2872294847794516,-0.7836123054032577,-0.7695117218558571,0.9059549594248768,-0.7053740822390355,-0.7484074598231703,-0.8900638295617933,-0.8261464469076806,-0.8476362731878397,-0.16931798794572395,-0.9517663233004922
SIDM00394,-0.8901601871449293,-0.6990674591495428,-0.909685958302723,-0.8290903311100885,-0.8475396222875815,-0.8936692349356656,0.15618340943963013,-0.9102493465077881,0.9510778736031558,1.464058129369989,-0.43746568047598994,-0.7418932871831135,1.3278462369481054,0.23690038470389035,-0.8951967471857183,-0.8150295999712873,-0.6563886850404492,-0.5350437596339976,-0.8418092554835981,-0.7608662816905347,-0.8872487344734631,-0.6885363157336283,-0.7711771026562788,-0.5473215262996288,-0.6736203653636816,-0.7632760393186325,0.9967983632731847,-0.7671322086898896,-0.688758997769729,-0.9226191115126484,-0.7671430096781584,-0.9027004153928398,-0.4317393248139743,-0.8946089471770723
SIDM00538,-0.8961911313149796,-0.7698577012615102,-0.7887256632478368,-0.7762727956422547,-0.7832324658160001,-0.859594675961833,-0.8001386665896271,-0.8384603697776047,0.23377187551916281,3.4002091783915325,-0.39259426470848047,-0.7435744887459339,2.1620426018195866,0.7202052301466906,-0.8821523684587591,-0.8148969086635034,-0.6033552049628774,-0.5054264638277406,-0.9022705205895648,-0.8233296014234861,-0.770938331249165,-0.6484911955196166,-0.7028997561280969,-0.7762316299317737,-0.7412064383802496,-0.7569529642837701,0.6390291660236079,-0.8598702703564902,-0.7901195790457458,-0.9638078634653627,-0.636348614474824,-0.7642094170160839,-0.23083171914598608,-0.8216979480692422
SIDM01140,-0.9992879829709702,-0.5203569246202604,-0.8672372490686435,-0.8991255609329952,-0.8821291218779834,-0.9070151841946036,-0.5101549525969581,-0.9978478624040514,0.9165377943831085,1.3119762497101226,-0.026663657439577288,-0.7510194485940835,0.6869359738239063,-0.2398170824601245,-0.8610645631071274,-0.8347482309580554,-0.15539159373492709,-0.5825296957532389,-0.9169562943755654,-0.5931915027550568,-0.8946200618127794,-0.7720505170843693,-0.7627712345908543,-0.5646767406896209,-0.6768462037523951,-0.7357021317110588,0.04339543814021677,-0.8266042042762742,-0.8610913335475052,-0.9179158683646885,-0.8266441931358279,-0.9259077364720367,-0.2652275407401024,-0.7952472091036379
SIDM00101,-0.9130408224127253,-0.7692209441593759,-0.9218210562765045,-0.9027998289937974,-0.8809681808853133,-0.9674273156905573,-0.7994685214632405,-0.9444512796287327,0.8763867666858514,3.3945608418800597,-0.6734465334194422,-0.042581864531937956,2.1550500730072506,0.7935678952544368,-0.8817274357507345,-0.8820802773894003,-0.4559780098159305,0.8997741337591754,-0.7967338442506948,-0.7778964875250455,-0.8904524762170728,-0.6859301463724222,-0.760965015670746,-0.6998814814017341,-0.7667081128723267,-0.896993555480353,1.0286925889717753,-0.8585316000025888,-0.8419849737689244,-1.0023002901398896,-0.7599860178194926,-0.8924327564438085,-0.41671391198200175,-0.9254350603277247
SIDM00114,-0.9655021248687174,-0.7514578252001172,-0.8377067712207868,-0.8906960358987597,-0.8729205949423473,-0.8911492177077105,-0.7961215264936177,-0.9625824796611797,-0.21079597151269805,2.495518119031699,-0.7671666765025381,-0.7527274322672911,1.2174050993238974,0.16053657285043335,-0.993867681384145,-0.8804761811379594,-0.5935776702291861,0.6442450728096246,-0.9054993580469866,-0.8079112300662442,-0.8812795652479206,-0.7735524463534137,-0.847815677340032,-0.7932636078616315,-0.75648946268794,-0.8123222956183157,-0.3008695339579977,-0.8230681213202508,-0.9030275701682156,-0.934168119315965,-0.8177281053194235,-0.7666470371071101,-0.6137883587627097,-0.817421690178756
SIDM00102,-1.0255615038184,-0.7715620568414828,-0.931385178351642,-0.9003492404116125,-0.8294105098345478,-0.9412358659380281,-0.8223081898830019,-1.0974082517524892,1.4071072426006104,3.119972300852977,-0.5089421922826218,-0.4563645998265262,1.8910571653498847,0.6836262993856099,-0.9452138388526511,-0.8878707517315353,-0.5597683048624338,0.9154383912225758,-0.9428708492054886,-0.8117447861497863,-0.8472637129874543,-0.6471317077739012,-0.6854534803287822,-0.48753777452277125,-0.7607052146069083,-0.8412514327671132,0.22198521362920323,-0.7244216680174468,-0.865543048736171,-0.9235101129839232,-0.8380367282546789,-0.9208346013245311,-0.5015763144893722,-0.8776678388893152
SIDM01122,-0.8944962209909477,-0.8095852596839705,-0.9007339070158585,-0.9238144348119002,-0.9007784920823991,-0.9725266919297791,-0.8211797847530034,-1.0235984478304532,1.7188855106407805,1.4143174660711197,-0.41751246085888183,-0.6826958323997494,0.8127938300135711,-0.35343480597111726,-0.9476008910053548,-0.8439244550354582,-0.6495374015008992,1.2273013600114604,-0.9101749418920342,-0.8422757205462151,-0.9855932590699589,-0.8299201478049256,-0.7595936407563051,-0.5875710568242886,-0.8218520376453026,-0.9047240821737581,-0.6411775652099319,-0.7903778204994052,-0.93246850248282,-0.8371342700091676,-0.7916291695776925,-0.8958525389847568,-0.5263605528473317,-0.8495030903321776
SIDM00261,-1.1030665980453218,-0.8114311009429767,-0.9028173638466742,-0.9031326147558087,-0.895327170012619,-0.9881771778598976,-0.8676021595718613,-0.9226265092688389,0.6430467528295204,1.407801388350293,-0.5563800690753634,-0.805117563837728,-0.005862543377134002,0.2954989857579697,-0.9832563932829457,-0.9299219490329578,-0.4942413341294835,-0.3643187944896997,-0.9124049238382291,-0.6776565292764456,-0.8340944275370765,-0.782559856033619,-0.8545838697249754,-0.4145595677338363,-0.9216189196409309,-0.7664189170340521,0.345332455008363,-0.8000942150766379,-0.9123150771378276,-0.8859709585686951,-0.8764568817026445,-0.8747380671299789,-0.4179635249492599,-0.8250355908704871
SIDM00154,-0.9757952246240297,-0.7216390964426681,-0.8859555360174416,-0.8618352688569257,-0.8613370868284782,-0.9846298080565974,-0.4892559120717661,-1.013093570615725,1.2097120449204093,3.5651453983128882,-0.6667661409260788,0.022910916450548602,2.1224719105117313,0.8443490034354456,-0.9400978453470106,-0.8346620829265404,-0.22609766385687838,-0.6495749447582045,-0.8128261024856405,-0.7747629421787726,-0.8412511124001799,-0.6625941782365458,-0.8563046618849409,-0.6939507470760876,-0.7162073529326449,-0.7897304481309397,1.4364221299547684,-0.8203635260838907,-0.7774526228062938,-0.8761918161050735,-0.8016826590228574,-0.8811315326209048,-0.32289540715561393,-0.22625213818398157
SIDM00104,-0.7184611190593296,-0.7821769225742036,-0.8305568719547005,-0.8603419716718843,-0.8908790707720218,-0.9860786741596673,-0.6591472326337814,-1.072690836327427,2.418109959208574,3.694653299882553,-0.6324208701974526,0.8921517748994937,2.4507900235474542,1.1227616489742551,-0.8091541384432115,-0.8536884635376306,0.14253293953108073,1.1586707549319466,-0.9108996161013644,-0.4323460799880599,-0.9295538803881099,-0.5588738864727761,-0.7898776990870119,-0.3719531926354139,-0.867685802271521,-0.7498277479849994,0.7981778240275903,-0.772652369306369,-0.8125213767022833,-0.9280661908847084,-0.811716135350865,-0.8096607602850727,-0.008877986749032866,-0.656844500599453
SIDM00267,-0.8622838779906715,-0.7500326402054841,-0.798388969192924,-0.8265943403450936,-0.8180942655507486,-0.9168503060729748,-0.6921110452229128,-0.936660672841135,1.1168823468776905,1.5868715400613007,-0.5557881863078173,-0.5221074528078865,1.3162700509098135,0.08476171465758782,-0.8498687631514777,-0.7857231704443245,0.0978199138615456,-0.3585853650753377,-0.8752782275000756,-0.6469313497203348,-0.6693689872045636,-0.7896452520301671,-0.7493621090273943,-0.7244370688219551,-0.7558203914341359,-0.8321124751586638,-0.3479053778991674,-0.6794983632288736,-0.7535810615764161,-0.7791679113836371,-0.7352231552436785,-0.7992310621870361,0.2956394636375755,0.35736818494079364
SIDM00100,-0.9999673094137927,-0.6969176854256026,-0.8728683835492996,-0.9234019208241083,-0.899626410202648,-0.950077286811637,-0.6878367157393741,-0.997263651463655,-0.18801442968025,1.9336367484382833,-0.6301127862100516,-0.6664140802013536,1.106932666558811,0.037099383609038326,-0.9906045361321083,-0.8379366521696082,-0.7206477096811604,-0.5362534464657213,-0.7709298178428736,-0.8035021085114322,-0.9130248628978223,-0.7630374237189387,-0.8068082970965891,-0.704175210483531,-0.8376156927025209,-0.7809990402585613,-0.5746756625637462,-0.8403583841689501,-1.0071751106955447,-0.8682537901934261,-0.8525789700449199,-0.7862564876593546,-0.1880725650913331,-0.9094464566421437
SIDM00826,-0.9370383023661147,-0.7745440779445231,-0.9023546857443085,-0.8069096514789562,-0.9024544410905802,-0.9031100975320301,-0.7076551969328374,-0.8921560190870974,2.3188655042563653,3.342203168771728,-0.51620659616981,-0.09905200235942364,1.9129977669239648,0.6574841192932834,-0.8460411348511595,-0.7496442380423788,-0.7074299835816938,-0.6759598775270651,-0.9289393914911492,-0.7701310340146343,-0.8332453786950896,-0.649056200992935,-0.7834106153381242,-0.6875817809514373,-0.3654525346141644,-0.6133983796798528,-0.6959398556871323,-0.6693256312044373,-0.884934509768111,-0.9004405536251517,-0.8530686599896955,-0.7826932039200709,0.311807273994693,-0.8116471997646927
SIDM00310,-0.7927486715191397,-0.7654010227680389,-0.8501296826826628,-0.8700246788561473,-0.8163147430952775,-0.9289066505467823,-0.7636457293348989,-0.9778859046899295,1.1144741258213826,3.3719092444242205,-0.6291681162641414,0.3885886049508066,1.7204373064248397,0.9412776569400086,-0.9668006023651183,-0.801213171190561,-0.567066941026977,-0.6124336913912458,-0.8627415942091083,-0.8106361393915278,-0.8547664281409973,-0.6483495156462626,-0.7761036685098889,-0.40856623784854357,-0.7362942082850991,-0.8228376925824838,0.04623776771269141,-0.8344733290734302,-0.837972766798941,-0.8666609902934009,-0.825027659319222,-0.7653999760672849,-0.30236342220220797,-0.7823618066310715
SIDM00482,2.008010499725039,-0.18961714793770104,-0.7582996989520819,1.0658254768179456,1.820607181845758,-0.8753713494568217,1.098202844922755,-0.9121839588584725,2.1493382665154437,3.0488517905402075,-0.4063636816531338,-0.03141220752989463,1.5913971973834984,0.40517936942599353,-0.9802589376761635,-0.7121787658974409,3.219781308614157,2.196696239876847,0.14020396490535447,0.8494946227764154,2.1717525926710937,-0.6870433631579168,-0.7524817834272636,-0.31815731083090903,0.006978669788780483,-0.7099023190797146,2.0430779833718646,-0.7708374685924105,-0.6676336346763194,-0.7206724223438139,-0.7490674485448218,-0.6828224646093034,1.6112946479027874,3.092445270961956
SIDM01247,-0.9475116910171938,-0.3121164933115813,-0.01999122411264035,-0.7151615448915404,0.34114160873957927,-0.7030950920899006,-0.4288450289663613,-0.8966205365115582,-0.015113639899802807,3.4679096987270297,1.3889426777115568,-0.37101803482143897,1.6856507466535289,0.48495826851470325,-0.9085549211632373,-0.7930863308083673,3.0797002793152353,1.891096344046701,-0.8155907087847821,0.07041597710532459,-0.7910804819579342,-0.7281446848446159,-0.6706672145855668,-0.693630601678665,-0.45737273724571814,-0.8367958808706262,1.2331406427525395,-0.8347319329099707,-0.8453946595658837,-0.8569823256199276,-0.45948565698878774,-0.8160854958147583,0.2915479650997264,2.785497202559445
SIDM00817,-0.984303849794153,-0.6727934275412847,-0.8793693178020284,-0.8158216077152136,-0.8380814368266947,-0.8706691204900454,-0.6571232323780553,-0.9450662302603192,1.6402337585052054,2.204200636721614,-0.4464283701382726,-0.31116293758555763,1.2269491949119073,0.2905624051739724,-0.8671595140703265,-0.7494699620253973,0.39617855116633727,1.091162696321881,-0.7797409089009422,-0.2906794061300105,-0.8247667263239142,-0.7471336276548369,-0.8032405048241714,-0.5645626023228812,-0.7412155724535621,-0.858720856635235,1.3536973956405884,-0.8264316486572678,-0.7863388599363977,-0.8525631731269284,-0.758452619212336,-0.8020002797969302,-0.08880905402141778,-0.7517641435072049
SIDM00448,-0.883885860952892,0.021670461218919468,-0.513209014714559,0.9011566587674585,0.5965136160700324,-0.7612938919975627,1.9596738624331616,-0.9524510843851841,1.1632790479215684,2.9162127936847275,0.4807215742453634,0.5177938097150586,2.2954982315374868,0.23513985802471574,-0.7980417964948993,-0.7382377562665074,3.2961815187410264,2.9649827654190015,-0.8045791225629891,0.4351384571137762,2.2230332297982818,-0.6920531885297163,-0.753180369896345,-0.7237455017208768,0.5522902408047279,-0.7019439584206907,2.0325813865657225,-0.7766763526513853,-0.8238383169017467,1.4163272070141304,-0.6351549650847617,-0.8378616516006104,1.9513993950988038,2.9636100015852667
