,ABCA7,ABCG4,ABCD1,ABCC12,ABCA1,ABCA6,TAP1,ABCA5,ABCB8,ABCA10,ABCD4,ABCA3,ABCB11,ABCD3,ABCA2,ABCC2,ABCC11,ABCC6,ABCC3,ABCC9,ABCG2,ABCC4,ABCC5,ABCA12,ABCG1,ABCB4,CFTR,ABCB1,ABCC1,ABCD2,ABCB7,ABCA8,ABCA4,ABCC8,ABCC10,ABCB10,ABCB9,ABCA13,ABCA9,ABCB5,ABCG5,ABCG8
SIDM00098,-0.44386015282011326,-0.9149370139640998,-0.7009123548633303,-1.008709649579579,-0.3413548293167552,-0.9584100466783402,1.6998239886042101,0.0741507663518973,-0.5088746355967406,-0.8896545728131932,-0.4405304753648787,-0.27876943243632907,-0.8660995448455342,0.4757188102042918,-0.8307646164458938,-0.32284342521212983,-0.8926941085328366,-0.7635220281253718,0.5076011605185251,-0.8902022342281064,-0.8671112217526569,-0.191520498936335,0.32240902300436514,-0.738487765308442,-0.765484879957114,-0.7910145225335545,-0.8308862505507517,-0.632520029468944,1.5536560722012762,-0.9494580887860482,1.382877427493331,-0.871798903580045,-0.7595297424109988,-0.8926106099960357,0.2929204843363624,0.7501132323375936,-0.711607347193501,-0.8983167308085236,-0.7959363471438433,-0.8940833063051851,-0.8272939271066642,-0.9145645926676748
SIDM00225,-0.6867901499398357,-0.9549084649921784,-0.5490291858167708,-0.9648939197698065,0.08214374830170125,-0.17583100090535708,0.6520781248015016,-0.7285596698106708,-0.6117780881923579,-0.9858887434950736,-0.3643010940130719,-0.5458117853229661,-0.8658001783624294,0.8267678223154888,-0.8719135454621613,-0.6892085448524848,-0.8537817901091667,-0.773280323453489,-0.8362152561891172,-0.8343215670368342,-0.7366185521804636,-0.48993387549954254,0.025265573746948662,-0.8487120577691751,-0.35602663756918973,0.08021420820643703,-0.8140062779932141,-0.8843878129063234,0.45637499335850984,-1.0057286247014512,1.602284629754365,-0.8860727923885685,-0.8478027865271778,-0.8684520317256265,-0.24525616843961875,1.103616891999092,-0.7008991511139283,-0.7765479543745334,-0.7981153917994767,-0.8743173973132905,-0.8114454191011549,-0.8621822222240082
SIDM00846,-0.20804114797204495,-0.9843063113093905,-0.4969891113360831,-0.9106866183516646,-0.5296175580999557,-0.8487862645803826,1.522587045407145,-0.7231103745722937,-0.5357449868587613,-0.9483782818989865,-0.41251719020000077,-0.30056117163880275,-0.9848972370536808,0.7752979051412132,-0.7688260222531822,-0.6811023757960705,-0.8315845965064178,-0.7487227950988052,1.0507756412467961,-0.9293723925676064,-0.8740003753306886,0.035838491517393926,0.2412972763449472,-0.8290451918877382,0.5275600099586343,-0.859118498484631,-0.9221817004307672,0.4397214244580056,0.944860795444747,-1.0043145182459576,2.0294445985226606,-0.6892778606819994,-0.6380562654116949,-0.7790775516569708,-0.30650342052597196,1.2698140748963787,-0.7682210398642355,-0.827152540412452,-0.8766987323193204,-0.8749872831736143,-0.9137588225717793,-0.8689215620627189
SIDM00291,-0.6419708804726858,-0.8977905386208723,0.07074227270760171,-0.959692088073015,-0.5979670339654952,-0.9933738914914156,1.432613599892216,-0.25009569664129394,-0.41598186438112744,-1.0191861085758425,-0.3160795033118016,-0.24871296571320098,-0.8022313812094373,0.4124836856263198,-0.8046999644359222,1.0215683248100647,-0.9276895364619318,-0.8826367160217427,-0.7915791292980283,-0.9270778863369079,-0.9236661272889568,-0.35153072346058367,0.4736840560539424,-0.7969063465781198,-0.8788719883004182,-0.6211083630219659,-0.733981156750621,-0.8536133317779145,0.8132395808031851,-0.9995801641999551,1.6324998099286354,-0.8979404155049404,-0.7785116212347821,-0.8365462691800707,-0.0502190650389829,0.9621796461602763,-0.633773335586602,-0.7410487621700012,-0.9039909199972432,-0.5905510301679837,0.7698602518290334,-0.7905894970651971
SIDM00520,-0.6361465060647185,-0.9795284626200758,-0.6454746459408508,-0.9628441204805396,0.47803783548682166,-0.575392792741947,1.915164365569713,-0.08060510822462244,-0.5133585288424413,-0.9337508978576107,-0.6721415310419123,-0.23074991297477374,-0.8176844600979373,0.3393895346244683,-0.796209224504775,-0.7518230711997089,-0.8698958723662207,-0.8254457430918533,-0.5428127330476156,-0.8409927021898672,-0.45411447029691976,-0.37620906208230864,0.3267562354981814,-0.7097432945862304,-0.7851835075044374,-0.915843092277838,-0.8676493100669083,0.25023248821916777,0.6484771043566834,-1.033729706063073,1.4081831446327828,-0.8325855041275833,-0.7641359231118696,-0.7752357508438523,0.1893108410597206,1.2123365613533088,-0.7198064628874046,-0.961724630236077,-0.8196263426407704,-0.9253964604103893,-0.8207992490534901,-0.8124139530699783
SIDM00003,-0.6762153442193475,-0.9405247157907379,-0.02799090432183887,-0.9535099588961676,-0.4648806220065104,-1.010615835177934,1.0752088766836327,-0.1694762781977207,-0.5712231629237002,-0.9799854628362958,-0.6062833936702567,-0.5263077491076802,-0.8676645811502278,0.8117161659798511,-0.8345761504444127,0.9618703796079446,-0.88173777322162,-0.7910788440249531,-0.7906510585675421,-0.9444005640403258,-0.6980086042214391,-0.0769929826005828,0.6792735498765722,-0.7078410061539999,-0.8165062176685692,-0.5636300715251761,-0.7813981264418397,0.03380639664856725,0.2854053466172575,-0.9480071424343212,1.6173582663743502,-0.8987724759047865,-0.6737849365700982,-0.8015881986407551,-0.14692466140982952,1.1264428663306885,-0.6939133823759345,-0.9383794108136312,-0.8479428281099055,-0.869987521093056,-0.04428465060376878,-0.6940375702775907
SIDM00136,-0.1912698707348946,-0.9582752698136875,-0.5331849546931497,-1.0257011395307234,-0.3839141976397551,-1.0170417699561702,0.4599854083054619,-0.6386722873043377,-0.4959455528349909,-0.8388852136344075,-0.4030209456304037,-0.6323909369410003,-0.8724572194867214,0.8173409026630251,-0.7948907885605042,-0.7759909848084539,-0.880094397457844,-0.7391388254768263,1.4267193672591003,-0.9580986295730143,-0.1628411668271629,0.26438582734102195,-0.40328628005324024,-0.8441533276917988,0.8000014587703008,-0.8413211020988949,1.9508285002558463,-0.8454490190887417,0.6606629065067002,-1.0081999151627556,2.1293487750580904,-0.8161741422193314,-0.7376577926864218,-0.7525710231128042,-0.14697520159497102,1.0137305653557613,-0.696695027820428,-0.9436020868975022,-0.963741876919118,-0.8851157236776623,-0.8980434664539185,-0.7830026809370975
SIDM01155,-0.6950167388531535,-0.930443693471038,-0.5859084111684343,-1.0056686490612334,-0.5306077075230181,-0.9008351845703793,1.6734294024456264,-0.9732840007835682,-0.5715559033473324,-0.941151193869194,-0.5702605486289579,-0.683463157578305,-0.9167349251700898,0.8727198993713025,-0.8882462757735327,-0.3880373458693661,-0.8681611897549162,-0.7487408818823807,0.21796616736398972,-0.9147734105376106,-0.5097925663559998,0.2621730658789918,0.06855226301531618,-0.7861358057690322,-0.7030326807087993,-0.2718292935424857,-0.8154571046701813,-0.8316980735383461,0.999788006018086,-1.007781521674563,1.6389668945744542,-0.8773150316081854,-0.7624634595737992,-0.7643877399397168,0.06730630208270973,1.109763232360564,-0.6691333982219729,-0.9877210082004279,-0.9276726106757454,-0.9260316082338198,-0.8454752291587765,-0.7359172393750207
SIDM00224,-0.6595799044726348,-0.9671989403886005,-0.8913606012504034,-0.9785921888969826,-0.1968919957340438,-0.94753269352598,1.9650307771870872,-0.10569815088711589,-0.3846239967226146,-0.9750635156853142,-0.10023436252921213,0.3538714913421598,-0.8825423607627559,0.374377787582816,-0.8662733058767558,-0.7232364263600976,-0.9252975358830265,-0.6917712664372596,-0.766583246537057,-0.9550792611127015,-0.8082612286410037,0.017537546902687703,0.410652618668097,-0.7830126538367767,-0.03393369804481447,-0.8183853318760564,-0.8988308458778494,1.2901642442906514,1.1920481097072755,-1.0021538623063442,1.6533878907530666,-0.7354602829563972,-0.7615494630897012,-0.7823606839983881,0.3786213929380619,1.1701008579394763,-0.7517396946595049,-0.877006016258549,-0.851547888100651,-0.916674073038395,-0.9297142901594372,-0.9246934733728638
SIDM00783,-0.17088839786311394,-0.9805957984425275,-0.47978521213454745,-0.9835220639040212,-0.8474937391986735,-0.8901189707496423,1.208009758008439,-0.6936349180159185,-0.554474468053962,-0.9702382786500644,-0.2600815383080602,-0.36155099781608785,-0.9651847486212708,0.553804790866959,-0.8807579405410751,0.7458031518197413,-0.8156210021000503,-0.8845282101844835,0.7050658624662015,-0.9390801320773856,-0.8074212466628887,-0.018763322440633806,0.1438074251999781,-0.5747029068974036,-0.47725513586974094,-0.8466925346379887,-0.8562364102801121,-0.3237445113122494,0.9034909539866917,-1.0225668284711127,1.8318754056211053,-0.9050035728233459,-0.7228031255824492,-0.6738669046121987,0.20083053593511702,1.1572987067475036,-0.751638531707984,-0.9766561788809238,-0.8669518894703319,-0.7645354433810959,-0.808417437778344,-0.9539868517999444
SIDM00490,-0.6556480581495506,-0.9625114226667318,-0.5926031372596399,-0.9900018787338278,0.18862274775275822,-0.922642078526173,2.085120299584838,-0.8163140505660341,-0.5956302167576745,-0.9951185795435133,-0.4731815244681754,-0.539685755830328,-0.9218438890657751,0.5483231202177888,-0.8295424285469744,-0.5708152130305576,-0.8126543537819633,-0.7984640323258037,0.9443905531868315,-0.9028126862405732,-0.903409706189748,-0.2566934438361801,0.38210126432931957,-0.8665610600280348,-0.7180679568820632,-0.7516629998038064,-0.8367087939675916,-0.8595147873850341,1.3303159894354841,-0.9820596260007416,1.6228787472209798,-0.7763836415525122,-0.7897253393766557,-0.8355952337356981,-0.032834742486351556,0.9275997540415892,-0.6589910914187261,-0.6922879583814111,-0.8442800559149564,-0.855051151373431,-0.8302859958899979,-0.9341413091461269
SIDM01090,-0.6564014511831254,-0.8859237057111206,-0.4476320937542993,-0.9030546317330987,-0.6036691307985248,-0.8236386577625483,1.2512515394078847,-0.7640346582789224,-0.5687216294189125,-0.8913773533606955,-0.17436007387988947,0.5941074974523972,-0.8737113233183658,0.3037282928236088,-0.7798541616155567,-0.7216267234111543,-0.7433440916802554,-0.8256200931568912,-0.7918957346534237,-0.9716024527188141,-0.892816054677612,0.10626206123280149,0.3966902526947122,-0.7850299941657889,-0.8792347555109462,-0.8371618307815804,-0.7603610624397494,-0.8174854652609155,0.8489430019982419,-1.0423550544982685,1.9265472312839178,-0.9130215152925111,-0.7303809093007678,-0.7970487329268404,0.27538953528698595,1.206957453126893,-0.6236335986346726,-0.856837939166362,-0.980985754245331,-0.8549320660104512,-0.8083379735527068,-0.8012645603068914
SIDM00394,-0.08076668911538533,-0.9124529297642294,-0.3629946220993271,-0.9983797667078453,-0.3343556841832765,-0.8398547949772098,1.0965747484022554,-0.12950959091281494,-0.613767660021682,-0.45834918630836546,-0.40525479085823596,-0.5546113383061736,-0.8233730914645688,0.8219795325066973,-0.7484246681310002,0.14477584034273738,-0.8166859884649631,-0.7577404189460865,1.0399342070802693,-0.9603328858557508,-0.7161267814841586,-0.6442559548095999,-0.32136762901530047,-0.7787772855641023,1.6745085880744124,-0.9456403630784552,-0.25508212694801874,-0.899667078923118,0.5134985369553646,-0.9221185913891139,1.8927126497927946,-0.8974713592597734,-0.7934495094743286,-0.7664020925432861,-0.34296646329145214,1.253725770202268,-0.7236962856507657,-0.857818796539573,-0.8381998478258074,-0.9264232986636874,-0.704851056692012,-0.8129455360242522
SIDM00538,-0.014655073595971442,-0.9078404512771499,-0.8931999505835029,-0.9228666792680635,0.4707504701539321,-0.8743511206423031,1.8750794294647386,-0.6277056493890119,-0.4995697155920541,-0.9750201042985288,-0.38473547274924763,0.07482368980890314,-0.912317675976236,1.0159447596083773,-0.7571958878633914,0.01020716331419845,-0.7761412588874903,-0.5273965450278227,1.0146250586360541,-0.9297275241969671,-0.41241445599669707,-0.40493102495716193,0.5525622931789087,-0.7644692362919447,1.0829693264623934,-0.7816804106780469,-0.7336900318847945,-0.944250117860368,1.093323190249341,-0.9184483648455386,1.9553921085497001,-0.865184731520819,-0.5700553788085567,-0.6797584876122261,-0.4398039792951242,0.9288896223096726,-0.7332190380869734,-0.9972300184187584,-0.8751751173139348,-0.8366614847211004,-0.6177475850619053,-0.986395941429988
SIDM01140,-0.6708282967821161,-0.9440526658583072,-0.568194269786683,-0.963149832640901,-0.25528251915330064,-0.9796024145405932,0.4648012722816803,-0.893371307558749,-0.6325422911250581,-0.9619821910432367,-0.2947683171387775,0.001415784030761571,-0.8991762184751445,0.6575824793291923,-0.7994490014337002,-0.13116602682288786,-0.8413111531102965,-0.7274551204594273,-0.8201378464530426,-0.9344722867806619,0.04366028093111037,-0.40158148273193867,0.24410545332155065,-0.8670448594863006,-0.8764926055850971,-0.8791439646644009,-0.8103483361714723,-0.8128433352559313,0.5806313189637355,-1.029452459753328,2.209306313834721,-0.9133591819181202,-0.6673128980790606,-0.8998034330713779,0.16298541464614802,0.9374878380570364,-0.7025054325203959,-0.9581063441821914,-0.8347847069529807,-0.9099651290404338,-0.6514607733939664,-0.8600623646868388
SIDM00101,-0.6403549140988939,-0.8950465467754369,-0.601790309496516,-1.008108396542156,0.8408405823456355,-0.9679587917729177,1.8072045862845765,-0.32868601357391675,-0.5306539841126279,-0.9018034174252475,-0.3412478457355277,0.4121377957222866,-0.7195649122889186,0.1849487937238147,-0.8927909047823614,-0.5966480433208401,-0.8069133351450086,-0.8882254083285185,0.6853239150691756,-0.9185972708172702,-0.7860149537768369,0.04191197847613452,0.055680379074249664,-0.8215017252490023,-0.8129138413698442,-0.9530082679404088,-0.7741031783800078,-0.9445102975220762,1.0268561028325192,-1.0096104569690747,1.7308759612660287,-0.9457080461422515,-0.7122942372715245,-0.8713283836533477,-0.03669348356884137,1.4311135401144557,-0.7836399814613612,-0.9350894276696364,-0.8811225251809855,-0.8193915178241825,-0.8993059061783006,-0.8463933469097973
SIDM00114,-0.44227225797771497,-0.9209486719157942,-0.568499747137094,-1.0392301667933463,-0.06035200223785822,-0.8659387176600658,1.5143952292542269,-0.6663515995294375,-0.6272185396879741,-1.0119868652332389,-0.5052838006391139,-0.4857409500572621,-0.7758128803116189,0.6683977354445516,-0.8487477585678678,-0.6548394220315835,-0.8545657959290061,-0.7605546909917713,1.5742218603982638,-0.9422834853768504,-0.3837839778586304,-0.6187197387023984,0.09706595760889478,-0.864095831124058,0.5963784766123024,-0.8432557658707289,-0.868457048528407,-0.9795839091149866,0.31359316121405495,-1.03681995092195,1.6897693035963726,-0.894340980890113,-0.6446138770567437,-0.7418949674097154,1.0355382689702552,1.0963831023924133,-0.7370856374321955,-0.9143130666132078,-0.9739651965606966,-0.8900626371806349,-0.8873624947821406,-0.7617559480159026
SIDM00102,-0.5456120908164176,-0.9505742507401457,-0.5265969015517292,-0.9625297541077976,1.2220829594360443,-0.8379138594921461,1.3971919509444999,-0.4188084599150362,-0.47048646489155205,-0.9070224864427261,-0.5012938711064063,-0.4006167324765805,-0.7835452889255528,0.09622992097805179,-0.7913000210811052,-0.5609886652842593,-0.8280465414691295,-0.825476028127504,1.0465942782955362,-0.955049424143539,-0.5531913019870096,-0.2918243445638023,0.18888770037167843,-0.8337472711420694,-0.7860836617439002,-0.9017289032674048,-0.8971139872398403,-0.8040196075681942,1.077639213375598,-1.0495554072063709,1.162226267344199,-0.4190528362350058,-0.8822746331778195,-0.6884535488476462,-0.014433780140274013,1.1328050245735466,-0.7088636468492286,-0.9735140213901564,-0.8995838570707098,-0.8932851175069287,-0.84860083657297,-0.9660827170951302
SIDM01122,-0.6653261991972653,-0.9684874260737137,-0.7158239185076973,-0.9775679733170164,0.2691718135508488,-0.9762753162465135,1.1938628247451353,-0.5141051967456439,-0.6052854697355203,-0.9953644677501362,-0.2044773460300343,0.0782949537191013,-0.9333540338578958,0.4287555763712634,-0.8685624203216381,-0.7474507258780896,-0.8785668332400149,-0.8044242497895723,-0.5874019714044539,-0.9141641115483504,-0.9224543712512512,-0.4845467435100244,0.07366386091909671,-0.8684373816847273,-0.5586483521687764,-0.913291526964242,-0.8312384678150483,-1.0257972811986529,0.729666151847111,-0.8637891311290857,1.9478258807460935,-0.914628622497024,-0.7696444378433316,-0.7578677189179117,0.250483685368776,1.6962983095241122,-0.7146546399235533,-0.9599357080516062,-0.950546387396603,-0.9404938307617988,-0.898923156861178,-0.8349871494620192
SIDM00261,-0.7350529929470452,-1.0358665958256084,-0.9641288270032895,-0.9693873191488589,-0.3035781077684845,-0.9058020976854402,0.8446953194670722,-0.466200904858651,-0.602745242403084,-0.9627484306352974,-0.33412499803565315,-0.28690527919093717,-0.9802433209048842,0.33197412654862846,-1.0097184079389718,-0.751267240970783,-0.8932530227485913,-0.8556849986650965,-0.7606504747228333,-0.871423348163908,-0.9124707308435392,-0.5553679859600145,0.21126646122652037,-0.8139190475624583,0.06154284997403944,-0.8664579607014985,-0.7513072891106517,-0.8641114922941752,0.695529021064465,-1.035274349578458,1.680922176693803,-0.5376857283553843,-0.8314907418285125,-0.821079829070411,0.26450840821491267,1.1758528755312743,-0.703434398163783,-0.9714834458558246,-0.8536788437334701,-0.9804700478532524,-0.9275899631704927,-0.727546192467035
SIDM00154,-0.44580914323051846,-0.9219349983234544,-0.46809780080822255,-0.9566843347689088,-0.2681402409819165,-0.7553946419201615,2.4636956969535686,-0.5636867424204867,-0.6500821400082476,-0.8419902307782052,-0.26956517385161244,0.11129329539331402,-0.8219184057115028,0.11502399869794362,-0.8845301562957427,-0.8596263869795226,-0.8189832514663384,-0.8220199089831066,0.10197474495504545,-0.8935096366281853,-0.4168924588648176,-0.48260898498219534,-0.08517185352434987,-0.8435946480020006,1.1811185620768365,-0.9153694274139049,-0.8547335408749038,-0.8997639145078494,1.0734670640693171,-1.0085542721131964,1.4774505996032898,-0.7256231313953723,-0.7436690388673564,-0.8147954813883949,0.0007928940980617741,1.0460849233974117,-0.7336240268976011,-0.9299702369039202,-0.8551599898021681,-0.8863015661719834,-0.8929099011523586,-0.894764662878765
SIDM00104,-0.6635758035866238,-0.952858719426709,-0.6543007984376893,-0.919930086843605,0.8029231701178894,-0.7786243485181731,2.2626109472616305,-0.4358436794212464,-0.6592624051141149,-0.8854659614629031,-0.44173872557243277,-0.4982459376008095,-0.9569189582485713,0.1605997642118902,-0.8418427583527867,-0.6782988155403147,-0.8627347195944075,-0.8308908424706478,0.3269915807440086,-0.49358747754832644,-0.8465195396539009,-0.2761467917417579,-0.11964959087644059,-0.8550049815018333,0.8829353660713444,-0.811404366627318,-0.7328152666553218,-0.8642876737836688,0.8833226126507053,-1.0084163908489918,1.7236184931222331,-0.7511427778000083,-0.7470020643738065,-0.8434240532621,0.035513139416742445,0.9371542987966508,-0.7682187938964324,-0.9146450236854151,-0.9129261249247171,-0.9245165515033693,-0.8887285837047808,-0.7638853003866377
