,ST6GALNAC4,ST6GALNAC3,ST6GALNAC6,B4GALNT1,GLB1,ST6GALNAC5,SLC33A1,ST3GAL5,ST3GAL2,ST3GAL1,HEXB,B3GALT4,ST8SIA5
SIDM00427,-0.17934901651928445,-0.1419919496498322,-0.45190876815187775,-0.6582668792369737,1.3831649726345843,-0.9878541838208121,0.5306332185056439,0.006608733996848764,-0.5146790136313758,-0.3845629344960392,2.504447561587192,-0.6419090950937499,-0.6839018937747069
SIDM00758,-0.4462627964387343,-0.6456153046130702,-0.6138913358122918,-0.6533316798263544,1.9593772634660334,-0.9321996618206949,1.2284139941428838,0.3621083670471827,-0.624729123102308,0.5835491260599484,2.4215519749679166,0.18012609433773458,-0.8797711590822881
SIDM00612,-0.15197133395416446,-0.7845615229681794,-0.438143533963026,-0.2357162023045552,2.125651346913781,-0.5155018234745551,0.6617815887297174,-0.26019078769307136,0.23241356558877274,-0.15240142347650112,2.6742902238456114,-0.7243036207728317,-0.7655128365766749
SIDM00553,-0.36644843794895277,-0.7199540436732311,-0.7204753861927533,-0.7066060725648382,1.9884985596295561,-0.953890296816015,1.2855374067449372,-0.5808576690943439,-0.3184610742670335,-0.11738029168776817,1.9408780090277684,-0.5881893720967573,-0.8288090128052694
SIDM00343,-0.3010492742517262,-0.6442152003338406,-0.6249739101779423,-0.5822694285324863,1.8285149926332132,-0.41128288669361657,0.9452706655793056,-0.07149839223014941,0.005880696685439527,0.5682401840016972,2.9244417928729898,-0.8915041427795157,-0.7961366325998518
SIDM00543,-0.5545933560610274,-0.45851550083262815,-0.7558072695796287,-0.6660436950125008,2.3813770408252632,-0.9158753819114864,0.9292708857374071,0.8697929849942112,-0.04871105102377161,0.30722193635315087,3.2334435137144393,-0.3579408688696658,-0.8457153724182334
SIDM00537,-0.552894756306643,-0.7139733864123904,-0.6532653187398393,-0.6987573303762236,2.152279817478483,-1.007821920288279,1.108694687520263,-0.6005346749045082,-0.4865227746914441,-0.5153981781845753,2.842761218855764,-0.7378668465866407,-0.883208525920017
SIDM00332,-0.35208269056393,-0.7979403064907717,-0.6514908925671298,-0.7130174680268038,2.305939145736632,-0.9526343019105075,1.0827451757383006,-0.21599097108918028,-0.4800475029492233,0.25940360014629504,2.252485460501244,-0.8270447642617736,-0.7980709409080846
SIDM00299,-0.3931136461870386,-0.7625769586240504,-0.5461649982386244,-0.6847782054780045,1.8261131997977988,-0.5770904160902167,0.8093917272240367,-0.38321285371636893,-0.1054828746222815,-0.6014985954881278,2.5074499210463133,-0.7676661762774484,-0.8453980722666798
SIDM00308,0.3299296802007883,-0.7771447149906154,-0.4918687648705352,-0.6892143437342784,1.4906727013406644,-0.9422473877205498,0.6589388987286537,-0.7477172042353833,0.17637740286989387,0.5681834990991531,2.1447875655602497,-0.6136157429935051,-0.8849302503850789
SIDM00227,-0.28055623718232603,-0.5911977189569011,-0.6558598219295126,-0.6285477949945567,1.9029912505974809,-0.12956664063704754,1.1273091394670594,0.4794429623759472,0.05858868895637636,-0.13661828082580407,2.168950447910172,-0.6439669759701524,-0.8177315199333198
SIDM00294,-0.4255349512327846,-0.39100946775921036,-0.5264347014729219,-0.5823208218779695,0.44050140116196623,0.4308046326206137,0.7768074467879993,0.5505633257547591,-0.41294881632302777,-0.5841220985808963,1.318403489133288,-0.7164493407612074,-0.6886771906194645
SIDM00677,-0.11963658238073625,-0.7140416973118245,-0.8344337534479653,-0.6872202384522121,2.0217706079045485,-0.9698374960852382,0.8115986996338967,-0.5340469172494575,-0.5350991328563423,-0.517095957948572,2.856882807090512,-0.48102482750334036,-0.8793669238020045
SIDM01220,-0.246707057057996,-0.8134374982292442,-0.5970803466720773,0.5649835681382057,1.6759863901730327,-0.9544474274594494,1.342751793314992,0.18718461978765372,-0.18252084469159943,-0.0017639398752159225,2.479331875691562,-0.6547140409293523,-0.8524469293052321
SIDM01259,0.47647486082127705,-0.6182119171964049,-0.47451229182502624,-0.7553801749549307,0.9597177002169894,-0.9675850882819986,1.5842663050172354,0.8375491004300253,-0.5029913667659314,0.06885805454853143,1.7521214937916347,-0.45236374325848927,-0.8034329367792271
SIDM00680,-0.029030420946839993,-0.6790066590336005,-0.5847965263585152,-0.7234799402827669,1.83197012090831,-0.9599320582372286,1.089735999060913,-0.6502262841319059,-0.4982509914732308,0.017088654750691854,2.6833562291794353,-0.4681224883748966,-0.8622818423096528
SIDM00346,-0.5095576537855482,-0.7395141234838012,-0.5647434084059548,-0.6132765213329356,1.716843833895622,-0.9636388029063676,0.9077450790045029,-0.7182286155824642,0.7625861182601154,0.7395211705367755,2.4365283859574274,-0.5288731555997063,-0.8635551002347761
SIDM00129,0.2278430588439191,0.2322568540878993,-0.6437928753574974,-0.6622790769683286,2.69257543998265,-0.9440478464987918,0.8955553699424356,0.8149775756156309,0.16141175233324911,0.27932176051575547,2.584490629620132,-0.7496267475343994,-0.808599677104732
SIDM00627,-0.5098564140740417,-0.8232391006961681,-0.6200356044685602,-0.5769565225982352,1.4158055096577957,-0.9877802183584234,0.8382765646748578,0.21283935872601537,-0.6323401412098444,0.5493617777916753,2.6555648539570234,0.020919386140320323,-0.8590868044559327
SIDM00293,-0.2823314628957912,-0.6845762849395012,-0.516627924255183,-0.5104628587241382,1.5174645581763142,-0.7662648480193947,1.1561928782719033,-0.16614734731833625,-0.5430982249021606,-0.577907203300862,1.5127886414108174,-0.6346307283923268,-0.5571580523050053
SIDM00274,-0.0052023697296865,-0.7111059905568315,-0.5353418419351014,-0.7388247743579685,1.7119436592313457,-0.8977279014156284,0.7858873538411165,-0.5726576050500694,-0.6209528561704196,-0.35650135615250067,2.2358738749153093,-0.6657318614490076,-0.7987396471063382
SIDM00544,-0.277027421565389,-0.13504255031496443,-0.5198025410946302,-0.5551010431258716,1.1850269820187767,0.4807827148060793,0.77734448757472,-0.33647323285207553,0.0038318391090015917,-0.31234338880307133,0.7401600215782729,-0.7650209612814466,-0.8241644388888907
SIDM01006,0.5771833957967102,-0.7085710205402767,-0.7598985468791983,-0.6078844240043864,1.7935530486364517,-0.5025225046919989,1.48732345399551,0.42132389692109,-0.24432657130400834,-0.011759725514695858,2.6627582723678773,-0.5785338477472237,-0.8854688432344626
SIDM00302,-0.20834737201857306,-0.7636417320665039,-0.46731849001133025,-0.6596786278725671,1.6225566383000685,1.3787929921067144,1.0387890559707087,-0.0954974781908537,-0.3446445905396407,-0.5647262195422126,2.2797371830974,-0.8740030561057922,-0.8881901388729777
SIDM00549,0.4513712259165713,-0.7322402062294626,-0.6501429191104215,-0.7066276423915002,1.3661749835710568,-0.9363779261914296,0.6471186943897648,-0.5108711352256718,-0.2092413933917353,-0.216195979087017,2.0651996347333035,-0.10053065838381472,-0.46656392326086704
SIDM00292,-0.13675339032593037,-0.6264513344728395,-0.6282702407293411,-0.7463972593763134,0.9813562827286704,-0.8370625217358151,0.7087437594288443,-0.20561785452948864,-0.2621051140766825,-0.6814559492290071,2.254619980106062,-0.20226103319918554,-0.6671929784145698
SIDM00623,-0.2696369773522282,-0.8220019776571967,-0.48437505138190456,-0.6074908718955222,1.302850033442871,-0.9557797376832733,0.8372713563829289,-0.4368242075157033,-0.024313158214609474,0.02981264711425139,1.7822382503923364,-0.42099682841794284,-0.8689530792302957
SIDM00638,-0.11570152050124308,-0.8227313390079893,-0.6898926984333733,-0.46787052826575765,1.2930617660316686,-0.875932856209838,0.9510153924434683,-0.5421766509990181,-0.5868528106492844,-0.3669415781994637,2.188843990000143,0.03748176792788261,-0.8963394523970184
SIDM00527,-0.2963465632955589,-0.5723755791789531,-0.563270848111068,-0.7493079290566778,1.8615039234496018,-0.9691656604247081,1.0343401704250692,0.7807018083079553,-0.49307862760753085,-0.4093711491173168,2.5333586861809008,-0.629504157800253,-0.8164972471935972
SIDM00976,-0.025652726190910802,-0.7613774352786544,-0.5750926929872361,-0.667027151024981,1.3455502431934974,-0.9779439352299067,0.7052888426692882,0.3376614159158882,0.09672961046065784,-0.31893705184474436,2.5875098852319005,-0.29294968941058763,-0.7290567762299806
SIDM00316,-0.3523779440392522,-0.7420727748388949,-0.712555894189014,-0.665103999139658,1.6526612506931726,-0.9101629104270997,0.8151754410338318,0.264262973514133,0.02848504500713094,-0.18419698166904067,2.3531168984948025,-0.5505205335424843,-0.22808799938999572
SIDM00326,0.19614654590078262,-0.6998221628557776,-0.5634910843109416,-0.46814805731974596,1.585458025295275,-0.959167629411248,1.0615250881677465,-0.7390374781321843,-0.002739892978007399,0.1601567272885991,2.4145003661866022,-0.5800955819392053,-0.8262163943266119
SIDM01093,-0.0016173025094779836,-0.7888844706832694,-0.6041732030182929,-0.6813822858264046,1.751717040923526,-0.9542559105824377,0.8680355099740813,-0.7026166503812807,0.3779203024241308,-0.4550823878800547,2.4112506745530218,-0.6542335280746884,-0.8472067056935003
SIDM01098,-0.15815487365726363,0.1950946663327207,-0.5301923071609305,-0.6855987294426698,2.0150675686719066,-0.42919220574313577,0.7173580533323749,-0.31436938204284287,0.0021934142690545207,-0.5641316815422042,2.211527512005661,-0.5908270565299135,-0.8391000711686504
SIDM00424,-0.1366512054972051,-0.7073080902789181,-0.5239074323053031,-0.6673689155913247,-0.0017526555220365215,-0.8639416180035155,0.929107323010079,-0.6054055670642374,-0.07080796586802775,-0.43267759687591545,-0.8239573949334659,-0.6759340690833476,-0.7622356283209771
SIDM00973,-0.565364987517588,-0.7489340978921272,0.16619635246953984,-0.61920686509281,0.8373845488264858,-0.7998346377784065,0.9081938040944127,-0.15079572303872465,-0.2823448363095632,0.36555390281049815,2.0596326933653755,-0.6380949593372762,-0.6137843652602675
SIDM00411,-0.5480883250600013,-0.9105240629880179,-0.647103749068245,-0.7344194239686427,1.5156620691735805,-0.9977805031503088,0.811879404269153,-0.47990693677755863,-0.6180268210121151,-0.21254151481539937,2.3862089624746665,-0.15611899210206842,-0.8699300220156075
SIDM00374,-0.056093206812712744,-0.72629740428488,-0.7963239866177809,-0.5918091512288903,1.416205120269167,-0.9311875291218285,1.339723611055586,0.7970377444135134,0.5534488045053277,-0.44779601563781735,2.0039687379750206,-0.5401140924550564,-0.7708697312091706
SIDM01160,-0.3958270133825071,-0.818464200157287,-0.6305052363431878,-0.7441603254589314,1.5594736157335376,-0.8821535355094146,1.0567388614406652,0.5201342275760855,-0.5282618314436704,0.03000851749890774,2.3066337143700535,0.35630819622105125,-0.8231624086282268
SIDM00145,-0.44529078313356407,-0.761657941849056,-0.3298241720270414,-0.672663334095823,1.223770073062358,-0.922353399774412,0.7477643711199979,-0.20236135068670788,-0.14289152352402454,-0.3912713461339476,1.536786762355622,-0.26910798207841014,-0.7642618336909078
SIDM00975,-0.5261276866569028,-0.3172255547894232,-0.5078931847073298,-0.6371051282947648,1.5175602306833846,-0.9692940402150606,1.0311525783972428,0.9191963781396545,-0.01978286292397869,0.693188896799665,2.6011895845545996,-0.7059350641319023,0.9536928247886767
SIDM00971,-0.5842324631037166,-0.7885151807693618,-0.7811831312847928,-0.6502945593491789,1.8538631537281434,-0.9376478031190948,0.9991178856108803,0.392051309141445,-0.7482203286498184,0.8660470859364969,2.3736933300368714,-0.6342141144364541,-0.7717427295153617
SIDM00251,0.03527228861183452,-0.7840522286395715,-0.4164368037591223,-0.6835988834264597,1.8047307934181158,-0.961163403602394,1.0966431103955698,-0.4273116216701672,-0.5413391016387306,-0.5008745188951347,2.653817835701017,-0.6588159469355677,-0.7732891444903008
SIDM00412,-0.25988962044967023,-0.8275578513589859,-0.7202692836863509,-0.6288362715148719,1.4630283750863229,-0.9296206992621957,0.9228275437237281,0.015595099559252352,-0.0735318550614747,-0.13807889994522562,1.8117955635943557,-0.22522027210834045,-0.8226983442243676
SIDM00023,0.26318488483190955,-0.8034016742715626,-0.40372259553095396,-0.4813898902009578,1.3495003196589457,-0.9895640778192841,0.955033219836973,-0.5158277239244641,-0.46467815274073765,-0.5412374832593645,2.0625796026796315,-0.0660117997739821,-0.8029841564045316
SIDM01198,-0.16620239045615315,-0.717216136059862,-0.25045377922253154,-0.6493619465964721,1.4227187855600538,-0.9822389549304791,1.1938297097443,0.10020802021422437,-0.15063242586330766,-0.3549724994600522,1.3775708184574629,-0.4281870549498621,-0.8222636768327686
SIDM00441,-0.5032804953208099,-0.7770030050622609,-0.538168059494414,-0.6326383541103199,1.7651423935000985,-0.9357508404458412,0.9966598755378138,-0.4906818889687425,-0.2558119424608005,-0.3197859680778353,2.4553782631820398,-0.5944019060809086,-0.8101687521402916
SIDM00388,-0.08662520788583543,-0.6965215048360258,-0.14546025801188034,-0.6505152194423371,1.4707769456142132,-0.9897798491908676,1.2095223884376545,0.00023915374160317712,-0.3807095983046758,-0.18592086661381554,1.9876145446533076,-0.6935041260660518,-0.6121566105048625
SIDM00417,-0.09767552306240354,-0.6208235429641973,-0.3766460995410146,-0.6073735455700203,2.2104478267926932,-0.9173382725421158,1.2934262926741136,1.1129493537123984,-0.22538836247081462,0.6631076055427567,2.6376568388374264,-0.6069027359663014,-0.8392726575086926
SIDM00416,0.2641706836822206,-0.6330809820475096,0.0739349454387542,-0.6026567120695603,1.2497101859058983,-0.9188141984146694,0.8995102625139737,0.5331257634022982,-0.28127239842568647,-0.5376205448381978,1.238081465552861,0.13577547429139467,-0.7274858038865923
SIDM00974,-0.5926432612937106,-0.7401118607703581,-0.48759735213957367,-0.7237214412632649,2.127577486910129,-0.9155933290256766,1.211503083883905,1.3000945167460964,0.06627105564861867,-0.33548285098343533,2.9950821945312813,-0.7121468903377891,-0.32351884634972183
