,PSMD11,PSMD12,PSMD13,PSMB11,PSMD4,POMP,PSMD6,PSMD7,PSMA5,PSMD8,PSMA4,PSMA3,PSMF1,IFNG,PSME4,PSME3,PSMB9,PSMD3,PSMC6,PSMD1,PSMC4,PSMB3,PSMC5,PSMD14,PSMB2,PSME1,PSMC3,PSMB5,PSMB4,PSMB7,PSMC2,PSMB6,PSMB8,PSMA7,PSMB1,PSMA8
SIDM00098,2.4698440579903633,1.8672610608655442,1.6462390188523208,-0.7980665995870906,2.560362335751128,1.7731328533094772,2.6527962515840735,2.3351856902653942,2.7741761979446093,2.4224531921262398,2.5690268060623938,2.2757132015082213,0.5387700979425316,-0.8597500575831376,0.7003797352916518,0.7565166446611228,1.6590601937215983,1.993709611394659,-0.7166009662529169,2.6421686545711593,1.8337603085141914,2.9902618487014005,3.064972786404359,2.7501128072480676,2.3750381372165252,2.4101405872305732,2.6583447246834875,1.6347415047269493,2.8816566339473573,2.1884629366715354,0.7708588303543888,2.906371997264769,2.0798638166391377,3.325666943358627,3.6060460366072946,-0.7579136547310587
SIDM00225,2.024778051354019,1.402696131294324,1.5694687161601362,-0.6706126388186426,2.61568397484538,2.012373793563793,2.274812169762981,2.1564332150199252,2.5547422071675587,2.7626412769335693,2.6419071500438474,2.218668925983787,0.6191058988385425,-0.9963200476749559,0.6764096154420484,0.3897919998928862,1.1125886568172811,1.4275488239769623,-0.7265032272420212,2.50447627465799,2.0679566218179803,2.707317724398295,2.6252817042171537,2.580264687073975,2.257633683739594,2.220564978812795,2.6056822364839802,1.6413741099026495,3.094028898784455,1.8117058179423013,0.5005470619394073,2.598506096505497,1.3004167640350333,3.2798433774654616,3.115884797068795,-0.8781156507642616
SIDM00846,2.034124402077801,1.5786410707563259,1.2745575854325526,-0.7343702232952167,2.2741491017873074,1.6496246648430424,2.0164467283164336,2.124454035468648,2.525111078027031,2.166244572774875,2.5539290926060167,2.0762122397012255,0.21954009247899786,-0.8076239847909236,0.48491184017164457,0.6407408982014657,0.8592171805316454,1.638292351191561,-0.8259809318120777,2.326961375888032,1.4989365910996424,2.857522701879517,2.8172134813540017,2.2616208473173796,2.1456292796653598,2.1689417234879356,2.8444717951587215,1.8951143094539662,2.680748722208652,2.0278125901757593,0.4881930502984379,2.7094267840735107,1.8662070335273333,3.0498298440000315,3.0549884347844127,-0.8080453797443885
SIDM00291,2.154385514177227,1.2520847337639338,1.9343385629115342,-0.7768936392460218,2.7846700216667073,1.726963899947315,2.1792637708958567,1.906257360252682,2.5870705477173943,2.5703917749186385,2.196590529290679,1.9021407390675475,1.1785582826864072,-0.9776528005533216,0.6524152516820072,1.0202808461729753,0.622832666699799,1.9373912059699383,-0.9596331876547279,1.7610513140845963,2.084396874616894,2.764879688301976,2.5731807596207865,2.1579327243516957,2.4024520482386436,1.9580499658728157,2.449460730854217,2.0014476390093314,3.5261836104930575,1.9572677797323235,-0.03752323016917654,2.62001301452866,1.792959186593737,2.9880696760169925,2.7413031190318544,-0.8655384712479512
SIDM00520,2.34492331669265,1.6668318390738084,1.8277500735100303,-0.8268049991285916,2.5395332259336993,1.7897975869173524,2.402812444477852,2.404271319158518,2.718871086253021,2.679452060982049,2.5566909453376403,1.8186825680721,0.7693750695036996,-0.9950402867339376,0.37839891001775,0.46509380288153973,1.683537022787883,1.8636342755948638,-0.7704983531569722,2.6360638433102923,1.935205084847221,2.9558478474054644,2.8215932710293257,2.6851577706222667,2.285063001509238,2.3188333181704617,2.7607294236743205,1.4939414355228753,2.921137388341106,2.145574490991812,0.7365479131513305,2.804542627827535,2.158423721962114,3.09298671219114,3.1487562204672632,-0.6396310551504752
SIDM00003,2.4200354035188543,1.8518768432913009,1.1983165610379336,-0.796132606848909,2.5128358928144054,2.122129817785232,2.721515467474111,2.3859806919843747,2.832971958252606,2.7291091253603663,2.7957458624301506,2.3119556158899077,0.4974187203145185,-0.9402499429580103,0.5489970318937247,0.7597042607519843,1.292737921316232,1.8596076619144402,-0.6423586546013582,2.5816305660309307,2.068560208720872,2.894279866116102,2.6419740107212046,2.6745115992425217,2.5015123179873706,1.7464725895021869,2.854228007441508,1.7712270434865787,3.1884235788346076,2.2528240292977553,0.631249426498685,2.9178521460589604,1.837164349082479,3.3728161050108953,3.134002348346856,-0.6976713658013274
SIDM00136,2.168796111698514,1.790057594436965,1.7619022564386422,-0.7904628919061697,2.311896203485209,2.165308958057405,1.8003858892404456,2.2033695581731605,2.7118405060407116,2.5127612497154588,2.6257312456652673,1.948896302857178,0.830403716181406,-0.9929079741954784,0.5410381123387289,0.41706889346533754,-0.11754965596483988,1.564747499303076,-0.835195512294478,2.1677516815388413,1.8413133767486298,3.049212031197547,2.583174256111382,2.2326670813888145,2.0224416339021056,2.4805904767255877,2.417885537631638,1.4197065234791006,2.607073861152462,1.7645265382288307,0.3949453924989122,2.4260347472698243,1.1115035736930863,3.1058685533866712,3.222613484814611,-0.8307136285460128
SIDM01155,2.1635378533633447,1.6645782877029602,1.789312296614858,-0.7883479541878907,2.4347079708746526,1.8596380201590694,2.3212909361365575,2.333428994317863,2.7405396836790126,2.538235816774657,2.382319401935692,2.431982874418044,0.7034462470681906,-1.0532732750769842,0.7370704147276416,0.5098022457676546,2.0130875540524347,1.6953623423627016,-0.6256137795792011,2.599349889707628,1.853103448053205,2.884989173909104,2.768128348531343,2.57013995266894,2.2676829298906234,2.419132577434903,2.7317260524276876,1.7573611543089922,2.787384664934731,1.965175530411107,0.6332245188967194,2.831753823265111,1.9042679503734836,3.252363538834444,3.2317061854806823,-0.8095425858034986
SIDM00224,2.323432233552892,1.6301922843189678,1.5298057403059628,-0.7901496627658443,2.42787461740774,1.704128932690858,2.1533294824534774,2.252642178354259,2.581195466789467,2.538553784374045,2.6283272340018193,2.44996485001193,0.9232863968630732,-0.9744203952969527,0.5800256067135694,0.6010312167709818,2.1094936959293507,1.864735460848774,-0.6921934516572209,2.4699866178842824,1.8265039980240418,2.882694559537456,2.6231949481587256,2.5128902233989283,2.1801911967635865,2.6211097584571728,2.538226311571429,1.8652274544780008,3.0087909356247966,1.7002110345616572,0.3632528633111943,2.8237188592287534,2.1687940844995928,3.004907787340766,3.2909741536629284,-0.8362179758186339
SIDM00783,1.9912184072422223,1.9466812904755455,1.4908509986425762,-0.6189423448681437,2.3771785842991515,1.8247593210925919,2.149106988932802,2.1005830354549277,2.429857564076833,2.3474035876901493,2.481005650286057,2.2871433934812435,0.5553952964055118,-0.951982212879255,0.5688572322423109,0.4141235682342406,0.637313545819517,1.567095205671809,-0.7713942133652735,2.283869564068753,1.5006887454542066,2.6453980659516123,2.623759403815811,2.5914681990354103,2.0556531508758766,2.355768207891427,2.195369413301252,1.702375368744384,2.6739410546086164,1.747036231088323,0.149266175076591,2.580061584529285,-0.6919350074551036,2.877456874776003,3.3010825413093023,-0.9245277966056562
SIDM00490,1.5811752477107677,1.5236796631291518,1.7322483261483574,-0.835212510829013,2.4748430959435423,1.6804455549364337,2.0460229313505374,2.5693634849825298,2.4049269683370147,2.5639967398855763,2.762842762322011,2.2907312926317203,0.9293243319595251,-0.9609941786612987,0.6430606279957558,-0.21075729551752836,2.231705307431067,1.2432688223377755,-0.7585957719833287,2.4425210446788648,1.8277118274667372,2.524496798432321,2.918107508554385,2.3940047682737005,1.9612307353424991,2.570527829946616,2.5408031983347867,1.6023788300939774,2.7558559971234287,2.1549890720074107,0.466037001212578,2.8252725521113606,2.2120672699429917,3.2565822103256568,3.396994351921644,-0.8204230798192106
SIDM01090,2.025034116318395,1.8430186782680007,1.4971297251664628,-0.8340313840128362,2.525445940569292,1.6893137336013375,2.274791565720739,2.157826644567847,2.584727201586595,2.6447733963735036,2.276200885015688,1.9153698126225887,0.6990625956718124,-0.9633900698492912,0.6890365528940398,0.6262901389467032,0.6464971194029436,1.5346410279081315,-0.7887792913496297,2.2131762999677393,1.7496141843730038,2.6949182459174406,2.5474154955533233,2.389380798998648,1.8464041180117456,2.4337341388279476,2.1944460529100507,1.9069277291966626,2.8369037521625096,2.1953367092779845,0.3783336404209783,2.576010818310498,1.1907352987725286,2.9560067800557186,2.95476846396897,-0.7908902666096627
SIDM00394,2.090077694354081,1.753460254900408,1.2988215524972682,-0.7713972933572198,2.308843101332748,1.848540215123091,1.8712280108681594,1.9989425555714107,2.61262208697238,2.5488538943711703,2.3745844033958527,2.2498920102363154,0.16993527663020583,-0.9102493465077881,0.3800284846540179,0.26521899180789765,-0.578461634842716,1.7042693424066504,-0.5774514204145794,2.1176844608233396,1.8289204779152064,2.845356727556178,2.510967922362658,2.314635782074737,1.8596404078382407,2.425428784716157,2.1524801321525517,1.940978518323023,2.601509951082019,1.7477277007473897,0.42372270700967135,2.0996223250575645,-0.039986224441024516,2.9902803047203106,2.9935152364429873,-0.8395381564661398
SIDM00538,2.1503807439638702,1.3254088716596146,1.4797044435786515,-0.7766748212247703,2.536913772004003,1.699992658978433,2.0918120701967955,2.384083153867292,2.9154400192789076,2.706281411141212,2.6362068937534184,2.1551410801759308,0.2554693202040103,-0.8384603697776047,0.9447447984277139,0.2761316677190011,1.664037343613163,1.9781259466304155,-0.7996971266673663,1.9926134959560855,2.104875634152563,2.746573590802332,2.6038214838423666,2.2699923835889213,2.049810757748407,2.5119585851357065,1.8625469860113097,1.6722971189777225,2.81982334590793,1.7237801348636124,0.016845866732408208,2.669898018366519,1.7561528089546161,2.624307013291707,3.4069258654139847,-0.7982025242932014
SIDM01140,2.1017326699269563,1.5821849498193719,1.6394665287588697,-0.894374228576663,2.5789862082489714,1.998731394975831,2.435729017002702,2.3236764071351743,2.732725585436995,2.582934560477225,2.8105825433372322,2.658602446743793,0.344823867696934,-0.9978478624040514,0.7514035245551377,0.5421783647351164,-0.34284471683533285,1.8645843409795162,-0.668079088926682,2.49226193948447,1.5344785988388958,2.9688403063250424,2.6517784690096513,2.4510338480491236,2.185228049433786,2.141907315372768,2.652982157196273,2.175905869972233,2.9024692985913503,2.0107566979751272,0.24065026651647678,2.984808836286033,0.10155686872871116,2.879728332605477,3.3706840393735154,-0.817746746581659
SIDM00101,2.3311658204122345,1.5414451200630925,1.6906281086983153,-0.8696516707248633,2.468380835200476,1.7493885945258891,2.244778098565715,2.146827909381571,2.308599365824042,2.527293936992529,2.710152191038675,1.8397805961674336,0.7893046098567144,-0.9444512796287327,0.3618567080148269,0.5743582158273659,1.853823564902021,1.7916771611956817,-0.8000868499170535,2.5329070941743455,1.6483365645787387,2.92341996434589,2.6985860703299127,2.4790266042168407,2.290396196753244,2.280028333989174,2.6922021535870253,1.5871906276443315,2.96960947372587,1.9826245226856714,0.5081920597168751,2.4437774886847703,2.1599911569657917,2.981686557568294,3.0062683964867776,-0.7718577471398612
SIDM00114,2.269896825906801,1.769314983337418,1.4503879093686074,-0.9080406227863275,2.5892442902406243,2.0728762889522905,2.3219395855053695,2.622728279438107,2.8476540123303486,2.6581632066335343,2.35395139303718,2.373030083534086,0.7954176379744794,-0.9625824796611797,0.3568048581962201,0.2914733932506497,1.6003804250390354,1.787437491081014,-0.734374106741375,2.329307074026493,1.978047496111174,2.9263044497859196,2.5054071545273553,2.5090732827042044,2.4441293333525063,2.734907112712314,2.3636587686034045,1.7938234886647038,2.822923791167034,2.005873149763139,0.4475144946874257,2.9181939515137527,1.5904640761998177,3.4217749017615504,3.582150360947518,-0.6832491472701568
SIDM00102,2.129644325663868,1.7300978830126226,1.6500006572172676,-0.7650833942222295,2.67716196102219,2.127828253866261,2.497719849640289,2.6243102745233404,2.6855205608574257,2.6858935450993506,2.5100127496282787,2.125287548937886,0.966404582844622,-1.0974082517524892,0.4511154607495148,0.9793708495777466,1.639134845680992,2.061465381680796,-0.7893262877900593,2.584968140788069,1.9285542648972207,2.972077344786484,2.8109953701071575,2.55176160573965,2.1667359314100634,2.1583230219079215,2.6117108740226986,1.7009723574189026,2.9969617867472205,2.3621513676779724,0.6630431863948435,2.8834735284342963,1.714262140462885,3.17403594217888,3.4216947018093204,-0.7449633338750127
SIDM01122,2.2611725893507097,1.6821592480722483,1.591584403212558,-0.7707382814364208,2.4829699666971856,1.7789053126868868,2.10903187028117,2.1355782870016897,2.7002389167938494,3.2180599248527653,2.4315850785761217,2.0737171749185492,0.6829857539516686,-1.0235984478304532,0.8569261514983013,0.5596050112757729,0.5756591176639151,1.8648215556828445,-0.7079654079717304,2.437351360090234,2.575424290381191,2.920234724302487,2.899952784969457,2.6461589151619718,2.0709106214206665,2.12251674867939,2.689794422947588,2.1233712472466966,2.735241661000749,1.8408317293458198,0.21162686353313984,2.623851551324473,-0.9049746197186515,3.2684818292682336,2.934577473580472,-0.730857916885577
SIDM00261,2.332558539872541,1.7757952882967856,1.3497315769725249,-0.6444049930738659,2.7823133328832963,1.51971478284334,1.7461137300337528,2.4845287346350196,2.4177388883467943,2.6269937817123705,2.4027417816868133,1.9485867410855535,0.4261242566064228,-0.9226265092688389,0.5830073893072607,0.3059279798419787,-0.6363371848158681,1.698619849475448,-0.6682646158884469,2.205257567251953,1.8541070344529655,2.4321041309593316,2.8536349846011424,2.3205357188349263,1.9426632158360386,1.3282294364972145,2.534205550868641,1.571848137263862,2.8642186129396645,1.4782353441772214,-0.014610993074864577,2.561880899807994,0.4014842990174292,2.9749476954197847,3.229441856921526,-0.8913562526860371
SIDM00154,2.106629635341202,1.6022919650583085,1.5612100201928039,-0.745212554374842,2.2927934304224613,1.9589081772112356,2.288235022893536,2.2890712777195965,2.6647081264521266,2.3487617175000235,2.6391570697613473,2.3224268857659642,0.637213024457496,-1.013093570615725,0.6373954903356455,0.7348233034700858,2.2548962187581982,1.7824064927509766,-0.7538706884656782,2.427916178703232,1.7060712081497935,2.6373871327083633,2.926577986557203,2.396383846074683,2.215002534264223,2.7970328510278053,2.566750387523241,1.7269938736969772,2.7204072417986698,1.8607563977958974,0.45481861402904605,2.6552723212082388,2.4913298481756008,2.996959899495443,2.947023649049231,-0.7023550739724288
SIDM00104,1.7074649864484261,1.7209351766058516,1.1543904419502722,-0.7917883255402287,2.5038994902920693,1.833014177840461,1.9566324948135096,2.2998043115112043,2.3213263412596143,2.293252369772099,2.5946773090253807,2.362406161414443,0.42900089498879096,-1.072690836327427,0.4499515817347691,0.4312957303424898,2.067289709166929,1.8103456827303956,-0.7583523184975698,2.1439081059994556,1.4994846838295013,2.685002112042769,2.549375471031201,2.520614692014481,2.1099959293400694,2.483326016793744,2.367973877725397,1.3064386142673632,2.9228192292179402,2.059027422434858,0.6648858712019076,2.335738905327602,2.377040354061104,2.9606330519130046,3.37150144460838,-0.8325447801569108
SIDM00267,2.5250611484175987,1.3990441180265014,1.3892150275335062,-0.8621057490680907,2.418927251183003,1.8284543158264197,1.96700592568961,2.669928331302051,2.563159997562269,2.4891102849389433,2.7911080869096536,2.4807370890451788,0.5609837463125209,-0.936660672841135,0.7202886505225502,0.8973571064641589,-0.49579004014737266,1.8519942679964085,-0.7268855971388297,2.5272741937531014,2.0069968165309087,3.198741314495501,2.783347481540383,2.233661928440158,2.003757066977675,2.216618855164867,2.5204907293441265,1.73148904319386,2.7232549246129314,1.7798708848003324,0.6497650679834663,2.7383767788318227,0.058643767667135006,3.0655339191921733,3.1241811361033385,-0.8767641490808905
SIDM00100,2.64464695764485,2.0772509424016903,2.0291344646909066,-0.8767862855692092,2.6620013859598504,2.015680216041766,2.2276040849493115,2.411366855170709,2.714290080046567,2.7690071368276667,2.6526503022209256,2.5149205583061263,0.5810631648551744,-0.997263651463655,0.9148233333259215,0.7937701336507443,0.6502342018747899,2.11162875321371,-0.6784637250266454,2.4525067870140163,2.1792534147624827,3.060795678660515,2.9690019935777157,2.7386457328904705,2.6166250552478685,2.3445244731915684,2.4454400890281667,1.9268529312920817,2.9351247136356378,2.0290533476491306,0.8069034197725096,3.054742961794278,1.026551397100338,3.4373480454714125,3.547599736483011,-0.871035941735135
SIDM00826,2.2247023185081245,1.7895799951637972,1.5335023465759203,-0.6998272772517921,2.4466900821531383,2.3924086025126683,2.004377391657774,2.3277118086476887,2.5922711020485667,2.2096293613030813,2.6912951382636408,2.333972709547453,0.9920558396384898,-0.8921560190870974,0.36032336864514747,0.6465116071333789,1.5720664773663542,2.0542289994551988,-0.7379317286339364,2.0936422443754825,1.930566723440762,2.9151468258335425,3.1161201177349906,2.4009464513062366,2.2698392098644833,2.2437978722382117,2.484258911736106,1.4530717534406588,2.9105448573427743,2.1910792878364016,0.45720059582589223,2.3770102746479944,2.0301331329420873,2.959993484887312,3.284628500941501,-0.7808435038845405
SIDM00310,2.593751621477865,1.765954461243066,1.9498312929055859,-0.7476904716380528,2.8012096123148575,2.1440375134587097,2.000236024322176,2.619006783985763,2.7075948150317966,2.4345832459762886,2.7317452348136726,2.1895650165474607,0.6883970577747518,-0.9778859046899295,0.4750001940802931,0.9498429972822753,2.3272134031298943,2.0715047022715067,-0.7793098679709167,2.4121666489439977,1.996034437435895,3.046975903734097,2.937604580655974,2.5461525263233775,2.4240528496999465,2.426242045874131,2.7220215458761396,1.8424708990712093,3.1294895353782675,2.305952907514021,0.5903857645197861,3.1379813647496273,2.5328083287383376,3.1867953492553425,3.5319985749367033,-0.8120120553274136
SIDM00482,2.5348370805172165,1.808908262035346,1.9411429236828075,-0.7483968607967958,2.5296026100176814,2.4069914250113835,2.45295970666323,2.489331511965284,2.985454353572209,2.5407616988731028,2.8953513573186362,2.7141152872721714,0.30668002645354225,-0.9121839588584725,0.6445085180986792,0.63456472891603,1.410731351907235,1.8848129629593875,-0.6750307562846735,2.5422563560176115,1.8767998864198967,2.991418494875821,2.829783333808808,2.6842596674709784,2.4116303273906308,2.694446167626909,2.568553735643989,1.7035332373994494,2.9622791731719533,1.9107001838349182,0.08178286492384203,2.784133871007701,2.0120726314311024,2.997826177747212,3.376977714547412,-0.8641223850917417
SIDM01247,2.266034657163573,1.6258109803608785,1.5176710248888,-0.6744476828895947,2.3334155743557012,1.576628114060596,2.488299499419298,2.521034455566593,2.766678338120841,2.2166884207689463,2.786371082237343,2.208691987789385,0.9195448107336496,-0.8966205365115582,0.44676358413477474,0.4390123670300559,1.8351158308774203,1.8307191750050915,-0.6868759322983828,2.1671834350851094,1.810835178318728,2.6186701820470364,2.71304348985864,2.6187886367473987,2.0998197671029426,2.4907273199421636,2.1503114459838315,1.210959970930301,2.7024039165228846,2.0094069615576866,1.0015216935092783,1.6018876071998114,2.270442400187853,2.997114066036593,3.4465288025908647,1.5874630054896044
SIDM00817,2.061253210605578,1.7878632071553202,2.0811766794097446,-0.44553810026295626,2.666059226953018,2.061310648867348,2.071326185739751,2.340007647382107,2.789342537149215,2.865407710937828,2.4133104592663632,2.353881066513777,0.5878532952004674,-0.9450662302603192,0.38665484561278973,0.2810732998723777,1.677590982722053,1.712830321531864,-0.7441316432983358,2.3845337188526385,1.664948996601965,3.0327337075157015,2.8152803574701495,2.6648949950455183,2.051133578435292,2.491057929480219,2.8114654537483115,1.5873754666892228,3.0620096348665755,1.7298049780522753,1.13476554992281,2.9510493816448045,1.9863958527551506,3.135569549089552,3.2338735801811445,-0.894884855031013
SIDM00448,2.1405724373675383,1.7487857938465463,1.96806643247355,-0.7511683475591271,2.7023871240337574,2.032703503436182,2.7573022183547056,2.494920264045217,2.7208139275865806,2.6774742081831895,2.6071157473479976,2.7395747394725705,0.5290670729941561,-0.9524510843851841,0.9429117436677621,0.7588491490619468,2.262570856963095,1.9041755627781658,-0.774125337849263,2.3170817057578836,1.9111046103135705,3.0122780035406347,2.7484924751187,2.5986659988304126,2.165508792907159,2.2908350388648735,2.7663605537093554,1.7243409011854458,3.014598108153516,2.0544144462754903,0.5632115735199632,3.0353131057727514,2.073490415436592,3.1778786542175896,3.4295806445470918,-0.6186076756425901
SIDM00086,1.8644542704984124,1.331192800899871,1.7504797454722034,-0.6668632252891217,2.334601626473651,2.017652501962983,2.0971354488345155,2.392471732878786,2.691902769429662,2.808578830245772,2.589280934920911,2.2316872052735888,0.42683641496431,-0.9146139439419145,0.3338875832393611,0.08797100219679735,2.0436676597074914,1.3858660235546794,-0.793626159313071,2.279073135731852,1.6591819346624728,2.5344142359582844,2.4441405876584237,2.923380392270235,2.2887638294115282,2.5066351436972596,2.57943939001762,1.5582421279421341,2.6149578564981537,1.897691720829725,0.5225558882168113,2.4881101490757067,2.085980707345586,3.098133467082018,3.1954921575774766,-0.832975073646246
