,PAX8,HRAS,CCDC6,TFG,KRAS,CTNNB1,LEF1,CCND1,MAP2K2,TCF7L1,BRAF,MAP2K1,RXRB,RXRG,RXRA,PPARG,TP53,RET,NRAS,TPR,MAPK3,TCF7,NTRK1,MYC,TPM3,CDH1,MAPK1,TCF7L2
SIDM00136,-0.618461020515729,1.4466032401452813,0.2989366796695738,2.0261314439681395,1.0135103333842828,1.2798876192850492,-0.8164498482876252,0.6948512868562963,1.3220480235434442,-0.6303846112609418,-0.3625193553906259,1.992879827711926,-0.026941430551943396,-0.9520707794582581,0.8956122240351376,2.15813381009617,-0.6243602593595802,-0.8791690302113516,1.146668931315316,1.6909100369186174,0.6507892655995077,-0.4494865847934621,-0.9232800730086224,3.013841101271305,0.0222371423348485,1.3598591627312495,0.3851481893824864,0.2890539256763219
SIDM01155,-0.7503268202127493,1.2593258331658332,0.27638484853307077,1.6253707664333232,0.5175215510099777,1.5508677749921205,0.0014731717154608914,1.4068359428336112,1.3366550916262618,-0.4642872281953311,-0.40991705301384807,1.4341348643508207,-0.2266502510446904,-0.8300187076733772,0.6071204660042727,-0.6333291156851361,-0.5711970869300372,-0.8753506587285955,1.6426541226071936,1.5564214399465357,0.48095139700391365,-0.3921695563737508,-0.9952816287501697,2.25261891495447,-0.29979570019254065,-0.8589940427036427,0.7064244268194239,-0.608878026400163
SIDM00224,-0.8111545062640663,1.2078768440861027,0.45094741309303715,1.9161967464008012,0.2679026432531028,1.40701362261901,-0.8378165427238126,0.8803768223143186,1.3047908376773982,-0.18767499146189376,-0.7070812741410794,1.005747312417868,0.16020729283313737,-0.8604339151415034,0.4182735067836489,-0.5635391406122301,-0.4210300737781478,-0.7045247161081718,1.4498162501009324,2.1321843667922797,0.5479442443358864,-0.7569926001138515,-1.0580397872830465,3.3672592531062406,-0.15600511476765974,0.9184056304698512,-0.5549538999256374,-0.34305173867246685
SIDM00783,-0.6167007231070233,1.0671521674781155,0.5604978695860092,1.991855619868317,0.8330509782272281,2.093523508981542,-0.9143641872136657,1.5157258169243817,1.33974538891998,-0.2946635202493135,-0.23531569010504338,1.5514904306451307,0.030825486925526283,-0.89148226667897,0.05734654203074356,1.4160883720617803,-0.5852476593539157,-0.5927574836488668,1.2282180204531403,2.089104881457288,0.3326112379658688,-0.4650743454773557,-0.9703594178334943,3.2980494197195522,-0.4831019095386424,0.7465967347598318,0.5324004850994095,0.8231719586456369
SIDM00490,-0.8518947417456754,1.1889361959984937,0.33856313909557467,1.6047853071102038,0.4154799977497072,1.2261109606797882,-0.22615385276939257,0.5028296861001972,1.4917886482973903,-0.5260436658333962,-0.46494926395654174,1.7492183306847096,-0.15275963563318073,-0.9125865876910204,0.7400352956445276,-0.20896729799974928,-0.24583013670927326,-0.9222683790604734,1.462210399915633,1.4665126670112496,0.4983000834645974,-0.4035609880532807,-0.9418328427040552,2.369235472927987,-0.5842539140595451,-0.8103071915597027,0.6606740881928407,-0.46685408616678387
SIDM01090,-0.7134796491129313,0.5365466734662082,0.5110842537637097,1.629193975010061,0.8397798630567113,2.063677099733036,0.3660005774078758,1.058733995214343,1.386649234450303,-0.7374868246475823,-0.03947749389605054,1.6219592217336218,-0.0765958503921739,-0.801294604373464,0.2577395986370101,-0.6824844619741455,-0.7335655248116916,-0.8583700406861845,0.4104861910525509,1.6074813970594963,0.633215366254382,-0.5260117056966461,-1.0410887295004299,3.558087005114285,-0.4427459964097311,-0.7251276135786091,0.5937105943187458,-0.3127276959974964
SIDM00394,-0.7912528697742179,0.6585246560075073,0.2545915163178107,1.6780187635455714,0.5820423472225442,2.221028459073944,-0.7637767004896919,-0.47237204346891226,1.1669256293804384,-0.45163593213168884,-0.16392073603204077,1.8903093802408155,-0.3796746229209472,-0.8483142255891819,0.3976316692159489,0.9172421062834334,-0.7059087438497308,-0.7221922967965199,1.568544692549214,1.5858981173915316,-0.09583599172821719,-0.49102785433809226,-0.861984471560649,2.08224386007972,-0.34439546041369873,0.06951219271521966,0.6029050484084734,-0.3225113790944654
SIDM00538,-0.2552864158651382,0.5746160095839874,0.5670098272852905,1.9285827006806495,0.5416380452842011,1.9943286913933607,-0.8419196827825018,1.2101249905678162,1.9260235559978451,-0.6596929047823646,-0.3953294490220491,2.015135209117641,-0.11905250018364191,-0.9336736675053888,0.6250028872475943,2.266650992245302,-0.7586979510942264,-0.8394201298980442,1.2886824118621416,1.9645294297251918,1.0849253227592255,-0.28979503080491303,-0.9002167075904853,2.9470108410868963,-0.30174098429327806,-0.4906723537572586,0.5218947297181094,0.2598235565872204
SIDM01140,-0.809317164271245,1.4625640792932597,0.3564306601084554,1.361220909059559,0.8846941890565448,1.7713604591705963,-0.715117635610983,1.4838360317389967,1.6298742611986672,-0.19508075822522383,-0.16849483328693862,1.8319546180110737,-0.3268208720214148,-0.9463666646265104,-0.18734427685934962,-0.7360001081946571,-0.6808715671898623,-0.8818216448917258,1.8030395755563762,1.5183142470126765,0.7235975198110824,-0.6714181779862745,-1.106935729872403,2.524931897879811,-0.17843812123534064,-0.852208180500837,0.5782279276601292,0.4001681233004073
SIDM00101,-0.3733774689663996,1.1158764038261206,0.41167899479437453,1.3184286309956514,0.47424188333366274,1.3350536189991664,-0.5685156610706992,1.6421530407320661,0.9539768978686396,-0.5723447417727948,-0.3886455984733667,1.821664872894759,-0.16562660393878922,-0.9086357788790129,0.3502028689699544,1.2084776266656938,-0.6497271797879088,-0.7966766340306544,1.3314835913662146,1.5245328550777468,0.34262190349756033,-0.734076382296364,-1.1017685408757472,2.975104248070064,-0.3825212739711463,-0.774494021056491,0.25287245376043205,-0.6174814455640667
SIDM00114,-0.8382315229636949,1.2763093584075977,0.45925254795378817,1.810686544372695,0.963734505865975,1.091069704231802,-0.8460188809298264,1.4153228274297847,1.090841234322991,-0.7182498348677349,0.3501308993338352,1.721860584473405,0.11850114312945308,-0.84475511530049,1.478525843941807,2.286693688901613,-0.7840990562420271,-0.7966811187624686,1.155612906969612,1.8940382674040372,0.7322735647928739,-0.7290597906364858,-1.0722807373270884,2.1420860338041625,-0.2106016405641369,1.8483025286469417,0.6761117179057753,-0.4739089161363814
SIDM00102,-0.6147685812732744,1.0932180085515788,0.2477158960811569,1.774935477798835,0.17737389834373635,1.2237641712520144,-0.8222904165524102,0.6485292781053362,1.4923266892172717,-0.5171275469799571,-0.3986248716560494,1.476113023313415,-0.05696970250742426,-0.8278015195093963,0.31523884998161306,0.7534629260488627,-0.5154774894244156,-0.8287433170719605,1.3950532192571927,1.5855937847420873,0.6645513594128664,-0.7409805621419981,-0.8497711923911254,3.031016858294927,0.04445169772895631,-0.9261451078097398,0.26850586585154834,-0.10944155882171606
SIDM01122,-0.8782364170168792,1.4216300031401135,0.22493152746734305,1.614240076051281,1.1579710453004597,1.5321938953317213,-0.851888622926153,0.6039213102848805,1.3528467954090149,-0.35083224771913585,0.22403020561928436,1.359029815521703,-0.35966168429579054,-0.9880345636649096,-0.0034518846161483495,-0.7002717224645847,-0.7235928994126165,-0.7245141241950095,2.3671271723931167,2.029894138879921,0.4281160964594751,-0.6649286099284424,-0.8027632596080884,2.326427364626121,-0.3216796313556576,-0.8022629839780507,0.6668321295115641,-0.41367034362147226
SIDM00261,-0.5662727885483705,1.335614462786495,0.24275639372182134,1.5240425649997853,0.9809450990375077,1.578746211915369,-0.48069688402812155,2.06887426228272,0.9604518785460419,-0.4309546989026969,-0.1675727030302056,1.045603561801778,-0.0479824437212388,-0.8722160852035505,0.36465017149948137,0.03190094576195908,-0.5758203799459211,-0.7119302604764455,1.285470848511631,2.0473886013587905,0.007689611316032604,-0.766732264586538,-0.5156333432021419,3.028730113946095,-0.4006261654371237,-0.7726023703904071,0.6068781732208816,-0.3427305226188404
SIDM00154,-0.6299076192443217,1.2470028961815507,0.08121490270583415,1.984175949601536,1.3414667082501166,1.6476245425301053,-0.8081017221905986,0.7445658721196999,0.4288102237864587,-0.49093932654629996,-0.7220988155856084,1.087027537413626,-0.12238230171671144,-0.9336790078931277,0.42113113429306165,0.07313110886770038,-0.5967003250617744,-0.7112302809576507,1.5394991925248844,2.0307963468929913,0.34667114963441054,-0.5502787398876804,-1.0834788421669888,3.361060324289987,-0.17003647513876452,0.4936387327768867,0.3633459324748118,-0.014703542165983453
SIDM00104,-0.61056999468069,0.40515347812023517,0.09841055423615869,1.658838512427625,0.8551083429345261,1.4547066245920603,-0.8160620841335713,1.3638867141307758,1.5618762939297497,-0.7175331050861367,-0.5009097234894933,1.6096289004713025,-0.12506319849516934,-0.9225504032902557,0.513683133038148,1.0447010000622068,-0.7259085912398182,-0.7737658424892437,1.1267514981330335,1.8187808251351258,0.2557634555983044,-0.7486293113932944,-1.0691247183030266,3.1894468893607417,-0.4358314859592297,-0.4632018363743073,0.3477555433159035,-0.005344519556264387
SIDM00267,-0.6187604994389332,0.7857078789449276,0.6223026394659157,1.5038075427706146,0.568770305448259,1.8599503680240594,-0.6915444899984046,1.4614707801028233,1.171266102465666,-0.7337267197027927,-0.020228460868225884,1.8086478014921823,-0.24186470771491989,-0.7968501926340706,0.3927125518705656,1.0030578261830267,-0.8232628270065822,-0.8829231648292999,1.1329318706205005,2.009124047817154,0.20307675785838694,-0.44231255334865477,-0.953370682441881,3.0803286394579525,-0.37790468942103683,1.300580443667232,0.5494160832424906,-0.20690924372173028
SIDM00100,-0.8204139152824911,1.2432875193909378,-0.01208255249115861,2.0961570424940756,0.6717725275055665,1.5830699843572458,-0.8290637100277392,1.2471733618901277,1.2891398342472582,-0.468591506048184,-0.34563860183237766,1.9134497207734025,-0.03399788505739017,-0.89107287414327,0.6207686792566142,1.749928483850431,-0.3665525404789583,-0.7585639035216023,1.596220738379266,1.5700078350631914,0.38866305987935745,-0.7132425692272263,-0.9223921747896107,2.4093810552864805,-0.26788634046466936,-0.4473792699989065,0.3996411674339278,-0.20969920932302463
SIDM00826,-0.5001934665123372,0.43632306284922834,0.1912219686001503,1.9986602770884299,0.6635691099560952,1.653140577847388,-0.6612082984074665,0.8470169459215351,1.0755869762862416,-0.6915587815761575,-0.7217530436977968,1.9590651359280598,-0.2794532418552715,-0.9858101868124486,0.4882581476166294,1.3577245097323298,-0.33538593948413475,-0.8503516991334343,1.1288436788033687,1.6583468383421875,0.4232527027104167,-0.024430036710397684,-0.7861803910307862,2.597652518277185,-0.24073795338204013,1.5384819410506128,0.3223670243134948,-0.12990822521827977
SIDM00310,-0.6533706300795932,1.435422925781183,0.2776178255477328,2.1534198142236334,0.7073886169863036,1.223092675163975,-0.7285473657171075,1.3866414579788653,1.3882145686292955,-0.35009087564106,-0.6606137434025365,1.5295221507794032,-0.11869418252090107,-0.9153738574022562,0.9320818436741417,1.3703226773320918,-0.8889393871841287,-0.7248611559456237,1.5447806853094823,0.9831844696787254,0.25548580253254904,-0.7485423747899723,-1.01357869836622,2.710970179144732,0.2747675208507364,-0.6819479835108346,0.12602829784831926,-0.39294644795578426
SIDM00482,-0.6906228447201967,0.6263971677969521,0.5395517413386599,1.9730374952276735,0.0688344573746332,1.5282540917906584,-0.7841753980389071,-0.6065293630413838,1.1127610642467403,-0.6400610184760506,0.6535067947842121,2.0409396520818763,-0.40143874290368037,-0.8644594493513653,0.19990019948794158,1.291155795731716,-0.5293822462954823,-0.840974720848651,1.8465344670408714,1.9859579703045291,0.020597086822492883,-0.7460602965614102,-0.9671441003163979,2.8415531482617977,-0.12302546535940141,-0.7525526583884886,0.7592497061185668,-0.7535773101348424
SIDM01247,-0.7965031669147122,0.5455746367602531,0.6158853023681518,1.2640096566235495,1.271780260827794,1.23642841954093,0.7061294548862785,-0.8001411226577573,1.007395683161872,-0.6595924885318053,0.12078177557373201,2.355932454270403,-0.131862573608,-0.8846651369603881,-0.47118206467075036,-0.6816912826256976,-0.6316895957036484,-0.7522090681950914,1.8956579546820536,1.854449154149047,0.03884744492527801,-0.7365008510302087,-0.9965935288584191,3.4969429528026788,-0.28617800285691125,-0.7498624055641835,0.6544711628801052,-0.7964021399565719
SIDM00817,0.56180027934343,1.2910797332836668,-0.01272653338523162,1.8759679325297967,0.3697413180796345,1.0665429184691915,-0.7473185805232827,1.8399650044568687,1.0439750695846417,-0.6031301636008275,-0.5112373648996743,1.4638098384543239,-0.24703362361718087,-0.8930449319664799,-0.3084933792560359,1.0686158452558783,-0.7196865289263242,-0.8296032909861067,1.9691850719563078,1.9147501526177322,0.31955188278981317,-0.6428070996211841,-0.8892660518570501,2.5535549072293504,-0.2677942111052322,-0.7102504524976778,0.4390834529817389,-0.6136944579719622
SIDM00448,-0.729740536484023,0.9274228672281537,0.45546762017992903,1.6193464492426637,0.4089174828435106,1.3042612436053456,0.5445808223481537,-0.6973980787938759,1.323731215043596,-0.6292783239459705,0.05209896527594224,1.733980187224856,-0.1964790614396303,-0.7748907412078991,0.386618944171882,-0.5022679136278967,-0.6480539986108088,-0.7871206098062001,0.8494062590057251,1.8678313434637523,-0.00666606454153344,-0.43815408383417537,-0.6457913402825666,3.245908822540434,-0.3863035674167667,-0.7866526304870437,0.3704914839218036,-0.8432086352339178
SIDM00086,1.0369953128624452,1.3446826518501895,0.24973153807610207,1.7129009100348243,0.2203400798255858,1.2290757523908702,-0.8288687740454584,1.519359415700441,1.1712290319170087,-0.6570872957656072,-0.5976285570225993,1.8143134370148402,-0.43514394692806024,-0.9464186233437498,0.34454751824815977,1.00813851144234,-0.7909812814126387,-0.6874261905374405,2.0955610536265326,1.6956123169508361,0.0671685067563657,-0.5145092458360092,-0.9806521597795961,2.9810207038853638,-0.24656436082757657,-0.7735637182592923,0.8147899696782434,-0.6382115771334204
SIDM00466,1.2481534789680253,0.49767910301290547,1.1521114715460494,1.858211755675781,0.7280919260079757,0.8489421291043683,-0.859173739187316,1.768180028411053,0.8975703415594846,-0.45715401422136853,-0.28053042869029254,1.6690989545561075,-0.5497603074675751,-0.8485806983428457,0.3235319263783378,-0.6396480694323705,-0.8550876407734528,-0.8110060202855036,1.136598695378486,1.4085526332348506,0.8811868919654443,-0.5806674644474864,-0.9814278784222903,1.9911508979872932,-0.19409308982296855,0.7413476421946271,0.255753918286753,-0.6984741714050086
SIDM01132,-0.7722673415161829,1.3974958269139164,0.03679126221659957,1.5636100084656093,0.8104278839850506,1.4040516886431065,-0.800141132716318,1.5547843351286343,1.5836946293743508,0.24322769831916743,-0.34034258901198444,1.9883943118645477,-0.1315346354071735,-0.9038806950396682,0.3523944425276195,0.9592117345903687,-0.4806430580494786,-0.5190797580357809,1.540737769773002,1.7026592737288404,0.633687987836097,-0.5846517554365913,-0.8989217124489811,2.8648806767827906,-0.05150519203472304,-0.8394555638537176,0.49786272898134276,0.0650081814807284
SIDM00465,1.7067908099435507,0.7431131182420945,0.44038196448063166,2.137312166038554,0.7063670637556373,1.583179421835866,-0.7993648998985106,1.640172234709905,1.0758473029438473,-0.6416559890535408,0.16390386864522305,1.562673358066503,-0.359932431400523,-0.8471952778048806,0.054418893106320795,0.09575131517899771,-0.7718564608227362,-0.8225133376764391,1.3770630905568144,1.8463260098626157,0.2077789714576356,-0.6031158946575076,-1.012036049833757,3.1279355903243125,-0.326366511796248,1.684863152660312,0.7381814399259635,-0.6930264578922153
SIDM00565,-0.7078240161443512,1.6396902815778187,0.5684824664917436,2.0358260920517335,0.6967340650845449,1.4979889414573022,-0.799676655776577,1.5038231163943174,0.8857548317750763,0.1420072563262797,-0.31751396337475435,1.864081501748184,-0.42270703247080577,-0.9070864985054088,1.0470851631552363,1.01894219860221,-0.8090069036482899,-0.8460481921564492,1.6090255119696488,1.7470754809763946,0.1587068158208,-0.7200741222614033,-0.9999191996352226,2.436329759391315,-0.1797244547942926,0.7109742856781467,1.286109939521223,-0.4820569500800284
SIDM01092,-0.7155512634721243,0.9209933024468094,0.1980597421441032,2.253964085427408,0.31063472212240373,1.2485289541213436,-0.8144369143087338,-0.30936209702194406,1.2509967431182518,-0.6048875245482588,0.22921313204908542,1.96435626344451,-0.30047366905449074,-0.7680306569345353,0.5151364249455429,0.5337663574751788,-0.6223856059720954,-0.8810477866783106,1.5490064094128417,1.6391353933468873,0.4228188890460646,-0.5175816951880954,-0.9236478328710279,3.1697979568695667,-0.18339001157564908,-0.7654061672123255,0.7576645522461449,-0.7637785297570205
SIDM00218,0.38608646955832665,1.361777035214531,1.4281812590625491,2.2490825170192226,0.3912750891975747,1.4111178322168556,-0.7301135257204231,0.1651696460584292,1.5010399649319208,-0.398116280039764,0.08810309878073923,2.0291248248110567,-0.13524364790678473,-0.8371203118686525,0.06661080610668897,0.7151625892977939,-0.775235598012173,-0.8194562833477965,1.4821721588362655,1.6594103632389208,0.8601951225603294,-0.6613008710098824,-1.0055594519980793,3.2136179222817893,-0.4609582055513648,-0.9314274875931826,0.7937366417498395,-0.5665161302976067
SIDM00044,-0.48261103670062155,1.519133365405833,0.39361124493298916,1.4512577265756605,0.2938757223426699,1.3776262131254322,-0.6156304866779129,1.7548026479696919,1.4503233840324683,-0.6268150299343406,-0.18687758273887872,2.008700600962235,-0.3257426618810445,-0.7922665745244621,0.32542084662424586,1.430396029710733,-0.8876144162379195,-0.7630189879815131,1.977436211888124,1.9095986289891502,0.9400224763297647,-0.6541247926579175,-0.9015690104512378,2.3972847444830467,-0.138643194518059,-0.882159928220697,0.5265010211400216,-0.729337750198777
SIDM00362,-0.6772491919499529,0.9911746916861167,0.10683710839879841,1.237260283970813,0.9611399813550005,1.185507083401657,1.2998330715902504,-0.7015941242073449,0.9649892851249054,-0.6441251268971889,-0.11438003086062314,1.5670979115258095,-0.15129791588207214,-0.9009951911671247,-0.4180087795590161,-0.5479264059270166,-0.6080975310613043,-0.8298736783558437,1.6034013048918896,1.9921955178054893,0.13322069535667613,-0.641328336478401,-0.9009047604296155,3.3039189514033676,0.0781948256917258,-0.7747489648957534,0.9347209492725295,-0.8568303833090434
SIDM00813,-0.7361471239952286,0.4896107759360979,0.00834419612259305,1.688805459028656,1.0139050470075481,0.8929214268670883,-0.4945960045015227,-0.7436834935043337,1.1464030784349852,-0.7108278581803321,-0.11070910614991297,2.203928376130519,-0.16054013271233777,-0.8580899303986469,0.062144540517461704,-0.5855106814171415,-0.7517785952720404,-0.8860654088952926,1.5367749477322938,1.6943799920928717,0.2993820826229422,-0.33787937614318275,-0.8963924084675812,2.7179032075463345,-0.2953938325820245,-0.7268646593155599,0.4031886450793508,-0.8152729525489952
SIDM00364,-0.6651153630864673,0.8361525831698642,0.3401286450037819,1.9244643903115033,1.6317052243595376,2.006638317238847,1.688929354654999,-0.579324975266836,0.7402400869578287,-0.6078738643731653,-0.07002738688672969,1.568167062855955,-0.33449965084620115,-0.8574794992124875,-0.26058080696637975,-0.49603632526194524,-0.7150951149632744,-0.8179240565623156,1.4963818723018112,2.190156971927213,0.31360637802163654,-0.5269822048301064,-0.8957586013756828,3.4658550236690338,-0.4294612348334608,-0.8302515405552604,0.6520101665603241,-0.15808770302539016
