,XRCC4,POLL,POLM,LIG4,DNTT,XRCC5,RAD50,PRKDC,DCLRE1C
SIDM00332,-0.08199825021511484,-0.4024297809938977,-0.4905209011910163,-0.2284979860193963,-0.6531963235278188,2.2104616303120537,0.6827288949681267,-0.1684956569654016,0.3072169605447144
SIDM00299,-0.43252653560811266,-0.5667462278326153,-0.5686706152825474,-0.3945479202058191,-0.6711290850676026,2.361790993679085,0.860377965582169,0.5788659276555342,0.283172807731515
SIDM00308,-0.42220180439457466,-0.49633891069026564,-0.4923406170592866,-0.3055742763448262,-0.7196471510813228,2.3558150534517117,0.8504884028652016,1.0926514001889018,0.6125678502183171
SIDM00227,-0.23060780682992513,-0.4988757656166884,-0.4601385895199673,-0.22962273560287097,-0.7421003993493205,2.5572874738084863,0.9726162809429418,0.7699139451065934,0.12575540395896043
SIDM00294,-0.6962647619874468,-0.6937999632905114,-0.554899915089433,-0.025896032137075333,-0.746460408281942,2.9051681289760594,0.1755063401199946,0.7927811867727569,0.49432012600557784
SIDM00677,-0.09477472616666437,-0.5199688650623354,-0.19791991989928218,0.057948317163110656,-0.7901930559417049,2.353579608837733,1.4420900583301115,0.5946155971722236,0.47281271691016374
SIDM01220,-0.29484608760245923,-0.6284733997820301,-0.5223566178795706,-0.33653915573558724,-0.8164535951369645,2.008189701601068,0.16615144757938663,0.438786325518516,0.4529580679703738
SIDM01259,0.12514007699650226,-0.4562272965410668,0.10868382577584199,0.7561840696189716,-0.6991142362960376,2.248016155212788,1.2701458201183031,0.9049172178025372,1.055122659725094
SIDM00680,-0.12066276850654964,-0.42060677128523977,-0.38712155721401414,-0.4451202070700954,-0.7361106987917481,2.304555239617761,0.6464058073287474,0.4766069060595971,0.36014030456024004
SIDM00346,-0.021993481363053246,-0.40144585017711343,-0.46434132254019406,-0.4702904061212287,-0.7562934684390098,2.311898846002183,1.3395124396948452,1.2660242106149,0.7303776887714483
SIDM00129,-0.5771538901810038,-0.3534476621552977,-0.1136161835484701,-0.704510853498808,-0.6463763226939216,1.8602077093776626,-0.6846713326385774,0.6126471014959375,-0.30502484790533335
SIDM00627,-0.19870511620772097,-0.6820151844931119,-0.6111182035770166,-0.4907025925816126,-0.7220141726412787,2.375590134626121,0.9908359702841097,0.6669677899940212,0.122121828195308
SIDM00293,-0.45988334312119966,-0.6765332876357404,-0.5727832821959243,0.5445805546197094,-0.703856252632534,2.583033915462317,1.0285298547725792,0.9653374757524834,-0.12002563530075393
SIDM00274,-0.2966944498514922,-0.44975563499965526,-0.4090214722750488,-0.5275852891918958,-0.7488363066911076,2.2010787382422206,0.9832146271104873,0.6681618138286642,0.25768816752313295
SIDM00544,-0.13084697574318963,-0.6681958686141403,-0.5441867896322226,-0.18213787470071513,-0.7377798957300348,2.6320139119416806,0.7261684721188777,0.9780747737901334,0.22421961438690385
SIDM01006,-0.06937593121633767,-0.596711979629036,-0.26145584108072645,-0.4933032315297968,-0.6982643741978332,2.024153614519465,0.6687000737241737,0.8312757698310221,0.6723383829418205
SIDM00302,-0.43321335006712947,-0.6323275319048876,-0.478880318275682,-0.2660790460349041,-0.7366068595693015,2.5413709859756297,1.1185041797041015,0.6601459980642642,-0.015007020104109252
SIDM00549,-0.32811051615313513,-0.542590414859931,-0.10432390390933693,0.1316595109525114,2.360217261750558,2.669492734653012,0.2866334534548689,0.9997610145239307,0.9397691570788465
SIDM00292,-0.662847659927402,-0.7840229581576458,-0.56976079337076,0.2983677959854652,-0.6081433251678452,2.6730393344288443,0.6336185422745623,0.6541971976493595,0.46926707320708244
SIDM00623,-0.09299340122387068,-0.45130571711833456,-0.04182453871492935,-0.07138250794396551,-0.7167824214240892,2.5531567260609696,0.6374351653488828,0.7237028922559093,0.6982963728321804
SIDM00638,-0.42236556671497133,-0.5356007178530764,-0.22161244384269382,-0.4936075320640866,-0.7842831266354579,2.087286331669157,0.9672845679860043,1.0065342441134026,0.24453950111791725
SIDM00527,-0.3859093024633776,-0.5151808350784778,-0.383882984354855,-0.10299862509128181,-0.7370180288731185,2.734661181875701,-0.06624978782166023,0.8477578808788079,0.3005364843243863
SIDM00976,-0.051246677468730684,-0.5993082656997496,-0.5241037136818484,-0.4760342003232042,-0.8098421878635065,2.460196703566466,0.3802968892038823,0.7642563229692204,-0.012422732110597122
SIDM00316,-0.384880941091751,-0.7010945589109668,-0.3800449932636374,-0.4665967979073279,-0.7927281203393828,2.3114312479822874,0.9454092030901291,0.725477406244638,-0.35438350689333
SIDM00326,-0.048302367994025465,-0.6415214671834762,-0.5404718977608888,-0.30193499106916777,-0.7984857273063097,1.9486731877247678,0.8298735281811388,0.6030639238096636,0.3204011776530433
SIDM01093,-0.43035613187502103,-0.6474602200877222,-0.6316295478565919,-0.5958544712922239,-0.6658310801495028,2.1134183784975766,0.7765059048346464,0.9890469197293436,-0.04711834884331991
SIDM01098,-0.466695748192152,-0.5017721353343753,-0.4915299489714018,-0.4764897472059358,-0.5992124234698509,2.6562860906120935,0.9060908789770917,0.4928727453801512,-0.17403001695687417
SIDM00424,0.008725120975864567,-0.6212336166237744,-0.07402387357861931,0.6223412981923137,-0.48612142345929216,2.5014951895124677,0.9547630984059396,1.0610445300829394,0.6325530886796619
SIDM00973,-0.14158362437561248,-0.664219016533313,0.041846056823491386,0.2071050024166867,-0.700774906505233,2.3913585080417046,0.09671210242818633,0.5207370152003182,0.311318006944364
SIDM00411,-0.0709366501490009,-0.5342066008531889,-0.38862086670418283,-0.4456749609994138,-0.6039326524184171,2.5344252420202227,1.2441285920355571,0.6610699771188853,0.2405406999364547
SIDM00374,-0.19692400566640025,-0.41131667954482526,-0.4973359689655032,-0.19257264609769661,-0.6722016336252261,2.481884212235819,1.1170036240469967,0.6499804744369598,0.7767147775612656
SIDM01160,-0.32795323445098706,-0.6064268461231364,-0.4606505142729043,-0.4150963743514972,-0.7190438320189528,2.4480540674816105,1.1141069190950244,0.6280299515462172,0.44465942693116395
SIDM00145,-0.07332763799032851,-0.7535319634152005,-0.1644993380073643,0.486604168278913,3.263049517343541,2.7855627889421157,0.45948840532264046,0.9562521477821107,0.8054051839655292
SIDM00975,-0.5129822950531191,-0.6789135988534342,-0.24400774337425085,-0.15913548187589047,-0.7511509692517996,2.4740327402350575,0.3517641064186748,0.6818170964473004,0.11868772227059034
SIDM00971,-0.3866125855485347,-0.5389165891228406,-0.47341533436081323,-0.5022200929744626,-0.5961778195373245,2.309048003659625,1.0588521027581301,0.16268910740637196,0.03624377914085702
SIDM00251,-0.2552598343427241,-0.5527013185932085,-0.45988273990735173,-0.8397535540219864,-0.7863622974048616,2.367302663944764,0.6166758253618734,0.4354484562963939,0.4697646041687764
SIDM00412,-0.4639669040998788,-0.5295606645145139,-0.3083708783594397,0.62208681186497,-0.0791457970156548,2.6045520303759897,0.8012748836279253,0.7223881542829319,0.8224237034590649
SIDM00023,-0.3429193611396462,-0.6694919228145281,-0.5412167566004835,-0.319602592454292,-0.7229449579446275,2.289426316189602,0.6235814577437683,0.750911608164381,0.6478215330076723
SIDM01198,-0.16132916315766346,-0.6399832956747363,0.2718039080777558,0.45940945790784893,-0.45733432606286956,2.3566894133180676,0.9806724556040979,0.6158096899848684,0.8356822899551144
SIDM00441,0.14838731787922102,-0.49875823452917956,-0.44940518896996773,-0.12315087116828781,-0.7060777478478615,2.522042830850389,1.1223220303048842,1.0020478007162077,1.0088904141331254
SIDM00388,-0.07253102191475037,-0.4415504345012426,-0.055203137152844084,0.0711385060163314,1.6221368286117868,2.528516059875026,0.9185933067272353,0.568287746755259,0.8494888015029378
SIDM00417,-0.44229483807994835,-0.481853390337832,-0.420518862170626,-0.33226660108140155,-0.6829632121290538,2.4172721696048276,1.017486207322606,0.5755569741568872,0.5126599577595878
SIDM00416,-0.0827698216361689,-0.6184813652714816,-0.16032456819881397,0.1200833041226256,-0.26373259369020546,2.4433009201971188,0.972708627685242,0.7159955790974754,0.6139286005471363
SIDM00974,0.08599149354857648,-0.6566774197065237,-0.4413981923418417,-0.4568129120263456,-0.7513433722346151,2.3247292076053605,0.6998941027624723,0.6612353140391716,-0.06638782734510945
SIDM00833,0.30187592445462286,-0.4509335489239223,-0.3365591084473988,-0.7631903270112804,-0.6696507691042535,2.413228818937218,1.4961297130986715,0.8498365286578179,0.31284989768305616
SIDM00562,-0.29891535838745936,-0.5270892670876431,-0.47488263892771215,-0.6263957468132132,-0.691211509004864,2.4670769455616464,1.0348132089310933,0.8383181867954606,0.46932651764217204
SIDM01102,0.0659930013698515,-0.5160594843429509,-0.4611530236053458,0.5738046830918325,-0.807058269438221,2.261545312327955,0.6654304056813704,0.19756880535736437,0.2791245640437069
SIDM00418,-0.3165711583369168,-0.4674246141783559,-0.49080293333064035,-0.2337447423384224,-0.8211038806669627,2.2203150742215896,0.912894116123329,0.3399915598316403,0.6336811830046714
SIDM00841,-0.1283882760881203,-0.532722770654482,-0.2598938436359627,-0.05104852415926595,-0.7188703554262678,2.2728080942074245,0.718365448648687,0.24257015722813632,0.5544340632171821
SIDM00260,-0.3038984042019561,-0.5307348723844143,-0.45663743479102387,-0.20373069618695488,-0.6556064331939712,2.473064268917385,0.8013391732476063,0.37789640683460585,0.3307885211851087
SIDM00111,-0.39416050907695804,-0.665718182347404,-0.4315782730663263,-0.5266473321952199,-0.7318211735067849,2.2778007868232555,0.7084287792206152,0.5030144833362417,-0.15488550682705546
SIDM01179,-0.0964021718445732,-0.5333920070836135,-0.48262927131806227,-0.08388958794723277,-0.735860125436922,2.4459149854773954,1.07976134853845,0.37203373981441057,0.40941046297198047
SIDM00351,-0.018039981642015875,-0.4599382135336446,-0.3937966429697472,-0.19068325946967585,-0.586524814294107,2.54544600887787,1.4620292351320467,1.1116208760752708,0.604442256446808
SIDM01205,-0.272489594160491,-0.42233452188097836,-0.20088706990745908,-0.32706057243035547,-0.7886434550693082,2.293522491915684,0.12539508187865162,0.846616512671218,0.5526991462217008
SIDM01095,-0.07413113110670934,-0.6163264530528209,-0.5573745062403086,-0.05378774887406763,-0.7046849075852394,2.3268262835334976,0.670148721540451,0.4794187795717099,0.16863211170886477
SIDM01159,0.15516696413367068,-0.7591398067872408,-0.5105672006796772,-0.6028435104542609,-0.7641000565461553,2.1487170511593345,1.3438624742754313,0.42842560809208696,0.12240940340287322
SIDM01183,-0.4853001779348923,-0.5968627322839076,-0.5077574905078817,-0.2023052522677701,-0.709454076587385,2.588815644601578,0.5898077823531944,0.5489855377918628,0.2906800072190156
SIDM00328,-0.4248959561458826,-0.6002302912828195,-0.4544974723293208,-0.5392923277962793,-0.8210754120765333,2.062049719707729,0.7459297662614416,0.5887883914642517,0.0937644247337221
SIDM00389,0.055670484603659795,-0.5736805121727137,-0.06309350883146753,-0.1414539568322025,-0.5880421216352959,2.679576383719659,1.2829113665540102,1.158539314589623,0.8113928383047476
SIDM00489,-0.5001230083804917,-0.599937942654964,-0.4972918401281608,0.16464404804224772,-0.8158225657921885,2.119593594281935,0.9083264782985114,0.6478385545109239,0.3740503069758721
SIDM00953,1.1026510099545275,-0.48604371174967587,-0.5352657087052092,-0.5728406945466052,-0.7319921123534824,2.7836992656227135,0.3925878289080378,1.0536578556594394,0.2089131330647863
SIDM01245,-0.050488292839274515,-0.540196033668684,-0.28874485215185897,1.0215400061712332,1.608868737374106,2.6244724271991897,0.16564510086055814,0.6594055030903161,0.6146433360932966
SIDM00929,-0.1357107582896754,-0.6793625960940447,-0.6587915821922778,-0.28380424802480575,-0.7814683503998624,2.262426070626134,1.00488420154597,0.6443513510571582,0.38675854007808674
SIDM00732,-0.4932570684401691,-0.6364732133250675,-0.41079196460182643,-0.2908036405988162,-0.8080558144070001,2.5945639226345216,0.7857918658919849,0.9172436899686754,0.20563791473247578
SIDM01047,0.10110954299689531,-0.4876099627382912,-0.4361780216344327,0.20789910679234122,-0.7292560072855655,2.4689738923624374,1.0573112868528207,1.1144042931138811,1.0539721359047816
SIDM01229,-0.5360495587774704,-0.4356360987447913,-0.20619162051164414,-0.32607081044762043,-0.6881457191370118,2.4773148314822153,0.7842609141741168,0.5250254181973512,0.17859044517449044
SIDM00540,-0.38255571404937033,-0.6123578510413218,-0.35341653672689777,-0.007169841592479163,-0.8198043086934098,2.352319699101321,1.077529598405415,0.8182942410928333,0.07770269483486064
SIDM00264,-0.45911642441448947,-0.6344703847398531,-0.6183325688469288,-0.3369885018257056,-0.8296704880862456,2.6187950824943274,1.0614888011255412,0.8894116789200053,0.4046006757438761
SIDM00842,-0.5078906301115595,-0.4443712407167148,-0.4978767588702489,-0.2544991875921105,-0.69088386230094,2.510416101988097,1.0964028888226296,0.6263234608135569,0.2636516529048206
SIDM00923,-0.22696592180910868,-0.6024993056652276,-0.6567617720452266,-0.2626287422196547,-0.7201164763458305,2.4983443383324966,0.5233200929509849,0.889249211466845,0.28302937888326796
SIDM00120,-0.0923429463754282,-0.594632647557707,-0.5614024922566311,-0.1562844576267258,-0.8768685815838941,2.40501964439352,0.6966603692092588,0.8798106285799636,0.3709746431346309
SIDM00900,-0.20589262856127127,-0.5504629258784561,-0.2413722878512057,-0.21517653734873277,-0.6458978033516413,2.4144125936832888,0.9584610517909775,0.8101948545920947,0.6631275158927176
SIDM00962,0.04532317322467386,-0.7155941234693931,-0.13026025970618746,0.08634827432305511,3.353207913613723,2.495609834263799,1.0392657063800934,1.7291674380392417,1.0544356851167713
SIDM00889,-0.262188848730937,-0.5314778617778684,-0.5117285335946573,-0.47759716029424143,-0.6994409321088222,2.681697511096718,0.6844232107050827,1.1302545393197545,0.2398407948909794
SIDM00864,-0.5991945061149972,-0.6387300823460358,-0.5781603788571167,-0.3095898213254531,-0.7666890674271619,2.279041104206648,0.5007208060081049,0.005138394242878616,0.11908502797500853
SIDM00233,-0.32848702348826836,-0.5266461230355723,-0.1325266042121846,-0.20810316000392726,-0.7671163730095498,2.3708189426348842,0.6716078835235446,0.5454983782934616,0.7462592043948523
SIDM01233,0.00287729896591044,-0.5527868417857313,-0.5907925714551083,-0.4048575073412918,-0.7642809145029251,2.2929937920432293,0.8813394860249446,0.39382068638581824,0.7478322308503207
SIDM00964,-0.22342510800842555,-0.59062825164435,-0.5909658843080797,-0.194113847671024,-0.8015568897311119,2.4132466603775278,0.5985615535535359,0.7887859288049109,0.010667782953799571
SIDM00196,-0.43295920635851154,-0.5584524677820037,-0.5023900766109579,-0.37589250882015995,-0.8341448616194117,2.545275690866953,0.991035275593645,1.2392159285699826,-0.02928471728636809
SIDM00287,-0.21071668640034963,-0.4541848766765608,0.18061189321111734,0.26741655794861674,-0.7016104454742168,2.3209468204769417,0.7639453444829419,0.7285163384281713,0.8398841017951603
SIDM00501,0.02462082970471231,-0.5908422138437238,-0.5859656065641953,-0.45791352931276197,-0.8014779252921479,2.3075197510046768,0.8319347931516853,0.520552116490981,-0.06504526656629166
SIDM01237,-0.3033415325571263,-0.499501048897798,-0.6082009346730595,-0.2562726073806401,-0.7483206164566951,2.3598106518649686,0.9352374009318017,0.5619338868521593,0.21858230780310042
SIDM01228,-0.30809708124413077,-0.6697828162837016,-0.5807834822039122,-0.337846195216466,-0.768519148238329,2.6087609308251367,0.8986227810460752,0.6818865020021193,-0.10532353919431318
SIDM00935,-0.44755940890551577,-0.6650536331889629,-0.5814127877977278,0.02696293213799123,-0.7801278938883991,2.3182305839367854,0.2415269801967405,0.7434060557002857,0.12017362116773674
SIDM00954,-0.6515553024685289,-0.6347170308492243,-0.5078017841653689,-0.11964505356193413,-0.8087665578094219,2.1201607658512525,0.8997276830296017,1.6505733435516257,0.8647292803937519
SIDM00951,-0.026989551344469755,-0.7103764948362734,-0.23370031951198814,-0.1583665718912078,-0.6750711880703961,2.7043992149362763,0.7557609865274911,0.7471752455476445,0.7348160608228266
SIDM00948,0.019564907605865895,-0.48029633805952265,-0.2574159975253708,0.24849523537570167,-0.6706302458289354,2.2671932914899866,0.7931717950149273,0.8506739591070822,1.0173668965116855
SIDM00203,-0.6986407689244947,-0.6855083415360227,-0.5348100107285373,-0.20402156748323802,-0.7449656638652915,2.7437788258831928,0.7176161883441332,1.1675370973260573,0.0034562401348549507
SIDM00896,-0.4034837542451742,-0.2905480638984597,-0.3968288958103289,0.13736477897056187,-0.6676481189579231,2.6886984605998014,1.1930335695505931,0.6877811158219034,0.6273188219290761
SIDM00285,-0.41323060125384903,-0.7079723664184571,-0.5640984304964961,-0.2591839695468226,-0.7125324019023725,2.781026874182703,0.8846398352842789,0.8001114133566734,0.23060204132781867
