,LNPEP,ACE2,REN,ANPEP,CMA1,CTSA,CTSG,THOP1,AGT,AGTR1,ACE,AGTR2,NLN,ENPEP,CPA3,MAS1,MME
SIDM00261,-0.5534991460462619,-0.9185382029390097,-0.9736856846548203,-0.8713760549379759,-0.9029715752674264,0.5660283944784794,-0.767268570652782,0.758965130140262,-0.9230153323865076,-0.8397369799984354,-0.7546968315107916,-0.9434240967065359,0.07274210416342484,-0.8557182200692394,-0.8329210968813228,-0.8844718039671133,-0.9024236735901
SIDM00154,-0.643339576311578,-0.8502207094184394,-0.9323042290291698,-0.6899076750959268,-0.9178033092451495,1.8036584192291345,-0.7333051670192383,0.01748213570642726,-0.8546346262890019,-0.9192414892527903,-0.745058708740406,-0.8261485265707922,0.0879851002445164,-0.9272582144090193,-0.9026891182346197,-0.838423135508994,-0.8813990592584107
SIDM00104,-0.6953611676211497,-0.8386162638960143,-0.9255102826229809,0.21722688908699594,-0.7709219526524249,2.2125118280324827,-0.750693293203336,0.2472388768191948,-0.8383690397783112,-0.404438864595002,-0.7664395610041853,-0.8866234369705084,0.39865709637566255,-0.9592822230173432,-0.8766371301852747,-0.9018256503594546,1.3917242765373954
SIDM00267,-0.8644782056906901,-0.9001202541290948,-0.8371987437787647,-0.6813655025645025,-0.8886114836864966,2.0830991028555763,-0.6700252981358943,0.9281241004361428,-0.9900591105628928,-0.4209575478233749,-0.6873573441006611,-0.8620767760973328,1.2887435996820091,-0.8921175622985006,-0.8303107783179295,-0.8850139289975535,-0.8377070083473955
SIDM00100,-0.5521568081551473,-0.8653512511567142,-0.9040616265164846,-0.848032347102302,-0.8225260338400371,2.001301374657039,-0.8373891659405585,1.0046963742265886,-0.8480732444797735,-0.8745622265011743,-0.7268244153608071,-0.9000243575245399,0.18811697869669014,-0.9563643366450153,-0.6952647031275755,-0.8298983185709138,-0.7048642321910809
SIDM00826,-0.2780154670731968,-0.9176980431145856,-0.8546758490380956,-0.9000331448008454,-0.7847562305259703,2.6704259686800613,-0.8741339538648069,0.5825837952056994,0.0405009166741713,-0.9110697834370711,-0.6791144679646672,-0.9009819249329638,0.021880672133604073,-0.7098495842446801,-0.8549052106608821,-0.8199650513611558,-0.8894655869962271
SIDM00310,-0.5467013773476889,-0.82721447497208,-0.8747789051124513,-0.8341789547801953,-0.8819801136813631,2.159583875373027,-0.7862603536312937,1.0765074916490223,-0.8982354599220044,-0.8892966059603885,-0.710880121709063,-0.8518960584997549,0.6059587516464628,-0.9546753006957905,-0.7775862757214835,-0.9274499482194171,-0.5014530992430937
SIDM00482,0.37540144036172485,-0.8103277094722577,-0.955693253966517,-0.5841181198240635,-0.9441208378192811,0.8736668214834942,-0.6587945604944363,1.3895624150708763,-0.7787002248322633,-0.8661880058856232,-0.5331539732661322,-0.7677150709621446,0.5407675364907424,-0.9756086337770553,-0.8216789590843453,-0.7544826378881448,-0.8545621207806856
SIDM01247,-0.26437677131177706,-0.8237394414777067,-1.018344843067736,-0.7669199917208348,-0.9023596149004838,0.8679378452147101,-0.708584574584575,1.3088639029948088,-0.8201708570396843,-0.8790760464260888,-0.568769639846303,-0.8788711889001178,0.31216688502399653,-0.9269190549780348,-0.8007629428321974,-0.7985083951522534,1.112646840477443
SIDM00817,-0.16324481271819152,-0.7986358747049397,-0.9084820039988014,0.38260243057018817,-0.8670371291112458,1.899844367498806,-0.6633359182805665,1.5253421112083516,-0.8923178658680976,-0.9267621844727852,-0.553809559127889,-0.894875012568276,0.42668097758170487,1.3420912268434273,-0.8576038703134996,-0.7923638907504109,-0.8263092132839812
SIDM00448,-0.3718321842349382,-0.8345059818626547,-0.7473028022152306,-0.5850525502668155,-0.8445869970979579,1.3406661232988462,-0.3785688136125217,1.9173214348690455,-0.8355612860765188,-0.9064603057150887,-0.648932487897187,-0.8024374067507734,0.014772319858891221,-0.9371056891065779,-0.83352673970802,-0.6491059272132033,-0.8286789939697202
SIDM00086,-0.4634399986169204,-0.8211615257201226,-0.8680458976101499,1.648583205718066,-0.858188524092756,2.551037009495254,-0.7946529873299757,1.0139921455810414,-0.3836743679288134,-0.8750763333669462,-0.6832392621495037,-0.8806300061817661,0.5315741643257722,0.9370211441091756,-0.8297563554839196,-0.8485517547239236,0.36833564677054714
SIDM00466,-0.6947094027040158,-0.8190617767106851,-0.8367368800174195,2.631235966387801,-0.9086625426203213,1.9396319937244682,-0.6813340377822092,0.6021412503355261,-0.7377035913117275,-0.9108869274714533,-0.6771587281961706,-0.8794764844499601,0.04312219137913421,-0.8296721785000193,-0.8400961912112304,-0.8403715715982361,-0.5087570851793084
SIDM01132,-0.6922909858378892,-0.8984713310881397,-0.7765172582892735,-0.7592992860406798,-0.8872854472216417,2.252505372619544,-0.6999946792248978,1.243599647831632,-0.5119079728596095,-0.8430323834310727,-0.7078431499502537,-0.8416764959394456,0.0187965830123927,0.45415146522852007,-0.8352814352491815,-0.8984255604110556,-0.802826898566834
SIDM00465,-0.3560789107940835,0.5996546896585099,-0.7784517668850438,-0.8238569204767442,-0.9042390963603805,1.6070821444459984,-0.70329530129883,1.1674696864555196,-0.8796876246590346,-0.951131084785878,-0.6628520483652972,-0.8935985799647612,0.6717109110566399,-0.9335034786700226,-0.8362902958635715,-0.8385107658079903,-0.6157644375101454
SIDM00565,-0.4390482883412827,-0.28373790982314145,-0.8230348837382091,-0.8025539900739076,-0.8432031212345975,1.9150798001316565,-0.6535405870641857,0.9084618028812869,-0.9494423414396491,-0.9043753647613509,-0.6898994760879213,-0.8483876392712021,0.48522351587584517,-0.957339609086378,-0.81619149768742,-0.7971506053156084,-0.749780682100894
SIDM01092,0.7288791969801804,-0.807772332397107,-0.9326195871549606,-0.6480592783601758,-0.8944447829691908,1.1749480070756053,-0.6502852772702268,1.510738897065788,-0.9576248570008156,-0.9359572895139214,-0.6790206037672808,-0.8190539686287834,0.3313922017698539,-0.9362407943325592,-0.7241282788757364,-0.7019508263649448,-0.809676112606706
SIDM00218,-0.7640509185515104,-0.7920197503035799,-0.856060407490609,-0.09548003456447107,-0.6995536929027067,2.4695864973862443,-0.6675915575781788,0.35205198095163925,-0.8768511730019282,-0.8670571979891849,-0.61333325746763,-0.802364267090243,0.689574723121529,-0.9029046649083624,1.3726745592828256,-0.607833889646557,1.5599656800972737
SIDM00044,-0.7219320779389528,-0.7963572742241057,-0.684254518189496,-0.6746588071506263,-0.7860611559809275,2.41494807711698,-0.5856725463728041,0.662318864725399,-0.8547433647014144,-0.9023727505058278,-0.5463310362008291,-0.8529111569134679,-0.07606161287937875,-0.8879626777778749,2.971455426409162,-0.8213241316581702,1.9765922082213545
SIDM00362,-0.35394574427471603,-0.7509193114482284,-0.9274035143610583,-0.7759871255361539,-0.8971416065480595,0.7819306026860626,-0.7005545605874456,1.6787000420175033,-0.833345731481882,-0.8686356163236706,-0.6464989869427655,-0.902730769468392,0.6828771567690194,-0.8209505153950045,-0.9140902772669854,-0.7131367673689948,0.6700959634912516
SIDM00813,0.30976516170739676,-0.8181020197012655,-0.9041973847148871,-0.618429228635647,-0.7115066948090447,1.793919683437586,-0.7630398629361952,0.9288564776676638,-0.8936306431283668,-0.9482556703412224,-0.5092196610918612,-0.5239537698765231,0.07117852175722332,-0.9520835314584858,-0.7931172756730925,-0.7764182716937418,-0.8294580457693802
SIDM00364,-0.6442867886300405,-0.739804118346248,-0.9043655964437095,-0.6724345086465681,-0.9147008899818743,0.8362163820128202,-0.7847065187333903,1.5821578932400768,-0.8202957793852355,-1.0006935185987311,-0.49272289280839965,-0.7755461684496852,0.13427127968470692,-0.9649066797969784,-0.849800653668258,-0.7603440796593027,-0.49879595522378317
SIDM00792,-0.869538557158005,-0.9349183942341375,-0.769172052550307,-0.7427434873201336,-0.8744342686153075,2.194192497384477,-0.6769756815942498,1.4545781241751243,2.3624696293565175,-0.942807490613169,-0.5826191208767537,-0.7583317322286459,0.2423615115350175,-0.9527724124960849,-0.9027377791506175,-0.7274169831563099,-0.4175570451376944
SIDM00241,-0.537267346818894,-0.901566951088641,-0.8573270763104015,-0.8604886629145673,-0.8962148081564448,1.5166370862615925,-0.7552765780168611,1.319577200039712,-0.9237581011113731,-0.9298896922558332,-0.6144157310481042,-0.8825221849834586,0.4388846450468982,-0.9892916375375546,-0.810121711866356,-0.8297333950429571,-0.8605352017314739
SIDM00091,-0.6138864545001973,-0.876932853531627,-0.8905921701512552,-0.820917272749627,-0.8850603492849356,2.180470461559606,-0.7238231957525456,0.9963478308158848,0.5366050935760268,-0.9060021028485394,-0.6284760454861913,-0.8685256092881515,0.6539785323223682,-1.001799303639623,-0.8606992175311264,-0.9200982825721095,-0.6682929374706744
SIDM00427,-0.7751697644568788,-0.9281685489218165,-0.9234082695819635,-0.784580606198519,-0.8467497136729685,0.9639103295813548,0.7305208144578681,1.331603200450543,-0.9312148652442336,-0.9234702997959162,-0.7409007851909152,-0.8352695170146492,0.28225297467252153,0.286867612331101,-0.8119375593397243,-0.7999315295232183,-0.9067595666051645
SIDM00758,-0.6813468540080732,-0.8557406854775716,-0.8375436452512527,-0.7368221557864261,-0.8615580037658815,1.680954982473193,-0.7047772094471078,0.7126467698972102,-0.8654086558341388,-0.8964820856101424,-0.708900561253987,-0.8484245557284447,-0.01170222516283261,-0.669595241223966,-0.890565607275465,-0.826452377632087,-0.894213680013834
SIDM00612,-0.5631779095143774,-0.930087609793241,-0.8833265198751762,1.2567232484396007,-0.8856199037717867,2.3083293151141846,-0.6180254823909753,1.2863653382447682,-0.6075375140109662,-0.7081677975942504,-0.6273008167677763,-0.8765061186606937,0.4945124302545043,-1.0023446384220551,-0.801635014095939,-0.8300882601077342,-0.884416567469523
SIDM00553,-0.6953799262716553,-0.8474249825355297,-0.9170047906609227,0.06953492736331542,-0.8794365569985887,2.321596792763695,3.365648111012596,1.6170039848155295,-0.8768539950027474,-0.9277069823463602,-0.4772827731584702,-0.8419139288977655,0.7286632522187838,-0.9753610598387513,0.4460946168278791,-0.7079081690826098,-0.8589708478608896
SIDM00343,0.06192186135589596,-0.8724479186752979,-0.8990587817916005,-0.7967820208105001,-0.9239291865710552,2.503233169784394,-0.8308139737798748,1.1092064071565555,0.48064263997282336,-0.8949230765361217,-0.6768485166750773,-0.8622971411900014,0.4632030142492684,-0.9614997689904483,-0.5979488027728291,-0.8574339877775523,-0.25873261683966614
SIDM00543,-0.09479309727099725,-0.8744809237430266,-0.8307574835179286,-0.7704846734925701,-0.9097658708187557,2.901286205176495,-0.6003584222305365,0.5824663186723306,-0.7883774852884154,-0.9705636691360353,-0.5878130660812465,-0.8119867094707611,0.32158711588619104,-0.9638286837667672,-0.8449725068319207,-0.9086928813833359,1.2598049110018321
SIDM00537,-0.6277472999577229,-0.9177603015989174,-0.9047706411741009,1.6342073095512912,-1.0149529507069648,2.21898562698538,-0.6120546273393225,1.3980678861831701,-0.8748908639344656,-0.9182924842324496,-0.7191887240035885,-0.8904957014691495,0.5554439773828399,-0.9007782464554817,-0.9950819902292947,-0.9067283564452522,-0.8894676127289346
SIDM00332,-0.6984529171907599,-0.8645001769643945,-0.9020405479787685,-0.7923572719469372,-0.8349678778771169,1.6270702213605228,-0.6772326798136344,0.805130010770572,-0.8423597999922873,1.162090104372863,-0.7269593193203967,-0.8752043762272397,0.20690021316804458,-0.519611249254076,-0.898246601047995,-0.7625468754069249,-0.5644355986822829
SIDM00299,-0.5229330397225485,-0.8878549414534491,-0.8228726168508623,0.6462047443792239,-0.8764593365292294,1.8425524771611264,-0.7979697844981781,0.7912309604089052,-0.7826438499023377,0.06957662366758673,-0.6086420439487558,-0.8616936009997875,0.5499775315422079,-0.9460604208306007,2.0663841522531,-0.8877182258132511,-0.5944382895188284
SIDM00308,-0.35734198369334785,-0.9114598544467818,-0.905504522186887,0.3077923469187387,-0.8083059338846484,1.4596171881998634,0.827658638134043,1.3601038239795775,-0.8832369064615959,-0.8192474236934715,-0.7415298165569905,-0.9092570535671087,0.2899687689784199,-0.9624411098123392,3.1474339081446727,-0.8291737038052173,-0.8231814389373825
SIDM00227,-0.7015689784410432,-0.819152439267812,-0.9075091835472837,-0.7645937449087126,-0.873182719190515,2.233377773466959,-0.726012906513812,0.984012239790187,-0.8098394939644032,-0.9021029352755952,-0.687045586065058,-0.8277385694215165,0.2672525756559748,-0.9011025098944836,-0.8112008838286344,-0.9499584961865514,0.7281720728316264
SIDM00294,-0.8205711559252328,-0.8981209014243898,-0.8885962292193291,-0.8277175433085664,-0.9034985871450558,1.167503666429752,-0.6853575619780093,1.8948275042994802,-0.9300517441267065,-0.9983282535946622,-0.6353556832073525,-0.8535340766372376,0.6278984731351615,-0.9775451221161533,-0.827030499471167,-0.7845000006710996,-0.8647814573425581
SIDM00677,-0.40586632640616765,-0.026575066063966247,0.1372797394135524,-0.774745275356501,-0.8184492707885269,2.3143721909064645,-0.6961776523297023,0.9914287788957019,-0.9030972701817567,-0.9445667964876897,-0.6255469218143676,-0.8706975722874508,0.4415263400501306,-0.8831862029313964,-0.8949931281551762,-0.8176157059365694,-0.8614729137426388
SIDM01220,-0.6288772130289707,-0.8304343508432817,-0.79916602392086,-0.8281034096539133,-0.9210875396523115,2.4651379815538155,-0.5723363038521433,0.7391157045255028,0.4584707394448063,-0.9269592654222994,-0.6633749954708341,-0.848500658729149,0.3913552076997389,-0.9290649327518762,-0.7990270105254356,-0.7830317678349998,-0.843461319402532
SIDM01259,-0.558048643201996,-0.8605312211085006,-0.9138227888252177,-0.7820850511609133,-0.8941534532375135,0.5849839373464862,-0.7446256152519443,1.880723791175664,-0.8907954146482336,-0.9082852672559947,-0.6667651991212652,-0.9111271038736884,-0.4011741299135585,-0.9162478278019244,-0.9101172183797298,-0.8541751489907478,0.9582414906757384
SIDM00680,-0.6945734642818543,-0.9132820912316253,-0.7590436754157585,-0.7752618239415232,-0.9299040905709081,1.6316077438739423,-0.6808977596077284,1.051982671143572,-0.8867080885170484,-0.8438297969236911,-0.6103169197422391,-0.8798679907490431,0.6718317091443808,-0.8945145554055991,-0.8922082645167138,-0.8167822383234925,0.9626653811129935
SIDM00346,-0.025462513723289143,-0.7920306594966723,-0.8255982898885715,0.6551630270279298,-0.8582188309670399,1.6445192450997244,-0.6589615928424103,1.3852100435368988,-0.957946603968534,-0.8818717088314808,-0.5284669691808517,-0.8413801352317583,0.6831432090510484,-0.9175286395467128,1.4705906531500932,-0.8802150343814862,-0.7313264334615435
SIDM00129,-0.8548323575458936,-0.7426264296133034,-0.7145873265314505,-0.8558557882117162,-0.9119330578883967,3.1414803889259653,-0.6615370272735519,1.2031721303849379,0.495132953206958,-0.8285669393861061,-0.7513920146887331,-0.8842392283656485,-0.06058300202709562,-0.8750923365463714,-0.9163583233905245,-0.9896663233069642,-0.37794264954951967
SIDM00627,-0.49722131621365356,1.7298687834545643,-0.9716151093791984,-0.8194680592350422,-0.9269517004743484,1.6790573124245085,-0.7170430236200417,1.0781730919075698,-0.9393589288240044,-0.9287843998448926,-0.7970079941364014,-0.8664913149103709,0.2328776237193499,-0.9759175078192048,-0.8207510030091767,-0.8373478212844079,-0.655880465302522
SIDM00293,-0.8767708037857818,-0.9058852446786471,-0.9217679477549293,-0.6585462423663404,-0.8254391075927364,1.2984974909416092,-0.7673358856090452,0.7817616913442295,-0.921829879755667,-0.962863928772573,-0.5981472012671082,-0.8812150911854609,0.5423308955054976,-0.8605161767787707,-0.9064801278524649,-0.8547540116352709,-0.8201310715386458
SIDM00274,-0.5960736885489478,1.170562861368804,-0.7983039287410516,-0.8316922362784243,-1.0481546597857534,2.109485560061278,-0.696198194546879,0.7821674906412646,1.4754763202972483,-0.9213833064968916,-0.7662268933606972,-0.8870290500633348,0.2724123284236149,-0.8600229707880391,-0.7985375914055802,-0.931271074014018,-0.9092826438876561
SIDM00544,-0.807094870527773,-0.8901115334809669,-0.8053719326566319,-0.8041888497051776,-0.8967298939075151,1.7239677925208017,-0.7266479045175342,1.3794636185429248,-0.8932082571663771,-0.8599446773588586,-0.645890661297001,-0.7694738595840901,0.36581140154779507,-0.9333852836048714,-0.920372668306125,-0.8660601893362253,-0.890062150577728
SIDM01006,-0.261541575080705,-0.8721101641446738,-0.9037605417012106,-0.752128523729833,-0.7979410607599606,1.2368975659845465,-0.7533393201591422,1.1145594302249908,-0.8799976042784465,-0.8940670570706452,-0.5268870175595252,-0.8636294671975524,0.06142223894202314,-0.9311810138010042,-0.7958127155395192,-0.8304624527441024,-0.7363722579917522
SIDM00302,-0.764790958622946,-0.8997056644735688,-0.9571249581032473,-0.15391442241209277,-0.8970949432367358,2.449505270370104,-0.8174168382746102,1.1840355703782686,-0.9053663216317802,-0.8025419252099459,-0.736226634441608,-0.9122207727626237,0.6631156687002446,-0.8964834613050793,0.03344777235714109,-0.8290735155739352,0.9347815122052677
SIDM00549,-0.46868734089823616,-0.7994372169597923,-0.8823330177486072,-0.6823075338067042,-0.8721456863256489,1.374600190513843,-0.33782563712593566,1.815700813770497,-0.820291092382543,-0.8800991914355359,-0.6685809027554409,-0.8642078150646749,0.2331090447392404,-0.9546989628895481,-0.7659295919992938,-0.6806368133170089,0.5866945931381294
SIDM00292,-0.8428611546013851,-0.9319109975517325,-0.9282291200490781,-0.8851685895629237,-0.9526641594175256,1.0745660716851255,-0.8065805237756315,1.1773552940938232,-0.8851452365169032,-1.003185839028282,-0.7153537353005711,-0.9220699968977843,0.7536274176721497,-0.9860846125232913,-0.8648133314368517,-0.8456599335520191,-0.9061219551102596
