,NCAM2,EGR1,NCAM1,ELK1,NOTCH1,PRKX,C6,CCL5,C5,IL1B,SOD1,STIP1,MAP2K2,HSPA1A,MAP2K1,BAX,PRKACA,PRKACB,PRKACG,IL1A,HSPA5,PRNP,C9,C1QB,C1QA,LAMC1,C1QC,MAPK3,FYN,C8A,C7,IL6,C8G,C8B,MAPK1
SIDM00098,-0.7420083614032673,0.01289336331190384,-0.6402407393599033,-0.7239337061079624,-0.4861996980153549,-0.21048856730471127,-0.9263151896956326,-0.5974709486339024,0.21895306633767728,-0.2949271667159454,3.5100567689576434,1.8715927268676271,1.7985337293991823,3.0381487024492557,1.3068758587456268,1.094608116771338,-0.49171556446967946,-0.09262240124446872,-0.7343614333780042,-0.44532075581519864,1.5995668488099017,2.066016609684712,-0.9501844370675949,-0.7921266729166477,-0.2908830218470289,1.2905266045603512,-0.7500813278440486,0.3043844854751119,0.07939898301116054,-0.4513652636301616,-0.8090422482566747,-0.6089068238239358,-0.789771064760301,-0.7364874959167472,0.45912016079758144
SIDM00225,-0.8789318333000149,0.30056219832247094,-0.645695133282878,-0.5536207428759855,-0.5929620709998962,-0.2242276810265617,-0.9730432228737995,-0.5269293717873508,0.7545187527240418,0.6412069430160405,3.0218535544054204,1.5380420801267503,1.273364272885486,2.6419628856092374,1.7672558841865322,1.2760003677787382,-0.6204290670227681,0.16266365001529862,-0.7986584855898881,0.5838233888931501,2.215330467498786,3.071204945415489,-0.9510127762663604,-0.723095792897447,-0.47513945533139046,1.935786355393106,-0.8632603027450036,0.42574360123698995,1.5222989965533062,-0.651825943219779,-0.829154798482412,-0.6459768688716957,-0.8636102133520984,-0.6979765553749611,0.5101479725257008
SIDM00846,-0.5828153951099578,0.8086637045998152,-0.7884413749185626,-0.643397428213116,-0.6937045260637571,-0.183706179605343,-0.9812880678377357,-0.7986416175409711,-0.5447335266284777,-0.39026982026818535,3.1710710968273084,1.5999343625797315,1.1338849989723598,2.904999596879947,1.8566577901095587,0.8123727993565176,-0.4814328097931527,-0.0077754134715983195,-0.6451276448687552,0.28602695948697193,2.168417556488704,1.0933452359520535,-0.8972189652491778,-0.8108052623871276,-0.3871911417617308,1.6460533786851048,-0.900246304896445,0.40456292514070263,1.1894647119726214,-0.5895441985654608,-0.8357863776405298,0.20115785199064867,-0.7584721946194566,-0.8428262941874329,0.3639110576930663
SIDM00291,-0.6619173695962614,1.2631546094216235,-0.5588641604823786,-0.47206762904375577,-0.7120117486033961,0.09278333378152949,-0.9112013406436347,-0.7708790162818552,-0.652482122385604,-0.7749876670379315,2.906919152218291,1.5040388522892747,1.2604308368381785,-0.8287177159448578,1.6589398477165531,1.181007216510523,-0.7560284637296919,-0.11111561826183174,-0.7340416899383082,-0.8273796365746705,1.0785658518209125,2.1837364790605354,-1.0045883137719935,-0.7384694226055251,-0.4852949232417782,1.5016648824187635,-0.7744789790588791,0.8556571961413694,1.9269502960355378,-0.7875342947459953,-0.7925343152804446,-0.7446144231613362,-0.8282509064179132,-0.7619293031949189,0.5321205356572491
SIDM00520,-0.819673458870021,-0.3221869483844106,-0.7269907540139424,-0.547621672281379,-0.6661459037405265,-0.3428235391359374,-0.9014924507030918,-0.3512349988648791,0.28374067369663675,1.505269477698609,3.2142904887494574,1.2038771558079135,1.5326932560318176,2.6578680947424176,1.5191012332163636,1.3099130610050176,-0.5723467545849023,0.14052909972239003,-0.7684349717577997,1.2876592219115217,1.8491311224245486,2.69445885611362,-0.952307169768851,-0.8755236481964191,-0.505369277626973,2.062800235970414,-0.9759401306945115,0.5000866377405552,1.4363328296474518,-0.6547000228543406,-0.8339253683433234,1.6383091438570698,-0.7155674669154064,-0.75286835166104,0.26042457304454064
SIDM00003,-0.8341514382594916,-0.0891868352865176,-0.47516265588405615,-0.5803250909445292,-0.6346413641577325,-0.46800162160646636,-0.8848792312086308,-0.7803642174526931,-0.0031942757980556007,-0.8506406803006985,3.3074066014666843,1.7980556328977708,1.5988747555684801,2.4404908226157054,1.7012680244644953,1.0517862584341275,-0.6444235705150996,0.34367177216876105,-0.7318535169809266,-0.7470050919021095,1.505973459946476,2.323120252603077,-0.9509853302773278,-0.8440521305161538,-0.3890811740804025,1.2590698573471353,-0.8275167323055851,0.46660514256326746,1.101347085927571,-0.7214760872187074,-0.787761490229236,-0.7419534891926874,-0.6842146937296558,-0.7484277124276094,0.7243979395425967
SIDM00136,-0.8478803366612622,1.9365641209201603,-0.7645092943251004,-0.5828607644259114,-0.5998974154893524,0.21785454032292356,-0.9639659213828381,-0.7625174136284352,-0.5141592122703993,-0.6354961029993903,2.7433681849705738,1.5323421216642616,1.3220480235434442,3.002134997549641,1.992879827711926,1.2683538820321245,-0.7090801592738902,-0.5407250785435349,-0.7653283584594142,-0.7569752991501485,1.726382913052457,1.7523522399006597,-1.025159464953952,-0.8787700999751977,-0.4535164803718215,0.5102770287319134,-0.8066546406827417,0.6507892655995077,0.40565128939511597,-0.6979424733310303,-0.8548786183205791,-0.7724323728962658,-0.6798041251330788,-0.8545456232165233,0.3851481893824864
SIDM01155,-0.875681730867521,1.3643864102432366,-0.7255997816167502,-0.6084574914961906,-0.4587817612221862,-0.27246992326687947,-0.8588336012401385,-0.7893870475523128,-0.06984502525312862,1.2138947537890226,3.2584744490908286,1.5392424075794875,1.3366550916262618,1.8223981047791589,1.4341348643508207,0.9717193983744865,-0.658326298425845,0.010045186855451058,-0.7489081981249283,-0.42090481712569433,1.9689100132088073,2.3065632147473467,-0.9278976847397389,-0.838923873952068,-0.4090254704436633,1.8836313115573826,-0.8649602642402252,0.48095139700391365,1.2179129940578879,-0.624053685598383,-0.8598175641170819,1.0881750670600947,-0.6971787422294531,-0.760413519540244,0.7064244268194239
SIDM00224,-0.8331366229638167,-0.08728650218677472,-0.5407062688211265,-0.6958632544274295,-0.7652412897234793,0.5909800497587651,-0.8804409545473101,1.0851855357544322,-0.5207862644482976,-0.7267459126047037,3.2140166039683207,1.12666038341965,1.3047908376773982,2.3467068248696417,1.005747312417868,1.497335062973667,-0.5793583414704804,-0.006877373755494596,-0.7564944180185348,-0.8133892024479085,1.7332902135177903,2.3222132916093248,-0.9724202526632726,-0.7821830609093399,-0.4478307742174924,1.263928074211513,-0.7609735725186423,0.5479442443358864,1.5811032977390287,-0.6402523819065575,-0.7880075052130164,-0.796678776449863,-0.6770968135118113,-0.802321064715821,-0.5549538999256374
SIDM00783,-0.8180835144070792,2.2252131430682986,-0.7366884154389151,-0.5383477711403011,-0.5567465003681141,0.3048708458953266,-0.9112363870369107,-0.7984027514136065,-0.19227796688966117,-0.9247957711766946,3.152304618875205,1.6119930679024463,1.33974538891998,-0.8565986770056061,1.5514904306451307,0.9429836011195218,-0.6805081875931139,1.0667548170933379,-0.7925465880429629,-0.5997522126242667,2.6025338437097614,2.1643818656446805,-0.9721998167480028,-0.7982663124216798,-0.4203514241052019,0.9591169734352668,-0.8626365123634269,0.3326112379658688,0.579053009777648,-0.7116139427079776,-0.8129359765186485,-0.8167020405470564,-0.7629266720603333,-0.8967875605225493,0.5324004850994095
SIDM00490,-0.827852325347115,0.8870496847879398,-0.49428697436417596,-0.5534005521642257,-0.6401022326417376,0.026553385033538924,-0.9658995896025254,-0.7808229985168617,0.9216120753189782,-0.2607894392583945,3.0557354656866225,1.4944950139446533,1.4917886482973903,2.3396400074442827,1.7492183306847096,0.6882079657377024,-0.6031854005384502,-0.001373694277386611,-0.8690855644572899,1.3852076428306288,2.5023735603048376,2.619129303749693,-0.9454359061152271,-0.8412905348262038,-0.5239876983969262,1.8894069976162176,-0.7597218328550883,0.4983000834645974,1.9684701516887406,-0.6842352902414529,-0.792413579303911,0.25623225001574845,-0.6406797634888387,-0.7191153015640553,0.6606740881928407
SIDM01090,-0.7899206951716805,1.9982826912992666,-0.7229853145917043,-0.5178836962945803,-0.2721245738115108,0.7207040660858745,-0.8835670878413603,-0.8469696325895488,0.5091299985793527,-0.7868292318547102,3.0617755957121684,1.7178644931222775,1.386649234450303,-0.9638648098505553,1.6219592217336218,1.6124328755564132,-0.6642359798810908,-0.7707670768826098,-0.6716802638274465,-0.6199841626073858,1.956290662301363,2.1234695147103233,-1.0081091189047526,-0.829521300572961,-0.3501818726925768,1.0604392850258395,-0.8858079259944888,0.633215366254382,0.6763747128178433,-0.661703099388896,-0.8434447694663165,-0.7472708354891022,-0.6631927873936052,-0.6745769625403656,0.5937105943187458
SIDM00394,-0.8490685354919197,1.6830638022113535,-0.734324797878749,-0.5993143909359225,-0.7748365940980216,0.37495488886439016,-0.8723663640041974,-0.6984982474933668,-0.1484977983518524,2.6244002786871956,2.9938393351778085,1.5190661311653746,1.1669256293804384,2.583785318515817,1.8903093802408155,1.2097167954875114,-0.7499154992770979,-0.4716918005032519,-0.5963394762723299,3.1812499669089256,2.2121529431287477,1.6959959843565757,-0.9799606792034009,-0.772626690309011,-0.3778828145134275,1.3881892244723861,-0.9382579068485678,-0.09583599172821719,-0.6664117589776094,-0.6389459490023147,-0.906547577289602,2.515002174002402,-0.3392584800907859,-0.6943015469027041,0.6029050484084734
SIDM00538,-0.7373331762850901,0.7162108351019003,-0.7080397731153156,-0.6382730061317231,-0.8034557044477856,-0.5210047786853224,-0.7897799652165178,0.9060614987602358,-0.45028349286906394,1.425346137854104,3.151313092123197,1.2640530314041474,1.9260235559978451,-0.08243098261432896,2.015135209117641,0.9164820959418207,-0.6715853597527431,-0.5556790788135729,-0.7003935101567634,0.81446768365342,2.2929396684716097,1.2553427667455646,-1.0088783945719835,-0.836106159855923,-0.3169535328192331,1.012286621490588,-0.6586231928762789,1.0849253227592255,-0.944622290078788,-0.6725017685595772,-0.8241557354581769,-0.7284248073190327,-0.5889354454202592,-0.7750741365041244,0.5218947297181094
SIDM01140,-0.8643940081096388,1.4292290721425802,-0.7814152439479017,-0.6857451881167268,-0.6780295136515813,0.8125319870857701,-0.9289966882041008,-0.7724331720204928,-0.5105518575703568,-0.8307487486019162,3.1932758857854213,1.6552561834848967,1.6298742611986672,2.1973209076401083,1.8319546180110737,1.9070228730398646,-0.7340079728541411,-0.09801810189771538,-0.8736129428868868,2.1996760863110945,1.725717321579504,1.2951409598426675,-0.994910149236746,-0.8527083708254707,-0.29087744491246376,1.818676952049504,-0.8194764467572504,0.7235975198110824,1.1288165694471497,-0.5872978429397153,-0.8832139428281424,-0.7932703007118455,-0.6548585014019189,-0.7712712227546248,0.5782279276601292
SIDM00101,-0.5347086894198195,0.1558902892376705,-0.8322140973294078,-0.4929143249490725,-0.6213913358849434,-0.10456470425164692,-0.9594152556952575,1.3402580577886565,-0.15143133567586622,-0.26966147215546,3.2215463672695415,1.4132496135320125,0.9539768978686396,2.571423218059357,1.821664872894759,1.3662678452165564,-0.7579524369242983,-0.29538591466507097,-0.837479866840986,1.3414685855853181,1.6854336045794713,2.1678186835960145,-0.9587161663456133,-0.8243801371598961,-0.5073488332358466,1.872830017682364,-0.7898147083090771,0.34262190349756033,0.7706795513659462,-0.7544500743334484,-0.894497811461362,-0.665340604276545,-0.6574551403230847,-0.7835938897775503,0.25287245376043205
SIDM00114,-0.8536644487303946,1.3545954438965366,-0.7647558100898455,-0.6116352324259346,-0.6205272572616525,-0.44668189020689314,-0.8994191256463844,-0.8623266288617079,-0.8845938326272499,-0.863307021514831,2.9453428113006175,1.8538097551218244,1.090841234322991,2.912412788640841,1.721860584473405,1.1379472238888493,-0.6147729039277051,-0.05912781026526208,-0.7743319262510233,-0.849502100159744,1.9070453952102306,1.9479620300431977,-1.0390686395404687,-0.8211903469367616,-0.3677636581405446,0.9999431994054168,-0.8490437168638634,0.7322735647928739,-0.08574026507762861,-0.7408184359820738,-0.8598550309591222,-0.8188192230428865,-0.7052633345183501,-0.7476683218142796,0.6761117179057753
SIDM00102,-0.8313333364127496,0.9999090401768995,-0.7650446938544765,-0.7853453141431165,-0.6163489492179517,-0.387005334623941,-0.8902802861032284,-0.7547730179850303,-0.5856112517997536,-0.267865497580371,3.0130557601452153,1.4301135344525213,1.4923266892172717,3.013804053711921,1.476113023313415,1.5209988149463294,-0.6379353400997378,-0.06700962746737632,-0.8503557840373502,-0.14297337673094115,1.8514496481507634,2.5827890275974523,-0.970503464515346,-0.8543566965434063,-0.25135317634288706,2.253054603457295,-0.7648200847662845,0.6645513594128664,1.0954440167702715,-0.7655480479488272,-0.8153988802729942,-0.563539400504922,-0.6968746442057526,-0.8121137771109985,0.26850586585154834
SIDM01122,0.5974716187864458,1.9114727421648028,-0.8278925492389935,-0.7871843244466621,-0.7593164675883275,-0.3608099111533397,-0.8701858560712327,-0.883672898894815,0.1120847678093857,-0.7926805304732676,3.0431678689867976,1.5152718363475932,1.3528467954090149,1.7293634536542437,1.359029815521703,0.9078855190316539,-0.6918091719331915,0.08121568266323208,-0.7753841670919557,-0.5884238769136639,1.8429833020296278,1.6466659536779007,-0.9870099956887155,-0.8871398383386067,-0.5848146362426533,1.9104600838506158,-0.9183333218482608,0.4281160964594751,0.7784024928586578,-0.6722267926829798,-0.8663083684882508,-0.7963402502136515,-0.6777786172886727,-0.9413108965113319,0.6668321295115641
SIDM00261,0.690389288169208,1.0310857186097304,-0.3101075019054661,-0.579471325736393,-0.4644643387443659,-0.0018908395259825835,-0.497446016944772,-0.8047445946023457,0.0030533570949920954,-0.7490255636392803,2.8821068981573355,1.961895913110644,0.9604518785460419,2.51095299068454,1.045603561801778,0.5567737272476223,-0.6793691261294206,-0.29891083960414055,-0.7982127669173401,-0.7782197252719595,1.926955060193057,1.6631617427317493,-1.0378695437612666,-0.8768475700756473,-0.6700498018551727,0.8842119281117893,-0.8862173877034769,0.007689611316032604,1.4450412378761925,-0.68651107071619,-0.6208638479977057,-0.8577872356328377,-0.7615643325052102,-0.7350404892780976,0.6068781732208816
SIDM00154,-0.7941552956535195,1.3059619484439142,-0.6594442416605794,-0.7901186350173978,-0.7692630935174908,-0.022674221044958216,-0.8929099011523586,-0.4051868436904327,-0.6967890187224045,-0.38371988938548934,3.1048803805433107,1.2420729932496544,0.4288102237864587,3.075117451966277,1.087027537413626,1.0317384528758242,-0.7150426212807434,-0.4947228928352437,-0.7798707151934414,-0.7993762471311125,2.033312350320019,1.7357979471389224,-0.9667298235822147,-0.853399593321657,-0.35677848009458485,1.3175299377267806,-0.8459962152066719,0.34667114963441054,0.53347264819094,-0.6954756677660067,-0.8413398740955581,0.1889747392350637,-0.5925006865087633,-0.8645900543473588,0.3633459324748118
SIDM00104,-0.7822161768755884,0.3089864598815739,-0.5255715691430347,-0.4456735489384925,-0.7122127121162266,-0.005013878493837408,-0.7977965114418804,-0.7789721661572097,-0.07801013223318562,1.084834024331001,3.002581302528252,1.4521475554820953,1.5618762939297497,2.5704954977708874,1.6096289004713025,1.4668568386777674,-0.6116645871823921,0.571979910399975,-0.7438884495207236,1.641470055707861,2.2478287303247764,2.4555761469491704,-0.839800807306454,-0.8855912351760387,-0.49052487326665906,2.102099037137806,-0.834419567782058,0.2557634555983044,1.8795080940322404,-0.6712664789608564,-0.8336651640514624,1.5863042851970575,-0.7369593902378119,-0.8333112144583872,0.3477555433159035
SIDM00267,-0.807856804296257,0.20203994244094176,-0.7395679897386249,-0.68276490918671,-0.7764265078824417,0.2729831793382419,-0.9308256886082618,-0.7933983199551226,0.8611907545083053,-0.7925841121289362,3.2501290747389864,1.8953720005934933,1.171266102465666,3.3179534190695117,1.8086478014921823,1.4415898866838415,-0.7058028722137519,-0.31944424849471825,-0.7656097655908359,-0.6084502422328795,1.261038960523813,1.1105929677568678,-0.9759943367721888,-0.8742157809245001,-0.3246852810647848,0.6850022328155745,-0.9585604075806773,0.20307675785838694,-0.3853468495582014,-0.665665956166461,-0.8491265368793574,-0.7260090929740358,-0.7074912551554794,-0.7699431711675115,0.5494160832424906
SIDM00100,-0.7101866189933244,1.2021959841675003,-0.6584399570798567,-0.6906971803274683,-0.6425020499193994,-0.3477177492406388,-0.8488550211037059,-0.7563350716898116,-0.5297931094708618,-0.6121375686826059,3.3411564491892976,1.932308570193244,1.2891398342472582,3.268177206407359,1.9134497207734025,1.047759680362743,-0.6303097891648619,0.20732541589826958,-0.7955674921883668,-0.6159934780055282,1.8969131804309018,1.933463601921363,-0.9439634872289293,-0.8980238011273017,-0.44715092909188175,1.6847099911037362,-0.8217540094301871,0.38866305987935745,0.7093390761017204,-0.6640751168191816,-0.8594934366094145,-0.7525483765356749,-0.6893525600397262,-0.7525772380529254,0.3996411674339278
SIDM00826,-0.8489197965620225,0.32780372215883685,-0.7286448617417739,-0.6774334260302557,-0.5699925055638809,-0.15453127340319456,-0.920456628368982,-0.7848334048739899,0.7273558232830754,-0.6834211364067349,2.811412405818856,1.5313849776171466,1.0755869762862416,-0.3247246737644574,1.9590651359280598,1.0011389729068036,-0.6780280187644822,-0.7473388574474091,-0.6126101300962967,-0.7200291504869384,2.3899512617638403,1.7257505235614028,-0.9212295352380668,-0.694420109622676,-0.20543613236022598,-0.37005149637168544,-0.7572708625774801,0.4232527027104167,0.8947335016871988,-0.6866798628465116,-0.8162819302351076,-0.7567905073424537,-0.6912983950657098,-0.8089705931891792,0.3223670243134948
SIDM00310,-0.648672117083446,0.9314975446200837,-0.6946799421880167,-0.5983382144742893,-0.5878444898545874,0.13381090118165145,-0.948794279786966,2.8793624864319662,-0.472442807649518,-0.13102280004239628,3.1281844779991745,1.9057559022922834,1.3882145686292955,2.9379183940224327,1.5295221507794032,0.9830070164227276,-0.6403293235090153,0.030229011042833986,-0.7230955178547087,-0.5583635188875629,1.9190682712688574,2.2783202967689253,-0.79661048230625,-0.750776848201751,-0.36653121960891594,2.553054089332749,-0.8055223982004769,0.25548580253254904,0.14805093984162515,-0.7523980542647908,-0.8439839069613798,1.1919251443809453,-0.7122848755868035,-0.7318325033554569,0.12602829784831926
SIDM00482,-0.7627812261113183,1.2716131640354233,-0.7017510167475661,-0.5397053811990904,-0.6844597127932287,0.25445627116648767,-0.8937620028571227,1.4497849711578803,-0.3794617306514912,-0.6701203630107014,3.033797211970409,1.5905798226449106,1.1127610642467403,-0.7908000121967033,2.0409396520818763,1.8465156540270364,-0.6294713738158656,-0.7768353907593732,-0.6624313040301169,-0.7052314017510295,1.5563906214780303,1.1978527450208807,-0.9966801170558974,-0.7681430290648077,-0.27350983308352617,1.2059436655301121,-0.8884599835498903,0.020597086822492883,-0.6409795223354138,-0.644380345104288,-0.8262828198449115,-0.6177397548827678,-0.5867156443951564,-0.6746190479181502,0.7592497061185668
SIDM01247,-0.768229784994942,-0.46168840620193413,-0.6356956472300102,-0.6828275498120582,-0.7460953769820174,-0.3380226611796867,-1.0447135419939237,-0.8443896059686038,0.032841306740031016,-0.5256231190257385,2.9365422503494245,1.3603869413729,1.007395683161872,-0.6516830502129577,2.355932454270403,0.991057605179395,-0.5916876777901571,0.709081590043097,-0.610696082037426,-0.6231922098399789,1.5526263964843843,-0.7162125361998778,-0.8069063896536077,-0.7927169458555491,-0.39363964292285614,-0.10146225776792792,-0.8034633070843428,0.03884744492527801,1.1325690601253815,-0.7350608117856441,-0.81527686861971,-0.644396629623731,-0.7152882707331583,-0.8719268814704466,0.6544711628801052
SIDM00817,-0.8176252476921434,0.45385617968869757,-0.4873100611254962,-0.6941284624491442,-0.6963108775314782,-0.028051426945741458,-0.9527072744914402,-0.7946557669109782,-0.5850671003767494,-0.878739667837604,3.406554303826544,1.533939431066401,1.0439750695846417,2.5829607819803666,1.4638098384543239,1.593035028845239,-0.6165613009948008,0.09481902861301889,-0.7501436921960692,-0.7667317678897473,1.9570803390656426,1.8120870088320389,-0.9774214716870623,-0.8234382787551577,-0.26046151542149165,1.654166936932492,-0.8455220033418898,0.31955188278981317,-0.8212139604623157,-0.6909713147486962,-0.8057357659300511,0.3017914255281935,-0.8131316738793936,-0.7168452933428675,0.4390834529817389
SIDM00448,-0.7345359548345429,0.28889142980040056,-0.6379743866684467,-0.5707665141117254,-0.37191461015640465,0.09107654719219163,-0.9619492006405392,-0.025007933722401163,-0.7183905015274669,-0.6990270115370761,3.1765862332898775,1.4628014307100936,1.323731215043596,0.3552273313257125,1.733980187224856,1.9613155223408332,-0.6268323574715159,-0.3261027153771131,-0.566070747907592,0.8166774891990184,2.580081331940805,0.9720575913693723,-1.0156269581021213,-0.7485018964284643,-0.20979197131740454,-0.0027060069740745276,-0.8296742083921816,-0.00666606454153344,0.5139678480275772,-0.6613637218724173,-0.8062441019418818,-0.5484421181910574,-0.6959410660155275,-0.7220609629005996,0.3704914839218036
