,CD80,CD86,CD28,C9,CTSG,FCGR2A,C8A,C7,FCGR3A,C8G,FCGR2B,C8B,HLA-DRB5,C6,C5,ELANE,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,C1S,C3,C1QB,C1QA,C1R,C1QC,ACTN2,HLA-DRB1,ACTN3,HLA-DRA,HLA-DOA,HLA-DOB,TNF,HLA-DMB,ACTN4,ACTN1,GRIN2A,GRIN2B,TRIM21,IL10,SSB,SNRPD3,IFNG,CD40LG,CD40,SNRPB,SNRPD1
SIDM00680,-0.9227676606685358,-0.8513350527012927,-0.9023265041035708,-0.996697567907584,-0.6808977596077284,-0.568624505828294,-0.7588093119391229,-0.843347561613138,-0.9760009127498962,-0.8124359604217264,-0.7882389994673973,-0.8371873341232676,-0.9924193837592782,-0.9439407286658916,-0.2854782333152047,-0.9354130622864347,-0.7355898538563517,-0.802403016168125,-0.8422773868674901,-0.8420132204046005,-0.778747911280538,-0.7848959912723783,-0.8713060697868342,-0.8727350543699626,-0.36584833960094176,-0.12344243010692346,-0.8642921943453433,-0.9159221199588917,0.11740177556782663,-0.7015092145460825,-0.9281881485841327,-0.7859850992661235,-0.8753887018242452,-0.8708018552397326,-0.6401491358847582,1.1430468738139445,1.2272498340144573,-0.8113322359071672,-0.8825238816935373,0.05026301609581068,-0.8572061628356058,1.5387588622841541,2.206764849573626,-0.830687968203181,-0.7982911970365937,-0.6672037988177263,2.25163525736477,1.0359029572898768
SIDM00346,-0.28116602290504855,-0.6776183435795148,-0.8933047498264765,-0.9737535602661466,-0.6589615928424103,1.926777660255601,-0.7300666530271936,-0.8757326339822892,-0.8724780019218714,-0.34742849645269686,1.8494619558157857,-0.8496720535220559,-0.7679773241088942,-0.898421478197997,-0.7025450995375985,-0.8953827570007455,0.50225274731057,-0.6019534733483085,-0.8405957608196102,-0.7721392510068033,-0.8148196513977097,-1.0157488837496786,-0.6399391822769962,-0.905328894118949,-0.3791244708137486,-0.7212148637407431,-0.7714979586752075,-0.8840188353714917,0.6165154576561205,-0.8268034414950339,0.5788602984581496,-0.7626640256629368,-0.7647383486036826,-0.6112919727344144,-0.5630384002282861,0.5097805795799251,1.3273552956163408,-0.8107858554762387,-0.8345070727084005,-0.2579763540070375,-0.827965488947698,1.8410212873324054,2.558338615939624,-0.9709016617798145,-0.7377684967435086,0.5131895788057003,2.580664210674169,1.3036886415159716
SIDM00129,-0.6918395787030668,-0.7063797649369844,-0.841079665390973,-0.9378721754978848,-0.6615370272735519,0.9906590504864554,-0.7044261247824732,-0.8079612154541683,-0.9144145374238687,-0.5586000206864283,-0.640940014003647,-0.9317629247096916,-0.9343953520085992,-0.9278213238091844,-0.5835309205392155,-0.9150380710029778,-0.47428780995651865,-0.790709045994226,-0.8000727867084445,-0.7454000920963462,-0.6844024198083236,-0.777740180110669,-0.8150968244492861,-0.7916376681040465,-0.07165875888594596,-0.47068923988109423,-0.7993930620706498,-0.7760309153724656,-0.17698207410189,-0.6418327169166977,-0.7967505276798114,-0.7351681959751253,-0.9537714682342636,-0.6947791604449048,-0.5420125051623371,0.6271866607523979,2.1817502958244344,-0.8982903366353925,-0.8448928454101289,0.06549201982308282,-0.7818089594180685,0.18297277320848127,2.33086025700968,-0.8219182754448947,-0.7115033637687609,-0.6016498236238291,2.343370124088235,1.0848846008896742
SIDM00627,-0.8904078755381828,-0.828868435733752,-0.9537695250604818,-0.9596822848517809,-0.7170430236200417,-0.34088371343096646,-0.7756101172566504,-0.8570207260903476,-1.0311892077695008,-0.8624440750662178,-0.8087122790179639,-0.8564637784283371,-0.9352439887165995,-0.9099062243868742,1.0338559143556048,-0.9005464327525192,-0.524294176786656,-0.8437940899530247,-0.8889272404120272,-0.8154296896409396,-0.821713789829726,0.14950383319817476,-0.8351867342723046,-0.8881383447644817,-0.47415089229742097,0.6052560611987818,-0.9167689637036206,-0.9334996759127652,-0.31605359332296745,-0.8249492815381784,0.15002451261630617,-0.8147693876690925,-0.7204286251776895,-0.8952699245889142,-0.6383084157370975,0.8360284257889138,1.6577759899339553,-0.8092136152429668,-0.857545602780869,0.5671137591248463,-0.8543369409834443,1.3137749148041127,2.2685598454622955,-0.8929174916314901,-0.841625417986281,0.4092514997682716,2.4680615192786397,1.1393960099204223
SIDM00293,-0.8759265164882888,-0.9070258550896466,-0.850350900400521,-0.9982752042097264,-0.7673358856090452,-0.6201250170034845,-0.9157817559737175,-0.8581499633574149,-0.9712148676559084,-0.8108949786412558,-0.8413355731512095,-0.8335538731491223,-0.9983091567435849,-0.9801785904468234,-0.29635928924453003,-0.7768359244018437,-0.6882924380497648,-0.8131898754306228,-0.8182093525494136,-0.8739861633657237,-0.6109798438773452,-0.453716335877111,-0.785701527327369,-0.8988441700971073,-0.3404877139468314,-0.7492981629889968,-0.7640639658582754,-0.8837042775152419,0.3268680790649184,-0.7422980427337273,-0.9064031008385699,-0.848320441192846,-0.805896689847556,-0.7400976749685383,-0.6815257108373494,0.03394960381266922,0.7427531234111233,-0.7687601829092516,-0.8844342800052817,-0.7919661734548991,-0.9025462028935898,1.330864452102089,2.357311682928621,-0.902306682050154,-0.8060334775883388,-0.5729852380974347,2.61680351898359,1.8525764411902061
SIDM00274,-0.9247887027923417,-0.894880597783137,-0.9604849049753603,-0.8973993290863972,-0.696198194546879,-0.6777574155191916,-0.8227299988458758,-0.8545605213608538,-1.0212660347500215,0.2556505638344026,-0.8401613052679964,-0.8409926070612582,-0.9264896801086957,-0.9700739731431542,0.2099980086375513,-0.928887246671531,-0.5463935060685186,-0.8246967571667038,-0.8345897287556862,-0.8064270652459428,-0.5779663861526413,-0.36088149385413704,1.020802390235928,-0.8302388699090276,-0.5834230013046487,-0.6032745331105008,-0.9089926483681865,-0.8501473875823103,-0.1610194736770755,-0.8705439656319082,-0.8256608800659221,-0.7750186769324329,-0.7083089617775503,-0.774258639268314,-0.07514972464092266,1.3482195299349864,1.0712800026150693,-0.7530814731163069,-0.9416777886914883,0.08610064065810587,-0.8602509087214393,1.6314008349805467,2.296182037290238,-0.975382646722296,-0.7586682853683452,0.7590854286684551,2.2725427770150475,1.1663722829984322
SIDM00544,-0.9237322094620873,-0.8607151404985657,-0.9097123365115714,-1.0049797014765485,-0.7266479045175342,-0.6767768472396187,-0.7468100894599567,-0.7533142998568824,-0.8647005266702498,-0.7798299761040101,-0.7330693034951626,-0.8835650407927337,-0.965976556212463,-1.0067902172609986,-0.7034377933466368,-0.8871722849967839,0.12746242847726605,-0.7760571727933698,-0.7938838619539988,-0.800997202368315,-0.7237940792472416,-0.700945739812062,-0.6485644946860695,-0.794870090049603,-0.5161949778870489,-0.2984735639645878,-0.7938516006068188,-0.4786192911124426,-0.2459802420938398,-0.6647490794106504,-0.8558251987416474,-0.7244066013499868,-0.852692411419669,-0.7950677593521347,-0.5900639098713979,-0.1094059195832311,0.5784244438557893,-0.8389587584700166,-0.8412090999573764,-0.7560835966818835,-0.7850392561454772,2.0599566640352487,2.709538955787394,-0.9918254280009823,-0.6982180719303793,-0.6074398394389678,2.4479415481587234,1.5944209957357969
SIDM01006,-0.8561682590457231,0.6684124142575598,-0.6465117282486913,-0.910963247129804,-0.7533393201591422,-0.04596623846528415,-0.7109373368621207,-0.8096561958526801,-0.9543781028294197,-0.8066069104535185,2.210089667501846,-0.8085169069918343,-0.7383592092014016,-0.9078324820672883,-0.6514687139913898,-0.8150245772601755,3.269422538169554,1.4307960887078885,-0.7092678154338425,-0.7489749387448963,-0.7425160373603014,0.8364092500233582,-0.8620469694230861,-0.832402997101354,-0.38418647343131235,0.2939000910436709,-0.7927398142582069,-0.8622251040441945,2.4123611496022583,-0.5874638959086073,3.393958205864162,-0.4920247334281869,-0.09123817316442615,-0.6690654493631867,1.4499329009970445,0.19454605948116374,0.47075113865094337,-0.7868658622719288,-0.8372551186079843,0.16797246290172999,-0.7681837867736085,1.7692918978586512,2.369881726218133,-0.9485097939081821,-0.7597677568521639,0.14840988940571703,2.477195854587553,1.479122202170021
SIDM00302,-0.8548359021022132,-0.8657415543669713,-0.936569339435798,-0.9696031562963963,-0.8174168382746102,-0.7868863423218438,-0.8083828603373185,-0.8523768404707687,-0.9304353922459719,-0.8566760573504956,-0.8671380615088007,-0.8186416370120644,-0.9334327424271973,-0.9076109590015174,-0.6197782246538835,-0.9133627238927019,-0.09108267664086785,-0.676927115602915,-0.8025985626823192,-0.7548026869060368,-0.7353865281744936,1.4626021132359965,-0.6469460231075271,-0.8583212434462084,-0.3500413967414616,1.301505524640679,-0.8425801846486712,-0.8751452735995738,0.39841035247281387,-0.6386793224133425,0.7401775980859079,-0.7501412489805239,-0.8445136950347284,-0.739407243780085,-0.5114808291128066,1.4959330866293636,2.4501142120087698,-0.8006094766488047,-0.8709534732989312,0.04323640535533699,-0.8564445876965507,1.8372099825594195,2.102771588867466,-0.8774997050162043,-0.809696117097741,-0.6534890788039266,2.456927640739908,1.5927093647060722
SIDM00549,-0.8320111479894008,-0.7847799203906705,-0.7492668760384437,-0.8365493636113476,-0.33782563712593566,-0.19974177232715642,-0.6060807651121499,-0.7969540222319159,-0.9612097634922433,-0.7471610311652815,-0.7285651243469179,-0.820138059020506,-0.8174907601614418,-0.9642048359304861,-0.28381307029272457,-0.8396504089865194,2.764919225292616,0.16002337895284668,-0.47177652114180074,-0.6813595291047609,-0.4114870807676873,-0.7150935146094649,-0.8246447815370352,-0.9014322654760905,-0.24732301420102698,-0.7139022666876915,-0.9192825421269826,-0.8238661450406652,1.401118860637115,-0.7553214643321621,2.842993879733484,-0.48303810060184577,-0.5160842526664198,0.3385357505465338,0.023818748481374687,0.03676251105980506,0.13143565856776376,-0.6912088712520322,-0.9120410847597552,0.04685579854952607,-0.7129873183535467,1.4391643044446256,2.696920577257578,-0.8626899679890662,-0.8573880052846256,-0.21767587249033607,2.641215596336383,1.8461776411321513
SIDM00292,-0.9004951514890399,-0.9312774371038841,-0.9610623032663261,-0.9847313569367364,-0.8065805237756315,-0.6500980803776201,-0.774607986397549,-0.7718894539117769,-0.9958063466249746,-0.8704526581666178,-0.8723328212704087,-0.8975210036120611,-1.0035333287507273,-1.0713608652585764,0.5280144688598052,-0.908629925645877,0.7325132998739332,-0.5774258959767978,-0.9284730316507389,-0.9067906431473199,-0.6260099495891731,-0.6442390809004461,-0.7884791287180866,-0.967192377102776,-0.4767596114371506,-0.5253899623000124,-0.9871744783477595,-0.7864578918388431,-0.52861809014831,-0.7822372370900785,-0.930371315567045,-0.8569147257384181,-0.844245872591745,-0.783544572950391,-0.5793821355911137,-0.3139524946777386,0.0982871990281419,-0.878251711319091,-0.8899972322178579,-0.12009807816937383,-0.9009250291039292,1.4423794902796743,1.9108037458727511,-0.9980117368721669,-0.8627233863435241,-0.8399018848456905,2.439927057217037,1.1499035450543689
SIDM00623,1.3504573086860368,1.8638962557463723,-0.9244313970533069,-0.9526311907010017,-0.7381247813333401,0.6877887697242646,-0.6441122257687584,-0.8489660056332223,-0.8865356510743078,-0.40137361969064694,-0.765074107276884,-0.9459931373048595,-0.23107988303513524,-0.8864780293404098,-0.6511377752445991,-0.9047067003559182,3.107384138549634,0.3808942853650824,2.2423760952326517,-0.788584362928331,0.2736577621921638,0.1908083670067656,-0.3910661939901519,-0.8533664899466495,-0.3526037696338702,-0.5370654762498719,-0.8557988991454684,-0.8762717120766492,1.6546035735684916,-0.6952529914687271,3.203039586625972,0.26445233008000024,-0.6941099886030352,0.6420437590580512,0.6139098812403051,0.5183424997182045,-0.5361298870754119,-0.7899859261184351,-0.8656426229605708,0.39102611816424465,1.616817208720945,1.7862142329479502,2.6178798989483147,0.44484093474753894,-0.7749801229015519,2.547507029506001,2.3972611851543024,1.0854925818975796
SIDM00638,-0.8593932021632582,-0.8301312973160724,-0.928309849993919,-0.899457641516534,-0.620348126287052,-0.6543713742628483,-0.7004187744151542,-0.7870701477942571,-0.9858562890110588,-0.6836616931598403,-0.8194134743871438,-0.8700824373188033,-0.9818674669023768,-0.9341456370229366,-0.7412664177816036,-0.84479305859656,-0.7244018365176954,-0.7645339517661246,-0.8432254858565877,-0.7705289921445749,-0.7889612494919691,0.6645861951172602,-0.7555811400705748,-0.8792667309189114,-0.4290124664989659,0.03116735418107113,-0.9609140444894159,-0.8440608810076127,-0.012132263939226815,-0.7504017782505029,-0.8153881778982799,-0.6921165843767169,-0.7090912605678159,-0.8047631318679349,-0.5999410732639758,0.8123980657809111,1.6453432211726753,-0.8529155273175567,-0.8289811802659186,-0.8418729873085224,-0.7629163197031879,2.0333486448657934,2.9343414761397177,-0.9749228050853819,-0.7499985084912004,-0.47829893966205844,2.5172856962851125,1.592925544451338
SIDM00527,-0.8769447947532506,-0.8633341643645907,-0.9492676758525168,-0.9625664848727332,-0.7680689330688805,-0.5879478014873751,-0.7004253208271244,-0.8362180121706478,-1.0279966574454913,-0.7290128425724894,-0.8591624092672928,-0.8361888947357405,-0.9992162882856601,-0.9121970552509621,-0.07211882865640701,-0.9578584912713776,0.5976475261953288,-0.18995762830433466,-0.7927039298562394,-0.8231696521472421,-0.745361412433788,1.7248592171789627,2.466079244077916,-0.7884408177218114,-0.37134964352656424,1.9895159477959243,-0.7972122037926618,-0.8885474165326622,-0.2021141152527313,-0.7535622941330264,-0.839946559731991,-0.7825531257837358,-0.8429106341889645,-0.7909900900278534,-0.6247480815035564,0.45680272451026527,1.880668639762907,-0.7900936000557468,-0.9087402942326553,-0.11156173082634181,-0.7349262391033395,1.698495005907071,2.1832270549136497,-0.9607091454863683,-0.7954049873531074,-0.5897573407267904,2.478390947916034,1.2148283564472835
SIDM00976,-0.8723744477497647,-0.8362546842141386,-0.9433822580277176,-0.9903825679929225,-0.677597700834341,-0.45517666810477614,-0.7897254207505845,-0.8201277764125954,-1.015036749117012,-0.6982929914109295,-0.8500718470108702,-0.9995628259082374,-0.9810320765329107,-0.8824197707894346,-0.10289423225547947,-0.9142586703742605,-0.5502750496910018,-0.7335871193810969,-0.8892101323036514,-0.8112413636794378,-0.8312249030643614,0.7777897981193845,-0.2478985507269951,-0.7614612993877705,-0.45756958629159816,1.6377009866445487,-0.8935537695298642,-0.8746693904643648,-0.07726442944733371,-0.7348958725217516,-0.8641635310341239,-0.7870733866640206,-0.8592029740816501,-0.6520870604514264,-0.5342088536368711,0.7729195970837967,2.0846056980515,-0.7403091816179481,-0.906652427595183,0.1358428399464921,-0.704256725515471,1.331839703972694,2.4277039485315632,-0.8971180276228665,-0.7660345150034007,-0.722626776696912,2.347431458870924,1.3852435474508733
SIDM00316,-0.7954034928545944,-0.7932561754738873,-0.9359732203985731,-0.8964914402777019,-0.7086713447773539,-0.1088723226253098,-0.7172159991958625,-0.7670931364253711,-1.0331911209553646,-0.8129583427861988,-0.8185671036077637,-0.9584828368014985,-1.0774279687650914,-0.8785876116353675,0.31263289171351866,-0.7980376135685656,-0.6140497557892138,-0.797128797097699,-0.8751784790197674,-0.8282400101648603,-0.7647771811133734,1.681449067741679,-0.8766997062663859,-0.8286895162418333,-0.2881814309481114,1.9534074906210717,-0.8465845571128608,-0.8217817776645674,-0.6692367103121063,-0.7598827583238832,-0.8739332761274415,-0.7913567147428155,-0.9267919741565885,-0.8291622810610811,-0.6955691658480009,1.579676991322721,2.005326156541309,-0.7583902394004004,-0.8397426801598061,-0.13281524022251998,-0.7558790865501732,1.040283490827228,2.4702305596238543,-0.8756202038028822,-0.810324328503256,-0.6853559882125267,2.211268582409341,1.1661534578533412
SIDM00326,-0.8624621669089704,-0.8143567412999624,-0.9391326718230237,-0.9667323382912596,-0.6822955102315589,-0.8813629933272317,-0.833978766455755,-0.8574348847750947,-0.9967943915301417,-0.797546957113036,-0.8766024498684104,-0.891976622095935,-0.9790288752278831,-0.9134805535009316,0.02482796134805205,-0.9387935243369774,-0.6734808494261741,-0.816753447513163,-0.8769222266818628,-0.8595395576980978,-0.6747356949335664,1.0593512670162935,-0.8249570148722958,-0.8387463523797639,-0.27069101075746915,1.6400633542659424,-0.8165294884801048,-0.9292560130475884,-0.26014921607272173,-0.7372867470253583,-0.14157301472151182,-0.7784713998226277,-0.6870967993279604,-0.7144964475502168,-0.4664077800805286,0.7691058629698252,2.397585346997376,-0.6123441803498555,-0.8835785690209099,-0.17861831874684042,-0.8714360111927626,1.2768571167311025,2.8510641764492264,-0.9312260142198717,-0.7956553657448449,0.8092619900375185,2.2982026583165696,1.102287859232059
SIDM01093,-0.8392234341034505,-0.8273141702355867,-0.9155416688570733,-0.9380293048116362,-0.6638732591641193,-0.7426056099180947,-0.611536464899514,-0.8423708491171349,-1.0648312116049652,-0.8781226742102861,-0.8152072336457437,-0.9081857406952373,-1.033544224485571,-0.8846659655775816,-0.2807953033406942,-0.924696034968067,-0.5641976485999045,-0.8066597576454881,-0.8765263371143481,-0.8354498889791172,-0.6986225780947238,2.262289472081967,2.1213052887537507,-0.8180982786212427,-0.33211852243928974,2.3853263940840055,-0.8373832698810354,-0.8379759292265023,-0.39012103103386475,-0.6682905441875936,-0.8319204463436862,-0.7362589125762506,-0.8747639100574205,-0.7666483041410693,-0.6358386841176452,1.0073485784918799,2.138843128957632,-0.8043808776148664,-0.9229582991980368,0.010912220143869939,-0.793388155821931,1.5852915221745838,2.690169097723511,-0.8974013083588045,-0.8268807687477082,1.363971930606683,2.5833474217992416,1.4922351245078154
SIDM01098,-0.8211369310494258,-0.7752904749231831,-0.9708644297471637,-1.0172223360320845,-0.6907117010768699,-0.6223639340336338,-0.564481726168068,2.5142370698137397,-1.0951816844971631,-0.8080386632497304,-0.8100677878815488,-0.9692494813317787,-1.0966017562918964,-0.4816471145433706,0.32990599035975265,-0.6712613234566679,-0.5257510983314705,-0.7354248912012458,-0.8403815500962418,-0.8489258324468355,-0.6752031207970268,0.52229863062356,-0.7583951864696689,-0.8096833600488809,0.08937922210731533,0.6537065524177688,-0.8792836603931483,-0.8147698132629566,-0.2850991948719942,-0.6771649043384464,-0.8982160780260543,-0.7374776537488442,-0.7424017355918274,-0.7008677482726914,-0.6003226110664204,0.18315948162747733,1.4040369140125948,-0.7964556028189783,-0.9339464658512933,-0.2583081756669054,-0.7570617344195516,0.40025281069606117,2.345246132014073,-0.8418030700438356,-0.782552333742352,-0.5553667462723023,2.5615880388306507,1.344918719930082
SIDM00424,-0.6767781810935382,0.888714801110205,-0.8221495482188003,-0.5615753302967649,-0.624980434611185,-0.6108849665702928,-0.7070448984855724,-0.7341337355036287,-0.9964727898343887,-0.7780842891825531,-0.19231758328305154,-0.7219809405642182,1.3524683450858652,-0.8888332803074903,0.31501324213195697,-0.8898247448187552,2.7251628281873175,0.45855836650960624,1.4756842617923083,-0.6620114479381648,0.18509263246142607,-0.6329040593884692,-0.5669405358514467,-0.7250189728219857,-0.2901082006081023,-0.7217949074067795,-0.8455358067608966,-0.860832268475683,1.2543192485961017,-0.7053574807436951,3.089628386662595,-0.44905605245724417,-0.0469888876305497,-0.7685173231177345,1.2251945343133144,-0.02535339043573595,-0.7184928317147906,-0.6933322611042299,-0.8498835408109396,-0.27262015290350156,-0.7211649543013418,1.7155768671618736,2.7582183060054737,-0.852267772567404,-0.7508283581498716,1.3881899175720982,2.7130640652627878,1.8751482069960654
SIDM00973,-0.8188130645448835,-0.831988309247017,-0.89352739058156,-0.9681910833231488,-0.650564062358467,-0.6621847170799172,-0.7271349492147504,-0.8179118263749718,-0.9641355477413931,-0.6914605379741379,-0.7549069473304543,-0.729956533474847,-0.9574395176925969,-0.8623804185999157,-0.9364641787115389,-1.021495298677853,1.1344860373816663,-0.7723964464555755,-0.8147728546905206,-0.8236701671316143,-0.6643842472153287,-0.6906287512325103,1.5335065108624995,-0.8040796797117667,-0.33462424589471956,-0.4170808731339902,-0.7070759807988731,-0.5612601674548596,0.29521845876284963,-0.7472181123976431,-0.5281036280411558,-0.7811165402155964,-0.8703740633177193,-0.7086165329656964,-0.5398645742792247,0.6300495962232917,1.5572725567897598,-0.7362924313774374,-0.8748690830687414,-0.20039397397573025,-0.7791409948491138,1.5687681035237955,2.4979973756559843,-0.9637854083214528,-0.8233642626392784,-0.7756337048081332,2.516759768262444,1.2907504277638882
SIDM00411,-0.8531971300705096,-0.8544338953620138,-0.9130356294620047,-0.988681692105281,-0.6839655408230368,-0.6033572216271057,-0.6447619868727519,-0.7787711371696796,-1.026705469152342,-0.8447599347466168,-0.8189021203612524,-1.0180599048165486,-0.34996438600788354,-0.9219524799129563,0.22147346985686384,-0.9630590970838008,0.6352312312589166,-0.6207041001754919,-0.7740641038418693,-0.8487989272140669,-0.5782414851964576,-0.9187962714440001,-0.25594131016091237,-0.8291412630383062,-0.20146024380821861,-0.47426124074825116,-0.7130821563147455,-0.8672414606002244,0.19252271683535954,-0.7465909316197978,1.9168043737099953,-0.8196446459823686,-0.9871102346624193,-0.8257623602982255,-0.4851586527413913,1.093651392109005,1.713389753769818,-0.7827388338284498,-0.8804475765848419,0.538027530107493,-0.4937958740543762,1.5084209902825172,2.4756432396059034,-0.9571939607738356,-0.7980882029692069,1.7329234052124152,2.3021736633904206,1.7933333277438301
SIDM00374,1.9976340065676572,1.9816904833222473,-0.8782487597423501,-0.9982422876099947,-0.7002405752982501,0.7685217038616814,-0.6708310096399129,-0.7660656088641944,-1.0507581625030802,-0.7889167256026253,1.7745028049453735,-0.7714409420412989,-0.8026891926869324,-0.9631897071507202,-0.2659156106629738,-0.8174170757298367,3.2475373741552485,1.0624405945409119,-0.6697108813600292,-0.783280357629226,-0.6788738262863632,-0.6954016916116532,-0.6911806399071363,-0.7736564135324772,-0.1865185058951093,-0.4424807459768222,-0.9215452169261181,-0.8345313403137696,2.2149057761811193,-0.6882091201764108,3.230719339255071,-0.23204144103870633,-0.49889762004516996,-0.7126603688211408,0.2388836465163609,0.13328020851708988,-0.21439824942479896,-0.739316579688244,-0.8985905357529537,0.5261829368941364,-0.7526172873063554,1.3561708679647622,2.2316891364354743,-0.9123252137889365,-0.760886322059477,2.8789662829968647,2.465062920868156,1.42418978000792
SIDM01160,-0.9148500309776011,-0.7963193378512284,-0.925421284339186,-0.9725060369322102,-0.7182783552807276,-0.5333960252532303,-0.7064804542373458,-0.8061375262016541,-1.0525600410997238,-0.6401472962829406,-0.7739003347115468,-0.7747630673519559,-0.9939909295532469,-1.02312273449832,-0.24419170976112337,-0.963998042771766,-0.5839682842220599,-0.8148067018995208,-0.8816453963563333,-0.8683495354892055,-0.7294162967629622,-0.8411599289389794,-0.3091211881336123,-0.8536134385393526,-0.397353978234899,0.3511047370895895,-0.8610797085868555,-0.873290961161236,-0.5827208033821255,-0.7193235810997405,-0.8386165981417198,-0.7310285698298308,-0.9055757260134732,-0.8380056720440775,-0.6609926729466911,0.9327969484283435,1.7042309283665835,-0.7788482080447081,-0.8687397447842069,-0.040963678754386626,-0.7696540288731015,1.5217952068281122,2.29409561559961,-0.917329433363766,-0.9876898430000299,1.2329726073766099,2.2643088723152203,1.0113185056015965
SIDM00145,-0.8566025928820876,-0.811328846100154,-0.6377174519912545,-0.8089364060617107,1.0359009725408743,-0.6445996664511621,-0.7138226630065028,-0.7780714888742849,-0.9347565194042794,-0.7152943838642435,-0.7421711052217546,-0.7733313314370868,-0.9680261818599103,-1.0654105160055594,-0.5215101411132129,-0.8090300631365664,-0.6643369360156095,-0.7346309674233001,-0.8042057126427751,-0.7238348139431094,-0.6231381532628035,-0.7036039293605518,-0.7454482275746434,-0.7960092699747714,-0.27884159904065337,0.31286227613231593,-0.7078103284138998,-0.8843927692709197,0.2257926251513331,-0.7601719663674423,-0.8403161157486388,-0.7074626032455148,-0.6886418512615156,-0.6505733540619614,-0.6011999148638102,-0.5107604769850115,0.36685974398352117,-0.6809861301077356,-0.9030393974099356,0.061361434680893744,-0.7958539506196876,1.7895288726204734,2.75722110489179,-0.9445743389276118,-0.7393800009453328,-0.5400094368890371,2.8275905015253473,1.662943435113809
SIDM00975,-0.8296456589633425,-0.8890786814663479,-0.9181272064946441,-0.9054822846326079,-0.7048240922208,2.848950415464451,-0.8631986671927395,-0.7725208419517535,-0.9762714510462202,-0.7729173753195125,-0.528300451508076,-0.7932392846150429,-0.8618159076979947,-0.8106829352950514,0.5841560832675999,-0.9730264644875446,2.925151074243027,0.5670344147701823,0.1796976149856155,-0.8354635003458365,-0.4816512810336783,2.813798011460411,2.391664052127294,-0.917610781537001,-0.4612639412665034,2.5530845481492412,-0.8842823299936353,-0.6133616135786688,1.410583777941701,-0.6622808094445771,3.0245361352257425,-0.18781582552441384,-0.7938643035804552,-0.7634256227453796,0.19857331015533886,0.7214375522856412,1.2559239805681268,-0.7891068205052121,-0.9598102604337607,-0.16178396030577047,-0.8479767505784556,1.6925674773483181,2.367122640332611,-1.0149303672668402,-0.8220362739584416,-0.34619604955725536,2.1898788769293795,1.0684193813773348
SIDM00971,-0.8293585168628029,-0.814032914479004,-0.8681484026494322,-0.9967389875305337,-0.5979271091184626,-0.683455334511063,-0.626287956896345,-0.8793840446422739,-1.0751020207770288,-0.774435622160945,-0.8229355706198932,-0.8354211449770803,-1.0015654372465208,-0.9765289112512057,-0.45197761317243973,-0.8517747286717439,-0.5785822680625914,-0.723677870185053,-0.728157791862983,-0.7468425496703348,-0.6672513191745717,-0.8186360161262992,-0.6070365643651869,-0.8333426068117342,-0.19747597381736115,-0.5341854693681155,-0.8959913646209359,-0.8862335384392619,0.3388660322281753,-0.7533070762554306,-0.8764133443465407,-0.7584431884729159,-0.7192799832858536,-0.8461021334673912,-0.4646107533712236,0.5332682667831008,0.7608340429573728,-0.7663691724001186,-0.8870850073712124,-0.4323292959155454,-0.7560189283268067,1.3548053285314934,2.8738166101086384,-0.9047319557435736,-0.7780222253606581,-0.6951996662163652,2.6676881094030818,0.8650636592073978
SIDM00251,-0.8500616833654312,-0.8118958250968977,-0.8920944701502989,-1.0286193816376152,-0.6403872442260022,-0.8035307590725073,-0.6905412622350484,-0.8282790241305926,-0.9678732448222548,-0.8473330394229779,-0.8497787380260639,-0.9063737585616009,-0.9741199038533537,-0.9330635133213663,-0.6608466936700994,-0.9768774237089433,-0.6598889880127418,-0.7288095462791162,-0.7959987995702242,-0.7688506991699745,-0.7074772862236285,-0.4055319136945681,-0.10743239891765767,-0.7903752051038849,-0.3869445507591598,0.28302287116430336,-0.7584793056483962,-0.8836564217044212,-0.054997512197516925,-0.7438486563522556,-0.882190516859401,-0.7590885024895495,-0.8658687516009175,-0.7141364201006954,-0.6290326393046931,0.47716511116264254,1.4384954324225485,-0.8578837320085978,-0.8619010620034075,0.42871430806101035,-0.8200903169820395,1.2865590711544677,2.5827738477820468,-0.9949281859038343,-0.7965058171588328,-0.5728630546568876,2.4871977644128385,1.4092298144911168
SIDM00412,0.6848420983867886,1.1048353547204945,-0.894026599975252,-1.0416016779571589,-0.7426718736414544,-0.6772270271129827,-0.7062239721211011,-0.8260070068967081,-1.0249263959044093,-0.7371622693352032,-0.7766370999169581,-0.9579881027902384,2.091132431310898,-0.8988983976750867,0.247210794419507,-0.7945605771776001,3.4002687862731333,1.232420948748559,2.522270119454268,-0.7873130033057575,0.40888189998924535,-0.44772638185983926,-0.821077641761536,-0.7987603836906908,-0.22645451990396617,-0.741292260862031,-0.795119984767882,-0.7979270694405726,1.8722197794960493,-0.7273254003207196,3.1919508514276993,0.063008982823066,-0.029970102669707753,1.5318976860099518,1.711023445958504,0.22214172246950215,-0.5591810875397957,-0.7211288936549075,-0.8174624823622793,0.19522040802330642,-0.4284565393501904,1.3917216499139446,2.688795577204413,-0.8206817657416209,-0.7958632338327493,1.8705838862605064,2.6680499847598838,1.7109294943443134
