,SRM,GLUD2,GLS2,ARG1,ARG2,GLUD1,GLS,ASL,P4HA2,SMS,CKB,NOS3,NOS2,NOS1,GOT2,GLUL,P4HA1,ALDH7A1,LAP3,AGMAT,GOT1,PYCR1,ASS1,ALDH18A1,SAT1,NAGS,DAO,AMD1,MAOB,MAOA,CPS1,P4HA3,ALDH1B1,GATM,ALDH2,PRODH2,OAT,CKM,SAT2,ALDH9A1,ALDH3A2,GAMT,PRODH,CKMT2,ODC1
SIDM00098,1.8181188330405933,-0.7977057185796861,-0.7175788064892643,-0.8927975633873843,-0.31452807399716065,1.7268349730795163,0.9236274590663994,0.06116786067661789,1.3491588012825315,-0.617637359651049,1.1166859399764353,-0.7430759228625007,-0.6014339784605665,-0.8482815856251323,1.5836978906052457,-0.5143819173829499,0.5155899338234712,-0.6527187853564729,0.5524191379302733,-0.841075807085959,1.6967717699555753,0.5100247607769545,2.439994054780976,0.8476145937959093,0.129732227634159,-0.7034100233941488,-0.9005355130054103,1.5883875801436884,-0.89719835226221,-0.5588230806820473,-0.9101932090305543,-0.3739706066782252,-0.06635347209409072,-0.6930961016269559,0.5761811551435289,-0.75537879565613,2.0166317961109015,-0.7904058522474797,1.7705191930030242,0.9842510271287487,1.623593964827056,1.0045068417387448,-0.8273752217903323,-0.9991408875615234,2.799927145243839
SIDM00225,1.7828843546130833,-0.7672462180784869,-0.7599124769960625,-0.9626724296051622,1.2033916976501644,2.0032827670047415,0.5993837965865433,0.15285026148784756,2.3588103239960065,-0.6901973962586868,0.9230235640741931,-0.7565227187451729,-0.7371005217470654,-0.867934525911688,1.1916174219043325,-0.5212417360435451,1.6275506847626888,0.4686842488259858,0.6183277658171603,-0.8231674264872046,1.5811187958502855,0.527726017109613,-0.00026209167495083507,1.1980105279931614,1.4992238542745964,-0.6755157737175421,-0.8073138566633743,2.0337621993625254,-0.7889720906924979,-0.5829163420541229,-0.8183677921333425,-0.6204139516048005,-0.29563665618370144,-0.8490173947729575,0.6713468761532514,-0.6552434917407098,2.438025077092819,-0.8302962142405068,1.513118352010625,1.358500960488616,0.6221571316640836,0.42585784648479635,-0.8577505728473206,-0.9590759482281842,1.0829020657180528
SIDM00846,2.0487074822314586,-0.8266689063496038,-0.7451803500096235,-0.9792617097086667,-0.008512230295689675,1.9001364759386774,0.31549683485484253,-0.5487962428247818,2.333308468913353,-0.81792805652805,2.3169292188645803,-0.7923346051556514,-0.6182755104037508,-0.8478919338490121,1.7371093572686203,0.014025518130319117,0.8376755421080693,0.25370049956775415,0.8147910386248314,0.07602100952606138,1.5992330007333577,0.692354659031273,2.173177911755753,1.1351725206878822,1.1774574437820884,-0.45514677570089457,-0.9427113489911214,1.6166533346298841,-0.6150841357923788,-0.152941732656193,2.3688331797203728,1.2630209010681268,0.9238200134030584,-0.8212176882806329,1.3828682917205475,-0.751521924372972,1.812981857989919,-0.8601838688505302,1.3379443366851547,1.440411745512638,1.6678620989330197,0.8408358492366376,-0.8566593928355317,-0.9326473505947042,2.4876112800780192
SIDM00291,2.1025469596333135,-0.06037894140179207,-0.790486378675516,-0.750410034034231,0.43505706159526036,1.947824230731145,1.0258708113140695,-0.3490661064527059,1.8929708251982598,-0.7172207206336321,0.43889553090920375,-0.750912184746022,-0.7276046327597505,-0.8411244385594968,2.0123958869717606,-0.48845928660393556,0.424241721640217,-0.8931123829889631,0.7448992588361496,-0.8618018966640205,2.1631443016953993,0.9297926708925066,1.7966579384154537,1.2667467476963035,2.142106404424552,-0.4662304270980264,-0.8937069165301649,1.4022089144890297,-0.9518222892270383,-0.4662230772020471,0.30621865051691605,-0.5871449206975545,-0.5544699149988913,-0.877204314593259,-0.6241745926626697,-0.7289773343452267,2.3292880383252617,-0.7813024651096314,2.0199732409969284,1.4981781380878465,1.0927225743085471,0.8798783769520174,-0.9604172204668001,-1.0223750787529224,1.903091539664743
SIDM00520,1.642700529109468,-0.7436284320633472,-0.7976883085684313,-0.7834343572742501,-0.7704260703940895,2.0647525884223614,1.306590892270919,-0.27255156438352346,2.756125891394928,-0.540202804151995,-0.10245734429040611,-0.5717866769663801,-0.7465708139026925,-0.8518468307487818,1.4786771900573876,-0.6235279328181191,0.4904107659007966,-0.10892524641018639,0.5413916900507619,-0.7074605883049132,1.4517554239753616,0.16880624595381225,2.6822781169629613,1.2691702227526223,1.8953371649510204,-0.5899152437270446,-0.9598131332926861,1.1843221948503075,-0.8921040789053951,-0.2718674544791947,-0.6287036316933816,-0.3668652773978414,0.5023747738009452,-0.9381747354893666,0.07089782903247402,-0.8590315378225002,2.5369890414388343,-0.8183556127026745,1.7638753237043674,1.5467747697618395,0.7462904789140488,0.9568006753828721,-0.9282812697774631,-0.9600863667835858,2.4525583218134877
SIDM00003,2.3490871765918606,-0.08600018266965657,-0.8142177006692499,-0.8673045424254602,0.1430146133424846,1.9507541130209378,0.5594127005389581,0.14104862089193318,1.5586047434950876,-0.8068098722420226,0.5332324260710527,-0.6985439249444181,-0.600515761298273,-0.877826848043095,1.7771972877728646,-0.4607890489430248,0.7541169615029606,0.076245773004792,1.09065341183753,-0.7539128359869651,1.422833155283033,0.38446373376966586,0.036114104832656646,1.3198582742547347,1.653067492054791,-0.5322948025021919,-0.8979280464895464,1.8781708714034613,-0.9181756939056945,0.06790909340341394,-0.6735093920445462,-0.5526031881258217,0.11832669998126902,-0.6716463541787934,-0.5802939162625425,-0.7338103397036865,2.612080857983391,-0.8162703523851618,1.939777927913304,1.6329414801558872,0.5184369272940491,0.32796495512957974,-0.834317221205196,-1.017593529341566,1.6492097650976252
SIDM00136,1.3232878984684755,-0.8336551660043048,-0.7079501664729767,-0.8203002221682986,-0.06716324699539997,2.1053521598330303,0.06803624093197821,-0.13352272948925906,2.336006427386826,-0.776662618770222,2.5895344641360625,-0.6568651861158381,-0.6565115630149118,-0.8021313906454034,1.4277825373572275,-0.06802099027231298,1.4517250411198568,-0.13099561485533465,0.7674169404390249,0.6743649499242436,1.5326804569551324,0.8372541472245442,2.5422576966422956,1.621303154215983,1.1671800925960991,-0.1289051679462868,-0.9910191511929083,1.619725826308697,-0.39770566847029915,1.0845380599441785,-0.9776408434333754,-0.6255522164486215,-0.09067014027885144,-0.6876894712178413,2.091804710886594,-0.8414910014061536,2.015911544420528,-0.8888058442170682,0.9816656570923968,1.270565541827003,1.0299903053124788,-0.01765791960994876,-0.5599176782172759,-0.9030377629380776,2.5087644354896406
SIDM01155,2.1293700626220007,-0.7495694559572339,-0.8317358684580857,-0.9527959187169837,-0.2050142607249305,2.086798012894611,0.49570590840898027,-0.21039716789372861,2.5567296840914544,-0.7526499990168111,0.48074136018190594,-0.8094861032354616,-0.5916262890039019,-0.8103385953827936,1.6275520125994398,-0.04655882322050029,1.1569310959548729,0.03275265004302767,0.9573005047164751,-0.7885890957471802,1.4371055573518488,0.12918966513359786,0.3493890742788033,1.1378847869362525,1.7463363037672759,-0.6003829876002238,-1.0120319410828893,1.6501863241722694,-0.7573349550568075,-0.09415870218885693,-0.5499674746047363,-0.6060353697449796,0.3862317577085262,-0.8958761550233968,1.22532486885538,-0.7401134348169442,1.860928077702282,-0.827176909898422,1.8111075731930968,1.4437894610824373,0.6540576746787307,0.710974179148383,-0.8622310978453486,-1.0280222500464034,2.417477332230406
SIDM00224,1.7591507267794235,-0.6269506590146146,-0.8085856564738801,-0.9206170060230772,-0.7470062103510631,2.2571230873055206,1.3145344493433517,-0.45581762263675374,1.8526711120466743,-0.776272152174535,-0.4090747884070873,-0.8205623146407854,-0.5838390960381492,-0.8609272419332398,1.577437229519173,-0.34840918003005994,0.9519574159064808,0.11194085454775134,0.7947077530350426,-0.7360659945606223,1.3036744272430076,0.5081113820220984,2.7650955889040296,1.2690726672175277,1.364845321286666,-0.6107981862830483,-0.9848213514418472,1.8565516732982201,-0.9062600352460665,-0.6018239965456791,-0.9309313714956026,-0.6124464833604025,0.23703793295840178,-0.7886294163588087,1.1887490563019467,-0.6701814798093809,2.245319488455016,-0.7958210604891977,1.8576074870167716,1.119431220249174,1.1905462745550288,0.9654916032897333,-0.8803613629901483,-0.9728018893044035,2.1159761392162686
SIDM00783,1.683203366127958,-0.8551005730053017,-0.825807285264009,-0.9109481265843604,1.2629675832352831,2.1690815180392926,0.4182342897063891,-0.24957411439060478,1.9094532327699683,-0.8801952068393054,2.078550170209307,-0.596150867151958,-0.600462605903597,-0.8411663992439828,1.5137646323020995,-0.3008135886488845,0.6877734548255567,0.07734890988346849,0.8854258412319189,-0.761852457025861,2.693393088254453,1.3637088515149636,2.6146522889448733,1.1084110680687376,3.078489876499953,0.0683700321029707,-0.962499732944664,1.795178269567348,0.5411556044282961,0.03686545719017337,-0.126243162716017,-0.3723452982073696,0.38661856569196,-0.7729003772045425,1.3148256444323754,-0.6293241170962934,2.546199565041926,-0.8295259117026685,1.573228850823157,1.432951384785273,1.2339173120992784,1.287047920300582,-0.6203677726612273,-0.7463108721857864,2.9289924567530212
SIDM00490,1.722951282336912,-0.7542924146249183,-0.7852826931862773,-0.8134079191967633,0.43181579568974504,2.018959363699914,0.44698195706049665,-0.14882408720492288,3.2295856325822383,-0.7795310835940867,1.652460684606652,-0.7778526928093187,-0.608847106846432,-0.8626423667706233,1.3395966461506992,-0.3063455649064781,1.3188255795306356,-0.1052216491724092,0.6861289450884909,-0.8935686740792215,1.5536144285002065,0.9889076745947248,3.5400407720283327,0.826194983757258,2.4317007861179007,-0.7713443902737408,-0.984304863178133,1.3998554269970074,-0.45476920488045003,-0.561750088831354,-0.6327241272960004,-0.5691098970918894,0.1591477396533475,-0.7180460217675237,1.3568513696617832,-0.8548550629647698,2.2936264769556525,-0.8105865998672634,1.992937671558434,1.5154199800099963,2.43193631352906,0.3588021388265856,-0.9023497395866682,-0.950455861963764,1.5852631917391673
SIDM01090,2.0665146993765102,-0.8618190593244964,-0.6219439807856075,-0.9390671676163638,0.5030202215000896,1.8912613880839162,0.3947690799271415,-0.21480568049031967,1.8178359568891993,-0.8516469660546143,0.08133105754904196,-0.33227952959041096,-0.6095316863194491,-0.7780963159669522,1.8107412477639329,-0.21629501672012932,0.5343486929265865,-0.283149644139446,0.7588720204599103,0.7719251788664928,1.6081549375207727,0.6598542730163754,2.484649076572725,1.643131699185917,1.3590461565074736,-0.0738052974210927,-1.0601333203169354,1.8600134117872014,-0.9385276944743672,-0.6364931999615877,-0.6505234622538633,-0.6298624805504979,0.6802870800932579,-0.8212684667494139,1.5764706660122638,-0.8608145410333913,2.300145320280363,-0.7754031737689152,2.065955998561946,1.3844022272129906,0.37259356332460114,-0.16626271749943689,-0.7026421413240586,-1.064916146628838,2.942931115305797
SIDM00394,1.5668143967385582,-0.80006991769993,-0.649146530962924,-0.8354129184218168,2.020916190740062,2.446509747758312,0.13321899724631095,-0.5685876609360422,2.485355743128307,-0.8530950123153743,2.313601846387812,-0.7676828851038728,-0.696189922638034,-0.7530231721140909,1.307678316611256,-0.5605096325772198,0.7734186473752014,0.3496047494437112,0.088624219326182,0.2489510987719487,2.210001073215174,0.9499981679473294,3.8594860985185546,1.1100441865134019,2.520571377452321,-0.43352236261200616,-0.9788738757637205,1.7977344362427934,0.39466000085235475,-0.5817715489422385,2.1490185075326536,1.7547539001885046,-0.17673551723721506,0.08904886922155607,0.8166556096108479,-0.4822292218536157,0.9221862665835282,-0.8591205904095329,1.8652371103935463,1.1611121660365775,1.0614498693316332,0.18250112803012536,-0.7632226054894078,-1.0092759702117415,2.907730150915062
SIDM00538,1.468680225619183,-0.7425363280984044,-0.6539294663000081,-1.147449192334283,1.5091026701328463,2.6862738808406403,1.0109944093360765,-0.17559561980609426,2.3658966794996243,-0.9178553751480719,2.348215086463703,-0.561764559566986,-0.6941230349945356,-0.7728278481240487,1.1913277039737455,-0.5111434414800277,1.3645209940051881,-0.38158455755844334,0.41423376650644483,-0.5915669964971253,1.5897430234173755,0.78342074359822,2.5556504342558797,1.3245418458572282,1.8111742704393623,-0.631650729948737,-0.9791199955270944,1.4591761670847558,-0.04791966526682513,0.31618932558265067,-0.9091832816880292,-0.4729080778478821,-0.38753506820127814,-0.17826613858627569,2.113475949016514,-0.3538096780560948,2.3119279967142883,-0.8102356322975011,2.1148366180700644,1.2533845382928603,1.7418214331933886,-0.0449477045497616,-0.5945169341929427,-1.054250800588227,1.7155898571653778
SIDM01140,2.037950270991945,-0.7325819419563938,-0.6024607504977568,-0.7111352012529076,1.2951919097233682,2.338843876391805,0.18914988462992843,-0.046435795478220465,1.008952747384551,-0.7431331435009901,1.8650876427429912,-0.5935900690016498,-0.5953352432647031,-0.8917907084579514,1.825581581279777,-0.31551734455368247,0.8212777359313116,0.7222588267945949,0.6619762537129421,-0.28828771784129015,1.7218439990954806,0.6107004194870133,1.7049540899511857,1.2165517235175018,1.6846267489601205,-0.5767938356362367,-0.9661295478488944,1.6515132260925227,-0.1762215432204957,-0.6233570611124357,0.050936594199034624,-0.6581722337303705,0.5362616078317186,0.07103802536807242,1.6280540186865768,-0.7974050211989946,2.576613859565871,-0.6940240555471112,1.9383851955055253,1.6261522822882362,0.6526124427842548,0.9910599152565016,-0.6539069335051714,-0.8548709908485723,2.430751004731416
SIDM00101,1.3330871767825774,-0.6141543987164299,-0.6122699460747711,-0.9118588905728918,-0.6967512855831405,1.9910502658551492,0.4576871506700321,-0.31672596113329676,1.2588780687312544,-0.8404104112138181,0.14927665294130923,-0.7962546150901343,-0.7672931351766166,-0.8139779020055936,1.5828045860665527,-0.48072257332177226,0.41043563505435793,0.09213513131307399,0.8238218483487442,-0.8322766234244555,1.6918937143278616,0.5920013224191731,0.15040051530921078,1.202957408504161,0.8435109686517256,-0.6157864799851233,-1.0261518988040754,1.1306706563533273,-0.9334226528167618,-0.5422655091105094,-0.4899804842076708,0.15474659839449426,0.15007413251923932,-0.7650251079848391,-0.5962912732147594,-0.7975736847785494,2.500568476989663,-0.7091673154948006,1.8201144319589633,1.449720107139152,1.2120101496695226,0.7530714546317815,-0.8192943163255298,-0.9534717454453155,1.9710809907992977
SIDM00114,1.3217222583540689,-0.7574018298949124,-0.7659040766929305,-0.8977308510095062,1.1072511391641022,1.7268501777817313,-0.02018562098375147,-0.399248281999383,1.3057583764358531,-0.7567608633082524,0.21339780914166206,-0.829855692670035,-0.7918412075837303,-0.867300838759897,1.5745753291210693,-0.555376439688019,-0.033922441830998525,-0.014789427804127224,0.7653618955499335,-0.6151792386889563,1.144799217844152,0.2632147746198251,2.807026998885114,0.7487690356208828,1.8732645459249015,-0.6337995264056334,-0.9619693654203657,1.6250538006818511,-0.9641491965985919,-0.6046940889432947,-1.013516076306111,-0.6112600519723383,-0.49438077353804355,0.793498706598574,1.2673976299990197,-0.6790565767448958,2.253313389829556,-0.8340445111477227,1.4793490599668662,1.6143911661383072,1.3534642694012022,0.05945802351056956,-0.75681763868106,-0.9989690696115912,2.0347120009540127
SIDM00102,1.7779798888209672,-0.6852250462814348,-0.7402888951863922,-0.8446725339010063,-0.4343338490218432,1.8723520049632902,0.668433236321006,-0.1716858890990155,2.188795977948046,-0.7155129384352185,-0.36451108681488753,-0.5022284686643597,-0.6148286432513488,-0.847018135836082,1.6542102576558682,-0.445828207896749,0.26156846491995084,-0.2750263123601098,0.22443716366922617,-0.8242590151896163,1.5348570286541707,0.5831002753167303,2.368125448224178,0.8835900840441129,0.9743412964310875,-0.5939906476257436,-0.9193837990570157,1.3923322867776118,-0.9557318550582137,-0.4522672755796066,-0.4823509798275934,0.0767710906670026,-0.31961711139514265,-0.9072245666739291,1.5977911604116202,-0.7675113726059954,2.2239928374445888,-0.9403570911273839,1.900524348438274,1.6303315558203477,0.6550701385078497,0.6946371943508178,-0.8147255916007766,-0.8946810750073186,2.426105977290483
SIDM01122,1.9014395490556837,-0.7743960243043677,-0.6970728664061522,-0.9505845773187532,0.3064827971677267,2.08432587781647,0.5780800929136354,-0.10656227547754037,1.6764298640485884,-0.6782108179520451,1.8479900327800962,-0.7702219122642068,-0.6211864033363038,-0.8533879739550668,-0.1684721418111874,-0.6322450780323116,0.8544923595784608,0.13851623030141014,0.13001318932861902,-0.25451229479808096,2.116306831977429,0.7740397988341534,1.2502976939734156,0.7657805085004943,0.9873210581186151,0.12903192935156668,-0.962348280314601,1.3361681843774162,-0.9589525083570887,-0.7195144942781414,0.21617392888549553,-0.7345015647520057,-0.06616866893230222,-0.7926024215632176,1.1506714375124372,-0.7643633456015875,2.494935169171238,-0.6156161188849384,2.291608036246507,1.3725236063682813,0.7208061815381617,1.0085115999972714,-0.7311412245415259,-0.917633072358777,2.6601022846529845
SIDM00261,2.030498761012152,-0.8722160852035505,-0.8136046838094927,-1.0123620597805494,0.30135568673261504,1.934500268418662,0.07745653389447832,-0.5205980485724127,2.663830234216768,-0.9051502546517133,1.6994110219950964,-0.7754059739774538,-0.792463012424851,-0.8549567445318462,1.4545614597401049,-0.1660975837698245,0.5176317280588287,-0.2412862079480915,0.30010031577187257,-0.8319291355906554,1.7449666017493337,0.27754057768635204,2.1888338248168475,0.9726144854560704,0.051684098404825685,-0.7081547923096032,-0.9245592441276244,1.872709359091993,-0.9275543244847685,-0.2094913949660893,-0.7713920862908832,-0.6621428467060889,0.39152434996890967,-0.8783802599166274,0.40612716440264585,-0.7665052546698753,1.1139447803173492,-0.8870780101972741,2.220819624722236,1.6936179724863465,0.687691829088779,0.5595923191860306,-0.7459305133304541,-0.9794561093687217,3.0976150649415213
SIDM00154,1.0347869922104076,-0.5522097499267924,-0.8516005515615536,-0.9913908470115673,-0.0521378216174739,1.7112681045978277,0.7736347562008294,-0.34951674815302886,1.9718200060364082,-0.7418210354873651,1.7605774543416055,-0.7605998092861707,-0.6311357366789381,-0.8717164375835204,1.7367296864435107,-0.2822289529393824,0.5152657213626114,0.03634294371024918,1.8350481937184904,-0.8057136356258461,1.1318089739495707,0.2389082784547808,1.8530305760740633,0.5035205133276502,2.5547067955840808,-0.5664117260028868,-0.8792694680914807,1.2592552213351573,-0.8605991322455726,-0.6592249876967933,-0.8399893642583605,-0.27236852426368247,-0.36093185492130736,-0.925559590574345,2.2757846731849294,-0.7956104281199141,2.1710699928076806,-0.8033684846459125,1.1367746452481442,0.9506460361818985,1.0505279047467928,0.18180853181429235,-0.7758240199738474,-0.7838724559619855,2.391190351970587
