,DNA2,POLE4,POLE3,PRIM1,PRIM2,RFC4,RFC5,RPA1,POLA1,RPA3,POLD3,RNASEH2B,RPA2,PCNA,RNASEH2C,MCM4,POLE2,MCM3,MCM6,MCM5,POLA2,MCM7,POLD1,POLD2,RNASEH2A,POLE,RFC1,RFC3,RFC2,MCM2,LIG1,SSBP1
SIDM00291,-0.48879200094361774,1.7762953885566042,1.0998855476616338,1.0987773018588767,-0.2705811052992364,-0.8742527195741036,1.1234657528061,0.9835099619236808,1.2500958955226458,1.395271915461821,-0.5424478202286336,0.8849163831042934,2.098613122227756,2.446647036043986,0.034550386941034426,0.662862748871744,0.49242023793089407,1.3763515685752186,0.15932340243945092,-0.416138418991811,0.48000000208363314,1.7266522135238238,0.8818044833468327,2.2030288698217118,1.3189673710645333,1.3782137739314422,-0.23118251882096988,0.5954228996698481,1.1686088633891953,0.39763420071689687,0.13435002924917083,2.43118111887057
SIDM00520,-0.34886868326646703,1.6651146204550402,1.556157134840189,0.8137956533065143,-0.11256257686568415,-0.7344839448522018,0.7666887022312274,0.9198292686298901,0.8702966591475755,1.5894221464925602,0.03626667990282283,0.5985795090481599,1.9915415555598353,2.6926191185883948,-0.1367119029768098,0.6854012860128512,0.5202608795763252,1.1435456259598904,0.26939666666772805,-0.556069175924088,0.6310504620745585,1.5649017226316662,0.479620761482353,1.895684176596814,1.4626508139930814,1.1928343144799214,0.670697113510632,0.27040077676573926,1.1419783119640106,1.2391532944238617,0.2195687583753522,2.5143488240029073
SIDM00003,0.06397584149269188,2.2095266605159534,1.7284000016808527,1.6841302628088584,0.4697315308282825,-0.4655107117120888,1.5424815264506562,1.395429598752175,1.642153065815791,1.7387763971514607,0.27832696125172457,0.6746780870321063,2.3247858780395383,2.9293902148901094,0.11792938009133362,1.2309236835987063,1.3738556501066097,2.0143237088476798,0.4397803428311783,-0.014765209812483216,1.3153390476498095,2.343675428089902,1.0818721023742877,2.049338198881483,2.150115206442834,1.6471339428772154,0.6751321685903144,1.3395410708498696,1.972125588552419,1.3162420629235594,1.0132615387972475,2.750651864339129
SIDM00136,-0.3213803913868322,1.3375503498387658,1.4728111433087963,1.0554204069280486,-0.27257337612475446,-0.8126644714445357,0.6032276567908722,0.770878732696001,0.6723588156738832,1.3069883432365006,0.013646102036430475,0.7124064077877279,1.7069424017547998,2.1981872459025533,-0.17134078661903784,0.4732829064974269,0.28734928342740584,1.2929868625984478,-0.0699847785376964,-0.5576770686986241,0.33490688856631323,1.7201692941638904,0.658356693294669,1.8057082210633681,0.8047088212390869,1.3354182123139702,1.1745844694346417,0.41921779782163415,0.9845947791809162,0.8849139348231271,0.3757855398152779,2.4478489588111523
SIDM01155,-0.21314786759903448,1.84678614266742,1.7191617340179786,1.3670782349714508,0.282036984927398,-0.7198979012266512,1.2323763248294834,1.1178714217921184,1.2393258128137308,1.8367628991196747,0.08641688467083589,0.845022831433532,1.88595646898631,2.7874715161004073,0.24569271206416254,0.8373046009928845,1.281281686483465,1.7490792203943615,0.3407856977068944,-0.3394686900186237,0.7801086028773101,1.9181532503907261,0.586271631394478,2.4868244270544015,1.928195946738536,1.2704451908512788,1.1306774292052242,0.7212850988559281,1.717003585798246,1.0978377220700535,0.29714418945018506,2.6588091129056806
SIDM00224,-0.333011738310377,2.267606038070705,1.4528006602528403,0.7816262151708164,0.16610514440243634,-0.7399184217679472,0.8739839898455182,0.8423214872345343,1.205263959840324,1.6119745507911794,-0.07666174973431991,0.3672380158353127,1.7780077582797449,2.670917782669733,-0.18884982700933753,0.6114240617733063,0.7231828498302727,1.589910498396858,0.5888447791996382,-0.6540111859737202,0.04348581347208687,1.709328814845655,0.7225805150715625,1.9612653879343005,1.642947628406929,1.438149031735081,1.2362496206547107,0.41455812177962675,1.0038529466348196,0.7297298518280212,0.6232581655465514,2.5157753486668804
SIDM00783,-0.2817793943775254,0.8631389209309375,1.119477971696112,1.3757221464528397,-0.17615051626557562,-0.6691738600477627,1.27542726351873,1.022627479562574,1.1361541147141994,1.5328204778321783,-0.32424485042366397,0.6970013428744519,2.1373451962392256,2.409504783092315,-0.4553485453353259,0.5296194639468359,1.1368337416510261,1.7021103692975517,0.3231749760935589,-0.457431388589708,-0.20373717659139734,1.8173192259656727,0.5632710555208145,2.00734461524248,1.4404918503933177,1.4482729789020174,1.2031306002398379,0.6069224188868374,1.1493823171083264,0.8939042835285738,0.23232087290416903,2.4235106358915854
SIDM00490,-0.7013340624796389,1.6288560733614466,1.6243758789352682,-0.12213549668096278,-0.37214069937325367,-0.8570905886005875,0.1430130750481409,0.8361131703359225,0.7888795024451591,1.3696259242759647,-0.33202037358732195,0.9312284301122699,1.5392216112574724,1.8455972252870991,-0.08015822259746648,0.22816531255238648,-0.0778633505268111,0.5481813933681183,-0.27035165570817504,-0.762418883521892,-0.09994716052657779,1.1454123091354318,0.17849243673864804,2.1649665275647707,0.5861511593168894,0.5749314874910183,0.8339696858530152,-0.14687489314907853,1.0388281922437979,0.032420822951536234,-0.3579317880636017,2.5824560233452645
SIDM01090,-0.4101621899084001,1.8799901665499055,1.6383180312147096,1.2850393888530638,0.21615849759614597,-0.7366276798937526,0.9846551566918761,0.8209408529561717,1.2777169768205034,0.9978003131871072,-0.245190388721471,0.7748002072704431,1.9695158004042386,2.609607176571777,0.2212481402071004,1.3198959870099727,0.9262904397643401,1.6659347016327841,0.5585460329488302,-0.13282380964433263,0.5622128540155893,2.187976002632042,0.936398508848887,2.067958988535266,1.4716649845518874,1.4583500471307287,1.2384286329040657,0.47645990964112034,1.2037799670083278,1.1866253011193162,0.4317720643088364,2.57832268950311
SIDM00394,-0.333374732753773,1.9186727289966883,1.6352492553775844,2.121386136094361,0.02431852304993732,-0.5271790476671181,1.2623724840390191,0.7708169651147352,1.5072621657627374,2.100752340058372,0.49988773459898844,0.8055591090230825,1.738205876580998,2.7189804462246587,-0.24434663518499375,1.3286611770168422,1.1303189760778494,1.7636734026506256,0.631713366518714,-0.35020653228791315,0.7860219311690124,1.9613996220958285,1.6021694191115623,1.9831753005195445,1.8313043667782438,1.6641499773542354,1.3056417103173046,1.004892028697601,1.576349880823054,1.2817778886158395,1.117795500284919,2.00666789552123
SIDM00538,-0.13825159747126922,1.7896618327901896,1.3572089029504604,0.6256446876969153,-0.23607205649195884,-0.5866759152576405,0.8389983958958573,0.8679963694755577,0.326686928329615,1.5242005378995864,-0.38049836363403505,-0.05054576891665508,2.1008901592422182,1.849648620391156,-0.29790196152120424,0.37917822657528527,0.496665522986683,0.9497708309271076,-0.1421781705806986,-0.5009767124283118,0.013482179909388289,1.4887611154936096,0.5361145973724155,1.5904853866284272,1.4039427534990905,1.2584841246122291,1.4067777787410873,0.3207566342492087,0.8708733824189376,0.49863680155341955,0.28842235143054173,1.7971498888101305
SIDM01140,0.10569590357485117,1.5395206389642633,1.0980779269604874,1.4501544530794053,0.020293860713089324,-0.6744167537131911,0.861582854060784,1.2080294859278293,0.9841659509267521,2.1989174496396924,-0.04634764662112338,0.6821751908307704,1.9909076286459968,2.459005160369349,0.070898327426139,1.0092379584167948,1.779156606430255,1.8407670573346426,0.6468334726822241,-0.3468613393528467,0.746246553777612,1.773458893756544,1.1471760638647486,2.0860686978034475,2.0776042607670484,1.6825392732009723,1.3336874767892861,0.9092374528937147,1.4941923758989908,1.0363914455623615,0.7800225529053795,2.5321493680856157
SIDM00101,-0.37526739717857044,2.1162577446573825,1.8410522800654303,1.4676018509617574,0.04693122821679427,-0.7619931232156587,1.1829427748497452,0.7748178551938024,1.3347827762124396,1.668894242169611,0.09900004907574779,0.675683110569341,2.291795051138208,2.7451146410792204,0.09869605052228375,1.033054673151684,0.2883681422222873,1.824308943130773,0.6465192499738659,-0.6150744304538869,0.6779690683865987,1.639276810464274,0.9462411464450746,2.3575473676862098,1.1495777924810835,1.4387628804038628,1.1235660402708332,0.4762137621655009,1.4148426128946419,0.9118201426899277,0.3755982940202207,2.50448427880193
SIDM00114,-0.46679211059940673,1.8576727976005154,1.6950140485660796,1.010081039643374,-0.27345884470317416,-0.7970105166079098,0.3492528782640578,0.5913444523831737,0.6900331673925644,1.7006719393036744,0.38627175449064094,1.2245148227308018,1.934905552154919,2.186737744908982,-0.4096084769945493,0.3356007647319156,0.5306514784669479,1.6149562934128316,0.2555126384643433,-0.5156296789433867,0.38601565098542207,1.2737718144564847,0.0846010800733653,1.5786778294507942,0.4163643054250719,1.118816255358974,1.1883262029653825,0.4981453479845642,1.032419374489309,0.6990051440233356,0.27148209624895275,2.7483985081255566
SIDM00102,-0.5519806349202154,1.4143746052393362,1.4834673667647675,0.8860728383678531,-0.0072382804394143215,-0.7694511860568451,0.7298033148664086,0.8381939762298609,0.5985768358871375,1.875869695137721,-0.23035066315981295,0.6993507708708521,1.5800403274630377,2.1692780935766978,-0.1890282905615834,0.4144039508852528,0.16888378472290075,1.2081271436474184,0.2508903885014858,-0.5412838631001841,0.15251451190457396,1.3796446915638814,0.2726461891297037,2.499006960904594,1.2117568926266686,1.224938773596755,1.054363223861909,0.3819182908328024,0.9151966896034566,0.9671729735178064,0.6558882779366512,2.638093422038733
SIDM01122,-0.3223468004486872,1.816345254265679,1.3258682045881525,2.2022264304507297,0.7999028923181707,-0.7465048129552501,1.0205853813559704,1.1850650014487158,1.5311791188273967,1.94293191176279,-0.04183402008278674,0.9179934708560018,1.8958446028557414,1.9985370561509106,0.09474675403381694,1.1281416800780184,1.1227835807087323,2.0189296303240405,0.7107191815019739,-0.515919336684308,0.5771667038824974,1.8092636971735494,0.8848092068549875,2.3754954894187685,2.0153500336904577,1.6794396177167201,1.1827042084582495,0.7524101854096045,1.5393689389811815,1.0668896927537503,0.563876261438819,2.276536952757455
SIDM00261,-0.03657932266506494,1.7719197881649884,1.5060902758644317,1.4304729289683416,-0.11451673651240564,-0.7190080798025745,0.860181782928482,0.7516731286887411,1.2051558895673007,1.3910207573899094,0.27563290436478777,0.7302094561483381,1.9538181961843966,2.35460897720928,0.14242242863435325,0.8769080084891838,0.724161488558879,1.8849411147589559,0.36493823202245024,-0.4368000301752407,0.31690222502024584,2.41168212679574,0.5039059831882523,1.9012242649529603,1.3586979250319327,1.8402028996984603,1.1002852115197526,0.5304021841109784,1.2955177284610147,1.267468027919651,0.4345867198765488,2.307794056030362
SIDM00154,-0.22185190412014388,1.226767663499114,1.414565485041497,0.9650944330469196,-0.06042802117863369,-0.8681281602537566,0.8944552524680989,0.883125449381833,1.0010668628705925,1.8375747321142673,0.07369575969730566,0.7963940831668149,1.2945783017183186,2.5216717742968466,-0.29445621498821656,0.86029273453494,0.8437020183761493,1.6663293248136277,0.445696873201527,-0.3879339844475616,0.22512128921680397,1.4694970501658966,0.5791641502754566,1.5695823562864404,1.376846457991319,1.4167978701392754,1.304049034310349,0.692446023324323,0.900880543344549,0.9569279625577907,0.5578366336736421,1.9398794146089695
SIDM00104,-0.3992548220728941,2.0217525983877596,1.3581537993205748,0.6017607862448796,0.25889959127026735,-0.894066836005293,0.8118601580495907,0.5057313406309454,0.6008107749260728,1.7258153388431097,-0.053629202839760554,0.48686745437269685,1.7561363284757643,1.778335308864853,-0.5957108646085161,-0.07880340582611349,-0.07113120382907402,0.8166757346959965,0.12388742881406258,-0.7108515334487661,-0.11646005543445322,0.9016576349440649,0.14543216302598977,2.1420959682870215,1.081970811649357,0.9618099913033171,1.2639999398601365,-0.4546296224946811,0.8292263615622926,0.3218358911861182,-0.7846404268786549,2.4169210954554035
SIDM00267,0.5133450125134951,1.9712773281684242,1.5649510502907165,2.0364536568432605,0.8179012676982137,-0.5618407548562494,1.315060224605303,0.9640087463621902,1.2659810197283887,2.1751604098608595,0.5593786483875245,0.8903532935498704,1.9020959940990156,2.735986056155023,0.24454336484508252,1.3270231244488873,1.4608878370128464,2.233904045989371,0.4516417443361875,-0.25463974818237817,0.844338535824561,2.332561292403693,1.236322929057551,2.327590660268905,2.061582518518447,1.710034480008104,0.9664572039115961,0.8868724236502037,1.5765909904552817,1.439549329073185,1.0539372500341613,2.8179611557273274
SIDM00100,-0.18522505330515998,1.3532302725645735,1.5559898871237312,1.2773793386686676,0.330692354820362,-0.592232164367727,1.180953185317236,1.3984928317908627,1.3371124252805222,1.8707915133203834,0.15435309779876266,0.5523080020215139,2.0639445334219046,2.6232258319388424,0.1635916234976347,1.3662713473793597,0.9312830110033806,2.2329093295630242,0.6760655653265577,-0.3649552847955964,0.9465625631338408,1.8990287345645083,1.2912538757279153,2.144420633197727,1.6944010718300762,1.5958421417680622,1.5535985837090134,0.7983472091988315,1.7191152253337427,1.4499348854386198,0.6144448502766706,2.613452403156415
SIDM00826,-0.6926686433694459,1.814724397138866,1.9175236592845493,0.900674544471284,-0.014932275195536655,-0.8021615071038207,0.6586511757150386,0.8652774390962896,0.9798094312948752,1.7660842064374604,-0.19574352170423567,1.669742947010022,1.9097595844455366,2.4681160285134918,-0.34741363317281815,0.3190669920496958,0.23561939102471027,1.8912197925852194,-0.17215832122541333,-0.6361823324964532,0.09801318892411306,1.201198823579168,-0.07155472851627936,1.21015715289918,1.339325478716305,0.9094436520150885,0.9675298214717658,0.8836421852044856,0.8852438957117926,0.7331743682769893,0.09223710621843183,2.427847168447223
SIDM00310,-0.36092820217441834,1.8526358734134918,2.011899048285159,1.1749709073381855,0.580354149547582,-0.642983607660951,1.3821439630281294,1.1173226297577936,1.092035260028944,1.7226065807044506,0.0207966761699965,1.1343275787800848,1.793025471993103,2.6371419401248097,-0.02451977439145196,1.32584627001595,0.2699269433474235,1.968385435160278,0.2796803808636603,-0.43749070425712117,0.7155202343656915,2.0650551443365606,0.8173514577905797,2.0207195280447574,1.4936036846703504,1.8153018348792738,0.7982231267149622,0.9970131055096159,1.5748804927820477,1.9417252377499734,0.6280566463732052,2.1532860526351536
SIDM00482,0.6124265585353403,2.1042410166089183,1.4973962723576457,2.065139835625566,0.30255616855748974,-0.4000317747403413,1.3981826297676483,1.0684927360335905,1.5693191139294373,1.853074711546201,0.40166454164460114,1.0019265652662317,2.3793322153171044,3.0375330622659806,0.29713293672126423,1.3644106141097718,1.5495301177824181,2.2728542643066296,1.130709796267999,0.08937070290293452,1.1611779349365492,2.1800145579498102,1.0860599785576772,1.9608859947442197,1.903964534827911,1.6987297638274201,1.929425925155806,1.6656091619944475,1.7317796596317252,1.7448449844391867,0.5920921374460599,2.6162770503710537
SIDM01247,0.2935550515527596,1.825960053040299,2.30980256200822,0.9411048676449862,0.06289745192545092,-0.5778121774004403,0.6641670189241587,0.8818673540759348,1.5614762982648782,1.675170804921427,0.2988159775709955,2.2888133202002106,2.285126572152614,3.0340451230953716,-0.36107860104603,0.8838514617085109,0.5890027855104187,1.8329314405366042,0.8335794499199384,-0.15082711000453897,0.2626768892426382,1.8117389388259224,0.5190371974481741,1.9464156604447964,0.88835563033428,1.4003745779139825,1.5125945251852737,1.3931920514061924,1.2717186801025693,0.7104348886167198,0.1309280943119045,2.427437101849373
SIDM00817,0.4379925553928716,1.1546894367687595,0.9698002896763142,2.0302710437867053,0.30123325212927327,-0.4696672279877017,1.5693718673647818,1.081902850726411,1.4107077478421455,2.194375057019976,0.4530050994664909,1.0743043781764336,1.7273973052893055,2.962060311981637,0.019466298931359344,1.2206895749311388,1.5701034519393124,2.0078775185991335,0.7640702879665223,-0.3698004530194093,0.687459858642498,2.2811479908058034,0.9321312641431231,2.2590307195672263,2.1769385219959356,1.5768972468901639,1.2195938179375838,1.0404609258959847,1.9524031563339967,1.3899278472700147,0.9696902722181637,2.8202486769498467
SIDM00448,0.6763338413472769,1.2851585791147562,1.5570449405770306,1.8669884982645988,0.4279726063852058,-0.44229247636745633,1.2676873761041345,1.0156254663806317,2.10131388349468,2.2427925359761347,0.11478878016051311,1.3887185425337327,2.228040746773101,3.0595348036928836,0.22012051716166348,1.4625780382165046,1.577314259403941,2.3368544921795715,0.6897017225983743,-0.17869821562527052,0.7436818169842414,2.5348396181756594,1.3341133051137046,2.5055670411927724,1.9843919620551742,1.8593995837624913,1.5661436599948633,1.3306415412281407,1.8602916503674678,1.6240866410190808,0.8221950705647797,2.8895019404172735
SIDM00086,-0.24096669743823837,1.4097885332423425,1.6587890134759544,1.0434074635215365,0.3387585467209321,-0.7290113001284285,0.7286150707536105,0.7626938675666666,1.1668312528276574,1.67921615775188,-0.20957422694339775,1.1773672803276924,1.947473383876559,2.646883482509778,0.04591982059164987,0.8170556782647933,1.0345159225613707,1.4940450748888559,0.39866611008056274,-0.5910436026699618,1.177506526285382,1.8240145657783382,0.8265127698857517,1.84484999699846,1.8360403333718245,1.356077913741771,0.867968197825806,0.7810453348318207,1.5117810465487989,0.6537686956497718,0.316165897262347,2.545312779900968
SIDM00466,-0.017894119967464206,1.3142713126414116,1.8978504850005133,1.0659005760590203,-0.3168478618249305,-0.7363643844307698,0.8259150345599633,0.7099423907620641,0.7718052170210515,1.6941765684575443,0.373727048379444,0.6961945924668685,2.2863998681745525,2.28410041329601,0.24764586873415506,0.22758384292817316,0.3201773099080269,0.7028782875138949,-0.0016804873022655095,-0.650866502168259,0.4917901432867223,1.1900348547991348,0.45932537000294876,1.6316789845813362,1.5289830328299558,0.9602124372791995,1.3535753577056222,0.7832569983174038,0.9204246569103187,0.8210225621683048,0.02651049933129582,2.188778485520261
SIDM01132,-0.0803261098530343,0.9677145806484078,1.3550685404045482,1.8833120444515428,0.18836636405576831,-0.6209251437450735,1.3194054334652738,1.1904983052496312,1.2766145317240674,1.6680572818020314,0.28591667547813493,-0.6070473958660445,2.166668506755303,2.706313620607463,0.37198020041861074,1.4429912533104106,1.1558879170697054,2.0422049485665714,0.8707856134375498,-0.280240925158477,0.9237976199810638,2.050795551718667,1.2053918510104524,2.136052733578991,1.4556739209382952,3.0977314267718787,1.3180051262302748,0.9068339267254096,1.7572811122635177,1.4363203648095466,0.9767662149011566,2.5869812288767142
SIDM00465,0.42535159207903367,0.9795117108907254,1.0377115565934512,0.9188173332688129,-0.08751522110054243,-0.7027756712529711,0.9936814729461011,0.7706415365048431,0.837966696040252,1.3100231030033245,-0.13870724396700093,0.6797812778325338,1.8927726305773456,2.348443934115818,-0.32856485287159953,1.3208369322594662,0.6575815463890873,1.325050677516161,0.39810662281175874,-0.3498041624442138,0.15407757619133283,1.5375364925410537,0.6450945988162741,1.8976832507054522,1.374824042047031,1.4500714860500235,1.1221378986623733,0.8786825315975254,1.075201617515599,1.0991351878113078,0.2502056379295816,2.4067339836028356
SIDM00565,0.006840458420038061,2.0965112405348933,1.9285727504227523,1.8343076899329056,0.15144224513338012,-0.7198548676710077,1.2072227838027711,1.0559347721300674,1.5607387415400908,2.4128402943468052,0.38881492246896887,1.0731960688776179,2.045623093273164,2.900396519273642,0.485762140858699,1.2389010156799871,1.3112116695050822,1.6266695354012048,0.39257053966555605,-0.3901587605721136,1.3644572267837496,1.6777133242928715,0.6520789458335263,2.2534906484476798,1.8312185636492804,1.596817984205727,1.2384837128846806,0.9687541524259013,1.4557730618991118,1.5967120486159851,0.3091105004355382,2.2517692663367144
SIDM01092,-0.3211927486429909,1.6845659240592048,1.2788536800657242,1.6886127348706346,0.14650515789574442,-0.48140353011807896,1.5421441654094745,1.0542211148288585,1.6285191071433704,1.9718325989852983,0.08778684105819005,1.4474755580491097,2.098390193247785,2.9734480565260117,0.21732712146863523,1.210645013212404,1.425068733156424,2.202416481208277,0.4343732491416941,0.24047923516903338,1.1512634714711287,2.1160956918834803,0.9435849554919201,1.9590492454832031,1.6983518944518108,2.097833139718339,1.3062285183444977,1.160855344760433,1.4348077901335534,2.075401886826371,1.0142891408680803,2.12077257333557
