,JAM3,PPP2R2D,MAGI2,TJP3,MYH13,EPB41L3,MYH14,CTTN,MYH15,MYL7,CRB3,CLDN20,AKT1,AKT2,MYL12A,AKT3,NRAS,EXOC3,CTNNA1,JAM2,CSNK2A1,CLDN18,LLGL1,LLGL2,CSNK2A2,KRAS,CLDN17,PARD6B,MAGI1,GNAI1,GNAI2,MYL2,VAPA,MYL5,SYMPK,MYL10,IGSF5,ASH1L,YES1,MAGI3,GNAI3,CLDN16,MYH3,MYH2,MYH4,MYH7,MYH6,MYH9,MYH8,MYH11,MYH10,CDC42,ACTN2,ACTN3,PARD6A,PRKCB,PRKCA,CLDN10,CASK,CLDN8,CLDN2,CGN,CLDN6,MYL9,TJP2,CLDN5,CLDN1,RHOA,MPDZ,PRKCI,ACTN4,PRKCG,ACTN1,PRKCD,F11R,PRKCE,CLDN19,PRKCQ,CLDN15,PRKCZ,CLDN22,ACTG1,RAB13,HRAS,CTNNA2,PARD6G,TJAP1,SPTAN1,PPP2R2A,CTNNB1,PPP2R2B,RRAS,CLDN11,PPP2CB,PPP2R1A,MYL12B,PPP2R1B,MRAS,CLDN4,EXOC4,CLDN3,RAB3B,ACTB,TJP1,SRC,PTEN,MYH7B,HCLS1,CDK4,AMOTL1,CLDN14,CLDN9,PPP2R2C,CTNNA3,EPB41L2,EPB41L1,EPB41,PARD3
SIDM00680,-0.6974976814589576,0.7451694275478878,-0.7312492697163134,-0.7478372145643603,-0.28476703562174455,-0.8570659919882465,-0.4718160479975608,1.1839033436665352,-0.8973620601216629,-0.5143357504306768,0.8895651992829742,-0.7206336064595666,-0.17648453684584384,-0.560650050315793,3.064004307277623,-0.824465558452723,1.0506781320180003,0.9175768441283597,2.486079883063983,-0.8235513201546835,1.2406116875658362,-0.8877381169517483,0.13798723310323768,1.5877913562413943,1.5935846355180405,0.6338877733739215,-0.8544666235998356,-0.17990152490573258,-0.7495199123106681,-0.12240321993096946,0.4246107467737112,-0.7470426409613932,0.39388571507267056,0.6361587515684143,-0.03454492065118813,-0.8416785955402566,-0.8765526049999711,0.5143190242334,1.1551115101361655,0.0024306263358188024,1.7282223604526215,-0.8202504605815586,-0.527026844091544,-0.6937500526987954,1.3703360766920656,-0.8999688325151937,-0.7525094181815355,0.31774180091304893,-0.851337761243614,-0.8028328905176799,-0.7028058716564105,-0.22170372522604126,-0.9159221199588917,-0.7015092145460825,0.8021232622876491,-0.880443720723568,-0.34802528081921696,-0.8704927457393524,1.1299869396120417,-0.9744886511076678,-0.3737917396140338,-0.2917969779882279,-0.824889640576951,-0.5556534722982455,1.4600389686652318,-0.889957557292387,0.2810759802463928,2.761797393296893,-0.4866005443810424,1.4370979819862373,1.1430468738139445,-0.767593736244632,1.2272498340144573,0.19199122597334436,0.6826892181299362,-0.14150160907910833,-0.7969845547663347,-0.8417694980463337,0.046678204109266624,1.109009486412741,-0.8050409953962541,3.6203839860307627,2.496253857402876,1.1600504551528834,-0.9691391501323698,-0.0033199099897122486,0.13764371350576962,-0.03318434655218595,2.040396378164098,2.169154350452629,-0.8549193680700188,0.991448675620129,-0.8053535025596699,2.333752245885704,0.551423723257985,3.3153173421463915,-0.20439162605389777,-0.7930883746492913,2.2584204607661107,0.21948180441447146,1.3289064670020156,-0.8300054400089414,2.816410686492573,1.4324509367428435,0.06901803455996101,1.4779569697626602,-0.8805611478825183,-0.8759979616372421,2.2737195154317997,-0.5057016011166497,-0.7560259009450484,-0.5875624194802217,-0.7922764749260005,-0.7633192869907148,1.6099297354637987,-0.4671688583849622,-0.4534431966996106,0.3592253880245179
SIDM00346,-0.7926335338932958,1.007373326210835,-0.7527075461002263,-0.9272130464354981,-0.8508198423909585,-0.8409458394677581,-0.6384428570952243,0.9051929917514295,-0.9838081295953556,-0.6923969973100161,-0.6847811769382769,-0.712284002715792,-0.34439084827128014,-0.6479918953133181,3.0177483910986203,-0.8154834721099976,1.2563189213838393,0.9869412291184984,2.1203153455698707,-0.8588529173962545,1.3616484963594213,-0.8540348808851919,-0.22894275206285536,0.4253241608063022,1.4182707535858827,0.6718696698201874,-0.8510560850973298,-0.6389713930629635,-0.5784090134938503,0.129131477265184,1.1157424655495167,-0.7156934645117303,0.9674724599395073,-0.00472858189846495,-0.0434517621178429,-0.9248433891992834,-1.026063435434996,0.438242522371781,1.2922989531794598,0.03504038147771655,1.6320843828860705,-0.7218024019686722,-0.7947573192333157,-0.7585236220280838,-0.96756361992785,-0.9150330086498458,-0.7750033141217454,0.049694645288813136,-0.8887330724302653,-0.753544467875545,0.9812648379944385,-0.06530860596023265,-0.8840188353714917,-0.8268034414950339,-0.5413748810454954,2.511970200883073,-0.45540467581285043,-0.8110957827959454,-0.5235313328906323,-0.8948973663409695,-0.711170646478367,-0.7123856364229565,-0.7339926837039217,-0.5228499943942326,0.41856446161640265,-0.5989232205172267,-0.6902432270779321,2.679447783439824,-0.6515534060548939,1.6938314767593643,0.5097805795799251,-0.6672639063590429,1.3273552956163408,0.5000275099422234,0.4085953312895641,-0.22996792680637373,-0.7609833022664211,0.40803630005033736,-0.18701697319948424,-0.30293186526546406,-0.7437756339110669,3.589065573526108,1.9918187227057553,0.3917969454432042,-0.9068842532702871,-0.54386587535005,0.43397173195914795,-0.6137195129549418,1.9303060391018092,0.9238841996378179,-0.7669903086233839,0.48057023339239135,-0.8231550996888466,2.5239714242229527,0.8019055008413285,3.040676979704819,0.07592929718629242,-0.7140508050202028,-0.47708993764166846,0.15841403963573855,-0.8682209311805565,-0.659167401126258,2.658079080887855,-0.9969754589872787,-0.04576114596806352,1.4321445753088988,-0.8825001872254153,0.4553828860400814,2.3282064142972243,0.6093463574661535,-0.8946467217053345,-0.6095421408656819,-0.792540402682076,-0.872694565659441,1.594991371143355,-0.7815683408158156,-0.16673088278235057,-0.5882570768305863
SIDM00129,-0.26808723136495005,0.36443429340260663,-0.6860240034490759,-0.7732771066377427,-0.6683885038933014,0.5563025819628801,-0.4943190258402435,1.4430544469425024,-0.8945787134522138,-0.5929416606657554,-0.7549388107677142,-0.5223150594460946,0.4241318248685923,-0.4599898462911649,3.0973128690857363,-0.5632824536300192,1.2624867539255769,1.1769497115589236,2.396407540376307,-0.8570773896308288,1.3282713889745776,-0.8344814178469747,0.2800910562258454,0.09013909811743641,1.1627954816205233,0.20260854606316303,-0.6499901353201121,-0.6234167900287445,-0.6618196618245956,-0.1918588045903904,1.4478977342087243,-0.59415283310908,0.35914219870057884,-0.19847158196399553,0.05687167358938298,1.2704428475102079,-1.083807705872762,-0.23718740616915182,0.6194606129233985,-0.7626828303803613,1.025185871221369,-0.7716560410101005,-0.8836976985585507,-0.810755687122646,-1.0447881834198243,-0.5770107475298073,-0.329045330528413,0.6887382364731475,-0.9660897411564371,-0.702625659862405,-0.14581797761711177,-0.18706732154709707,-0.7760309153724656,-0.6418327169166977,0.22727044634461407,-0.7373579842165854,-0.7970695344584233,-0.7933905414020762,-0.5124667152612341,-0.9133325116739185,-0.6430490859720349,-0.6501800435483466,-0.787711188781374,0.23041376560090418,-0.5915485418393939,-0.9543293333408054,0.4160870055025125,2.7602531037978175,0.2681956766712959,0.8691955985535856,0.6271866607523979,-0.5663824953465609,2.1817502958244344,2.2013597892110415,0.34212119746832187,0.5763188582425877,-0.7890895627273283,-0.8264825352881128,0.27133418365965767,1.1993757771267417,-0.7716001356960834,3.740913258128122,2.1327575250505957,1.627166631486948,-0.865445673909295,0.6757262111201952,0.6742177769841309,-0.4317244595035181,1.36369768734851,2.226853256225128,-0.7756743973299586,0.8871430099976422,-0.5385858294261986,2.407109454349203,0.9357448498484023,3.015993594358391,-0.33292580228975077,-0.34922337220817123,-0.5416064870718441,0.1651298395001297,-0.7202761882882336,-0.8238470602312068,2.9853150827571056,0.3207611005867151,0.45220279659796264,0.9992687629911394,-0.7955037834002454,-0.758773636993709,2.6085361422440285,0.134538997466738,0.4944020277534621,-0.6867258916448366,-0.7645448599574006,-0.82345777868818,-0.7739339693691997,-0.3009006560919457,-0.8635145306195344,-0.3054346165251873
SIDM00627,-0.7024960893508042,0.5276477597427437,-0.6849659230805047,-0.5669510021568576,-0.8389592240113946,0.6612327190385052,-0.250693168565224,0.9521504351622019,-0.9512151769522484,-0.34845325572736413,0.7618946509354173,-0.7100748652374638,-0.2575397419967027,-0.6053265553515269,3.06772858410229,-0.9247694878893508,0.8889845840115296,0.9045238663984518,2.1154127556655635,-0.8868868272137658,0.8921588329386376,-0.8332810900396703,0.1454818454357155,0.7722350024703315,1.3589647250729344,0.5234192327462232,-0.8226813861643845,-0.15263575665996693,-0.8036993574894387,1.2166062273291203,0.8631703753162925,-0.7832057680851856,0.4177124394228368,-0.28024600881771417,-0.4516695822527343,-0.8987476293238559,-0.9336663020827785,0.438575358635973,0.9758972232026013,0.32242803999702496,1.4799258418481527,-0.6918564681438811,-0.864520179508487,-0.8790996948112824,-1.0876925386350345,-0.8981771672786998,-0.5024311619780885,0.4705948193782023,-0.9350539503339923,-0.792918095808361,0.7708600964201127,-0.2321463290409812,-0.9334996759127652,-0.8249492815381784,-0.23319735622729398,-0.7577854840998132,-0.49776034107427497,-0.9221963473888689,0.7707414662192079,2.0500621153029064,-0.7875369077393042,-0.4184565139492555,-0.9389815175152186,0.5476686566028507,1.7807825703074158,-0.9478626077590246,2.119648961084003,2.3529793127050165,0.37645154974381306,2.3108530939605267,0.8360284257889138,-0.7713701238542742,1.6577759899339553,0.7429831056936382,1.035027190732292,0.035567602142363416,-0.8418943123563667,-0.833418936126669,-0.5589573016137008,0.5894662078946408,-0.8301277801473519,3.5902798392155235,2.101937325708944,1.307401863585597,-0.9692752620648125,0.6643977292758769,-0.005407679377262843,-0.03456859863961771,1.4177481929441218,1.4989351559208686,0.9677004732467371,1.4921234431551893,-0.8642386716650138,2.3588761347580744,0.8025087691446525,3.253773491387385,0.20188913017569943,-0.7423277906635993,2.01566917682459,0.07145524428417459,-0.4357286289942543,-0.8009229184175662,2.5997736983122737,1.4185832120611501,-0.07710620403250609,1.3417903382143348,-0.9885095571960316,-0.8922301904184743,2.1782423660354158,1.4705211131984413,-0.8271110842159215,-0.6476522186029481,0.43987350295647804,-0.817259282419194,0.3126364962792562,0.4689386692162067,-0.8377652810662163,0.37849883349715
SIDM00293,0.7714800539448275,1.0162457328818548,-0.4955753282836612,-0.8446334335049266,-0.8553129605238058,0.04691737929456889,-0.4242478746054611,0.7610827121804699,-0.9435114762934577,-0.7093294617048157,-0.6813175234880969,-0.7094644336441785,-0.3795406287828418,-0.41413746378145927,2.11049837076194,0.4339639861578514,1.69470894553558,0.3662092393809042,1.4999396580423225,-0.5938732036207244,1.3073011281319917,-0.799440730475725,0.23011629119012658,0.8145898616969739,1.0632611882288205,0.8806679940432893,-0.7540327656486604,-0.6325023194684726,-0.7780309632202235,0.3169226141436387,0.2829756160262381,-0.8206685701660367,0.4587748346751882,-0.1030223204985874,0.06876946341096445,-0.8297383454585654,-0.9896311017670364,0.9595368013554864,0.7889165789447727,-0.20797391862255726,1.5252232186848742,-0.768500589502769,-0.7754447773579033,-0.9083562192153035,-1.0121637432214585,-0.9473886070868924,-0.611513964953047,-0.3771434798308258,-0.8146476632289936,-0.8121038915254613,1.2891779646814951,-0.00833917020349278,-0.8837042775152419,-0.7422980427337273,0.9451079928813606,-0.8980678444877146,-0.2783111698954162,-0.9028780747655425,0.41938757168067387,-0.9643657271328371,-0.7755061045887226,-0.5717062415672854,-0.9213142622849657,-0.7066900162981465,0.18177594205045236,-0.6061067144767308,-0.6901444390147831,2.231123200570784,0.6859499165757299,2.13037805445951,0.03394960381266922,-0.7075935221711607,0.7427531234111233,-0.14875916102394812,0.9133048424847049,-0.17857716945989086,-0.7942922091994665,-0.8208352907402505,-0.26106666599375283,0.9706817257682175,-0.7214467832492302,3.684058540220552,0.2860498300522849,1.5771754274925394,-0.4836809033307156,0.44304534138306606,0.22407069887023812,-0.3731885300161177,1.839012577973445,1.2168812180633122,-0.7813149160427538,-0.47058014349785204,-0.31760445314310487,2.330138304076019,1.2094264784364743,2.634372399607936,-0.08574055296028946,-0.6573334008206824,-0.4923098050199164,0.14218196512147263,1.376582385661248,0.9825030496984842,2.4066332351648474,0.8054255416694297,0.2066758900854057,0.8367212349419365,-0.9243613002714277,-0.8204489790379835,2.420830256138236,0.947598165567895,-0.8501650276966692,0.010013752642475254,-0.19300526703461213,-0.7478724881156218,-0.1040582589237783,-0.5179770722127047,0.009220231493153722,0.09170835807323159
SIDM00274,-0.662942031096275,0.7437255991957872,-0.7070136264424027,-0.6213195957004389,-0.811525088360376,-0.9112458131530632,-0.4408676327096811,1.250315905340143,-1.0338441023455789,-0.5790181245368239,0.9037593233087483,-0.7959962269438837,-0.36225934409951344,-0.29949643014654215,2.955890858246375,-0.3891884535485515,1.8820349543947297,1.16743183797518,2.5546063182178194,-0.8743785421722604,1.2550057877935334,-0.877551624132871,0.04210636524128343,1.1722014224818393,1.3912032570898092,0.6428471751594461,-0.8288481568271168,0.9563792175024458,-0.8293030259065645,1.2758136198554797,0.9406144122211768,-0.7092012064629246,0.4755340209591529,-0.27282804897046764,0.3316345909199605,-0.7716656488870913,-1.0358160682918691,0.8149133494315407,1.4909421931508184,0.20714447426578939,1.6447860118282431,-0.7644213058076563,-0.9022569986747248,-0.8769291530172467,-1.0248371122722542,-0.8410073093199547,-0.6888635800999773,0.11004649940578279,-0.9429065577651381,-0.7573814635747889,0.04193828777412855,-0.19183978197068574,-0.8501473875823103,-0.8705439656319082,-0.06947703209894807,-0.8899958617408119,-0.37328193290343353,-0.21303178523743804,0.809671372422749,-0.9273359648537867,-0.713199372882738,1.5985420679961868,-0.866361705070656,-0.5745007811215412,0.7285850502643537,-0.9410602870610325,0.9233543433726368,2.37127640213109,-0.6336693562899398,2.2150746378517896,1.3482195299349864,-0.7786970075797583,1.0712800026150693,0.467270613094137,1.0430990313277708,0.10695740982424701,-0.7890004249599949,-0.8208618669898408,-0.11418334526771536,0.8738323463637048,-0.7062580115945719,3.5997836697973,2.471789130282921,0.8545577529289252,-0.9365102069747353,-0.4826225345170553,0.06997691084842028,-0.07514972464092266,1.6064678568752893,1.2420641920779936,-0.7705713777529066,2.6238979679498584,-0.7638375983921925,2.4492691344296746,1.4480844897830611,3.2475208116591645,-0.10243506416323156,-0.5064113130551604,1.4813521149368303,0.2938851672079385,1.7994097006304357,-0.6109567209984683,2.8218252432747986,1.3908651713678737,-0.3206195753698894,1.4261609603491192,-0.9095282860682624,-0.8450664122231327,1.8919995861706482,0.7643350535358633,-0.9433954634455919,-0.7379598338342779,-0.6160235981543527,-0.8228705492169954,1.63518683899736,0.053392405804807655,-0.3406361960192851,1.012973751809394
SIDM00544,0.9935153426827351,0.46684251264135723,-0.477237530772969,-0.9191021182003337,-0.8516703835786382,-0.7363214653324068,-0.5932288641953591,0.6733595027651954,-0.8992156041405986,-0.6415859889721895,-0.7640430865831311,-0.730392002820744,-0.004228508675871644,-0.6121097792117942,2.0153164252314464,-0.11985905888242854,1.4994929054191053,0.6655251257425447,2.3931184157273457,-0.6190113013126686,0.9980207333239437,-0.8780994704580244,0.47253177831683363,-0.4377145601619342,1.2363557639767073,0.6435451914896206,-0.7887441660261831,-0.6437558438850642,-0.6135692235231605,1.214674448554491,0.9542239472692751,-0.7771647127251503,1.404279284718223,-0.566272072259948,0.14282498272776148,-0.7438066328569819,-0.9351721500640493,1.0331296246745443,0.9384548530770859,-0.20327337840830859,1.7550691907525942,-0.8008706775387144,-0.8559530160692387,-0.8576872225844032,-0.9986655295586235,-0.8484924630181137,-0.5311661740559542,-0.4412606694686704,-0.8609663003312381,-0.7615989771461575,1.456866495477383,-0.3609852423803297,-0.4786192911124426,-0.6647490794106504,-0.062311253240971004,-0.7878894532710805,-0.5139910764091242,-0.824965648154283,0.4492193559234101,-0.950371727120743,-0.7923163728281836,-0.5886153780351396,-0.8434546200575815,-0.6211548884217906,0.47184013521463397,-0.859032961597112,-0.7025575291638999,2.5943085686750913,0.45830781418967587,1.7629868642214155,-0.1094059195832311,-0.7226935528901607,0.5784244438557893,-0.0016489208376548826,-0.5442512663931945,0.1382311154387889,-0.7922241325565319,-0.890066598038973,0.0214962241285793,0.5203461759562154,-0.7585753631964657,3.6259801180400864,2.6863944214741355,1.3700753038380824,-0.615214117876203,0.796380664937817,0.40994328063198443,-0.5504992726015078,1.3723297229031128,1.5200625721103722,-0.8211414507321255,0.6943679230892995,-0.8132742890345873,2.370327082713506,0.9499348417330097,2.345139705164467,-0.08097709891661935,-0.6239650203296339,-0.5241507103723589,0.421639308803983,-0.8358013782287009,-0.6823856050050091,2.797746263827047,0.6291168462098653,-0.22985480261287514,1.2257680031662028,-0.8916075733161581,-0.8045317656750194,2.332796087751189,0.36540864569472653,-0.7158115195638689,-0.6564282399843393,-0.8180629795555625,-0.8309133908368351,-0.7735725404071573,-0.4511947555908791,-0.6150117341721316,0.7015441377786794
SIDM01006,-0.6360692141486288,0.3444997063978779,-0.6022358817248098,-0.9208118611004021,-0.7330221557371831,-0.8303532107392296,-0.5290634108902224,-0.22867327427679804,-0.8481315754191211,-0.6412109345654461,-0.6634340413849303,-0.7459069147963704,-0.33982816363143936,-0.33555145886811055,2.9038777376350526,-0.7690522110542899,1.0855509752321317,0.5900015745457802,1.7335920326461822,-0.7769328738476153,1.1466028026333532,-0.8152593553549096,-0.20108198991624662,-0.2045292448899955,1.2191537891006934,1.1946267731841445,-0.8847743652582696,-0.5495771457491143,-0.7543097114998927,-0.625594148297223,1.3303217202289277,-0.7121518538303765,0.6226841927577504,-0.6005140519816167,0.24523522242358492,-0.7964736159547657,-0.914007630753702,0.9216836713246871,0.6956797887562703,-0.7329388259743249,1.395125790873835,-0.7023755592094356,-0.8460015063552389,-0.820527209189455,-1.020599736450783,-0.6434962245381276,-0.7167863591428716,-0.02954912425985132,-0.8546109228259451,-0.6420325097046364,0.7144181343954983,-0.26355714768141647,-0.8622251040441945,-0.5874638959086073,0.3526176818606161,1.624442380363213,-0.22104920772860212,-0.6648334762450794,0.14778682811372992,-0.8843117536996453,-0.7616435945516593,-0.6781930696650401,-0.8793885193020886,-0.3111487657559108,0.047603537132662604,-0.7289961896657917,-0.6647578348560678,2.638163843751792,-0.5390353257431169,1.461519067706408,0.19454605948116374,-0.7445795324525696,0.47075113865094337,1.1828435985450418,0.4550158832377709,0.10770574001184735,-0.7243193516212963,-0.5294093948569427,0.4173201819253397,0.32119594854010686,-0.8058576278849972,3.282780592246116,0.09280603001599942,0.8384704479439589,-0.9315849091732167,-0.7283497765415263,0.17821839885119756,-0.5438721621150322,1.7418787337422268,1.21652822947764,-0.6733214840758243,-0.27686588572997506,-0.576526180322439,2.2844903534701326,0.9142128568157338,2.8931165794393103,-0.056504502885596976,-0.8042320596953269,-0.5535544360524174,0.5958775594942483,-0.8878594515268856,-0.391709092589422,2.61198314889834,-0.736201813252372,-0.285052570531805,1.5290896839744408,-0.8906645920401167,1.2953091946851605,1.9585033835307535,0.37507756153031147,-0.784797585957607,-0.6226031799320912,-0.48648248096693025,-0.7426630649684651,-0.6861450875799132,-0.46692723703491057,-0.38020639633273784,0.5290217534705595
SIDM00302,0.19776403496568992,0.7323769245404337,-0.7348177836509491,-0.922918345179425,-0.8154883132068723,-0.8161920739722986,-0.6291062837777803,1.3798336008710663,-0.9366758841278319,-0.716247614926188,-0.6911793990579513,-0.7397891356394537,-0.035321687491355724,-0.5518085934318944,3.2784480444030497,-0.3716912625499138,1.8565165136951503,0.6297619823707319,2.3402675320082196,-0.8663295799942115,1.0789465340874216,-0.841500983113758,0.28332510022416796,-0.4467421995141132,1.2179476320831963,0.556220174142697,-0.7991325527506978,-0.8816738315930952,-0.6376992727294329,0.38876569714323345,1.9150788116179887,-0.7247836981992853,0.8069790493449791,-0.011444827233703048,-0.2190759854544871,-0.9103509256598437,-0.9309727145493802,0.4469193348533859,1.012654203987922,-0.408593716718601,1.8061977464265864,-0.7697964535066124,-0.9975959003285506,-0.9002561706653699,-1.010514242247732,-0.7283647643507453,-0.8146233307206769,1.4098615432050468,-0.8518675654838382,-0.7804101156519015,1.0073649367862239,0.08118765291313702,-0.8751452735995738,-0.6386793224133425,-0.141727396808939,-0.8465799414527326,0.639165199775218,-0.8875535689639541,0.3425873823544973,-0.9302646268192104,-0.7377226749048281,-0.6433364868878056,-0.8868099036435034,1.9743553740417303,1.3897925342260073,-0.9979415245666635,-0.6407038394638096,2.943521849447136,1.3926236291254812,2.0413545654441716,1.4959330866293636,-0.7177934225980086,2.4501142120087698,0.13134538912655014,0.04128341055625953,0.02215023038791436,-0.7415495532381848,-0.835817228524753,-0.6762310199391746,-0.5738687398185601,-0.7183352429638413,3.702197152880419,2.406219953400968,1.2921534792740974,-0.901775796299428,-0.29230264129539746,0.031078302675748216,-0.13765987288624235,1.6709933223217146,1.7789752241375032,-0.860304929364764,1.8375285431171648,1.9631884947249325,2.7098787293481696,1.0783678930749037,3.380282349240605,0.15651937621602208,-0.5219011225032595,-0.46332347575793953,0.17055344141908518,-0.8694328549937466,0.35074786762621374,3.3286283452412557,1.6705698986668525,-0.2262182907255042,1.6129912724449935,-0.940614343658705,-0.7875664328569851,2.149539188568685,0.4106636713540891,-0.7822461635038863,-0.6031066736897577,-0.7865305537622087,-0.7779248659045472,1.327061766415887,-0.634781354943916,-0.6517743318766175,0.292232853954152
SIDM00549,-0.5353695915666009,0.916984483497092,-0.7025365503065514,-1.0188365313645558,-0.7797391785195538,-0.8085271453926417,-0.5782794930962624,-0.25645533862348485,-0.935107655417007,-0.6621246380635741,-0.6435098791283321,-0.6079692552208554,0.1366913382325795,-0.5101267194742084,3.3365485998964823,-0.6414026571395611,1.129168369562547,0.7172886531206233,1.7300433006906393,-0.7902650649959955,1.2698303789437015,-0.7616123810362081,0.308358915212673,0.2294078014319226,1.2328120809189291,1.7015798678401508,-0.8402739901294033,-0.7153643110931331,-0.21228073757470461,1.2260620025277542,1.466535298594777,-0.696608897138976,0.36091640395181235,-0.20705392720454452,0.09230121101278044,-0.8366710341559983,-1.0411323354494892,0.6287275872178694,-0.4218629760983059,-0.579872563484669,1.480187049988836,-0.7632836531477117,-0.3316421662833773,-0.8450272600381591,-1.0696339557422578,-0.853238494994328,-0.6912747432186862,0.21623384205511745,-0.8533647513643935,-0.6782416101367824,1.5282249832315524,-0.1460515472466039,-0.8238661450406652,-0.7553214643321621,0.5580097721260647,-0.7317540374325514,-0.39852153806330753,-0.8077943707561632,-0.13378600543143324,-0.8638785259743442,-0.622622111974234,-0.596362862355062,-0.7063273863548608,-0.40154308138080247,1.0384776430689997,-0.8142796614210149,-0.676141189817819,2.8801543659403652,-0.5723693473813369,1.547587208094835,0.03676251105980506,-0.6642489951695072,0.13143565856776376,0.38356932687568684,0.3172904745982624,1.5185492394383302,-0.7301135227164144,0.35912664826631285,0.18504982957285546,0.695875731360552,-0.8096139576051503,3.6557410257408263,1.29233622785945,1.0406337334714917,-0.9356871949820404,-0.5720848692305728,0.14361119378687628,-0.3809140795789319,1.672177093915979,1.435872499606553,-0.8263411062834993,-0.7574202601309634,-0.8231650541591911,1.8449350504213118,1.0026110708402471,3.2606921967093982,0.013190898352057454,-0.7305099459154751,-0.388837129209653,0.17100615373985129,-0.9085160392553789,-0.761088224121004,3.061323665578421,-0.979241875307778,-0.27268095501534917,1.7739598954039586,-0.7595786547277468,0.48185852127564927,2.275550173355324,0.5564950326509325,-0.684233931278979,-0.6024641910656261,-0.8725988256458748,-0.7729447196579373,1.13241453716243,-0.6273379260681359,-0.23655402600829192,0.35442746763588606
SIDM00292,0.03154649370016596,0.5324530534928995,-0.11423654204061966,-1.0120206887795895,-0.887324577007154,0.6993078862909825,-0.6723263124963723,0.5181618442004506,-0.9604262458937276,-0.6034364965958443,-0.8139683655688851,-0.837047277286453,-0.08658699144109862,-0.6459773657077847,1.973541223403386,-0.20668644863113433,1.5953334527356577,0.12911905952525682,1.618378827241796,-0.6477742557335308,1.0335126774068115,-0.8985485000221577,-0.04887897703294524,0.2620542394370391,1.250567512517632,0.05149722400019705,-0.8860903517622504,-0.6571210874430872,-0.7827982257650604,0.7961151581086857,0.5142302626251919,-0.812572753468024,0.48834951630192,0.2215932689815731,-0.036969591632861114,-0.8015515410803306,-0.8657277940414476,0.8565093613947915,0.8424579414279378,0.13393893088667957,1.752315332577251,-0.8360544867911363,-1.0266179956479686,-0.9375309827011942,-1.0569758850962552,-0.9425349634020197,-0.758244690603404,-0.3093188682071279,-0.9311413707145532,-0.8470312130248189,0.7468355093267888,0.028669606925149176,-0.7864578918388431,-0.7822372370900785,1.4769805550738653,-0.4344005609218232,-0.38231215261285845,-0.9333967108805394,0.25036996378938925,-0.9426191384194642,-0.7967552505737815,-0.31993660096479576,-0.9869030364529809,-0.704542254281357,0.5966354278203801,-0.8833232095187553,-0.6982503490823517,2.1163516164619294,0.5969218338783474,1.5281004529562068,-0.3139524946777386,-0.7872725270695886,0.0982871990281419,-0.4445694071006696,1.0822745674990057,0.05248318171540656,-0.8566966888343855,-0.7274765839105813,-0.04697379314198242,1.6937437626399607,-0.8830334030766217,3.6214533338076267,1.8445394088153926,1.9908286136385258,0.3483907332917332,-0.3248029232976909,0.08369505987697504,-0.3945029139516821,1.4411653611867545,0.7972063221019916,-0.39704927798155654,-0.372748722012066,-0.7792264569418179,2.2563024781167482,1.0177750920779256,2.8201013166066686,-0.17539248896533988,-0.6105750450354488,0.5349273692360489,0.0924499321404413,1.012262478209738,0.64312426365838,2.536407995550397,0.9683048371689373,-0.5213943459549344,1.028775732687749,-0.8987280089266886,-0.9282891139390413,1.5211572550944092,0.9265015986906779,-0.8485540969708116,-0.6400741310478701,0.5187667585181175,-0.9083704624625347,0.7615587848630542,-0.4874312311752819,-0.36122270383576155,-0.19314235592347148
