,ECHS1,ALDH9A1,ALDH3A2,HADHA,ALDH1B1,EHHADH,YOD1,ALDH2,ALDH7A1
SIDM00388,2.1349983600930496,1.0434378852241597,0.06977998886563927,1.5880608541471004,-0.07542298322450887,-0.89298617097613,-0.8724026025711252,1.347254181292532,-0.5726843474715997
SIDM00417,2.017307336650639,1.523849149437264,0.5403890198680282,1.6055188154093534,-0.24970223921974075,-0.631461645348962,-0.15066117722822145,0.06673704938575005,-0.5452266533903082
SIDM00416,2.197914574402742,1.8581531684800847,-0.1883513262289602,1.44549439877428,-0.19476511155388368,-0.6947126756099846,0.9101324301321119,1.6903279225119963,-0.6263498719393217
SIDM00974,1.9772472418661626,1.6013822331433187,0.5375993410474026,1.6600702663197655,0.20050360438747317,-0.3757327534811885,0.32252884026876333,-0.9435996031586119,-0.2955023937170087
SIDM00833,2.2326013043581874,1.1390094955647116,0.6536663238844663,1.4091486876471155,0.0328391636372124,-0.4233906445359975,0.7451114647698986,2.009879320618729,0.19111010089697097
SIDM00562,2.3941961398055183,1.7374641890732672,1.3562964809398015,1.8044482898838812,0.6508075446342925,-0.8092085803015745,2.21863199811634,2.7815726557775298,-0.7158995624366948
SIDM01102,2.4604854405627687,1.7068575131431885,-0.3869646366907386,1.600818889911676,-0.136991691371535,-0.8740321585489792,0.5856971186506892,0.04180840003947704,-0.5718109348130147
SIDM00418,2.394189502522592,1.187639929912295,0.4549513874660183,1.5942387765672321,0.002855680053961528,-0.4718959439253689,0.7841806181157,1.3047338165765279,-0.14443617941783077
SIDM00841,2.584548664685257,1.149557156659497,0.6829799531691131,1.7050660394147084,-0.0709674305433935,-0.7391609362367598,0.7775505236796616,1.7129981754249026,-0.22110558451002343
SIDM00260,1.8931420543718118,1.4319404410579726,0.382641526109691,1.4184393873095285,-0.05873313818543644,-0.8654307217314812,1.4885615454737047,-0.6992740887628583,0.18651389950350586
SIDM00111,2.5687446239161504,1.5428257092379294,0.7177927862613249,1.3935439099165026,0.2956312172048662,-0.6934380054990835,1.1560548708095353,-0.6102373287379604,0.18766161094645548
SIDM01179,2.0464013180066645,1.4203250076294023,1.3770057168563952,1.7950464954641867,-0.1363188435699205,-0.02937657649075992,0.513258464231803,1.098044633188552,-0.10919102910884461
SIDM00351,2.280619500829774,1.1947779725834609,1.105848508818692,1.6504572321488324,0.12661466400811788,-0.6612215561224473,1.2464949573655186,0.5139734377188231,0.1469114667373618
SIDM01205,2.114675281761477,2.02157535796674,-0.05575184178219447,2.3305753939724814,0.08386780656957293,-0.41178861749190476,0.9375774100446518,0.01620437758891366,-0.7092068974460183
SIDM01095,1.7268364462311192,1.0436049814400303,0.9549733405621698,1.6381579850088255,0.9813991417693191,-0.692020336046073,-0.5551038332477977,-0.34794855965644383,-0.03907084052075175
SIDM01159,2.082190662184422,1.7639452315260937,0.7755713613736032,1.5688040385261823,0.1017746409974778,-0.3225483354627981,-0.0818567275714397,-1.0333831875164825,0.8629633566185284
SIDM01183,2.412321067941632,2.0530825649470974,1.0442212517415366,1.721504687340855,-0.27721075618900154,-0.715120570218357,0.8364354787652529,1.9133176024219904,-0.19587632427079493
SIDM00328,2.0991125774715793,1.4549367824497128,2.2267046156182135,1.6723881113003087,-0.1057221138825008,-0.31894257915162466,1.2249960104608302,1.7483350671828684,-0.6261638686183487
SIDM00389,2.075635283415262,1.4225476788197662,0.23108273834399642,1.902215450260087,0.2230838136492729,-0.7800527100559523,0.2811966860768839,-0.8815921617523738,-0.6605262872043047
SIDM00489,1.9175468084367306,1.1753803923549822,1.059510935962053,1.3324136666467086,0.5745683711747814,-0.11225790298815452,0.8318504692885325,0.2394108173289169,-0.22446511559130727
SIDM00953,1.9242613211729147,1.3347668198355125,0.8096446941652771,1.594032530319306,0.3993640218541543,-0.7428719784537146,-0.14409436780052207,0.7732353458552166,0.03877691721513876
SIDM01245,1.8131396541127907,1.4492083835190392,-0.5730645187278042,1.8447756181352233,-0.29443053303091826,-0.7901413067988209,-0.8007737366212484,0.7230232495090778,-0.7175337863794168
SIDM00929,2.3898514455300885,1.3591207913685683,1.145329634126689,1.4710534782391902,0.7575202139491916,-0.6233860311272688,0.43335519076788265,0.7921864245540186,0.4315124245926756
SIDM00732,1.9390974944884374,1.3845952264308794,0.02744696704586229,1.297840844437956,0.8883664980996763,-0.7233037840198069,0.7919454796510562,1.0271390070233304,0.09094345422594251
SIDM01047,1.7473123631025684,0.8024163632577831,0.21690804656195878,1.8741762202872887,-0.2108907898445687,-0.22868550184323072,1.5965361142763075,-0.7379003404096777,-0.8132119470008577
SIDM01229,1.7395505852430984,1.0027696223847489,0.2227805713681971,2.1286371379206046,-0.03864325731748186,-0.7484380008655689,1.6770461418757283,1.8584311781755296,0.018239713980711864
SIDM00540,2.004001573395848,1.2440408477297793,1.3940533378987492,1.4680040739200269,-0.27748171802633464,-0.5841676029399024,1.1963515832452476,1.2422760551885488,-0.06208178317808772
SIDM00264,2.2497400356410377,1.584873660891279,0.7490274541772804,1.8761983710245325,0.003472058016383626,-0.4745956194238755,0.38193846489906175,1.6704122497247411,0.686456562532281
SIDM00842,1.853382891874788,1.463168999165348,0.6639406008297924,2.215387045684701,1.3490852669636288,-0.5761677330245984,1.4955838097410148,2.2268903988052022,-0.03351703181860319
SIDM00923,2.394287974416837,1.2265661063518174,0.6655206151647288,1.5833162793964528,0.6715613026295869,-0.49373645514218717,0.7865667355942596,-1.0041447365576561,-0.6072606248054672
SIDM00120,2.470203508940799,1.3735553103167273,1.0439422408013026,1.589405053156629,1.1261683603313652,-0.4460015069500051,1.193990547027451,1.0900878615085758,0.18902484228356278
SIDM00900,1.9781118378150424,1.3067522135276062,0.07932825002235065,1.7989433787240674,0.4070318983902005,-0.8760054037735799,1.1713377284907922,0.5124847106148012,-0.5902020043613684
SIDM00962,2.3120359619694404,1.2387345809427546,0.27773480487205615,1.397497110258367,0.12042713645567693,-0.821488533510343,-0.7107756282780323,-0.4474946256519332,-0.45465435461891146
SIDM00889,2.520121199737745,1.5930215016670537,1.2533798276948154,1.5593797635187536,0.9427970267791709,-0.777064502305066,0.8482495355407256,-0.25213207499461693,0.9280138246549189
SIDM00864,1.620355394834194,1.4072642929791563,0.9494985310309887,1.5130550347362335,0.24829795561069803,0.08306017649362156,1.3391394517537436,0.5727239897795583,0.36452930512130516
SIDM00233,1.9874828844925172,1.1221428405036784,-0.5939483819639809,1.7540570612185298,0.4234883294232527,-0.6547067355227233,-0.8908350633579525,-1.0120983728200053,-0.6286575007291796
SIDM01233,2.7927772296324913,1.3076499697621498,0.9244712565288752,1.7321013289137537,0.15948847482827877,0.49801219248457856,1.1975890153692006,1.9938359887863548,0.736408950230353
SIDM00964,2.1896501623627564,1.3789622781877702,0.9236880603894272,1.2445947367516461,-0.01192333843232942,-0.3223873140888483,1.1649250589291358,1.1589212457982998,0.38294961637660974
SIDM00196,1.9848654423322871,1.6811870658147847,0.7419466411529987,1.472283006757361,0.025257586339327523,-0.47230317020118673,1.436666791964674,1.7600748538150162,0.1067257407575812
SIDM00287,2.1578145682384164,1.4450181146761736,0.199486154347589,1.5749248384920962,-0.1381772854583938,-0.7971055186301267,-0.9441367364926317,1.4886334152481686,-0.6920357035563697
SIDM00501,2.483403579004767,1.1266595052903805,1.4188164088001303,1.4178886318169026,0.5898116430344514,-0.5132206624126351,1.269659576782018,1.0833388562936752,-0.6283324978197035
SIDM01237,2.632090109375566,0.5282815189437611,1.2518741530360669,2.161148200914915,1.0364297611715794,-0.496845419331075,0.781072538500959,1.7187986090906344,-0.43009893348586214
SIDM01228,2.550581119474941,1.4702861422202844,0.6767283445864082,1.557756328895263,0.06319256985267681,-0.11920478633847179,0.8700769165452399,1.3038485184248105,-0.30099795751038316
SIDM00935,1.8894739052726832,1.2133041632357624,1.369130264229827,1.4167222958377428,-0.18757620717220172,-0.2423272169664495,1.0955417103830674,0.81333717499486,-0.007279794734018674
SIDM00954,2.2337843987977277,1.6345202375834385,0.7299964174665973,2.112374517972579,0.6746677528925941,-0.7653671150404827,1.7364660492102237,1.5976256253672432,0.3310142105492573
SIDM00951,2.079904480386597,1.3063152564287668,0.5769018421200136,1.8212091747569865,-0.43669239592958536,-0.8160156105507689,1.348304003862865,0.9649390690042373,-0.6950901120923292
SIDM00948,1.9544735725636926,1.437868599909136,0.23093004307680146,1.5446521951501544,-0.2223321161189612,-0.8148051525768313,1.315718898777567,1.957712248714078,-0.6294556510230553
SIDM00203,1.8520532238571823,2.1680423829985305,1.0465996169674876,1.4669816973745304,-0.16533974031156193,-0.12560787740038568,1.4007879070606797,1.0748450530856,-0.637915115892086
SIDM00896,2.2088166976544894,1.426650195834352,0.6373611824012898,1.5379116681709168,0.6195775324564403,-0.4399105554122779,0.4619054779719765,-0.7669208372815112,-0.7218968103439937
SIDM00285,1.4079934934566063,0.928313895297558,0.4109387584325757,1.7225763926169957,0.26427911805448,-0.3253163050896541,0.8998497820117165,1.642854827257636,0.7525050984474299
SIDM00930,1.999980302152415,1.712251164395797,0.8114866836378826,1.750847793196598,0.13574763184257785,-0.4412743604281841,1.3518053560158032,0.3717400474828757,0.1007407995317875
SIDM00205,1.8633279911262992,1.6023895319871797,0.30410672451129706,1.863162505156887,-0.06643529929414953,-0.4100239716211721,1.7502749195750948,1.5657984456557925,1.281665713476415
SIDM00535,2.0986642557865904,1.5793760664673495,0.4366570398475986,2.1663007414311695,-0.03654715441527301,-0.7572477029773603,0.3601915899179531,1.5501446711152513,1.5441404006710995
SIDM01175,2.5079116869034346,1.785343529536241,1.4107455796439208,1.5154320188499433,-0.5156774857831358,-0.741064868398535,0.8744497414429466,-0.6996262103603912,0.07285733203998523
