,PLCB2,PLCB1,INPP1,IPMK,PLCD1,PLCB3,PLCB4,MIOX,TPI1,INPP5A,INPP5B,INPP4A,INPPL1,SYNJ2,PIP4K2B,PLCD3,PIKFYVE,IMPA1,IMPA2,PIP5K1A,PIP5K1B,ISYNA1,INPP5J,INPP5K,SYNJ1,PLCD4,ITPKA,ITPKB,ITPK1,CDIPT,INPP4B,PLCE1,ALDH6A1,PIP5K1C,PIK3C3,PIK3C2B,PIK3C2G,PIP4K2A,PIK3C2A,PTEN,PIP4K2C,MINPP1,IPPK,PIK3CA,PIK3CB,PIK3CD,PLCG1,PLCG2,PLCZ1,PI4KB,PIK3CG,INPP5E,OCRL,PI4KA
SIDM00098,-0.8060291514157985,-0.7800015885456807,1.160464448395665,-0.42397941673416434,-0.6522402949430975,-0.18114498232119686,0.16092188721119316,-0.7502202691724599,2.687552695868266,-0.06836353916250583,-0.5439548408706725,0.24091286035363416,0.6752476893926028,-0.291558477184316,0.2836403842865487,-0.566622396466443,-0.5687002771050396,1.4918193949121472,0.5727686238908042,0.35488277878915925,-0.7586192739757933,0.6442770043854491,-0.6233597917405728,0.30504697872759595,-0.6031743950165239,-0.8226845110241426,0.663890990649017,-0.6450212151110745,-0.47224097256505326,0.4685361773227283,-0.8452324283730129,-0.6627897149436303,0.43204256229528987,-0.19381967255723676,1.417114724634208,-0.4372439532873377,-0.899913799475782,-0.6081656976837371,-0.1668265718485777,1.092945900200549,1.4218567088605407,2.131344486880142,-0.22429076616755894,0.8515901817502423,0.17596570516696397,-0.3846227482318617,0.3230023779792916,0.1106998377987468,-0.8311897248268855,0.45362999296189455,-0.8832652758626194,-0.2524550237464406,0.34785922005430575,1.042711799729447
SIDM00225,-0.8727025722205657,-0.002125272392928659,1.3170847829836378,-0.25754651315360555,0.012131622923662743,-0.17546417428675942,-0.5744321943479519,-0.704236971784289,3.2136030631896237,0.11718379933413164,-0.24465447203383936,0.049459295718701,0.6907454019652473,-0.5691455973167499,0.18035798155195001,-0.7444767823898343,-0.5333500871579425,1.5072450159638522,1.4160968246390402,0.2807722745934557,-0.9021277291433181,-0.1411666725058901,-0.5979851215368639,-0.01859486901627933,-0.6220938105655177,-0.6378221112661061,-0.5215211739946548,-0.3943296742376277,-0.1941615099671967,0.46228871425349627,-0.38346758504590633,-0.14178039334008802,0.6707204014039165,-0.40966542591768035,1.770183688313138,-0.6938893731317741,-0.9633526459314758,-0.6437429718419052,-0.3022318837122868,0.9874554920950515,0.9391923491637214,2.104657063843552,-0.4001867488179749,0.6432993664700564,-0.289436664838999,-0.4259825966617104,0.6773349592321166,-0.5021284841151514,-0.872937437727958,0.6215662034900814,-0.85038006208633,-0.5373428114764648,0.4274073302581051,1.279398227486415
SIDM00846,-0.8160778573495823,-0.35416694299873475,1.7686732464041608,-0.445350742567252,-0.21575815302615534,-0.2362535448708024,-0.5810323269044911,-0.7454235410451084,2.9766316505193355,0.14362807178075052,-0.13908258131906034,-0.08984983018961497,1.0445898909218607,-0.6787028589961265,0.0849536538289492,-0.7099490400223304,-0.581049207058979,1.4012778566259605,2.25551283435419,0.19211061391582399,-0.5321681887725092,-0.565514856584087,-0.14596481628352662,0.04000357054777513,-0.7066659964234431,-0.7543680589182532,-0.3166133303829367,-0.5589494863128694,-0.5800514178324405,0.8125516408219173,-0.6829334757102421,-0.2646742815022094,0.8251732678723321,-0.45178622708682814,1.5786660981721012,1.2573472678284046,-0.9429993589122523,-0.6225160669820575,-0.4946132158488135,1.4503902241069933,0.7856010281657932,1.9152825170105356,-0.06132189569506135,0.3009842739833732,-0.288815158393606,-0.7489569632522669,-0.12929553963851775,-0.684611185447512,-0.9148319285388519,0.5188026833690469,-0.820596360725214,-0.4138658376556292,0.3649971278327479,1.269020819623902
SIDM00291,-0.8559538817816992,-0.776404529382399,1.8430270920538006,-0.33198703703568794,-0.1941797185621732,-0.4116733183264525,-0.7199247134540881,-0.8226896294004653,2.4923620156236903,-0.29285988056384576,0.008343398281851312,0.3530677530103795,1.1501282761462426,-0.7535705404194845,0.4057454563561747,-0.7517798546612477,-0.5291475110310189,1.8773393827352949,0.48493742410101087,0.651105728526275,-0.8081821371230876,0.06648729110394658,-0.23254197996838796,0.5450602904519832,-0.7168395472859136,-0.7729195187644562,-0.6699348859734909,-0.16099370581254077,0.1483724271921579,0.9040167132330325,0.3608876272874166,-0.7415195860288158,1.3398674941097193,-0.5163645993424326,1.4175922783609909,0.5119812640642192,-0.9538061792124071,-0.6145063903134048,-0.6878276808346583,0.9710513457407052,2.1289407156963502,2.2241147442771436,-0.2850312476638343,0.6758468981090971,0.7973915424442831,0.019775914665252674,0.6652808427630261,0.5307139353125314,-1.0380656265913177,1.3275757973220497,-0.9451146794788785,-0.4375479411566785,0.4308079958865103,1.639015484727198
SIDM00520,-0.8683729903435581,-0.7979193729948318,1.9062564637364232,-0.5308034259017985,0.5582651192037237,-0.06554485425341598,0.7117283526172635,-0.7355375176309752,2.5179030528387685,-0.06848000926103838,-0.5338893607600003,0.08016465626701359,0.6882133101234708,-0.8897741034154403,0.17248297959296255,-0.682031679826657,-0.5456403476942,1.4741356428282923,-0.017743386958200824,0.2291907991610855,-0.8314211777754952,-0.08628565333878095,-0.637455602340208,0.9083273947660961,-0.6315557927422326,-0.8193456881519594,-0.2121510884853634,-0.5425018999495189,-0.4856140162711703,0.5794907079221663,-0.7032415160593738,-0.3095807266599311,0.4077082095280326,-0.20464433953742614,1.514247670832803,-0.16730026169263695,-0.9619756716305566,-0.5172684955396761,-0.25296923644200253,1.587092145931502,1.8251138400438718,2.2448006510153435,-0.17438773244248748,0.9489371145890182,0.04872946486551291,-0.6088840333322989,-0.057471505780043806,0.24461816978747378,-0.8189430129388846,0.551087154071112,-0.809002244635813,-0.34443110790923376,0.4082506979636651,1.1294576759283983
SIDM00003,-0.8052546673825668,-0.18665994774910635,0.9982466762548897,-0.3502341652485177,-0.02769556711169943,-0.2955075764795852,-0.11322245593937885,-0.6654807677628765,2.8232261697410808,0.0008588721458672664,-0.437544516872181,0.0017206009343177253,0.638141133438508,-0.8240527385371376,0.1550110264398065,-0.8859197905304753,-0.6144405313786903,1.678148799176836,1.7006579248685791,-0.0828375577132608,-0.8163679303112646,-0.2998187291713143,-0.6253780304614719,0.4947106273446682,-0.4724414573063863,-0.7382357275936968,-0.3515881843214879,-0.24072501600005103,-0.003813261070190864,0.6013632886950685,0.6978839202273543,-0.7709084368065429,-0.29852915457678536,-0.24960117878963725,1.6774317829719538,0.04088343152739962,-0.9833228501663186,-0.22438773868303138,-0.27310538013662367,1.0961925606488712,1.546210206590711,1.9591673811535621,-0.09095425532646265,0.993463517123065,0.5307492349086849,-0.4551687594131406,0.5384967390911175,-0.17719639485425942,-0.8235343413018449,0.5950294390790531,-0.7573812995678978,-0.4981847698570513,0.4240877885852272,1.4632851843914532
SIDM00136,-0.886321066210198,-0.3827943136494479,2.236702531119569,-0.36829067053774067,-0.20616566692766403,0.5004144844019212,-0.18356025108321528,-0.7558588462693256,3.0472654021018815,0.35614854288190195,-0.3926438749368545,-0.1933798743546553,0.618526353637064,-0.7174231618422433,0.2779317321013116,-0.35983929400114684,-0.661929291770366,1.7151214083037027,1.6096012683146634,-0.02717314012692243,0.5337596778121451,-0.6709860725054463,-0.5109373587357725,0.34669286366292873,-0.8709783443074999,-0.8254926712595865,0.5773928630720809,-0.5984629880675965,-0.2039336107268059,0.3854372954619025,-0.48346304929424394,-0.12796104696771915,0.3946791079254353,-0.36203579241681744,1.4173118602383097,1.4906041804655354,-0.9172349088372972,-0.765716258387137,-0.009194567491915662,1.6771536686554938,1.5716575979602623,2.143517861692268,-0.02935241934961796,0.5843610535832205,0.25811132734267916,-0.7474600078698875,-0.28939731316290374,-0.3014197573210242,-0.9444331096382657,0.5170963596554831,-0.8703045150505063,-0.396771518467411,0.6776533388549906,1.6494790783510676
SIDM01155,-0.843414159826103,-0.8573721816586006,1.630269496013658,-0.6642723099439957,0.012335203039624012,-0.20148985551567677,0.3504015707248726,-0.8147545943889278,2.96117259997902,0.07140527614217997,-0.5583967994268095,0.12124105331136513,0.7445274578342902,-0.39361114565011635,0.1837825954184185,-0.6590316156416338,-0.6275895068781664,1.32056602402942,0.8307061371503089,-0.021450223538421763,-0.8614053074351784,-0.6426479230064002,-0.5337273351915397,0.04282800452263124,-0.7065753039548243,-0.8042629963647785,-0.509237460375947,-0.6515827421937962,-0.5676859223816716,0.8208857379628522,-0.8023300138562238,0.3909780447774068,0.8041023965572777,-0.36520724974128144,1.6027456885110547,-0.07342244884778198,-0.9664660985787531,-0.42746209396783674,-0.49212517183255433,-0.8094843826810196,1.264533966244291,2.2029132307436776,-0.20734056787309732,0.7117247695566788,-0.062196483072455025,-0.5514510402916394,0.33449345556731996,-0.8007625008926006,-1.0513994526227064,0.5796980326833353,-0.7796014496506495,-0.3408136778991447,0.5757468279341333,1.544450130054613
SIDM00224,-0.830983208347499,-0.7363594257071175,0.14714245411936194,-0.6081460099257202,-0.4335798088405184,-0.4578480057676352,1.1737350485526408,-0.7838480496426048,2.394169231936555,-0.28002048936459767,-0.4107465693533204,0.36931525519670666,0.7791890223398344,-0.5272145527670218,0.4377344285909212,-0.6068918862239631,-0.5748501478125628,1.5538042267726566,0.5807967122774662,0.35407100412984277,-0.6924622431522973,-0.019471056420661634,-0.586975231589529,0.052098030774312666,-0.7892909952458933,-0.8453293716749849,-0.695864822929501,-0.6180107113569268,-0.36910404709738404,0.5469383003996834,-0.9046395018224412,0.04501181879833377,0.4991785991455325,-0.25661999940426494,1.4865724889400869,0.6032338132554651,-0.9862646022181446,-0.5935197629935524,-0.3496927303514706,1.2630033492806663,1.4501778552156137,1.8365011605980697,-0.24634132312141716,0.8560372261357724,0.33833862798018505,-0.4916265209661461,0.3151936786213572,0.2895372054252315,-0.9434933310763228,0.8566433396084326,-0.8366483153810327,-0.3343566739754794,0.7471119857121666,0.9328866320899786
SIDM00783,-0.8590727631519509,-0.36091941429072016,1.8826326933987632,-0.26561986475463295,0.12876444701911197,0.3693157661897446,-0.2706211710075122,-0.7990246421269068,2.470066624278316,-0.028328130184316277,-0.33323955068120065,0.06168227198861242,0.5404567774377397,-0.7728339437097992,0.041941972487374364,-0.6296865258888853,-0.6621368232834002,2.13052058241636,0.8338311544458911,0.12547848828897148,-0.9422568865106397,0.6332788204141944,-0.10457456853221343,0.1519855859953591,-0.8087438842419217,-0.7805919703013718,0.5200040624057238,-0.6242369529045925,-0.4021441763741318,0.49159268133997974,-0.37323586965430616,-0.43393586501778064,0.5559632787334174,-0.3210732409732436,1.662655358136646,0.32324978778647967,-0.9628277668067947,-0.3791842292029585,-0.26875977629024894,1.4451698049236457,1.3449062341278226,2.2300121451946806,-0.1522123324071081,0.6883281403188356,0.3237229141187382,-0.6119591500737706,-0.3797728196230491,0.9156809600592332,-0.9388423870802455,0.3281603997227735,-0.8965572643749253,-0.3976963743627837,0.44391717819824544,1.1926258593643144
SIDM00490,-0.8109479492396852,0.09755245726880696,1.1078113594376104,-0.39316007072958975,0.9516095136860434,-0.01515792505255259,-0.24534664995552818,-0.8697117796502467,2.581711682233131,-0.08892584541220092,-0.2601298190160394,0.4306123688957534,0.7302638297070687,-0.4123816600449691,0.15879807119921865,-0.8913029357452211,-0.6556772433477008,1.5318973037719972,1.6685540870220517,-0.10729878137011808,-0.8386520419282876,-0.6632301378140457,-0.580147161818102,1.0615283751064404,-0.7967847278236757,-0.7559217121813054,-0.12346900722723933,-0.5638460473771344,-0.48548146579826307,0.8900094069297829,-0.9314882703544538,0.7494859862590172,0.581226181938259,-0.3851455781620334,1.816129542059076,0.3726220732767287,-0.9362480042652144,-0.49532477313367906,-0.3866631198928271,1.3085344985298997,1.0171176194816913,1.958734278489749,-0.2827882895104239,1.1091486297041584,-0.10478455771130224,-0.6774761959834487,-0.013266830689621133,-0.5494747475222111,-0.9964011498996762,0.656481895977981,-0.8682006036542234,-0.05022784771762446,0.5551687715933719,1.6404873558110662
SIDM01090,-0.7899496821633223,-0.8471403236564927,2.1080922964502,-0.5121432313504056,-0.20891444907744106,0.30971497813617166,-0.5945582742066646,-0.789093483148705,2.7861615171486194,0.0429683981655455,-0.44083564620394844,0.12055668182275225,0.7161895609521338,-0.8160815711516023,0.04496951472683416,-0.6422250045377651,-0.5758092682103502,2.0661229844736515,1.1327677775544203,0.22329712176168273,-0.7523229986687457,-0.6587166712976384,-0.2783764603659825,0.37339016729407953,-0.7912653323880359,-0.8493840044220382,1.013027318050132,-0.40911888693006443,-0.21698154542223658,0.491955953590256,-0.8546113155858279,-0.6764036980751439,0.9329775756816878,-0.1953206092865274,2.1760473898522212,0.24171890423961995,-1.009326160677482,-0.3525714728678829,-0.30057714113229916,0.8965468274363507,1.5013320376234611,2.2236097832995627,0.22388008300864887,0.628206295058479,-0.16067479578449104,-0.5550954324505873,0.3632159873997406,0.5676131809057349,-1.0031400543549607,0.7439532994186567,-0.858959175715629,-0.02548803885515295,0.6674169897081543,1.412459556496352
SIDM00394,-0.8659135128960707,-0.8351530177321062,2.2503016171963637,-0.4226234829326202,-0.19877296432059385,0.06337240557593313,-0.73530582335969,-0.7444222657639595,2.175439369064003,0.05116381706433312,-0.5289011452073645,-0.02526715301259908,0.5715267279454451,-0.8250417675923846,0.03596689807015985,-0.7006173666426515,-0.7150954610085999,1.856089268269952,2.184604836007182,-0.05205455377973243,0.6748434628660784,0.4607816792692891,-0.5699919507823645,-0.0036508277922519708,-0.7818423746396425,-0.8167290894431971,-0.14992955615926348,-0.460586018478285,-0.2183198515823944,0.44610818124513896,-0.2445649036806953,-0.8099673493223836,0.4911450384260881,-0.3713891084861484,1.3145954169927019,0.5766201889274974,-0.9078305290701686,-0.6286912486915699,-0.35148329436628584,1.3143115620934853,1.3188714831768054,1.9874177416157806,-0.2655389371610865,0.6431555433575602,0.2472293741014987,-0.5866728027744895,-0.25740826783424176,-0.31085445896826713,-0.8355454550364283,0.2859385231669881,-0.9081759206004996,-0.5911769281215175,0.7788083954895184,0.9301812436789924
SIDM00538,-0.82071952716444,-0.839293039911041,2.1043506941406482,-0.37654102808534834,0.07641938480202565,-0.31553398254470016,-0.7821313995892953,-0.7561015274761361,2.9521256038361554,0.41941375043906687,-0.5499215108196228,-0.2624308629216301,0.5567292714844282,-0.23745629471749005,0.04341849767079689,-0.32970885607070627,-0.733926118348988,2.3030170534723022,1.9226849845009955,0.2139410305010904,0.6508091687876518,-0.49996788673048154,-0.5570336112086505,0.3362210016671272,-0.5642185997264548,-0.7784031505118414,0.7239479427133468,-0.5603855460540997,-0.2189316705546893,0.7435579036276078,-0.8889324827907398,0.9430703477312503,1.0390265151523341,-0.2509377626979648,1.1788951391123146,1.0372927347936212,-0.906006038096194,-0.1433096998948379,-0.1432063869439201,1.3046709344427136,1.4138733741706753,2.140454307334722,-0.6186513108440116,1.0210085209000996,0.46412076621316517,-0.6878135542183365,-0.5311149620662603,0.8891684806550659,-0.9237781390473676,0.845550866254127,-0.9286997424551207,-0.624772882632584,0.9484399027065402,1.1271309113943004
SIDM01140,-0.8567358573471572,-0.22497535720761644,1.0858385534271755,-0.36758899104609083,1.3989934384546978,-0.22394418155108034,0.18209866902363067,-0.8587208659029205,2.7871655130857307,0.547118346097473,-0.26577157070595253,0.46488090005506966,0.5616976653911222,-0.7200984849241988,0.0824800729608899,-0.7516963858632256,-0.5691087362519337,2.157818909135689,1.4499688713974337,0.1533371754489741,-0.7432917511405408,0.5918749811969132,-0.22430401520627133,0.011614166271544442,-0.8318939677500403,-0.7081284011543676,-0.657210434025159,-0.4520178761604094,-0.2192312391078186,0.6046452488939407,-0.8212440683241852,-0.7777046994948705,1.3520748760447603,-0.2238937667436613,2.1360389382304943,-0.12670124274788264,-0.9871322822108942,-0.5704932281181931,-0.14457618999990893,0.9749083389323331,1.17144791414072,2.0782349840348555,-0.4179085495823128,0.5338677023283556,0.22226406589790446,-0.6388071316129379,0.13132792823301886,0.6013828064961155,-0.9332036106329987,0.22893541699287492,-0.864503831916058,-0.4708784275202885,0.3909520097732638,1.2117615462365232
