,PLCB2,GRM5,SOS2,ADCY8,PLCB1,ADCY9,ADCY6,TUBA1A,RAF1,PRKCB,ADCY7,PRKCA,PLCB3,PLCB4,ADCY5,GRM1,CDK1,PDGFD,TUBB4A,ADRB1,TUBB4B,PRKCG,PDGFRB,TUBB2A,MAP2K2,ITPR3,MAP2K1,MAP2K5,LPAR1,ADCY4,TUBA1B,NRAS,GRB2,MAPK3,DRD1,DRD2,MAPK7,PRKG1,SOS1,TUBB7P,PRKG2,MAPK1,HRAS,GJD2,CSNK1D,EGFR,TUBB2B,ITPR1,ITPR2,PDGFC,TUBAL3,GNA11,KRAS,EGF,PRKX,GJA1,GNAI1,HTR2A,TUBA3C,GNAI2,GUCY1A2,HTR2C,HTR2B,ADCY3,TUBA4A,ADCY2,ADCY1,TUBA1C,TJP1,TUBB1,SRC,PDGFA,PDGFB,PDGFRA,PRKACA,PRKACB,GNAQ,PRKACG,GNAS,GNAI3,TUBB6,TUBB,MAP3K2,TUBA3E
SIDM01259,-0.5773492265532006,-0.875070396508155,-0.01642016803446311,-0.7760957530240123,-0.7585255293084882,-0.4383154832011513,-0.5449693462021938,1.7068773348125923,0.6539674177878378,-0.7831811155179016,-0.37410520683932064,-0.43974757306659434,-0.39118601031084915,-0.7885454882056496,-0.8683700676368094,-0.7772588731965261,2.018777759306629,-0.901592850299673,-0.7018776337964047,-0.6134379868381553,2.515458041633535,-0.7374812061071135,-0.754901374349585,0.449947505854534,1.2125975047785953,0.06997539152023385,1.9059594813866747,0.03570904370040493,-0.815237377592603,0.005278806052323255,2.5674419077076776,1.2092735008536315,1.3406383249132316,0.4252921746572089,-0.9509760059639013,-0.7233584726728081,-0.19986336943384087,-0.7955764541905369,0.8625034978041295,-0.9235685419145151,-0.8140698006407526,0.661571715709272,1.0829738573016592,-0.7960087527148276,0.5414937989091182,-0.7230045507090886,-0.6054117595452271,-0.03202247135829736,-0.28445709422994203,-0.6364750702965671,-0.8046870843200932,0.4144452967187358,1.0874876478896145,-0.8935964410610764,0.5283788161631312,-0.5544834580058561,-0.8009702036612744,-0.9436173091626838,-0.7082851837239973,0.7327116310615012,-0.9716345140262531,-0.9129456954028761,-0.568203326972733,1.1008036961962686,1.3513652359558992,-0.8886352586715885,-0.8390059927014332,1.5762836191328764,-0.8694347674183704,-0.9095600951692323,-0.7877270021191077,0.1954736707869215,-0.739442394801828,-0.6399346070545923,-0.5722936442210994,0.6304502035509909,-0.7593849303769761,-0.7955987037465121,3.1540995378228995,1.477472371255467,1.3964053223940405,1.9962027407160947,0.45399006762676153,-0.9240678956359636
SIDM00680,-0.8027029567413221,-0.9840168271380224,0.21454675229316547,-0.7711549451512079,-0.22004463361348592,-0.48227840271455086,0.33718601663835085,-0.26144148580186793,0.7775959059038607,-0.880443720723568,-0.5169992223627821,-0.34802528081921696,0.7018272846932253,0.7565026467697897,-0.8044031443929297,-0.8018651197921205,1.4680238279945628,-0.9277404703667628,-0.8699098739581421,-0.6939990238044107,3.2390884187057694,-0.767593736244632,-0.837030771371263,0.8846658144717219,1.6013220475452317,0.49709701543217233,1.3505116124150547,-0.10983257296506681,-0.771093829992513,-0.3152594149476985,2.9204159630926414,1.0506781320180003,1.4023006548777783,0.6237229778160193,-0.8615203787603658,-0.9307389985959595,0.0012146146776375775,-0.9206018958581886,0.6937304662036292,-0.83667463450923,-0.7947585896760546,0.5112966021053665,1.1600504551528834,-0.8588521779927745,0.9238986998434261,-0.247930112367619,-0.4403541850482833,-0.911010141551931,-0.36852055356344443,0.5631750510574854,0.5497392820871275,1.489801317825218,0.6338877733739215,-0.3331169544932898,0.03719462490501005,-0.8047665102339439,-0.12240321993096946,-0.9579654202340784,-0.6998362768828943,0.4246107467737112,-1.074123199606897,-0.9107417146558885,-0.8337777490575488,1.1110317507532115,1.578353423697073,-0.8207226631702063,-0.7289722361269866,2.6355017757145225,1.4324509367428435,-0.7981851804436181,0.06901803455996101,-0.6800731860309711,-0.7210646554000664,-0.583871142969063,-0.7556475724053562,-0.448164361426828,1.244227078990322,-0.7472111616108433,3.1621174828683065,1.7282223604526215,-0.7053510993545221,2.1881183845234435,-0.30098033006018604,-0.9745646430625509
SIDM00346,-0.3951887308780273,-0.9194276768547601,0.16528067746743796,-0.7681152660315443,-0.8514689160419237,-0.556585933613776,-0.45312822130542135,1.7885457207748217,0.8215661420935119,2.511970200883073,0.5878324319876032,-0.45540467581285043,-0.41877294580491264,-0.7856566852215079,-0.8004168645430679,-0.7582045737542183,1.6200850465009045,-0.8963133202007902,-0.8315368061932769,-0.5269895596995854,3.065906186792739,-0.6672639063590429,-0.854899799505616,1.5707293187657498,1.1535964229094533,-0.6165539101127592,1.5519509042676245,-0.06560003036737969,-0.7005604204937377,-0.5964639505449377,3.079331436054908,1.2563189213838393,1.7814154405050469,-0.2642456868676863,-0.970812239266284,-0.885100462309542,-0.3343769896895366,-0.8103523130748436,0.8906876422830612,-0.8887116533040501,-0.7709889740578796,0.9343269874902019,0.3917969454432042,-0.9260789936417204,0.8542277194051043,-0.8369946538794195,-0.2705666837571574,0.5274758912425405,-0.898271838770715,-0.1876544946339135,0.9803132288348715,0.9138469382914978,0.6718696698201874,-0.8419253003891732,0.8243755021185806,-0.6617872160093005,0.129131477265184,-0.8436400415675783,-0.8292472132773944,1.1157424655495167,-1.0538969039551989,-0.8819916513435798,-0.8799361477303924,0.7494783811344962,1.1730939314661506,-0.8301614847544715,-0.35896701830250044,2.628628655975839,-0.9969754589872787,0.7999976880010142,-0.04576114596806352,-0.577678682382187,-0.7098538894610271,-0.4922021609308555,-0.8024921399976537,0.073071550382608,1.276084545768193,-0.7594142082357435,2.951882250232842,1.6320843828860705,2.1090450824252414,2.7262721379739414,-0.07123665153518406,-0.8867389095981244
SIDM00129,-0.8179349077400484,-0.8927441205914864,-0.3120446644196487,-0.7521484901032628,-0.7962632168930281,-0.4068358576734695,0.26102625461581025,1.2684568205457607,0.7372637887595296,-0.7373579842165854,-0.570674536218356,-0.7970695344584233,-0.16171458526107524,-0.7298946841080999,-0.7543328859381089,-0.6727663214065018,0.6700340914840911,-0.7998092350925192,-0.7178658224568699,-0.623340503501518,2.955342786362455,-0.5663824953465609,-0.622419653001952,3.1408164132736283,1.874183877319187,0.39633408396942926,1.4987044940330958,0.10932409026442337,-0.6587159994347429,-0.5492084447281438,3.130774541457236,1.2624867539255769,1.4084287092201415,0.868560868932791,-0.7993837785465264,-0.7919056610688463,0.437330075213683,-0.8618110284518403,0.020447354746487664,-0.7751194555191229,-0.6496198013725107,0.9227732044742636,1.627166631486948,-0.7653247159479898,1.343421507088919,-0.6581842934079031,2.311210627158999,1.5371956706387269,-0.7657005017591321,-0.37886309590033546,-0.4719368542608217,1.7421861026768546,0.20260854606316303,-0.8323973042588211,-0.6016518004415636,-0.6065642676492751,-0.1918588045903904,-0.9243619232814488,-0.5797034317842975,1.4478977342087243,-0.9285761502446971,-0.6730866201620871,-0.6564075080876213,1.305779688265809,-0.009545117035745279,-0.32592187101311715,1.9912518716864902,2.751886311893635,0.3207611005867151,-0.9114494038923269,0.45220279659796264,-0.4948140126765564,-0.6514479024179675,-0.5661140336043926,-0.6006373428378766,-0.3443960743946103,1.1543502268980816,-0.6702369407778614,3.05904927508747,1.025185871221369,2.342665066424107,2.5651256043668536,-0.10774106064644312,-0.878895070275028
SIDM00627,-0.8789257298062556,-0.9651292826964945,0.333966482636841,-0.7602699285902887,-0.7774045775833724,-0.22605081856440487,-0.0021536081921096737,1.890627414698705,0.710792340159831,-0.7577854840998132,-0.2244535096197541,-0.49776034107427497,0.07582041955098087,-0.6069513593983012,-0.8457229197614448,-0.8194011411890489,1.7074867442989148,-0.7464778634469271,-0.903491548713523,-0.7162547719520319,3.299968788556589,-0.7713701238542742,-0.799149500986944,1.351614371752163,1.1174538802699125,-0.046453218788382114,1.856342930285748,-0.26809328715245717,-0.1329676114264691,-0.8164888932854631,3.047278319987807,0.8889845840115296,1.345979577391191,0.15569508158651568,-0.9410302533257298,-0.9154199165644697,-0.16032612515588104,-0.3155108541789474,0.8095246233966852,-0.9758891873766233,-0.8816481436298856,0.39673708599935126,1.307401863585597,-0.8838908565083714,0.4215081504108159,0.5857779297748585,-0.3485414690432466,-0.6796479336153317,-0.8261771125675695,0.9771443041348811,-0.7400886798950086,1.5058571915690766,0.5234192327462232,-0.9014365631677483,0.6991695795431815,-0.07303684606877088,1.2166062273291203,-1.0014388832585266,-0.8169040503022446,0.8631703753162925,-0.9634281385423488,-0.8860810097197538,-0.7188539092216814,1.0568244581122053,2.1007932393903834,-0.9196359862934946,-0.07642237347092781,2.550231125477673,1.4185832120611501,-0.8455028408104674,-0.07710620403250609,0.2627715255415371,-0.6423736169672084,-0.6495460717875695,-0.6307909118086279,-0.15157454870850082,1.3612354563250535,-0.7450940639126921,3.195605994751223,1.4799258418481527,2.1587273276960053,2.119179834041103,0.5149935144129456,-0.7548050369435114
SIDM00293,-0.6857542045244939,-0.9028903714483532,-0.22223370992872268,-0.6595380477360154,-0.48966843902087004,-0.1812596299722487,-0.32406939957650016,3.8364219102074615,1.4616970097261475,-0.8980678444877146,-0.7137669966631268,-0.2783111698954162,-0.5420230620016351,0.9416591224377046,-0.7867927879741692,-0.7668972886774276,1.5025513936297727,-0.9946146323385063,-0.909863426987184,-0.8429219195013021,3.2572020606752043,-0.7075935221711607,-0.849716040683458,2.391622094657061,1.0037754128548317,-0.2646107743975254,1.5977661685513795,-0.20015731188542393,-0.7611863264707179,-0.7269966827134635,3.271942511958715,1.69470894553558,2.0877137568789053,0.5292446765950288,-0.8992168381634239,-0.7880365670968069,0.3646522481140735,-0.8337349196879295,0.8381890967287603,-0.9222431290367609,-0.9191322986396604,0.18511453785971513,1.5771754274925394,-0.7987617831360919,0.6689417658517532,-0.7048328077078982,3.535098653783926,-0.7001610839403108,-0.9402385083929192,-0.45973824588365475,-0.8797338956174577,1.5635226655131094,0.8806679940432893,-0.9361592636397258,0.008597208088247377,-0.362864615902259,0.3169226141436387,-0.9139787923039386,-0.6046238784306919,0.2829756160262381,-0.9842223367553411,-0.7451866466900067,-0.814952442765274,1.2592902047837706,1.6613200359755225,-0.7727056630985993,1.9121291489877312,2.545574569994775,0.8054255416694297,-0.8781027099467542,0.2066758900854057,-0.5869534760466182,-0.6970324818629835,-0.4989220051280632,-0.7091731469380524,-0.38260890987641955,1.086377139296023,-0.7776781679784098,3.5416950138153385,1.5252232186848742,2.4049903378613102,2.8899715205846674,0.2923163477492288,-0.9926419121372614
SIDM00274,-0.8499645812076712,-0.9532341689913028,0.010777301251619763,-0.7802363133627727,-0.30048289857242916,-0.3146661236430484,-0.011481488825454302,1.3194926075294169,0.38375789134326566,-0.8899958617408119,-0.41997588525285234,-0.37328193290343353,-0.3556447585229739,0.8244662304463208,-0.8331317799252963,-0.7641847781085952,1.4258722849557381,-0.9438178472930919,-0.7733477298910496,-0.11813248823729194,3.0245267697146154,-0.7786970075797583,-0.774464012514929,2.089922543085033,1.061673077793126,0.24691989921528282,1.5571609889723765,-0.3364947150947836,-0.749252216757525,-0.7271893570833045,3.0394835948221255,1.8820349543947297,1.4803761344671909,0.8609591395071731,-0.9568234552462757,-0.8937982767724323,-0.6144317484994662,-0.8430294544763661,0.8169612626425768,-0.960016991458468,-0.8731205959205514,0.28298048467972114,0.8545577529289252,-0.9035640516585238,0.892803242619459,0.1844446770802369,1.9566628494869807,-0.29741212468978084,-0.9330325623808702,1.0407812356675716,-0.7670461380126871,1.2325791530198595,0.6428471751594461,-0.7164843670351517,0.10015504264348793,-0.6459756987256369,1.2758136198554797,-0.9691602788115914,-0.5643441455978353,0.9406144122211768,-1.1159161126125712,-0.8101420584027719,-0.8600450789275011,1.030007710152942,1.6339268822392727,-0.9112494352923319,-0.7331374159795396,2.795370000902796,1.3908651713678737,-0.9538238646933517,-0.3206195753698894,-0.6229378326877937,-0.6501345513860864,-0.4998271256039404,-0.7329364093908018,-0.04373781534050299,0.8784305994078792,-0.7320964790691111,3.1300872847036425,1.6447860118282431,2.3217527693298474,2.559303381746355,0.2747572521267546,-0.7761788009686237
SIDM00544,-0.8227578574990697,-0.95890737431447,-0.08723118253774526,-0.7874353165106167,-0.8393566212263897,-0.1595583553687145,-0.1842416065030691,3.2552218138582623,0.9916742517524691,-0.7878894532710805,-0.6111131108605238,-0.5139910764091242,0.0899449035826649,-0.178037498492579,-0.6136582359805672,-0.6900887756302719,1.6430267507306404,-0.8663022098725344,-0.8404655340216219,-0.7460231380840304,2.977607370760555,-0.7226935528901607,-0.6613515057486918,2.761641994650785,1.2287191333742484,-0.9248883896902851,1.4162642472558187,-0.20888408269245287,0.19428354160707273,-0.5843775643813165,3.1855824842425586,1.4994929054191053,1.7241976788544264,0.25428830946361247,-0.9382596747769507,-0.8676950034529579,0.3278497188244156,-0.8180612093417259,0.7470076167901577,-0.8657479194343757,-0.5656223624493364,0.34194095992801976,1.3700753038380824,-0.8099428385922246,0.4384430967477608,-0.7322328636473716,3.075437217967721,0.21950379451950186,-0.7206297120102573,0.13476681366993531,-0.8812292934287969,1.5106316276301421,0.6435451914896206,-0.896819760015749,0.46732758323075674,0.818203082812088,1.214674448554491,-0.9369870925839543,-0.7915551380121862,0.9542239472692751,-0.9973381453994496,-0.8495392465803481,-0.8938160186033248,1.2188609796933563,-0.4525084386750201,-0.8283634306684606,0.6497729643781011,2.633309514892098,0.6291168462098653,-0.9419255138091022,-0.22985480261287514,-0.6251147805661135,-0.6800370480476996,1.8276416027714735,-0.6431415851443453,-0.6265922807108238,1.0354092330015476,-0.7229178406042138,3.5677402557532942,1.7550691907525942,2.355563857519657,2.8409029719880916,0.12155481531967212,-0.9551300700132961
SIDM01006,-0.745546525488832,-0.9166800022897252,0.19709953312036144,-0.7289287883030799,-0.509108564463691,-0.6145881107344541,-0.360461097033887,1.1655070618365984,1.1233103630937258,1.624442380363213,0.36979940546741186,-0.22104920772860212,-0.5069104607460733,-0.3944907437637153,-0.7875998515747277,-0.7643881721162679,1.544773440556673,-0.889790611266549,-0.7489644135274931,-0.6237541982304307,2.4332163841282424,-0.7445795324525696,-0.7891635078817648,1.3525635263023617,1.4519463606861311,0.3325002325744033,1.9441877655330235,-0.12784961396339184,-0.6316779546527688,-0.5510426078336238,3.3374848445981664,1.0855509752321317,1.7047934093262211,0.5131363004391298,-0.952443896434946,-0.9053401205106028,-0.39774598010218776,-0.48564982267724294,0.5833029047805848,-0.8268867523498675,-0.8660404344350299,0.29279656736300863,0.8384704479439589,-0.8282984805423244,0.3530327313314758,-0.7366147631630752,0.2696686850224409,0.3021949736516287,-0.5656509459759383,-0.43919694898597944,-0.6300243109313238,-0.5082042483926998,1.1946267731841445,-0.8805687709467501,0.5132655557882849,-0.2790856555477252,-0.625594148297223,-0.9135845594826307,1.3108451941782604,1.3303217202289277,-0.957157787149179,-0.923418119305792,-0.7487875880239943,0.7084482795511359,2.147066999507024,-0.19525356861674606,0.1319604786717699,2.3496302506423006,-0.736201813252372,-0.8870357367116072,-0.285052570531805,-0.38046857877512236,-0.6155420224880099,-0.5424419565223586,-0.5977011231405412,-0.5320870278896562,0.4644113634118691,-0.7202638018279636,3.424560571176364,1.395125790873835,0.6011063544572173,2.441349636718333,0.3011889829332783,-0.5979127551222682
SIDM00302,-0.7719500965446595,-0.9698777494041185,0.08562925296547262,-0.8510167380012058,-0.7835057964166615,-0.23275627874491708,-0.15137925493669654,2.882199162793783,0.8691748646254605,-0.8465799414527326,0.3239324844093276,0.639165199775218,0.08474965281172604,1.5553063304428993,-0.8683765525141509,-0.7893803179503441,1.4380274218189564,-0.720963627729553,-0.7939821731082215,-0.7597198008246782,3.4086414227015642,-0.7177934225980086,-0.6166737840895239,2.8003363336527856,1.1744029230507615,-0.10629177901933347,1.857301569622983,-0.28793934783514136,0.03704707144636204,-0.693676587852322,3.281839975178666,1.8565165136951503,1.6482962463514306,0.29834095690426776,-0.966388020527046,-0.8381277540732642,0.13192777499298347,-0.70149602359531,0.5358358975814813,-0.8523115088648627,-0.8910819900648752,0.30552057982020114,1.2921534792740974,-0.8877695171275973,0.8441033009446324,-0.03346452425924536,0.18288767311017834,-0.0009993636934111406,-0.7082272243353264,1.679164690335208,-0.8811006256852469,1.9136876933064317,0.556220174142697,-0.8215793292082294,-0.022488284169590114,1.4632298908505605,0.38876569714323345,-0.8460761544847116,-0.6927505299025086,1.9150788116179887,-0.968147572862427,-0.874416711155334,-0.900067007394402,0.8712683249787623,2.1284875069654476,-0.7874454850466276,-0.6905319917428446,3.007398086372688,1.6705698986668525,-0.9018499797379056,-0.2262182907255042,0.9620434268369236,-0.665627182656438,1.7893904889097205,-0.5996359589742135,0.08587870523840346,1.234036788078568,-0.5557443254976033,3.2063740742404776,1.8061977464265864,3.3411603868654396,2.873464843694818,0.4743251119612985,-1.0090378142341232
SIDM00549,-0.5994625853767028,-0.961007455413121,0.21861609818529362,-0.5938872411855988,-0.40750105771717965,-0.05229118615687914,0.07770606697467852,2.643917957684827,1.0788643389237427,-0.7317540374325514,-0.6612438653358653,-0.39852153806330753,-0.17858091109699392,-0.7437720081029431,-0.6344471023430228,-0.7727986145223498,1.8535609751828452,-0.957646614850102,-0.8391620796745735,-0.7705844463169061,3.0986570851248896,-0.6642489951695072,-0.6618828287982264,0.0017328117719088959,1.0545264775861316,-0.04358384338379527,1.5206421542175,-0.20413880565493747,-0.7509687206200097,-0.6428204011409929,3.371412207378177,1.129168369562547,1.8449610995634895,0.232767785054096,-1.0027815890455756,-0.7849183857103534,-0.29635787445549616,-0.9376725484569705,0.7363380471009408,-0.8283546790960187,-0.791431562239954,0.7819746410335382,1.0406337334714917,-0.7814616181455082,0.3836602204967882,-0.8358004457235391,-0.4302925934446234,-0.06957991652064274,-0.5428907487497547,-0.5646459454672625,-0.8045359326789084,-0.01003826263153668,1.7015798678401508,-0.8700192251507082,1.672539659600687,-0.5616547075094585,1.2260620025277542,-0.8148565730550027,-0.7263420707507795,1.466535298594777,-1.041376864328768,-0.8303600974061582,-0.9082348545536699,1.5972493310508835,1.175844754235564,-0.7298339860106531,-0.5081841476055451,2.265782383619328,-0.979241875307778,-0.9196618759663421,-0.27268095501534917,-0.5854732201438579,-0.7229265286308848,-0.4712207970334884,-0.6982434602985622,0.22204420473955983,0.3563265607314036,-0.6327435225158272,3.439196575171639,1.480187049988836,-0.5361742708533096,2.895053026861847,0.4394705471270379,-0.7955892527945293
SIDM00292,-0.9155602982247785,-0.9171969654393567,0.22926554924511977,-0.6579532608579931,-0.3887859635208246,-0.6628256063138489,0.2436774670799039,3.7425450029572054,0.613823267719946,-0.4344005609218232,-0.781250633147469,-0.38231215261285845,-0.33049521665382103,0.27458802038906777,-0.900188940146125,-0.729681071226918,1.54906504197916,-0.5361609900795167,-0.9368224184577746,-0.7197104909913202,3.4936320311642595,-0.7872725270695886,-0.8647192136699036,2.9889727114720617,0.9367488097321788,-0.33455025020229856,1.7060956894158972,-0.2798230150606677,-0.8071722099166438,-0.6589946479267884,3.3153023396722108,1.5953334527356577,1.5311746765120675,0.44231475732677505,-0.9692314822917467,-0.9119244317240893,0.07543950191715282,-0.9314813934185197,0.7987058691898715,-0.9439282890598932,-0.6916068318190719,-0.011646523079343666,1.9908286136385258,-0.8621150924046805,0.6311815864629449,-0.8182213146245948,2.8525315985900237,-0.5342408625818003,-0.6415039155900862,-0.3827163927710323,-0.863508584959656,1.9551211648757285,0.05149722400019705,-0.9864090060660987,0.1974544488279704,-0.7664691107714222,0.7961151581086857,-0.8417753479217052,-0.04031905164033811,0.5142302626251919,-0.9682779499441264,-0.48350425387911933,-0.8976439171829427,1.220839180115622,2.4666589095336,-0.4471862445931825,1.4217154561895882,2.3072961988673395,0.9683048371689373,-0.8427080325533641,-0.5213943459549344,-0.18832962028664485,-0.7632768438411149,-0.3467482165150693,-0.6092536149944829,0.54207210371247,1.110442920690853,-0.8523123587033209,3.6631019437820425,1.752315332577251,2.40628979529549,2.969517586647213,0.03709760166519472,-0.9652897625422696
SIDM00623,-0.7098089678624415,-0.959327354721941,-0.026222604001439904,-0.7694123069531676,-0.848826936124642,-0.6837665211930939,-0.47407408278452434,2.816065627418122,0.6717780231593633,-0.17772710890972512,0.358942851028515,-0.5088841533849169,0.22429980391451215,-0.8061878849302466,-0.8889912254535816,-0.7781399900842244,1.4702879331876688,-0.9361301810639315,-0.6749026463131617,-0.8630318646021649,2.7560746784448478,-0.7496496740509768,-0.7796255413936392,2.33555471174991,1.4666733424733587,-0.34653832990829136,1.7345539942779722,-0.43409547348546723,-0.7590580339480438,0.031019520418397003,3.0819413640993565,1.5789773674825598,2.4266610109348186,0.7823634761766681,-0.9214796839082726,-0.7920192026643535,-0.3594608093734913,-0.8647306651655787,0.9743674019197673,-0.9692965853430044,-0.9125200286074014,0.43798161741017766,0.7925433770021671,-0.8535539603249365,0.4699982790480537,-0.7302792344353484,-0.42663825139057204,1.0391225399583657,-0.7734083970758185,0.8996627307911295,-0.5093362912468747,0.4571685913971113,0.4960789511627426,-0.8909062899532104,0.7173971127576817,-0.48874350790146137,0.41907343042100187,-0.9658033322057198,1.6807647242193775,1.6443276199950572,-0.8374420777922585,-0.8232402720727694,0.39326078863772673,0.9037796255937116,1.1973565875011647,-0.8388691419169098,-0.6381308653956358,2.4069912781545444,-0.6779205548441819,-0.9090654710073109,-0.0002698123803091894,1.633112736577398,-0.6748829276870493,-0.3939529997486784,-0.5584879508256604,-0.5619049190212783,1.4988499264527386,-0.6739535440110509,3.014070695406978,1.8183655106400658,2.1179931529835296,2.366256439560101,0.4861945183394576,-0.782436347150233
SIDM00638,-0.7567833969110966,-0.9875356708505625,-0.20720288862845995,-0.6834242250087316,-0.814677482834733,-0.5255637805032389,0.01886453136169902,-0.6357334569456354,0.6551407673934763,-0.7037520414228903,-0.6058097502199239,-0.627213004586835,0.5170898028814606,0.05853215274008778,-0.8319487858567476,-0.8106533681249054,1.8152212048459462,-0.9046944848228179,-0.8276499195844871,-0.7599448247620024,3.2056487060698764,-0.6749880653957683,-0.7442966638149313,1.5926657476309258,0.8028746038460893,0.22736273826220427,2.1655214911933305,-0.16798665842846977,1.157883196222981,-0.7200047994813511,3.1290059730354827,1.5513989688543222,1.673646936183461,0.18247508982073815,-1.0136582400899514,-0.8508373356871232,-0.10165130596148798,-0.866187116794751,0.78686585637851,-0.886773413106574,-0.87476677737282,0.9259140255380771,1.2730236439623672,-0.8693679185156491,0.8307633368263141,0.9763950755633536,-0.4921542378170094,1.5298637455160045,-0.8982916273993273,-0.008840306087467812,-0.787419313466907,1.2734270227342401,0.6706644943083143,-0.9463185625578392,0.23536236259107327,-0.5956718711986111,1.1513741817815348,-0.930711940561624,-0.7284823010866128,0.7686314791512029,-1.0002815379312797,-0.8510251412335603,-0.9278369982619831,1.4838654463809478,2.076777638111328,-0.8667399107025918,-0.6279277258358573,2.8465470652227784,1.3446973857446196,-0.8272559147568597,0.12151186580371115,0.09923083908961586,-0.6920591383868533,-0.497882732903857,-0.7348592667405298,-0.38690615545449186,0.9918252082509201,-0.7502542632298953,2.9877317366227483,1.731249466365023,2.662977824708465,2.4848919047211133,0.8625007862030469,-0.8881382689522498
SIDM00527,-0.7994371949632285,-0.9861820844322963,-0.020357100366637196,-0.7100354352538334,-0.3851528014954596,-0.572350216029042,-0.33123680222296287,2.971599197962401,0.5992743890919742,-0.8532314493827655,-0.5179102943635056,-0.39409202057116327,0.02104690467714725,-0.5626120644920365,-0.8611310106207907,-0.8027543364047115,1.0112665984598583,-0.7960967798672915,-0.8604690286725525,-0.7906532373995793,2.878238757611282,-0.6410726617528977,-0.69249595450766,2.592280464380861,1.3463096573320759,0.5289885217756104,1.6380648837668303,-0.1485954687429368,0.2706233845867585,-0.8466621447614928,2.899797746096531,1.1633925063836366,1.477618895172878,0.3222163079127865,-0.9596220829864308,-0.7530755903225715,0.10186411097315833,-0.6176795542697029,0.6354679117251907,-0.9292322554867272,-0.913485524287511,0.505479272291809,1.146060113069614,-0.8616815483653597,0.5619775649730825,-0.2397842403128375,0.09279236454195132,0.03881826562935455,-0.8212404475871152,1.3336963936908972,-0.7929149352117135,1.2555798001790042,0.4998969860279191,-0.9153897143659921,0.20384840991337766,-0.5766219008293234,1.4070412999933737,-0.9189189973193069,-0.7308750800873466,1.3168026674803965,-0.906068617177327,-0.759918702789905,-0.938309617941728,1.3960731213122273,-0.3320014428533094,-0.8781109739539248,-0.6479231833845448,2.7119739757866066,0.8806568082519141,-0.89847400298607,-0.33422365415496325,-0.009495038971218065,-0.715799791365746,-0.4115914945965856,-0.6840624316891699,-0.07928408937720502,1.2320747310093183,-0.8675184960628608,3.273750894935972,1.5382087998761471,1.2432818638180918,2.460454426744379,0.6719643631087182,-1.001659963271632
SIDM00976,-0.8055247895719201,-0.9865871472047462,0.1418450655104612,-0.7976308840094068,-0.8565900835390043,-0.32252171299699534,-0.2622231695012653,2.8127936272626055,0.35606067147683423,-0.8133225053481983,-0.28714209020685993,0.09972928422606163,-0.151150464912848,-0.09797009536836165,-0.8222389086429921,-0.804307500668215,1.31593263220545,-0.9152470923260979,-0.8624151052251723,-0.8364810426775228,3.2201574452903547,-0.7163262820057499,-0.402429771266212,3.093804211051864,1.1928096150787189,0.15630032946634767,1.5715426905628138,-0.3641444918971128,1.5736870777841834,-0.8556427877797208,3.1733228882131073,1.649672931246561,1.4351075490431744,0.27667755568106206,-0.9882006036727816,-0.7252842723820092,0.06499283002755797,-0.721875459925942,0.7852861765380273,-0.8812952482434327,-0.8823822296215993,0.6122684569414987,0.8111851263124983,-0.8803493547518273,0.9637037152606459,-0.06722772010500154,1.462511194398864,-0.7425315034194429,-0.7085819924340622,1.2316428044084746,-0.7118844624535215,1.3646599335651084,0.592401683209206,-0.9250905044252341,-0.5833618978251223,-0.5840351319084105,1.431677629120833,-0.9555972332325459,-0.6055683113621269,1.0818076466352178,-0.8723119218681731,-0.9412701465366669,0.6065811065924439,1.2083418360270155,0.5085488959863906,-0.8804960549362305,0.918769651946138,2.919346768049263,1.3111311298199593,-0.9519521079986252,-0.4660913197019781,0.2532497860527506,-0.695675675453659,-0.19368834319031394,-0.5873404229592467,0.22199276159385442,0.9227438331390746,-0.6739760282514191,3.112466042627725,1.75041907895644,2.3729947122425945,3.001663225159879,0.3635085695174897,-0.9458320466695019
