,CASP10,CASP9,CASP8,CASP7,CHUK,PRKAR2B,TNF,TNFSF10,BIRC3,XIAP,PPP3CC,PPP3R1,MYD88,FADD,CFLAR,RIPK1,BAD,IRAK4,BID,BAX,IKBKB,CASP6,IL1A,AKT1,CASP3,AKT2,TNFRSF1A,AKT3,CHP2,ATM,ENDOG,NFKB1,NFKBIA,CAPN2,PIK3R5,IKBKG,CAPN1,IL3RA,IL3,RELA,ENDOD1,APAF1,PRKX,CSF2RB,TNFRSF10A,TRAF2,TNFRSF10D,NGF,TNFRSF10B,TNFRSF10C,MAP3K14,IL1RAP,IL1B,IRAK2,IL1R1,IRAK1,TRADD,PIK3R3,BCL2,BCL2L1,BIRC2,IRAK3,PRKACA,PRKACB,PRKACG,PPP3CB,TP53,PPP3CA,PIK3CA,PIK3CB,FAS,DFFA,DFFB,PIK3CD,PRKAR1A,FASLG,PRKAR2A,PRKAR1B,EXOG,PIK3CG,AIFM1,NTRK1,PIK3R1,PIK3R2,CHP1
SIDM00680,-0.8091235430907622,0.2808809016842841,-0.08169527981047928,0.254149385099439,0.7823900428478604,-0.9424259464853773,-0.8708018552397326,-0.2923776418332885,-0.6560324722396677,1.2386606937360383,0.5565628120427321,0.6718510676549742,-0.4058041465547423,1.3100830589112464,0.013656228723958034,-0.045593840917647496,1.0020160935053772,-0.16444238564889407,0.8327207159280304,0.40724453467325356,-0.018257244149941426,1.39191166461028,-0.34931955382616736,-0.17648453684584384,0.9380234428831987,-0.560650050315793,0.1362886796028155,-0.824465558452723,-0.9001946230911089,-0.13054407226795206,1.0688528396868575,1.8288325424962928,1.3332165968289102,1.1595087127227408,-0.7858032050910275,-0.589028587094743,0.5545464588142899,-0.791604344750181,-0.926264705063007,-0.0355051927906208,0.8907354787687268,-0.578830449282785,0.03719462490501005,-0.8726568256965239,0.44466156532555884,-0.3846239342324961,0.464320730746071,-0.645062962150809,0.7236652038486553,-0.44237342970047866,-0.5545773303786848,-0.7030233288087366,-0.6408117734968791,-0.6251409878732549,-0.6195038737932961,2.174451355282193,0.16371120703180156,-0.6447852304248114,-0.6151565824718064,0.28167340211369235,1.3896052129571097,-0.5540337791024323,-0.7556475724053562,-0.448164361426828,-0.7472111616108433,1.2352646191389294,-0.544162744845043,1.4759152044198676,0.1136028613863054,0.020245515543643025,0.6131890290441057,0.9054031428404509,-0.5880900472698097,-0.7623931993612791,1.2890080218435662,-0.8587949060654324,0.23844286729995953,-0.3226781354602146,-0.2621372267313583,-0.8487908201213847,1.4461866321991665,-1.0167975285385613,0.2557947974498982,-0.2371155570088084,1.8746874628875108
SIDM00346,-0.6808658842045398,0.6076953742523666,-0.13063033359697068,0.11041165468483381,0.6595828256142833,0.062115965083671655,-0.6112919727344144,0.5030040883539745,-0.8594342488243277,0.6733269603946633,1.377850883716588,0.619403043136949,-0.6237125529650124,1.3271296510448007,0.5941064182734208,0.20992718755267825,0.4599514484107899,-0.07498316500285358,1.6084986485430501,1.033615414431609,0.33112494497176553,0.8015314875246895,-0.30988216634363436,-0.34439084827128014,1.7474522043789866,-0.6479918953133181,0.02947165694175001,-0.8154834721099976,-0.7785377221962466,1.101250419806996,0.8658239784182495,1.7971158376587282,0.9663395467233908,1.089428175970609,-0.6199913123422233,-0.6981603272951488,0.65021994226411,0.36429693878465674,-0.8346058619987792,0.23566830256920232,-0.4770727000349446,-0.5752487267985746,0.8243755021185806,2.0551790180284333,1.3536592835355103,0.05771466806899552,0.20847227898681928,-0.718562773986675,-0.031301540503952056,-0.6238203235833082,-0.563954999151068,-0.4066961362788634,1.6696487733102636,-0.8006458645957925,-0.5468089246082967,1.2324770122840498,0.10700571082560502,-0.6691587388496824,-0.5565658978994763,0.16487255870853296,1.57139977539042,-0.24063851935592143,-0.8024921399976537,0.073071550382608,-0.7594142082357435,0.9340009223910194,-0.8200631146307082,1.4520967065173398,1.3538747867969678,1.0968623450301538,-0.31076272181726766,1.1032659978133879,-0.6317084691652186,-0.5410162737391846,1.5718192123819463,-0.7498030877403654,0.05045056689904515,-0.34394339019223275,-0.32800965927998543,-0.744937664734279,1.333934894402654,1.0198604778143399,-0.06917609304047243,-0.48529553389357716,1.4880294795430942
SIDM00129,-0.8442258590550313,0.5091997982136871,-0.18113245153295499,-0.520957355351077,0.33877658475441164,-0.5605672474942175,-0.6947791604449048,-0.9197437522657632,-0.7246673005612025,0.7127313816879302,0.8250680948217929,0.7342545577689104,-0.35117746268192546,2.1014212967537937,0.21063089739644242,0.15008800850581255,1.0590264240936098,-0.5243831333364112,-0.18610763708716885,1.7647004943610154,0.20541795491466897,-0.2239563615899213,-0.7480588626021243,0.4241318248685923,0.5412819858473958,-0.4599898462911649,0.5996344064464946,-0.5632824536300192,-0.8686391128590952,-0.21523953634968546,1.3713037707313043,1.9664203466438412,1.333279208276775,1.4167774743934842,-0.6499512328879465,-0.6174423874750147,0.6172711308547804,-0.8576200939949851,-0.7018703047656978,0.3619979777475431,0.677232126180911,-0.7254954844348727,-0.6016518004415636,-0.7577233202832151,-0.21261195458294607,-0.2390178260426303,0.5570240319042113,-0.8292279141490678,1.2760107923891142,-0.6368779354555033,-0.47740819755875036,-0.4905444580256955,-0.739354236131141,-0.8320891473671808,-0.7088841516062979,1.942807487020233,0.5696311780657743,-0.6460805161337153,-0.5279984821146799,0.07971284184903105,1.21269535575879,-0.8533840676415676,-0.6006373428378766,-0.3443960743946103,-0.6702369407778614,1.1543555939755914,-0.3936552409676809,0.48953632246481554,-0.45222971251712524,-0.06547933371986855,-0.2881672446096112,1.5261143738213414,-0.5100370577741572,0.2677456387705371,1.9377934525583544,-0.8078151049548936,0.6341293566826144,-0.0498065583108029,-0.3579723441582373,-0.8346273696026001,1.17937011920729,-0.9674276205934513,-0.4806376037909204,0.14829680239589826,1.690102677443037
SIDM00627,-0.797458858430769,0.083915665609707,-0.2646770799693332,0.6667219028483954,0.5384391028854105,-0.8197200210286539,-0.8952699245889142,2.203815725129348,-0.03725463024008624,1.3481037426567974,0.6607593202616407,0.5240364946209122,-0.4474400918576793,1.1395305882034463,-0.06027188111540832,-0.1349895615832275,1.1352786871169045,-0.0753355943158443,1.5944842003158008,0.8380410021044015,-0.3740754557383764,0.4426766826895908,1.9622752636710772,-0.2575397419967027,0.892590783379389,-0.6053265553515269,0.32904394261793923,-0.9247694878893508,-0.1913793718851786,0.1539790200478816,1.598490981818066,1.7060114939861404,2.0697660426217572,2.0954876590534197,-0.7745812791716788,-0.6079381022784738,1.064204611102894,-0.852349225334698,-0.8756048322794845,-0.11330324872582355,0.6161166159404303,-0.6865744659714661,0.6991695795431815,-0.8905467443840848,0.0024895335958372896,-0.12393537299806469,-0.4621296949379342,-0.7575404038614075,0.10091321380716017,-0.6887211323182586,-0.10009783554731594,-0.07371236521743632,0.19077875905934544,-0.903429826929483,-0.7145727744670013,1.7339396808448637,0.15798371886432125,-0.5087334388181104,-0.6060125452895092,-0.03833139812997659,1.6384987365380252,-0.9167088717351416,-0.6307909118086279,-0.15157454870850082,-0.7450940639126921,1.5989979462220252,-0.5685066493228387,0.7439369517576111,0.8889365004552976,0.4937786877085337,0.6592408454403383,0.7329993660239408,-0.7694009144402062,-0.6800100434410244,1.4785619834668409,-0.8944072410719922,0.009555630322109794,-0.6140155556915631,-0.45289245352191954,-0.8307454772373132,1.375307590019676,-1.0449592813824489,0.23345335258175703,-0.3804362753957932,1.5876005111600109
SIDM00293,-0.8854297641054985,-0.1790411453636979,-0.650990448084455,-0.3819947431393307,0.9945061995102654,0.33396324795862375,-0.7400976749685383,-0.8520585946527334,-0.8958520570239016,0.7137810336582151,-0.18608286729638082,0.7619884288002517,-0.6999018246383234,1.2873313530069581,-0.5327214482228052,-0.4665400450787127,1.1149935199359242,-0.31044188590379895,1.6013718962627823,1.1575828323571316,-0.36326291918035747,0.806019350409145,-0.6747682186046134,-0.3795406287828418,0.987234951850309,-0.41413746378145927,-0.3088492777887945,0.4339639861578514,-0.6842511039166697,0.2540509764792045,1.062221385235968,0.10861307325562723,1.3560784313889875,-0.6106087553652026,-0.6888709021310506,-0.6359025961310524,-0.36423785692842536,-0.7462760342849187,-0.8921010365788578,-0.3102752215938349,-0.6606497749919593,-0.6786204663306984,0.008597208088247377,-0.882197092066402,-0.4269339189306877,-0.02430478230715251,-0.6344146642626006,-0.24968613812061874,-0.7283549586129623,-0.6947484273280281,-0.4300185172471529,-0.8192902257017403,-0.7588993978196096,-0.8262209650948626,-0.6220398174108289,1.6409296899137686,-0.6105879632605554,0.3393905724325136,0.03960218886724552,-0.0921866970934638,1.124884351470763,-0.8555819531654604,-0.7091731469380524,-0.38260890987641955,-0.7776781679784098,0.942714547194747,-0.7702912180139395,0.6658007333687986,0.6550017434283466,-0.31759241014989664,-0.7562282331553565,1.269674584086179,-0.5539371090256453,-0.605858308022002,1.7303495119452583,-0.759762488074957,0.12142148567522094,-0.3134325859325853,-0.041935740437792496,-0.8145395727629431,1.2397319437853682,-0.7031874579178844,-0.40178952262489787,-0.30543165839103276,1.0080205157534754
SIDM00274,-0.7948272071278768,0.4285446663388141,0.018770330575016703,0.4384258075758469,0.6532938246561298,-0.6228032631674633,-0.774258639268314,0.8609878529163216,-0.0012996374330162103,1.2021994080443712,0.9428072053713388,0.4667989206986041,-0.6318574937859947,1.1240907905382151,0.42571270980379167,-0.07279716112106308,1.2060674432557568,-0.28181299561253303,1.0671254304634767,1.3133246452009952,-0.09297276636573495,0.9394138205721051,-0.2638001367252694,-0.36225934409951344,0.4429719988274427,-0.29949643014654215,0.08771715096993406,-0.3891884535485515,-0.878271436866881,-0.01795619840078115,1.094213949689573,1.3641064183110934,1.3602618919758231,2.0656082166322447,-0.7853497269744867,-0.6101485595505051,0.06714681956770635,-0.6722030371568191,-0.9531640395685542,-0.10153445336088589,0.49096748302830245,-0.5936950152693503,0.10015504264348793,-0.8758261703372635,0.5702334178365523,-0.1317583053494903,0.969478143008403,-0.7058547303116445,0.2024678517007741,-0.5777419306299144,-0.17178607094957288,-0.5743973499848586,-0.7522295407856229,-0.7152040865213304,-0.49548544680029305,2.0200606891027575,-0.22480168944768394,-0.3186359978480326,-0.7799906421033929,0.22352435965347153,1.3077123793287013,-0.8835677171514129,-0.7329364093908018,-0.04373781534050299,-0.7320964790691111,0.7487194431194768,-0.753574063119857,0.6993528190714392,0.8267581547975101,0.7038086427692489,-0.13396816462769381,1.3815869446384001,-0.6334948764651515,-0.6377764714988481,1.2920004997953218,-0.8025356751593353,0.38491018227137397,-0.465397369926697,-0.572767660688121,-0.8128808490375085,1.9925596709416886,-1.0944127010519522,-0.500529204617831,-0.39017735480411236,1.581858910423093
SIDM00544,-0.8824379338799776,-0.12837758308492478,-0.6208225719772249,-0.1122719751234859,0.8660607418147371,0.8489345449355302,-0.7950677593521347,-0.9199812194643439,-0.7869344375080042,0.8565943101867339,-0.005994095165225493,0.7773797726641947,-0.7593500061188494,1.1783229919021085,-0.695709309136367,-0.48063488910951113,0.787650228217055,-0.6187776071395118,1.6479100527650958,1.724287712769786,-0.30761746777220345,-0.08083705300741778,-0.6661790746350914,-0.004228508675871644,0.9949771458706158,-0.6121097792117942,-0.27456472017322225,-0.11985905888242854,-0.7651709063442188,0.1661799754177999,1.3426548590110126,1.1229585162145923,0.9585087867915912,1.092961327478436,-0.7640012709159955,-0.7193084817269003,-0.03941722030803706,-0.8239168796991817,-0.896140411211232,-0.11887749224240526,-0.5474458065836011,-0.6470549700378893,0.46732758323075674,-0.8468975294752631,-0.5583419114281245,-0.05506412243656248,-0.6034157039879295,-0.8323995639776517,0.48170806141043376,-0.7257015019236613,-0.6997906530992911,-0.7634740878517705,-0.8860720643757906,-0.9507630991962311,-0.6310348084651739,2.300697988237737,-0.21393003957038007,0.27361264179731076,-0.3675858664113151,-0.31492077006402663,0.8853132215609821,-0.7736851668787954,-0.6431415851443453,-0.6265922807108238,-0.7229178406042138,1.2564271717864908,-0.5463699492388814,0.7900846197182474,0.6356711715381769,-0.45049211305354725,-0.7272876496801504,0.7563127903766875,-0.6894709995695639,-0.820322905226844,1.6515476183351538,-0.8017874667869443,0.46305883050550284,-0.5868857801917522,-0.4043232847229487,-0.8180673711265528,1.5148298536210378,1.3726520121628722,-0.33557552021695425,-0.4630769010247625,1.2687063303551671
SIDM01006,-0.5049009720858402,0.1232626379641842,0.37393193357363574,0.21574287960796754,0.7586639051422618,-0.6436238661901644,-0.6690654493631867,0.3611035885368905,-0.3945833579496515,1.5591923172582418,2.3460677481553573,0.5810400130852647,-0.558486192994088,1.4985077551089496,0.3575113494460372,-0.4002267278398458,0.4650922657549323,0.2301855570591809,1.0454111291402857,0.8346759259474378,-0.010246678620620038,0.05112819333939524,-0.59833476342004,-0.33982816363143936,1.7109218279662788,-0.33555145886811055,-0.4637762511109595,-0.7690522110542899,-0.8242525885425687,1.111697365426974,0.8928574304466642,1.4376749727766696,1.5372361721245225,1.3804722893924568,-0.7309462506710215,-0.5320098297374909,0.02334826203456762,-0.824879815082009,-0.8938088370013604,0.08572114666225727,0.5307907494793134,-0.5714753167640337,0.5132655557882849,0.3661656564564125,0.8551438322373177,-0.3377762407690852,-0.4277011445334391,-0.6387335152399435,-0.5826012816204849,-0.5697618473723813,-0.0958060462175276,-0.7650146063420696,-0.7828251152200482,-0.5063802833558172,-0.6400058554929874,2.0570499172582224,0.6734022350513384,-0.540995781156808,0.764220347156875,-0.10498849759300996,1.6339393202386912,-0.8022684484149631,-0.5977011231405412,-0.5320870278896562,-0.7202638018279636,1.073248149456037,-0.5155953642254577,1.2803160118311887,1.0031742052654413,-0.3154573584245244,-0.5163140959127496,0.7700573544979514,-0.5399803379657943,-0.6932060724446115,1.5695930461163141,-0.7513864130715201,0.1957495984290495,-0.5003842126950802,-0.37210893735179196,0.36126396725639964,1.7226191880935742,-0.9235686321565986,0.16080371891121145,-0.4645110897148454,1.1279939018422724
SIDM00302,-0.8199225074697505,0.14828808522088513,-0.05028210585035063,-0.023880586979755966,0.6523947577308514,-0.23601843898720493,-0.739407243780085,-0.429901228934291,0.8477662538154463,0.9622053756503575,0.9283610946391598,0.7427938904393564,-0.5298367556815697,1.458562740818613,0.38435591862244894,0.140378501239588,1.1301849177563181,-0.09069943317348717,1.0406540980298438,1.6969800945275066,-0.12807705316240522,1.0367927280597484,-0.4509697244290667,-0.035321687491355724,1.5318461974271766,-0.5518085934318944,0.4670748006191329,-0.3716912625499138,-0.7943939390103164,0.2629902146999302,0.7041919618583334,2.113095339964652,2.056431567955639,2.628265774759412,-0.7059642761887356,-0.32451167387133323,0.49995627534796355,-0.8497062297909681,-0.9970777953617962,0.04747669760101362,0.6260682457512533,-0.6025183077147089,-0.022488284169590114,-0.7917331861058402,-0.383441325246923,-0.19384638801150297,0.3544960782458994,1.1898266441408811,0.41149671587256687,-0.5714862919979692,0.15961412334048627,-0.6685016500538462,0.4012798374937655,-0.7946525477099579,-0.05474036491426411,2.122835607212724,0.1927027204063131,-0.6622226806284367,-0.7120186234238006,-0.2680069313286095,2.1607815885394572,-0.8110906087217064,-0.5996359589742135,0.08587870523840346,-0.5557443254976033,1.4280389359961059,-0.7322184852088006,1.7045845925417102,0.6795287048209503,0.3348648061698399,1.0271837590410344,1.0487223669857966,-0.6721009145876568,-0.5037614035981208,1.4435260129766034,-0.6961202351290847,0.5847131806955245,-0.4241941305486837,-0.11856990495221487,-0.7315362916648669,1.2677519443678689,-0.9078581480152289,-0.302488500812114,-0.4578689950175727,1.363943098796475
SIDM00549,-0.5454920946615334,0.41185372310599877,0.08968384416707192,0.33289150573058324,0.5622248489654107,-0.8894014845262178,0.3385357505465338,-0.858300366705584,-0.7870002367128819,1.0569887661862587,1.7758254845528734,0.8242885126896242,-0.20702658763393242,1.196346251950387,-0.2688484700469974,-0.20967193019180563,0.9835376177892988,0.15815777562164016,1.823456213211342,1.6121645376242,0.13294556164407376,0.6772221721051471,-0.6950360710362512,0.1366913382325795,1.2657783202918305,-0.5101267194742084,-0.35241312991805,-0.6414026571395611,-0.8418092179159334,0.5478940863520821,1.3040606518452251,2.3466437204760022,1.7578795706070638,-0.22465596239747698,-0.408768136349565,-0.5077247761889075,0.3318779522537213,-0.5954078451512371,-0.8168765585732253,-0.031235058478291906,1.1188915278654763,-0.5019038146132181,1.672539659600687,-0.38387429495166847,-0.5310998124296072,-0.04375358106027204,-0.5759209359300111,-0.6711107064190673,-0.19573200164517124,-0.6550493658242605,-0.4470033628607041,-0.7831088075226728,-0.26664733709424393,-0.7814025302534433,-0.6721384662446775,2.111333736575997,0.06413684329038485,-0.24962048720313607,0.2944680457853702,-0.2078307315387108,1.2749960256843405,-0.8276770493526259,-0.6982434602985622,0.22204420473955983,-0.6327435225158272,1.1867808465016265,-0.3453877731120834,0.7055811897254805,1.320272509750748,-0.13778170388428068,-0.21607671134268078,1.0844692923694241,-0.46272743719833054,0.08916985822796912,1.5856389348512332,-0.7750026326546915,-0.0351938800978912,-0.4972109284296288,-0.12172941049284565,0.3148250035869147,1.602630167364375,-0.6261214984317964,0.2432599305547697,-0.48198989773708173,1.3413781378612502
SIDM00292,-0.8969113593996251,1.0801131520937222,-0.6963880965584012,-0.3292060431213407,0.7140390069066747,-0.22789891441307902,-0.783544572950391,-0.8464118192122357,-0.7027997680956866,1.1377323912458321,1.1164476332965934,0.8002532467924761,-0.8232389179320928,0.7258061603268261,0.20308040557957438,-0.4152650750238885,1.2448230149893367,-0.07203943613160065,0.48042170101943904,0.7528118442311172,-0.13753998362531356,0.6189444487247645,-0.7302486470576363,-0.08658699144109862,1.470736321845677,-0.6459773657077847,-0.6593919128504845,-0.20668644863113433,-0.8030355588619009,0.3080729185099806,1.535300488822055,1.1340283456270965,1.3989525441332253,1.0174496510873028,-0.7438106158411865,-0.7204301361762397,-0.1183873217384511,-0.87859707887079,-0.9248991842600527,-0.11848347908039736,0.19240128885822555,-0.6067925507284848,0.1974544488279704,-0.9193514129528437,-0.4172740814634636,-0.19769439213211934,-0.5989494940220147,-0.6317497291738711,-0.5674732188582077,-0.7615029502177012,-0.5416645652269131,-0.8370775403004552,-0.746983570655162,-0.8613914597288317,-0.7990923935915876,2.088456440057712,-0.11309654453438123,-0.11648945217440111,-0.676656397806192,-0.037383021866612166,1.49407015483958,0.13521514653780947,-0.6092536149944829,0.54207210371247,-0.8523123587033209,0.5902753681139751,-0.914177968698935,1.5213296056462315,0.6384971137629311,-0.24657692512942295,-0.8911627954588974,1.6933837342756246,-0.37454664567324586,-0.6376223552646125,1.9551506859346999,-0.8564575562723209,-0.2930395002862861,-0.5145375465642945,-0.5032575146290429,-0.915066047172562,1.1301820158327138,-0.6570685978266521,-0.15085693837049677,-0.4842926432281315,1.3804342599003847
SIDM00623,-0.870706782987439,0.577292266296169,0.20021357651339478,-0.38281196318763344,0.8868760519921826,-0.8104845449732553,0.6420437590580512,0.6235097883009011,2.34726377495042,1.0907087143872438,1.9936309854171368,0.8884039066728371,-0.3485728895468751,1.1662067259673887,1.9031193518630238,-0.03820765688409109,0.9184133779050311,0.1325294938969735,1.5363320964229836,1.331975621627508,0.4724827724354724,0.7612990888631385,2.6450271135360213,-0.0050078218958011745,1.1438824300131585,-0.4562191584659462,-0.6561802638842736,-0.6868369585275791,-0.806742944805509,0.008260585142450786,1.1630221931517295,2.5946165680369844,3.4501121591172574,0.44232304429473607,1.0731962481626682,-0.40015801375276433,0.17171385083263907,-0.8766052254895467,-0.8318854489253122,-0.02695348492849391,-0.6437858317207837,-0.5370101938493971,0.7173971127576817,2.257329243955272,-0.2999859071943264,0.4718551398834815,-0.548218505884353,-0.6978505241591162,0.7414601204189424,-0.7749302605027221,0.21850813528499877,-0.7483770197593453,-0.7963840218732445,-0.5944595169788729,-0.7526187356365283,1.4043821072580498,0.297187066910754,-0.3833720413025288,0.46575875907197734,0.91547618789169,1.8258891358730025,0.7521952256401584,-0.5584879508256604,-0.5619049190212783,-0.6739535440110509,1.4472684987826157,-0.6002110437202046,1.0364265343728174,0.44211383784769986,-0.30597144253973013,0.6812672106723664,1.305245745812188,-0.6304184616979011,0.20454079394184796,1.736364831660277,-0.7790503842026216,0.3716329966961767,0.5579132528230705,-0.47877553153753477,-0.8200513734128513,1.6583246198592527,-1.0692990146602046,1.1278555977254805,-0.3960373201682722,1.1380523770348163
SIDM00638,-0.7983728602773682,1.7642491651397287,-0.3663484736658629,0.4676796780489501,0.9559883852439588,-0.7243959420750955,-0.8047631318679349,0.2711686088467302,-0.8253077043829348,0.9719875185900761,0.21405989164282146,0.7092078784758525,-0.6548387638406451,1.413056972167646,-0.0776760072831999,0.011930433830456904,1.0747926632113731,-0.2488001244885822,1.480662195890505,0.6330089848882705,-0.0839078741165765,0.7075415640888454,-0.11787615084265778,-0.08673188795014529,0.6928260586976432,-0.570774906735604,-0.1267123203963195,-0.831694600051652,0.12248247600287238,-0.1888088877251191,1.2404555595017313,1.3722454702504168,1.3397793979280836,1.9681469532012648,-0.767184505532819,-0.46902699381940743,0.8906402352554078,-0.9059629566741603,-0.9418234647333086,-0.1806587135118376,0.17626306232585714,-0.5767088536471363,0.23536236259107327,-0.8328626071021006,0.3100561762345753,0.035996931625891626,-0.4757767184252116,-0.7521873111697761,0.19628598217225152,-0.6113786105781629,-0.6000106192271712,-0.6592413856535267,-0.6090173048286928,-0.8459939091839551,-0.7866376975010388,1.9775869375912092,0.19949456771788796,0.18490004715256575,-0.7392737665448961,-0.31062619331839875,1.1009311119571892,-0.8585840614869859,-0.7348592667405298,-0.38690615545449186,-0.7502542632298953,0.9141785687067597,-0.6336160122283506,0.8683395453270977,0.5302383905804797,0.5167996692304009,1.1203278289796694,1.0303953119086944,-0.6763527045320697,-0.6282320633594224,1.4655343160702836,-0.7594761617072145,0.3820513754941118,-0.6327241717113571,-0.39202617686243907,-0.859920551206787,1.650268831854397,-1.0541464903780333,-0.5712217918413564,-0.522820227125133,2.051773225827272
SIDM00527,-0.8814938077336256,-0.020981680047445612,0.17354811885997973,-0.2557444113423515,0.908957658797755,-0.1686303238847111,-0.7909900900278534,-0.8895460779693005,-0.268772650699543,1.4864254003275958,1.3993082935505774,0.4154333928257237,-0.5789295045333458,1.7737230802026132,0.16403332633266815,-0.07721776057889314,1.2004993661480532,-0.09582887033799922,1.9028749054538,1.9153342733770267,0.06971321193181354,0.8287619596235376,2.271426313646954,-0.2277475945911904,0.9009755135677775,-0.6225102452620366,-0.10714106683456026,-0.5217907892122146,-0.7998143644941711,0.6412622555475487,0.9478982537717616,1.5385708112910985,2.3640134840862417,2.5422388850637043,-0.7261185406676837,-0.5266964956225286,0.4667755072663949,-0.9071657335169118,-0.9406023117876098,0.057706829888257545,1.2829560829700373,-0.5697849133620684,0.20384840991337766,-0.8886039423741634,-0.5107937690373532,-0.40613834809288973,-0.5980036940574107,-0.7427585914995593,1.1891084851202227,-0.6531941583513122,-0.5867545216238814,-0.7164187049936943,2.803074724074463,0.2760816871028098,-0.06012959220696362,1.8340986714296716,0.19114512855651367,-0.5159133771122212,-0.5853159960902704,0.16227064286074944,2.008816578807586,-0.8891757034538812,-0.6840624316891699,-0.07928408937720502,-0.8675184960628608,1.417131749529206,-0.6598027011914668,0.8814264570182357,0.7107469547530728,0.0016340764228345657,1.5606441900785821,0.8205894525801358,-0.6754164611084325,-0.3620060794039053,1.7523414863176336,-0.7817668109691526,0.6216680724141539,-0.5426594555153258,-0.21511350950961677,-0.8472060249727751,1.4938155978706125,-1.0328496472565718,-0.16010607044808842,-0.25500684364479836,1.342273717137668
SIDM00976,-0.8309012976632015,0.1758105631080014,-0.46811098574574944,-0.2565092139106013,0.7476409139568831,-0.7597925385181122,-0.6520870604514264,0.13228338844422272,-0.3828127994245508,1.0878879399175483,1.2201668836527382,0.3860389131933626,-0.6427033862323036,1.3106594528691828,-0.16543706621915336,0.40280614462169495,0.93495604454767,0.4990174306639977,1.4942323209613821,1.630162267479689,-0.07385551994449126,0.45213969899946743,-0.6031884010991688,0.164146894252489,1.1295824381211066,-0.6495985071540442,0.3557499594533881,-0.3677473118272014,-0.8440724311174885,0.06746023373944,0.8905201706716167,1.253740465905781,1.6900824689665817,2.4775027669118814,-0.736793698257556,-0.43508767681352556,0.15070017416906695,-0.8800236771802549,-0.9611711112673361,-0.22110045709920792,0.7921824535183618,-0.5499867847235027,-0.5833618978251223,-0.7994944209413233,1.2949886182010701,-0.3348871565402672,-0.49900365200226415,-0.673249535948602,0.3218734410899412,-0.3910135358593417,-0.4408927758307425,-0.5714800881872856,0.9873056402307061,-0.6855549537364919,-0.24166650072031345,1.6305996081676604,0.25499102140575525,-0.6472659937718621,-0.7401371467663407,-0.3046381395322813,2.108222741044128,-0.7752089224398667,-0.5873404229592467,0.22199276159385442,-0.6739760282514191,1.1845825186999221,-0.7866819377276092,0.9620795106688376,1.1124624573533572,0.13158132076134027,0.5613416129810506,1.1107507994045118,-0.6715851476173289,-0.5097438637785281,1.6183276754902887,-0.8373856625507894,0.13642092327932076,-0.48660013797244195,-0.506774280495593,-0.8337291283578169,1.4711486803035374,-0.35928627424830384,-0.07097789282701854,-0.5316005230199855,1.2567149369605748
SIDM00316,-0.8410885015966795,0.18989369334585715,-0.14487177386104327,0.02525151880961947,0.32151822826479887,-0.8487341166020591,-0.8291622810610811,-0.6786727294524216,0.052446871522031764,1.0797554336027353,1.2146593073689402,0.34800198561048656,-0.36332894806250815,1.4110035460268835,0.10595701227549657,0.38423496807640495,1.3189011607887275,0.3970150277486393,1.521560110198223,1.0822168869802173,-0.1541155115061189,0.7434706281776582,-0.8487738019061078,0.04914254039676153,1.4017808667098475,-0.5088061786101092,0.3031925160809852,-0.6269029384043396,-0.8375081280568084,0.12511580799854297,0.7480025227938257,1.424370298888841,1.8482534956192533,2.3514708415123997,-0.7665298574030405,-0.6076975299928481,0.058434963553223036,-0.8868381024751127,-0.8602901714534854,-0.02277359319892975,0.3580220918825896,-0.6631678891483682,-0.4772317096664239,-0.7384314187711891,-0.6195591931813804,-0.47556401075473614,-0.7145246475271769,-0.5722744360250738,0.10858627656279643,-0.5815269770865454,-0.08455119204639981,-0.6399274436738385,-0.8526145453273405,-0.425841579694266,-0.3348424788002062,1.9652911556598338,0.1362986710511138,-0.25386975318674726,-0.7492059294024865,-0.1339441432731269,1.989648198630846,-0.8605403571020854,-0.5296445640565808,0.447437734000962,-0.7320429691205392,1.3231295032816082,-0.7541723779717525,1.1244995711139352,0.6028602166006068,0.22060671903825094,0.4827692947197918,1.006047307735606,-0.6234207030808038,-0.4694291428476385,1.6580078001497558,-0.7591907531850274,0.6016840838384555,-0.4863162488361789,-0.0572157474201727,-0.8066572417645654,1.0958620727398451,-1.016229003349926,0.18764844521312368,-0.5243610899008924,1.2656714571066756
