,ENPP3,GCK,ENPP1,UGT2B28,PGM2,UXS1,UGDH,MGAM,GYS1,GYS2,HK2,HK3,HK1,GBA3,GUSB,TREH,UGT2B11,PYGB,PYGM,PYGL,UGT2A3,PGM2L1,AGL,SI,UGT2A1,GBE1,G6PC2,GANC,UGP2,PGM1,UGT2B10,UGT2B7,UGT2B4,GAA,GPI,UGT2B17,UGT2B15
SIDM00098,-0.8458036093793924,-0.8544664705961631,-0.825556406385135,-0.7462067028726946,1.3650000773462838,1.075863047081229,1.4971914582999855,-0.8972052387211863,-0.8661146734859092,-0.863292951639034,-0.2686112915995393,-0.8750468078988475,1.2557603544711136,-0.8422968321010057,2.1653612037530734,-0.8425280499975065,-0.9517058947572912,0.4495380720688353,-0.5659454791462294,1.6281302674998144,-0.9413226056959203,-0.5594526760514266,0.08401276893571795,-0.9203188996766478,-0.8054738668397816,2.167840683038777,-0.9148424624381657,-0.4665458172244125,2.812116772324952,-0.4268480196812567,-0.9251896255100607,-0.8151828600220804,-0.952093668044057,0.458741407604204,1.8585216120094392,-1.0222583418128588,-0.8677929741973631
SIDM00225,-0.7311621154240635,-0.8837305400516089,-0.6441769209993681,-0.7935943453579798,0.9747886214378727,1.7977137331858253,1.4281644008858436,-0.9580785054740125,-0.1458459421008092,-0.8141084223820083,1.1446447739138452,-0.7431405661930498,1.776345307893649,-0.8158922626675861,2.3886076711604267,-0.8130051719450647,-0.945337935446959,1.9325968222293248,-0.625799251258153,1.7815639818390734,-0.9912903365422944,0.09622553113876955,0.3635579206356736,-0.9461723910303643,-0.7953921310965556,1.6625904046850366,-0.8732883871656237,-0.13482631840952483,3.361163416851113,1.6775446520074848,-0.982039469252121,-0.754449150059479,-0.8992858571919354,-0.01549247511180495,2.602764310880998,-1.0644024116214899,-0.9380475839249166
SIDM00846,-0.8839302703511688,-0.870586812331592,-0.5804889844719631,-0.6994579543065258,0.653975177896084,0.6372926380207461,1.2398511608869143,-0.925851802493941,-0.4954846905835779,-0.8964171043031185,0.743036197983554,-0.8763333342508343,1.0596996850503686,-0.676135462391908,2.258560623568958,-0.659405217328843,-0.9222445487325805,-0.3501836936963584,-0.7802119937970625,2.0789964158081515,-0.9547479165268341,0.1527256956703054,0.7119220122110244,-0.8943452045751352,-0.7923227529603447,1.9440413840830513,-0.8400565974307819,-0.11011995227392274,2.4539402155216927,1.9498302457093968,-0.8913127877581521,-0.7870954370870136,-1.0510938497626263,0.2787123861101168,2.328315733805328,-1.002096718771684,-0.9574370899735438
SIDM00291,-0.7373502357393699,-0.8069902223476111,-0.21758338164390625,-0.8424237828065982,0.7769333223475203,1.1145905844227095,0.8869247984445334,-0.6292756266422237,-0.3995976215643318,-0.8187878191776069,1.5361491312942077,-0.8054279181827032,1.3767398366540058,-0.933964421615421,2.2190662787965545,-0.7282541909947029,-1.0043674735253176,2.5088396019134485,-0.7497660166166875,-0.2949878414785334,-0.9311365797528557,-0.4043961432345389,0.44778734426801425,-1.0248550347373113,-0.8765000181759927,1.2963732569969473,-0.9423927929690271,-0.07449610446632218,2.334642037609081,2.2088406727408034,-0.7293496388721521,-0.832943332842469,-0.9679703636768383,1.3649003508143778,2.5800317818379246,-1.0507438304324197,-0.9711558988318769
SIDM00520,-0.8806146626398162,-0.7844595553713121,-0.8526637874017877,-0.8439004859579495,1.1136493055786236,1.0801553026535529,0.7856850356383809,-0.8043021911461142,-0.39352639840353654,-0.8793756190262934,0.058117693404186745,-0.893591571758843,1.249847988832574,-0.800967443149579,2.0767773766885274,-0.7441609293060142,-0.9048549296027879,0.4420808446324473,-0.7384659662125707,2.246649147729388,-0.9993698764303643,-0.17835304424103418,0.5174097330851438,-0.9571619525944745,-0.787650250581698,1.6531428272830222,-0.8822364215601743,-0.15207847025308338,2.7415274221025223,1.8359106421453455,-0.8210466425134307,-0.5963948515682339,-0.9289567653492521,0.7266453845054568,1.9568600705983685,-1.0457188286413166,-0.7916510585013975
SIDM00003,-0.8430662059597913,-0.8442852691869075,-0.8179435333867618,-0.842863571334719,0.8727816060899486,1.259226399771453,0.8107325142874778,-0.9374367532202396,-0.4308250023012829,-0.7742930187770464,1.380262040152674,-0.7150989954850249,1.654426748650988,-0.8272225832340365,2.029703242430621,-0.799248735299342,-0.8558132568956126,1.429845122333748,-0.6063143642516778,0.09929337436931533,-0.9163647929601066,0.014142034071780649,0.6905219674960612,-0.9106704074827944,-0.8521872642486024,1.5751584746016418,-0.833454428969937,-0.027693161537335274,2.838676157899047,2.0960993182122123,-0.8180382443412909,0.9786392985454025,-0.9070486738668441,-0.1432414565951009,2.6438261128920453,-0.980226690895956,-0.8021889460367159
SIDM00136,-0.9173585457137295,-0.8128201143353255,-0.8336687377779558,-0.7841512308553751,0.6018498113383849,1.0816134017653525,1.511433954741451,-0.9280061094186802,-0.24712667033466837,-0.8890220696951269,1.2436911637022707,-0.7972217643925203,1.1925411288186467,-0.6961973084563565,2.196124782454679,-0.7031900699951726,-0.9100708476160055,2.2423975692888614,-0.6780294440509775,1.506033507059566,-0.9270723867110274,-0.1617173901756358,0.8343233462044622,-0.8867501180952915,-0.826009192600707,0.3525121432388076,-0.9123920273604693,-0.2833611775559521,2.79412217808116,1.4901128663974592,-0.8102448073182247,-0.7387563956006166,-0.9606642770870718,-0.21153333049322454,2.488537544544991,-1.0666225894941048,-0.7358603953429557
SIDM01155,-0.8940975915866267,-0.515942105303999,0.06500485371209491,-0.9111893962893866,0.8259365342683678,1.195534622676428,1.5047684317971475,-0.8636800295943158,-0.46667489047458943,-0.7721921840229459,0.9550765786613926,-0.8034943327756566,1.6699056201205538,-0.9154563658594956,2.3213598964902773,-0.709930402696036,-1.0642161797905,1.3061067532505741,-0.7410867560157924,1.7418926421969516,-0.9425439615661786,-0.03340755496631527,0.3237731176223007,-1.0301553376083228,-0.825002712491636,1.7279691304958078,-0.8090521393877589,-0.3903366047732283,2.8362717796927908,1.6117883321284514,-0.9589686671647454,-0.7814136194175367,-0.9989817995439144,0.46794719138075963,1.809209690270088,-1.0216233249121427,-0.8582816177113044
SIDM00224,-0.8365018193880255,-0.9203644014871455,-0.48944589252920734,-0.7847538670920299,0.5628348940353274,0.9564884153622184,0.7210397927069653,-0.5448603679342313,-0.6523082876314126,-0.863049448022918,0.07219149061490618,-0.8146609892228805,-0.5548264091605487,-0.7739356657605686,1.8608371612091912,-0.590849015588823,-0.9330778098876744,0.6772778340780966,-0.42404407457105747,1.939543844673319,-0.8917977852994857,-0.28076466126140204,0.46086152406233694,-0.9066720100856218,-0.7841900330013235,1.2582187638334577,-0.8868052881786834,-0.1863480789695795,3.0975267385318697,-0.03245421891930066,-0.776996473750707,-0.7983596650833782,-0.9006048103984529,0.819168755279045,2.2245512516315182,-0.9975788159336644,-0.8499012219206994
SIDM00783,-0.8350752600250627,-0.9559480933932996,-0.41181752568132346,-0.8563349385401041,0.8603611739584794,1.268706863917183,1.4171822904604041,-0.8454874845738793,-0.6633961120965371,-0.900049577148085,0.909597685475627,-0.8204953450787095,0.9500098254317908,-0.8065973673571818,1.7659904388971224,-0.7703823848806748,-0.9878948936152601,1.0284036609219855,-0.7128018958228755,2.889595968412897,-0.9622665672830875,0.009833129203839995,0.7955632324372423,-0.9234085672241296,-0.8279361924005672,0.9931650994328737,-0.8277217622329609,-0.3278188341200498,2.4871877670147566,1.38786142991932,-0.928351254999872,-0.868463133612253,-1.0305500693969691,1.4031804822681018,1.9861863669397262,-1.0749289135382132,-0.9076182501500137
SIDM00490,-0.8214583762458129,-0.8707126804594313,-0.6648213626102508,-0.8713347252735192,0.5132467919925465,1.4259774138978265,1.4304651943294953,-0.9503686320327682,-0.6078549871879008,-0.7697784555756219,0.29934902211431347,-0.7819925686291138,1.164959356860458,-0.7824130365652678,2.5198985286230404,-0.778360937292459,-0.8862851550538784,1.4790381543482711,-0.8208267011114456,2.021259546975885,-0.9501379735298777,0.5400341272157932,0.29308179762190173,-0.9016702844787929,-0.8027181552868691,1.8121661123730872,-0.9239845907145029,-0.041413876647553305,2.812317207764597,1.9577516926724126,-0.8114500734131298,-0.8923993435326821,-0.9437596466361535,1.5614799019108385,1.9919007659171517,-1.0320471941556182,-0.9160722388246149
SIDM01090,-0.809561304967856,-0.9181263367543411,-0.7898699763021606,-0.924016148283278,0.930801690545449,0.8290153106313803,1.1186294807695576,-0.9151349247854982,-0.2725113501973197,-0.7028109590826059,1.7099430197496748,-0.8387772580469658,1.4573011475507007,-0.7433962006307524,1.9802791176635803,-0.6473381427740635,-1.0717893607495679,0.9662110227546334,-0.7467569935185103,2.2565139444042135,-0.8702663976170956,-0.31477529173519503,0.3917011793782133,-1.0055791592529126,-0.8250779791139621,1.209555798936874,-0.7942003001123482,-0.21937981870569584,2.1792116786847076,1.0484649479156634,-0.7966897061472887,-0.9275460383870789,-0.9708061109573043,1.0680489389040628,2.3425555422155857,-1.0148366197153063,-0.8398910353686605
SIDM00394,-0.8723906546004948,-0.882281994879509,-0.7348418537358793,-0.94882350948154,0.5586256330032016,0.9803134250402095,0.8506144569944639,-0.9534083475046544,-0.4206775063201699,-0.9640597445168119,1.3766491308535647,-0.7776618771308825,0.9809069240924553,-0.704851056692012,2.561641780692538,-0.7725847039869114,-0.9549157051016732,0.6536736863570775,-0.6828599486838981,2.179353211140614,-0.9654374357192714,1.399330134845627,0.38100157251565236,-1.0040031096470337,-0.84766862699277,1.6413718822301424,-0.7826255293783158,-0.1972871412430238,2.776422671770975,1.6920595559289884,-0.7832830538151887,-0.8494940598129181,-0.9072965117983038,1.4363689998194806,2.25562248008454,-0.964797276637937,-0.8409007858948206
SIDM00538,-0.8305273942189474,-0.8940063883679407,0.022754014158449284,-0.6493491205891984,0.3951323809302729,0.5768166368487158,2.6240220827246428,-0.9320555410301536,-0.7408302020873772,-0.6946146454158577,1.945200682458258,-0.5666291188374947,1.3726742601287747,-0.8558918349050622,1.7423127241185834,-0.6982556368142333,-0.9351311445093881,2.307190299632286,-0.5431551758481858,2.2929263574148777,-0.8997855549059016,0.6974698540887382,0.6258837153937106,-0.9280259737006282,-0.8646439699011033,2.045803223912087,-0.7657777264329827,-0.25697149900706906,2.906587096297384,1.6148102063491638,-0.8721733938829516,-0.807480261373322,-0.9830220749985682,1.2596182522012043,2.7493524229026574,-0.9552191115404352,-0.830848380583325
SIDM01140,-0.8500100928985311,-0.8278644624497069,1.4204320120193878,-0.7256120331975966,0.5771695248337309,1.0161099809076708,1.0895613365272618,-0.9388799511445617,-0.4507525667962124,-0.8365429193415129,0.7388854348444495,-0.7609260563528145,1.59175110607887,-0.4163123970534519,1.8326611307038447,-0.7508730398768199,-0.9465145470684634,0.4191999688560567,-0.5662118060564416,1.7883153614662841,-1.0071679161879967,0.6360306361185535,0.6396401243862399,-0.9463491820650267,-0.8417396975465128,1.172066406726183,-0.8939698707457139,-0.36864868917463267,3.0545621730327097,1.7827342030057385,-0.8457216956598695,-0.8545906200805021,-0.9546767905430819,0.5145049201602938,1.7480266841731555,-0.9742966239112462,-0.861642413178452
SIDM00101,-0.8781936911731887,-0.901350208218757,-0.80740385022386,-0.8331539007934171,1.4314258151215609,1.0075304309796904,1.0097218132708652,-0.9066666083602019,-0.28350567338797594,-0.8776874645184013,-0.6121007611810367,-0.8010540237441688,0.9840174642915891,-0.7944152608097039,2.4484808110551493,-0.5368124272678664,-0.9045498839639131,0.6158112045365058,-0.8094846492712543,0.7951551815132132,-0.9599664922941477,-0.3881186970947144,-0.09543093981810137,-1.0220631066708041,-0.8483610743690564,1.5982373586833147,-0.8628186341170561,-0.3364400478627496,2.7011211002895115,1.7428617288865762,-0.8022941178653427,-0.7956560597509251,-0.9441076265740588,0.6882327385231558,2.0666194599090724,-1.0680895640395724,-0.8587787185442944
SIDM00114,-0.9444391068808136,-0.831368206457732,-0.7850635780433152,-0.8089516935038272,0.8461204305942992,1.0112290790034077,1.1110557553579845,-0.9196694621425233,-0.3250038047296671,-0.8550351636235222,1.1466119289297023,-0.8938314902084606,0.7926164153363406,-0.8108472474962397,2.041682458375211,-0.6212994297092455,-1.071768811203672,-0.06705215369889014,-0.7448153796822047,1.6897873852580156,-0.9553113797573294,-0.684601373677566,0.7184921808316368,-0.9153274971518555,-0.8576414502059251,0.6105562165627871,-0.7948238981493547,-0.45839408565745643,2.6608338447807216,1.8346635890718708,-0.8488432669073167,-0.926365458204412,-0.9184289321404353,0.23941109309486902,1.9093558156274122,-0.9467355457420803,-0.7570825256011017
SIDM00102,-0.8260959774173847,-0.9189500736535401,-0.0748294050339904,-0.7415396324587721,1.0943092502695828,0.8831644824350963,0.5836837193619151,-0.9177828117368735,-0.6390801616844586,-0.7904680031536003,-0.1173033583118235,-0.8458332379435688,1.2794471127258948,-0.8133437822927229,1.963214547591632,-0.8609961242076059,-0.9186025456556134,0.6667897610363495,-0.7040629011369951,2.379229066862176,-0.8662314864751014,-0.7982868374171399,-0.011393586240732768,-0.9679500607460177,-0.8450878698247278,2.0605500922018303,-0.8033518101690956,-0.04771254716422422,2.732756082026257,1.0872015975983857,-0.9543875254490131,-0.8118772177606169,-0.9923503995927493,0.920428630666725,1.9261294338204522,-0.9981775532989938,-0.7365161869125472
SIDM01122,-0.9482978636353505,-0.9031375944611576,-0.6173951186234055,-0.8205306396801413,0.3688558468817753,0.8322623907303297,1.0745330398442121,-0.888770926371273,-0.6594111852079017,-0.8495025422269681,-0.047427376874884054,-0.8344538055846633,0.7218871349022675,0.8694645911926241,2.3722759736867256,-0.7277827305556601,-0.9404980097463561,0.6886367056977895,-0.6682829677930486,2.278616579849142,-0.8949709362224939,-0.2673975223662981,1.0878472784851418,-0.9177812461485223,-0.7850831316114399,1.4114969777030437,-0.8332790940695746,-0.139309402263657,2.6350077849900364,1.4052018312423242,-0.8412549104981346,-0.7975163089696029,-0.9529050336439372,0.6601377438271471,2.0693848270199173,-1.026032843558213,-0.8627610593645498
SIDM00261,-0.6578015298040197,-0.9644399355063319,0.09440637082239636,-0.7116558669013338,0.41320529335669204,0.6255107581521967,0.40532558613806113,-0.9495903774228088,-0.7246435531793076,-0.7926776284718312,0.34680840739965607,-0.7872961396455027,0.7669646514479845,-0.7920059129621323,2.238379861035243,-0.8979116757144139,-0.9575789039257798,-0.09990842342609997,-0.6819083906775331,0.7848269013570649,-0.9615573371886001,-0.1720716907464786,0.9722939854229161,-0.9247239508592122,-0.8822176827937425,0.014866454392863163,-0.8726900559786333,-0.11582938218652769,2.2707829419544687,1.1237839346916467,-0.9016554228983782,-0.6256486586303052,-0.9697026205965816,0.3344544188244648,1.8808944090550164,-1.0468674071712363,-0.7462538923783995
SIDM00154,-0.9218173880315137,-0.9605406298378373,-0.8458435885185124,-0.7424093531060381,0.48941992349487806,0.46229940301986805,0.9686965611271467,-0.9089069487301003,-0.4800279435399822,-0.8568262648881547,-0.4152554374034303,-0.7764579426036465,0.519757177980741,-0.7747172473525156,2.0570221985658357,-0.7814771451872172,-1.0112051270941385,1.0477476911093724,-0.7530674547115999,1.8803452599431179,-0.884092390289661,-0.08986267086245726,0.38531182426842014,-0.9699156855483706,-0.9115687122343862,0.7228048398575833,-0.7948776427282548,-0.051052490873646564,2.8641817497378157,1.1418929231785404,-0.8348531685740771,-0.84898420014709,-0.9955678405618225,0.6919413434410862,1.8045438894302874,-1.0312036628157377,-0.8172887510244776
SIDM00104,-0.8191449569260028,-0.8366929865215609,-0.485224115451,-0.7001548569642463,0.9420360810691328,1.2217418299287988,1.0656602676130384,-0.7626377323701202,-0.6511755445403883,-0.8656738216021514,1.0222475643557838,-0.757631158801316,1.289983741454823,-0.766628369760328,1.9977627656347643,-0.8200260069447277,-0.9347155335226122,0.8602245177392237,-0.7206698296326378,1.9114104386174888,-0.8681208572629051,-0.3092245063471746,-0.27410453858069384,-0.9115733705466967,-0.8206671263427643,1.4609323446265576,-0.8992057644490843,-0.06432485251410466,2.727600333491576,1.58434390935548,-0.7415009778717653,-0.7823015667752531,-1.0059209495485177,1.0377930056811469,2.047073636057077,-1.0258812548210126,-0.8687403488523596
SIDM00267,-0.865039425255107,-0.7876695295469075,-0.24760459831743598,-0.8073921045127487,0.7229913725312997,1.185439149836808,2.5898823659279286,-0.8886637504082374,-0.7002321244943938,-0.8503908317884479,0.05538193772822515,-0.79981176434279,1.5460224642403615,-0.7844146410455618,2.2297552481660743,-0.6010206803530438,-0.6665764573500818,0.4023165958019731,-0.6921689705640826,0.7488500244333859,-0.9290365473625297,0.25187035472920644,0.3874642457408874,-0.9424033186312749,-0.7898446685593649,1.1933868493083228,-0.8534980325282541,-0.279766521874057,2.649793701816896,0.1077288047357541,0.025778105896613657,-0.4391488066652705,-0.6481102167343702,0.36262423413169603,2.305193097375283,-1.0490565065208604,1.3343511077126122
SIDM00100,-0.9605762448508035,-0.9275010689871338,-0.607923753006097,-0.7205758405219103,1.0541193952178236,1.2453553266679251,1.3103233915085242,-0.8010901831518592,-0.20104232602317906,-0.8060430064395925,1.1113172247672944,-0.9210684723498119,0.8812663585039768,-0.9285380886383192,1.877161318925719,-0.6418566445667124,-0.9435996693164955,0.20455326928700324,-0.6983450065427715,1.561037315528994,-0.9944490288324309,-0.6017746848619862,0.5253002884197199,-0.9183403729819763,-0.8325933332220125,2.002000745206295,-0.9077289788094659,-0.2822137985102533,2.9776362271741252,0.8171135045514237,-0.8587514585925092,-0.890855496469778,-0.9494439591385695,0.5134728811473517,2.4534669583352264,-0.949239837774137,-0.8353256157370869
SIDM00826,-0.8243592470664914,-0.8563067191098052,-0.7786521479760506,-0.7536701236565676,0.7101810217176356,1.3314901955503802,1.63716747664144,-0.9586986115361856,-0.7409479611109098,-0.8677736508633371,0.5556223088904532,-0.8347960418925372,0.3786323100688558,-0.8335424290474486,1.8072149599063307,-0.7289180947590809,-0.9385147535414445,1.7706230818036495,-0.6804682983946081,0.6615384669653835,-0.7566638797102153,0.3682351947660265,0.27333429944815557,-0.9776230242143177,-0.8732603316734093,0.47488986310528153,-0.8257617931874786,0.014666911537275711,2.8649907623696436,0.7883375743665285,-0.8074371894098908,-0.6036343104757917,-0.7856928320528062,0.24370664733702166,1.921517911964499,-1.0339165070561889,-0.7589500408908941
SIDM00310,-0.8886586156908832,-0.8760637066785129,-0.7601205447730223,-0.6526468180344195,0.48208972613798007,1.0987505308243153,1.1298789754417573,-0.9083738714766623,-0.36845976340906617,-0.7803131706626735,0.6435511333254588,-0.7960721783030301,1.6455167408749114,-0.7885093573435202,1.7738934111712543,-0.8185696690139576,-1.0133963804747768,1.171759625088436,-0.682703775726179,0.1587033114077492,-0.9120807093597649,-0.8269307873945995,-0.09372691340217837,-0.953953319027741,-0.8902673351617983,1.911071154635302,-0.8366052546054851,-0.07560324820214812,2.861118423797003,1.8584847469349854,-0.8099396698318624,-0.8363809053482987,-0.9641670041203577,0.768787637586375,2.4766068266930787,-1.0443005894309516,-0.8309805030704902
SIDM00482,-0.8192590156252879,-0.8230539084110085,-0.8203065281837144,-0.7264317597400469,0.9818203417664499,0.10448674746167325,1.1958739025498843,-0.9053377709427133,-0.5127279960044696,-0.8196051576524669,1.0244007385038814,-0.7865287437466749,-0.6421318758605751,-0.5410838555387885,2.013240205143961,-0.5608627470601869,-0.9856965812547336,-0.09962276169669097,-0.7436126557629053,-0.7831855714330404,-0.4236558508655716,-0.7137651175391365,0.6932466699551272,-0.9463812970535855,-0.7294669038161717,1.0917642883538883,-0.8027546409323343,0.29945205192464364,2.5991848118943808,1.5288046880014308,-0.753843716526819,0.7996317670894256,-0.9487276541292705,0.05105125333499441,2.296840811016947,-0.8390084388208796,-0.7048433577567648
SIDM01247,-0.878030493238418,-0.87585131978789,-0.7362872309633959,-0.6699005859555628,0.9883295197587383,0.6591541988039566,0.5315071986675792,-0.8233249129043239,-0.6625866994340475,-0.7250197912971778,0.9968971686101217,-0.8300186111502378,0.782138981070887,-0.6342151055902514,1.850356994249417,-0.544242000944114,-0.9705489416196039,0.612404387607939,0.3551507990922549,-0.41434508232054945,-0.9046975192190857,-0.1439761407644512,0.9461445814932955,-0.8962473987141523,-0.7573522561155349,0.2992837277491061,-0.7812107612587854,-0.528288584880805,3.1531863748236395,1.3086320670165024,-0.688402773749996,-0.8342903413713568,-0.8870153538871248,-0.44469433619038845,1.2481764488515525,-0.5848912136799765,-0.6942238071346849
